pca-1,pca-2,pca-3,pca-4,pca-5,pca-6,pca-7,pca-8,pca-9,pca-10,pca-11,pca-12,pca-13,pca-14,CIHigh,CILow,MOS
-96939.31772145304,20225.54885806098,-25415.291051915094,-7637.818170149621,24937.639681803015,-12734.038978059685,-8601.381425464493,303.9252005593182,-71.65183880463863,28.301501607937848,37.521075105807434,9.21214182596644,20.614130978794012,-2.192119463842406,3.809449298,3.362964496,3.586206897
9555.796908238714,-23600.724802687422,-19966.81886802308,-3333.9196351856554,142.07985765943354,-1671.2436655713857,-10658.285895662586,293.31063174184465,17.404384656993376,-43.29502123508449,8.062354548545805,2.5863358123525564,6.584745678995302,9.359132065281983,3.431346944,2.747224484,3.089285714
292511.23376993724,96535.42824215534,24718.94182964507,-3529.760690759084,74.62619586259736,16752.657640065903,-11140.146262756847,608.2121212751949,-170.6762531871499,-60.78776609547438,-1.6378458608667352,30.79558152549577,-17.777873639068506,3.217929888467861,1.471686809,0.994979857,1.233333333
-56563.32933247334,26534.509733067738,29185.67639247684,14663.104679990465,-2252.0243166521477,-31809.27753513123,-9714.003747102746,-747.8210618165506,308.43713132624214,-48.80021602588318,296.7366709879697,8.919096498406647,-24.58641641155398,26.356650555923302,1.400678788,1.15104535,1.275862069
-192550.9234679427,23579.674079202658,40949.44837221021,6588.300698339173,-487.98546442772937,6038.490379119917,4384.146681623343,-394.05102022231307,262.878916847156,277.68100139268597,-1.218181794810847,-53.70525873849692,59.058953057642896,43.1588007402706,1.770033908,1.363299425,1.566666667
-26583.557794877353,-36651.065434218224,-3830.566155433884,438.72540407948185,-338.6251101858501,-759.8184225003932,-7893.891358899549,324.42463003270086,-25.108016308512003,-41.94673974056596,-11.026587623435416,6.257788725486244,-0.5154028315763461,12.512626010617556,4.329362543,3.770637457,4.05
-178608.7109796471,11062.663455784836,-15284.681606688468,-2097.1358900194123,1327.5456114845158,-2583.953693296456,6084.385032159502,531.2696258469116,-233.41025985605518,9.170634731166285,9.63557245475845,14.66391626298792,5.61492555124356,-6.10748110072614,3.430356437,3.002976896,3.216666667
-163367.94240929725,21797.33218809837,-32191.98993111581,-5952.286664872493,1586.6491469471448,-4124.777660066151,872.6567483242331,450.76757160999654,-236.08846230605326,18.799236483392274,8.170552756328348,11.035399638943314,9.664499857814793,-7.603536138808457,3.369995498,2.880004502,3.125
-168440.5553359374,30823.26412823723,-30836.418217061615,9753.12673475221,-3655.483619828996,-4003.1542676488953,-89.68643996010805,443.74161935345745,-82.65426108441062,29.73571981085279,16.535273816467573,-22.308146620308314,11.91019337170391,-14.207707100496755,3.231543121,2.732742593,2.982142857
35595.50249867748,11943.183511005305,-32611.768948476285,31661.354451914667,-12278.410294391384,-2204.9338803408036,-15436.478018366304,239.40182623513732,-44.67217046988132,-30.131502241043425,9.432685842282678,-18.211149533334808,18.318934591520694,7.194330635200792,2.405101776,1.828231558,2.116666667
-162708.4457579387,-27985.137869965187,15460.286101806589,5042.935985792676,66.8706420876253,-257.4068548981642,6039.703594694556,525.3201559630176,-21.105871588434287,-13.285937201387544,14.099172311562116,9.192742664865442,-7.494132395868822,7.112566483977615,2.558665314,1.941334686,2.25
10851.304938334357,-32573.861981434362,-2312.847091990487,617.0863973911814,58.21477679550166,387.23977422175176,-3437.510308411566,-587.5409548578452,-37.543866633597645,-46.80982885313032,-56.8503971824945,8.351547933014716,-0.9042240576651639,8.367664515879179,4.452997027,3.975574401,4.214285714
-184052.13990181396,19156.95157361667,-9777.272752285104,-2871.8654300381477,16308.653475034955,-8076.325763279666,4610.2030238493635,505.38231839457376,-143.59977278618047,-10.097378750899649,8.248002941019372,14.30330852223901,-0.9701810751242919,6.599779354100582,3.28166657,2.785000097,3.033333333
-190387.45954142034,665.1960614796973,1843.7495985844607,1792.1233377802769,1105.1113494012675,-923.7206345793215,11754.647097312223,-376.94841359778445,-162.77129206196378,-6.987017152826483,9.247606013838748,6.751634170337099,-2.7864463420466787,-8.480479052145101,3.249159055,2.784174278,3.016666667
-53392.24618411112,-18012.32084837704,11421.450224731843,-22287.36802836424,-26262.63950832919,-19340.516014075816,-6372.1427215794565,313.12896301751437,947.8735154536957,-175.99399779834386,214.51618611886045,-52.98816322780237,20.746451902388873,-29.65201243303418,1.868626477,1.476201109,1.672413793
-78041.96969912775,8500.94372785049,-33760.376838680175,-6354.432048004071,1257.3884957059847,-3695.5943222299807,-4991.557092448889,-624.4744194297887,-16.428704124504037,5.118838277753925,20.285790994705174,-8.67272223968001,8.689323901277227,-9.846802911854683,3.991799552,3.401057591,3.696428571
-77647.13002551919,8549.655974165558,-33757.39842326617,-6355.234525823614,1261.7264214190682,-3685.2650173060565,-4948.850848653791,-625.633457917758,-95.57881021444886,14.08517835596086,-10.02517759179257,1.309692560250562,8.266546527701223,-7.851410537041947,3.923636291,3.335622968,3.62962963
-133309.22184593434,-391.21379098383585,1612.3835811256297,26405.45746271602,-7818.673712391805,-922.0083414464947,1956.0858293162057,-521.6705930670488,-117.7328195806287,28.935441957814238,-2.962202089906418,-31.2218216165191,4.708344246782909,-9.466240413100872,3.669138913,3.145675902,3.407407407
-140977.37820977558,32090.968421830767,5377.403919443703,-26187.681426883057,8561.591152926108,3142.063095281146,-2875.5860318184596,498.4687083615276,447.0985444576386,80.43222086299158,-1.7968761590822744,9.899178666118313,-35.99619957253932,4.599570856391991,1.552327478,1.206293212,1.379310345
-133621.51855550052,-15741.948813768568,-886.0939702986526,1253.6319354796778,472.5159351928244,-1375.416490871435,2469.263725596738,478.25061528675093,22.3601070351486,-9.53291318762751,-26.42187874884271,13.603956695979512,-3.681962095668469,1.9349467104449498,3.574117983,3.046571672,3.310344828
185503.72194779853,66690.73377635301,55513.505378918046,3833.911673657298,-1253.4162644200944,17511.583522158217,-9740.315514383648,-411.29255613590743,-248.72464944595683,-50.765602805142386,-12.577857570170886,110.28323369633226,0.27149744162443423,-66.17603085433686,1.26447695,1.068856384,1.166666667
97204.74851089474,-4979.347650116674,-33942.18420779374,-6844.768339546248,1163.1774161851356,-995.1747963935048,-7270.813269589322,-612.1652701780243,232.95937854664732,-76.46632914261944,15.306174981711603,14.884818776817102,-1.82491190475321,16.458221756991808,3.002162168,2.354980689,2.678571429
-101098.87213979209,6926.4866668390405,47846.55527696739,-32033.438752514932,11236.313187070944,8964.161389948094,-5658.712009566903,-504.5003645859208,293.12344278900633,25.48909139077356,-47.13377594201995,-51.332548278740724,-45.607449871119336,-76.48650726015815,1.424230754,1.075769246,1.25
-169722.0345583165,-13433.490739747653,17659.610353133317,30159.948972786096,-8302.286396112437,-32.45919688271781,4641.716924840801,504.7055503946878,-264.1888299261684,36.93804247254007,7.428357412510473,-15.064522444999705,-1.9657197050882538,-0.6039283976537381,3.12457995,2.57542005,2.85
-155979.93954931016,-27251.677865099635,15730.910987405225,5074.575049129083,138.75146089485764,-48.35510017369857,6854.922636003867,-460.7731197345587,-133.47158156801316,-3.477762333761024,14.278669413929391,7.90323311552409,-8.590029785491138,-2.1265991474116097,3.462234023,3.020524597,3.24137931
-88041.57726270006,7414.188617750994,-34175.46558775514,-6403.600322374252,1151.199848485738,-4006.6307589795815,-6196.011654332337,347.7228541451278,-152.87340006409394,21.798757983510864,-28.433279804619673,15.627389382549694,8.303504518426024,-1.3247319250635115,3.94604759,3.313211669,3.62962963
-177783.06979999706,11158.49126056278,-15258.612051585458,-2095.3777759846416,1336.7929990081748,-2555.110322480624,6194.898005426774,-464.2606796550788,-163.394749314865,2.9243436147667308,9.998929089408758,11.028159023576878,3.4192169852789465,-5.0954459398468535,2.653067263,2.154625045,2.403846154
-26717.798145921108,-36667.71102989086,-3831.785987852391,438.99882701379386,-340.07491335970195,-763.3845797258305,-7908.2849080530295,324.3964695026049,-13.540115094168879,-42.2597571059559,-28.036769444172634,9.880701485921639,-1.5299630128650616,13.197332685954656,4.373132173,3.780713981,4.076923077
43566.181655114284,3740.3625775695514,-14774.15317395877,35625.040431988404,-12291.008255227169,46.98797273323562,-7457.201436953122,-628.9251309026113,-216.30716706894054,-21.93910616107075,-56.21511261221502,-38.91277980293242,16.144209654989087,4.773396054848062,4.625796982,4.159917303,4.392857143
102995.09709901223,-4346.599785654582,-33710.42896957835,-6817.7215363214655,1229.558589546285,-821.3302906862981,-6582.007430679899,-603.739989389234,12.769232338393227,-51.511867482449176,-9.856188072266717,-8.825303017350478,12.20724578585409,0.20590657585691727,3.658971212,3.055314503,3.357142857
51809.71371273875,-9921.899265425955,-35785.1632219224,-7061.455555444042,687.2164349693222,-2388.2254225581646,-12668.329366012733,274.9564062879667,-20.81482811143879,-35.924636098943004,-14.692371857475578,1.2317874531634472,13.320668194090231,6.321199326136363,4.672867535,4.18920143,4.431034483
-199001.39537297396,7083.478348273345,4253.352899395663,-3001.645729908684,1536.141106219422,15509.460153442376,11386.997057472074,-282.0064381519632,592.7121661488931,-111.66428576436108,-10.000387538078572,-38.06743036474565,-0.8772830167541533,1.5371016853886963,1.362669765,1.137330235,1.25
-110981.1005496839,32011.896479448184,-28211.923480805413,11028.350826457008,-6547.449936488264,22466.145051317784,-8402.593631115427,469.48759898112314,607.9741650643392,-116.60766652300507,-39.754730008260445,-12.2062898003143,3.040297418869176,13.198352180044454,1.513780279,1.186219721,1.35
10855.216251975848,-32573.6709334834,-2311.6733309189076,617.2641883126004,58.22127817426285,387.53264407884467,-3436.9545351888787,-586.9416354045466,-14.764742345427445,-50.143136446195015,-33.38702430920278,2.000446416311788,-0.5503623634383878,7.051865759502416,4.371789143,3.869590168,4.120689655
634664.4833016024,8022.25579093521,-22450.53590118075,-6087.79026184568,3929.754471727669,11695.964244109227,24425.389754910462,82.4509096005956,240.03245792810625,-0.5927045882229893,16.806208040001657,-3.884364997784669,5.855259308662824,-8.48116896838842,2.694792401,1.945207599,2.32
-182427.47432516215,17999.632582844497,-12689.93205656778,-6868.3145915497225,1810.6077569309434,13996.505640981599,6308.239272199351,-379.39092533664484,-194.80993772405304,-28.110785895113334,-4.2662247852599995,-14.39040227937947,-0.2609252715839696,8.965992980853331,3.014959093,2.449326621,2.732142857
-48589.140470190345,-48122.91316287427,12805.278004868369,4261.973145524458,-668.799203079508,578.9998940271421,-3466.4788485273793,-610.419437224412,-43.99335344396984,-46.76478027879047,-13.365235243318601,4.852627912079322,-7.184717712541857,9.390005753881237,3.799760206,3.165757036,3.482758621
-154773.63207690264,11063.610520818958,9864.415822993122,25113.803782766594,15831.143868568224,-10034.54662532404,-1975.7628768217469,422.8756140022867,731.2311603859043,-28.110835641743083,-52.561123797454194,31.83344476382115,35.308691643882725,-51.51308220551508,2.303374142,1.770699932,2.037037037
-180571.34847091258,45568.328061515036,-21891.49810098271,-4222.671994411735,-13673.694870389378,5131.278872554604,839.6712968923314,-468.7272357376706,404.9567115066555,155.12196845378213,17.288082054116984,15.04568579930817,-7.062485155800443,4.832654429900388,1.592996662,1.240336671,1.416666667
-154254.64509202205,25077.72318146788,20528.219157761167,10455.160721404985,-808.860353103182,-21532.98062312003,995.978794144226,-562.7196660404038,650.9751101682702,139.82773591266715,-34.89044585324134,-27.064046768078505,16.75410304436506,-18.517716604266628,1.765816215,1.400850451,1.583333333
-49001.253181785934,-48167.38971145831,12787.790589645349,4259.8333151917195,-673.157169042707,566.3248469990784,-3515.6614387258173,-611.4324764486852,-44.6399068008995,-46.94162178755465,-9.787047487496332,6.1762044214637815,-6.933411180230117,11.012630021557802,3.453428328,2.925882017,3.189655172
-208656.10983661868,-10399.087565069016,18626.08882136665,5632.565155429702,814.0445660096049,524.1586296295148,16607.519646497254,-305.5108486778793,-240.42475408897405,-7.8187442866273145,9.840421451980069,12.025058668386293,-6.193976967218651,-6.581828864193385,3.109396031,2.640603969,2.875
-109808.7150554113,44567.060068264494,-10893.211824471802,-29969.39000357049,8989.83835806231,2091.022071573238,-6185.938134343982,-542.1687725994302,536.9082293675813,76.92982677570193,-19.20358089131418,12.874358156452304,-48.38353312042659,-0.20162843668250224,1.642556938,1.324109728,1.483333333
-87866.50211970841,21410.747657305743,-23566.794347725965,-21060.931847098687,-15479.219672353078,-15519.97018795278,-3117.6138646072686,-630.2993163261788,-14.716537359829902,5.58767462502786,-12.704241810985426,1.0256972781930522,-3.062002034000999,-7.193395130674336,3.165961789,2.619752497,2.892857143
52139.936796535585,-9887.385123787479,-35769.5500141448,-7059.316898387916,690.7202763207287,-2377.96198741021,-12627.966801170272,275.2075670120389,-42.892038213291315,-34.007801538466694,-11.943581860163867,0.4605682119747275,12.28095813792389,7.314585506497991,4.655644914,4.137458535,4.396551724
-77373.06945264214,-51259.12032247852,11640.217338242612,4125.327942557452,-974.0574356794017,-303.70657813813824,-6896.11676120953,321.6948942713553,-32.27103273694679,-41.91985227920534,-13.83573335313201,13.627663988197549,-7.200706839134117,19.158776048587363,2.728559181,2.057155105,2.392857143
-4587.588432627696,47064.65999952641,-11133.250748088447,-2744.842320341938,-37080.50173401986,19604.606893620283,-14047.280940942004,419.8202340651173,535.5186392417928,-43.30457819446747,-13.781650794773105,-18.946613319330865,-43.864252499349774,-12.73876080205784,1.384178612,1.098580009,1.24137931
435792.43342672335,85548.54065771785,20471.538438489188,14374.15793583825,-280.2058310670531,-39364.373070343165,3719.290947512096,-390.6348111037048,302.81721324486637,-257.70421753131,-53.87455769340604,81.07757854838967,-19.762358098896343,76.43050229865912,1.363997599,1.102669068,1.233333333
-172152.59757377693,37771.62475971997,-28242.299657277126,4981.91206722329,-3171.1217401204976,12579.303577309454,147.06855135240684,-472.10399033601954,-259.5132596829641,12.989798891131452,10.14930261431433,-40.556079762093674,9.355558966322734,7.003358695900468,2.137035504,1.690550702,1.913793103
-161757.64749986137,21975.32130728681,-32128.942917747157,-5945.490945369059,1604.2225568107815,-4071.5312182259845,1078.9381302969325,-543.9212534583727,-211.25191830820643,17.87460057100424,-3.2239601381562197,5.46222794772971,8.879786839565378,-12.304345004863476,3.312221095,2.887778905,3.1
99227.65415197512,-4755.525827243199,-33862.49421533199,-6835.916160387905,1189.5456986251163,-935.8738712853644,-7030.301689268218,-609.4672945359226,138.35032380029466,-64.34715891742714,7.553299233987602,-12.157826386946365,11.222043532662155,0.750904096804149,4.386792309,3.909503987,4.148148148
-126571.56289184783,21905.74177552908,1497.0751847916417,-18507.1485466277,7891.283239722177,-23158.03715155364,-2067.569076694469,362.5843055862796,-287.55221199327536,58.065569258632486,-18.71508384475792,-13.325620855987907,-8.601402842334632,3.1977226774553205,3.665622055,3.092998635,3.379310345
-156881.11424114945,-27348.84334294106,15694.266962925414,5070.044630971279,129.14398535986132,-75.65964162095402,6747.042246044462,-461.2032572676004,-64.94516932068213,-9.41652334976147,14.450566930439583,7.505541637170883,-5.752180688760061,-3.0383921382387635,3.432505962,2.867494038,3.15
-163371.80213962455,21798.278434606244,-32194.503462540404,-5952.868097631004,1586.605781329959,-4125.138040600305,871.0962610537752,451.0334297430378,-224.6021698584302,16.980331654659402,22.73586811647656,7.320282865197526,9.83849744670853,-8.30283821297073,3.421011653,2.986395754,3.203703704
-156359.61151131237,-27291.713320726685,15718.158086639207,5072.757504564671,134.52922290996332,-58.97966704033974,6808.1250649650065,-456.5535438204535,70.86037918687713,-20.999652127487767,-3.446704902846913,-2.3617050542730627,-6.660884666062833,-4.926129663828643,3.636244181,3.018928233,3.327586207
356237.2765391952,-8646.435842461957,22395.155366063234,-2283.474900413211,55927.043391506195,-12311.989193696132,2476.9663424292276,-397.74948676035945,-6.625599375372288,-27.83709919492586,-1.7133482082782507,-7.817766803282673,5.973713814079226,16.233770546324813,2.486585659,1.977700056,2.232142857
389190.7228423984,48615.37878434168,-2411.5975295226463,16896.897913123787,-55914.667861033675,-21263.711932755392,1180.871931916674,540.5816910920375,-381.118920680833,-52.308767051026905,-26.999615987473263,-30.268814899355203,29.8569669344495,2.7885426543655423,3.95457961,3.30467965,3.62962963
-190114.21770998187,696.294050028041,1851.088420325401,1792.722430736298,1108.076841281877,-915.9344445931749,11786.191331967406,-377.46734503513994,-207.98275539884747,-0.7218834208203733,-17.840478686870597,12.258911493843312,-2.036853379981336,-7.7823059552321,3.444807906,3.003467956,3.224137931
-96471.00174229147,20285.016700988625,-25410.00676565098,-7633.307763182668,24941.31804778842,-12721.70909130582,-8548.169920031145,301.5012528605168,-210.28209546382425,42.337935691301446,2.370388619865476,5.430859324522555,-0.36447689136250105,0.8000096562551824,3.824198457,3.329647696,3.576923077
-199394.1183856862,8425.603062348122,8112.180355939731,-7412.285751959199,-9386.859531617416,-8400.138837909008,12551.896704026,636.2256468190784,835.5649202116582,-94.29618785335593,-35.379327486774635,7.7705783878325025,-38.823344496645646,27.54941170545529,1.621677784,1.278322216,1.45
-181960.25102534876,-4327.707405872652,29675.37096695831,-17322.897583455586,-15928.722161635034,14362.218187427468,7875.086381472093,666.2145851141258,526.3631776567074,-150.0011283130144,-23.526562088666225,-7.473849431899107,95.06169608257977,-42.246501400022076,1.91045444,1.503338664,1.706896552
-226955.41816205528,13200.058313847929,27993.9824094831,15770.414877283385,10973.793713671424,11614.647494110388,13680.87049358751,748.716946413455,542.8368188536778,113.30128375548297,-31.77498755333635,-46.41216249261996,-25.79948895264825,-0.6031021278498827,1.945329132,1.488004202,1.716666667
246964.03748858155,-52400.00887065774,-3015.7410641499378,-58.34523461647936,-370.8824600003376,3879.523277208081,-7489.6973298542525,405.99540003801064,112.7950134687565,85.64313361171965,19.134351408701903,10.821908201463458,-11.277354146684196,6.254652223270284,4.518530885,4.014802449,4.266666667
-132848.52508760965,-15660.234905785694,-854.9481043545935,1257.8418659108036,480.8777153143491,-1352.482671063336,2563.562725139738,475.2885060528813,-172.0089960743994,6.870478966279718,4.3241114359326644,15.588587530416136,-3.034376062851955,2.43923762706828,3.846189416,3.296667727,3.571428571
632550.9162240344,39636.76978400922,-1546.2932680205547,-8841.071951272525,59048.29020220582,-7900.235408920041,21173.81013779842,10.37301755569719,-210.38601933889595,-53.57001235468836,7.294554101814076,-48.62968059692491,12.212178902652203,-20.076580485112117,4.756993215,4.311972302,4.534482759
517257.1429616266,-13840.12274000785,-9681.205460205938,-2719.048133073198,2589.1847523653605,10118.118649799562,17523.08254703204,-76.95967723445534,178.0320566273924,25.686807557089512,-0.49081209310204416,-9.813216698633651,2.5076325901102874,-10.580934212656768,4.659037443,4.269533986,4.464285714
55361.81448633424,-18609.8653352269,-18114.741054122198,-3116.6409263816377,627.5918344014468,-269.3322889595847,-5210.636978189109,-599.9470632967046,-29.36952882988212,-47.762974693488026,-17.36096658690859,-4.262266838558624,6.536593368939262,4.308604473840237,4.442228583,3.928141788,4.185185185
-111511.39139821599,-4217.331928558648,-17600.554249793113,-2587.4097101643906,804.9756272799629,-2716.950172121321,-1959.5593662451054,408.7576507610379,-162.29966480038544,13.016135519484349,18.678826713331972,9.324976530690993,3.006307662972146,-0.018235947951693306,3.884859971,3.329425744,3.607142857
99947.85623601111,13076.836433398954,63898.766449086725,-50461.55092866748,16799.147829659112,15900.855407634808,-11692.128188458659,-489.36019239625585,189.80979370734372,24.109798646946896,1.8099209447009377,50.73638548201197,173.8778356395379,-30.085176587232734,1.284138137,1.015861863,1.15
104026.95410753012,-45195.95266947899,29712.556585773134,445.4723605475269,53158.88612357924,-18008.006136540516,-20423.068888394882,126.26330274330795,-120.00166042001895,29.724734190723115,32.39962790556636,3.2081365972978966,-15.500475309907154,9.420981924605393,3.576319397,2.84034727,3.208333333
-191340.03181441053,559.1394542236358,1805.0459619369283,1788.1432387867492,1094.5804266482203,-957.3651051226442,11626.385005417224,617.5807102739604,-255.20831347198154,1.1243249756575842,12.745801512891845,15.79378924088037,-1.1357303719208696,-3.359880735823793,3.46412956,2.93587044,3.2
209985.0685617315,-33395.45212893735,37321.94436706814,-29971.37367067489,-39052.2274496298,-21706.65302698175,2175.6080496077416,-529.4924801280252,-143.1055380826295,62.90453168244677,-27.841986161089668,11.012869003045164,-34.26123757218627,-12.237594421155976,3.210241176,2.419388454,2.814814815
-102559.46708534392,-3239.4872116972974,-17240.127911683267,-2545.7015760445047,900.2663419016066,-2439.49771148836,-882.994688107412,-568.3023886753092,-115.8165409637476,11.456193428608461,-53.28410665101867,15.25099929343669,1.8531806892428397,-1.8224290270866825,3.857237033,3.384142278,3.620689655
477412.65985679434,17033.314928325402,-5594.913974668161,54905.21795046508,-16895.96554437378,9911.098489353955,11542.630826374843,-170.93054861085236,-45.543958205883165,48.276416430110196,2.8755767158766115,-29.274271309476717,6.04913424421578,-1.2036363133662062,2.686788331,2.05395241,2.37037037
-88033.83864729248,7413.1865022868315,-34170.77181432815,-6402.681416195346,1151.2144101682456,-4005.8103909021424,-6193.797922582724,348.62382648479013,-119.69224456780468,16.88882456510855,6.776720396574152,6.070825766855769,8.840695767343238,-3.2868426844092538,4.041123384,3.392209949,3.716666667
