fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,fe-102,fe-103,fe-104,fe-105,fe-106,fe-107,fe-108,fe-109,CIHigh,CILow,MOS
-0.003727728109546374,0.002702495266419538,0.004080963965185708,-0.002385579364581715,0.003672316452125347,-0.003751671296559064,0.0011617827056706134,-0.004225004478333857,0.002185627515483145,0.004573334424934602,-0.0048086863228058935,0.0043846479011827415,0.00305424127099923,-0.004172013172757686,-0.003396039632184077,0.003260571642658857,-0.00283219601630529,0.0038666462660194518,-0.0034682489829819508,-0.0028669892343258035,0.001686585634007109,0.0028868987678968656,-0.0032617015618521925,-0.0037073324234110873,0.006483690624028915,0.0003380050549672963,0.0049920572521884084,0.003047934722432194,0.002999934925837837,-0.0031239454628232384,-0.9947865026823242,-0.003797329737796195,0.003946419845919199,-0.0028088203106890783,-0.0032590688204652304,0.0038165575492218346,-0.005058113397584045,-0.005651206000443247,-0.005508292645423385,0.004436106600934819,0.00248285909608502,-0.0034800069708140727,-0.004475551214007074,-0.00168282921241298,-0.004728642855951065,-0.004739165927937872,-0.004209277050164778,-0.003255842479959193,0.0057030984162861785,-0.000657423227322498,-0.00019143357188881974,-0.0035722079228362132,0.004613217543376931,-0.0025251631970272595,0.00018436559626761002,0.004826837395435377,-0.003591462039206489,-0.0025746914444454176,0.003959019842110842,-0.006100768552135689,-0.004106258816629468,0.003643661654253156,0.0035203186530311423,0.0009207512675909153,0.0032487834247998918,0.0023405180154946795,0.004027979185607962,-0.003633397377504918,-0.0023901590408969492,0.0006564034046945341,-0.003176175356066905,-0.005566588213365629,-0.0016491176924759057,-0.0020685398544680656,0.0028591506051287717,0.004661688278698376,-0.003107313267311573,-0.0028153426434897573,-0.0006249240332582399,0.004755581025832784,0.006141342263101983,0.003953520248026267,-0.003156375698849333,0.001880286594153269,0.002310857350648544,-0.0007403241564161511,-0.004705502008215798,-0.0039844220786604025,-0.0008683356271957481,-0.004905856411325348,-0.003853493841918427,0.0011833823839175763,0.001738459790877831,0.0046894329850839965,0.0013624500703315124,0.0004321921155981658,-0.0038036940782638458,0.0014410976472109811,-0.004184411776737272,0.003895815724878207,0.0032975483545341936,0.00616904415667986,-0.004701034869442427,0.0037134512403744374,-0.0018926615180308477,-0.0029252378043350914,-0.001969423900715272,-0.0019371469178860899,-0.005300359296921406,1.424230754,1.075769246,1.25
-0.009940400237081133,0.03235421914733627,0.014236042887538188,-0.03710866661786783,0.009263328550593633,-0.006421347861855907,0.24536912224588672,-0.006091701233768823,-0.04679893602906296,0.010122487670839583,0.02283565414938588,0.014580385548829816,-0.04276026222082739,-0.08494731124234971,-0.008385701353432645,0.009684073556111597,0.13527476056014692,0.005894967714887216,-0.009837975544317258,0.03700825389321778,-0.019796828864013002,0.014357721395978847,-0.020755044681963125,-0.00732143061762682,0.06483811301946128,-0.011853131027573767,0.019399559172241083,0.030411757862640467,-0.0065912816339808045,-0.010595884507406488,0.008676986775584532,-0.011341236400384551,-0.04379061618811259,0.0022649280748485204,-0.004571461733860907,0.010995958300051881,0.0039037988037666518,-0.014459117382503496,0.008316247126709907,0.0038404063081586355,0.011812890767865366,0.011410205142483974,0.029160519865994765,0.01780368968300141,-0.08295502018631616,-0.00433226435699425,-0.005943982081288983,-0.008929458887455912,-0.0025762137115996737,0.0015994044031575811,-0.037039224230919765,-0.009722402744731698,0.04327585599572643,0.0014942652358641128,0.006086340386065029,-0.021670826725324426,0.1933363009285019,0.0022249156118638444,0.01157743035313548,0.024312200815538716,-0.004047860623641057,0.012201319320811536,0.010183243319949253,-0.029958331444785873,0.034071392664007584,0.019408862868268543,0.020770731299442548,-0.010262813195488028,-0.019905690895949332,0.017882084807187823,-0.0189458168071643,-0.028707019861183042,0.1261359300972558,0.007247908577293793,0.005292257264647871,0.007510292037307318,-0.076705616817884,-0.043322384669325205,-0.03290100127675461,0.021932068314914056,-0.0006026426382804606,0.0034195765678411752,-0.015668379711663957,0.07077377333393257,0.022492680324834903,-0.03744535562707836,-0.009099427735822637,0.02459386864099344,-0.017539837550412964,-0.0489318369005615,-0.010887022297009049,0.030437802125698535,0.09376379148384756,-0.016307578435226632,0.0006616665601975622,0.032352842145334695,-0.007166997677351578,-0.041059003696997165,-0.03934387326788403,0.02444022679466256,0.011655772881133931,-0.0089936530130122,-0.007475440455589858,0.07333769909689747,0.015908836273950303,-0.087270285812352,0.22093599136067127,0.005785206748345086,-0.010230576652629289,3.369995498,2.880004502,3.125
-0.009332532855786117,-0.01009527964603618,0.0054321636032005375,-0.01504637016803339,0.008449790295306828,-0.013661086008976028,0.07923763942137582,-0.00478855399880923,-0.001691445200633953,0.029812692726825223,-0.017081864229760352,0.012393628393132603,-0.0017337312093309012,-0.024498940330445765,-0.0022445507891918296,0.0091013855799409,-0.12035944623271326,0.008087405650849625,-0.013517068496075818,-0.018320339041379134,0.004224073106883682,0.003240237937534565,7.349920334295021e-05,-0.003259141281412937,0.02816577858171124,-0.01453269142412853,0.01810862401823861,0.009791428311381014,-0.003305149250500765,-0.006516048463923393,0.0072471422109293086,-0.01145571933545554,0.00868527328079393,-0.009243845303415155,0.003024222738345148,0.0034606051752564017,0.0028691426599941295,0.01223597114513495,-0.004482737761496809,0.014377740392290419,0.010455175209252458,-0.013124644645802907,-0.011292316107345775,0.0002984418213346425,0.6338384701599977,-0.009049574127735223,0.0011561242762482629,-0.003233274078579148,0.012893182221232669,0.024916057070985386,0.02529761634200267,-0.010583612196038842,-0.0017111629779587912,-0.022252084238735252,0.005076617962027808,0.035077519436492635,-0.02703597637233869,-0.004959707926607835,0.008376811741830087,-0.008021165425853611,-0.0013312852613263893,0.009329593581075598,0.01889898036313486,0.0307143835425295,0.030969711558496753,0.0024169463981043807,0.0024469313711787755,-0.0046959481935535665,0.007971108708277292,-0.007830483286673597,-0.030267543098339574,0.001740367883538807,-0.0024829106791365335,-0.0073092573068192146,0.0025147770537044603,0.00837328040072554,-0.027355492643097792,-0.019699263104306603,-0.01760198146434247,0.010360110574225027,0.005933656640789744,0.005448952787969714,-0.0019098365377477936,0.024589528593831865,-0.00101151844324924,0.046233306454600824,-0.016774098497025755,-0.052733000817299515,0.053106869432217166,0.017611261094083362,-0.00573746860310546,0.020795380212000978,-0.01962067666394832,0.046168840320014844,0.0347535490743015,0.027273936406532084,-0.006586532839675306,0.018614300460997747,-0.020029643292164768,0.0150346769167747,0.006828341401635145,-0.0044339301063462625,-0.0059986174340067675,0.022141461373500905,-0.0029089073231459844,-0.0065309637031013825,-0.012181554740865987,-0.008710346999131828,-0.0558553381231289,4.804087,4.368326794,4.586206897
-0.006984381856250073,0.029969769446615797,0.0028613541091205385,-0.022539889117336086,0.005067500330950228,0.021317404622941957,-0.022804236454108943,-0.003012945654592085,0.013884914053376727,0.022767332393241187,-0.04104005347439705,-0.007140125458027564,-0.013383041732322075,0.8867993419136844,-0.0069026534797136975,-0.0007655469404783927,-0.0018040750739020072,0.005298426625975522,0.0047953311325230254,0.027197929594021307,-0.051441835144642206,0.012868378395954765,-0.022301826388196992,-0.004674177101267843,0.05488050417408461,-0.012319045878409032,-0.0004289102563657169,0.03577876104398384,-0.019663017443087977,-0.004005146091639606,0.006314396089913092,0.01226054392262757,-0.008308646551140667,-0.0128489717712218,0.0038149730910547685,0.0057530722470897164,-0.024178450351462842,-0.009235655189829108,-0.004067717470683565,-0.0007266951277939587,-0.0011840077208038588,0.01444528095163576,-0.0037014879058841284,-0.006615210075601445,-0.022572504032692155,-0.005375180086958377,0.00886110333870832,0.0005359453884934541,0.005692859309582714,-0.017959491430371274,0.026014635113238455,-0.008911783959463244,0.05115758455345542,-0.030202844074311272,0.0011795054288905168,-0.04311275963979218,-0.015957242093464895,0.00259746227652445,0.005787576841539055,0.013654866806336569,-0.012109976332227042,0.005968549854167158,0.00982954803834542,0.002365243634139432,-0.006168399640774294,0.012766681168446438,0.01984975992603739,-0.0026349907009434823,-0.013903554191792851,-0.0009098498565291395,-0.01968513857975374,-0.004570236429962365,0.015370609118675015,-0.025084359988736725,0.005030279282179017,-0.012932643828253796,-0.023639978045894926,-0.009511430477643981,0.007119929891594997,-0.009932720882046804,0.022588035501486005,-0.0035842404886390028,-0.01353182943861022,-0.0039208321720075765,0.016029859534920806,0.02739238521017542,-0.017967144999644136,-0.016435967154378218,0.014592035360148903,-0.02553445668933662,-0.005280371088326287,0.03714444029656176,-0.009328283395014828,-0.013825139888198019,0.0022195313548910686,0.05000767124109839,-0.004770540757706481,0.0087214144039338,0.004918580642598571,0.0035752856774147073,0.004686062962267806,-0.004301643621114,-0.0058264227276314156,0.0014338415710231308,0.00858091781291672,-0.02347709889244975,-0.004136364230732952,-0.011107242065603535,-0.022832368890308145,3.431346944,2.747224484,3.089285714
-0.0038700124747162016,0.006993616771952275,0.0008837204353123781,-0.005528219430019076,0.0036518927041413836,0.004564195921823296,-0.0030353417919174253,-0.0021918132859511195,0.00044361640609497213,0.0037390749288461517,-0.002278649286241568,0.0034526679602483743,0.001789822944604359,-0.00672964822343032,-0.003303530436714175,0.0028334164967316728,-0.00210907994894335,0.003307273134048791,0.0008970158683668218,0.0037257681844523514,-0.0009062756579388942,-0.9917147883071367,-0.006124378856848217,-0.00378491503538599,0.008683733685193094,-0.007837211283131766,0.0023652632504514845,0.003752453096253342,0.0037541945093732838,-0.0035785722004647593,0.0029235883284188407,-0.001305493941278034,-0.001598203487337971,-0.0019071236181612613,-0.00340654607569114,0.0037846373930117017,-0.004872545583343664,-0.00229507456715782,-0.0017817889725957796,0.0031368605862209247,0.0027704719312534837,-0.0011016469246698415,-0.0014639993688457256,0.002467056571331512,-0.004200384883336355,-0.0037136461336531373,-0.0019125056062045999,-0.003968901349057383,0.0010967174670229842,0.004785973840494397,-0.001618579911863995,-0.004437303264015789,0.009571788159613315,-0.004574849008093292,-0.006330720926669321,-0.001471662927314086,-0.004839805355079954,-0.0007499713465786072,0.0037238653284853863,0.0021212061300538753,-0.004789562660106813,0.003617279043037794,0.001977332436625518,0.0009662351956556233,0.003936551439714361,0.004291579481282912,0.0035133024921310783,-0.004070773896125123,-0.0005511083562190619,0.002105098566905385,-0.000516993218023371,0.002063861061033436,0.0028693446878004397,-0.007429448879551583,0.0035902946206455193,0.0010780756319090175,-0.00464264631578981,-0.0038604200245052475,-0.007583210148200538,0.002115918424223157,0.0027556109480310303,0.0020162793131946024,-0.005969244375055157,0.0018920747196196975,0.005268892898631875,-0.00446010091280615,-0.0016916225878648022,-0.0008950617915489552,-0.0024214446559233486,-0.0033892602066741104,-0.003489101595666693,0.005306917343941906,0.002614453810992503,-0.003063836435816792,0.004946720580898012,0.008782372937896899,-0.0032457320698313077,0.002177119509045721,0.002994746890676096,0.00474960015487796,0.002255130180575976,-0.007330048910859718,0.0006260501843652557,0.003736976446759063,-0.0003100543614333039,-0.004405076773659853,0.001874797460186115,-0.00589484231158019,7.428028241903967e-05,1.384178612,1.098580009,1.24137931
-0.0015827216214416664,0.012119218834721366,-0.0012883187446277686,0.0010422219996360736,0.003689713008899755,0.01669539127063811,0.007021817247343278,-0.004457798390177472,0.00564409390114995,0.016440155264091382,0.0028939759025802905,0.006871890780477494,0.016213884873935377,0.010820013824404371,-0.004320506205859176,0.0027039939497587717,-0.007913330195553838,0.002534647596917876,0.004386972468074729,-0.000701034527133239,0.01904326756090297,0.00413960236567405,-0.0028242035865814,-0.005671266383978939,-0.004280403761406889,-0.03167299211744033,0.002379851753374927,-0.0342875128026343,-0.9557570967820432,-0.0033961373956651877,0.0035086516616448724,0.005527805083816662,0.007241716630475563,-0.01749919432743355,-0.0031091712250891318,0.005698378703605771,0.0042809924796403135,-0.003864576556007377,0.0010568524912259651,0.009068355333094521,-0.007830339379645477,-0.010812046591581545,-0.007060528349848872,-0.011031981101469683,-0.0029430384949654634,-0.003867379386036626,-0.002160983592899008,0.001179266071409155,0.0009411606942699488,-8.90316604459882e-05,-0.004463921882359113,-0.007957131985198594,-0.006562788618616775,0.0010740788436821268,-0.019417834958809898,0.013606028317422083,0.007463181039907511,0.013782183111845992,0.0036936185916695272,-0.010278511091288736,-0.007672901580676911,0.0050422701515604055,-0.0048272246967488545,-0.0005162100547606386,-0.0027832724783839673,0.0003355462122706411,0.006076436193648428,-0.0038053905411309418,-0.008385619206458172,-0.010510293242863924,0.009067874635041585,-0.002036730071431563,-0.0068066368696019204,0.009608952392290324,0.0015279930433897242,-0.0043126659426251605,-0.005994446923328963,-0.010993298808544908,-0.017787917877545863,0.00835067061707121,0.008532425134524523,0.00513813253551982,-0.005929414570397929,0.003944561087192026,0.00402667769730833,0.006376287030554316,0.01225923008607687,-0.006984848592852599,-0.019225053360905436,0.004809423623241869,-0.005709939837017965,0.0033446409886229585,0.009286584780295828,-0.0006198316214196212,0.007359848109491118,0.001128736225539663,-0.003347537631800929,-0.015729770990618702,-0.018050373027336898,-0.007737151067525411,0.008811177330000254,0.006764749070423063,0.015842557061140062,-0.002430617470738548,0.001460531859484318,0.011949391894633446,0.006556166989615007,-0.014580838120436318,-0.005343922237152317,3.165961789,2.619752497,2.892857143
-0.01018645194377345,0.035200539911041905,-0.005675465586763054,-0.0017547152455536735,0.005192615983428248,0.04621503257469905,-0.04224639346028699,-0.008099526703028031,0.13551271876837867,-0.14202040720357695,-0.053069839806290424,-0.005060985243160345,0.042700120389925114,-0.04823880930981425,-0.0010960361187822866,0.0025487403489191512,0.02002228755711281,0.012943578874745601,-0.07584067921831299,-0.07194039637300012,-0.013719326659138662,0.018023151685713563,0.010112675369702525,-0.012715098784533044,0.15263079138309854,-0.031368131846065885,-0.0046477140607429305,-0.07196712807689322,0.045808412772147616,-0.014402654310297098,0.004816162841038089,0.03793057304376013,0.008188908104139494,-0.020497407332425714,-0.03117627949807259,0.010858647663747304,-0.000665977710001029,0.030667193174483274,0.018706765300280613,0.005906680715135739,-0.01059883809322546,-0.04180813730764454,0.011972982245856807,-0.09473114653943333,-0.10512662448759406,-0.021076097488285546,-0.02023263468767647,-0.0036567464592527563,-0.02512445057960467,0.0847929159118597,0.015981008411987366,-0.013917330670173892,-0.04098441990857685,-0.04797651752175538,-0.049527067171684286,0.04051055378622317,-0.09529063671099956,0.09071579734890246,0.010262921202285634,0.026028183754336166,-0.02084476941279886,0.01382151942580082,-0.006016297189966175,-0.29075522415612304,-0.02675141733391734,0.028216671390593622,0.0030845203047770702,-0.013837628316557667,-0.04465825956254208,-0.05561566966088966,0.03635321443026112,0.033660703359855514,-0.04774580291376607,-0.05070344837392357,0.037984072465646335,-0.017132917372978493,-0.009940166300628377,-0.03284560572859402,-0.08894020708782377,0.02135584516835812,-0.009620697096150509,-0.0029208613389590946,-0.027253886550391963,-0.04783060402091174,0.021933707110294343,0.0391507760660655,-0.030675161842640967,0.004819035426816831,-0.042724202611969284,-0.005092620761682857,-0.014920963249287713,0.009564836230312625,0.037909301304444525,0.0002955104861741681,0.1272898635181811,0.050586021210963256,-0.009997863964882163,-0.14894967351132268,0.01383600027758422,0.01658534642467806,0.04603565552921537,0.03652797248253082,-0.021434744221475975,-0.02215866464062662,-0.057549397375620516,0.007791619418215664,0.09494441729616249,-0.004226047272710923,-0.11092756493504544,4.371789143,3.869590168,4.120689655
-0.008710263511144399,0.010962090245979234,-0.009503185412559418,-0.01525034446935827,0.008465455781228875,-0.018897231446938178,0.06709406765332077,-0.0036167192195071174,-0.028210396344086733,0.01480446969766087,0.051012028309286174,-0.0038878608716379874,0.02515894460582659,-0.034080433197004184,-0.0012958986032758928,0.009138900998656158,0.013400068729981814,0.006993287781655391,-0.12526818387097435,0.07349643839423031,0.0010787689404159221,0.010214374551406391,-0.02133234776120354,-0.014112393890051733,0.02545076588697934,-0.011756661155576198,0.007854459452717353,0.02065168657014665,-0.009371061035534294,-0.00921679666391809,0.006054476614668215,0.004401259433212963,-0.01967295758091025,-0.0032477895240759377,-0.009612785591868034,0.016181247657199447,-0.0006727505305571307,0.009579266501683536,-0.05840767770049014,-0.007752885962099685,0.02971135989132423,-0.036012475196237105,0.008737582751518517,-0.021706186125711478,-0.013966692425685417,-0.009319453788816552,-0.016153570313115873,-0.013069000534450084,-0.007384571644013164,0.05270562229542757,-0.10083388456710565,-0.008885898516130827,0.03700548056172153,-0.0096673213883186,0.018577425471378726,-0.007170778063593582,0.20552236076260483,0.017104565009438983,0.008575180216238269,0.011050939559185223,-0.010021736393942573,0.007763998771511706,0.014036104457048582,-0.035683355619733126,0.0028838041622704686,0.005189832077116907,0.007492559565330806,-0.01780118675398681,0.009747698321934131,0.008201537713396077,-0.03237815445075113,-0.007958715687029713,-0.02025950791140646,-0.03619241959059668,0.012284625355174916,-0.0034228440504134117,-0.013354008556835543,0.036788798534109296,0.03517626726613088,0.0010397669350250382,0.07890352050626791,0.0046089323672876825,-0.011082472637195065,0.056134093706899556,0.008730967548577558,-0.16588522993335741,0.003994895660089159,-0.03711179792950813,0.02053972751256461,-0.08944206847739561,-0.006425014695537102,-0.04535362570483849,0.09020076045315724,0.03048239690107968,0.025177193539633675,-0.031514414860369704,-0.004479990938831254,0.019431913702775173,-0.024719180134930647,-0.002969140078166848,0.011947909700539392,-0.02403987324084008,0.030868362092826996,0.023154336767009044,0.002733238253588413,-0.004018995895719551,0.16836867239141323,-0.007108698220843473,0.108871125912165,3.312221095,2.887778905,3.1
-0.006832763011705311,0.03625248031192362,-0.024413839798966257,0.010489565064912009,0.0015372458228524572,0.006884332047074018,-0.06313865795521982,0.0012984771432827018,-0.0679958628984333,-0.04790910493091527,-0.04955486239745652,0.008227599813380462,-0.025870320182422368,-0.019319548535820893,0.005009789342475837,0.013964550877947138,0.06860395135269111,0.0011540745706662768,0.011516250290725111,-0.0018240878677605002,-0.010419760839253576,0.01601137745833259,-0.022988700698464322,0.0005816188880051154,0.15824709069950924,0.11647370726002473,-0.00506354976396621,0.0622939268730344,-0.02331965903150152,-0.004592092056037384,0.009197282419605463,-0.007927486448708899,0.08167845152506843,0.01930919994835035,-0.02572249913380343,0.014808901808191959,-0.03336658613806934,0.01775335849935798,0.010790278703711074,0.015335940209665801,0.0007000156990167338,0.005574005663896879,0.027337725498976572,0.004207971356634678,0.2884280181365325,-0.01259179806862527,0.007357351760710616,-0.009551164510419222,-0.006498293186946482,-0.014083563943732337,-0.0012213249667066559,0.00883007309699066,-0.6172755468517825,-0.030110327374552312,0.004208824267800454,-0.052074703278713,-0.07745040892836569,0.022094365978906478,0.005626726572027741,0.03737989440944824,-0.006053398754058632,-0.004713784935058258,-0.003015923505075727,0.015505148562673798,0.04477399202260525,0.01299131380164465,-0.004548889639761454,-0.01815437118856122,-0.08874752346724349,0.011563712985852934,0.03822790661448164,-0.015901424233202854,0.07902221596340049,0.0025610526745218436,-0.0019399296084890332,0.00328413640116977,0.02333687929476508,-0.03875193224828794,-0.00614426634102586,0.007481567343149273,0.012806631642732314,0.004354680724692181,-0.00701288291071927,0.004167493355896531,0.016211290144745157,-0.05009636256019083,-0.01918752129172201,0.045674356979096255,-0.07092038874017063,-0.02868592552516718,0.000534722397194389,0.016016168057851544,-0.016223212494305746,-0.06148457578735461,-0.002229298990630841,-0.0038971909331221425,-0.0017025476053368742,0.00437675121190497,0.010444408234275181,0.002303704362737732,-0.010601636783894714,0.020825531830831304,-0.0209437468683343,0.08191926986238685,-0.016501564659279225,-0.10191223744779851,0.07859969141384898,0.0015048334973921807,0.09973874511367457,4.756993215,4.311972302,4.534482759
-0.005308142286808286,0.013677645065182898,0.003912222564802201,-0.0049407175325254385,0.009570614280366966,-0.020311677960364517,0.033513481083901786,-0.015765583354376098,0.05185842449509678,-0.002928839777415433,-0.07328724924715313,0.0005927770419226883,0.0009403760538706447,-0.02164524776319552,-0.01586885916140067,0.01547571763265307,0.05722708324860896,0.0077176671060872675,-0.03424829180299246,-0.036130809090604156,0.005703457985180305,0.0002808982220800387,-0.018295617313013275,-0.01635250137192985,0.023679093697108116,0.01157567520302454,0.0055784921719949435,-0.005290731856515384,0.015261091231484144,-0.01208257398384698,0.008839015432527235,-0.009148342741666553,-0.0016915576459640837,-0.013370630542911264,-0.010729826172744586,0.013131968661989797,-0.036019086981270196,0.022177179270337306,-0.006909848437425715,0.007481437106368676,-0.010793012312463832,-0.04640680582534524,-0.038232831526212104,-0.07591805180981723,0.02694199419428037,-0.00783534048435321,-0.0036412314593737014,0.007472673363896562,0.005036777889702935,-0.0007321721280405634,0.1069126957688336,-0.01167213526734464,0.04272162281577644,-0.03770729538386512,0.022908742784412458,-0.02708285816848499,0.18472900680777604,0.0031023325296597867,0.009760408975009469,-0.006049555668033317,-0.006819258749461351,0.008641098565832159,0.017132727660557182,0.06098495037478816,-0.006255397508835724,0.001878022862335555,0.00212273432988859,-0.013256261582046111,-0.023986288048623308,-0.0034514614100640407,-0.016002414695477658,-0.07448710710039394,-0.08371947299373345,0.06393243480798706,-0.0009202884118703432,0.006334371982454629,-0.008755813234246273,0.03889669129272635,0.04957494046898909,0.023510831362216926,0.06580623886785045,0.009219941864223584,-0.01096702649294289,0.005327660243006783,0.018250231243014704,-0.048081349963919946,-0.024908309112733888,0.01123778690575087,-0.00590425468537634,-0.028905429153808157,-0.011994349716679481,-0.08062159629210687,0.06265114133505481,0.0019896959586257383,-0.02937740759755147,-0.009017691230243359,-0.011334261211987409,-0.05949801515098528,-0.09684234440175891,-0.012938909836929106,0.011566839332880892,0.002571830633423025,-0.01287821576073399,0.06032050314659225,-0.017082913099263918,0.029997545578856033,-0.00499073844154735,-0.018927993287707078,0.017664055352147424,4.655644914,4.137458535,4.396551724
