fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,CIHigh,CILow,MOS
0.006612498127681819,0.003838142567442985,-0.003820078203518331,0.0019442615086430932,-0.0019545128838126804,-0.005479415045153952,0.0025887961106511336,-0.0004408092295148137,-0.0022343385241279114,0.00175689038161848,-0.00300121876534128,0.0020606427135615277,0.0015460073515806971,-0.004192766799048955,-0.002764906852961147,0.0062198351644432515,-0.0036295176731443424,0.0036280041592213924,-0.0033528626670664722,-0.003442505862697342,0.0019576893524171314,-0.0030885232413258167,-0.004924678198249474,-0.004110484498908181,-0.002124196238059486,-0.0011619655153869647,0.005275171309006767,-0.004962514051302223,0.0023349567484211133,-0.001999650121015606,-0.0010196617012678095,-0.004681109910881552,-0.0038207915349026313,0.0035435084659961357,-0.007252242085249229,0.0017652103923370113,0.004772237806128003,0.0003056729298782299,-0.002138316730676711,-0.0021390288303190516,-0.004817759301299061,0.0012042443296377638,-0.0032116191397877623,0.0037370418131425134,0.0025598779729112016,-0.0037643382230697466,0.9933414895744223,-0.0025980130634570046,-0.0015126924489385182,-0.001904549455333075,-0.0031769173782596038,-0.005835128302953116,0.0005164681201625099,0.0035996498998780635,-0.004881837198057574,-0.00454038040539518,0.00015236705602331634,-0.003065219506578431,-0.0025107799939284004,-0.0027058388747276513,0.005192075992294383,-0.003623086603636693,0.0032845913111061286,0.002599862037895701,-0.0041093437449532,-0.002021500730028804,-0.006532067722438934,0.0051155363574345,0.00040933096893658706,-0.0028276938163517254,-0.001467048624253288,-0.0057151608724195615,-0.0036311303505766556,-0.0040063790014474455,0.0024270350602551252,-0.005116020330241487,-0.0022282936643412813,1.424230754,1.075769246,1.25
0.06649339581805594,0.004514592524318202,-0.008488600400733137,0.03022909002121784,-0.00044138767092828863,-0.023934640036067874,0.012156122481638583,0.003466558263665777,-0.0060147647701005846,0.005985868224533264,-0.004788511534930132,0.005372124261530196,-0.0015151778855098275,0.01741234704471338,0.009218729719542056,-0.0016646932087206077,0.05536351223973279,0.0048005987820743485,-0.010585623281878183,-0.017569204036256468,0.012419055185975915,-0.005695855952269632,0.00884515182140085,-0.037055075416237405,0.0050311788631335255,0.12554477847736706,0.04300329958668458,-0.01655526392335439,0.0005780577475488767,-0.008292283020683654,0.0016557636495995456,-1.9920617277894217e-05,0.008149610767368724,0.007072857767526642,-0.022407375031746418,0.029940414624052808,0.028963748173179316,0.012526979921697707,0.010055775857224308,-0.014773618044946682,-0.0142571747055182,0.031542749959109606,-0.012937977778101137,0.009274736304181162,0.006320949764271836,-0.010470891282565002,-0.00882877180640645,0.006359180767897006,-0.011590914657407613,0.002703299066296713,-0.012189157443090732,-0.020175370676488714,-0.035376503415295066,0.0033959340445059412,-0.038659070078972214,-0.01934164773749689,0.001011988910385052,-0.007782675235694109,0.0008352907832450922,-0.011844395154301026,0.00865138508169334,-0.014283864383859222,0.005888834766117689,-0.02030584488945914,0.025825902005681085,0.0457437915548029,0.010283043706869334,-0.01425067855331699,0.12087024751255915,-0.020197131099468753,-0.017813993856310127,0.0028308359205274033,-0.027481045338164728,-0.00813488764890693,-0.02069779402023387,-0.02774480189283889,0.2198260184468234,3.369995498,2.880004502,3.125
0.054454448124699524,0.005433612181468286,0.005337524824492065,0.020712946271246944,-0.02240495521688313,0.013439704814397449,0.007702086271987976,0.019303682750368947,-0.008959357725167582,-0.012976942381655547,-0.029495138314215845,0.04353175749743571,-0.002482145029557832,0.12120217350728646,0.032442324110837174,-0.03556781386149725,-0.04302932955886559,0.0018042502245761679,0.0008241980235482742,0.0008282562756277793,0.0016789046680468751,-0.00781576622568276,0.0002401981090603508,0.01869160412784275,0.021777881614612565,-0.06027966008297502,-0.4315015928856585,0.020531711417346676,0.024392872594759033,-0.022568709930330867,-0.050511671068007066,-0.009745342488868346,0.0039343106696888034,0.00605402647611099,0.029522485641240857,0.03871220251214739,0.04805231622767531,0.017157795005434753,-0.022479407882265354,-0.03136914959809483,-0.0019244124332168935,-0.02873796061206413,-0.004207676728752338,0.002920463269352586,0.036610475295674814,-0.002333031406335513,0.006504251286968079,-0.03426480306366638,0.0038481335311040614,-0.017722115640036142,-0.009959827175605831,0.012969310960766488,0.039433375057414316,0.0022927261033980906,0.07716154423206241,0.012760621931764235,-0.002901414914772289,-0.0009658081476018555,-0.0246560177301288,-0.0029952342597377732,-0.137633549698674,-0.010910683429075314,0.0021310626524984225,0.03537725971204572,-0.03171691621333783,0.0390170852253025,0.021556330480042518,0.04254498637053839,-0.018197100861410725,-0.003214153687770566,-0.02328106460948959,-0.026155582859495395,0.00488877924821833,0.0024306972041085117,-0.02495027164655744,0.031278549023244735,-0.011674936923700115,4.804087,4.368326794,4.586206897
0.06541402718163372,0.01441870741225529,-0.042017369036296374,-0.01976973130605947,0.010019376709603125,0.03736872927750453,0.06610715171602595,0.025550669128860812,-0.011795806234185179,-0.061784328983185574,-0.00586180702502703,0.04774674444167552,0.017005263810400056,-0.14167647240228792,-0.0006163606431000401,-0.04611549532606023,0.04821906567365507,0.0035055141342888777,-0.016345325402261406,0.008815866547879699,0.013456515152444526,-0.006666792450959565,-0.051325697042776335,0.0019185585184204397,-0.14718045076643327,-0.0774209750667584,0.04456925954493805,0.007093997593809903,0.02026445306751256,-0.0375585171626566,-0.0635482490637343,-0.002557623148304234,0.019313727228737494,0.015539391898695928,-0.1395386024179768,-0.004300795015602378,0.013620640203259142,-0.035612737176477914,0.09894181946073807,-0.031335506081405964,-0.0497661176089051,0.004629405077971112,-0.010373533717462073,0.007488270461981387,0.012889192735758798,-0.007429347029252494,-0.016753424324382697,-0.029387726485410385,-0.12714200116754648,-0.04883975840854343,-0.004070138236373745,0.07000538436123986,0.02937402270359489,0.01910468601214192,-0.021980363273507438,-0.06297777613817802,0.1201510454383229,-0.0014269445726279384,0.014381989989207235,-0.007894797194451507,0.08124614839507646,0.013786766499997001,0.015191721479884865,-0.04544493980371371,-0.0655148181864367,-0.06712867390769926,-0.02241304970085608,0.03469973123525179,0.027572776567192186,0.07805399318813681,-0.02931887934398663,4.854343967943293e-05,0.07705824030473332,-0.029266024591573892,0.02366377286464602,-0.05919278444975134,0.08456898178060056,3.431346944,2.747224484,3.089285714
0.007435137203500601,0.004164143934043942,-0.0010628630981542183,0.001971248580319973,-0.0001024810226661103,-0.0027944433191714893,0.008549178995648714,0.0031481657600504593,-0.003060900408400194,-0.004771767962360082,0.0031313057300952716,0.008630978046130094,0.008683708828916935,-0.0009319760840113741,-0.0012770980404657357,0.007913683105987623,0.005473843226261984,0.002902124772540833,0.9871000311171216,-0.0019578520656647336,0.005210512100654442,-0.003015290225688245,-0.004333560095088401,-0.0008262108063544506,-0.0027520975086330495,-0.0010739275522482687,0.008801138326711453,-0.005603292387292405,-0.000227354614045329,0.0024197502214388378,0.0019962421445145697,-0.003927652184803622,-0.006434396405723843,0.002974443949291346,0.0016274192661015353,0.003945105996636316,0.012558391103365249,-0.004447147561966139,-0.005299794385190101,-0.004077973480145394,-0.0017573718410455598,-0.002751800126775549,-0.00408826364982809,0.0031368254285890143,0.004165998411458883,-0.004626457736138873,-0.0033238504757912945,-0.0019521646356498539,-0.009370842413682955,-0.0035228928502605947,-0.003019919741275307,-0.0004650612930624092,0.002099777748258778,0.006007060249287845,-0.0018569526707872268,-0.004430637526486729,0.005344064167913794,-0.0002468766374996334,0.0003004548629421116,-0.0033151399877885982,-0.005131883446680278,-0.002751073942910519,0.0027971353252555734,0.004113328494986864,-0.004959522431791797,0.002110585734649569,2.2182561737481087e-05,0.0018964007688104338,0.002914966821213723,-0.003408056004110647,-0.003649073851084449,-0.005743915361872916,-0.0014942739475385077,-0.00103521112756401,-0.0001519101545965392,0.004620690402739171,0.0010736574387125223,1.384178612,1.098580009,1.24137931
-0.025163671565154484,-0.00307750850291572,0.014615398864485372,0.012165306020878262,-0.002859558975299676,-0.009032668479894417,0.014542975926196005,0.02749629374864418,-0.004512765964804698,0.019038582872290006,0.044394276577543974,0.008681798957791526,0.049516885173240016,0.05041120093924991,0.058823028697036726,-0.019595533213871953,0.014800287615879098,-0.002304265164838615,-0.0015120953768234045,0.007067446865560089,-0.010134118595629587,-0.0009037930805447438,0.003904435640499975,0.036552321616829454,-0.03609535662009182,0.005904424026518992,0.03483099882744364,-0.007262785090902594,-0.014182058727903991,0.0020285423498319697,-0.04382995570807481,0.005930746475030323,0.0444172250735532,-0.0035862507063078894,0.0695670555763197,-0.052886090720095716,0.046591441546783074,-0.02771389423828977,0.028522567630413567,-0.010711948632594788,0.004903428822470442,0.023357606657852855,-0.017381196811139983,0.005789670352003447,-0.025928948787091993,-0.0019043757981099744,0.0006313071266818289,0.005109649353583277,-0.050842882832196554,-0.0001335254727341722,-0.000649973448697492,0.004246261088197636,0.02459123004290983,0.01986761015265594,-0.008154635798506662,-0.006401072955098641,-0.014872349362320448,0.0007221376955450622,-0.07109749961998955,-0.018669219067340485,-0.008443110311231095,0.0005125575237957623,0.01383129685257085,-0.04167358336770556,0.8669221643728307,-0.017016117343819546,0.026316072762260643,0.012539827525600438,-0.002614214458323497,0.020746491263880857,-0.007387392157827997,0.041691476301760476,-0.01073216641494175,-0.00615962903224384,0.013399447073582222,-0.04199966405304709,0.005017367259986944,3.165961789,2.619752497,2.892857143
0.0486523100971983,0.0059159733374231855,0.03558720802877756,0.020014459095743255,0.0006658535898019784,0.007743102355774466,0.012273351741069362,-0.006135724425289168,-0.007440488472542447,-0.058854191020638984,-0.004758117577591569,0.00497602349045265,0.013587431047478732,-0.1283061647769156,3.0800633387376446e-05,0.030376784760457246,-0.03747392171446576,0.010807509537567421,-0.005859001878048413,0.002442974366869656,-0.015109645947803696,-0.0050831910638318755,-5.427657027111645e-05,0.012578565570118815,0.053258049093628336,-0.010938694369514551,0.022058392532994364,-0.0298246267253251,0.013622428444384962,-0.005916134894741377,-0.03086966224099403,-0.01598642304851028,-0.004115004118419781,0.004840011666238883,0.014551009271675377,-0.027623277698954816,0.030569329727078282,-0.047281005317531336,-0.01898123590946868,-0.005621815091710544,0.03159195723246204,0.002589875225668217,-0.019875936736758373,0.01914923681549933,-0.052202345625000104,-0.00829282695541185,-0.010424674425089995,0.040790780787518355,-0.021045264383227003,-0.02068415885701588,-0.010329669073958983,-0.04246513020357686,-0.004007444770335172,0.011935007898695579,0.06295933012485377,-0.00928363082154508,0.054596902375000714,0.0015072793824405257,-0.04001587748587526,-0.030528829433857894,-0.025715671490837668,-0.015329601244014977,0.013970498857388318,0.09467234978757579,-0.038092851793817516,-0.10085004863156626,0.009407764693924096,0.027170040885099802,-0.18184108816164343,-0.012094778803087227,-0.006505038541079927,-0.0008133514575372658,-0.025709373044505834,0.009001595093774094,0.011894530564230673,0.038994918626265064,-0.006011374027433249,4.371789143,3.869590168,4.120689655
0.05413892941633785,0.006844699177683241,0.020922653151627998,0.025338307189607428,0.0005167278642687932,-0.005283778114449499,0.0077938718357859985,-0.007442920143901132,-0.005312881757799844,-0.01913693277729567,-0.0011424819649649403,0.0013218561325783142,-0.002404384662090821,0.05238954158376948,-0.015254695396279869,-0.007741160183146749,0.048742358383861165,0.005123132534361965,-0.007756754867845572,-0.011493769320523393,0.01554265131795101,-0.008253356216648104,0.0065942521876913495,-0.012980741735848178,-0.01202266834001792,0.22724072869203255,0.03805637532852347,-0.018477170056061386,0.007562134672374932,-0.011602767095979655,0.019387819384219795,-0.004103782139131926,0.011347861182150061,0.004160286083432992,-0.016164953980877,0.0011707710269029754,-0.0014459109099674416,-0.0022617133036972534,0.006146471639686102,-0.010902541152303975,-0.011161179966984463,0.025536047262191254,-0.013210812810247911,0.003908319205420183,-0.012187506586707617,-0.006429141979227039,-0.006133931299021833,-0.02086926469431091,-0.00378559045814795,-0.010211748749831858,-0.008537360047940238,-0.028086258049975932,-0.049478067321143564,-0.00039683225350133804,-0.03426872373109968,-0.013070218077473902,0.02471689935046591,-0.006210883842627592,-0.02193768570380674,-0.013765585400957877,0.019336246707121536,-0.013121238558858429,0.00728085448990626,-0.0056262548481925715,0.026188809814754736,-0.0031192806870748856,0.005547507162250681,-0.01622175233600923,-0.03280720515488452,-0.02161873936958802,-0.01950785440046741,-0.01323476406640349,-0.024749063887558403,-0.0018274566409432033,-0.07414506013655349,-0.004162216135179113,0.12144996500318948,3.312221095,2.887778905,3.1
0.20295824027245388,0.006280504261066165,0.006699345989575105,0.022898307040319033,-0.011358316302987835,-0.02212517781301319,-0.0005833908921297293,-0.044164420301203634,-0.004758745000361833,0.019972717650396536,-0.0012517897207602168,0.014078597140759508,0.021411923422060976,-0.04428360211383855,0.020998000596474373,0.12337054327568163,0.038413538546882633,0.0016073909628268486,-0.017485174015924306,0.0003593257476529911,0.03188574479732465,-0.0037091902117760214,-0.011467409875136454,0.01433945014199573,0.009044690491383693,0.0035322920058659026,-0.3893655231433997,-0.009385777768358488,0.0050597367535408855,0.07568714010227001,0.05874546104816734,-0.013819066978198376,-0.008190583216488882,-0.0010961458259924324,-0.0537133281455462,0.0004884900196532122,0.020617829844967663,-0.06477948788766615,-0.04373061190638489,-0.004063527449267985,0.010244777570730947,-0.004930251568045277,-0.01306326946616001,0.0019128443343882746,0.03378286951040356,-0.008923518407410293,-0.00674816045729063,0.023155964958148974,-0.0282425774093237,0.027103472600887035,0.00439896483074931,0.008479812568162394,-0.024434730278738166,0.007717102243443181,0.010652000050795491,0.012092106101101901,0.034334092107702635,-0.00012204822198744967,0.023664507834143294,0.013208243806277374,0.11958218781289223,0.0006160260770556808,0.0024235071964260413,-0.027190710983785477,-0.002089763375568266,-0.0600298197691191,0.004397473642508822,-0.008121812347466888,-0.013368030764373925,-0.011531108338779525,-0.015686293231173626,0.44788046511656143,-0.03558941640686226,0.003304769478148993,-0.07230607017631892,-0.007286400894469147,-0.07301776937357311,4.756993215,4.311972302,4.534482759
0.040243154414399435,0.0038777785498085417,0.009683978253640363,0.018550407792519378,-0.008874569446072993,0.007138939449264058,0.008620824117003201,-0.01644969580726744,-0.010491321526233688,-0.0052884118231311065,-0.0059689223130951295,-0.012552444243588702,0.003890539553843843,-0.05869498502648824,0.01444277818973435,0.0002253546151859314,0.00789999597109246,0.0069396466557014634,-0.004432394410720384,-0.009928493399383133,0.006602608248654346,-0.009492989337820055,-0.006101758501974226,0.015119823773445541,-0.034022199098617714,-0.012834476156962099,0.04916203588312135,-0.008693951549952762,0.010274085730994314,-0.011902165782046621,-0.027539935088380037,-0.01068019818130742,0.007282632557825143,0.009179022150293559,-0.0036000717908330738,0.006764424378556732,0.01615406217351077,0.022915151367867002,-0.028195114915328133,-0.008560758297738549,-0.003711087582457335,-0.011274485263118784,-0.010404846038040571,0.01030975250725138,-0.012850663029279785,-0.008154128336751177,-0.006276165942032001,-0.0539051498411891,-0.037038348962907086,-0.007125460842809962,-0.008021284870503556,-0.004127515959819439,0.06818994327806291,0.012261834708174678,-0.004557190928806351,-0.008879272223279784,0.00792694505390837,-0.013189752780544581,-0.009804306533741173,-0.01660056390056715,-0.019518019924633475,-0.011215669721832015,0.011974993700106075,-0.008096135313265918,-0.011726837968736597,-0.046191853003312876,-0.0017858917328808979,0.03820990107933588,-0.011015644410670388,0.006137135571209274,-0.002211880458897505,0.005043575201621932,-0.011213687272443805,-0.005225094783317886,-0.005407027109541722,-0.06304334119169643,0.2232085671676473,4.655644914,4.137458535,4.396551724
