fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,CIHigh,CILow,MOS
-0.005331482652322881,-0.0003602724891283354,0.00710688838173893,0.01456371719055753,-0.005732448164598681,0.003229759461648558,-0.9756117405055482,0.01080543567733967,-0.010122541224943412,0.0018802669421253448,0.0061040823532025066,0.011327452344041184,-0.015064656615718168,0.005546442235098574,0.009002098234802277,-0.000842067735919326,-0.0005682373689550506,-0.009690916046842229,0.010060461170964078,-0.005347968156045667,0.003909108896910035,0.008315570845121101,0.0012960151984205716,0.006279965562339754,-0.018347376319080188,0.013547737803174024,0.002008485050317838,0.010128231815286253,0.00252971980820483,-0.005442391757086718,-0.0035892230173956356,0.005059847697434485,-0.005355299550028755,-0.007460530962141843,-0.004061281516406492,0.0008820682133463141,-0.0050386431944741215,0.0029869271365796407,0.008081677103069788,0.007233512987422145,-0.011755688186478812,-0.011955064032928713,0.008496154089324318,0.0016152608201964228,-0.0027914191454375976,0.008405835547878576,-0.009646337797450001,-0.009687706717416799,0.01306144517464325,-0.002817984806642942,0.010262820946946617,1.424230754,1.075769246,1.25
-0.004020431100664164,0.014447958825561219,0.01131920259513676,-0.010953706173419828,-0.004939911686488528,0.09688219867415637,4.135101695347362e-05,0.026704001498829254,-0.02344689400432964,0.003407000890037356,0.030107534957053143,-0.07522048668050071,-0.000913095385472128,-0.007217122212781101,-0.0004152656763708423,-0.004661961685202263,0.035855766734010225,0.053534685581884484,-0.04753374220596072,-0.005101561164341648,-0.01123129319656909,-0.04513403051709496,0.01613596905318634,0.1249093173203552,-0.001697384783434179,0.00138480009758228,0.017164183473709644,-0.006445992152664128,-0.049845584002853924,-0.007478191282702828,-0.005661335892007744,-0.0077736170447604514,-0.017407861232385368,0.030937963343515125,-0.005801279381733926,-0.003724107352353055,0.024623779533022454,-0.05060276442847456,-0.007158040233367569,-0.012820374446653036,-0.011626273367637571,0.06350635669051274,0.004020823530538676,0.011183199810631027,-0.02181705524026812,0.02512066308048573,-0.00297419247653845,0.014819143167186634,-0.003928088414133351,0.010769425518588331,-0.03676213679730906,3.369995498,2.880004502,3.125
0.010971389880386137,0.0008007872004909245,-0.006325464236152666,-0.001962033028339158,-0.00848936137324993,-0.04033888432907779,0.0026218443618724312,0.010605463849707482,-0.00815498985003894,0.009774735920778084,0.01706360123241309,0.004039992279067708,-0.029791038464954105,0.001708392166957279,0.00897409579963244,0.0006818300915655055,0.06614386662535372,-0.02484691558038061,-0.0034536783056212154,-0.009214955767675038,0.011864105409431093,-0.009400287832980837,-0.0004764791521693338,0.08792931621083946,-0.0011487181442655947,0.01512162001906053,-0.0012313212651076,0.03274364703546725,0.001994738891294795,0.012141763470581905,-0.013701407918033865,-0.022850920013539666,-0.007206285618490467,0.023446909582696997,-0.015547954125571563,0.0010417140692604305,-0.0013221322093421321,0.020907359440269772,0.033541920929319916,-0.006120297742162901,-0.007953748892636312,-0.011380986313521569,0.0035338658097525373,-0.005793621375028809,0.004702686804398834,-0.3862004081087562,0.0008223266701908274,0.015523388036480387,0.015387581805378959,-0.017637852885440744,-0.010186287223216527,4.804087,4.368326794,4.586206897
-0.031638478958212236,-0.002286581227954343,-0.036993854948975106,0.04327566113124939,-0.006057091257371561,0.07595778761554652,0.02476029654451304,0.009355473309508368,-0.04898450962079888,0.012791275539672967,-0.01867067245865811,0.05259554643120503,-0.031773043161473016,-0.009759283514232895,0.003896018323977501,-0.00048554664470158883,-0.06659088453354933,-0.008245844230924832,0.013207593358017373,-0.02812177573385755,0.02172402014077801,0.008956729929116461,0.002367579879434564,-0.015557588428437474,-0.043747783592206595,-0.03052285998816324,0.008329589431637424,0.029545982349619294,-0.09226711526858358,-0.0010965899186954763,-0.0007670523234041385,-0.02988780141640109,-0.002689177377555536,-0.013330563973141992,0.001984963473997593,0.020288899299254905,-0.0016886322134849142,-0.023823821662643536,0.030221497088805345,-0.005261454984291509,-0.030669940338890565,0.024553732493902473,0.008504294698008957,0.004447332280516701,-0.002508608813725692,0.02537234136468068,-0.06513910991750828,-0.03122987846662501,0.005036233544541182,-0.02289202855686234,-0.01170210645589989,3.431346944,2.747224484,3.089285714
-0.007618612863952807,0.007853191864401629,-0.00024763107538846836,-0.011331130218999612,-0.004122703259422713,-0.0008795508907005406,-0.007134640058775379,0.010756916521758756,-0.005820622606495332,0.0046410501253572115,0.012681259328727353,-0.020524141006787688,0.02548657970018691,-0.015120252709618986,0.0018610634904519606,-0.011562895694625578,0.008092022186175806,0.01161263413435063,-0.0029877382062080383,0.0009819100062396996,0.0017934168915928867,-0.003490145882254309,0.005676646705591619,0.009700279811408632,-0.007517889948717226,-0.011875919118040808,0.008914195267203356,0.0012987903257603243,0.0017131436725502933,-0.0010552866539183762,-0.0031868090428861504,-0.006363423979912451,0.00031712429380278235,0.020884459295832526,-0.0025508329881910458,-0.01592682646143464,-0.9606729198441157,-0.00931258250087376,-6.955221471896852e-05,-0.008439438343799196,-0.010680186782533116,0.030380519666521763,-0.0024171689839758126,0.0065225898434186046,-0.019479473371441937,0.0038662192635157237,-0.012695102129476764,0.0022604539477948772,-0.011840736595666866,0.01786567445148154,-0.005989611167690802,1.384178612,1.098580009,1.24137931
-0.02727951768274404,0.01647620518946124,-0.03049828879430181,-0.006997643007891425,0.0022836652797949913,-0.009198179345585082,-0.0020931934940705246,0.013801307786333126,-0.018564220942111687,0.021195580212787644,0.026387584038991836,-0.030142652604591494,0.002501833704769228,0.006263592309854764,-0.009245953249769245,0.00920291954804169,0.010548190508328835,0.016063684655362936,-0.01245818552295653,0.009738205132687472,-0.0018617578538948727,0.028601881297597123,0.016622023123402992,0.03000370218338674,0.017773934845419805,-0.020084135635105894,0.023581399968399974,-0.6953166640741061,0.0013026600198926292,-0.0034182518364294736,0.0008727846646106454,-0.0449929621218931,-0.012267452558391147,0.018569191303044554,0.012724268113051539,0.000726529742263131,-0.02039960000267213,-0.011501833330310221,0.02432985184671085,-0.014184975069103684,0.0452302240615257,0.04226733711936235,0.011514493843886359,0.021176311520192923,-0.03657792159119293,0.004002444072502312,-0.029947997213625517,-0.009095612911819699,0.011103373889821603,0.00389927153249011,0.03696836181323898,3.165961789,2.619752497,2.892857143
-0.010969587465090068,0.0018386983829524746,0.005858682961453715,0.01881550203227806,-0.009820909123493121,-0.08251329869948704,0.014443240367145858,-0.010167158647691195,0.03560647074316828,0.008496674718932187,0.013583705206361896,0.05379274130944447,-0.018101025374347133,-0.006209346163009403,0.013944419759761956,0.044977810001727195,-0.024778961914867986,-0.0449570988040441,0.04854322145060144,-0.023834288744091926,0.04910028053947719,-0.003946393533884051,0.008579289488888394,-0.03216463890758068,-0.014256427968775328,0.012849369663330373,0.00514092576213021,0.00038156599160853416,-0.059234874428985874,-0.03332486579175941,-0.006686420848546094,0.06090836069491582,0.0004062292676819769,-0.0018721760502437691,0.021590160646190498,0.015428106611971392,0.0003432030408690695,0.008933275985695646,0.035482402634283726,-0.007251539164926657,-0.014181512820152824,-0.05283957503813594,0.012072504436335582,0.00429794609390554,0.008465145984108809,0.03964004535814844,-0.02505028393728078,-0.004278548827969829,0.020396588308847167,0.0026678654980055202,0.005847165213371559,4.371789143,3.869590168,4.120689655
-0.018380286925616274,0.013957185797202462,0.005647850576055372,-0.02401821046297792,-0.007730164526617014,-0.09665998684382325,-0.002862947935148352,0.03560711103119843,-0.009118169826426308,0.005240805965044477,0.0390744482162849,-0.09113032079000921,0.005631869988690879,-0.006053316163376815,0.0005695606546467895,-0.0003292273290814129,0.042115722938036504,0.06459189370189818,-0.0476532340531234,-0.005036594876521472,-0.00023433078073253024,-0.03248689082617635,0.013558238961465767,0.0982419322257074,-0.0012640322732928365,-0.008805825773815792,0.01351258265867406,-0.013069478735975316,-0.07001379804038335,-0.011070995697103321,-0.006851504697709384,0.01590218753737121,-0.012194296254485265,0.03593757914223055,0.007335261557541427,-0.009785920704881686,0.025715090684187272,-0.04375846315562983,-0.012741022472491946,-0.013128001592419758,-0.008962368808820469,0.0592954897271897,0.0045933946859309455,0.017339418115902932,-0.023838998155519472,0.04436528484757913,-0.00034488371243704006,0.018313778390268536,0.005790033820171816,0.020724378821140945,-0.03860315975974567,3.312221095,2.887778905,3.1
-0.006819362197129199,-0.002630523360924962,0.010371282028057342,0.004420034963963971,-0.007791609021422908,-0.06884731382711996,-0.0068644895576545325,-0.026062893056390278,0.07268920132647916,-0.0015830708281696743,-0.045216611712637474,0.01869809507264814,-0.01995968404036701,0.006504528573029192,-0.008476873751505548,0.06335807412044564,-0.10137446445212762,-0.0383658920512659,-0.000583860046157293,-0.02931353579440288,0.015969248838580575,-0.025773962042189798,0.028318012983119683,0.1596920496194325,0.03134467949561628,0.006685934352338059,-0.0105594595052901,0.0028752838759409983,0.03916396162023633,0.4388644375759226,-0.007332641028266766,0.05298091925304804,0.016873591318468287,-0.0003312031774826979,0.09303643312549145,0.018493154686702293,-0.008928557474741042,0.02313667162961055,0.0020981455077962734,-0.008367436425474151,0.011890271811613447,-0.041275886551030073,0.00785695648904377,0.008176423857084105,-0.018932227978058862,-0.2619296723038895,-0.0033547662386859975,0.01658435287425336,-0.0006483679938503838,0.01458375762918713,-0.02465804622599691,4.756993215,4.311972302,4.534482759
-0.008546577821438488,0.004780218533926019,-0.0021137662120279043,0.010671370368410357,-0.0027359559563301834,0.09953962130304526,0.01417962857241727,0.007732965069855702,-0.01335259435404534,0.012165689758227025,0.009606264695472221,0.020752887127366754,-0.03379976873617657,-0.005368339655894647,0.006944148762589289,0.012122895700237262,0.00573053811295307,-0.023536808498431455,-0.015653437554195074,-0.014272520400670759,0.009833152909250704,-0.009897358148823457,0.011004200601194464,0.03865471533432476,-0.009828095348449487,-0.00559393890376216,0.008591392169243296,-0.004916942696712307,-0.17847990887422605,-0.011715978658703474,-0.008581283593128649,0.0008729175128337274,-0.00958411197279223,-0.001032991513829078,0.0034699957804162143,0.007558792154920149,0.002856035496832893,-0.012605532251560784,0.02815001235992663,-0.007470585428128387,-0.01651228451104059,0.006845408883855479,0.009310431294991485,0.006197261415439061,0.0022219033637082813,0.01843774791761654,-0.03624326031106947,0.005916519951503299,0.01793054496730741,0.0012335947882396235,-0.011312018332111207,4.655644914,4.137458535,4.396551724
