fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,CIHigh,CILow,MOS
-0.008545682829925688,-0.008023780064451142,-0.00381252394025222,0.03616871569183748,-0.052338762344328396,0.01698291971053214,0.004520351620139688,0.009186280637563405,-0.006753582171695787,0.022443553428373075,0.004928696460192985,-0.018099502407435433,0.027016622928300562,-0.02246578805991755,-0.0010916132168457032,-0.02164696805768901,-0.015473681570412656,0.025754619708529422,-0.014301354037092106,-0.03121494593747547,0.031978064687967406,-0.0010488461420543936,0.01569712028892197,0.9074375702252129,-0.013439094527203894,-0.03751559513645463,0.03342238924239836,-0.014593172702802599,0.006648510440225329,-0.016268044415138933,0.0015230704048418454,-0.010728111183988694,-0.011554616684618208,0.018112150338460767,-0.0007176844327209022,0.015291088023925672,-0.0006095605144281779,-0.010687343230037233,1.424230754,1.075769246,1.25
-0.005389918605730368,-0.03376290139426501,0.0032811175572704694,-0.0178109338634504,0.013490621301380103,-0.04381673044017956,0.03586584044930525,0.008581959753240664,-0.014417090665379934,-0.018666005530671947,-0.07965316073367536,-0.0030672092971999027,0.021972839131631856,-0.0010752650082390238,0.011025398305769043,-0.0022733018276264176,0.017379609527410123,-0.07896396925983547,-0.021461415522776413,0.006415287221169159,0.015922166540596767,0.11037241789962701,0.02322559069640746,0.0008545131398216268,0.029022315490369963,0.0793012350881366,-0.04621052845315563,0.004043184569601328,0.015270852763587889,0.012278748575947986,-0.002222917339596763,-0.011789392866609481,-0.022003653481584368,-0.07964133344264318,0.00892995015155586,-0.006550819984096277,-0.009031364042782722,-0.006169474555404476,3.369995498,2.880004502,3.125
0.0039443054745004645,0.01789342214280388,-0.011311484357366864,0.008892123517125575,0.0015834929821620365,0.01221864614257385,0.0015554001964078429,-0.3719371767404251,-0.02311510893357327,0.025969744365755467,-0.053204242754785455,0.004118938373692398,0.005305340890579295,-0.00835916101267665,0.01930044457580398,-0.0036544639327517584,-0.011197962088267326,0.01893407666837687,0.0032886860417957594,0.015069909254759019,0.005100228192958472,0.016636779915928452,0.03233512137317132,-0.0031776152330912823,-0.007841988252015384,-0.027017052723453904,-0.029005185781137796,0.02632131091344367,-0.00826082902258433,0.01397052092754782,-0.0064356506637391455,-0.004299865443286489,0.0035895486339390377,0.03762121554494236,-0.0060055700280490405,-0.014756911596497793,0.01286253889657513,0.004907064308385763,4.804087,4.368326794,4.586206897
-0.011750440621726359,-0.02986248069487835,-0.01223571421179948,0.011598339309389645,0.007263308798942651,0.001765824097132208,-0.0023614747071520076,0.04534790677162894,-0.05870599327422123,0.034022308479427436,0.05947393432249687,-0.0051819755574990635,0.0027290099245143207,-0.015963907079930877,0.04445671677657607,0.00508569447452897,-0.02451958006498536,-0.02203571809990846,0.03268277836192369,0.025196833969763622,0.03427206621322246,0.07946922143247527,-0.0008061872930981075,-0.015845391547411346,-0.004914810377513045,0.0612614242812115,0.002679163370018065,0.039731072142618215,0.00013043962109283825,-0.006745654538418417,-0.008277749954127993,0.014800934300611227,0.00012764424449563725,0.021021993400758224,-0.050927065843492055,-0.009208689764870165,-0.0017685734560155318,-0.022115542208022906,3.431346944,2.747224484,3.089285714
0.008084229470160147,-0.015088036098197928,0.015067249923026512,-0.07813861138500201,-0.0025789028029606985,-0.039949093314400094,0.03995462092889688,0.003186984828775756,-0.04839404772574639,0.010185348227415656,0.014492348160403972,0.030277804389217133,-0.0023283795991607768,0.17528526435476022,0.10992178190171427,-0.010286405622366244,-0.02621856637759422,-0.1777941328129768,-0.18503462921926206,0.029527457492167414,0.11895226514747859,-0.045177113674775976,-0.026701410143613935,0.06748872210316001,0.018563527585411434,0.017720048954320177,0.7194121986108386,0.0698838634910928,-0.0363954393953732,0.03740107748427984,0.026976854066099155,0.013987490909868462,-0.0002193387088653007,-0.018768740516041438,-0.08279920226863177,-0.012625635075716603,-0.0025163211341171464,0.05065417296406758,1.384178612,1.098580009,1.24137931
0.0004277187905344884,0.04835924494703484,-0.017339633197885142,0.05462207667972277,0.06587942158403821,-0.0271226627012326,0.018155962299997427,0.01944151889086802,-0.10139207861767835,-0.06901429871339615,-0.03269754883868481,0.1366557093993523,0.037047397035311985,-0.010217774641451976,0.01028172409163178,-0.03995164657573193,-0.24243798572342692,0.05709067814801021,-0.012490342907611708,0.0034180465490215818,-0.09522651392218176,0.10142732828974926,0.04245092682619963,0.03558459062859118,-0.0009058713466206884,-0.10661676838401321,0.04866218137702594,-0.0866321045088676,-0.07405827522872249,0.038218279460154506,-0.006665726618363977,0.061875146849091726,0.03513788980257371,-0.08199848435842239,0.04007794464948306,0.03424236893107206,-0.041786124008040784,0.0489617893118222,3.165961789,2.619752497,2.892857143
-0.00498347405082457,0.011170054673242733,-0.009997276607175075,0.028077558327581863,0.0015498574826881876,0.0006475733229861865,-0.005707932888176602,0.044748268425538126,-0.04005163658946902,0.026514425254907655,0.05015221486586709,-0.021986061713535388,-0.030035211440192226,-0.023273343777923183,0.012642850794572499,-0.002538654164085615,-0.05272081411764555,0.047017033910320506,0.022238343980701816,-0.05310852695650859,0.024376121179019983,-0.010646823693324233,-0.018229520434570032,-0.02121410661106016,0.021413144553707523,-0.09425412794303015,0.008663220329701116,0.02003761512304983,0.008735496521484042,0.010192893067810625,-0.004315970827252014,-0.013557346425527613,-0.007614107766345372,0.05051664242515354,0.006428882921555072,-0.0028774787793052056,-0.01184116390481537,-0.015051877142041854,4.371789143,3.869590168,4.120689655
-0.008454678726973199,-0.02722087460443313,0.0013579196350596288,-0.02031398274867142,0.01618912736568639,-0.04709140498633717,0.03326576159801184,0.0251932657741551,-0.003171054287509917,-0.01765504007513546,-0.07359207016582461,-0.012542231871177796,0.02546253547268346,-0.008828161710280035,-0.003702984057246618,0.004106635781136233,0.015979315128835533,-0.062243252899725536,-0.01818355593867035,-0.003515920787518373,0.012879648797953813,0.10271816066166217,0.016860557951486436,0.006252432566885276,0.03264313949276388,-0.10068335941978224,-0.03739047286619652,0.0009124959181218719,0.02354644432469613,0.023102682720043306,-0.002768705317358087,-0.005287112705786152,-0.035715635876567335,-0.07741892992820137,0.024094661534756305,-0.011653434279656353,-0.005928227093024757,-0.013882677734069615,3.312221095,2.887778905,3.1
-0.0008405428485079666,0.001826604926454789,-0.0027685475826011007,0.03493276059241897,0.029476453014388254,0.397902891737641,0.05154178844145721,-0.27652517518852243,-0.036136296075263225,-0.00355009385560992,-0.1603807741281204,-0.008828102969920336,-0.005737162768966985,0.007733451961710879,-0.015294765683323771,0.003552140200516318,-0.035703599842814654,0.045034690651662684,0.015016563705902753,-0.023780936409141987,-0.01633073713390778,0.04868829857115358,-0.007526380011419748,0.04242249790500687,0.018004541850526332,-0.02940218735498829,-0.01498509477036041,0.01483912114052599,0.002163228458883488,0.006545480803987487,-0.006833923650116096,-0.018086239707951524,0.01329676196818064,0.011697023904864432,0.032632193793355295,0.005837909932935135,-0.004322807440705168,0.007681486676267995,4.756993215,4.311972302,4.534482759
-0.005088995022170357,-0.013950116753858082,-0.0054452214884428305,0.012246303721725088,-0.0022271502309254795,-0.007011900880275914,0.002575529500677009,0.025455845228428503,-0.046389062434626455,0.01686294969779244,0.051995173228426166,-0.010650549460946557,-0.006455196796823861,-0.016896441153816263,0.03033420266323364,0.0013347158972711174,-0.029885402492508924,-0.010861216230422082,0.00697899089820332,-0.013543916818571505,0.023423303345013448,0.16239506074874,-0.0005003626352481604,-0.02380081316207506,0.01714236620030215,0.058584000217130144,-0.00955091992566925,0.01877621021633137,0.0033480987391832245,0.005935964468927119,-0.00740733300757353,-0.01891330046276868,-0.008821918016542623,0.021798686328351993,-0.021942581740078095,8.049148833488982e-05,-0.008291463149625276,-0.015176630254211274,4.655644914,4.137458535,4.396551724
