fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,fe-102,fe-103,fe-104,fe-105,fe-106,CIHigh,CILow,MOS
-0.00047634430995659345,0.0012666302913828897,-0.003936521752836076,-0.0035819743047845005,-0.002513764850676495,0.002940005735526324,-0.0019066615220725363,0.002125670296689515,0.004009576114668333,-0.0037697203451458757,0.002758073734755632,0.002013659174693324,-0.003727768721626963,0.00048314371060119877,0.0035492668191158,-0.004795245656780644,0.004745485965984586,0.001469572046867332,0.002444770522788866,-0.0041887155839869135,-0.00353747364555628,-0.0029516663888922282,-0.003226893163690339,-0.004091775718337163,0.004489467995349417,-0.0022572799869312985,0.0018531470458172852,-0.0030672933867374823,-0.0029973375131386814,0.004647209211995206,-0.0036002339117757417,-0.0021943728181486287,-0.004200224820859625,-0.005367986111309584,-0.004854110742961913,-0.0022311263722944617,0.005511498298051635,-0.002670900609817721,-0.004318462309070545,-0.003638925232330558,0.003964074559468768,-5.814208487181158e-05,0.0007627654486517776,-0.0011057709473204817,4.8935017284272875e-05,0.0033314967578374276,0.0038135581084959513,-0.003952112968641788,-0.0035543181374425347,-0.0025707750199977387,0.00028623305289095295,0.0028814349579455497,-0.004985560242157972,-0.9947133619719861,-0.003060919570557215,-0.0030636856172334788,-0.002312330340348813,0.004674355231137863,-0.00441494125033832,0.004332127217539641,-0.005869577579184613,-0.0035448602865548228,0.004702624377941996,0.004482662082846902,-0.002963273012921478,0.0028611255593606897,0.005454393519674209,0.0028317162498239846,0.004086639387371574,0.00439780665393768,0.0016937612887207819,0.004137723180054702,0.006605449976534648,-0.004175909676968117,-0.005056832981361273,-0.002482591530593103,0.0008615950183990046,-0.004396125369089427,0.0008870532560530166,0.0030344464353688596,0.0037238267029775455,-0.0022095285077132075,-0.0016954666769143348,0.0037940972654161493,0.0024597864329598805,0.0015302715922734947,-0.0019704564517832625,-0.0033304290238231637,0.004227704761354775,0.0009804754943398115,0.0030598675839255125,-0.005695762363896718,-0.0017770219167867554,-0.0038659100139181567,0.002249784006490147,-0.0037563438437229657,0.0036082348727775695,0.003951291832057542,-0.00581185463691473,0.003943429769933964,0.005632575594723718,-0.002722790757077267,-0.00362770747857512,-0.004725590444792106,-0.0031745292595439095,-0.0007707854742242491,1.424230754,1.075769246,1.25
-0.006027915106211831,0.044416405507677385,-0.00494654530327897,-0.011951574867871248,-0.022120766737162414,-0.009879491011200506,-0.006619082270651866,0.004817301673338326,0.007200836791313266,-0.008634310711558535,0.035705848652997446,0.028657151135427154,-0.015486728561823579,0.03195857542124167,0.09428214537842398,0.04680523474170952,0.004836421134792454,0.07424148986666586,0.05110485267200633,-0.053565140721764055,-0.010168777957889043,-0.011402560205303022,-0.012772831934514917,-0.04070655304309447,-0.025807840892374426,-0.002955396682110723,0.25408852989170616,-0.019448948270907478,-0.014469304459481793,0.07622797904458907,-0.014598027478015162,0.10271244439781,-0.01350932800347264,-0.010636014887169117,-0.041029160531533646,-0.001708239864113361,0.0006232413646949944,0.04305706606508552,-0.018701455247377406,-0.013471814364298253,0.014538481052218439,0.0017212605927873388,-0.013468832118355551,0.022976541254608768,0.037445327673743485,0.016674945320943546,0.06885620448964844,-0.015225656331241785,-0.010170850650904716,0.007422302632419742,-0.223477717487618,-0.025223009295369622,-0.0234196117408762,0.009780605648388513,-0.025519121861529836,-0.018232410690201352,0.015303554563090654,0.014861009085637403,-0.009227762495752814,0.02402168014771824,-0.0050480298253492975,-0.011274709832084036,-0.012931552878078506,-0.02956690656862246,-0.015147421821188722,0.0067642475830747015,0.011718521436772373,-0.009655635085166798,0.0073736683011374655,0.01909997688303223,-0.0014196313240318677,0.009576104000365114,0.09151731410768058,-0.055112139785233334,-0.08569354064141849,0.001935926488086419,-0.036369126142554095,-0.012297180727671535,0.03747347941665462,-0.01718543376108024,0.0111229619681877,-0.01161360337493471,-0.01827329681754711,0.01434534489625941,0.04191449708536076,0.0021973526900074215,-0.010081727858656932,-0.016339066657463295,0.0020910932334124435,0.018602753592650977,0.012039795951122798,0.008398530892527779,0.03401240125414217,-0.026371117485308914,0.020390359422752365,-0.010444610778848973,0.09722988885282406,0.031126552423482157,-0.020215966671077487,0.0053104735053066815,0.015591880850389735,-0.04604436621855562,0.0014839411799037875,-0.016038985633445395,-0.029975472177346987,0.11396599529985864,3.369995498,2.880004502,3.125
0.01879359778882673,0.046665599165801167,-0.0033687260518517584,-0.007876740982518251,-0.0012507751867484377,-0.004283572620029678,-0.0047675101241956555,0.027643214417520448,-0.00047689112609695125,-0.006917599493112368,0.03438049076247695,0.0017377723740862995,-0.0033232115513987756,-0.0032845747274524574,0.025421375181310542,-0.017898226757555518,0.008640178399191225,0.005097745395760619,0.02550998098148345,-0.014290115129829887,-0.005249947266168293,0.005780984167909312,-0.002086859070314976,0.004879742841715812,0.007616391312574714,-0.005423211370642493,-0.10142293716151202,-0.03969996250647027,-0.005329197117476521,-0.02405654541936203,-0.00787018167961056,0.01866720558121947,-0.022957115092063836,-0.015308030683663452,-0.014416884188084051,0.07309284834337262,0.011794743218077214,-0.024147699798708455,-0.009946765852800122,-0.008407253061327509,0.00703951684754911,0.007640262897557136,-0.023245401449790204,0.007691621579316365,0.021319264875858168,0.0018732825529443132,0.027273324712827132,-0.014689469284216083,-0.0014866396237200685,-0.0015593935855612385,-0.04798425637072813,-0.005716888956132673,-0.041722284886615994,0.005938226166697131,-0.0008437391593262617,-0.0027378624832774057,-0.018665938574979953,0.021343341319252196,-0.012412832163073297,-0.0006184250826131829,-0.0017031309254820326,-0.0034392406075958474,0.046632208395710924,-0.016571884553084233,-0.008464791914568379,-0.0008878290356922055,-0.00394839760249932,0.013627223928370142,0.00998633497244249,0.009082698050144937,0.007623079775766559,0.0028108824001750682,0.0337807305657674,-0.004916136466497105,0.6359168541517096,-0.00246049608948767,-0.002287405191986287,-0.0005974617945931316,0.005688003107882286,0.01490424456364865,0.005265881927238735,-0.025976842043285726,0.054811715403101924,0.004541746128377415,0.016341110174864688,0.0010703829697277867,-0.04517636441708511,-0.02019087535155882,-0.0027488527436906112,0.01845259017324869,0.0034795233529786567,-0.002614945784847534,-0.025337763628615572,-0.0026111639596128333,0.016136739344592872,-0.008082090894795075,0.002904987878389264,0.01935410974401882,0.018148900752726967,0.016891989599372735,-0.0030250117945240665,-0.012611444514558829,-0.011052050417539922,-0.010029644533963973,0.011807500626425355,0.042240989661435184,4.804087,4.368326794,4.586206897
0.017567971250922847,-0.0022568978690393985,0.004490665181385167,-0.004043850443101578,-0.012873835202931179,-0.014369898327364159,0.012561579147075713,0.010117808647900333,0.011655396277118202,-0.004054213333065609,-0.011932123807932264,0.013511356825327694,-0.005103466934859883,-0.01407771808574633,-0.8763852021610257,0.04378648302642683,0.007349188632348388,-0.0173467323860092,0.024495271999706397,-0.05348063706404304,-0.007548089820788496,0.00938767064128053,-0.00476454295180983,0.007613119582205565,-0.008235904244591304,-0.007332862494090886,0.009500779633327402,-0.030482641592903748,-0.0018338607672846792,0.022760272696242246,-0.005845923602714097,0.018413611094841926,-0.01830602877542436,-0.004075041000791503,-0.008106128900322323,0.014216544882537291,0.005826355468820262,0.02007450785788373,0.007576064218968145,-0.010127227882692786,0.006040412804629865,0.0017924406334526213,0.031951022548498915,0.008949172644223253,0.04012329457660953,0.015984059692510152,-0.002738603772410701,-0.00531844711592479,-0.003111554705011162,-0.0069022118193985205,0.01879470973090484,-0.019493329595093423,-0.02408419954728834,0.008533631980312314,-0.021456099783357992,-0.014754861293256446,0.00924266357821598,0.021968737222028203,0.0001226365551124252,0.024064616997423686,-0.019208632762933463,-0.0002039685470978669,-0.010317693514176723,-0.00641651646415812,0.004217792557160357,0.0026846069146833486,0.00496421518307195,-0.020128242099528387,-0.012612397416164902,-0.012917713550716556,0.006778738426666077,0.002520042929352146,0.038568919530612464,-0.018877981153733937,-0.02660512860621838,-0.027418021803968518,-0.026507802112368077,-0.022635669074320235,0.006504626784333883,-0.0074435786194365005,0.004050241733436384,-0.025304644882733023,0.013806698778108214,0.005717425383768967,0.023587488479206678,-0.021271232461993448,0.012469472720013504,-0.008533117411345019,-0.008367905183479041,-0.002687127844746539,-0.004101752961464373,0.012574308193794232,0.04496404320136315,-0.0012320015853468198,-0.004823455272023733,-0.006637860887985513,0.023290952225395182,0.02204494877700691,-0.009769472391407642,-0.01942336619579975,0.020464956604989697,-0.027729775062057205,-0.042457025649181954,0.007964717734432716,-0.03410948849059783,0.014117635300097905,3.431346944,2.747224484,3.089285714
-0.00039154843642403604,-5.101028101070681e-05,-0.0020667474429103346,-0.003600480252879502,-0.0046464589126866025,0.004057065093995317,0.0005735195290260574,0.007061470205068063,0.0047912498910832315,-0.003185084839578475,0.0030881252569325375,0.004992474141261691,-0.003840356380500621,0.0019202757423316666,0.0085573065833254,0.0022535865405987647,0.003724405402088748,0.0018310147527956543,0.0036761531767428757,-0.009322616653158238,-0.0026053222019035253,-0.003238645198232012,-0.0032825348643787115,0.003660112177835753,0.00039895403448141244,-0.0013172195265363912,0.0017113824462052637,-0.0010046247616180251,-0.003468652190445261,0.004330982802734806,-0.003679209902346072,0.003004513447002647,-0.003533936172077898,-0.002352385862082017,0.0012669849702595043,-0.003608748002681511,0.0007781803481979405,0.0032053749094412623,-0.003893514384827638,-0.00482906979673394,0.003903412111206563,-0.006971068694790926,-0.0037218542314470856,0.007665658741296555,0.008891346729988378,0.00625214902879873,0.0033946048319216885,-0.004130719153054352,-0.0035392368890951667,-0.0013353784522847883,0.003994273813388126,0.0018706306513634199,5.1414600945797315e-05,0.003125921272081258,-0.006044637487921306,0.9910922880504449,0.0003630509449040338,0.0012042905034167245,-0.003682402259815415,0.0045309704310925935,0.00023383043275968155,-0.003963672620561966,-0.003023195823358005,-0.008289382699872068,-0.002613582682300045,0.003274724825315519,0.002377150247765565,0.0005213963437598502,0.001341665116430703,0.0018906615291395513,0.005535219600357629,0.0021465493870955594,0.007811371353940886,-0.005940857517896131,-0.00505972373686069,-0.008842196692549036,-0.003679784439893093,-0.004331877174286008,0.0028554462062759744,-0.0020755936718990517,0.003275005546790724,-0.004451270693815301,-0.0025221693428260656,0.0036067180913983902,0.005950261050790963,-9.178483760975077e-05,-0.0015888409795347374,-0.0018624936687023626,0.0014362125440807374,0.007769615314556478,0.003641090954432013,0.0015509471741931677,0.001619698714983417,-0.0012328852686423336,0.002466140669899784,-0.0038696212302849983,0.005190359085793997,0.006347776151793284,-0.0030280635200696667,-0.004400367332440517,0.0027252065246393094,-0.004232976912327541,-0.0027175805867782564,-0.001812417825141593,-0.007527537476617421,0.002770354481205463,1.384178612,1.098580009,1.24137931
-0.017437591618008914,-0.0012009247621700776,-0.004652272563570223,-0.004021813270067402,-4.052137337614347e-05,-0.952507067798369,0.015495370937512576,0.00651928064347977,0.007715376433458043,-0.0024271492078819065,-0.0005092487984358271,0.006394172539812109,-0.006268260951255808,0.015314347098752533,-0.011520833487232957,-0.011359739121478226,0.004567303259174591,-0.002876374237607144,0.00917355270339384,0.003941303594169831,-0.00921592271326129,-0.002756168048905517,-0.004928292803805707,0.004864297922337464,0.007733495716684813,-0.01828671217275529,-0.0035780214071629715,0.006492477639166791,-0.0033798336739529326,-0.009251684755193043,-0.005255876278961803,-0.006553358449818594,-0.013133740392484631,-0.0008169534475855858,-0.018100125332961615,-0.013672168525402463,0.0010374747661067792,-0.0019270977663250301,-0.00687467035779584,-0.007975541376591793,0.003730102084475648,-0.021896794336819462,-0.00017135594281499235,0.03268754484389609,4.508149059150551e-05,0.006626761817840113,-0.004162810302835518,0.006944097784619601,-0.005661348805501782,0.0015543091235381056,-0.01047777201268147,0.014878141367980751,-0.004348997096587541,0.00357430515375684,-0.0042356824746980215,-0.004252798182992551,0.009662798163383965,-0.009520219135245365,-0.009728048586136129,0.005122956257542197,0.01595406585124237,-0.0035871786654128835,-0.0010705594564866991,0.001088376154788303,-0.003410242656171101,-0.00041772283681644804,-0.005188793749876865,0.011272442665582071,-0.006781670462579306,-0.003085316809445328,0.014958491134972647,0.004380296568024842,0.0005625291981814453,0.0017304907568266319,-0.006000974659897461,0.010265460111942563,0.017736369293097742,0.0030259872530421458,-0.003971241556858106,0.009840892224850219,0.0035673407254358937,-9.505128990821654e-05,-0.0033796509718370168,0.0064510302681192585,0.00021829713624107336,-0.0037555724624020936,-0.004352103801328501,0.0037285381028258967,0.0016340360123780022,0.02068202553719773,-0.0012019124590593505,-0.011678991475468936,-0.02167714863577731,0.0011927209074091352,-0.004950218484463175,-0.001268869937713284,-0.015499343539301982,0.013230579582626944,-0.0031084147423677323,-0.017688364542889707,0.007367871204511589,0.03939370259846727,0.005043306616223904,-0.008778002707710198,-0.009696674226600904,-0.004583117247276755,3.165961789,2.619752497,2.892857143
-0.13765500781937423,-0.02646752787843654,0.005327237595820921,-0.00163553450311586,-0.019380550377299896,0.0442801993046905,0.09303888472308587,0.13031658173328214,0.01909724841291823,-0.009747169939156078,-0.029505926664970362,0.015642122060764704,-0.0064235946371944685,0.08937284173191336,-0.0040148073117313825,-0.061512104585345534,0.015706274285899442,-0.03793328764991451,-0.007057670246917642,0.08803525530241021,-0.035973556078687706,-0.03355729783896813,0.00109020778950396,0.026633614238038103,-1.1044521240042395e-05,-0.02753651283132724,0.06862362511279484,0.06900766856053688,-0.011820590023839905,-0.0011758630160407396,-0.010483275039011546,-0.060133915645447934,0.13261642567750112,0.01201539861705598,0.042580768237924886,-0.06385363639686983,-0.02777237746802443,-0.04726624402599255,0.006855419972924148,-0.009175242134389208,0.005561748899852608,-0.043089022608444966,-0.12526641941762817,0.06321009874888872,0.05773555706931851,0.01854140466935008,-0.03700572902806889,-0.008560059395119276,-0.011324459223017424,0.11248613835180254,-0.05745788801192285,0.04755572309068535,-0.07218910794437886,-0.001915990268010495,0.014191997801636571,-0.012753511552790812,0.02520644135738631,0.011137511536483445,-0.0040792219451289006,-0.007424469297685749,0.0017361210079618907,-0.012386177060164021,-0.022698588015597855,-0.0009314316366467935,-0.0008946406890533501,0.03716547226205546,-0.013641418128691534,0.05984637983151354,-0.048277636841831985,-0.01996265156110882,0.0024320098575217925,0.004966927613162926,0.08437771706699627,0.2711653774194673,-0.051627252764074524,-0.03606438102959556,-0.012489824905490814,0.005911868910302736,-0.09483593200924274,0.017065800396292307,0.0063149965096276385,-0.04967496015842062,-0.037021154399077265,0.010691946981115202,-0.01238388554014603,0.06289926663993191,0.15265587791314186,0.014413665950389282,0.016539278372142505,0.07134848099501842,0.0016752309437019707,0.03938285993921377,0.03640594141604505,0.010051957812055683,-0.022739123337787003,-0.005138869815467239,-0.026056150952140585,-0.000472149425121639,0.037884414073001596,-0.06372988724578003,-0.0032320058764057297,0.08427062708094649,-0.031229792128800452,-0.01787845939497399,-0.02318718365430576,-0.05971767416365554,4.371789143,3.869590168,4.120689655
-0.05961212411281498,0.02114680060999185,-0.007958768746047767,-0.011015912041435904,-0.01282538289928612,-0.00912122255411729,0.014052174313375583,0.011440854081221235,0.013001809187178163,-0.009743717212476277,0.003932132984165456,0.012945686484112673,-0.018836321927174108,-0.0005867145879421414,0.06492025223692359,0.013649608448294073,0.012925021461742764,0.05290398668229394,0.0072774161467344745,-0.05785302672701562,-0.019979355241034568,-0.010286473131506884,-0.002735794141781187,0.0076964876043996685,-0.018886593903022598,-0.002962932222099504,0.20935929224031763,-0.02903614143148263,-0.01177214762298102,0.09350256566360557,-0.010600500236788489,-0.04747195973158745,-0.008175325219055228,-0.014444809330997711,-0.03226796356334937,0.00558730708455978,-0.004383115149768406,0.04478745269231072,0.005754706754434589,-0.012476334833018275,0.01131020574960089,0.012936940534470096,-0.03728560038322279,-0.0002552405737087967,-0.016808347132743387,0.0176024237266729,0.014813000127530802,-3.74425449371971e-05,-0.017168512073255367,-0.06194459835070318,-0.18265974753029898,0.02901631323070404,0.07075472922466454,0.010404988574342746,-0.022107826632445694,-0.013139870470985637,-0.009073343509718144,0.009949494803928411,0.006608523515421928,0.016547457702815918,0.004126429011824987,-0.019087061077499416,0.03132099802241418,0.027555716466904027,-0.009107491906132463,0.01833454665628262,0.06406376799527203,0.023675960882817277,0.00046545918488749495,-0.006499858406845201,0.010129758628439529,0.008305587484158309,0.0820189863969714,-0.13579473106088052,-0.005527346083845724,-0.04261666211494568,-0.030865798076016002,0.0013254698759142833,0.03841884239112958,-0.018510263558930196,0.008113789639768337,-0.007524124377209702,-0.17164481197318981,0.009411901920425311,0.020554956358550366,0.0010937735006823568,0.055028577246315574,-0.016610161488015078,0.02089084549899066,-0.03106471633434305,0.012270143272596663,-0.0009999940669069072,0.001378346836683129,0.006963195191810902,0.025283962559126547,-0.012393362713219593,0.03134285118180871,-0.020048003668746622,-0.004141066705771744,0.02363878973857554,0.07481496409187564,-0.023968575348276195,0.028734474392067513,-0.0027961831870804924,-0.028659220886986567,-0.033020816495993116,3.312221095,2.887778905,3.1
0.017097089278048268,-0.16332549298785728,-0.003531965753935777,-0.0027034470852116063,-0.00993527044630148,-0.01417020076407338,0.028264706479740918,0.007901189982850233,0.006757799676714669,-0.0009866445353421596,0.049581732713487404,0.020135765407005148,-0.016798367280310027,-0.02363818524887641,0.020112744069649444,0.06487378939606163,0.013552023337591423,-0.001864428968629505,-0.027304641950808423,0.6208409510166456,0.013818469117375018,-0.02757596362704559,0.0015720913172718675,-0.019338140222715062,0.114162761398647,0.01689862530759964,-0.0069159048572515905,0.03382327330089164,-0.004685274912266316,0.03832788965912938,0.003763668150638658,0.08263161830947215,0.036015513932743735,0.013733473885208913,0.00014665528554928892,-0.04605850024197374,-0.006021823031465997,0.024759196667413767,-0.01361533239202881,0.007235447722322963,0.006722756479846791,-0.0017687936933581169,0.004355095988458001,-0.08892800442531151,-0.0071289973178255365,0.006249403746716442,0.07989479051418223,0.0032329273943166362,0.001264646361406595,-0.04964680941355386,0.02156624096461973,-0.024598287959318586,0.09557468005831964,0.009344505424530617,-0.028961057849879124,-0.018625228065643068,-0.02081930610014176,0.018185986004967347,-0.022932709231634065,-0.004753580053177897,-0.006990409752463031,-0.01773849362468486,-0.05483924554528419,-0.033434361197387165,-0.017479951778765455,-0.00957486352647542,-0.00853634071697429,0.004756107113922363,0.00039872248877827134,0.014017020500092483,-0.0007439513829208384,-0.0017958186091154493,0.10486267593603812,0.0005424084277520795,0.27363592317640134,0.003694329625157027,-0.02145498040795885,-0.03630947237293293,0.026650461885821933,-0.02681228749221118,0.0026301148879712723,-0.032825105405176545,-0.030314422203209748,0.0017914658111108843,-0.00662903291932721,0.01361579670797125,-0.048806877156546996,-0.0004416096952654004,-0.014655089178889948,0.0024879555808872424,0.00986507014557454,0.028198658032792107,0.005743046059929245,0.018510281362911902,0.008390256849117634,-0.005352531672325889,0.07298782527420505,0.04574568548347061,0.020904492893662495,-0.012739695898704165,0.027705603834716503,-0.06291282585437721,-0.049363234604100865,-0.006316881492728204,-0.022565188281637876,-0.016604613969086027,4.756993215,4.311972302,4.534482759
-0.09766238533059358,0.03184238159054258,-0.012799010305755344,-0.010458674078581557,-0.008906064253918641,0.010898552562438492,0.007932432809178965,-0.023671563188642573,0.00797978090389674,-0.009039665884419951,-0.011721173428174981,0.015778625269768868,-0.014789263949153364,0.08272389925570758,0.03549786956832347,0.028873845170245164,0.008680122740727814,0.023290062923816784,0.009630111285743467,-0.04459411268350282,-0.016034186018259646,-0.010027881869715252,-0.01554138172786496,-0.05945252537880325,-0.005391315194266369,-0.010219182476715319,0.034546948380287025,-0.02078003318638607,-0.013376263972063518,0.03757903231286627,-0.0105794101622448,-0.0706892427131403,0.002253035385807854,-0.012014026224907576,-0.10861971972644169,-0.028234738804748964,0.00505470389022177,-0.01928029501439002,-0.0026592078203215457,-0.016331444019833254,0.012312586608370084,0.020943631426056906,0.009188263668205186,-0.008292526570947785,0.004050249951917037,0.015237999608791882,0.07420552578237957,0.011223726413947636,-0.017968949827515738,-0.005923262640354897,-0.032823721529005284,0.0033722823697330817,0.012208523378126548,0.011876589864287143,-0.01759163873821488,-0.005426557581300452,-0.04344748649967582,0.015018377271680797,-0.007532388487288207,0.009693225827309634,-0.019823333124125823,-0.01573567755261463,-0.0034621251929814276,0.029599779007221494,-0.014312427021592737,0.003634584310637804,0.017421636128432668,0.03437475507711286,0.01893133137567968,0.003921043288181409,0.019629967093061192,0.017799366893715158,0.047622784412562506,-0.007760497221499874,0.006371791843924299,0.03933917825244969,0.0427177636880078,-0.033589520079170716,-0.007321374718195952,0.029016641678245313,0.01248239329185447,-0.04332179799281256,-0.11573521263760925,0.013031986171655095,0.009625161019058944,0.019232668758796933,-0.08984087770299576,-0.014356966679535477,0.0064326850915363805,-0.044012128786311736,-0.0074639286942724346,0.00024403367099233626,0.010198973849734873,-0.0021330031221830667,-0.021264198548551598,-0.008308937151586444,0.0037029496487031555,-0.031200382960011347,0.012793962568589326,0.026977898843869114,0.0619401371187429,-0.0026917130882061382,-0.07820841811649171,-0.023258129372701525,-0.032823644203819384,0.15171915567704328,4.655644914,4.137458535,4.396551724
