fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,CIHigh,CILow,MOS
-0.001575456252318552,0.004352807275026936,-0.006618096128816444,0.0026928642116813527,-0.004320575998198899,0.006841202374123908,-0.0038963217549350306,-0.005046675860585812,-0.0006669994639024389,0.004596360021836286,0.0023919784086914434,-0.0033683224198925595,-0.0031806829624135293,0.0017750884101174302,-0.0018434793749583854,-0.0031206605869111325,-0.002082216907209447,0.003590962702407445,0.0031907325410280973,-0.005276974604364017,-0.001356996579150779,-0.0026366891277383587,-0.0050330694534278155,0.002818522398262549,-0.001938894603364845,0.004097539202320895,0.002617694933159496,0.0017222050459453745,0.004283547709034996,0.0022516287621108405,0.006293147845415695,0.0023748777607336072,0.005792368243543691,0.002874492526950644,-0.0008818105996438145,-0.00367386038419295,-0.0037876122974295334,0.0035930877819218437,0.003210074325380011,-0.003542482995026292,0.002813757818845985,-0.0011839497473306348,-0.00323847883114855,-5.4670390866555834e-05,0.0037427772131186747,-0.005721653620304876,0.0033135805864271117,0.0033013263481301005,-0.0024600575932122236,0.0009394315789076407,0.0025456212510821833,0.002251420577499997,-0.0004279316548067632,0.005067250429708216,-0.0031922026653774813,-0.0020404259600072224,0.003698491341852854,-0.0031896140711127913,-0.004029951666668259,0.0020733146995443926,0.000937111189278466,0.004866861764537194,-0.0028823916593526205,-0.003972810602722258,0.9923567977703629,0.0016457856217999443,1.424230754,1.075769246,1.25
0.010673969972808625,-0.025735075883746888,0.0022835076888613505,0.014905392413031316,0.0021309006204103032,-0.022542617172570927,-0.007314796348565604,-0.008827607335303725,0.025628237296467772,-0.01373419291676315,0.03148569275091526,-0.011734624457795516,-0.007894354927818531,0.015290409716640732,-0.04096403159264742,-0.005331671006991155,-0.04800130265568911,0.005169179572297995,0.09730946368585669,0.0008607907753186832,-0.019230004120223312,-0.0029801255905625742,-0.03765412583773392,0.006421705809996718,-0.004708747928630036,0.0033642804918661666,0.018358659947335435,-7.788280170628808e-05,0.02193841798268603,0.006500303247759336,-0.028551786716448948,0.04994954712357286,0.001914004490708972,0.029334020415535646,-0.049481853054632645,-0.011052100774505543,-0.013775106912064213,0.04064976950586801,-0.0249469707575608,-0.01069789082383114,0.05293986236561862,0.20581717756616166,-0.012545383465724277,0.07092524445232493,0.0042119327136083545,0.005396901173632049,0.011687009509592033,0.004778950901631809,0.05218287371559519,0.011661780836810428,-0.008582125652967995,0.0015466416446875172,-0.03390691517549696,0.027346376591979124,-0.01358439141857018,-0.029267199766903885,0.019528264157981517,-0.01420666559162823,-0.028941657680449744,0.015994156105320102,-0.0869596551988343,0.004052694508200603,-0.018098173404803387,-0.008525578705320447,-0.008667037086737855,0.004608347161104976,3.369995498,2.880004502,3.125
0.0004738482333798197,0.008387749405652036,0.02999074872615037,0.0016604048530684727,-0.0009573771280079674,-0.013394540612974888,-0.006020624304041409,-0.005462029980366776,0.027142970371178264,-0.1220625665769479,-0.011950128932850601,0.0008036371572999138,-0.008123765917243278,0.003823562343744595,-0.00893766128611286,-0.009027049168491775,0.02647844953632057,0.0011655367231946906,0.08262507797077648,-0.00915473547916051,-0.0034419895976944893,-0.03637165735904152,0.02606506463328688,0.005459996582654189,-0.01062868202444458,0.020236384724402347,-0.0074522443013574965,0.010092951767629435,-0.025687474918131583,-7.162533940943432e-05,0.03822421084086622,0.025789455471569616,0.021618241301790932,-0.00897576131736254,-0.020766605686001836,-0.002239730211794023,-0.00642152161278682,-0.4410141713508295,0.04051790140009132,-0.026696637293239955,0.00688350368470012,-0.020839163894125438,0.006810191585519315,-0.09115695888352163,0.00594125791916663,0.002827667841076211,-0.00447125083459205,-0.05163263142414309,-0.07128279467858933,0.02659153630690985,0.0308617063561521,0.009828802547931387,0.020225526651440007,-0.025018782876734504,-0.008336878114979863,0.024056242191285077,0.009158433876654557,0.0014858709642550114,0.022604694555162914,0.027381688015313592,0.011486272192042665,0.013429491440650866,0.01026804558734078,-0.017922901185327213,0.0056813254527222174,0.0067293814885611486,4.804087,4.368326794,4.586206897
0.016338503620018666,-0.08300198446636413,-0.006355551844501628,0.015213585929286256,-0.025984219567434023,0.019099816089335208,-0.012439259019762235,-0.004513657796241265,0.02173675938895128,0.09037816269477797,-0.04780399842322566,-0.010631455122738638,0.009117320825423667,-0.010844620250356117,0.011868165505493286,-0.003722305458458786,0.05115874740370953,-0.0011145643547534041,-0.0266214388156691,-0.011218734634413047,-0.04341147585484049,-0.00011966353524213257,0.016208080702257648,0.01494304197589654,-0.012240678483077914,-0.03888613972091868,-0.07943388834235614,0.02539766946654147,0.008273318508098098,0.02948760299159779,0.04401005783391017,-0.020985810865314234,-0.01085961140973231,0.07207576491805594,0.043502208458350546,-0.004415714722310722,-0.013401418862089025,0.07285381012729919,0.053134698825297366,-0.02287879254855107,0.0008271920800202354,0.10037096366020935,-0.027354135772991804,-0.06364127773247003,0.007740151164409131,-0.059754475790356414,0.011435130666445085,0.11562139142546156,-0.020883751562933046,-0.0917970192110002,-0.004849923077449795,0.016315330746778597,0.03507075581685009,0.02375768578183971,-0.0011760194709594203,-0.06465859328776101,-0.03687610881936573,0.013495170508475061,0.07998862151494504,0.017253745628749827,-0.010083689775789717,0.020807526387691497,-0.07501772249095312,-0.032876084243612796,-0.010035528465619467,-0.010740270362019801,3.431346944,2.747224484,3.089285714
-0.00682978478543402,0.0029743599981623407,-0.008494729249792145,0.007090327617066923,-0.00250842286578046,0.0012476564813354914,-0.0027512618538438694,-0.007501111928675185,0.0010661415188534112,-1.8847448023305332e-05,-0.00017855889163630306,-0.005913725732593781,0.002957277545287211,-0.0003495364585889451,-0.001612733462993433,-0.0013872282379792172,0.00886932090440611,0.002220322383282391,0.0031827480251935217,-0.004505667937881338,-0.013921987385271716,0.007656629852145701,-0.009531187025702992,0.003160782691067496,-0.003008178226715832,-0.01103220071520857,0.005905501261510712,0.006829195551714475,0.010369371082642421,-0.001820416546840144,0.005576861325253204,0.007531344771232136,0.008553062705238066,0.01595669383020977,0.002574706847416124,-0.0044694010292619865,-0.00979429733907605,0.0070614012322205355,0.006707202585940698,-0.0018108804376018078,0.009334991021105557,-0.004482582366445265,0.9780203734566383,0.0006976603006992477,0.003091772485962972,-0.004845683679985516,0.003394311161178456,0.009963919692406568,0.0005885982013293166,-0.003539720731887969,-0.004380836696959866,0.002156243035760953,0.002166953583250833,0.007248152652062011,-0.0017351894744856743,-0.0031478202515296426,0.003912506264922593,0.0014602035418031481,0.0013254764541345435,0.008480351801160394,0.0011510116947209333,0.0008515126601133774,-0.0160711227582468,0.006104781941505214,-0.003394422244784335,-0.002995955188304484,1.384178612,1.098580009,1.24137931
-0.0032540427017316927,-0.017963649393183786,0.044798138966788706,0.005761966533584955,-0.0070094491759205785,-0.03712133726873113,0.002782957637677015,0.00042598068105027765,0.0026003536496224658,-0.03741252721134105,-0.002794079182613908,0.0021770890123036252,-0.01613968424533015,0.03192894848751668,0.022769817252935514,-0.0028207156375747388,-0.03983995434642867,-0.0031524834930943576,0.010915906222425404,0.0027558166136703284,-0.050323405794536,-0.009634953591185505,0.018233125934910947,0.03267696468370254,-0.0076612307187751295,-0.05011822275903124,-0.04436959555116051,0.020585719414526547,-0.007837408779381135,-0.007612280085308565,-0.8232221797774899,-0.06114990891253086,-0.00857029659372149,0.010889747428771452,0.03585541724221555,-0.0056400419134245115,0.02395703043035302,0.030279430844145395,0.007933487499721972,-0.047845959211857886,-0.02866091233300578,0.019328919882989157,0.011212528765511471,0.016761065258890453,0.003327022745237348,0.009764743116149914,0.012098508772934679,-0.018855606315144057,0.002875758392536496,-0.006180952231065921,0.010099789697406237,-0.009764156522427262,0.03223846526001316,0.006183447933827724,-0.00112333195860231,-0.010086602463303498,0.053989138239942065,0.021190024498097815,0.010300825864541481,0.011397469730442962,-0.02208253741648373,0.026209960352210574,-0.056132083403947194,0.04828268006894049,-0.002925825534803707,-0.004383843614616861,3.165961789,2.619752497,2.892857143
0.006917306613494338,0.02153071316109273,-0.03096538274241072,0.020919993746520624,-0.004576002458774208,0.011677949664074557,-0.006619107448887737,-0.006832054759191485,0.004540482872012425,0.11032541329956101,0.03547715470731028,-0.01898796407972143,0.0008243280467509813,0.02599460213908947,-0.020027435916616744,-0.007579082435938285,0.014989831475323808,0.01265300013255941,0.017780294695831714,-0.012771338495725476,-0.008486353897042128,-0.011846929726149744,-0.0011206966312209165,0.00732343310600787,-0.011317954868743981,-0.009008813331781827,0.015742380064680473,-0.0017408413891885023,0.031559352928861674,-0.02508227177322728,0.022178789260484923,-0.024661378909284413,0.061114288833725244,-0.01658562176875202,0.03199109447106633,-0.007873545432639715,-0.024638713690862242,0.04515888049604273,0.04012602845285279,-0.026773424323744396,-0.04422920761417812,-0.03869515801587224,-0.005893409635789508,-0.00017675409592650575,0.006238707393435677,-0.0038456029960649047,0.005433674892924732,0.012794977412276747,-0.005303102186758675,-0.02009334889089637,0.015679292465157188,0.00444670678846981,0.010160226276939084,-0.00501065267999399,-0.008501944881787378,-0.004521600609101496,0.020029559232492798,-0.010128839730684335,-0.02759676616791232,0.0029929313605080625,0.13852101939024108,-0.019000868297171743,0.005019127018268213,-0.009142708714858708,-0.013485067000990277,0.007257636062353937,4.371789143,3.869590168,4.120689655
0.012009899970138918,-0.022394115363747646,-0.0028571892964293043,0.016380460808406227,0.006154767787122336,-0.01723061447062463,-0.004742523209028946,-0.02162424472450763,0.02692973232179806,-0.062014339027918294,0.04113691483182157,-0.006644385921405695,-0.005917852848849008,0.021225326432351494,-0.0379098076529997,-0.008416554348069302,-0.052615329113939735,0.007171235276142976,0.08742544930660015,0.002224740248428457,-0.017160322083417782,-0.0029133174513574444,-0.024180076116772767,0.004800443097146443,-0.005612604390450269,7.229462987179262e-05,0.024106513029547444,0.010615802337959432,0.02855742353251285,-0.012802731000364172,-0.034083336853723,0.03867693647914244,0.021833394969356643,0.01876650716765621,-0.02609546525525565,-0.007673828850840219,-0.012432586996221677,0.0422526299820431,-0.025922549128586804,-0.0012995266310328742,0.06755354370851459,0.09179133008142247,-0.009414706143949543,0.11578518251934705,0.00789170514593154,0.004892745671700022,0.014069065183593538,-0.003930427203382562,0.14223208116890376,-0.016232404746214114,-0.007768804689660902,0.0059110205106523254,-0.02088788386063156,0.021492530220993084,-0.009893006408404981,-0.0008203930957567325,0.04209249136058906,-0.014712562108462553,-0.04151678079535086,0.01539640850487424,0.05616811189358678,0.001831061876478894,-0.008684385322338136,-0.0022035382676128513,-0.005090006442053167,0.0010988873681813827,3.312221095,2.887778905,3.1
-0.014923094553723926,0.004974535553064736,-0.03702670174179157,0.017715807699525254,0.0019291643366562924,-0.0026925514320880186,0.0012903150304602556,0.5402266459829348,0.029700568699979633,0.021579929318235973,0.05556446290869774,-0.002117437069753699,0.0013202209505077333,-0.005499433574365603,-0.020494756550292724,-0.00482890967243298,0.010808308315651605,0.0009976364556189604,0.14984053010937617,-0.01171155181888835,-0.03009276170320491,-0.012273129188936319,-0.0067729034139171525,0.010553612753820052,-0.006387730664721311,-0.01423399213750496,0.01298989955717528,-0.03832210266817737,0.011332816387246224,0.006443512883400984,-0.010589115807209754,-0.01894351555251219,0.003403453981727806,-0.019516283777558385,0.00157176829245182,-0.007140257358688995,-0.006500772076564641,-0.2665105532580499,0.0017298868283737345,-0.026692844789480356,-0.034533921004574405,-0.04554773336959936,-0.010738305727035918,-0.009825424312608596,0.0036501070373012585,-0.009914406412283036,-0.002654965998993721,0.027742619656997102,0.05944791250683833,-0.04655317753594985,0.019706959204175846,0.03755492404818407,0.015140793898594544,-0.04009623657630781,0.005795552026018046,-0.036391674696659417,-0.026826613137610342,-0.004166155602168498,0.005482369571892206,-0.006371506877115121,-0.01555456181145947,-0.015337778258636373,0.011844108242348208,0.08560023390529797,0.0011926768552053468,0.04904970144639447,4.756993215,4.311972302,4.534482759
0.00396173003709385,0.003881545825297278,-0.006423316367065709,0.009755764800601861,-0.007823712451266016,0.005159904823398664,-0.008698577265027431,-0.021272792421780585,-0.00011657234366084678,0.024841670968932875,0.01638210335220077,-0.010029573763530739,-0.010682350662959151,0.012325171135576003,-0.018845655139407818,-0.008189363796971126,0.020932671441742035,0.005556646739471719,0.033458304544468236,-0.011846930019390719,-0.0028304838674833646,-0.004726778668348714,0.001335359836596772,0.007829081441753111,-0.00953133519730701,-0.0007506008860298354,-0.0020407551957292987,-0.0015225934577065925,0.009554252569286978,-0.007215064714067638,0.008155506572326334,0.0008914400983104204,0.0160369606436394,0.006599514905550571,0.010608900395022804,-0.006908292720546182,-0.016222124160101135,0.041620519947289825,0.03698736679451412,-0.014319812009309279,-0.028829317803668764,0.2518237275883053,-0.005519528296953969,-0.016077768685196503,0.002250639035940602,-0.006862973033645843,0.009407254902166323,0.015615440686875433,-0.003678375016113754,-0.02192184308803837,0.011215522004185437,0.012240900310357686,0.01677280059487685,-0.00030214135585062855,-0.006467858322645766,0.010079081394987711,-0.006927529560950533,-0.01188884877573872,-0.002237322920774892,0.0055535927500364995,0.03902942879848994,0.0025901494135352346,-0.01819705688481478,-0.017339889232937004,-0.006959097522347129,0.004083622463979365,4.655644914,4.137458535,4.396551724
