fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,CIHigh,CILow,MOS
0.005294386337459429,-0.0005927450704909728,-0.004665761166105232,-0.008808436366739199,-0.002990783798119378,-0.003580544896856027,0.003006874482607165,0.004314391461130719,-0.006908521625431948,0.002324094038361741,-0.006661138049692795,0.007754113932806885,0.0034351591872867496,-0.002713887036796241,0.001121675590033244,-0.003891963525466206,-0.00028813437364938303,0.003789361639979336,-0.0011119589474685159,-0.004987752896054109,-3.2606426051131835e-06,0.0018027809614085011,0.005469608638164959,0.0010326952804544426,0.007105114780652443,0.003999746322358801,-0.004258211920866635,-0.00026633463831033136,0.005988243669046413,-0.0032688971394140742,-0.0044728261222015,0.003624979496904263,-0.00042763177327379573,0.004205274171631445,0.007632573625210493,-0.0039417266347736854,0.0027345061359418466,0.9909685863983652,0.0007555220314619279,0.002151331824228604,-0.0075115863163562014,0.0031255193722134517,-0.0017096647254566163,0.0049712170589997304,0.0029862172420251814,0.0032391024332360514,-0.0066917862111893186,-0.002985415527672354,-0.00414486158536305,0.0034151634984297347,0.0028657593258373895,0.004882806668923499,-0.002956161202520314,-0.0006101445629056435,0.0021931148864723663,-0.004343202388493873,0.0012415357577788351,-0.0034976563371360517,-0.00398868465165051,1.424230754,1.075769246,1.25
0.004280320300796301,0.018417003281924322,0.023974385237958987,0.017170329245961354,-0.013522351625828882,0.0029208263597820835,0.015944352358330267,0.041576784461206,0.02135965969246154,0.01786292753321715,-0.03870303521346792,0.05617008190655342,-0.02611253099739425,0.1105263810543982,-0.009263858297205467,-0.003251361863711813,-0.013460749850431863,0.010649118646460192,-0.05422154872808713,-0.029772186888866795,-0.01922527985172412,0.02938142785213666,0.025837827640599192,-0.026636917353431926,0.022049593958613025,0.02250342321503785,-0.0007085500048302257,0.013556909536924662,0.12606871463768685,-0.010442998019676887,-0.01476019552777636,0.028294693041985994,-0.0426891535519316,0.0029329043072480613,0.01207958521887547,-0.039815377108603736,0.012530363202859093,-0.006716624090585882,0.0600234592700892,-0.012609308702980764,-0.0620838856341427,-0.009895874950445641,0.03881428086651203,0.019838301455355388,-0.0011877708199306948,0.011088433772371648,-0.028423625347107455,-0.024149336995376535,-0.10367653374532634,0.007071268909744825,0.006755830495267892,0.04362843062946864,0.0029437362638871363,-0.00926788573524498,0.005461965362474205,0.0006668616010495532,0.021742403474066214,-0.0035183663141253253,-0.008685152665065891,3.369995498,2.880004502,3.125
0.012702408430523351,-0.033015878604802484,-0.00668156690475567,-0.0008187097198004392,0.02774178732924469,-0.03476891306101822,0.001304689615234893,0.020180079009820464,-0.04560188152573347,-0.006192627365817188,0.026461631616479613,-0.06083244627170985,-0.09769645115095542,0.0234837250474433,0.012134710080628174,-0.018805274103528117,0.027217811049237244,0.0019554319362043064,0.020786828389715673,0.026611295296523108,-0.030313012721788987,0.011085846591889135,-0.040927450751230686,0.0031663118612022287,-0.053292823485919884,0.003805879611919054,-0.011232998270523013,-0.0012643459744502356,0.04410150851542474,0.0041526325148063675,0.009904990707063977,-0.02582187678222242,0.026095612127500986,0.003466652263845136,-0.008209493520436881,0.038078037053605046,-0.0006664384154573872,0.004917595025317321,0.039548909182733044,0.02779741276284659,0.0031458756456673198,0.010718578300282378,-0.038340643107840224,-0.39142460222513353,0.028345818444073294,0.0018276542192314652,0.008608818105092272,0.00982244689786758,0.0338506166979651,0.006569606365958162,0.03536996840334261,-0.0320201277929827,0.00040389907604927115,-0.007222906598734614,0.008550752017922034,-0.04846107343470318,-0.02316526343495234,-0.014929439285233647,-0.005618787413419197,4.804087,4.368326794,4.586206897
-0.005273419108012732,0.008526137588983925,-0.036510993909673294,-0.038381175213271335,0.03882902736807321,0.049746893070694485,0.012227871517045588,-0.004766612938758437,-0.055430567645331434,0.016014470162749095,-0.02746728731362461,0.02116644212470465,0.053247716513602585,0.009336946459013156,0.0046301459887776565,0.024037699263792334,0.006775654716184005,0.014789491406263552,-0.05576858559755339,-0.07825690604604087,-0.0026133328884387938,-0.005875694040324586,0.03307352314871536,-0.023479880033877545,0.06032215039448767,0.0036515693314277155,-0.008915388704300661,0.021971244975280694,0.005295877391992718,-0.014184819287755635,-0.033856572320754036,-0.030428208748678486,0.07135391703059213,0.003888007582490049,-0.0459544972180848,0.012613417093225979,0.03949500811336357,-0.014000724496706848,-0.0430097302855997,-0.0023330215835399184,0.015083797390936415,0.04582633569277277,0.005114407127677363,0.00746843120229135,0.01995060262372127,0.0007982915054952222,-0.09060551922690495,-0.014286000856820765,-0.08661653343301817,0.007953391398489055,-0.0009573701662798475,0.021614353102552067,-0.023257117760753086,-0.012478662092895875,0.00971062090665719,-0.04521817723239203,-0.048737811670095145,-0.0034008826763356455,0.02404657797918154,3.431346944,2.747224484,3.089285714
-0.006483370670870349,0.004846801618899204,0.0016886947947084836,-0.0009218988620382507,0.002824818400966564,0.0014369097691585952,0.003982299066609873,-0.006684199915147687,-0.007038374640529442,-0.9742905170486097,-0.0071015896587992376,0.006757260449680121,-0.0017061172344278752,0.00010199726515349698,0.0018480002014655598,0.0018044024144159908,-0.013679928588147728,0.006694196150651428,-0.019766586073672522,0.004225551338361483,-0.009794776704348427,-0.002078960836672932,0.00885263039750032,-0.013992963167399059,0.004588800733738061,0.00026176341351861386,-0.0026756087147914607,0.0109930575874506,0.0036688714410770605,-0.003927691635517286,-0.00587351063263984,-0.004745687559461659,0.007991210870046004,0.0017229583220375409,-0.010215648679967796,-0.00986240672426675,0.013188878760022518,-0.0023512194085634156,-0.006337180936406053,0.008419570633315974,-0.005646054059838865,0.003086657520646796,0.0011291911079297882,0.004988833116992846,0.011149618766687847,0.0057087559364537846,0.006830962278283057,-0.006091477052115953,0.0009462148791326156,0.004936967561725049,-0.010049342352216382,0.002132580831078767,-0.0031763956542803203,-0.002896397095216778,0.0061415358244148776,-0.007972298020045095,0.0007803692898633708,-0.0008214663379566454,0.0018326685473045153,1.384178612,1.098580009,1.24137931
-0.02262926001170834,0.0095064025344815,-0.006175948962096225,-0.010344397891211771,0.05386067308812932,-0.03779084214917937,0.004493668903542156,-0.029152226451116026,-0.012384143460956135,-0.004288206615891312,-0.03049376104641284,0.0036584508184192796,-0.047927932713047135,-0.0690983966676339,-0.03821727557569728,-0.0030389337941152546,-0.020952888709072866,0.011893248865886174,-0.028591502009713703,0.0067164201771370904,-0.007553260086501154,-0.04545346712906039,0.00982003557471985,-0.02632179248465907,0.010109407525035844,0.006521192464739103,-0.003850803110499846,0.0395507913655365,0.02501301890373417,-0.006180938815171856,0.02526134437644466,-0.0394308877753554,-0.022074163308348008,-0.0009854136508992486,-0.006648590731117847,0.07750972066213332,-0.0004044115784913297,-0.000457450180431066,0.011552294407321207,-0.02056284658326172,-0.017931462786326763,0.029946329655362678,0.07250113081064004,0.008847593409478103,0.024285246667716788,0.0021696379156327587,0.059248239783326086,-0.01024746771263357,0.011460971041498761,0.025722471401839083,0.0011491060782181078,-0.005607616220276972,-0.00691862953426892,-0.011364273209172418,-0.009838046212858439,0.748782991649664,-0.031541267465886244,-0.0016764684515340035,0.0017703416492695718,3.165961789,2.619752497,2.892857143
0.00812876813746237,-0.02334539651504491,-0.007411917033868128,-0.04231492880959311,-0.047083856418248145,-0.018037621396896557,0.005008673376029531,0.008498296975921233,-0.041054453751064646,0.005358679837629182,0.010550682595649449,-0.0047355351032927215,0.12451684150127851,-0.05104946893571952,0.012487678349788683,-0.0008357981212791616,0.002094117580780915,0.011234420630944724,0.02361413742945424,-0.08876840790607689,-0.0033179751920797843,0.0011809612193298242,0.0293890587847635,-0.009214463263229134,0.010792233140699605,0.002839259514498651,-0.007098980022162513,-0.001018859957685072,0.005958590748264972,-0.007463778731302098,-0.022093094374937765,-0.0040447614358088795,0.0071183451652572,0.013423581420793099,0.02166472457298556,0.009161822175744062,0.004228268011444335,-0.013254510125051295,-0.03731586329756953,0.020338019953729358,-0.02939899793452005,-0.0078201846990101,0.00039884369794384276,0.04252413431756533,-0.0043623331532801225,0.009503712482154664,-0.01178829447538571,-0.014617411835766779,0.0928314351670804,0.008362724129315047,0.008064625181142508,-0.016048144065431733,-0.00741280003693129,-0.010820674252998918,0.02415065193778051,-0.00840862793638025,0.01321811563453414,-0.007659839839290009,-0.027821226781725963,4.371789143,3.869590168,4.120689655
-0.00019593535447585316,0.012566850176656104,0.030603645795175383,-0.000689759017909988,-0.03033418733208557,-0.018440230813947835,0.012406623986331378,0.025044825319268493,0.022914794278529826,0.017276269472516915,-0.027341800471465855,0.036971672372799406,-0.06906328435997328,0.10711214649810408,0.002688515480175039,-0.005418654026306395,-0.017299837434156116,0.007988883773595815,-0.045892385858365796,-0.0569341681416819,-0.020388533553974585,0.03211212950299534,0.02531803226234377,-0.027083055318329975,0.020713859196337437,0.015264957475426959,-0.003731094786744013,0.025777711989774497,0.09931375766375207,-0.012047594345317497,-0.00831508130808867,0.02080260380544049,-0.05083206669311081,0.003387231831274407,0.0052972157620843575,-0.04293983513283835,0.018854237813579634,-0.002204753604988762,0.03564298231948629,-0.003476141404972866,-0.05867169503578649,-0.012356614337243459,0.04295884381353915,0.04253845066369058,-0.004479079941147993,0.00968386654644798,-0.016753724251728004,-0.015800937029868425,0.09261699467142571,0.008950429833207178,0.004625829273270194,0.03604216755246201,0.004168810273776634,-0.00909970362431864,0.00817108934587478,0.018074213540546245,0.016347700758663333,-0.005393232165714204,-0.020360769766068897,3.312221095,2.887778905,3.1
0.0043974918170313826,-0.03924852582978127,0.0026190106875075138,-0.023312312225257266,-0.06477941859194646,0.06804414876365111,-0.002856166581543811,0.0073958944906939005,0.007761011312445516,0.009320138375011404,0.055558605247921375,-0.01745012577842625,0.028985769622910097,-0.010312120719533715,0.057199615782758645,0.0032569133273646373,-0.0338865684058294,0.01139361251441836,0.037030353424784175,0.05693201104965086,0.00047926940096611523,0.024420366299534233,0.002377699240092433,-0.038372792696440124,0.02633893448170221,-0.015909849758731373,-0.007058854877227852,-0.040251888011777086,0.17399397090920382,-0.0011076064294378602,-0.0006029380003684885,-0.019360923562491382,-0.001484421896301166,0.0022792737701891317,-0.006306050828396391,-0.03214133490254115,0.010920824000128688,0.0043965260338648384,-0.02483620749697628,-0.48627186812019685,0.02142193210462799,0.004175940351418746,-0.056857365341871816,-0.2658210484837828,-0.00863543320128404,0.009745766215510454,0.10397719682162213,0.004094817705535714,0.06386183686313339,0.00832005770395459,0.011894323324335928,-0.044668272726139366,-0.0036054632230501297,-0.008865322529586776,0.02704245420995954,0.02587740760363072,0.02317622587505309,-0.007489858496475466,0.0031298868207847476,4.756993215,4.311972302,4.534482759
-0.0021546239877848527,-0.003223450824229046,0.0027367391684369638,-0.006164849565646377,-0.003307732861196955,0.023261519652602505,0.01662029214832147,0.008095585680621648,-0.057542635407006396,0.01061398638191412,-0.009896388521349808,0.008423984297524549,0.061521217837903576,0.06053926237704701,0.00625241017974087,-0.0125105221843318,-0.01920934674118988,0.021446468772030623,-0.03483831908121954,-0.14814542024354568,-0.008283595493796876,0.006486035150121753,0.008064192275108113,-0.011705977063325507,0.03112490614387104,0.013124765874780987,-0.00021309079214520702,0.016603881991175316,0.05306764331680259,-0.013747680395559878,-0.013872198242539007,-0.020940916483467548,0.07680957833539788,0.005011328249070846,-0.02084852763134789,-0.002977293036651274,0.027423420256982647,-0.007202859350175226,0.03641313819141471,0.007792137612910629,-0.04861387543458305,0.009089693764260384,0.02813822194870405,0.012021534815062835,0.004956753671702396,0.009919872371031485,-0.037758639817437926,-0.019406659828254944,-0.1018741116422569,0.012959680514163132,0.013650322846848813,0.016741430501117982,-0.007086467208372396,-0.013870313760909237,0.004928544864010189,-0.013184526343509691,-0.009148003022511982,-0.007435163643042477,-0.012969728001337211,4.655644914,4.137458535,4.396551724
