fe-1,fe-2,fe-3,fe-4,fe-5,CIHigh,CILow,MOS
0.10583121239805347,-0.19995150158766323,0.017196006201304858,0.009075828684721302,-0.08332743316385005,1.424230754,1.075769246,1.25
-0.105312904457632,-0.016748218476026727,0.0798362304244481,0.0017937891139518252,0.05099997043900352,3.369995498,2.880004502,3.125
-0.15139817268386235,0.01508291772124424,-0.18458452247469184,0.02548755668541614,-0.08064534794218492,4.804087,4.368326794,4.586206897
-0.034090177020748826,-0.0028192925160199613,-0.03526475140373633,0.0012609954357335892,0.07987960154639302,3.431346944,2.747224484,3.089285714
-0.08575377302322859,0.04181534445014962,0.062653483653694,-0.18864147091291783,-0.05880249657277712,1.384178612,1.098580009,1.24137931
-0.10276389832539339,-0.06763919254690193,0.04503600717527758,-0.10087955842258545,0.026633084387381687,3.165961789,2.619752497,2.892857143
0.030551771226560394,0.0040720100296206575,-0.04768303523800899,0.0035019250548396644,0.06080375811837491,4.371789143,3.869590168,4.120689655
-0.10551026251496955,-0.016691460925854634,0.07959262788928306,0.0018928600723541924,0.050294691970832237,3.312221095,2.887778905,3.1
-0.13321028885553413,-0.08037088898900599,-0.13664573371179353,0.28988541856351846,-0.17338789530080395,4.756993215,4.311972302,4.534482759
-0.1035574984679506,-0.008046864254739439,-0.02962948879089573,0.001684865814778105,0.07966568217284854,4.655644914,4.137458535,4.396551724
0.09011363294716547,-0.05165777610906252,-0.031106037414069296,-0.008295806476187547,0.031786654883506855,2.970983131,2.251239091,2.611111111
-0.030526375578221555,0.3064654856083967,-0.08990868139843762,-0.012220603487574607,-0.10652145329444061,2.686788331,2.05395241,2.37037037
-0.07017833261945874,0.016552338403539354,-0.17472645305585033,0.01895753614335021,-0.03620422507487798,3.044920759,2.339694626,2.692307692
-0.08435482060444262,0.1719583011575589,-0.04574205362183969,-0.254491404920355,-0.14505646228110144,3.95457961,3.30467965,3.62962963
0.09451121310910474,-0.032019049955005006,0.05602518737520731,-0.05870583362341918,-0.008352724803273186,2.576073139,2.123926861,2.35
0.09349959324721573,-0.052743992274340304,-0.026634265576017186,-0.010061094040493953,0.044544463536969545,2.728516741,2.054091954,2.391304348
0.03100595939734518,0.003931530856179332,-0.047104620203950225,0.0032729369920877346,0.06245074310449282,4.23399043,3.535240339,3.884615385
0.09950024233414992,0.004233359008022394,0.011931652934354952,0.0033282064797100093,0.045693745971627994,2.558665314,1.941334686,2.25
-0.10001391383605691,0.037639775752641956,0.1101258803392099,-0.01059910827054623,0.014532884289485244,2.137035504,1.690550702,1.913793103
0.056860814083731726,0.0832517513471223,0.0773226940516906,0.10383372998368584,-0.01934498489838601,2.303374142,1.770699932,2.037037037
-0.07699210875464212,-0.015088675265673012,0.039934454411929,-0.008953921737992905,-0.26744967721010454,1.471686809,0.994979857,1.233333333
-0.013801692574355349,0.19375720867929253,0.013372533534376597,-0.016395317604142683,0.00903627613159914,4.625796982,4.159917303,4.392857143
-0.034020453437812175,-0.03655700392654506,0.08315260377414743,0.07510491523898533,0.01413915311929502,3.28166657,2.785000097,3.033333333
0.1444307323837739,0.13826494180365512,0.04304465405573094,0.15590181109120566,-0.027065764686467132,1.786571514,1.313428486,1.55
0.09103529621978039,0.01998382093983104,-0.157040913488859,0.006688430861349745,0.04694718431326534,4.400800178,3.806096374,4.103448276
0.02710368523681475,-0.004087145103184431,0.059551579512765254,0.004490149244589189,0.025771264619849577,3.448905722,2.930404623,3.189655172
0.09483292609988712,-0.0827779652327906,0.07708658945319412,0.009069299961724503,-0.04874619610647053,1.659640274,1.271394209,1.465517241
0.09091800974224816,0.02002530859487397,-0.15720886638345705,0.006754319898417592,0.046471488189619985,4.392735837,3.814160715,4.103448276
0.13421212988930706,0.18449790379597863,-0.04964835239759698,-0.26089344980655754,-0.10723924150597096,1.965763382,1.498522332,1.732142857
-0.023222812617577693,0.042321319518240516,0.10619298643429899,0.06662360124088414,-0.00514696350252185,2.518109498,1.948557169,2.233333333
0.09876150698393503,0.004467045381297741,0.010960317907980174,0.0037134573019269802,0.04290950453482127,3.636244181,3.018928233,3.327586207
-0.03576176966411021,-0.00753120379982567,0.02851525555566664,0.002095019172454263,0.060353007662262315,3.91045444,3.503338664,3.706896552
0.10479234010503113,0.030181763703982033,0.09424306647650284,0.06484842254092484,-0.04442195235773814,1.945329132,1.488004202,1.716666667
-0.1273480174918793,0.007394612071060355,-0.1529262718706911,0.013007342914386976,0.009728166230538593,4.119839898,3.472752695,3.796296296
