fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,CIHigh,CILow,MOS
-0.0030833282434630698,-0.04126240810486925,-0.8274692914830025,0.004322064060794489,0.02277752292182317,0.022403533753092952,-0.015525437284478468,-0.0011125812702897095,0.14538448173011376,0.012087624962245722,0.04505030214493158,0.00454591989876555,-0.0014958610253563722,0.06585865920061025,-0.007782612844042086,-0.03576363482553821,0.005910106878861087,0.02496272564082839,-0.00911505378791053,-0.015384516566508164,0.018797499982392257,0.0054559707648080885,-0.014733158255665372,-0.04834429794454088,-0.004271486642358241,0.001138984216101539,-0.05175269448956704,0.018785023019434476,0.03996824517760777,0.0250257964299244,-0.0222612794581638,-0.004116928252696404,-0.02908038558566512,0.04598147113657566,-0.04517423068225894,1.424230754,1.075769246,1.25
0.009010566162658041,-0.016737088489256348,0.0036587403462407064,-0.07804216268871962,0.01047534367119186,0.01138300901542332,-0.016626507999328657,0.004747482737549022,-0.01447769914043478,0.008239972346560077,0.005678426607186947,-0.02795800788844569,-0.03402231840309876,0.01500990222201705,0.025583491192133004,-0.005353231181499787,0.15117618549241876,0.03595102208976635,-0.006138052152460803,0.005888457648827934,0.00949960619042623,0.09590565292417505,-0.004275385053597629,0.0035824975995471645,-0.02053585952202759,-0.01755930024924923,-0.0006091438374406939,-0.02773650243536552,-0.027913938714850362,-0.003415700122514128,-0.023002420716754256,0.0008199626945901666,-0.0038291709554070796,0.02263195009284128,0.010686452521259257,3.369995498,2.880004502,3.125
0.028412282837164324,-0.014552494435149001,0.004953922695071435,0.042535001291722364,0.0035541733621962716,0.011940162094634443,0.006609733978614831,0.01547769401109198,-0.001524270431907099,-0.36557114809563945,-0.0032119782767746083,0.022933062024075444,-0.014240277223218436,-0.004344906528844851,0.0017660687456633633,-0.016292103367297,0.01984309155884371,-0.03376584605070563,0.008572674374509504,0.017880211299767614,0.0014412713650079866,0.01060006609352395,0.014819678518754056,-0.01122681971892116,0.01066095743696662,-0.036740693409249896,-0.0055604038065430695,0.02736761647990562,0.033298985085576396,-0.0035092576070232377,-0.029505458015836372,0.005108233775033789,-0.014427072707829669,-0.016049454658380206,-0.005914011152036794,4.804087,4.368326794,4.586206897
0.03990548524885374,-0.011125922638856759,0.015334183776177538,-0.07189974657401077,0.030559384921506345,0.02546215106763879,-0.04260247863889411,0.017479041819066666,-0.012167901178000927,0.04391292624608787,0.02754971369286901,-0.001680506634853505,-0.03319592241877689,0.009263548791276041,-0.0001596857447695071,0.008865872760854777,-0.0676681851439674,0.004181642327635689,-0.011269491856233804,0.028964391532658656,0.011196222851794438,0.07694474163518186,0.025710084036593493,-0.05351471057828045,0.007556511810632571,-0.0035023743403645824,-3.5075237096839393e-05,-0.032453833404482726,-0.01248413786373209,-0.00951099872009497,-0.007099537924043748,-0.0006214926018534625,-0.011165552625307234,-0.0004131113214178075,-0.01759872621857628,3.431346944,2.747224484,3.089285714
0.0799119644016462,0.028357393636348552,-0.00656708196336065,-0.039424247708660196,0.11243986247614021,-0.08730656054124718,-0.6464669245765566,-0.04114987678526711,0.05492550895831272,0.0018420113470538457,-0.02201444872691039,-0.07504508428037386,0.31667585291755723,0.0005446759916077218,0.07094764889752025,-0.005554854715339365,-0.023992635187487767,-0.11935448799614985,-0.0014799188741969965,0.04110044000354027,-0.011208984551508512,0.0021278519159920882,0.05696543913944402,0.03403261969173836,-0.0539362694875302,0.06007042542304383,0.07605418277389797,0.021929324190228642,-0.010690589231074243,0.03731806589038276,0.05234494100214553,-0.002571723204540319,-0.055774775975277864,0.01930288077047841,0.0025432102208456024,1.384178612,1.098580009,1.24137931
0.018768606280208405,-0.05228760512785221,0.027440921958722556,0.09382782603917163,-0.11780132835865693,-0.17195081292773925,-0.015204132729414697,0.01554430446175504,-0.023046551423352508,0.03303000194849076,-0.02256639265091465,-0.03450226248886347,0.01666612263736952,-0.023721856748425335,0.012566763395802786,-0.16959971286030798,0.005803818105783656,0.036586457430314606,0.0033841158842006836,-0.09548556192278043,0.07334675301533654,0.11883047386681715,0.02601409370064131,-0.09915869381429644,-0.014239748535423405,-0.02713838572218412,-0.07366698479337445,0.1022445533404442,-0.07192786352367916,0.008223088235257208,-0.008024096411168097,0.02835169857473258,0.0003452773449695214,-0.03597275719941209,-0.03420709792657689,3.165961789,2.619752497,2.892857143
0.01494244959610422,0.021491438430130398,0.020380762989351174,0.09100923653249647,0.02475262064647977,0.02303406766686103,0.01070016376037784,0.0070878963908371445,-0.001398880799565043,0.04669052112892256,0.022165425136477433,-0.009039232850278666,-0.009200164048576228,0.015682512107761473,0.0010523821241745044,-0.03824899737488642,-0.10689015316146272,-0.01380309980472361,-0.003749452406687197,0.015649458922592566,0.01881518339107764,0.0018417051672085106,-0.045872085713287276,-0.024755162467886904,-0.02591537764944222,0.011352893847500935,-0.017571231976669044,0.01738522620087382,0.004553595994164552,-0.003810763169856861,-0.02421227764401499,0.007552861455776858,-0.0060564822091476065,-0.0007184575284894164,-0.005433681844968066,4.371789143,3.869590168,4.120689655
-0.0025337693615225957,-0.017986243148550858,-0.007298277858191673,0.09888979166293392,0.009952635408765632,0.012935904851583569,-0.00537718103715502,0.0023873342038317666,-0.016543097052161716,0.02623339236134345,0.008251706138796529,-0.03513299303336341,-0.02824233303303202,0.020591638731671972,0.024912804667130927,-0.006256615582259587,0.12873552256303536,0.04375277750557393,-0.009474253005972511,0.00548229574662012,0.003885529994397477,0.10598625665591915,-0.012539805443427166,0.010230393850554829,-0.028201827409015,-0.011744424539353043,-0.0005889754858572467,-0.021599870632595244,-0.03777848807847264,-0.003879641893499502,-0.009154829771841119,-0.003964612783954633,-0.007884986371374749,0.03311825994929836,0.020445383404834688,3.312221095,2.887778905,3.1
-0.003792747420829708,0.0047518684145284,-0.023756274954796364,0.04965563375159256,-0.01442815044587534,0.011337618581514414,0.03493474766314602,0.0018192672612429629,-0.012400288587823343,-0.26264467376695005,0.008313762716706702,0.4078708821821752,0.024554382674901704,0.013610225946117015,0.05577247789469667,-0.06453638357941029,0.08361608896600163,-0.07185842764820448,0.0035669687385912288,0.008036925285701676,0.016078406499164463,0.0394882230862728,-0.01907133654261621,-0.056660883605695364,-0.01961769532716566,0.010290989570578807,-0.04095331581064328,0.04038063454063484,0.04125272659862538,0.000444515294415764,-0.03754886413255468,-0.006408202947104035,-0.0020508541261813522,-0.030770854490198986,-0.022130533723686566,4.756993215,4.311972302,4.534482759
0.027393860202117797,0.0025293131701259364,0.021367113746947306,-0.0742858159842847,0.021373024297042346,0.02110178697148938,-0.014325738480308815,0.010260614297091747,-0.003579977198235694,0.02259499010630908,0.017970526464233708,-0.00906618570167326,-0.02917160409052325,0.009793263566692568,0.005382907256218007,-0.01502679804116725,-0.05065250125527648,0.00872854821626661,-0.006334260393000367,0.012406637828980795,0.013909113260798314,0.15863335748047008,-0.012923817629669836,-0.026117085723111517,-0.015409047792104209,-0.00285853158430048,-0.004242854641921638,-0.01220226656039417,-0.0015769947800873168,-0.009652799096100678,-0.03531883823703031,0.003447107166588768,-0.0007132739216689875,0.006313563496650243,-0.005473884626906766,4.655644914,4.137458535,4.396551724
