fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,CIHigh,CILow,MOS
-0.0019343959758050123,-0.00346463647656823,0.001291446868633262,-0.0017216297632661971,0.0014795450088513557,-0.002317066168444637,0.002884493732788619,-0.002307720125227481,-0.0010965658962151222,0.0010077311514414225,0.003029729889575695,0.0036779333326689523,-0.005031382710928491,-0.004475406638930524,-0.0022638349173829068,0.0049199838346208535,0.003273940802532146,-0.0028223716985249264,0.003575620030210115,0.004971889860092972,0.001020457459534549,0.000329447671630074,0.001548324558089459,0.0024927940539684994,-0.0013261515671965532,-0.0021168271758285487,-0.0011507183126509945,0.002577201718062542,-0.9934367104329618,-0.004741594762131988,-0.0015525154213675795,-0.00025249288533480487,-0.0031692508932738336,-0.006133043027689185,-0.0042476420751437404,-0.0010384609752597089,0.004802425684137205,-0.003078799094743326,0.0039611376135304435,0.0036357585528231655,0.0022779929522634243,0.00551409041815462,-0.003873256239344908,0.0021767837113004953,0.0034117507089226917,-0.004614138322659484,-0.00287237584583218,-0.003457528580080014,0.002308648656676598,0.005242519880955477,-0.0046768896992914364,-0.0027736886463412083,0.0019478959460525777,-0.003814455953118153,-0.005470478948460615,-0.001097307526600061,-0.005187515526030703,-0.0044439987365067594,-0.006620811890180454,-0.0026501845588823986,0.003807590721754562,-0.0005539274656601882,-0.0028370881362258828,0.005216673405301331,0.003582709148683037,0.0035704136331214686,0.0031291742372314673,-0.00012393751166370453,0.004587547395320316,0.00632983517121297,-0.0020177680754493595,0.002291471523934008,0.007422014293183897,-0.0034687018015472394,-0.003279750874202312,-0.0028598503461454827,0.003752531629647504,-0.005004302248923434,1.424230754,1.075769246,1.25
-0.0038876283624738836,-0.015268974587646063,-0.1026352491078134,-0.014611116191007783,0.02668317697987324,-0.02764892667346704,0.010683188671675331,-0.056926700733262316,-0.03734086343779427,-0.0028260535330195758,-0.00395622429176546,0.008590667641811909,0.03493257848933169,-0.01997429189321738,-0.00742491163497001,0.0528192505272683,0.019592513480921413,-0.011906372386140325,0.006394120662665837,0.014531370507203156,-0.014661090455078175,0.004889577435733068,0.03454556745248548,0.0021031755099789403,-0.03434220134997371,-0.0010209389162971227,0.012362513271130741,-0.057691624067147985,0.010262220790042737,-0.04359743917435718,-0.0075366445005112595,0.15537613726256047,-0.014261842871220778,-0.06788606800985603,-0.008486574004472926,-0.040160491005390306,0.02275042524923359,-0.029036925666257284,0.022628985081482252,0.006804115081346265,-0.00509159388272136,0.020138275557187012,-0.012062316656477284,0.10953945765207819,0.012278090277047115,-0.03271455317237562,-0.008534658301057109,-0.012111986572246996,0.017823058711903702,-0.015922115799149417,-0.008679011670046657,-0.022615279265695617,0.014154145041886076,-0.012511337703034413,-0.00444204962293362,0.07603017528227302,0.00694454599270222,-0.00042557192023486045,0.008962594451224874,-0.006462754787121973,0.005353511641875859,-0.14118181108401173,-0.014313303707047559,0.011137479807654619,0.008075351875278285,0.014257139147523166,0.00770195029345875,0.0028180931070179126,-0.022051527854805374,0.021451019565920132,0.009522015037189229,-0.0013325992475790817,0.020608263624157807,-0.0011124630930944338,-0.008088882111889776,0.005277685678642344,-0.006973636009709285,-0.029905576237234745,3.369995498,2.880004502,3.125
0.00903376346513405,4.92818595276215e-05,-0.006409453967967371,0.009892060046803498,0.02118139420302886,0.014636026581836515,0.0033690563165811654,0.028816267332218745,0.006020850143040981,-0.045090314292744495,-0.004340246575514312,0.01138056515831974,-0.0200457219730096,0.014547776524493785,-0.007347049797120984,-0.07024830564665088,0.0005030029441328952,0.00035757081533218196,0.0014863037978334818,-0.001146602619752729,0.00012436701439507293,0.0035644381771957373,0.02425095351172154,0.020596760712514293,-0.046598693784476064,-0.019668323022486417,-0.04658820154017118,0.04626371372658116,-0.006508844645180529,0.02849025493590686,0.027092471945056724,-0.07106166691121034,-0.008975016226620116,-0.07036126686956333,0.005962489365102117,0.02522191487706332,-0.019058795061756655,-0.005699057211400118,0.006392017538971988,0.0004095731093491398,0.011549930918538752,-0.00814437728185385,0.0006149290514574322,-0.015914316466217004,-0.04837597329924117,-0.02872196818668713,-0.01667772492122389,0.0041079074252023005,-0.005929685855002496,0.035800933939959464,0.018014517541438752,-0.002412593148141464,0.03316838078462827,-0.0004681884595935554,0.43133965115729384,-0.053739604083587945,0.006268359182841357,-0.011233459231868751,0.0245431437242112,0.03528843236448875,0.004244662458357309,0.019242965646066104,-0.002069883269444682,-0.025550333424852925,0.004592821794115858,0.011208958103998887,0.005940043866829554,0.02733452366347668,0.022532800671573563,-0.19405551459210302,-0.02484519734574646,0.037766472808956765,-0.03804371419850632,-0.022707019575064758,-0.0013210514660828153,0.03334101751000978,-0.008200706821069543,0.0046109762574443785,4.804087,4.368326794,4.586206897
-0.010072707898934417,-0.007164779284648609,0.06454024407748857,-0.1293147876880268,0.029148776655167463,0.052910637553006595,0.004997511439169599,-0.05021141864717765,-0.04182988975841115,0.024301093251525505,-0.11582661015118025,-0.006576448082241526,0.02717427657478759,-0.0009049594461283662,-0.011490689588666426,0.0385862758901707,-0.007211294720325672,-0.004750647303679309,0.004036434635886729,0.047223418933944675,0.0026782681748923056,0.13482037903096006,-0.014712402333880523,0.01648658097547343,-0.014239947631978016,0.012659760294066054,-0.058851936680474705,-0.05855861092414663,0.017450114017117192,0.0104768787154749,-0.024792333328164752,-0.10714355364732335,-0.004898504436231573,-0.05963899670250519,-0.025492169209786936,-0.009203461195175311,0.060836707000115564,0.07011327611837985,0.08430977330254205,0.01897737192421574,0.04492573903440828,-0.06783405294292374,-0.006212005462824108,-0.006247265851282417,-0.04201473518328002,-0.026225696618100803,-0.024151151198659855,-0.016327823996838145,0.010231696887681475,0.03175009248247016,-0.024228615168840867,0.07735713961329754,0.03400298222209945,-0.006852640412410607,-0.039548168386744575,0.10631555650415411,-0.047742781945360344,-0.00592985474891904,-0.02080803108708423,-0.14167543166318028,0.01387948609495262,-0.10004495522634767,-0.06406212652511518,-0.03794981601769827,0.015253260268703125,-0.013340287414496665,0.006092044491364988,0.03534535493333265,0.05625805910450026,0.08757475115370782,-0.01951374395989523,-0.00706765629766952,0.14899620153342752,0.0005719432798782622,-0.01556793963442097,-0.004590534694491494,-0.019429114722510868,0.02908557155245477,3.431346944,2.747224484,3.089285714
-0.008672411860954124,-0.004004426244537175,0.0017038620262736525,-0.00921125490851158,0.0038271748950095483,0.004009785124507062,0.0003742095124793713,-0.00028770992368476955,0.004753838053881496,0.004242542564441427,0.005662376217814719,0.0053119249281772555,0.0006041784003449685,-0.005874813700096126,-0.0030649095784630142,0.0018741483367701235,0.0020384351746390353,-0.0031547325487241394,0.002944107983265487,0.0016419525274702662,0.002021920462406605,0.005436135071089449,0.002158074253335647,-0.0002835129531457168,-0.0037904109230258226,-8.31294452223131e-05,0.0025820144628450046,0.002432926686728549,0.003432199053069842,-0.0004257330736518066,0.001626415416996215,0.0006378618826845325,-0.0030467757582605167,-0.007530130992438476,-0.0008929608889650212,0.0027486035552288846,0.004377121253369606,-0.001763582039203153,0.003146263470510643,0.006087739855590024,0.003311252973626464,0.0006261106026387029,-0.0031056942636933918,0.011117517427557146,0.0035514661083014655,-0.013028440967991694,-0.00806254786682349,0.9870610028163338,0.005151754791049493,0.0020026979309349913,-0.0015528784530789463,-0.003445377833676,0.0041591672717894495,-0.0046379292442840165,-0.007661034915444939,0.0006856691499348162,-0.004458296620333869,-0.0040950981043650385,6.857220157285459e-05,-0.002927241047501526,0.0042106535817504984,-0.003708363837510094,-0.008503912276124712,0.009005349370269351,0.0029799682821249197,0.0027784622889495377,0.0030237535315295995,0.003823962212599615,0.004945630159711975,0.0050301544527934115,0.003281608651914553,-0.0004908031880112104,-0.0019929394758377503,0.003754911013482189,-0.0028205701156238184,-0.0014521909167304577,0.006685125502552673,-0.0031993992773137643,1.384178612,1.098580009,1.24137931
-0.049025240018097244,-0.016302663048992055,0.005022126973301938,-0.050797781540849477,0.007649886957376245,-0.00028418668417641297,-0.0008155581189752914,0.038093592498182595,-0.030955862435039217,0.036803562206502716,-0.027360072952639578,-0.025468783367201767,0.03732991780367992,-0.01067762411346501,-0.004238775558669984,0.0038447768896773082,-0.006489007742753335,-0.018347410933305025,-0.002397559943361333,-0.0061272920544050875,0.0299395774220613,-0.01468830134530489,0.015387868823904962,-0.01531294857901958,0.058220470364111016,-0.0021620474426125597,-0.04175830867986009,-0.04925353577445191,-0.0005224964006138859,0.043329114844410446,0.006151084736983026,0.047977726136058496,-0.0002362452335663818,0.02916024123953495,-0.0038493460111005033,-0.024806501477928965,0.004571569333147389,-0.015473771084822783,-0.02907707701391023,0.01944631426929772,-0.0019219107937081086,-0.002148278451250589,-0.004789602556222111,-0.024346896078125287,0.008705007819187602,-0.05172470843143484,-0.007198847192447268,-0.0011108338434883279,-0.01191627194242569,0.010979558558500425,0.022303464876271478,0.020130786589791852,0.012087549955603561,-0.0013437332681120685,-0.034619735146305335,0.0268721634589747,0.005979744045879106,0.005424842631866529,0.028544001406835814,-0.03739746986233328,-0.003080472728937082,-0.006356315851535692,-0.012764753454738199,-0.015488944171226265,-0.004465780242601342,-0.0001289590257088374,0.00039906575363842374,0.02182825787336482,-0.8661112534172216,-0.032431317901559766,0.003428604281402444,0.074421717890187,-0.06669526452549553,0.049579812580427846,-0.01353958138572663,0.060677235473556725,-0.04413123693150748,-0.012575965358541016,3.165961789,2.619752497,2.892857143
-0.007070551318907742,-0.017389751939778493,0.18582109798205795,-0.01516515206060912,0.003605215449749541,0.07863325250952956,-0.0024112131984848203,-0.024101291449580304,0.04346323792780623,0.037195034712436716,0.010487016841748489,-0.044712165283035905,0.0034716460669855067,-0.031154029911295445,-0.007405046977756556,-0.07475740766511615,-0.001655575485248347,-0.031749357042900446,0.01078485170638624,-0.030969589480497127,-0.027441095508564675,0.05502040138174155,0.02070872044679248,0.013396424443940468,0.014481767603615943,0.002189823510866776,-0.028785485902637045,0.11117402609098426,0.01099096388175733,0.018447052567053094,0.03515182581648157,-0.029362973288468784,-0.010266166737316099,-0.051705795761430084,0.010289930991867882,0.005617259112652781,0.007066972874621992,-0.02810751077418518,-0.012043498729829318,0.00991890735720514,0.02181790449920338,0.04549543676463343,-0.017818056709376615,-0.008108652284633306,-0.06082101374021785,-0.045115541194334745,0.005066363170989698,-0.006750448086700876,-0.017656405406138657,0.03048070615957983,0.04070054958319119,-0.013179030600232266,0.008354545447383312,-0.007816708657509913,-0.03368166284520056,-0.06844391355690145,0.0007121270463738284,-0.01850485510939679,0.011460247823700278,0.07246942039646521,0.0067673028465104375,-0.009450659286966203,-0.012280253125785387,0.03115856862050574,0.00488933242314681,0.016623295427227607,0.0044045763390428,0.0024797660556898065,0.03014722893239108,0.08862781114321981,-0.015369690948255051,0.033489801886458656,0.007269704979122478,-0.004536773235330398,-0.012899230559722162,-0.00785624455554793,0.009679549765625168,0.006381923563774121,4.371789143,3.869590168,4.120689655
0.0016402003103424458,-0.013962285347680395,0.03880327369981671,-0.0013413614123146409,0.024702757895122822,-0.0005128389325005479,0.009730702082395598,-0.06778343071623177,-0.01865761100244086,-0.009214983475374396,-0.003323985698055243,-0.00696859280803434,0.007439129449350805,-0.022725265100098046,-0.007088597443095305,0.04237056868644189,0.014858077867507882,-0.014734257119289513,0.007129397215721279,0.011080535282486259,-0.027577196726118927,0.02819799209173854,0.030940105508171178,0.008529904714900892,-0.012641252970530745,-0.00011415324417195177,0.021531354568443708,-0.02586330787239239,0.008061465594696303,-0.012900219044329562,0.033840491976250386,0.2483199499552502,-0.010726195445308251,-0.05272327039477939,-0.0019765219592014294,-0.030022690152928275,0.014077286747821402,-0.029921491451156464,0.050394765145859874,0.0018600656661745553,0.007547425717002474,0.029092339738226003,-0.005260751609083979,0.07685804800825087,-0.00660988916177316,-0.0054271051187415745,0.009819187633971244,-0.008919517250035808,0.017382166290889862,-0.014691033542308031,0.02471880535638291,-0.0239700046422175,0.012302013278698494,-0.008107675955532103,-0.022876809351991285,0.029742402309715994,0.0042910773581051566,-0.007149772625022644,0.005121828219184018,-0.023103738544196353,0.008366619315871418,-0.025341723238100577,-0.008579322521173357,0.00025056652256163293,0.005319843054567352,0.014449551140709678,0.010193697633152218,0.008817809644377951,-0.02204905187344956,-0.023744568213190452,-0.008785220117079206,0.024642493535568473,0.013699332269928446,0.0035127379094473843,-0.009063839870556825,-0.02032452984636577,-0.009981535077243553,-0.01357490506736858,3.312221095,2.887778905,3.1
-0.026226213961129834,-0.015294742991895498,0.03162816807746376,-0.024346678122916535,0.011987539335788215,-0.0029617815948175643,-0.0015171151814301002,-0.05315208246276326,0.02734085249211223,0.04429660259047691,0.0540575705486697,0.042983851747992304,0.18148265936178104,-0.007742626759014969,-0.005696072907085269,-0.01629165347886862,-0.0012872287725998852,0.012353046467804241,0.002491528563907554,-0.005385678818443176,-0.0237208038045938,0.03842592348507616,0.018749564826607074,0.008443469955264965,0.004917537223014798,-0.012939926279904545,0.05057628431966646,-0.008867169498832643,0.007430408829984447,0.013752672638889723,-0.031133311182716464,0.07673388718441278,0.004404713338686612,-0.22110550004629703,0.0009974997371542686,0.0057017190168517804,-0.012417855176237294,-0.0348878869077622,-0.018089405225738757,0.007776386894694511,-0.023141746937331426,-0.007914748647775898,-0.002651920041619454,-0.45913344397363387,0.010987370731989498,-0.003136142973283574,-0.040616211502605935,-0.017404417829431477,0.033380792404279706,-0.0055646079926369215,0.0003080024936097435,-0.013263200652778556,0.0024532122312787077,-0.010061224710784161,0.33967098307735744,0.046991172961501314,-0.011917355334414034,-0.014194702252531805,0.0011938334644488666,-0.005511550304780339,0.007687398505308516,0.041822958027774276,0.00014872949897785787,0.11955681834139652,-0.0005555580424360495,0.0009401294225366894,0.004663569306428398,-0.07744470503726708,0.004626072405808434,0.057180567178584434,0.06089324521934135,-0.027706228388360624,0.04216158969894721,-0.0056980155528328705,-0.002802615248970307,0.025313697401102994,0.011705364793780542,-0.018484437402644962,4.756993215,4.311972302,4.534482759
-0.005905809013792356,-0.010089849965312557,0.07558645251644913,-0.03970239325049633,0.00601424414206988,0.00638435384522214,0.014081068470334291,-0.041542883309171594,-0.05708781396568628,-0.009280614776740866,0.026607719368032117,-0.010137736998763714,0.047084044770780015,-0.013399294846282276,-0.010932008203007458,0.00949821202396741,0.011209714900640233,-0.015612959812607274,0.007381680872826108,0.0023471128988598613,0.05774330869664316,0.017759246170523508,0.023094792547366808,0.009404464678782632,-0.013730295081133903,-0.007935293919942374,-0.018428914648844906,-0.021668450341898224,0.00702062524413713,0.016088781240036654,-0.023957865102971397,0.0009034766614531975,-0.008745200571437012,-0.04318378505531174,-0.0030880265857044973,0.00843864487086634,0.00935019843237871,-0.015746457308572617,0.033917392344135204,0.012761110950618711,0.005718182494538467,0.0053650560797470215,-0.010695000274066602,0.08393534834216408,0.015385975923376873,-0.033312980551980856,0.01917797928932618,-0.006359528973955479,0.009337825033667304,0.03559274692388217,0.017489715052335406,0.004156253476415779,0.010240529803815403,-0.00867145417798012,-0.017748621446581823,0.04566205270327179,-0.00521926880239676,-0.011393853458509509,-0.0003692501930745223,-0.021880376274155153,0.004217102613106131,-0.204007197421057,-0.009472714569709,0.014398765969684982,0.009138947430053522,0.011533649999478266,0.009694837920522593,-0.01780995950779311,0.008447067315863655,0.016540724323336656,0.00614325305252706,0.005755260193048856,0.008307262740290249,0.000480301634930019,-0.012344044190161376,0.004349268890963227,-0.005300510881385379,0.0024876695642397344,4.655644914,4.137458535,4.396551724
