fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,fe-102,fe-103,fe-104,fe-105,CIHigh,CILow,MOS
0.00013466921946264307,0.003210739382913608,-0.0036071642927372537,0.005257567070211198,-0.0055744360986410765,-0.0024480918133094275,0.004279512360276838,-0.004511259067326531,-0.002380038324540009,-0.0032995799639069664,0.003621802726716607,0.0044326145661527355,-0.0047250649116921395,0.001377811909998616,-0.0006841406496129645,0.0008276196603822425,-0.0037310831883616983,0.0042174248271716645,0.004607895577258968,0.002897368553954208,-0.004051266493958961,-0.004809683368246986,0.0012510133691762825,0.0038173211035068843,-0.004011107548591383,0.0012841185254746168,-0.994703307629199,0.0035740087563727206,0.002179982466195218,0.003295235629820835,0.0018475422204727685,0.0020985986095742393,0.002856071495702021,-0.00019776776341856613,0.002956510733683916,-0.0029521088635942436,0.0037470118830877567,-0.0045047514354387775,-0.0020606011189356873,-0.00015866083665657473,-0.003968558484616693,-0.003735358770531488,-0.002778258596484427,-0.0031803902935094875,0.0030466938393707526,-0.004596390241550905,0.004863443413408446,-0.003566363175455303,-0.0002905217835830967,0.00351552283778404,-0.004173314622890572,0.003614175741305559,0.0020066114793916663,-0.004102016197249763,-0.004725791509752071,-0.005596101532198661,0.003643198618053898,0.00276205265154451,0.0025942917589492913,0.004633294882719654,0.0040300043748399145,-0.0028083722029123227,-0.005805538055487785,-0.003961311292432068,-0.001808582494881665,0.003592526631072283,0.00038120995864572625,0.004070665687732593,0.0033750773511936494,0.0018472227245099793,-0.0003203961108340332,-0.0031104220108047046,0.0038775180989245824,0.0034756625917462146,0.003050061744835267,-0.0033301545457034547,0.0009858344108298702,0.004076193485243904,-0.004727721168713668,0.0007159023725740655,-0.004450970800886392,0.0037459666681304024,0.005448611477029377,0.003866133591965403,0.004608807765117106,-0.0011796549760713457,-0.0037020389077759208,0.0029773253984656154,0.002674548445940916,-0.005853201179443463,-0.0023070750540245093,0.003694597575870955,-0.004364721691961991,-0.0057112533951466146,5.946266966308869e-05,0.00485583689601143,-0.006707440003479858,0.0024548283801381207,-0.004108886207742386,-0.0018682577088911453,-0.003428642996657439,-0.0012035891427064314,0.0037061269580948024,0.003096482831209254,0.001976810109551865,1.424230754,1.075769246,1.25
-0.005866804868323073,0.022759063990201254,-0.008178735794452505,0.013061166031760257,0.0022840354540167003,0.00044061820255665893,0.02037663992090925,0.014369047077505368,-0.04880550385717992,-0.01593956042287582,0.014580335225672078,0.009624801892249032,-0.02905111972133652,0.010322643506998602,0.011529851989127728,0.03696691710047885,-0.010917090715068632,-0.021163400442483375,0.021227137112815327,-0.023430171247882093,-0.005447265514372905,-0.04060666087495161,0.03177540645421698,0.01404737305211674,-0.007911016533406045,-0.03305919383921392,0.009531475297229891,0.012481383355649604,0.01136461740938768,0.010956804230802824,0.017747994346199107,0.02021626632503821,-0.004702621338707176,-0.046119507835600426,-0.006076832545203897,-0.01662288019702133,0.0109502824384885,-0.0039054445514252467,-0.028407287052674653,-0.00420586326917998,-0.01473897351292863,-0.04286373200834004,-0.1252866907414781,-0.053258195885113616,0.019958461581980974,-0.00989369950334107,0.11241070792698217,-0.01016465091306505,-0.06038850756807726,0.013529652028125389,-0.008254708779805565,0.08523646975383722,-0.10353159037469031,-0.017710620821195015,-0.005832607440973582,0.01876965727013452,0.014097815928011752,0.01674401104204106,0.038985735530907645,-0.04363732935090686,0.01604424429977046,-0.008010131898399936,-0.005745897208734108,-0.015509898183419689,0.004358478964628486,0.009384395886264562,0.0695310381057985,0.03294093516629543,-0.01784133695788341,0.1856481930919524,0.2540247401823923,-0.03620286199208713,0.006924068593255566,0.01267546796599489,0.01207937151596076,0.029016891964540905,-0.017634845577804613,0.036771996064942976,-0.06867355687779535,-0.019684259250709508,-0.01696804062182853,0.009217703553715572,0.006458023688260844,0.08358666298963661,0.042176630020196705,-0.08195544969438578,-0.025753422904594474,0.015402701458758756,0.00016916321478221538,-0.015780703063557725,0.0005473727458004935,-0.009506957696906189,-0.02304433724846869,0.0016164237401194686,0.06787663988309477,-0.040023149301391434,-0.10703044278326561,0.024605654951271132,-0.0062320467819476835,0.0037203541852457588,-0.014731614693263045,-0.03371748492465425,0.016626209532136706,0.03377327661816317,-0.012613790998559403,3.369995498,2.880004502,3.125
0.019887838863456655,-0.00025904813176673934,-0.014886693625417953,0.015550497932142629,-0.008077659569392808,-0.0038014694226411005,0.010722007824650786,-0.04580839497435737,-0.03994108908137994,-0.019394190993741466,0.0084634291226333,0.011925560514271327,-0.03118730754759598,0.006327411957301347,-0.041358443171116144,0.030552530981322823,-0.005344077410548699,0.005234038341527471,0.011409487351558474,-0.002809566638574108,0.000632965492452666,-0.017508619889870472,0.010951624739797558,0.0048909010887935945,-0.0005342752566897426,0.01900347190056027,0.005575825625511717,0.008346128618626904,0.029474215442096992,0.0015252791374678416,0.03813077338285569,0.013919667519493912,0.013580934050742257,-0.03182534776614078,-0.0016992433359543512,-0.009291493203273452,0.008485354813639196,0.0054172800192452495,-0.002751821661805838,0.0010378326063247834,-0.00740686018075439,0.01695044491291548,-0.01121567100650658,-0.031491934316151604,0.005091816630323669,-0.01447129850420406,-0.6289692079827076,-0.002020538546849773,-0.028340509831667166,0.005276551031745557,-0.001989287456691502,0.03089861594744606,-0.018747172399634995,0.001833132565938002,-0.0086305382720136,0.003393136958384993,0.010233959467502735,-0.0026810691764954245,0.017752437285086783,0.013960832538027003,0.021923751624647807,-0.0006228076858729222,0.008373194436080795,-0.014304469676607335,0.0032852577092080553,0.038671148845940466,0.03697919856214249,0.011982526971952179,-0.0171103909631724,-0.11685226617780083,0.03032354563018785,-0.007692912232763456,0.004457677245543926,0.008250653201794014,0.0035920659282402245,-0.006768303546523178,-0.03695310245175012,0.022120048536335687,0.02265331703296298,-0.012478410090810603,-0.006940857368778657,0.007390406442993874,-0.004799944751085142,0.023638401780380326,0.017143163297067686,-0.011451592535485505,-0.02187519387679451,0.006164657000483537,0.011654994780136948,0.02031419534998222,0.07198819130057682,0.001319448871551234,2.2237498842375755e-06,0.002973258921350156,0.06924713446686796,-0.022699966073724147,-0.039994180216905234,0.004527422790374738,-0.009221774059480669,-0.007633853638062293,-0.0018643752287606284,0.023717213392953258,0.004443589916888083,-0.0066018009031157876,0.0009074094683214003,4.804087,4.368326794,4.586206897
-0.03255249718204195,0.02394195154625698,0.018270180350600847,0.0037328709936014196,-0.007180181257488488,-0.009576343751784767,-0.006901285087786458,0.007791817094483116,0.015027103387328147,-0.009706678227658966,0.006527991838777483,0.00021142311788572286,-0.014682190771088333,-0.023026892382710044,0.00742361905637869,-0.003278205043999249,-0.004649927135275226,-0.008234636375372181,-0.007946846383822771,-0.020828508713149296,0.00949745389149158,-0.010396479764230778,-0.01515179434724257,0.006259303909213629,-0.011096125550097207,-0.037443970411331205,0.00919621908838149,0.004625982254094553,0.03045192259258901,0.006767103149712698,0.0010377622597233479,-0.004742086182597873,-0.019855210331515535,-0.03603460491800002,-0.014150588945679336,0.003193791098382455,0.007151309295893258,-0.029016991450451547,-0.015298375751111431,0.0031218101241587966,-0.006462278878446003,-0.0008027133377530332,-0.016874347016028156,-0.0283869856674065,0.013897936392593457,-0.02609938948417651,0.021088111575470768,-0.0036774764272177025,0.0001401167851767497,0.000417382365407074,-0.003683326567817779,-0.0036924456676165215,-0.01855624945326593,-0.005595121261164692,-0.007368048601100053,0.007862582833153496,0.010079306799046948,-0.01044013861144102,0.025629441346429947,-0.04169689264695435,0.017498305479149816,-0.0013895532980119744,-0.025127224663599443,-0.00540987690567418,0.004628819794046773,0.03835443271040995,-0.007758720480123777,0.013849439333543677,0.014834963805551821,0.017345248379425127,-0.01930347269727008,-0.030488523649162387,-0.004435792582795849,0.006674245372552533,-0.0035220355533313263,6.338434382323006e-05,0.04269608988031435,0.021982587012033004,-0.022874887621465802,-0.007433973272897041,0.011796097222118277,0.004287060682197533,0.00294976772574514,-0.8735682614268885,0.058964291184859484,0.019169011901004757,0.00985721350296659,0.0021486077154842537,0.02267861200658523,-0.008234799004464105,0.011328502945535177,0.043478501932780064,-0.023751326314224205,-0.021811695202107944,0.010886235582314396,0.003946606403372439,-0.04275771912463638,0.012227366708331576,0.009418688235763709,-0.009006314872608554,-0.01721622674961604,-0.003976893382768024,0.005352518226416719,0.03161460121543175,0.036534896930686775,3.431346944,2.747224484,3.089285714
-0.002960063241647163,0.00573676937438959,0.0034152109753812147,0.0025903500627838896,-0.0005680861578841301,-0.0008861384697920977,0.003932281305921283,0.0027669102135995617,-0.004017579347520417,-0.001898642139997748,0.0036496164961816674,0.003648587538748255,-0.0003958602760302172,0.0004007260969272011,-0.0005182722441281027,0.007966431120918311,-0.003256846011975992,0.0005087872267880734,0.0021205445352279525,0.0019338916272430336,-0.0017284311560581355,0.0012596396063763893,0.0018731132599272052,0.00358298002731455,-0.004838343073117538,-0.0013688484922106665,0.0031009369187033086,0.003611814166326702,0.004622717532428599,0.0031052077982233507,0.0077285302270399805,0.0027149279292953835,0.0006185678118016151,-0.00934866263520564,0.003890901350087617,-0.002636720090546684,0.0038884879134873473,-0.0036656256682571654,-0.004899779499791685,-0.007210374859192095,-0.0038993426915826714,0.004003705969243901,-0.005856168358361263,-0.0038661312470883056,-0.9909941228601447,-0.0007996107521119414,0.005486001188997748,-0.003522884647422606,-0.00518441004786364,0.004037250084485834,-0.0020540375238462865,0.003535760571319033,-0.002724343670408208,-0.0007740066688519214,-0.0037618724443179378,0.0021612482701555773,0.004889369135040914,0.0035740324449471347,0.005874031525083396,-0.003119999526082925,0.0036517217379460096,-0.0034185205178565454,-0.0019838375579949875,-0.004248031701301616,0.0006863068990667509,0.0008099582625941235,0.001668032884302981,0.006566267603234179,0.002719954019020661,0.0005710965744526744,-0.0022730925112256673,-0.003584822226258722,0.002184924837943064,0.002806990100621579,0.0036174429415881055,0.0025913114796995255,-0.003859101003942052,0.0065850049743567595,-0.0043234117459365635,-0.007256211317053922,-0.0017693410034842377,0.0032277539610102123,0.0023525149212809265,0.008454486527442708,0.009486003478697463,-0.0025090718743764964,0.0009435909590621145,0.003511793011356392,0.008846100422661951,-0.003005938755063003,-0.0029706001929564515,0.0004490643097076586,-0.00454007219503646,0.0003477905500581913,0.0059544720685783155,-0.007999418493950491,-0.007875301452350372,0.004820637972887231,-0.0013583337684081808,-0.00529130560570306,-0.00609212206428667,-0.0010079942029085943,0.003888873259859918,0.007653738512531114,0.0010781092271022249,1.384178612,1.098580009,1.24137931
0.006397420241711204,0.004715947873550962,0.018266932927609447,0.0007443363921216492,-0.0011392373978954757,-0.018150659534632036,0.006985825637846297,0.00035897635730833776,0.00040713686131513065,0.0033583437892621202,0.005384107176485976,0.009756003115713554,-0.0013568913195710494,-0.0035398956641482567,-0.0012391455472296274,0.018135938650036557,-0.00373804096247961,0.008374680385923249,0.008446714990305656,0.014755780732257407,-0.0015171679300473467,-0.017927261917952412,0.01738489054945739,0.006571844998269025,-0.00769683112144614,0.02265447677036723,0.003728076528584665,0.004193874304750883,0.0021461213465889767,0.005070370784838718,0.006355421803064224,-0.004230736890021027,0.011010491521451584,-5.357789805674632e-05,-0.9527835247812254,-0.003678955029056391,0.0014544299325265667,0.0018387796131004363,-0.006667200147674712,-0.02167106894513007,-0.0039120917470618945,0.003843973468102147,0.015526106481566318,-0.008921117274923505,0.004475424077691869,0.009005131936399182,0.005982957964365693,-0.005777041982996863,-0.0005182343551679748,0.003632124256838414,-0.0045318202350812156,-0.0039951615193944655,0.006204789211827855,0.0006447853242913487,-0.004649063709013039,-0.012675829528333113,0.00812608957505415,0.002700995221915093,0.0012334202207950561,0.009380985612486096,0.012765511578823167,0.0003181830892773924,-0.007767857280242539,0.006617273304710208,0.016128001252919903,-0.0021824435087270983,0.002559058997552261,-0.0088744609966084,0.0015050872899379857,-0.0036409808147193717,0.010453734468019357,0.03899828621211613,0.004689559267679548,0.009148583595440735,-0.0008398122681963788,-0.010271782761617434,-0.00017368913355866655,0.013456776441537796,0.008212644721049926,-0.03315346664429093,0.0028722586306689185,0.0025650962189786193,-0.005055377656359789,-0.009378279607206965,-0.0013987276605752408,0.002639495627833723,-0.005328997313045934,0.003544812894284216,-0.009679658998011842,-0.003279305020798577,-0.012294965654760277,-0.00509163370870185,-0.005238845454624042,0.01541037265857857,0.009460248717496959,0.002080348063539217,-0.002984607868400731,0.00021734704540696498,0.0060106666288615666,-0.015439788706215313,-0.00689864878662889,-0.003326349095030469,0.0064299613585947915,0.009564793251290686,0.008286376323195415,3.165961789,2.619752497,2.892857143
-0.13682815437200682,-0.0034332867085028083,0.06926187973422109,-0.016757559330216526,0.01661295278921083,-0.03905628064472762,-0.006311053845042452,0.01721546121175736,0.05417115905714521,0.010385442234986535,0.011683075112657757,0.005701044711471853,-0.06064841174379983,0.04729865074370747,0.12908592439442076,0.032706090571833865,-0.007607657642045331,0.0010274585472829511,0.009732948666528053,0.04342427386191672,-0.006850721696882974,0.03188626337550468,0.11972142774931606,0.012233384413855535,-0.017088182762299037,-0.021702131480326372,0.0008540049119839764,0.00228166218611581,0.06492698369855125,0.004146813697320248,0.09137327296424358,-0.022971282655948548,0.05292259590196002,-0.039985688779540306,0.04240173840946283,-0.0015916870392955512,0.005325988979777505,-0.026403247373866262,-0.01889941605132573,-0.026622263513096326,-0.006671380913929826,-0.005101158107957812,0.06696944799089656,0.012041446969068174,0.009520907596444932,-0.029763760627319873,0.03621724360983045,-0.01225128362188009,0.18381970062101569,0.008813584006062181,-0.009374382105552578,-0.04602944562581403,0.040697692200510865,-0.008250758841477924,-0.0152767614855829,0.01611583586433031,0.008771461870119573,0.02314226264815879,-0.0031741492598825615,0.049217163781199835,-0.13331797123261285,-0.031724455885030214,-0.026429680891436585,-0.00579346848733944,0.06297776823319393,-0.0392821065512321,0.025920997371842378,-0.2531937112147796,-0.030634980018565572,0.08479034210177518,0.036708000705580425,0.061800487211863826,-0.008576936652828914,0.028349457934707754,0.00270511188412477,-0.05190821688849059,-0.07603175041991007,-0.007379165095538975,-0.010325228950160257,-0.06987121490431734,0.014442872873016465,0.009674867225774026,-0.010537783868378649,0.026188278035794932,-0.060292900365373166,0.0551563834408052,-0.022557536744922235,0.011136624176183179,0.01312439040739665,0.035216189420764314,-0.05335880915062976,0.07659839950847387,0.006171931725462465,-0.0036647585919795294,-0.011394043970376157,0.019665016955868402,-0.09281417013345854,0.013633609476798515,0.04272540962160795,-0.012031610608095912,-0.023270893799629568,-0.03850370240253005,0.006365852432714938,0.013816233910179476,0.0361681935234374,4.371789143,3.869590168,4.120689655
-0.04937729339997786,0.017796334471132765,-0.03176938260553862,0.017258236784694493,0.004938083670975526,-0.0006771906488131465,-0.005337481215274675,-0.03460331235566492,-0.013258083763323906,-0.017508082212225103,0.010217560205677566,-0.006236416674295946,0.04165044712537193,0.005975583242881742,0.0660325644843772,-0.020657856342073972,-0.00829899300440366,-0.016254715943737813,0.005018615605707614,0.031511390635364886,-0.02396323923690855,-0.027433693258347998,-0.019293381406732785,0.00905592214542311,-0.014094259687923298,-0.0032125348256867837,0.010454160034994955,0.011314565594528743,-0.006872998180014017,0.001202616622652851,0.019666813836813898,0.031233470062990893,0.025493159975737697,0.016514695051175525,-0.01029512597600303,-0.008942518743612987,0.012848980509494847,0.010456719424943849,-0.012330272592802097,0.01028365552345308,-0.011298663012155954,0.006335211297335565,-0.04736834974497133,-0.008057688595479529,0.013283322717426481,-0.011179485700898465,0.02537499510528882,-0.016582804695187862,-0.04676625033205814,0.019691175160121203,-0.007706584357345144,0.016518711619418012,0.051417617674383964,0.010651874396000707,-0.013869645521347911,0.0004852772896430706,0.011843933522374134,0.013675201233249019,0.016764128041373574,-0.0014260180803238012,0.013426359897904656,-0.020195731482075277,-0.06479880003172822,-0.0014363012593733055,0.016765001221772956,0.014266950323208433,0.07647955118630503,0.12040671575668198,0.03564717543304841,0.1692836251493664,0.21166167304018493,-0.020834339026607404,0.00884179522586949,0.022333404110173167,0.012583003039659707,0.033282702990226655,-0.037615733583927606,-0.014244712080907463,-0.08574196996548504,0.011045976768520215,0.006510114748219522,0.010260755158720526,0.06135698278948171,0.06219771805862016,0.04506919227953798,-0.05778081745302209,-0.049177512527701646,0.012171849712855282,0.04290729770437455,-0.008100518541058062,0.009155557192735586,-0.031223926422669596,-0.017338246034120295,0.004162748986568752,-0.09660712260470461,0.0360855196731621,-0.09973674569515777,0.014115239751991079,0.0014158043880106803,-0.007512804749709181,-0.01621941068605833,-0.14993511615374525,0.01889162308513964,0.02937404085558333,-0.025962063372491555,3.312221095,2.887778905,3.1
0.007455853612428644,0.028339477034745795,0.009974398739246711,-0.013097625808306854,0.0040573316250754,0.014689231266124283,0.012288157295557005,0.05619194859868537,-0.043344530396751534,-0.0006006859227383586,-0.004360838611419209,0.022351126723501216,0.09366039568667678,0.009148370862781328,-0.05497446676630961,-0.004573853982303126,-0.002537360415092454,0.11215564416568097,0.005321110847279425,-0.027400696195487656,0.015661330650076476,-0.00249372887062753,-0.03916947586151545,0.001276443113452337,-0.005455167978366292,-0.0027064690040450013,0.009431916063353323,0.0020067011304282056,0.028638454706211982,-0.0014461583687784601,-0.002102880342179636,0.008440224579808765,0.0009620300366557739,0.018390098144531866,-0.015385671222140698,-0.01635951337954003,0.004781760117466001,-0.04125986305176288,-0.019865177130347796,0.0024262262093524265,-0.005977239050856095,-0.031095379285129978,-0.068133019196958,0.031254728618149805,0.01581532331158322,-0.02560740146530883,-0.2924843504865796,0.0017096169549368641,-0.005336928265157294,0.01544968155208108,0.0006942683103687638,0.07029552109026055,-0.07620335869278955,0.013836198288059442,-0.012844919003593339,0.021178005259730296,-0.008823114501918965,0.02428444805524921,-0.008010705711938772,-0.057925596217793814,-0.03978675247879107,0.010429073480770878,-0.02832515314065175,0.003171431585734083,0.016900990695362376,-0.034179131009206165,-0.12992235942784483,-0.006791490495356788,0.06008719008890751,0.023537782040962203,0.0068292717711507436,-0.06127010347163142,0.0024017577356363015,-0.015368647098298991,0.008601395311782244,0.023828702982426567,0.01826194758561963,0.04258797817878879,-0.03723596982080692,0.09834475490980836,-0.014533538727924442,0.00022090395332923567,-0.009680701795828965,0.02229623964663599,-0.614979299864054,0.008549108590078314,0.04985168288686887,0.003812053253643349,-0.015860822404127946,0.018829124029592033,-0.05282652877301846,0.053959257950888774,0.004680495649732235,-0.015512550500732157,-0.03204050051922246,-0.009782762095860176,-0.10779272579119777,0.007522295718061216,-0.0017062327553866114,0.00016588476904235702,-0.006792506784845317,-0.043578574995665156,0.015380050429177445,0.021105937010226356,-0.01791475524030898,4.756993215,4.311972302,4.534482759
-0.017986354040130114,0.014381201718161808,-0.02862286282848946,0.012683012475526504,-0.0011866645455801605,-0.007323705292785772,0.00418776969206911,0.00857211986574623,-0.00564005422526884,-0.014489231400312712,0.010382058014187623,0.008145616402862581,-0.012143667900215802,0.022763015672593707,-0.08941286439871172,-0.02788178052429814,-0.01254008063788364,-0.004617365975769367,0.0257228347325106,0.00397976253450703,-0.00998778089630768,-0.10857820832971926,0.07135662005948526,0.013381418717357572,-0.010380614333693956,-0.021797960107385564,0.011725570363726758,0.01100341763063374,0.036320840212261916,0.013338671949932409,-0.01572023360178545,-0.014713857733753792,0.033004709833004665,-0.01870383348181935,0.010049648168211037,-0.015078531821835054,0.008836609452648754,-0.022333767724581524,-0.01759553890866979,0.014494203562682393,-0.012382447783897663,-0.04917440094154153,-0.024087262883712393,-0.018600554717505314,0.0077209682661924925,-0.008424281499908261,0.019532817261835863,-0.017916111874015136,0.006258340125350243,0.018317093535172087,-0.016116317862594463,0.08528556436548437,0.06233517510416804,0.005822862619628545,-0.009655185115229592,0.005170830964281859,0.01710549908375221,0.01674203641520363,0.008842073863152167,-0.030456125671912183,0.0026225354783372535,-0.004464180342522489,-0.052693688389926274,0.00932675172522356,0.024583578674542916,0.002598717477585323,0.007532279056472301,0.005306489929582361,0.033919626391806006,-0.013826005687365403,0.030800772001586044,-0.00033241082192172886,0.014191990046923838,0.019694443628195966,-0.006880720185281688,-0.021306004209397215,0.0007641736516989988,-0.02482576817770262,-0.03391906083473259,0.013299604807054726,-0.0027178346482528803,0.009782173491179246,0.01356876599131554,0.038321608861990014,0.043959558834207525,-0.03380803624092392,-0.10212014116727404,0.014110443077321655,-0.02694188127712019,0.009471468467836761,-0.016639900729855082,0.08383474276718193,-0.010599146422582173,-0.01411449883717321,0.05956955835802986,0.03290496446406641,-0.06863650471305006,0.011985258919579665,-0.01507203406757733,-0.015845683834816576,-0.013313117302305616,-0.15408735238389454,0.016177847221807252,0.038898354323829924,-0.03459676567471216,4.655644914,4.137458535,4.396551724
