fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,CIHigh,CILow,MOS
0.03502061254725102,-0.07229428834892736,-0.11007874939555941,0.18687389474399568,-0.0034970146764434127,-0.09261835262555135,0.09634250439863024,0.20890793086707807,-0.1001019363358076,-0.00029904969847392823,0.0727522714914137,0.02620196027018185,0.07208551675211199,-0.008768318781092433,0.0622854301717416,-0.05410059146451676,0.039223038025816795,0.06062741302134259,0.0075081991978921524,0.0904924989391138,0.04529257729511046,0.4605968858663212,0.008219654369448678,0.09906700073871029,-0.04256585175628103,0.13606474394168006,0.04526056457948152,1.424230754,1.075769246,1.25
0.0007407754453637128,-0.02245669798042005,-0.006333054472551584,0.02859713682805193,-0.0022846074442296957,0.08557377745063398,-0.026662955371985875,-0.0021441581327748508,0.0017474888914539573,-0.12934025182458977,-0.01826128891578462,-0.002413430034182821,0.0046823039001111025,0.00013275008726522172,-0.018064545700145093,0.003201311791519659,0.09261841592779424,0.013267753909028804,0.07035128387045231,-0.013644319928486259,-0.016884783052984277,-0.015385389515237895,0.029483868963331116,-0.004081440040477168,-0.006216548088140639,-0.04118125736360042,0.022508274653215744,3.369995498,2.880004502,3.125
-0.011301601332465721,-0.013527316806731941,-0.014841392466502814,-0.005045917358549144,0.01885207155265365,-0.03421848348264747,0.015375987474747221,-0.03022295576490692,0.009336629163620718,-0.02226722734151698,-0.02230576874989001,0.363427329885127,0.012502488008409692,-0.0021336303758364393,-0.0027644697670826442,0.013646308442428173,0.019108162495570877,0.0006649839048541031,-0.011809203082947582,-0.01603062888541934,-0.004855671312799981,0.0003544041577545351,-0.023755824925367257,0.013856581404954212,0.01399647577126021,0.054429442824969906,-0.006210295213471842,4.804087,4.368326794,4.586206897
-0.01454945276814113,-0.012362441134925819,-0.04074657803543016,0.00015032218650726933,0.029415632771398845,0.0709668358408137,-0.013697116356463842,-0.03525697012631146,0.004289757572982324,-0.044708647809840095,-0.017622846605490364,-0.04238953104929581,0.013575195560313502,0.0064988811043399965,-0.011941769782343006,-0.006697118310457427,-0.10010813005301379,-0.018600562863009644,0.025696683620182164,-0.031031237661999514,0.011662225200661283,-0.017644346622232653,0.00443014429448772,-6.546017101772102e-05,-0.010224055848786814,0.010821899509015085,-0.007980623799400666,3.431346944,2.747224484,3.089285714
0.010211694365587694,0.0448880495143813,-0.02464141217367529,0.054934110058989356,0.035670671382684545,0.04579881933366392,0.02341377478801122,0.5085999656721264,-0.061604979875726544,-0.018516430941322288,-0.05494408000959828,0.005754470863468003,0.0032827093782453113,0.07191225045392395,-0.050986782084792424,0.012551305090236204,-0.07637602170821944,-0.18681659557204028,-0.002791286926414082,-0.09111877908689922,-6.515190679576059e-05,0.0006934946563108195,0.16480947988503955,0.034567101999207275,-0.011632702202488486,0.029324275409031497,-0.02596430164515155,1.384178612,1.098580009,1.24137931
-0.010844401744312294,-0.006659164521245155,0.1388966795438981,0.010659072105045618,0.05037715229941108,-0.09138189714997275,0.046102864938262884,-0.025913112749021094,-0.010285655566784666,-0.12475869104731006,0.03947253703113273,-0.03608011579732733,-0.018678041405269866,0.06198860473075369,-0.003771052265976028,-0.06197345070261528,-0.024940948159160183,0.012731671113921553,0.0414248794403253,-0.02271342596869383,0.012351583750535744,-0.02914582716418916,0.041098349709240645,0.226847606437014,0.03609446581366818,-0.019647922454072996,0.03193967668851356,3.165961789,2.619752497,2.892857143
-0.009155867046952109,0.008421351070443905,-0.02855005766975052,0.003084586008980153,-0.04325483372268044,-0.09720009881505562,0.008534807069543453,-0.042533587692189324,0.005366045144691202,0.028348574610843863,-0.03485676548096169,-0.04963427885856576,0.009979476090197517,0.009581140045062587,-0.009458444267080084,-0.006967445148819258,-0.09391874720557986,-0.018741160551299797,0.0011119317376683273,-0.023011880730431908,-0.005253059069057987,-0.0037068576967338156,0.004777226454930005,0.03231408599265027,0.00010944016873255164,0.01986303854615711,0.02552633787863697,4.371789143,3.869590168,4.120689655
0.0012191081081010554,-0.0265854207922999,-0.002074682737628956,0.03160852870398691,-0.010720892049132832,-0.09056294025398019,-0.02041835828101803,-0.009131041044410619,0.0039682571400366596,-0.13551207562913492,-0.0034902589769980623,-0.019517425247280402,0.004813043738490104,-0.0012006139587286673,-0.0221531533913791,-0.0018190773569657034,0.07604246216833524,0.02622012434057231,0.07354789060652431,-0.010236744083842897,-0.0181607611796645,-0.012579068210287649,0.035024124111779784,-0.009654371555451569,-0.013633352692213717,-0.052528521401104124,0.02601389235672678,3.312221095,2.887778905,3.1
-0.000325178376156507,0.032289568240324015,-0.0366583712848076,0.03550396258432822,-0.0129449757479132,-0.053964336095283484,0.02479061866648137,-0.005946171982521117,-0.004102566586006572,-0.08056878282945877,-0.03618748999628018,0.25691120100552267,0.002832547014344363,0.0021323261964686165,-0.01264029885520585,0.020096489365993234,0.08725568727362727,-0.020142170938404504,-0.022923871123535514,-0.011037042085186742,0.008429503002229076,0.0005216542270605638,-0.40474803299465323,0.0497546235227034,0.02149419809675921,0.05663853326729142,0.024972772214071324,4.756993215,4.311972302,4.534482759
-0.004375474190416966,-0.00968664682589223,-0.02164149137873383,0.002002587825152764,-0.008228379406303917,0.0720135438674958,-0.007025231093654456,-0.02823693141108422,0.011408595325328721,-0.12489016989664141,-0.034521030084854964,-0.024508884938088598,0.006563869720608756,0.0024826525230745087,-0.010487946005448574,-0.002979550701045494,-0.10920010268688815,-0.012373233066734175,0.03482938683229589,-0.021631471452498403,-0.009807052685569997,-0.008049825899179044,0.003573436404986262,0.016732995689213114,-0.00018830431627960746,0.012499839459952236,0.01984509982434657,4.655644914,4.137458535,4.396551724
