fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,CIHigh,CILow,MOS
-0.02741211717461863,-0.02825564058241036,-0.09081288931950826,-0.0858283048500685,-0.30528022305845365,0.0016017598960048473,0.16454983513318297,0.06519823993367257,-0.023861021652502735,0.018841301043475586,-0.029865035604302124,0.053177711928546784,0.15118960520475422,-0.03779580914644879,-0.0956671479528675,-0.2882012330920305,-0.030777188140541582,-0.022694630806715733,0.20549775881512614,0.010082641859740308,0.011447616104233355,0.21982457813401562,-0.11246234731261386,-0.0033027841076127013,0.44021023560821243,-0.05340610032433415,0.03062993973823074,-0.06234930406064905,-0.08738288562542931,1.424230754,1.075769246,1.25
0.13279195439352898,0.0012078946463366105,-0.0918125778231192,-0.023053685047947046,0.024908699405587896,0.002242039481375168,-0.016069453465336104,-0.08425200101767814,-0.009085871421152731,-0.029479429920331684,0.023097695275175578,0.015204921544585834,0.005564425372353694,-0.007968403631885841,-0.004481449377968362,-0.005357135847844635,0.003102919756513358,-0.030358710585644353,0.030809755016023666,0.0037214045635810913,-0.02064935502889793,-0.03794549718090771,-0.0027856274836041174,-0.007455375559963414,-0.010694023795593735,0.06134594572514842,0.016313137218271725,0.003528746447412031,-0.0021877054641265105,3.369995498,2.880004502,3.125
0.023613093042786495,0.005401882657817068,-0.01630556317191404,0.009484336020270531,0.03207994750198387,-0.0299686655846759,0.016869456282144587,0.03265891458612647,-0.016472589606262605,0.02570663704239078,0.0014368658712107791,-0.0056405082170363965,-0.0036494306516970266,-0.015234548240999351,0.009644236749989387,0.00017349716150676588,-0.015273945216259409,-0.017715146985836747,-0.012805126294486607,-0.36477277583818307,-0.008809737190046515,0.04894064327975936,0.014509768211499715,-0.012387108600689752,-0.0013841530070465712,-0.01867953526356323,0.01050100746559011,-0.007714148816142872,0.015246167984847398,4.804087,4.368326794,4.586206897
0.04044697192679901,0.004616349332730729,0.09893974045612455,0.007864783118996192,0.020731823699131104,-0.04698305790275534,-0.014688978827163664,-0.06646519235178677,-0.041736284711582174,-0.003676347430402871,0.0005044408655210697,0.0034414463328415732,-0.00024810140960857994,-0.01711625630334307,-0.019738554081269635,-0.012485422115994628,-0.02734214432679881,-0.013447717378054747,0.006333273023414787,0.0435254329849767,-0.029063949280377664,0.006372399951487437,-0.0019962734677641705,-0.010660384679302231,-0.01360741848998498,0.03218451060377894,-0.027394192153729114,0.0022534869490787356,0.01484384894888057,3.431346944,2.747224484,3.089285714
0.0029762155050116704,-0.06269182078065867,0.04601675420807404,0.0039088654068329945,-0.03522097935693702,-0.056737105750128775,-0.015377800864593021,-0.06476312368904152,-0.01819778769345061,-0.15806609912940514,0.10711396684219797,-0.025564248962757257,-0.01379334508016288,-0.056145515102829995,0.02971403037618504,0.03564852591673552,-0.032073399264128555,0.2267466280617435,0.025282584949549065,-0.01717670980009585,0.029660057723657356,0.029713781143513463,-0.5807359809221438,-0.0207499889659134,0.03491098112680319,0.04286429151305917,-0.002958127743323809,0.017237531844849004,0.0002634234113050152,1.384178612,1.098580009,1.24137931
0.12220902650613424,-0.00916467691075727,0.02262898310120555,-0.0313272372953354,-0.058427257011413984,-0.1791424246898438,0.04113485524207476,0.091832136760651,0.17187053816927764,-0.03634133158355363,-0.009148923932006598,-0.02634273055149684,-0.05798353095527874,0.006762406593152245,-0.03881184930796257,0.010994695982933803,-0.04056350832242131,0.0050039485656584405,-0.01802743065615348,0.03609815987150927,0.018715641686639455,-0.025964060596851357,-0.021592779647372263,-0.0729072158846506,-0.025956151953048127,0.05922265003672349,0.10595066989546369,-0.04102312286021927,0.016037293681219235,3.165961789,2.619752497,2.892857143
-0.029040016319589988,0.004185006372448381,0.09419418076424436,-0.024543845278396603,0.029621981035574604,-0.04122974392379191,0.011155095961890824,0.09969715873448919,-0.02385682278463675,-0.0061155902920811776,-0.0013733992462830384,0.011287361052407317,-0.012106666998542919,-0.0079454282531098,-0.010393225031151667,-0.017267866159342792,0.04461846464000053,0.0028450176078363295,-0.0021298627440391655,0.050034174854263924,-0.02546879596351869,0.01875478303448488,0.021495168587649913,0.015447100708609614,-0.00807199204500881,-0.01403819580855646,0.02401792713648917,0.0011402119794386555,0.01049106209034927,4.371789143,3.869590168,4.120689655
0.13850021131322984,0.004305992560413183,-0.07689645495371407,-0.027456099197244482,0.001772103241611295,0.009062751704530449,-0.012629414619948891,0.09161414938829218,-0.005443180063937948,-0.036101706755777015,0.02649775428990822,0.021930123122365055,0.010794229664134417,-0.007755043850103886,-0.006662022266462124,-0.005817922690191663,0.011195486265383482,-0.035475403744033664,0.035847225040355195,0.0189911689997882,-0.01549573090531333,-0.04787447827405205,0.0026525254808880197,-0.011285696089653689,-0.010619279548297613,0.060623647873020305,0.018690204238698827,0.012474645359490106,-0.002074119999318557,3.312221095,2.887778905,3.1
0.08342273777372497,-0.0013510323441755575,-0.08375042732158283,-0.025563474736840244,0.017131769477605772,-0.052364554162011204,0.027017804543476485,0.049288941617603256,-0.025624006407628287,0.4071291006866895,0.05736754160208134,0.006525189046542269,-0.001272668330074343,-0.007533324393899209,0.0054241240753758,-0.024530429920045102,0.013499781856084461,0.036381051890907484,-0.0157386072713746,-0.251835624751345,-0.001273114992851935,0.060738878876109875,0.004247189367213883,-0.0020286722022445944,0.0021794003797995405,-0.03186092549228819,0.018727123706511993,-0.022628889077766844,0.0022563211148589725,4.756993215,4.311972302,4.534482759
0.12180287120205914,0.008797795692101183,0.11390629411975489,-0.018444204251974027,0.0387751414690079,-0.03189808253177172,-0.0015507130376486292,-0.06846317466008209,-0.020598534300616294,-0.0040761093429107316,-0.0005403751246262436,0.007389903832942158,-0.0009061243318073021,-0.007677910875893948,-0.011800461145366243,-0.010114201541190323,0.011867235702061312,-0.016144520006573893,0.01503457848766693,0.024979885302549017,-0.02551816232493555,0.010315839323426147,0.003621719429320027,0.00044766159272235153,-0.008430865276710539,0.028215750675922212,0.01083404233226675,-0.0012603287174809555,0.004577865477885054,4.655644914,4.137458535,4.396551724
