fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,CIHigh,CILow,MOS
-0.017593616874924396,0.02163077940824524,0.0039595651238744905,0.022661868404303308,-0.017276481424319097,0.8816505341548496,-0.005370323500320801,0.01975259342226965,0.00432250939831151,-0.03597784300613117,0.006829646686169048,0.004433783574797733,0.08632362986426687,-0.02096705750021215,0.004695747369476523,-0.021088685438156143,0.013531379442938344,0.01347236224213782,-0.0167202314645035,-0.011064797908409847,-0.03394316576120982,0.0030126454270591437,0.003387714812648317,0.0012689986229155801,0.0075422509887851435,-0.0013866110054963088,-0.03495675021986817,-0.008090254971995208,-0.026653292191069444,0.00465732412155682,-0.0006429603155056827,-0.00862597290823352,0.014862242248323632,0.0005271329119626783,-0.00573818762304627,0.01105521794675104,-0.007589892351872849,1.424230754,1.075769246,1.25
0.03631646314084918,0.033743987974334956,0.027769687241227498,0.0005297486776670219,0.10318616409683186,0.004001687252763928,-0.003826581634814488,-0.0032527142018945504,-0.006439317791376542,-0.010956039989621462,0.013188013027072105,-0.03927617150811548,-0.01931741368355452,0.0010512271983249026,0.049803501724365734,-0.012978945551285906,-0.016392659480867232,0.08777856470063931,-0.007227108518976395,0.002092342420241014,-0.012365435802769999,-0.11210519895097179,0.025328909968364503,-0.0064854261103994134,-0.027507103665056393,-0.033251827059605464,0.013745846069148493,0.025324221087226657,0.024325967696832252,-0.0021050555675575584,-0.05283860636417685,-0.02670029674878382,-0.0010018522257205958,0.003060866714812906,-0.016528751456075443,0.003968053039282311,0.003903765931223291,3.369995498,2.880004502,3.125
-0.01698856001951576,-0.01084758231354049,-0.012278081434712849,-0.029052695827558907,-0.040315720895278545,0.0018978989373076916,0.015252260158995452,0.04147845319143181,-0.020971102412535032,-0.007478957798302793,-0.004776349919730593,-0.011348032998167421,-0.006404423626306015,0.012024436479404035,-0.01774868918952725,0.011916680495291139,-0.010775763215721457,0.043308933805200026,0.010087193534887122,0.0138859899363285,-0.007292368753475016,-0.0079629650509842,-0.017663624902240868,0.01131098821170539,0.031800760919814965,0.027821702231626486,-0.00804909564607743,-0.009122119743911286,0.015013511231649204,-0.010966743148099936,0.0049394937908025125,0.000990000399090442,0.006478704641283326,-0.3704058467262876,-0.023662474532632052,-0.004421294240718628,0.0074157564228482945,4.804087,4.368326794,4.586206897
-0.0070833221992248774,-0.009452694741099743,-0.013287956343510973,-0.04369934145596605,0.058678243613409134,-0.0031948312072108613,0.030826808014151035,0.013620695996891793,-0.04692260696871996,-0.033882348445760095,-0.017864464616642924,-0.017270112266531364,-0.017797349068296282,0.019232677883833413,0.028421941498723187,0.005084052607627798,0.006900398707528421,-0.07485030407114476,-0.009318145808441567,0.01759763472909114,-0.008253678333762397,-0.06231932103676597,-0.058195752507772674,-0.004377710292410814,-0.01554595435106566,-0.014950520224050424,-0.014287538185090296,-0.007461717543705814,-0.005831138035824488,-0.004483786522300114,0.006092655435882906,-3.2692241336719284e-05,0.0009072215342606746,0.04550762321616513,-0.05703051241410445,0.012252830030138148,0.010916804241086153,3.431346944,2.747224484,3.089285714
0.09494112681269118,0.007041544992446299,0.06305659387786987,-0.05083470659318263,0.03659689826272688,0.027141043537653835,0.14445007253826064,-0.07128160995399611,-0.1077267357028721,-0.10813855327226171,0.004855559573093916,0.4006783824681027,0.049520091687810144,0.06505919835402722,-0.016028350002229703,0.009764232391396939,0.0667152388886859,0.0022274230678105563,0.04037134351884457,-0.045446830356271777,0.039003156151529474,-0.03384253007617554,-0.07303388574867091,0.0037852043143473276,0.04048154132363003,-0.5325752952434116,0.08917793704890026,-0.01535428842537763,0.003918678946281918,-0.05168229435995338,0.26179188207164383,-0.0771476473696428,0.0007337426788348946,0.005401200972928974,-0.017163684788062652,-0.0036984713415052365,-0.037461832825664315,1.384178612,1.098580009,1.24137931
0.036152934054008476,-0.02458801943747929,0.008872627050809968,0.0910324717311362,-0.07735442065952916,0.02226571931491148,0.09180092300419096,0.03249672299708261,-0.012475898075773406,0.10416238919818624,0.23835089652313593,0.025427853263283996,-0.05347583131192223,0.009538574965013412,-0.06939441641118452,0.0674912608073612,0.07752174450993536,0.051057393161217136,0.001473668123401246,0.009835127274977483,-0.037410778847576764,-0.10570293554395079,0.02051859244558601,-0.038323729992498994,-0.07525578679907247,0.033876900053896625,-0.05743264108888735,-0.11074261510231502,0.04573168257786728,0.0269224783082776,0.036625472559681016,-0.010758931545725381,0.03262152188104428,0.018311677387920437,-0.1288814595870032,0.0017735918780746418,0.0044590410905549945,3.165961789,2.619752497,2.892857143
0.0025577530164404504,-0.006638423801054656,0.018155387145108073,-0.02555253362177863,-0.10748400976416113,-0.01585214799825083,0.03109362189927258,0.003349798422255882,-0.018081262222175033,-0.026373924020575177,-0.01741182180479487,-0.0017632773786076896,-0.0026112175550094432,-0.05332809889561708,-0.025824683421938138,-0.007365083667500922,-0.013680249226799583,-0.06184600907302306,-0.007274635611939374,0.008800101979741374,0.019807763639593582,0.013550479013962448,-0.01663019026747207,-0.014594946768546314,0.004545941490641391,0.031581677800088144,-0.02831404562441626,-0.052904540239147105,0.004704018594651732,-0.003176112089157571,0.0071549947052441465,0.001263136013085718,0.007909227115894224,0.04886852942020122,-0.0411696945598094,0.005940732755294555,0.004368368898004281,4.371789143,3.869590168,4.120689655
0.04501601963404179,0.04647953242283603,0.03400178190131425,0.0033372877284853285,-0.07307463182952882,0.007064356711004572,0.003066212375679296,-0.007790171040810269,0.007329084942508915,-0.00883970915254561,0.01736171188735555,-0.03788322229644803,-0.01716485272219358,-0.008138738945446995,0.042099681861481345,-0.02508260913449697,-0.0038857456502176006,0.08137644360111371,-0.020603864793071403,0.00046994992822867073,-0.019009423908509394,-0.11896238281904187,0.04349007903465308,-0.003458837527093537,-0.03632706515586875,-0.02830663792474336,0.018042411870752933,0.028065573389112728,0.036405084872604285,-0.010659444361083611,-0.0672451143192003,-0.024930735909078298,-0.00759032129036395,0.021040712207590493,-0.004450962120839716,0.007419755128857982,0.002816488913315714,3.312221095,2.887778905,3.1
-0.39667680295491325,-0.02172814660064577,0.01599530682589854,-0.01624315918355538,-0.046503031273872474,0.03258541833712299,-0.013818349239036878,0.005949001149126195,0.013348090065566084,0.013097358782449229,-0.015683540075916533,0.023154974210099127,-0.02275182883358421,-0.024411649111669077,-0.04427460853352241,-0.0018752203872139611,-0.014226601015521765,0.14599726131399218,0.015107579922527491,0.00016895668167231611,0.001059926080128124,-0.059169841538507684,0.002347805791785134,-0.005083195556250422,-0.004200499146686897,0.03944513220855279,-0.03747150823692708,-0.05260369148619372,-0.0032211572876607716,0.006051978531105807,0.01303792137241454,-0.055565550418342435,-0.003039465228267672,-0.2756544970337206,-0.04381174136196303,0.000996700962727704,0.00582870941797716,4.756993215,4.311972302,4.534482759
0.0032083244124391326,0.0010196155701935536,0.009577597568753999,-0.023145481316207143,0.06299525727966909,-0.012139288123717425,0.021965757102162742,0.009084125010761335,-0.03332804593393625,-0.022522301410829778,-0.0051311010244589296,-0.01900808533793513,-0.007557879240116136,-0.020310986831528603,0.009927083663935571,0.0013886005736349178,-0.025757631803255056,-0.07379349736646451,-0.006668056019559567,0.010912494377472836,0.003875806590137861,-0.14506792137195107,-0.0372914960429985,-0.0093129035400788,0.0028175842428774652,0.004426503476378561,-0.017800787647114794,-0.024860203997290557,0.0066571469226405075,0.0048582550514097555,-0.010663518089007005,-0.003699398771137327,0.0039742311684487835,0.023188981471543375,-0.04923150555299838,0.005863616351228475,0.01011009393691232,4.655644914,4.137458535,4.396551724
