fe-1,CIHigh,CILow,MOS
-0.037412333225627224,3.909399125,3.469911219,3.689655172
0.07123613525736726,1.543937516,1.222729151,1.383333333
0.003964928265369897,4.452997027,3.975574401,4.214285714
-0.04821233981136305,1.74043084,1.328534677,1.534482759
0.12058476056244527,4.717505416,4.282494584,4.5
-0.07623885959797941,3.228121605,2.771878395,3.0
-0.027954455125925277,3.849214939,3.150785061,3.5
-0.062014264265957575,3.12457995,2.57542005,2.85
0.01828032611559257,3.599130983,2.900869017,3.25
-0.05969397042557398,3.421011653,2.986395754,3.203703704
-0.06991320442554844,3.46412956,2.93587044,3.2
-0.06467873488902989,3.373239619,2.937105209,3.155172414
0.18899915523965005,4.659037443,4.269533986,4.464285714
0.04665277692800577,4.257197985,3.639353739,3.948275862
-0.048709487451980685,3.669138913,3.145675902,3.407407407
-0.032166440547494374,4.041123384,3.392209949,3.716666667
-0.057322355946338166,3.432505962,2.867494038,3.15
-0.05923898882758475,3.380332715,2.964494871,3.172413793
-0.003132149347459695,2.147725643,1.552274357,1.85
-0.005242443513538875,3.907056989,3.437770597,3.672413793
-0.03542038888812773,3.809449298,3.362964496,3.586206897
0.1411190110058105,2.692561138,1.950296004,2.321428571
-0.05985540782667515,3.551922047,3.103250367,3.327586207
-0.06664261718469798,1.868626477,1.476201109,1.672413793
-0.04579950622637859,3.954853907,3.366574665,3.660714286
0.046643084175673304,4.095679394,3.504320606,3.8
0.03801012072236504,3.576319397,2.84034727,3.208333333
0.116046192035983,2.746840825,2.218676416,2.482758621
-0.06154602812116485,3.231543121,2.732742593,2.982142857
-0.019508844996062324,1.868626477,1.476201109,1.672413793
-0.001941294044558439,1.442300703,1.057699297,1.25
0.00974727121571926,1.56564417,1.167689163,1.366666667
-0.028515539218890495,3.991799552,3.401057591,3.696428571
0.18994301359884116,4.581469014,3.989959557,4.285714286
-0.04070757873390585,3.388944946,2.921399882,3.155172414
-0.017753851498514644,3.799760206,3.165757036,3.482758621
0.16329169864043286,4.751477668,4.284236618,4.517857143
-0.06665666972242555,3.014959093,2.449326621,2.732142857
0.03763309334711914,3.658971212,3.055314503,3.357142857
-0.07195588660234842,3.107115012,2.596588692,2.851851852
-0.0717309756707144,3.319639376,2.7838089,3.051724138
-0.07002449632299414,3.094947531,2.491259366,2.793103448
-0.07271256884275423,1.362669765,1.137330235,1.25
-0.019809009427495354,1.387269538,1.079397128,1.233333333
0.23189829823869743,2.694792401,1.945207599,2.32
0.15923299058934912,1.363997599,1.102669068,1.233333333
0.15261613827980225,3.0643401,2.528252492,2.796296296
0.09023750265634939,4.586922149,4.190855629,4.388888889
-0.03747391970263563,3.857237033,3.384142278,3.620689655
0.11306444562525007,1.377270849,1.056062484,1.216666667
-0.051826139808921846,2.637035504,2.190550702,2.413793103
-0.06975214615328897,3.257015236,2.742984764,3.0
-0.07035564877400921,1.770033908,1.363299425,1.566666667
0.036423055252788036,2.241733096,1.758266904,2.0
-0.0728560648169632,1.621677784,1.278322216,1.45
-0.06946530760407325,3.444807906,3.003467956,3.224137931
-0.048605612785241045,3.454788469,2.978544864,3.216666667
-0.05915881503635405,3.460340236,2.987935627,3.224137931
-0.028371269843817524,3.923636291,3.335622968,3.62962963
-0.06527674744835776,3.348464581,2.85843197,3.103448276
-0.05636267765633743,1.765816215,1.400850451,1.583333333
-0.06526134235733579,3.430356437,3.002976896,3.216666667
-0.07682468744603405,2.624756782,2.153020996,2.388888889
0.06778069132347567,1.26447695,1.068856384,1.166666667
-0.0321692681387508,3.94604759,3.313211669,3.62962963
-0.009762342285947318,4.373132173,3.780713981,4.076923077
-0.07688053817136065,3.051922047,2.603250367,2.827586207
0.03794082619494815,4.592530589,4.157469411,4.375
0.03625651780032885,4.386792309,3.909503987,4.148148148
-0.0439780854867554,3.531309226,3.020414912,3.275862069
-0.009710789552600534,4.225768921,3.636300045,3.931034483
0.07672586277663347,3.210241176,2.419388454,2.814814815
-0.009713292575775948,4.329362543,3.770637457,4.05
-0.04676429361786269,3.653463529,3.070674402,3.362068966
0.11152616377205889,3.764962853,3.028140595,3.396551724
-0.07632566953453901,3.24043084,2.828534677,3.034482759
-0.07659516537742724,3.060916712,2.639083288,2.85
-0.028362746869106815,4.24461591,3.686418572,3.965517241
-0.032473078671106013,2.535804889,2.019750667,2.277777778
-0.06523540214094461,3.394160216,2.89155407,3.142857143
0.12712634079263868,4.785550297,4.325560814,4.555555556
0.013498533493373469,2.646890722,2.056812981,2.351851852
-0.03524927220921636,3.824198457,3.329647696,3.576923077
-0.03753993200677225,3.720526178,3.246140488,3.483333333
0.018930607838202756,4.672867535,4.18920143,4.431034483
0.004100089768346601,4.549695967,4.021732605,4.285714286
-0.05699307822093879,3.462234023,3.020524597,3.24137931
-0.04854115473907405,3.846189416,3.296667727,3.571428571
0.035517373909333606,3.002162168,2.354980689,2.678571429
-0.0649596636128114,2.653067263,2.154625045,2.403846154
-0.06648595229459567,1.91045444,1.503338664,1.706896552
0.004098311954502729,4.364099225,3.778757918,4.071428571
-0.06217351370271915,2.790403103,2.276263564,2.533333333
0.078956337529898,2.986568337,2.293431663,2.64
-0.06956514668028652,3.249159055,2.784174278,3.016666667
