fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,CIHigh,CILow,MOS
0.4618714277242339,0.010539768201585432,0.05964992005951137,-0.014905324895752957,0.02711736842498596,-0.05784312946331065,0.10262268281682844,0.0609141735379514,0.03555913364436581,-0.021196860044967996,-0.19782662497585127,0.1121073810041155,-0.10323289429178631,0.06910944067902941,0.045452354086217055,0.06938125325562222,0.14803542073077247,0.010072253369835192,0.010286457665496816,-0.5480974674210897,0.0029975081455017585,-0.07289589554435476,-0.03698527489557739,0.03842412510431315,0.02765550013758231,-0.026612946982065008,-0.022209192817802245,0.023101786337381004,-0.09966845623095805,0.03096960533265374,0.11897962302517581,-0.005143333430061133,0.017082495003891463,1.424230754,1.075769246,1.25
-0.00970093374687689,-0.006857385763597501,-0.002509170888200574,0.025161786706024664,0.016608259304500033,-0.006048506508758032,0.12150826720453176,-0.009651299413882949,0.008558824458268131,-0.02049171587785788,0.00442944685352249,0.010802329335696017,0.0031573712106356755,0.13446364733548696,-0.0008815098302500487,-0.07858803785420201,0.0065032483567784,-0.024127752283645817,0.005641468698492801,0.030786059076912425,-0.004574406636159665,-0.0100039212651882,0.04263167970325416,0.014084045953572193,-0.003763061281841568,-0.01509467261092988,0.009734136536488499,0.004832896808093182,-0.022047105769422176,0.0138156864072776,-0.005967089820689312,-0.02679273130042954,-0.0014113051918689912,3.369995498,2.880004502,3.125
-0.0036829654740305044,0.017044900020605554,0.005664216681262213,0.029715807548394865,0.004394262462023065,0.004487352569962668,-0.011148797091702526,-0.006701641495124533,-0.01408781402808025,0.007689318821608804,0.028599806692797564,0.009085413318156056,-0.0013011097226087473,0.013930243593842456,-0.005734782150814259,0.025632597705533177,-0.057773418133858875,0.008294905441626272,-0.366024642557871,-0.018540175128231483,-0.01950157491857209,-0.03007733979219814,-0.00028287285234478426,-0.00466113176838285,-0.01501650365302042,-0.021926974733184557,0.02087341286591456,0.014818242996918857,0.014147615955721409,0.008164108337216754,0.004989414734676916,-0.004795693751591896,-0.0023844531527657405,4.804087,4.368326794,4.586206897
-0.01422924538464203,0.029196627002385477,0.00379765087862451,0.011151556087334669,-0.0015612828636116282,-0.03269314168240014,-0.08365279042957621,-0.04191113283398749,0.022931627273809374,0.005462002536874926,0.011499069650106535,0.03600401009008146,-0.002996027576536406,0.050809468735689756,-0.005664146798242859,-0.06365816518121475,0.02539837393991067,0.0019461946045294003,0.04714012356073385,0.017912994170212446,0.027424332754364417,-0.046781487542825705,0.035740970165762435,0.004523823479891923,-0.014164426816127595,-0.007416959874674462,0.01162836930398993,0.00942460177144193,-0.004463666496589274,0.026987791681398074,-0.017644288636133387,-0.0020066747185530664,-0.001953973246629182,3.431346944,2.747224484,3.089285714
0.0681949484609328,0.07786795870392013,0.03303624257009971,-0.532359326387646,0.05516710782484327,-0.01604442684996631,-0.08306281803022662,0.06873229989796344,0.03250868849179655,-0.06200893763661023,-0.012088809307619366,-0.05017891669463799,0.08035514128951929,-0.0786411088125184,0.049254665135338556,-0.06148935636722894,-0.16199586154350867,-0.11058301980603606,-0.004228444151700586,0.013179747132370523,0.07428088404659722,-0.08702317227804508,0.42351342683102583,-0.002059813239163429,0.047535230557010276,0.04062285453382976,-0.03121686998655003,0.05415944121188883,-0.06775934383296454,0.09699209129331565,0.021567982644634737,-0.057747425682562206,0.0013494247845288012,1.384178612,1.098580009,1.24137931
-0.023787718951961113,0.035786673488999735,0.00885471274167829,-0.008374215298974053,0.016051152939937398,0.01757621525575088,-0.04742095897030791,-0.05967033934756702,0.06199971081725609,-0.02092784240982982,-0.11354763090618167,-0.1437825557823304,-0.05504660426812413,0.10611720061364285,0.007602235636012529,0.08951005254387306,-0.0310598547428727,-0.04633639728323145,0.03746328101848044,0.062110006363304104,-0.20795876124116172,-0.04234002256648468,0.03727390573480912,-0.032770463911463044,-0.009243258019342209,-0.07294706722497385,0.034049802890059884,-0.0043837874773313855,0.030083398433432856,-0.10654742550369917,0.08406145363591104,-0.03146897363524311,-0.02256362045118471,3.165961789,2.619752497,2.892857143
-0.009584107985438819,-0.041129413238781984,-0.002602120128106868,0.022306676794849257,0.010690531633428531,-0.021419680470392156,-0.10697820488456139,-0.012005414872474793,0.013673342185840433,-0.027623147512707412,0.014189809542132123,0.029401034508460846,-0.01435313361154685,-0.03148909075882817,-0.005008860515887967,0.09110034417870165,-0.00907895050934222,-0.013604777217733684,0.0492159389258726,0.006395349165810797,-0.03775460986940483,-0.019099643599065932,-0.008209597856794029,0.013737406344340647,-0.006217899937540558,0.015678871175662374,-0.012564383422062803,0.004278805398659314,-0.0028323144191706594,0.027242197566852314,-0.008143473913986768,-0.004126480553806679,-0.005618798405772437,4.371789143,3.869590168,4.120689655
-0.007032979167754935,-0.014685434608059137,-0.00870999326811756,0.023328836837892695,0.020107027072183786,-0.0091809280555146,0.10406821595357782,0.004046292289226446,0.01100596195781458,-0.02561022885035547,0.003235044811921287,0.011125408946120104,0.00572673627298344,0.13712491956645528,-0.0022140699323576992,0.09963590177079468,0.0020682493043147933,-0.03222199531274932,0.0217611480503913,0.030055650184698798,-0.009628159389355644,0.0010865871203786718,0.03597853071728628,0.01999668421137499,-0.003113226782798835,-0.016195209731547883,0.014748376403468384,0.008452510620005719,-0.035185698535464625,0.010083965453206485,-0.002413353052274253,-0.024106777989706698,0.003920155527419243,3.312221095,2.887778905,3.1
0.0035717576727056347,-0.014041687639003741,0.005167290803875912,0.0029155407927595736,0.0041920371720243,-0.012711510520631061,0.0302039538474424,-0.04116294878375166,0.00014852352454647848,-0.024641834956580323,0.003345750730006297,0.018813672144366245,-0.03400770504112762,0.052402538945223606,-0.0017286963834947707,0.037942084048029116,-0.1694939954993842,0.3811436922452579,-0.26880386719770993,-0.03724691134369467,-0.07536531652038511,-0.008719447366680878,-0.03215053067536967,0.008402913231342042,0.002142876952261698,-0.006133345896820981,-0.027498358476641657,0.00036978867911120593,0.024559801164589987,-0.004182154736134392,0.015514597998091717,-0.06223256008887743,0.009285813665927312,4.756993215,4.311972302,4.534482759
-0.010170258545321617,-0.011192494709462078,0.0010862315814525925,0.027624456637054606,0.013153022757515884,-0.02041689845908001,-0.09592977817408781,-0.02467601006776141,0.011720761157206987,-0.018039569147076644,0.00852260139789005,0.026929304768625404,-0.001735654806333545,0.1353466705180461,-0.00808103600495358,-0.07099228294206558,0.01179952613238034,-0.007232684051324388,0.027521281333487146,0.018702138204284367,-0.007132087016993074,-0.028999503642728065,0.0290289168155811,0.008135928755301444,-0.007650904064734864,-0.0005447806069431414,-0.002916506779259038,-8.934044944458601e-05,-0.010433624782498282,0.0217851624812809,-0.017888437437340247,-0.0080612838886804,-0.0036079891021277835,4.655644914,4.137458535,4.396551724
