fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,CIHigh,CILow,MOS
0.4165661999168612,0.1010676793863571,-0.12478561578022906,-0.031152272513532222,-0.03316053977217582,-0.04743129643314071,0.008767195044010932,-0.005633290844656672,0.13874711247820742,0.02999299428844005,0.21908711013941934,-0.015254198015971197,-0.020715286194544998,0.02860976806379378,-0.12041139453233052,0.06677981690409875,1.424230754,1.075769246,1.25
-0.02947305384507222,-0.07175456359169181,-0.041871668538277125,0.029363514027226173,-0.022200058450059318,0.01404556289174833,-0.048260985198239924,0.002116184580313436,-0.04458020185514921,0.01675954702158204,0.026031320149349984,-0.000735788442177158,-0.1554021290181513,-0.01677683465791854,-0.008755769190207398,-0.014569412906594666,3.369995498,2.880004502,3.125
0.005267260882921123,0.03492521810695922,-0.018331718175982274,-0.02784201949929705,0.0016797067692079467,-0.03649381017966771,0.0310944780664207,-0.3544993318856264,-0.028466082874008165,-0.018256415806361836,0.00340193196919664,-0.012566552620587847,-0.04006312065931008,0.017881689748588298,0.023381497297332784,0.014506507725109403,4.804087,4.368326794,4.586206897
-0.022072745933289267,-0.07780415448937648,-0.01740307344953689,0.0020586010188460703,-0.01122570393117493,-0.01764517874313115,-0.005581968137534663,0.03553553104115025,-0.07021199893038466,-0.022099365012759727,0.005466799683978671,0.09469138416222675,0.020668401155408085,0.0014430355732026538,0.007682806663951671,-0.015273921855219289,3.431346944,2.747224484,3.089285714
0.16834139965521927,-0.0863675182515806,0.06293280837926458,0.21332333398710038,-0.0348905725961187,-0.07598730198486538,0.013152034984673171,-0.015283422866210976,0.1530361696892502,-0.03286683926697432,0.0007562791480705783,0.1409421562543031,-0.019540281742869585,0.10662505183474473,-0.022334096274371766,0.02016135345889849,1.384178612,1.098580009,1.24137931
0.012411570516607334,0.0907235817082021,-0.029325884385027298,0.0534699807311059,0.0018379169507893483,0.05155144960915398,-0.04711784054875564,0.044329908828623144,-0.00793563844821907,-0.010484467046844765,0.05467206025178791,0.09578853437502885,-0.10284782698294895,0.022597598914329345,-0.01099647309708859,0.1117650855763926,3.165961789,2.619752497,2.892857143
0.008501824184484112,0.08576012869278545,0.004372055340617664,-0.004875862043732096,0.001956417545712487,-0.007190988493475004,0.004439414648437236,0.049522824224149636,-0.06732029278264139,0.05249923688661981,-0.005033915186201181,0.05869732651505312,0.07876549594352279,0.01579464695523003,0.010868726348477452,0.0016368923843495431,4.371789143,3.869590168,4.120689655
-0.025755016061646083,0.0927643247535142,-0.05300517105229328,0.028256066310219225,-0.03232329169006937,0.027929361789563848,-0.054917460411177066,0.019271623178049434,-0.03040261786996713,0.026228909966165136,0.02220899094961003,0.032680487114363034,-0.13399499855139926,-0.02470596802585025,-0.0036836268516527927,-0.014465633660635932,3.312221095,2.887778905,3.1
0.03849754180131034,0.05966457758900764,0.028860501961412616,-0.3741530561668398,0.002063466317632496,-0.02702227070321657,0.05858811337519496,-0.24808663100530554,-0.01881499120379433,0.01651346817606513,0.016875295206732057,-0.00930881465936538,-0.1209468957924423,0.039172181542241696,0.028536272930923864,-0.01845968964274504,4.756993215,4.311972302,4.534482759
-0.01763175906560689,-0.0790855139117937,-0.028226931392669474,0.0017230325219960312,-0.010486620704312428,-0.008735698214542786,-0.0218201802845667,0.020445926587363435,-0.0712908265593646,0.02430435573525143,0.007208691952571755,0.14756758546797588,-0.03259112454201548,-0.008086438261529993,0.0014231122856485526,-0.005146610078038138,4.655644914,4.137458535,4.396551724
-0.004186168425053457,0.08016299468916062,-0.012821673686199821,0.0022623052598516403,-0.04217038983027676,-0.31034637514279023,0.017478972277058216,0.03406496208838022,0.01992089451074695,-0.0020118735191978136,-0.0002706167010863708,-0.03161168809877236,0.09945301898020913,-0.007991768410058095,0.00716938469737135,-0.05782591084306243,2.970983131,2.251239091,2.611111111
0.03505232601691,0.04346241110536685,0.003854519806266103,0.04140913884578923,0.018634315683163028,0.022667497258961753,-0.05599455980746753,-0.21008963667054653,0.04053489915941235,0.019437058040776167,-0.279357782867651,-0.03137901169060939,0.03722599589021521,0.0042721428825857,-0.043317194484359584,-0.04959196035198567,2.686788331,2.05395241,2.37037037
0.010170289120360741,0.041674533218237955,0.0013851770164510068,0.008141647409976121,0.006543346206409489,0.014491308559801587,0.014096159113824207,-0.24736346135490883,-0.020039376722590468,0.013412692451412214,0.037229862929702304,0.008140557043976674,0.06220985985527321,0.01837947910811506,0.006640437850606905,-0.0022196380187349493,3.044920759,2.339694626,2.692307692
0.020404069267882078,-0.0780677349345163,0.07165334679475008,0.0740882830043472,-0.015427715661231209,0.03713984084811448,0.02944994816780459,-0.06316227058680805,-0.03517396308214874,0.008151351117003977,-0.2878094225407795,0.04897207739163589,-0.10187927822660212,-0.03128795049311833,-0.003271632886843742,0.256710368236747,3.95457961,3.30467965,3.62962963
0.04306128906783699,0.09303062204652345,-0.0069648783406874495,0.014456866942820109,0.05719935609763048,0.0031105021182716366,0.03915452234463609,0.027257566160660093,-0.01610287254745802,0.0160770942052386,0.002651350331541031,-0.13899287361536852,-0.029028036197795783,0.0669826999049021,-0.001929965734693796,0.08307458342913566,2.576073139,2.123926861,2.35
0.016088222804999983,-0.08178950121680433,0.018006383186377203,0.02880398676709371,-0.021853144095668756,-0.27670311670771097,0.04748161491444703,0.04249889678669022,0.008411535600723887,0.04374539100279324,0.02390395749147873,-0.022393593718004923,0.10725808583786778,0.00576833281372417,0.01213327808206614,-0.06698370467043997,2.728516741,2.054091954,2.391304348
-0.0020374195671461087,0.08732116798283503,0.017860354320959167,0.017249302201185444,-0.03692453048105668,0.00829559407794233,0.004783778905627899,0.04126361591051712,-0.06756888960363772,-0.0054385826839465565,0.012578883448755683,0.05037153967497475,0.094280072688452,0.002416134007252291,0.04282596772795193,-0.02400965355002757,4.23399043,3.535240339,3.884615385
-0.0038297914647785047,-0.07520130270631756,0.003254995146890664,0.017133947395803498,0.015040008997790065,-0.008038254974246822,0.009406788099024026,0.030263685586300403,-0.04745572717805634,-0.021350316326489708,0.008867697779261493,-0.1112849801810018,0.045363333596716786,0.025169735503402187,0.021890087921464595,-0.018778005780025638,2.558665314,1.941334686,2.25
-0.0998417885072075,0.08720831702659698,-0.04715432235887904,-0.019788260439930257,0.026466603251129282,-0.13117861085150498,0.029779356748200533,0.0429732519790476,0.08695917961273185,0.02263833388146198,-0.11083849469908616,0.058128328185254305,-0.11231881413541077,0.06628468738246963,0.0078046074795609325,-0.029957768044669354,2.137035504,1.690550702,1.913793103
-0.014443560613486865,-0.036033951333707,0.022610085795121856,-0.020899944781730885,-0.14429271320290718,0.2437805610055171,0.28654618843730995,0.03803636633014887,0.05843414157264862,0.051376257367771676,-0.017466524236412657,-0.016543622351264872,0.030971504638866307,0.012698223699019885,-0.0383861650627853,-0.13438629558522497,2.303374142,1.770699932,2.037037037
-0.00029453316155313137,-0.09281954924832969,0.2672699779394102,-0.025129460765572056,-0.1045522590630165,-0.0977741202596327,0.011373830569897124,-0.024808494504747987,0.14514488250351304,0.018570643964284234,-0.013544141954129526,0.022487206378677085,-0.06308738945108501,-0.07690629705602173,-0.015594987879019282,0.004556502742434173,1.471686809,0.994979857,1.233333333
0.027544480108047775,0.09157607540146612,-0.029991764144607958,0.0014189350074672675,0.0017617473746475863,0.007217547775626607,-0.00311201745606034,0.048965365940366476,-0.0027236875059680815,0.10418495480046498,-0.23771848135236687,0.09269670936527985,0.011516497801307844,0.005823203291890032,0.0006160962880118723,-0.01623278581320859,4.625796982,4.159917303,4.392857143
-0.038061009759026806,-0.07409267188526371,0.026692393843871932,-0.05985120684783077,0.02519695625099253,0.016476562228338744,-0.014430059463425345,0.035959964984832074,-0.02955399254572167,0.0036182129575246433,0.03875492613950198,-0.046788779239389615,-0.10406749134268208,0.03926286369157528,0.005708968051678414,-0.035106671107603626,3.28166657,2.785000097,3.033333333
