fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,CIHigh,CILow,MOS
0.003909403735254437,-0.002909310118868703,-0.004813645556818062,-0.010444178949794297,0.001092455320887854,0.0050485178431593485,0.003651630233942135,0.0015245057815732883,0.000561741113331926,-0.002831834695659035,-0.010365037542995916,0.004186958947585589,0.0057423084560564025,0.00019839111304845077,0.003143866645525579,-0.003367518559520274,-0.00021150929443419946,-0.00021267276188211554,0.007727885640309045,-0.00048451020184833515,-0.002390228203286929,-0.004953254958751122,-0.00023309945558101485,0.0007555199573874242,-0.002675381221658965,-0.006342030805931773,0.0019002525178107078,-0.003433498525245502,0.0028825469192858273,-0.0020618288199673236,0.002243671364109682,-0.003967623456640226,-0.0053889682344997695,0.0027859456444893627,0.008272883785413387,0.006420392971475986,0.007488042797942285,-0.008986517860617852,-0.003811154675463521,-0.9889990178256277,0.0027038658849474137,0.007297087033889809,-0.003494280337368365,0.002605988015622062,0.008368132116536826,-4.5923726546190934e-05,-0.004733094393704736,-0.00010404613272918726,-0.004885816674863004,-0.002206339315894617,0.0007267880163313321,-0.002313727345361574,-0.0017894563370143826,0.0030529003289582316,-0.002468109272601749,1.424230754,1.075769246,1.25
0.004112676092976959,-0.00967062035054004,-0.0032442451742820083,-0.031184202765729016,0.013884512067564423,0.007378101962276419,0.00474284179016002,0.027334194774209602,0.04428862342727622,-0.015874261068755037,-0.05030141475582607,0.006379443858676092,0.01766656565805223,0.005659700340319127,-0.006214382555148269,-0.03377785222612324,0.0154465599558909,0.006289300475602274,-0.013213666745791358,0.007655953397445189,-0.012760214880854728,-0.007359889789353025,5.171821723149287e-05,0.002327473872921516,-0.006182961258782543,-0.029332720943380425,0.09940415633608303,-0.00023049803767337607,0.005386770105092965,0.014588750536746485,0.019934610506019922,-0.0005012515625986129,-0.08948832593648211,0.04626516202357058,0.007293564910468156,0.006778510410800711,0.02411781375821414,-0.03563010437630878,-0.018452394024063585,0.010099820884584589,0.025383231115261265,0.011418487950102993,0.002024724716593986,0.017649377269863903,0.009667001773129087,-0.08640924123582058,-0.0025520515221359344,0.14522805944474765,-0.0072132161108214715,-0.0325882992461984,-0.004573567546252199,-0.004046455897674889,-0.0007218430419631627,0.002057450171125264,-0.01499284331297785,3.369995498,2.880004502,3.125
0.01607429254846753,-0.030468395395409305,-0.005974681144701476,0.009929120835327937,-0.002740631794764917,-0.009210920764351368,0.011849342233649597,-0.033104189842172546,-0.016589302314323894,0.0013274192838674973,0.026516000433715593,-0.027015615897988867,0.042115507284521236,-0.020333472172174214,0.005871603761740695,-0.014728846215615602,0.029096248597028217,0.006991395460607636,0.010453522879154378,0.014717483695685651,0.002556532547013915,-0.04074206030812531,-0.014603733254695045,-0.006918571982958317,-0.0026492991244135406,0.39673706502125067,-0.020653002273948652,-0.011034690522184623,0.030107736446103255,0.01774323283757576,-0.033976745899621436,-0.004032738397237777,-0.05648908312165113,-0.023626773307194725,-0.04539108601170718,0.00444418125521615,9.939259215611577e-05,0.03784214033315784,-0.003978310536385544,-0.0023336487781766713,-0.02395068085053874,0.003260632837323015,-0.02500961832690119,-0.008461205645859216,0.023036147348077567,0.06830001589428732,-0.012383470944638948,0.05294367886076792,0.028643166692120966,0.004628202034072095,-0.028100839728648727,0.001907112053075573,-0.03594956820727596,0.034716206395583864,0.0031770949908753294,4.804087,4.368326794,4.586206897
0.0028318805146508217,-0.02539145961176971,-0.0020340631025897375,0.0369592739011404,0.004729531944465151,0.020401391294119227,0.02099361928941715,0.009123821117166506,0.05269164293479888,-0.011857014270370532,-0.0436287299001365,0.01268682443680696,-0.049497594350700544,0.02456805069038772,0.01711273125605897,-0.009687409668438935,0.011028008743990937,0.010980710859956552,0.019793172682663118,0.05421519102607939,0.003068209041415482,-0.00996362390634115,-0.016477167682710795,0.03335742000049591,-0.0016694041268760398,-0.023679105117774654,0.09181169446869555,-0.009973438357465798,0.030688572506732792,-0.05235789934505457,-0.037013797737176134,-0.0053120570937910455,-0.011911336614099051,0.08121150364143159,0.004455665687258163,0.0024851696733464873,-0.0008295129798202944,-0.04169215271321118,-0.004978857525008027,0.01921591217211436,-0.03842079390079045,0.038945979443139614,0.028814108199697725,0.01663567535562153,0.02305678776519755,0.006112403707384899,-0.007166434775218432,-0.08775122996891772,-0.014968281918120026,-0.017819105294548984,-0.03226207715856428,-0.01317442687426546,-0.0006589653017185581,0.030769882644094186,-0.003184307618075887,3.431346944,2.747224484,3.089285714
0.0015695483113240573,-0.010393317509172587,-0.004156676959800809,0.00843049425347069,0.0033819809984687223,-0.0025616019090737388,0.004527536653116002,0.005108690705163837,0.016880737541129967,0.9710389669424098,-0.003726776210324869,0.0020234131788123603,0.006393254270429844,0.0021268314169828966,0.0069871590338058025,0.008238762704615286,0.007117119893568321,0.002334100422352599,0.0023461489271795893,0.015191251429322353,-0.004507846340454895,0.010932935696553263,0.015365167936308507,0.009253212822561524,-0.005026061142564491,-0.006309898975844824,-0.00047437599826077035,-0.006052947319852789,-0.0017199204178919606,0.00445700325171514,-0.0014589727824254376,0.011412088946907824,-0.007981084893971258,-0.0042457028153518196,0.002038821389611789,-0.00481578126531652,0.009159817556347009,-0.01092934465668165,0.00023804952579970564,0.0026654121998466143,0.00042659884467862916,0.009763713931327406,0.0009523247832927134,0.004370124917557571,-0.0025786217079826574,0.0016881908934427941,-0.004110201120520611,-0.0036448998928086803,-0.00910264560468212,-0.012038538985159695,-0.001377105037136581,-0.002787009944191672,-0.004766600409862433,0.004986883312032535,-0.005436857711046709,1.384178612,1.098580009,1.24137931
-0.0024586096445537308,-0.028309516198560092,0.013624096782788232,0.014312014171493855,0.015504081709552883,0.0019282786443000609,-0.009249064306920109,-0.006700730826905465,0.04372673696135631,0.020538571829827306,-0.016566535595015724,0.0183835119679436,0.006942855509134918,0.026807624012110717,-0.005209588405415956,-0.0022955619058583625,0.017434780290218513,0.018465539382114267,-0.010588256221319446,0.004697628320975354,0.011031025298255134,0.006790623943365058,-0.004146594531816248,0.021893737037411327,-0.007850763320006289,-0.002370486113983854,-0.022544405539338792,-0.02134259078495122,-0.040501153458006395,0.002242562664309987,-0.046896838753394204,-0.009757975328562658,-0.016054603094284886,0.013685474157527768,-0.02023367710094587,0.006799876651376869,0.022254826735620677,0.02183819296955882,-0.010441205646920802,-0.012675252641516551,-0.03327017992626587,-0.05296647854263414,-0.0035404150221566765,0.022214085155472397,0.02319079182806129,-0.06731570306641722,0.005006552723868667,0.04444544311256564,0.02169300120940948,-0.006682286786209385,-0.051348031253639424,-0.018054308397132356,-0.01480424528405923,-0.6986065613731622,-0.020408518187318255,3.165961789,2.619752497,2.892857143
0.006273768171801384,0.020991490337893076,-0.015524625876513449,-0.017589128891628582,0.007090737062017134,0.016956644110862753,0.02019087838724385,-0.024265616042813944,-0.03199429792465411,-0.007591934990967957,0.015157917028093387,0.01688055917227535,0.005075052020613014,-0.02313391387562217,0.006494019799023074,-0.002432024129311402,0.0028401473232593662,0.010623585665603959,0.043711704789539986,0.012290101679479484,0.010049950930147026,-0.003427111045411389,0.007593339479108656,0.009804449684984251,-0.010867322481144878,-0.041802297556936915,-0.08488808447448178,-0.009054808444057065,-0.004946884698315636,-0.010592016786528668,0.012872036491443027,-0.008437031663914083,-0.011544914344524806,0.08249683171617608,0.04603931061795162,0.023688532992061265,0.028299132665566218,-0.03373056826745355,-0.0023944404137109547,0.012555942600080984,0.01564973628790329,0.016893311185255236,0.007256148260427525,0.012940384081210983,0.03992083306907181,-0.004986307141396364,-0.0076696237479495335,-0.11331697831720536,0.002065656013712812,-0.0010405361943716335,0.060469900446584395,-0.004111684297537045,-0.012473288140216308,-0.0024041854121858125,-0.011521684236631162,4.371789143,3.869590168,4.120689655
0.0053074097188603115,0.006645910046960903,-0.003989592755004097,-0.012020364199450496,0.011520872248224047,-0.0045356126893905885,0.006939321422088757,0.017001493373104932,0.03772068536563021,-0.016374260945696537,-0.031734326885574635,0.01789789720192047,0.028035981535413226,0.0131203438241046,-0.004603084831122058,-0.01551667883710917,0.01628526110243542,0.007697997944220094,-0.004822243732884498,0.018470534930861097,0.0007652434253050099,-0.003988930898237974,0.010542222184677078,0.014823349306624073,-0.007205805997505976,-0.04382886112056531,-0.09234145752818461,-0.004242271074235245,0.013237786990321571,0.0007861222466988163,0.018198170176557338,0.003609430365809938,-0.06810059262179789,0.08070217193595802,0.005234514592058925,0.014360984097202413,0.02658825727309884,-0.030610455315906615,-0.011970680490952726,0.0038320628252027093,0.018298211503733806,0.005819299093849284,-0.0009409671971903484,0.012133681060802592,0.0029048245763582487,-0.06736943336342867,-0.004689302728077151,0.1678895753715318,-0.0029937476246417937,-0.035606830924417486,0.018244072456135973,-0.00800697410666555,-0.0019902956848571888,-0.007154943911978477,-0.011926127879301767,3.312221095,2.887778905,3.1
0.0104463759953456,-0.017060218691715413,0.0027778811835384334,-0.020382640978578864,0.004231673037876571,0.010360014668380685,0.023909033681262723,-0.03230311017154761,-0.02859850916014766,0.0019938140238847774,0.04382203540543181,0.009870618681367547,-0.08699058223003525,-0.049024531501960414,-0.004159201542551478,-0.03315470448599838,0.0008808110881841242,0.010279027672008657,0.01065005836801496,0.00015184462513989752,0.09099614163706085,-0.009950506418536523,0.007371699160963334,0.00353226642207105,-0.004461884449975662,0.27569711962577487,-0.05962329447756414,0.002381908337419378,0.019428928494204484,0.020172986916897888,-0.025205766833566977,-0.015474874481779147,-0.19787292592645225,-0.002852702455240115,0.008855403480239296,-0.00028862664039280383,-0.04411579483624313,0.0041843225208538426,0.013412614437821832,-0.007950105802153643,0.028859306797156318,-0.012572915662610214,-0.004385628218997877,-0.0035471127895773664,0.014331719194121179,0.0005049150830511367,-0.007013095551038344,-0.0038866202464336434,0.06917264432582625,0.031235015010352963,0.04610574640784911,-0.003694287557292149,0.44429476463160783,0.002567293716816445,-0.024254107563571176,4.756993215,4.311972302,4.534482759
0.007899221530257551,-0.017956392539606524,-0.005725819328669927,-0.0007021940756979969,0.0099981673388351,0.009249663258612349,0.010136401239936359,0.0035576903361118537,0.02604414229203783,-0.00969527255525499,-0.02328398545228784,-0.007318832967913175,0.013125964664756039,-0.0027408775321155253,0.004437697474229702,-0.010866788763177154,0.009316270461972863,0.010782724837672175,0.00012562128984395027,0.020134569054013677,-0.0037631595148436532,-0.019321495034329606,0.005278844909712887,0.009878114985685253,-0.006467140695836537,-0.023286852662195708,0.10897911891669866,-0.010160693309313745,0.007999189946356724,0.002820597085810008,-0.036760805621956334,0.002763677242848402,-0.050115178773345384,0.1703417883672023,-0.0024812521383473216,0.02061396907760226,0.023301241394445067,-0.021982543207152528,-0.011078396262864072,0.012087053599240954,0.0011039151170499618,0.020522795329616855,-0.008547119987568345,0.015321616397054531,0.0304472131266579,-0.05315541748789142,-0.0013639208206240195,-0.038290319969850176,0.012232514253653534,-0.025927400926526043,-0.0027418003571630586,-0.009265298285976643,-0.01922792859203391,0.001681799927051022,-0.016171180828674202,4.655644914,4.137458535,4.396551724
