fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,CIHigh,CILow,MOS
-0.0005821284892565618,0.004240943721891045,-0.004144456816876505,-0.001517309705176887,-0.0020926790857421942,-0.0051007988361340415,-0.002538140474196682,0.003411295514091293,-0.0033796120657744754,0.005245753163578627,-4.7324970303239275e-05,-0.0040453415735788294,0.002249040291489359,-0.003808318995685962,0.003545071420599639,-0.0049861046691815365,0.0031794634635908246,0.004294625027289963,-0.0032466485004708063,-0.0021757196573139645,-0.0008168390586981901,-0.0038412141197278846,0.0029458622285300318,-0.004429082221442766,0.0012037915146543851,0.002761026517650996,0.002810989676859984,0.004857257117004566,-0.003157529750909302,-0.0044694237104430335,-0.00197671438832239,-0.002285105048668849,0.002877833583751697,-0.001137125787347168,-0.0005767042330571438,0.0048000743363828535,-0.004908093547646886,0.007304088687326705,0.003223595859127731,0.007174857289503399,0.0036224464479336885,-0.00537221740126817,0.00019862948762367695,0.002966425429187285,-0.0014659449403849694,-0.003837431864739108,-0.0019450839131303931,0.0037013636717297222,-0.002068433902738262,0.004832983803525619,0.005267059412853389,-0.9934443865632966,-0.0023254302253795335,-0.0007816926817989879,-0.0025662265156870825,0.002210625152664479,-0.0014707198798670788,0.0021698252648653677,0.003594458527617082,-0.0035671618094360695,0.006800770041153377,0.0030936340022068576,-0.003126943117299955,-0.006229967622602221,0.0039950237439803065,-0.003479617157968297,-0.004506387850786833,-0.0014697563130953348,-0.0033448847636566342,-0.005548510903552375,0.0021159582225126526,-0.000987849736182802,0.004099494624010468,0.0028233738922493284,0.0024116916043582237,0.0016418990779562197,0.0027292204122038918,-0.00023709057317450005,-0.00028658125795691207,-0.0024856543799234116,1.424230754,1.075769246,1.25
-0.004862405340006015,0.008897446634199219,0.00612270206228286,-0.0323347622563817,0.012742902800702966,-0.011766490133966929,-0.00012068651209490777,0.014539988914829537,-0.04596462049911887,-0.0090459759174277,-0.02552183219984552,0.014529181673572089,0.007717892100095812,-0.012694687367054472,0.012894719889169704,-0.0381655015091389,-0.029278300893191948,0.01677982552959271,-0.007285386869919275,-0.0015271560726174585,-0.02882479545817916,-0.010755428178342527,0.021953471871605415,-0.0483190173220479,-0.10825802881249669,-0.0650824152312815,0.014417995356130229,0.01726798201191624,-0.01401847166037514,-0.0032958178322136274,0.019693320515663092,-0.04720041639236142,0.01047024134047735,-0.03219893914961559,-0.015297157011275833,0.0234568477314353,-0.007626791286940018,0.030661728713395453,0.01810922598378333,0.056146023968091145,0.00917958075319004,-0.001447591558742124,0.03395892829161904,0.023264854404034762,0.0019177253441861274,-0.006215509002210339,-0.016190854481332347,0.005199164615449318,-0.008998389924459562,-0.03206136616935513,-0.002367574169147438,0.009878176970217353,-0.013090388847764691,-0.1504109279856436,-0.015506324319542584,-0.0008243070767016399,-0.01829781690253617,0.031226103711465166,0.006953197927608058,-0.006643810198216898,-0.007145394650476511,0.0016554642750754333,-0.008052790866628759,-0.053961482202092306,0.0028301568665337904,-0.014479844013145187,0.0417358090511732,0.022228031018522453,-0.018291034254423615,-0.016430578611073537,0.00173047518890282,0.01284591036757453,0.01497842119814575,0.01584535617750972,0.01911703394744226,-0.0013072360830455375,0.017754769236362617,-0.005597875416395962,-0.19434561522234803,-0.0014185596949731483,3.369995498,2.880004502,3.125
0.06975782459236933,-0.0029048380880664034,0.018074580847807508,-0.021449216560981248,-0.016365279979592987,0.010155106919826483,0.030590029157132347,0.0030818410025999143,-0.04649036587796755,0.04816775017512808,0.03827499891433722,0.026862626420236128,0.009343876959155688,-0.002124399689634134,0.009808890873929459,0.035136684693669734,0.052411596540383715,-0.015558143175688339,-0.004248887614913968,-0.022159196934634823,0.02887644792388022,-0.0015708152274722749,-0.00504268864055813,0.054674385554779034,0.07748353727154278,0.04969136331582386,0.0039100506320672015,-0.016727768321532513,-0.010813278198878147,-0.014894261509578049,0.03956426283088292,-0.04960081423268411,0.00679541973243631,-0.05716199476458972,0.017945014779130925,-0.013663343819016559,0.023065781783466806,-0.0540333149838481,-0.005172269711558108,-0.3578066483409183,0.0069116830816331526,0.03846758691656686,-0.001547276669104622,-0.048703677724271664,-0.06633763271256791,-0.0034570380512588504,-0.03448786928779916,0.010738533732997907,0.24177002107700407,0.021508850200077853,0.000648377039577071,-0.00613490838567644,0.010394024605006066,0.01296529111806873,-0.015501445993298259,0.0171738527858418,-0.012731852072433806,0.01729908326794185,0.0053507226634642475,-0.0030080111070112203,-0.022310882648327268,-0.12743919958726574,-0.008145147178533728,-0.03398701596024662,0.01746048732024103,0.002640272684581222,-0.04285408413276351,-0.02639253419896781,0.0025668397722068705,0.018282635010321985,-0.01732273543827772,0.07418180771552618,-0.0037131818426012634,0.006732637005105166,0.09964104621472464,-0.0033465638405115812,-0.006467349518987005,-0.013108092156690806,-0.04868925408868505,-0.02020403464005887,4.804087,4.368326794,4.586206897
-0.02729900180393765,0.025477364703396465,0.011371107650837277,0.016013878553957497,-0.016892601428859295,-0.05008399487331236,0.0038825663486687354,0.006053353303523093,-0.09054042762980401,0.031001171171858903,-0.031153620093969814,-0.02197481111762845,0.01138484417065205,-0.007106273870666997,-0.015364550103441984,0.006365851339800728,0.04601947180502898,-0.0012005391000907049,-0.015243909640427869,0.013484438570050446,-0.00808525570627362,-0.006408854580355392,-0.0755200908663448,-0.04128164607641296,0.09859943125609735,-0.057138807636664846,0.0053348337474689,-0.03143835722703943,-0.005472499426367047,-0.006688778802416942,0.088039944686677,-0.02448702888842446,0.006477319261903895,-0.025430540359673858,-0.07233216328963846,0.06108647547307618,-0.029661280249748234,0.14962498197992602,-0.10881723089436449,0.030355976972522167,0.016005876983955565,0.03960574554210609,-0.01840865452802508,-0.05085768342464443,0.021588033523586736,-0.014275796737141454,-0.033023604897890864,0.02777802939091744,-0.14592509761125197,-0.018244237350439407,0.049961672993448024,0.016431187729585784,-0.010053197846532344,-0.00310332300173329,0.055400572495620554,0.0432227176972279,-0.03154322281329942,0.12520685747823707,0.01956232650311583,-0.004329152590139293,0.022258318729149445,0.03553435147075515,-0.006277147465381449,-0.06511670037829084,0.0026318593018038734,-0.017736441363647885,0.06964055580001491,0.0002595342650245016,0.005902892324206923,0.06775056228139235,0.141754841375693,0.03268553522499694,-0.006644729301972852,0.06496377438841949,0.04526810811969163,0.004029709792272536,-0.07715135951093433,0.1369017818458184,-0.01576605304524408,-0.01624762219884272,3.431346944,2.747224484,3.089285714
-0.0032640679119499087,0.000904038498521671,-0.006231297393601513,-0.002853844599575792,0.002965656044009512,-0.002377246500195144,-0.0018341026763964339,0.003874081667368844,-0.0027284767247922523,0.0011349359307397551,0.0016974438670138208,-0.003931235734191735,0.003116579729292426,-0.004491584882670682,0.0032174144504408093,-0.0008694005511310385,0.0036044379360185065,0.006424038176020208,-0.0028714066036650437,-4.054630987849501e-05,0.0012776595276070158,-0.0029829771275815546,0.00364313429470203,-0.0022526001483002952,-0.0025647021597030037,0.0027011123829523624,0.0029461279768564267,0.0053538772847300875,-0.0031274725043808948,-0.003782686949230937,0.004061903589616935,-0.011723879001431733,0.0004139156001837806,-0.0032968755742998446,0.0070160915996137635,0.00399857453317929,-0.0014627309213475627,0.0015808604663134114,0.005144113066643032,0.012626706201716584,0.002875206362234155,-0.008541626432105159,0.0025238803349014317,0.004937146064895138,-0.0007087917570143478,-0.004263657558931123,-0.004562021128524408,0.006633931391797886,-0.005838461104043677,-0.001411609930170818,0.0032470470345602976,0.003450519958146841,-0.005090218404498332,-0.001452400380555626,0.004281749096114659,0.003132758394051012,-0.004419194822934757,0.008362209206326143,0.0058320071141798845,-0.002964230288042766,-0.00045046671573781267,-0.0038444691555245512,-0.002975444169472713,-0.008932922937907555,-0.002895405222891549,0.987399531799009,0.0034021429443018432,0.00017295202379832543,-0.002482256496369716,-0.001868396578121396,0.003639999842160611,0.004168660604700507,0.004177457647317673,0.007992582974857356,-0.0003490926817487605,0.008594509240453402,0.004450911383168481,0.0068716802746890595,-0.004119101950862977,0.0001703885231419729,1.384178612,1.098580009,1.24137931
-0.02802401627403567,0.005647238018834737,0.03567498625079898,-0.01806470097415409,-0.0022406568597205037,3.92354041211053e-05,0.051535893136591605,0.012896787662005514,0.008210576512432807,0.008326270909078854,0.03317844933304956,-0.0409170518844858,0.004283207371857795,-0.001994519309003705,0.0013746998374256966,0.024527284730340215,-0.8906831709319661,0.0035927419709988265,-0.01274418092668997,-0.005969279021949252,-0.0263920913740433,-0.005514786256540409,0.00934878093504155,0.0040446140230173495,0.0006830254076150504,-0.02208753585439943,0.016352471797630642,0.014053378786133908,-0.002727867632649447,0.0030968458635426644,-0.004075395040614456,-0.01289953383153959,0.0027156542823268204,0.03868648220360368,0.016030961129466722,0.005626958155940644,0.004195681120107227,-0.035512152602218114,-0.024522654207969542,0.011387636797832789,-0.0005331860539587622,0.013385286295111341,0.019991968363267217,-0.0027391921392149535,-0.053025078684574546,0.0006574851222326114,-0.01174535134565068,-0.003364933292858213,0.008841421041116968,-0.01538850925718477,-0.0006906509958338618,0.0012659589818709745,0.0073731231517060415,-0.006027202639243967,-0.021178009671337455,-0.005766214049768155,-0.010447323216833764,0.03492731224668708,0.01675689188282101,0.0010645664653263897,-0.020316651806105503,-0.02415573610225203,-0.0016311273335039183,0.010076063659214056,-0.03116917858506211,-0.001853020086522304,-0.008914189023838044,-0.012575474209435507,-0.0014679869556506844,-0.0034225446463045503,0.024489166694922675,0.03919481389534901,-0.014458523966910873,0.011584853864138262,0.020710304072660647,0.03019989146380914,-0.014647602144778917,-0.010075495309919231,0.011818859230948489,0.012474506716712902,3.165961789,2.619752497,2.892857143
-0.030967124803752254,-0.010005989852434968,-0.003469722020820911,-0.023747644748158242,-0.012176480610764151,0.027577547770930574,0.008386637280791294,0.01808523818859922,0.0007628391774084655,0.02275479546318491,-0.03810141176843201,-0.08866994925080021,0.007131915172144496,-0.007496208275855357,0.01594226077270972,0.013468356944604964,0.03677181655067022,0.031153522637224575,-0.014010223023739145,0.0018878600817203459,-0.008620126470415218,-0.01803501963343619,0.028975339535006455,0.062320123807375796,0.006464496508808857,0.11465789671195363,0.029128352352448872,-0.00048130805843690295,-0.010792190421990845,-0.016199896925667714,0.013761536787926786,-0.007581536983941267,3.651037781962481e-05,0.011156819153022537,-0.002377099733324891,0.008316772651345356,0.035935533737947445,-0.017439282037298803,0.006422747679773501,2.571503476942291e-05,0.004765886343579653,-0.030749129215468345,-0.04268042046742989,-0.06376684525491061,-0.04127110562953925,-0.006033517011314598,-0.006663838795350885,-0.001631517744430268,-0.12418812060890458,-0.010582831262040933,-0.0035478228248286593,0.010312278804783397,0.01673776593656526,0.17818294492406844,0.047768335059311925,0.01740234650259177,-0.00868756671884116,0.013643779639940696,0.011047696199379179,-0.010819470398571694,-0.011598000851574655,-0.021009997853962584,-0.004655682350330261,-0.047783897943770984,0.0027317725977282024,-0.0051505729472539315,-0.052241839673076634,0.028057039372516256,-0.0001810051287824978,-0.04649163654152044,-0.05404721665173897,-0.0006014222804446178,-0.060507340177366135,0.01117239655117186,0.02754810081106768,0.0075791119671228474,0.0146091981449016,0.05703424884183666,-0.010744278788663986,-0.012379745057325307,4.371789143,3.869590168,4.120689655
-0.02912687945110818,0.0016142150846622449,0.011950925559758125,-0.0279486948080865,0.012431429102042972,-0.0040158462986917024,-0.020700216909179493,0.014786130051678443,-0.09255276632673469,-0.006481026685633088,-0.04576478393904929,-0.028554854363897802,0.0069162783187403445,-0.00905508583537897,0.01137919934374417,-0.007435151510815008,-0.025306540354968193,0.0189339238000561,-0.009040810716627016,-0.0016363622824765523,-0.018581438761254246,-0.0050597084325652185,0.014980320392720757,-0.04633665818875343,-0.17525119689671115,-0.042800106096556656,0.01600588950734953,-0.005123242584211254,-0.010412079594233084,-0.010111222021126864,-0.08267579930953606,-0.02194692248754666,0.01012126567022194,-0.009122150658510762,-0.010255298394205583,0.016969178861742262,0.02509209462338635,0.019967722768808545,0.02963358513872072,0.058217429268751356,0.006866059774667226,0.0038202924801957077,0.07236141504190596,0.015609301915941523,-0.025275591610019427,-0.00840534505822655,-0.01191723559016845,-0.005655981259132833,0.043677151128445765,-0.023957891782664786,0.004012015340881804,0.007969463107540868,-0.015115862015448485,0.01857794597101198,-0.003717516361989111,0.011067516303280591,-0.017303058156768154,0.03063837292438499,0.0043989184997438235,-0.007144679611387598,-0.00041541246604418733,-0.013351347271777798,-0.011082067129153024,-0.03986569095919355,-0.005931176999591853,-0.012648819466149814,0.019438375473698102,0.02413502698805132,-0.01164885493538912,-0.01962152337889925,0.02768026593449295,0.014819436704420217,-0.009102728046268898,0.012439366523255965,0.011667356712266977,-0.0032417811496053,0.015061760882910653,0.018490141527055713,-0.16181004560038914,-0.0072584195693393095,3.312221095,2.887778905,3.1
-0.07799289101657411,-0.0017817033406994141,-0.02279000585923354,-0.020243913927216167,0.055717898838569514,-0.0002628933941680444,0.023397032907446665,0.010484584792053303,0.005870936756567939,-0.011165241572423058,-0.032024563009570996,-0.06139493881590783,0.0037659719729880438,-0.008571461537496015,-0.0007393176518409853,-0.002324135841703094,-0.019782333994305953,0.0025370312168549796,-0.0006244613068810236,-0.011995639697749753,0.0020317837067995903,-0.002792316955576521,0.026186961584156603,0.019606221332816406,-0.002113701675780329,-0.015519793580067248,-0.013514909420246878,0.018859798938279645,0.0037342691876720863,-0.013331429487558869,-0.05378515584288681,0.013734940113370312,-0.0002065907503708622,-0.00564890298446566,-0.013241402724870083,-0.010684578602527842,-0.009590643822401308,0.09325904328194667,0.06055191162931905,-0.5556215772809238,0.0005684199701152452,-0.1226724104890741,0.09825720591117375,0.010341871685417031,0.0669036295296956,-0.0076836680918964334,0.00045760932767941094,0.028307444393712224,-0.05552466788775776,-0.14201845734095928,0.015249754971483731,0.0068418242523358725,-0.03833997383666831,0.022047015833788573,-0.011562974190793988,-0.02776910654266448,-0.016178486345294677,0.01326534277920546,0.003814493050750156,-0.0016061580231386382,0.00389447163699147,0.08890017710437455,-0.0037157809257254955,-0.21612975008853225,0.016125068984357383,-0.01683989215018209,0.022108812795075528,0.03668410066629967,-0.0040156838961749935,0.002723707539349134,-0.010206299316256606,-0.07223432409192285,0.06021522468029634,-0.0012215644028299158,-0.11225018756946094,0.008877395038329274,0.01721012870672413,0.033406495452225994,0.0406373356692307,-0.007917157015779172,4.756993215,4.311972302,4.534482759
0.02722251588800215,0.004191883909163733,0.001869720165914321,-0.025795348367627553,0.0034476830010649346,-0.007774074950689607,0.007083801979586046,0.008326010594531353,-0.06249636174309721,0.03200242556724962,-0.013317903213525875,-0.008317085411678167,0.011387978837296992,-0.008642350517927319,0.011084487483587547,0.009003377233897,-0.008488825576753319,0.010907894899151395,-0.012711094198456306,-0.008380230615377742,0.0033578243615067544,-0.010148184623648077,0.014641976895140742,-0.01481001392028321,-0.02080189489852692,-0.01863237949400301,0.01664727568776389,-0.0017347325608098733,-0.010548373717867484,-0.01286909822329093,0.17418853883374993,-0.00633379636892275,0.017674932693590457,-0.027125357819279793,-0.05261582060804668,0.00990632569324104,0.010408791504521606,0.02605003155058642,0.029698833066359162,0.048875849302533844,0.011001186062775422,-0.005036088132745925,0.04458926667898381,-0.0009572940172460111,-0.0035932936368691993,-0.005543674989510806,-0.01170795314289254,-0.03000794799120559,-0.10647037304944175,-0.028699804803978577,0.004456204460869457,0.006351007740501689,-0.00682397845199982,-0.011898903911683812,-0.002546737308040784,0.00397815085187846,-0.0072941034186599215,0.03373582726140741,0.013140011939515563,-0.008643628325679045,0.0025854218049547323,-0.05407667856736247,-0.010688152687974184,-0.045971431464148685,0.009216269118566352,-0.006712956893961382,0.013796319719540148,-0.03140335938421765,-0.015844996096629135,-0.00932257897270349,0.029249605556587913,-0.004979300499119989,-0.016148825526076944,0.008160990591336275,0.019154213935655157,-0.004452690290493926,-0.0019360438963783822,0.020949286502943597,-0.11081281099891008,-0.009870241181392014,4.655644914,4.137458535,4.396551724
