fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,CIHigh,CILow,MOS
0.012608820456630098,0.010804938136161393,0.0032789519145749514,0.0014497499551276664,0.007755835446169366,0.02093163214535158,0.006613439387233611,-0.008632217563063824,-0.0049950929056292856,-0.002071343990966406,0.014161691087408348,0.0002849961599674712,0.0038231514452160284,0.005783420878192587,0.004584975582858696,0.0021545679612772614,0.002479404316599795,0.005527208021102874,-0.0036131216104742523,-0.008350195468561342,-0.005577970620127125,-0.00010804360512762558,-0.0024062877755859913,-0.0055306600464306,-0.0032777186930596533,0.0020723189845029064,-0.0006323098367391575,-0.012371051679972597,-0.0021476700630731044,-0.007416111933733126,0.0063629772270835435,0.003823828966751403,0.006945433998925925,-0.004946514905151552,-0.0077537701354036745,0.006096820079273668,2.7666743211022062e-05,-0.015720704338462423,-0.005503502376183797,-0.0010794410574795936,0.9727450540221082,-0.006301333049531261,-0.005464189979680507,0.00142828994356395,0.0017357908284929195,-0.0011743113401328261,0.010364274128429418,1.424230754,1.075769246,1.25
-0.0009184538306863221,0.032554287208344565,0.009140466647477185,0.07247946144534011,-0.015382138030363495,0.01530075399737709,-0.014128416039919961,0.004262986187609243,0.0073002302494447596,-0.013292212665567897,0.011279830218445601,-0.08195048878046143,-0.0023197665859573963,0.001750642653343933,-0.06010814135965152,-0.0233661304438721,-0.01850008954725585,0.004607444841925248,0.00021149074965396024,-0.044919917470364085,-0.01005181239267692,-0.0065602793256224114,-0.02081115321763544,-0.014930083483470965,-0.030738962555716016,-0.030294530815895608,0.009314473978884573,-0.0002610867053739751,0.02760362715576725,-0.012500866205007434,-0.03544780312425148,-0.14576240726614154,-0.07836054586661807,-0.01411816738998662,0.006676788083315902,-0.008905166072584831,0.013355199644600463,-0.00031569288663762916,-0.0008807497378647902,-0.0051481391804391674,-0.0038776668413015953,-0.008084841070325553,0.02250238008136049,-0.001100901628606449,-0.0013342415571002645,-0.018704963858146406,-0.007023263613429387,3.369995498,2.880004502,3.125
0.01340357313796026,0.005602784661855364,0.006850086856315877,0.061804110951596145,0.03212720159088042,0.003483658502444482,-0.020920239828892847,0.01241644787234301,-0.02119460267307847,0.02550078809064949,0.008424482909389857,0.05102200632379411,-0.003141129530441197,0.00930674673780715,0.04097013078174474,0.017941992336039197,0.008327336467748171,0.019283424997415238,0.01593313454274791,-0.005726781243439973,0.003265139559732613,0.01668779147642797,-0.011666999762119983,-0.031820728412476317,0.003548035838933212,0.00032663269138569364,0.0006715840862986317,-0.0252933375796094,0.0026244847287867543,-0.009288779793275359,-0.00045242880693198076,-0.0289115222143967,0.002633971129981806,-0.0008046799959957958,0.024397986466412367,0.008248910994159472,0.0009521179781308409,0.0011399479000920268,-0.006585562171213407,0.005148008035049533,-0.007357480099177698,0.3836966514282762,0.019088982188408005,0.012270966552125128,0.015151393185904338,0.00656851992543902,-0.0010858282868455177,4.804087,4.368326794,4.586206897
-0.0001847955327119843,0.01048815349016622,0.008413241887858268,-0.00939252633327758,0.017934791887992012,0.03890689915699566,-0.024455758648810944,0.03176291935476881,-0.022693695847687566,-0.0004900974982861784,0.03387093301644188,-0.08501317403550722,-0.029299075604473257,0.008030227613108563,-0.021716900856693266,-0.024343317064705366,0.008292545185147781,0.006056752476677345,0.02543230591767462,-0.03591864694309903,-0.005351358533299573,-0.10263461057635932,-0.04244455515352792,-0.006538847678585021,0.010328753553814437,0.0009799646950988438,-0.0018433968644188687,-0.017259822795432346,0.027737866496452573,-0.021135089938891755,-0.006291346689407383,0.05516541220847697,-0.0259615130268397,-0.015781433188806305,0.011233996165957463,0.01137068594303479,0.0015322044817977533,-0.06039360113616188,-0.020325206471115527,-0.011702817624877886,-0.02260926054649353,-0.03695866072990162,-0.02308915464891064,0.004342115990453563,-0.00599894482082178,0.0050639573950793555,-0.005555573911746816,3.431346944,2.747224484,3.089285714
-0.023169933270866482,0.036082161072733585,-0.006121594601352015,0.010063310218157172,0.005722446364831006,0.020947405548837852,-0.0014955657935374232,0.011406066939631856,0.008564350817105536,0.005027099502576037,0.02179176051619755,0.0025218324389963353,-0.0034976626769151918,-0.0013445062789484365,-0.014431963399379622,-0.0032293802918137225,-0.018339383431387756,0.017217804474147436,-0.0027700034169915438,-0.021933839030010133,-0.0031255079979352917,0.003093269209127558,-0.023597367596169438,-0.027192203934580546,-0.01869608156215369,0.9431493601937193,0.00834379816776199,0.02996673663307301,0.007066497180283468,-0.004913412274225668,-0.008079597892950912,0.014930053380332297,-0.038145844198605464,0.0069550770268285425,0.00237799542352928,-0.0018813825755312277,0.008676006790581895,0.009212056556167289,0.004902970977171452,-0.003868312713120133,0.004403650722765499,0.004106890701500856,0.002124928975117912,-0.0012108817486362097,0.00135054223189931,-0.02024642962160615,0.0019504887034147327,1.384178612,1.098580009,1.24137931
-0.02782437298341178,0.07016706527565507,0.0076045147405788,0.19267206719467994,-0.014264501488598688,-0.027577720074961315,-0.05850560908967705,-0.09036826826657976,-0.07525237964380894,-0.013614782399692386,-0.03207510562056511,-0.021067080997006916,0.08863001455596009,-0.013377595008957289,0.05433119737306511,-0.08867901831440268,0.012247982893530839,-0.004547094750727967,-0.005413935982691835,-0.024114883308506897,-0.028531633811335444,-0.030684421505505034,-0.03523292911834031,0.5329480736457104,-0.04769847494703421,0.005099109424419573,0.060890020010255126,-0.046151901632798704,-0.009137239115046665,-0.001439840798140572,0.03492313312239942,-0.014152696489752885,0.01580995711584373,-0.013734352022132966,-0.031874856371767187,-0.010040599135462493,0.0097042287563046,0.04994709088874041,-0.008331182904733545,-0.010088811640529107,0.009675863583031706,0.016831344838693474,-0.06571494535132594,0.002915364251897002,0.03631951307352946,-0.0998104951206119,-0.015218298647653549,3.165961789,2.619752497,2.892857143
0.025942129282667002,0.015296127242599702,-0.0010773004607296964,-0.01520675716456754,0.038529376474867795,0.020335030285360243,0.058210862393290264,-0.007146594361982229,-0.02680328647859776,-0.028303305890645798,0.01442578649950299,0.08126469520653694,-0.010866115306488407,0.00994324919035065,0.0227695229415034,-0.00380491349292079,0.031001989144339503,-0.022282395925620167,-0.001102559638951644,0.021527369362571342,-0.016370200353769848,-0.0710502673734099,-0.021831889004629765,0.0031180060433093804,-0.014557959547044265,-0.00513764402248462,0.013021123427259708,-0.012374361330913386,-0.00503240717539582,-0.026010982160339403,-0.00909084931478994,0.09347555236351852,0.0347514028869274,0.015588724083650515,-0.003783150556097183,0.010563398896362054,0.0046167053445090095,-0.02089228397772526,-0.015084883366175751,-0.005125044400906299,-0.015065358623343735,-0.03760760496031641,0.005091742253235618,0.004975988843756228,0.008952033093824387,-0.003908178051124328,-0.008744942159807511,4.371789143,3.869590168,4.120689655
0.008941096140507244,0.03603178581780873,0.006133788533012331,0.05375510372858347,-0.00805819727509469,0.01142398410997711,0.009307577405059816,0.009121930309016089,0.005921467778776453,-0.018215632986119175,0.007390533327224476,0.10604446239316181,0.005837562611317221,0.004546161494456093,-0.06398255280156054,-0.0161827595768471,-0.014516145796793625,-0.009572440482716304,0.00017389222902158518,-0.03164640676952194,-0.011294028422183898,-0.0416853788643606,-0.017381911699183576,-0.00931506472543783,-0.026592720460852884,-0.02781551790734292,0.014957752129309847,0.000521927465992184,0.018847825514885046,-0.01137093017050752,-0.03790607583941128,-0.14745951548923023,-0.06527847673306507,-0.02648135610116362,0.012818233741305637,-0.005498010311469709,0.011824738363565021,0.020896932897945444,0.007844517401874498,-0.011061072867369907,0.0009953701205879012,-0.028078584224308548,0.01557036796892626,0.002588326584221323,0.015220715616522615,-0.019720932896042435,-0.010664304450659924,3.312221095,2.887778905,3.1
0.006816489815499547,-0.03058470156424909,-0.009733167723020436,0.15543653321881043,-0.023641842192810552,-0.014113555821804638,0.04689840168632988,-0.023968899656422106,0.0036846143559354817,0.4498801933951195,-0.014340136378568754,0.07917610142580925,-0.016170314661565884,0.009004677496840915,-0.009273577864966251,0.01942591869941719,0.030725462445249308,-0.08712203355001678,-0.022865539668794167,0.04026356746590203,-0.017214258759679715,0.02517092542591252,0.022620140813388766,0.0025501644165842404,-0.019114216325552904,0.011155078434654492,-0.010997771677258622,-0.007660303267896907,0.04843174017092235,-0.022834473147692238,-0.015305479819540873,0.015799412422829572,0.03637591835598189,0.02115909919633793,0.01262692267065486,-0.0012929560986249284,0.003935129679659642,-0.04807097524260448,-0.01625182837717993,-0.01289136056981608,0.006648168964540788,0.24585827163625582,0.02904111071995082,0.009679326283432326,-0.042265866248557736,0.03178624676665928,-0.01133822298577095,4.756993215,4.311972302,4.534482759
0.016642391569484598,0.03445108495155886,0.004838852413935422,0.023805559854021902,0.012774807941331935,0.02208589876849976,-0.00011630867277084428,0.011150205688940103,-0.019520650554156728,-0.007578708445541023,0.0206657412233702,-0.0987678415403173,-0.008389699819337789,0.0012291981033300745,0.009799420094361203,-0.016878214454413367,0.0038855777198479866,0.0018334580803862632,0.007860994869806558,-0.029885876183840955,-0.012697825757179987,-0.1602842102474081,-0.03753671977013876,-0.011092752599650089,-0.021316920138335593,-0.01364080916895243,0.012730568771843918,-0.02561481917294872,0.007643560629354477,-0.019557172845397455,-0.014370556121961725,-0.025318136309116574,-0.02522882502933093,0.004719024009589628,-0.011798700442561028,0.0016754755453909896,0.006819577678872047,-0.02663463096724424,-0.01492817320005371,-0.0050352522327803415,-0.018540363177986914,-0.011539499944936093,0.017369011464834834,0.003932846625810709,-0.0035892273018291133,-0.008595717728386635,-0.001547221030617893,4.655644914,4.137458535,4.396551724
0.015568799097075346,0.009199951563462577,0.00845351201832586,-0.02110905031678325,-0.05401920412101235,-0.052656090768332255,-0.03801668822410423,-0.046127396118508815,0.04856972233761239,0.0014549270293517734,0.000818349599079883,0.10323820328428032,-0.02377376882834736,-0.0037386395234971326,0.4384095100457513,-0.07085184840186796,-0.020183868271302266,0.05320363063394286,-0.030420025107213974,-0.06458678485555606,-0.006842611181443358,0.05021631319528728,0.01925846479030505,0.008082173236083475,-0.04072388647709673,0.020582541908761295,0.009196939648929706,-0.01996342614319762,-0.000565650684982636,-0.0035516976449937775,-0.09911517130398922,-0.015304728111908018,-0.06514242528277643,0.02668468878391518,0.002475216725526212,-0.01757985212467777,0.017743153168327464,-0.042739980712792544,-0.01691104159524158,-0.019580735255541507,0.02202976933205838,-0.013005261891116324,0.04798988965594709,-0.001774943188629185,-0.01523031477138136,-0.002726718949317283,-0.026197642253593993,2.970983131,2.251239091,2.611111111
-0.049116877462311935,-0.05738309126426928,0.028081466300541317,-0.10532219770086194,-0.012213510725039872,0.00954910808594958,0.020615205094820437,0.03806039484043589,0.04074622527059277,-0.13788616468889872,0.012870378990621377,0.0032481524013710573,-0.031241244218429796,0.014956159021695411,-0.04136881413055266,-0.22288838153496984,-0.019180293357353575,-0.020562987984487028,-0.005171348455892964,0.08334978120040247,0.00014731607471804825,0.0713486974022678,-0.019854774695939915,0.09814937513447426,0.022281333663440532,0.02739151447216121,0.000241450811239654,0.005941747449212692,-0.4162132926358246,0.03474839082716183,0.08071713845183391,-0.15238242464562707,-0.018625473182286575,-0.01514661163103607,-0.014899771729486998,0.019644093992212553,0.0071855608347404145,-0.042006676068857246,0.026999667116583772,-0.018423887097108453,-0.017943675064956113,0.2229337179917904,-0.025751276984555673,1.8803503256958203e-06,0.06414265629396931,0.03409120875110057,-0.011595825312320542,2.686788331,2.05395241,2.37037037
0.00295168723974108,0.02295749441653422,0.01113450430458543,-0.03147925282959581,0.05536291151106687,-0.0075037369739945885,0.014445118052004024,0.04734629032745814,0.013015722085092865,-0.0067345708878196395,0.011827995803933617,0.04820655111876476,-0.0007112422290861101,-0.010543483543774082,-0.02266347188658854,0.02714997277954638,0.056316450296314775,-0.045082807617845264,-0.01902440227481612,-0.011483157094351352,-0.028533205425058168,-0.01710068881731698,0.043836798775298655,-0.03563926313964534,0.0033390748003862525,0.035024623945840695,-0.034641272776166084,-0.06489291011516747,-0.0030931954103266108,-0.01070434704655446,-0.06317860786136034,0.028897343538279847,0.010027177491463578,-0.013437857297602399,-0.003147403339875711,0.007769639916160863,0.004765714159090933,0.019694956031332846,-0.01298394610562817,-0.010510757861908616,-0.023882565786189934,0.26489040577598183,0.005126951247823709,-0.008163068322106939,0.03988947853897256,-0.0029086509282245775,-0.00037286397535215806,3.044920759,2.339694626,2.692307692
-0.01985165354854329,-0.027170250050971814,0.01300526747853504,0.0110198129270679,-0.028706907167602633,0.03963448077316899,0.01864387178224067,-0.042291190712246456,0.000657724496975189,-0.008085638151026756,0.03123275792273835,0.0017529225171990875,0.00017981995428292707,0.0007097060036801115,-0.00876448066626321,0.01754742865476781,-0.00649859017136695,0.008958408439732493,0.9094686735902282,-0.008392512146049752,-0.005869756591568409,-0.02775044963249299,-0.007512859378679711,0.006372165472277619,0.014205378664036617,-0.0027538201511765623,-0.03026162525319728,0.008188662448620479,-0.018905202904726023,0.002752384322633533,0.02248264766599112,0.01181806584744927,0.039329323463181694,-0.013530344903065063,0.014205539820084281,0.024361787634074986,0.005698184200661295,-0.0427146410512357,-0.0145345457261113,-0.004647719525097296,-0.0059989510280387395,-0.004501431216956554,-0.040809966517330536,0.011181211453449965,-0.0021667104414622887,-0.006524325898383583,0.002279642822461834,3.95457961,3.30467965,3.62962963
0.058904736974975926,-0.09336945148995682,0.028039947991271352,0.24904651259664706,0.1211998134222303,-0.035503870535839914,0.02951699098782337,0.027861621892692957,-0.026784971234185932,-0.013135329863549126,-0.0012693796082645823,-0.012114056479202004,0.02064585300725513,0.010253170584009088,0.046285946906272656,-0.12415568939926207,0.02981748160832123,-0.009050734568337012,0.004586220935100286,0.05351087471305276,-0.018579357405471526,0.10369180862772802,-0.04481386458008678,0.15668048529176876,0.007427202452165178,0.03313757360190763,0.02353760586334226,-0.10007924527991854,0.008894550805103442,0.009289689131257826,-0.053250807839926265,0.20424293668696328,0.019871747983094955,-0.11531593725430761,0.03205073079209355,0.03365045351454307,-0.0043484704960639305,0.18197042737857716,0.08197285270955462,-0.005726885078373859,-0.0030545394546187578,-0.007027133477909486,0.030620516566158485,0.020215781452873238,0.11218507027959453,0.011633242150792414,-0.023723623575895022,2.576073139,2.123926861,2.35
0.021849599018529633,0.020533417349421414,0.011764989955918813,-0.05859100766296192,-0.003827890254633756,0.013020957879260782,0.009313665350053601,0.07481192697863413,0.067573489651064,-0.04566677328731079,0.007197933746792942,-0.057391156185002457,-0.058082505985296094,-0.006311976840546059,0.3743256105975573,-0.13918971509774827,-0.012951897124143533,-0.022358668166433386,0.08551915798830848,0.01505901044236792,-0.021871713863858926,0.02274577456659264,0.14165245631083986,0.0016084619922145907,-0.016325355441994815,-0.014037973965147579,-0.0033150220197185366,0.07298374888127948,0.08587927456056305,0.00039838913181829735,-0.06899063998784181,0.019073573091010453,-0.07988563492331766,0.014943349079722034,0.0166583235266527,-0.004960254684328329,0.027452758303330563,-0.025680630276661388,0.004329048586768317,-0.018325755404314182,-0.00993333261638016,-0.03348538126717278,0.11284697718786527,-0.00556849283061072,0.019550157764526017,0.006736683313418293,-0.007851953387414129,2.728516741,2.054091954,2.391304348
-0.10385765263654208,0.11086625277533511,-0.014271911116328155,-0.031201910538441395,-0.07430822856559112,0.04973557404386141,-0.061753188957757166,-0.07610149180279557,0.011106188267060729,-0.042210202117510226,0.09706437789149726,0.040759979408429285,0.06110197442537705,-0.0040635952677767284,0.05869538264079459,-0.06284165973101268,-0.013867545894037213,-0.022908565635683855,-0.12151535385385513,-0.04907119582120608,-0.002537715318847335,0.0034975445239212987,-0.008007669374829721,0.38183032395391364,-0.05409140741393364,-0.06959574035253654,-0.043111210446786175,-0.014273186859038342,-0.07763545456094446,-0.034513697098991526,0.007011029733765073,0.02943727412054198,0.0314660123136735,0.04268311285476578,-0.05551058404117129,0.001802820098241218,0.004609023177007374,-0.16536341082291686,-0.05295522426312895,0.026457715922579526,-0.028473377647556957,0.024900394216088768,-0.0681443937988407,0.009712834341312053,-0.05666693447076933,-0.06998850381862405,0.020206123484345927,4.23399043,3.535240339,3.884615385
0.034367494864641975,0.013418470088889703,0.0069840910741810385,-0.025965319143537793,0.019406268861369917,0.01225785181087636,-0.016565755063569748,-0.012352173300712366,-0.02519762456586135,-0.01215448932523955,-0.04962121695716067,-0.08266633483029169,-0.010020612850699469,0.019284862039847993,-0.062187015708753506,-0.011707756120050318,-0.007941904858235467,-0.008419150825298516,-0.002273697258350462,-0.037804702523546514,-0.012436981257297045,0.1140243102121991,0.0041691652301563764,-0.0024120558318398034,0.0127345111721934,-0.008859657267088683,0.015081793287337754,0.01732063015501504,0.0184889116685081,-0.021333689271981277,-0.006341504185218961,0.07468014236197834,-0.006595808359086538,0.010344149363615874,0.02250488792808307,0.014034441601104007,-0.0174888997379638,-0.03920200655357558,-0.05460112646402241,0.008866000373495915,0.008140144649184007,-0.03098771228858881,0.024476519091623582,0.014213755077484439,-0.005040139830052125,0.008345847707793405,-0.022522176433397493,2.558665314,1.941334686,2.25
0.01983570106519185,-0.022610750908017563,0.015899202964142944,0.010039658143205768,-0.40424271135852563,0.03145662403725398,0.05716374537861555,-0.0405563939900327,-0.027158535590998463,0.05154520115523455,0.03356623478261967,0.03437143464783924,0.038225120767984844,-0.0048472493569241834,0.08872101375125707,0.0448094239070366,0.025217233099199814,0.04538164741743671,-0.022472768692428043,0.03170310272283792,-0.0016746328534029188,-0.03996615505918289,-0.017181896615202873,0.05353523273859047,0.020918053246742258,0.0016784458331325545,0.003393097757125446,-0.014940033222232552,-0.013094966703093572,0.0023024050734108555,-0.0026987645581171933,-0.04325334937174447,0.05025146377714592,0.0030509666785225958,-0.008707295114113642,0.02157722159578193,-0.021929406804073143,0.06403667170385227,-0.004119960618868749,-0.006248509945677902,-0.008902306411519756,-0.039618784967885776,-0.03832791923744763,0.005629099350110383,-0.29855825238110056,-0.01905143048544692,0.008578337440576672,2.137035504,1.690550702,1.913793103
