fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,CIHigh,CILow,MOS
-0.0023269401416085053,0.0016099730732235893,-0.0024962370746908617,0.004828412435224621,-0.0075697900390564775,-0.004311997118413746,0.0052892223515082736,-0.003292765213563992,-0.000893272394596398,-0.0022856026774689202,0.0026640107913024702,-0.003181558960464262,0.003356136231552843,0.0027410743631666157,0.0034114479604918455,0.0007278841375772603,0.004681217211920089,-0.004496602181508455,-0.004347680347570648,-0.0020780519704006167,-0.003081796326152714,0.0033889493225207072,0.00358417759928108,0.005821371579314272,0.005481305491129405,0.004024031023066429,-0.0034499269101085223,0.0018926701240577915,0.000899232456820957,-0.004949710117122391,-0.0010941710408784865,-0.002577570593546975,0.005638811187850679,0.0016567628340752119,0.003382932648146826,-0.00017547712792341887,0.003370491696722759,-0.0038638513852949662,-0.0014650184048262407,-0.004817616962383966,0.003327585855524729,-0.003377331799438136,-0.0024880233212051534,0.0030319521987332955,-0.001487983275506957,0.0037047878510058376,-0.0022555859515964957,0.0034582373056150986,-0.0034783888973681665,0.0016100761738859612,-0.0011783811513972758,-0.0052909168128763865,0.004266542655714258,0.0010870456818621364,0.0033323609133633614,-0.002561151156655114,-0.0033647380597235078,-0.0045638096532889545,0.003812269247741113,0.0021364289064693992,-0.0031681563923827098,0.0026273162383406304,0.006400085079406773,-0.0025948716944701423,-0.0012288095618574395,0.005680278973543372,0.0034520845163981987,0.005200804324949129,-0.0032357171368110203,0.005427024311223745,0.0028982255317172453,0.005081544255257991,-0.993790635871349,-0.0013492250385170328,0.0030165847015450084,0.002621574523440992,-0.007078563210386819,0.0005750778538058534,0.0022483815195505157,0.0006493105112808851,-0.003454556006369541,0.003642929787641804,0.0044224617065492695,0.0018630134404364214,-0.007366983415520034,0.004765236328004298,-0.005206562481039923,0.004207077061990096,0.0038951478515021802,1.424230754,1.075769246,1.25
-0.012656134296299911,-0.02401192152533961,0.008848050383289419,0.022439085152028297,-0.028683622466503984,-0.007983591771154817,0.01586803574943593,-0.02083955093526074,0.2461587636945305,-0.0021481103129396928,0.011853431412113565,-0.007898815451035126,0.011315079463240901,0.009425742027199584,0.013469414987582123,0.005978047414837387,0.004536743748169051,-0.005644222861067293,-0.007979575874064606,-0.05774519407591688,-0.004581126837268802,0.004104622056599093,0.014158817359290934,0.024803245878657773,0.013269333780415872,0.012374341496234882,-0.007892212800856268,0.0034926917470207417,-0.01863415401769427,-0.010090653574033787,0.00038084912466540246,-0.009302040851474297,0.0031880892660243404,0.014109450793556749,0.014794864618086098,0.028564064494395764,0.009345136750253008,0.007154614321303991,-0.03509996866617386,-0.02031955245706054,0.020821982282592192,-0.05174335720651442,0.008075963098620116,0.0156115237550273,-0.008686991642142868,0.004790101874575067,-0.03408880105383633,-0.011681663513602258,0.1006009145347027,-0.017811545581495,-0.0010209843231768303,-0.020280037570640008,-0.030858211118662784,-0.002509187658887577,0.012177752745605416,-0.032053964784922236,-0.009233646127367446,0.06438400054469762,0.0066404348260388655,0.004913643527774948,-0.010839462907023183,0.016758758054082678,0.09854754654436008,-0.02391269001838956,-0.024974453415995957,0.04084189388976054,0.015046282435610677,0.024082129768893235,0.03268654376892456,0.012042467458915622,0.0004237035081391898,0.004520054540939672,0.010069707285605658,0.03240848870396112,0.013159833359762535,0.033288745962535345,0.006071072274630135,-0.0031956471473323688,-0.009583674634610384,-0.09923341966988819,-0.028621560984401138,0.008725849097488048,0.028126715890583426,0.10847890289401514,-0.07794205237800615,0.016302818316418773,0.04917128330146397,0.04314341384760912,0.012626195164034017,3.369995498,2.880004502,3.125
-0.0244839925234528,-0.07663146190341484,-0.022463515647892274,-0.035118084769413305,0.06287550223474903,0.007359339970212747,-0.01788958767016232,-0.05770634286593065,-0.08132678416853294,-0.010793930668441643,-0.014169315547102835,-0.010627557939767622,-0.0005027097759330941,0.008980022994429666,0.005918258321437083,-0.034954149491188365,0.013504738633481856,0.005485681721804932,-0.031440977766998605,0.26215193738466197,-0.009989671429298862,0.007806456856252806,0.003698669379027466,-0.02992724079430163,-0.015877208139773297,0.006136933439358767,-0.008775758442184192,0.02414306027213557,-0.02636279055170036,0.008870024786468493,-0.03624569111458826,-0.01014364202557847,-0.030756970458834614,0.032786882958235744,0.00991276875288,-0.04474552503629206,0.003326903688108119,-0.0004249904640664307,-0.031053180403795632,0.011492695503866869,0.0020961180720812304,0.1735221256161696,0.08170220573175056,0.004474576195138305,0.00442415806357284,0.005247344355406874,0.026248020338987346,0.009505572066209743,-0.010832809307810899,-0.07580396637533994,-0.015720756565111974,0.006976217502037434,-0.0034151704475480302,0.002349340209203257,0.013791494577713363,-0.003784416540485253,-0.020530286620896638,0.301635871584006,0.003846393502183446,-0.017475235752690426,0.010193114602571057,0.013931978388159006,-0.13031088517608602,-0.009314559113852016,-0.021066812757488746,0.022867603489909964,0.005691249744507326,-0.025110899148147393,0.01149154222172014,-0.03442459245601492,-0.014698943044794343,0.002036680298565486,-0.007614309034203766,-0.03726631839515782,0.0043463968559786376,0.03909051004844909,0.027614645095453482,0.025488781751970887,0.002645590324327479,0.15024627738513197,0.007917836198844536,0.007121830475353421,-0.0378393635150585,0.06251203138702073,-0.09880266321551538,0.012050725674682199,-0.0097234535499642,0.02794126458890895,0.005083259385070347,4.804087,4.368326794,4.586206897
-0.0009639240992283682,-0.03279777950062092,-0.041075729096627045,0.0309123767088531,-0.026596643792823935,-0.03029473192683857,-0.04441334164415958,-0.04201212502187021,-0.3793656454734524,-0.0059718774286023875,-0.12921374079900616,-0.010401774510897528,0.011194649359329876,-0.030759804740113323,-0.021635057645801283,0.007188517596750595,0.0024447716940569353,0.03538759781194482,0.013117082648370125,-0.007613594950872408,-0.016571128337452924,0.00738196720315496,0.016974468308569142,-0.02959560530078232,0.04380427500244385,0.013534539243524634,-0.012747512867389744,-0.0036238787841722056,0.11389505257055667,-0.005040258852451928,-0.008151533930815483,-0.00977629755261347,0.10333407993079977,0.023147159643746983,-0.0032896732473640987,0.0074871247482019825,0.013684510838462978,-0.0705390197044763,-0.03577762825815924,-0.0735710106535079,0.04351686970069073,-0.03575568744476643,-0.0003185994838002474,0.044929722744490044,-0.06590808849070987,0.007010968057893726,-0.12413245182701632,-0.03158970903957922,-0.02933738377023231,-0.04538901141087079,-0.038840967070976694,-0.019131671502408774,0.021275502796773788,-0.01566168056739482,0.011387503922364504,0.013990304105616774,-0.10022192391916916,-0.016345998038247937,0.01568239537011064,0.06308443076866874,-0.12538202856691832,-0.036753947367035196,0.06324880380123706,-0.09426408151855606,-0.01395447838481121,-0.10231009457014506,0.012910742729813107,0.03828328686096245,-0.3104089168555378,0.0722965243945222,0.010243819650696049,0.040566873202768375,0.020585031551400304,0.01945023562407442,0.07400195963051799,-0.01710611637379489,-0.01888367057615607,-0.018354908727435126,-0.03223733793706846,-0.06461255136456692,-0.07663317591093372,0.012515642486110024,0.20675142165975802,0.0566241572826723,-0.07456744521594987,-0.03461950651087543,0.029248306558165234,0.1200569812125633,0.012400232973172559,3.431346944,2.747224484,3.089285714
-0.0008389693889201749,-0.005505994428581917,-0.0009443984465362344,0.0021496674995548927,-0.003176690154441025,-0.001496674193798187,0.001738558576672782,-0.01074601376783409,-0.0005118043137592729,-0.003128998577099492,0.0001708701056448639,-0.003263371867123068,0.0025470507151323925,0.0028050313517514486,0.004709918198332446,0.001039392216753233,0.004279092011498862,-0.00730009735949983,-0.002650156848323864,0.0037815828554851865,-0.002178922284504689,0.0005557264963934542,-0.9882227815136363,0.009140994408650774,0.0023840700057957093,0.004424134490510759,-0.005260840553480797,0.0011586390365703897,0.003718293964068533,-0.005057340574559681,-0.002724245144506108,-0.0030800925334047886,0.002060350573792647,0.003877665931156228,0.0033097172630519337,0.0012617636116706301,0.0026432502223871783,0.0022057740431140425,-0.005302717830303602,-0.00364378367780039,0.006860288840222105,-0.003063338291938698,-0.0027460451307717935,0.006186396909991336,-0.006289515529047247,0.002970649666062583,-0.0004547976270552318,-0.005025024951296181,0.0068681191210362025,-0.004415220067030436,-0.007077917168072498,-0.004963071225857323,0.0031127943108130215,0.00591872622389839,0.0033031089948025896,-0.00491914187737705,-0.0012781781663580697,-0.0006236587169349739,0.0040380459643847375,-0.0021259348109818033,-0.0013835008224568621,0.004357813301978247,0.012088393690442147,-0.006950066197039091,-0.0024430293438882614,0.004090106944746294,0.0034733824245990123,0.002460209179853182,-0.0022809031878649948,0.000332846115518335,-0.0027717853854681953,0.004964610565736642,0.0036042895284384186,0.001148421211064152,0.008283389458355498,0.000682173799835735,-0.0014938157215452037,-0.007674428753348763,-0.0029640064425074434,0.00045415692832092853,-0.006404629099836173,0.003111379041380276,-0.00627741987101067,0.007274908698464131,-0.01024451377148686,0.0015389413241655365,0.003241989070249218,-0.0009131287225620567,0.003448413823831922,1.384178612,1.098580009,1.24137931
0.004687020272312891,-0.0044182083897893075,0.9305968659698215,-0.008541487441545101,0.025059612981483133,-0.006890115093691526,-0.004326980625260557,-0.016211027857556792,0.014831389282396974,0.0014667887295569935,-0.027035757125111987,-0.0039529768178212165,0.004443223682341757,0.000502468102134752,-0.008651522328412632,-0.004524688565481947,-0.0005734713956906526,0.0212550185711362,-0.01019635006394205,0.02776336949726928,-0.014982251164298098,0.007204289129162159,-0.00017350918512926296,-0.024803447090114242,1.757989574646957e-06,0.0021134666952927093,-0.010546026758953128,0.007408689695567478,0.010607983541888863,-0.0035812678725374867,-0.00027460925182964984,-0.004319362286251128,0.015511777493045067,0.0035987776302842836,0.0014032892124235502,-0.028169686207953112,0.008760291492767193,-0.016226837261347212,-0.008496830852606775,-0.008472826154240254,0.007357432796549473,0.0010236454407831104,-0.01918122740495527,0.0018584613529415391,-0.00915363208799253,0.0012075016208708176,0.006917910084616021,-0.005493114029797724,-0.011849392620811838,-0.03431679621935035,-0.004656496426827263,-0.007840580792988008,-0.018126640394498402,0.013666487073906022,0.005381726770673793,0.038064212578058525,0.002293729941150168,-0.01944926822678422,-0.0022351165023804407,0.02316968309885335,0.013051922359443064,-0.014448818554761359,-0.019785873511733876,-0.01687322533588135,-0.011244238085576551,-0.00784512949609564,0.009676672297786022,-0.00787442638176478,-0.028965116705398992,0.016315952499990512,0.010326834822286104,0.008685525835000658,0.0013732656918545823,0.011029212666445373,-0.0030926673221014314,-0.022837998038329015,0.0063660534666790825,-0.016507718416076348,0.0018502775970112863,-0.007226673843813943,0.014571267835048187,0.0029795539961452577,0.021447393880952088,-0.0029634024570440024,-0.010748733355456256,-0.007159627665088,-0.008895781794063477,0.019309812297154574,0.008113101904291872,3.165961789,2.619752497,2.892857143
-0.002145255877750394,0.030524613610269376,-0.045516263131287045,-0.04316313825632549,0.0026596837149946585,0.0019172556276811734,0.04283619452941533,-0.021194643691800526,-0.015039784821997589,-0.02985375066904065,-0.04848057886475799,-0.003786380770538098,0.0005888629764908499,0.02346502883859887,0.010449790197771067,-0.05884684940219849,0.02332088938630801,0.007927270360666934,-0.023141873620842204,0.01039872338244077,-0.030559198187458156,0.00703718844765075,0.00043930189162893666,0.004927453539538704,-0.018362405337696574,0.006512937427896958,-0.005474563231339577,-0.0011056439231979258,0.02718163875733084,-0.031470752919615624,0.07221936988239384,-0.009614622441584633,-0.03951484953658776,0.010927730529162107,0.015363391149854586,-0.05779590929502446,0.014592728665012048,0.04180268272052816,0.008843439195565286,-0.0053182560144480135,0.013543794311550568,-0.0833506652980008,-0.04581927658675158,-0.021441665087580043,0.10408036030709941,0.011714105618814495,-0.015966338918125992,0.022311431120053217,-0.22732726183735855,0.007676390632138154,-0.04832568069235669,0.01712531514172203,0.08330128753947669,-0.00590984504489434,0.011098865076871143,0.062401955970199145,-0.014419420553235689,-0.06943100345352002,0.005851569744313734,0.012071128964814154,-0.06270464699329192,-0.02441074680648757,-0.033527863201391096,-0.0271548441133278,-0.019339447636051218,0.07767333033603827,0.016726798831132608,-0.018956338520535635,0.06644721444638504,0.040057809898798306,0.05258072739266008,-0.0036575235397270267,0.009154411502343505,-0.027180195837569098,-0.05333914294379706,0.0007367978737667632,-0.00020049136712519113,-0.021704118550229908,0.01490295049545865,-0.008422032897179386,-0.0024881007228307116,0.005651066512053834,-0.03734126102272971,0.0026160368742493482,-0.04331382580532999,0.014182020915250127,-0.00844242058343252,0.0010244515975873316,0.015712533385728863,4.371789143,3.869590168,4.120689655
-0.011552954010316821,-0.05184536724881086,-0.002606846269819544,-0.024799610395366132,-0.008907061903353164,-0.0025982910210371447,0.021393606903351816,0.0196435752679793,0.2859037310827801,-0.020245692890202244,0.017809947076855733,-0.00963777803401305,0.005603817728531257,0.01310663803288306,0.006545402690093649,-0.0076228159448180136,0.011655329421299463,0.012247784998645794,0.0012886113148784012,0.004800662035670056,-0.012916566804147352,0.004120822959489869,0.012872374731160551,0.005462088215768348,0.009991407367175735,0.00809945441932191,-0.006088586858508616,0.002604993503846299,0.06479005319799211,-0.015054549178437678,0.03141544729007605,-0.008081227095827094,0.005453016111796004,0.014671540613231067,0.013210965023939791,-0.023306294814646158,0.010965419301914603,0.023432261070359527,-0.016763843920418454,-0.014233948704545316,0.016123873028569123,0.03573615281307908,-0.004001773474731166,0.010603847541806306,-0.007082665105264541,0.006335380923855091,-0.0427045038788963,0.009905306993488884,0.008778471611195658,-0.03282992843814449,-0.02796922257547111,0.006554023780106168,-0.02011980061933681,0.005591228406080146,0.007996052861563786,-0.004487396967796223,-0.04401226138806381,-0.04247376893471393,0.009615952523697565,0.01275827234088011,0.00948910568271461,0.010478904341469818,0.05396949055641396,-0.028520609357497895,-0.020766917058604433,-0.005527170670752711,0.017253916953648658,-0.013942923685447643,0.007138773044765764,0.04728029879952144,0.028169536554157396,0.006062714664544982,0.008051107927010422,-0.00843754024784823,-0.005602359621898418,0.012133224043222342,0.004213235981230586,-0.008333217763370033,-0.04616504540459403,-0.03527892390447911,0.0073874956569671135,0.005103060717491044,0.03505168206209348,0.10856960644005444,-0.042692067452229435,-0.015491998170180044,0.024761407312996697,-0.004785298961301024,0.004540116565619917,3.312221095,2.887778905,3.1
-0.0061709676739601154,0.011187978084363755,-0.002400791229950412,0.0048318027444169305,-0.02114318400263064,-0.002497138001827348,-0.01386472689157035,0.012676774391889765,0.0692778358209548,0.010914114735114439,-0.02642849173119094,-0.0045901421613207365,0.0043350881523281995,0.01773009767115127,0.009274240765141419,-0.0007860653820637382,0.01396988529726593,-0.002183332443124349,-0.00019267556900626407,-0.011112874920585587,0.010296286574594459,0.0008056853553950205,0.01932494655164434,0.05556497033834372,0.0010604415190127283,0.007628423819577279,-0.002561709966238214,0.012305736474114598,0.018953302269742237,-0.0042826299590421986,-0.007499560285756799,-0.006564791415968259,-0.015225756809865744,0.009988607488737629,0.008492001062116564,0.014330899833933132,0.0018337023098177615,0.0031886849860827487,0.0029005300797137917,0.006595212308050669,0.010592947197267182,-0.020267914175729637,-0.03664877995659549,0.02624409573959367,0.02123636680385642,0.0021831754238822412,0.006708948719244614,-0.041211761478039684,0.04893340604105175,0.018856308413287937,-0.04004887395357695,-0.009239163770979282,0.008816129039027152,0.01339131257785775,-0.002254251993977708,-0.020050685393007958,-0.007775597261023867,0.09915381550373964,0.007148425912949367,-0.0015106602096901362,-0.004217222791709789,0.034317478929305256,-0.650690564588604,-0.033986388168891726,-0.020999123850388057,-0.03753376738095578,0.016052195379261162,-0.017244058287212736,0.0008838683181120218,0.030310582857009494,-0.004470805888464533,0.010731875275576222,0.006543552900972309,-0.02703963499630211,0.030541885943559662,0.032447906199595825,0.0015512071637911015,0.006325013703916139,0.010345386363541818,0.04742710049283026,-0.03775910334460948,0.0029409852306698106,-0.009672585563710827,0.07242184843406625,-0.19783044586438622,0.014085572378456946,0.06527579384151667,-0.021873100818991114,0.0008029591246544699,4.756993215,4.311972302,4.534482759
-0.01079218053577152,-0.027822649062727106,-0.007099521845712297,-0.004289322419499024,-0.0360417033165264,-0.005736340907550908,0.01533007567918537,0.015471338586717887,0.09993060725210852,-0.009039881926890238,-0.009580939782931728,-0.008345033303200912,0.01223888838385161,0.014807519922343604,-0.006453311209781529,-0.0040253496111304745,0.010588575574196131,-0.0030878515954711077,-0.027858470880632525,-0.008407081312693172,-0.019424503470848332,0.015795317722389363,0.0054680277877587205,0.014244499320184187,0.014415599179351375,0.008365607880815912,-0.015664507114102156,0.0037771981934598083,-0.01909424178249359,-0.014086680124034044,0.019587925880510507,-0.011163971371898333,0.005871436440570946,0.013837078478102385,0.009338081898098568,0.004241774074126563,0.014332157915477504,0.009780534227002915,-0.006546345912093155,-0.011831344146088952,0.011131440898106235,-0.14515421383901458,0.15767364779630655,0.0033917023009325848,0.007590660329636026,0.008537069230754145,-0.0017403044811908903,-0.012420822615391087,-0.02519678025320981,0.011372135635483633,0.014302703806448479,0.003095703067863671,0.044991072009987726,0.002593715686570935,0.008153692561465822,0.012573719651020943,-0.018210951933031825,0.021227122993476278,0.007256244752922015,0.0035726225364898054,0.019481574170795504,0.0028275974444652687,0.04974835997219065,-0.03346501163556428,-0.01714611153208276,0.04383961680090515,0.010143623579535351,-0.011744789024840418,-0.006688994662632372,0.027299767563159216,0.028304284482771846,-0.000918154193957138,0.007791110557152406,-0.04455141115669088,-0.02782498610789592,0.03689870688689565,0.0013644396827512547,0.024643835504211096,0.016712346217545002,-0.07213534931141796,0.011487162557438358,0.009292605401541197,0.08396626128312681,0.0413170469647073,-0.051098504824049484,-0.001505601906191345,0.02158357890901022,0.0637428664380779,0.009576486269966647,4.655644914,4.137458535,4.396551724
