fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,CIHigh,CILow,MOS
-0.09829723310673687,0.1793828722567488,0.008539226240031509,0.030408650073214454,0.4914547827697332,0.11346377479814312,-0.02506426860388528,0.0032089367584969457,-0.07566203745308815,0.061192506008839694,-0.10664781448092019,0.001888089757897399,-0.012901763556264205,0.10796926393705586,-0.13318067274632384,-0.05435715524917809,-0.1076278940860834,-0.0151496753557257,0.02109425578787654,-0.017785488769065574,0.042587901311716955,0.04262569975366754,-0.12900661039392342,0.031278525200436544,0.07112480581573837,-0.03942594225223632,1.424230754,1.075769246,1.25
0.0022059783677321615,-0.0353921521958498,0.023620114224946018,0.004735469444011743,-0.016754560258624512,0.005163871776447237,-0.02521590142183676,0.11551783270346726,0.08432954650179342,-0.012812348419094016,-0.018154097981220942,0.0032416876003047023,0.008882061708738754,0.003513237735345473,-0.004168047487381967,0.01791815044255806,0.021151032802094388,0.0001309319321036096,-0.004138810173202839,-0.05514826048869271,0.1188202286012655,-0.0009233010423454696,-0.024949226519722725,0.027329065043332906,-0.02863871141299137,0.016780035126599677,3.369995498,2.880004502,3.125
0.011303775913437095,0.053566674496117316,0.004662760642420382,-0.015258653341768564,4.2438327130955424e-05,-0.003022965021438937,0.00783353138304125,0.021394600701411127,-0.030447513747683154,-0.03424367358766471,0.0035212311803612625,-0.012908347574849974,0.038777009899899954,0.014823317007287189,0.003306528743793015,0.004706336404962883,0.026601316744413128,0.016587422151665,0.3604218087975333,0.02470237919620477,0.01756010400694463,0.0060528863210792825,-0.002913152271268606,-0.028128394055625946,0.020305938242824267,0.024299178407220966,4.804087,4.368326794,4.586206897
0.005763154939085952,0.008515476960457107,0.010177667569614936,0.009615610681303588,-0.018298423795861617,0.03446799793059551,0.008509064188693655,0.06012174073508058,0.07450611551223447,-0.03237642243532401,0.005159063947924194,-0.016385443244067276,0.01598841146665045,0.012966620215745113,0.025339140736441362,0.015447125846847118,0.03208691440195062,0.027982186879702057,-0.04609585361389977,-0.01169893746790727,-0.08811873476827438,0.0029335668231259097,0.014017378073192597,0.006387580180784635,-0.01647834846399356,0.02338435322976096,3.431346944,2.747224484,3.089285714
-0.06128689164380103,0.03941636438834847,0.0427162829151227,0.001063578823622833,0.048583974280400094,-0.022080526700955054,0.05343819050330581,0.03163360787995469,0.05986638138149166,0.4354954497126967,-0.21101291747748624,-0.035733286879376526,0.06152239232498025,0.05232733634371907,0.06217174159428172,0.053324540502883926,-0.017247716315300553,0.01632466619007213,0.008513203613230162,-0.018812842917472688,-0.07382664516392823,-0.01281690335184826,-0.003233491838080877,0.20619930624893895,-0.031591169717809196,-0.008570933685051223,1.384178612,1.098580009,1.24137931
-0.011472331298345942,-0.03367977878914873,-0.08901154328998542,-0.03190815556960886,-0.037043584524586406,-0.04029161297850408,-0.03185000128843193,0.12483403525838771,-0.10649300060431945,-0.008345613127842003,-0.00456978721489719,-0.012846283535831378,0.16060047714470657,-0.024276123399422023,-0.14795551315582245,-0.00778147959004556,-0.0017944062358248585,0.052912909166430905,-0.039701030231798114,-0.08558759657686306,-0.03681364768513675,-0.09404676655899377,-0.06024722840038799,0.03346509113518271,0.03827664398547129,-0.042685878481599916,3.165961789,2.619752497,2.892857143
0.0074877333934328565,0.015688193401601488,0.017063144678701892,-0.00204120612287881,-0.0037953224555936855,0.026784397974254703,-0.02420276108709727,-0.015874044766150137,-0.09506839520630804,-0.025019328378240464,0.018905972348420067,-0.011537349532960742,0.04070978464924695,0.01077299474789604,0.0077945320440628635,0.012254202132941946,0.023457506366561107,-0.045861853604938725,-0.05267257850325572,0.004197288368575977,-0.09819458879799457,-0.0018563874272537419,0.008886474655759959,0.004690226877652914,0.006884666777834327,0.0354805400167133,4.371789143,3.869590168,4.120689655
0.004836905342428871,-0.04329342675531776,0.03464035502701482,0.010423667139496856,-0.011675858243048011,0.007462730489455218,-0.027295558602196974,0.12367089329097196,-0.0905065280420694,-0.02783711005882572,-0.018295311719402962,0.00019156752683111556,-0.010303414102268312,0.006856314945734263,-0.012063293987203587,0.02324430864875447,0.017429838834488308,-0.009597051280628398,-0.019303769218575018,-0.06444756036847253,0.10189758533208126,0.003599773349607266,-0.023473074488207218,0.034367680864786254,-0.023410053943923002,0.006372277814026409,3.312221095,2.887778905,3.1
-0.0008390096289904856,0.045486421086651886,-0.007908420807788414,-0.027872542507941807,0.0131268310708641,0.013222871790274541,-0.010061940306929116,0.06814927176076463,-0.05093519105447332,0.005478622165652967,0.01536038604605722,-0.018795323046422854,0.061823722325701574,0.02283344960221673,-0.0023611689052426975,0.018438520150244175,0.003817246689930218,-0.022794404144886364,0.24955769808655281,0.04230026255040459,0.08986776419846637,0.014375085479163847,-0.016520906766167076,-0.4000312869035169,0.015314018740225225,0.03306971100832167,4.756993215,4.311972302,4.534482759
0.012923707984949552,0.010908401050820925,0.023554073201375432,-0.00030589111776664456,-0.01116999847853652,0.01817254817399011,-0.023211835894573426,0.13964718635261222,0.07358337875576706,-0.01907735076864737,0.004141380234705794,-0.0018263574975837975,0.03415296560181301,0.0028390963779809614,0.009256935341015056,0.0133338652308187,0.024975543091783292,-0.007386874107185761,-0.029330609681184384,-0.020981104250042012,-0.08468682812115716,0.0023504323451205974,0.00682397146046894,0.002166789848848201,-0.009284596986067211,0.034756803351339585,4.655644914,4.137458535,4.396551724
