fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,CIHigh,CILow,MOS
0.006659662119317104,0.18901556578314313,-0.07307693688539482,-0.020589374025105103,0.002164929193887385,-0.007895078328158615,-0.0423191812026013,-0.006736117569418453,0.005801277698014096,0.023584924951198644,0.008053531143337447,0.03325555119184458,-0.004545026641697697,-0.0030334685813787022,0.08028039859609283,-0.0757354820591425,0.07057981454928076,-0.010250731915040716,-0.016037910670179678,-0.05210894118542106,0.025060385440757626,-0.09041129309072615,-0.03578331633014829,-0.013237296608091751,0.06494968720385887,-0.02281470442326045,-0.04846393694667924,0.7905152776877223,0.07386031348856421,-0.0028195419142646766,0.013758622056373718,-0.007409121154384392,-0.03277026734855416,-0.006315983619639603,1.424230754,1.075769246,1.25
-0.004699476390918249,-0.014880781653864278,0.005397963041265639,-0.009430096005108609,-0.028339471095347915,-0.001216550939850975,-0.16292387721358756,0.028870505323923712,0.010808715518671247,-0.002365466258778668,0.005986245307434327,0.013817711328422506,0.025338660325158014,-0.0278110784261793,-0.014513885791940693,-0.029066705493183978,0.0006613017152944108,-0.023578258878845154,0.0006667573618459252,-0.024980618425831273,-0.008376149353928124,-0.01587907197036629,-0.006161679327813522,0.007762116937162311,-0.03468785627555403,-0.041924150577604374,0.024245730808269646,-0.005387999102407341,0.015847186167733496,0.00028856580858974866,0.008695378627721682,0.08871716981825697,-0.005131296331249929,0.04415906742023569,3.369995498,2.880004502,3.125
-0.013489140904917523,0.0017117227455234198,-0.004892217246560517,0.36575765813392047,0.02448384272186899,0.018548687243722932,-0.02049439650306226,0.026424836052129225,0.010555686022500337,-0.003869165457235247,-0.009532217611260692,0.010569141225806837,0.002522655122136052,0.018068615747814952,-0.0013323818386395778,0.01846976866150603,0.01860046749041098,0.006337513474003905,0.001677388762422973,0.013736685334659536,-0.015634100489273578,-0.01964508671858522,-0.008275900248171014,-0.011116400587257378,0.045531209099700674,0.0021640836634886237,0.010490767682548406,-0.008884740267191526,-0.006087604710088979,0.005097168128038635,0.033099005091705415,0.007900270050730126,-0.013671072125030334,-0.0470265332640462,4.804087,4.368326794,4.586206897
-0.01755075635552666,-0.013048719511537153,0.0038131970511883287,-0.040436241025652055,-0.03653637268825164,0.026729399697239427,-0.03050235118871057,0.021745543627374058,0.008155144417015365,-0.009567163371423834,0.011583698669750222,0.036559385810478705,0.0023679026607540724,-0.0014992092004501704,0.02638191681524775,-0.0010534835955881227,-0.012218042192646794,0.007260119434531061,0.00028154342493056733,-0.002782067762466356,-0.030928056466984922,-0.016066162846562853,-0.041258158569436654,0.011199788974837267,-0.010957940164360202,-0.049079033846921014,-0.009902979482449357,-0.015506245549986373,0.008589108292650197,0.026752826907670814,0.039633049694417895,-0.08403950320686063,-0.011415374484745808,0.09013826350251455,3.431346944,2.747224484,3.089285714
0.03861311984189934,0.05232151901695228,0.08919808981905149,0.00690293750615309,0.03716524373950333,0.0545496664253896,0.033047740774696854,-0.5169602929586282,-0.1631163186925046,0.04174840851624992,-6.738125948997787e-05,0.1055171831732452,0.05823830189615441,-0.07400524530891474,-0.010963966183094654,0.2008499630358978,0.0074978471447205005,-0.05007829737732121,0.002565646527775297,-0.018788790787304128,-0.049730177060201386,0.05130267902419574,-0.0617252625372644,0.020323079460503393,-0.006137195608667545,-0.4518880669544734,-0.02499898675056863,0.01700243506612208,-0.0011350186705604184,-0.034875495485219926,0.0715330877511874,-0.020600225693004643,-0.055171264821829005,0.04524514684350427,1.384178612,1.098580009,1.24137931
-0.011481536596316361,-0.011495078494831798,-0.0664946419415572,-0.0354786385414512,0.07581000461951859,0.034824408289543224,-0.09830892734088226,0.005755758369306808,-0.13396207451594255,0.006251073082703906,-0.0038041737260022463,-0.09563105255564068,0.018759214563719755,-0.043016451046139534,0.01420818941317445,-0.03453838199199128,0.1798323370657524,-0.017684871978583185,0.02109819314095487,0.02963155528788777,0.10493364047734641,-0.10216245928384976,0.08553363312521811,0.054368088242327625,-0.05618142777855755,-0.040364590227742345,0.0024832581104606206,-0.05728279191161179,-0.025571113827799932,0.08064531931561657,0.03963638149725803,-0.09331434965610964,-0.0002066496517832286,-0.08669727710443625,3.165961789,2.619752497,2.892857143
-0.006056759999445182,-0.0002650509986743577,-0.01726914818646774,-0.04485052924648623,0.009206107608547062,-0.04543032859238259,0.06315964637764435,0.019846942959761367,0.017674232868836903,-0.00510001032816359,0.003852032351171482,0.03152363378992332,0.0044526755654400296,-0.01134704764816557,0.009352604306990883,0.0009166269321602655,0.03908478287067938,-0.024071441106161197,0.006200063176840111,-0.0011035888678434728,-0.013955037927700756,0.0130900183433833,-0.024744043130556975,0.01138863663536073,0.009093185256592702,0.007211795723107703,0.0044346692835887744,-0.02264724033847672,0.013148104814240516,-0.001260728020290963,0.01974303255185088,-0.11436121394446068,-0.0048946966481487175,-0.06357798277894103,4.371789143,3.869590168,4.120689655
-0.0032045334581896233,-0.018192187596455578,0.00661569985648091,-0.026769103771148817,-0.023008008889065533,-0.01003170147614362,-0.1335516826300705,0.025126105894009966,0.019631093312528606,-0.0030698567009632537,0.00971151867523368,0.009966502193960303,0.0231521220126931,-0.03518994208981736,-0.028542808605550647,-0.045533791566183396,-0.0049148110693126145,-0.02835893768489004,-0.004276170642636746,-0.037833132701161364,-0.007990008381814587,-0.017899048827429955,0.008612130244109265,0.008811595766219213,-0.04196931685320838,-0.0383019717442044,0.03181981876477507,0.007883378384909996,0.023019503543987126,0.012763579278375719,-0.004721345417391101,0.028979946634124624,-0.009789534578095999,-0.11997010509442038,3.312221095,2.887778905,3.1
0.002013912655768271,-0.00225186998943039,-0.046528531042651186,0.26343265665976046,0.041176694127876154,-0.014968793571510947,-0.09783859789293577,0.0017451202904480993,0.006851062793101748,-0.001217769203712756,-0.005034387167977423,-0.0029404960560468194,0.06003171561292255,0.39893840090650634,0.05530233104760845,0.03548966802474886,0.07849688792850605,-0.021959051192291152,-0.0103048522420705,0.03258371350797473,-0.0036805758781734547,-0.014420345501150034,-0.03804861746213937,-0.0041473804283471485,0.029161070731047643,0.03886319367945216,-0.011704075969659092,0.0074006035049902314,0.00939888285078228,-0.0159280777871724,0.013085076640666405,0.019347470425549147,0.0009632275173310619,-0.08144160457673677,4.756993215,4.311972302,4.534482759
-0.00944535918235912,-0.003697012019340588,1.2806999975229929e-05,-0.018941478487768275,-0.023227236548414163,-0.009595215362475665,-0.11064942341132256,0.03026426636280568,0.01324121572608091,-0.010403285686333747,0.006739276745859479,0.02836953539116166,0.008918073624446795,-0.011205035528692672,0.002236243217473102,-0.011475383759193731,0.007706578207611459,-0.01648860115454081,0.002788987191262891,-0.013306261025853269,-0.014144225450853075,-0.0034226280824518297,-0.021961729528290657,0.007260348835428384,-0.004051323999447428,-0.030621853418474693,0.013444808018339315,-0.025218849618610848,0.009317892976952747,0.002181497490150519,0.02834378286199568,-0.11535476812341158,-0.0011282343470790357,0.0889659246510954,4.655644914,4.137458535,4.396551724
