fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,CIHigh,CILow,MOS
-0.0026663431794569322,-0.0051774167573411705,-0.0034829443168685895,-0.0013435365510671613,-0.005798129608907189,0.004630136359726698,-0.0033878568593740006,0.0021939686097275698,-0.0062536714853135235,0.005161525125978872,0.9936276016022126,-0.003495862781796949,-0.0011111036539783912,-0.0042346306067801405,0.003578479661184555,0.0015826224414057096,0.006703763328294961,0.00013534087553396088,-0.0018994116216153594,-0.0020535365292650314,-0.005148110724294025,-0.003630877326603074,-0.00258783755677436,-0.005692362200822235,0.005374262206783512,-0.0013606081787390374,0.003958130418422342,0.0031259548890842505,-0.0061207047926216725,-0.003105572916598545,-0.002054316598627397,-0.005675739673184315,-0.0054292240130269015,0.0039035230537486625,0.0009033574596656224,-0.002115163962047738,-0.0009891842445619715,-0.0032990318477162835,-0.00402827261484345,-0.003952778010233011,-0.005430305128959353,0.003981743960383833,-0.0015260322374076062,-0.003442366318710856,-0.00037291798426755234,-0.0011191059913650816,-0.0017686132794603497,-0.005378247416990883,0.004199159605271254,0.0034892323698742117,-0.003218305658843973,-0.004363307275191507,0.0032658402563082852,0.0033914085607623075,-0.0061273735364293785,0.0024375393012714534,0.0020370742921353006,0.003668729000563124,0.0023277032629602174,0.003438114330201386,-0.004743261410080946,0.0015973250014772256,0.0002059062138327901,0.00712943416169018,-0.0036849365629827136,-0.007849637672279334,-0.0034532455644931126,-0.0011089941019128608,-0.006633572079830678,0.005027273775955046,-0.0028506928342225753,0.0019447760933162144,-0.0027848705191096624,-0.0021746004143873903,-0.0001335214930378607,-0.0034154882959138624,0.0046887906712648275,0.003425358122849411,-0.0030375028240859766,0.0034601227086313775,-0.00317054759429553,-0.004370797744634391,-0.00070955040590148,-0.004980896215214855,0.004636737020258447,0.0021181881304752634,1.424230754,1.075769246,1.25
-0.013618158881977285,-0.02084319187633904,-0.01159587433628443,-0.006106288462195496,-0.013938298064194556,0.010990137683619085,-0.014311970812806257,0.03646437043115407,-0.03693054998388357,0.022905957792031088,-0.011041410477583674,0.028615578288687746,-0.011150664560285954,-0.011274332476497177,0.01174394379483088,0.23975662744063353,0.03272950163917402,0.0030490628292940223,-0.004550211781524351,-0.006241294203514901,-0.016200648054212133,-0.00669537938615978,-0.013702834345135872,-0.021807633920825777,0.007194680786866186,-0.029515500390707834,0.023674950987727574,0.00950736290499908,-0.016189438587433855,-0.012893241851645067,0.003962718772326491,-0.08262086625313711,-0.010825969782582132,-0.008120542012828625,0.0008944633706711546,-0.006632509835491262,0.026511354100046396,-0.007521470100001973,-0.013542832781795753,-0.011956734077671576,-0.019021897500120722,0.017929260947307787,-0.015293305285504065,-0.015931727410116617,-0.01808265286542597,-0.024450857680039163,-0.022322098205753694,0.04542158245753323,0.015489433721702453,0.043333385114893486,-0.009392835025290808,-0.005517033675389786,0.01164735348505634,0.014285714792432746,-0.02559030122229903,0.010943774861614094,0.013796398092079344,0.01043772692720372,0.012674632150410226,0.012949446463373518,-0.009357047159225486,0.011017170967416418,0.10443165591589443,-0.003192053764881872,-0.0069746202736936285,-0.08439094339820953,-0.012274638077777279,0.017468853327141945,0.011692540149033719,0.038157671361620946,0.00011629420400779653,-0.12089960438259335,0.1290268764953216,-0.0058972063006502914,0.0018390839103117704,-0.03811211121393221,0.005844658575925095,0.028241194107200152,-0.019036099244758256,0.014840984802480956,-0.0049399939031893846,-0.0104766437450015,0.032085356522889026,-0.015090168763159892,0.0054864176003394105,-0.07043689087809699,3.369995498,2.880004502,3.125
-0.02199712425952245,0.025618313951844007,-0.002429762330259289,0.029646851328675315,0.0415169494264474,-0.009861026989840389,-0.005575924221922239,0.025462499311638832,-0.036489116228977214,-0.01197901784995039,0.008138642009250912,-0.0020161028773878504,-0.008012818700578706,0.4538231010906356,0.008246494386311943,-0.07645570697762198,-0.049704268792417974,0.024760696611657133,-0.007836848656134987,-0.017255301442355347,0.014609355270184933,-0.002888256351665639,-0.0034809087692670186,0.00963108962099959,-0.002850854005539108,0.004158905493326716,-0.014603429747925908,0.006135106750662364,0.024254415525603736,-0.01544772580157565,-0.0036698994620632656,0.04168115706307502,0.039943529983597466,0.009507692867771892,-0.0059984479630862285,-0.020530953985203448,-0.04632553278271064,-0.0033910933576916085,-0.0036682806070444736,-0.014820662838394482,0.01644519593392336,0.057754514024833795,-0.0285454013439968,-0.003805743890444039,0.021954317392028647,-0.01886146708664801,-0.0028711346333550763,-0.008183004271862289,0.0019701598308393764,-0.08601995480174748,-0.008016729957129317,-0.010398544519955493,0.00039713900248370906,0.01051891852506223,0.020973003710748995,0.00738697236599884,0.047603923028921705,0.004218565478308362,-0.023080543860489893,0.001873420985027728,-0.029586815444932378,-0.022840247607869787,0.022936377872188923,-0.026931916494095008,-0.0034299356458315534,-0.0763172188571474,0.0004018668066303309,0.055801871960869734,0.1408456149914634,-0.029540553840010197,-0.005320938838675129,0.007618947058545798,-0.11294921951647481,-0.020575168153221406,-0.008786906574496317,-0.006671379005089203,-0.0023966363783642346,-0.052096833981008304,-0.002922707265641409,0.00979847891130589,-0.02647219191992728,0.006705132940446035,0.042168780971990734,-0.012287762461343898,-0.017528023450956758,-0.03495684104878876,4.804087,4.368326794,4.586206897
0.008511852387249823,-0.01122990525388428,-0.009068626312996797,0.01757661124971446,-0.09876863678976058,0.008324910971640176,-0.0382536755092515,0.021714606492888967,-0.09606763673869123,0.06335952372486796,-0.014879387632655111,-0.31276643787830133,-0.019842168807674105,-0.028237397670820487,-0.025676752660432737,-0.39206941684471236,0.010915994629898805,-0.022326264254314,-0.008547773723293578,0.007103133036017925,-0.04018567577004916,-0.005187217404407027,0.030571641381432906,-0.0072669542259853346,0.031544024830760464,0.10987847309772265,0.015486334055751961,0.0132004533585952,0.028832095414959385,-0.0921031138147519,-0.020339048277243855,-0.047000835828406744,-0.043276972255882104,-0.06448527418791057,-0.012310968026853976,0.03948402146551064,0.027664549711591525,-0.005392226879477258,-0.010197062205940298,-0.05169189617817359,0.050946615916076625,0.05166545394809915,-0.026005572575765874,-0.011677974407924403,0.005727444089382089,-0.019428747972711612,-0.11258101131792664,0.045772991700055415,0.004365804548262861,0.05367211023159676,-0.007828926217312637,-0.004159413247537725,0.012804136771212601,0.007921022850642983,-0.015459327851576126,0.009925414750587272,0.05408220616476542,0.009522301611006177,-0.1417243657262724,0.019089211039601105,0.021482886847377848,0.06618254626283587,0.1206552339125367,0.014666723806881703,-0.014929320125923061,-0.053555340200696584,-0.010540803493207145,-0.09751294484702344,-0.06261933222952573,0.11303693737921279,-0.052212218300059815,0.03628856915542148,0.1409518768360079,0.03454549166830413,0.06343978952537045,0.06478628316957592,-0.051500523351527376,-0.036974259135941434,-0.045506387533465115,-0.005225644192543643,-0.07383076671601516,-0.026698097987889722,0.044465398057780554,0.04016597231280005,0.036076175124860534,0.025606588792383957,3.431346944,2.747224484,3.089285714
-0.00021610529799530868,-0.0012788054583203893,-0.0055713531847983696,-0.0014531817671364585,-0.0013873061201289444,0.005785130910203235,-0.005470988066026397,0.004962849432208419,0.0008198836215684652,0.0035274276217016256,-0.003359071089701113,-0.0023212328797992832,-0.004975217872469262,-0.00212380167361337,0.004442040975159573,2.9916410326149282e-05,0.0028531762640827286,-0.007844122551254438,-0.002908681767566724,-0.0006224177666296686,-0.00240133488446889,-0.002933762566421277,-0.0030759921476754483,-0.005508878810711415,0.004560549062394525,-0.0032339051077608016,0.004939890943814874,0.0023926842260315385,-0.009137378744087361,-0.0019149306503765235,0.003743259626116982,-0.0128467849647615,-0.0015095873871498367,-0.004887382110496916,0.0070645085685198715,-0.005502175469044975,0.0024418121771653946,-0.0004242790546394209,-0.004459964714235577,-0.0068867581489371575,-0.0016145556748470662,0.012320306029526686,-0.004001455538151086,-0.003401785730409669,-0.001679428864992426,-0.003303364775410156,-0.007859455051462455,0.0038318594393648184,0.003126473635531671,0.0024501098379915306,-0.0031771026977321917,-0.004416328884211563,0.002870561253902044,0.003245130344858326,-0.0007716658585500811,0.00324820163045641,0.0014976596415073192,0.003108703225766832,0.0019617587656355086,-0.9876534837724944,-0.0023482926522256278,-0.0025353339591222337,0.00705768779820329,0.00048259103950794324,-0.00413205575406976,-0.008867205647614085,-0.0024062433398332394,-0.0007247083733082964,-0.00587097796073159,-0.005991869729935612,-0.0015300019861158641,-0.0012859370287317503,-0.001183364459045722,-0.006008195536765602,0.008108009718902272,-0.004626746584189741,0.006838034972743097,-0.002392655780952019,-0.007676825664980181,0.0032814106077542057,-0.0055366389656206225,-0.0008000910123341687,0.004935691807042134,0.0002661790166093785,-0.002859318965322274,-0.0006502533148892057,1.384178612,1.098580009,1.24137931
0.007536531877401843,0.01036468995731217,-0.012201082659742655,0.013606921760739863,-0.022067272038801267,0.006172554250216381,0.0006124055339734749,0.00729565080553474,-0.010977692256317085,0.009189119933841756,-0.00011711777475297416,-0.03238273681418586,0.011877589123505911,-0.027306009236573878,-0.009356358868115092,0.02226791938727084,-0.033700338044878715,0.0006864051720196897,0.0008415134829360394,-0.006377048271105956,0.0005219879911570232,-0.0013870061944225224,-9.15475372893531e-05,-0.008627371910274613,0.005494655946474302,-0.006728252625911945,-0.009370188880887502,0.015321868125564228,0.02663446382282018,-0.012186168549407165,-0.0023527057138964824,0.025119322611142417,-0.017116525220485106,-0.010535440758687727,0.017465519564446006,0.032530718761242534,-0.00954269682058053,-0.008497400852107293,-0.002566654042576386,0.014357672494152464,0.007041641145547601,0.01614992623069712,-0.006124153011359029,-0.010949502558734461,0.03933533266597508,-0.014917358600882643,-0.02712966075603415,-0.007041352862381073,0.0069636656580169655,0.004855124649650924,-0.004342393105621169,-0.00012668435646903412,0.010675674013733233,0.00597950189884913,0.014731510454881287,0.005916147494092209,-0.022360621045100212,0.003388686461669878,-0.027558635136964466,0.0026121769733666047,-0.009632055840325301,0.025860424228521115,0.018227502787107688,-0.009462648323960831,0.0019860183296487666,-0.006308932646615933,-0.004257666341983098,-0.011420275729231918,-0.012644283091540453,0.01810522247413178,0.9224924228033541,-0.0024901624423084895,0.0028441828216661984,0.014565429483072028,0.01413444546593746,0.0005856678055436943,-0.02751401756654043,0.00834797218301334,-0.012045260058889392,0.002350500200288022,0.012556662764036618,-0.006213250402807148,0.042751093455204225,0.01213072160711192,0.024833566980209363,9.529063705671502e-05,3.165961789,2.619752497,2.892857143
-0.0072549071214441894,0.03437862285045741,-0.008106741593110261,0.025266032038176404,0.052479237467210164,0.03131630454024965,0.0180152888309994,0.005958900369209295,-0.024375805992681198,0.00894343066255172,-0.010360170420800402,0.05621348377433674,0.01540328845414899,-0.02579789929447269,0.013661715270008477,-0.02632458810223698,-0.0008303084660395526,-0.03501620464323692,-0.01806194057614987,0.0034731947386017633,0.023024887773924314,-0.009207881185046224,-0.020683910570387123,0.0019697364402388295,-0.002578407691344471,0.004997154058308333,-0.08176861103187937,0.026350816234492522,-0.03293365958375505,-0.023683632924973292,-0.00033076829846457673,0.0066808148369108,-0.0748190626523509,0.03097118159645572,-0.0009180182418089332,0.04177525925070049,0.02063524085345534,-0.0013130743699577795,-0.0068502609166880245,0.052823274587643756,-0.04524041772343241,0.03734246131591881,-0.0062515304873640475,-0.01545936547529258,0.032838952886768566,-0.024884501005509017,-0.02202533780897067,0.01013668507185717,0.01823824289328609,0.02506108712710552,-0.003217970664333377,-0.01734195627354916,0.013066496074018922,0.010517973317793866,0.014322059887881359,0.006861853114809461,0.03795683550188348,0.004971210043611872,-0.020056130806638435,0.0037357438934673094,-0.02602368719112936,0.003534963133809802,0.0003926718528316563,-0.0065453496142360255,-0.004554190321599988,-0.04313420176986444,7.50805538023574e-05,0.015306533905698486,-0.061427437474410145,-0.031089796029683228,-0.040151589581121895,0.23475703945743354,-0.005634284724363946,-0.003456903255088582,0.050133484319053366,-0.053067800364107416,0.0033973271531756,0.003590489725621499,-0.014769418941801832,0.015476801354406385,-0.008907731847320424,0.010687592710603383,-0.013476665718771886,-0.006056005288900743,-0.03924328062376592,0.08501672092614959,4.371789143,3.869590168,4.120689655
-0.01491105466561116,0.017132616385632432,-0.006945890763753511,-0.012689474096197565,-0.0019537629599837396,0.01494811710772007,-0.015745772670286966,0.02480839748856198,-0.027923110592693586,0.017940050733148267,-0.009979548309058199,-0.008525201206899162,-0.05139147962304502,-0.025681394861054033,0.009805764881113616,0.2619573045896308,0.01886580495075736,-0.02792897968728601,-0.01653191636015659,-0.002821319934601286,-0.008503524891460479,-0.006012275176905408,-0.012726671658822561,0.0021729247547412917,0.006938927237375831,0.038051871232307626,0.024099985251252717,0.013297178551763494,-0.010540336735463321,-0.04050821697087623,-0.014415176610724839,-0.0729633287812789,-0.05801615819553788,0.014437370109783947,0.004358765050489484,-0.01885246744030086,0.0959973309116741,-0.0021479799428235865,-0.008696067112566638,-0.0037488505544926976,-0.024527783408153432,-0.006209988657123672,-0.014195984265078064,-0.016905880788541282,0.010366093606521675,-0.022429372520741307,-0.020586022042250466,0.03147428587214938,0.006959572647926528,-0.051899980253141645,-0.010334847070457145,-0.009736373700784678,0.010762769746251727,0.008825599485843043,0.006773489012132118,0.007099681122225602,0.00018155054859798084,0.005697173481224417,0.02006553652324316,0.01293377598143773,-0.002745284608634372,0.008711388250560755,0.08068016501856501,-0.0031932108417601283,-0.010009845148925715,-0.0587653344681892,-0.007100660206500478,-0.01898804143598892,0.011377216000189594,0.043038942976942676,0.0016186119860643177,0.0010785656049884412,0.02202924873412045,-0.01907254236882757,0.009640531887197028,0.03042919849344987,-0.004691956499464437,-0.04648674052676152,-0.01563356948991745,0.014881128541187172,-0.0007610895525130457,-0.0014178786319818683,0.02639158547877301,0.01341896924359291,-0.02290844895200523,-0.06515278169558239,3.312221095,2.887778905,3.1
-0.007438341229640796,-0.0015953288829661362,-0.0031170714614788342,-0.019698451218770716,0.01321299394481241,0.004352668224109571,-0.02548820736291341,-0.002734419679797864,0.014789880383106474,-0.006288316389637955,-0.007774809267835971,-0.0010103664949049143,-0.0039770617484977695,0.2006596147627927,0.008183081607142312,0.0961370942064695,0.03018396862351612,-0.003984496703078157,0.011401210178200534,-0.01203518097879987,-0.00445309333683251,-0.0023809719378230024,-0.02142697728458179,-0.009258912474607245,0.013277591850193183,0.01723062512223445,-0.011951895826941205,-0.0093690040827822,-0.06161859419277237,-0.0011666907590795824,0.01145560900724259,0.6084312233895309,-0.02991872020131336,-0.038132342616026924,0.011920918562447402,-0.010475015552248458,-0.001041955225442932,0.00020279826931728654,-0.007683035856045092,-0.03820757307303786,0.008483969353721131,-0.004134793794886915,-0.008428996271405906,-0.014338077109462936,-0.021385510648006333,-0.017916202173276944,-0.027092987593780562,0.06281775032525291,0.0018054625796520224,0.028426497159669644,-0.0039801817746011135,-0.014926693518878535,0.0010385192344828187,-0.002888116968612316,0.014823407957962562,0.0053636074910521385,0.02613188784207301,0.002836750882143672,-0.023125779632154172,0.0180836529611513,0.00046103373113526243,-0.002702324198429659,0.05930187322691714,0.0006775748528062846,-0.0075037937590282135,-0.2277170983881831,-0.0027528765733776527,-0.025549861714168585,-0.002231823328576858,-0.001956028966976743,0.003167870741929325,0.0003756050031907991,-0.07530031167342312,-0.03899441963001934,0.0349107731128049,0.04187167884991518,0.010722901975649918,-0.053453336658571264,-0.0064305773157428015,0.006342321550389956,-0.028177061530178155,-0.0014710970999532494,-0.026906879702886532,-0.014010112600451898,-0.010520069144816784,0.023426473437039345,4.756993215,4.311972302,4.534482759
-0.01226376340852996,-0.004962461843977571,-0.016038491301610197,0.011398867242632409,-0.004470676464556966,0.012566802541978863,-0.006085713011680057,0.01031058215122416,-0.07911886896083543,0.014855379812407902,-0.008525068336804253,-0.02477975958033591,0.018075411752022087,-0.03130845686035461,-0.004723957576529271,0.0927511116449639,0.02617811041553139,0.028772279231226824,-0.006375377534839695,-0.004885044757340026,-0.01289220926471975,-0.008148583006800715,-0.013028943306506264,-0.0017518284710377162,-0.0008073022894601937,-0.06134195860756552,0.009070455182658798,0.02014458918829521,-0.013974832188964186,-0.021487511692532605,-0.03334866294819616,-0.04301500452874856,-0.029602135187949987,-0.008604086823140598,0.002565913288454773,0.014824749185935134,0.007844235537175108,-0.015578202399515493,-0.008538785594267155,0.02384396474458494,-0.015456876142096355,-0.0066122570812406686,-0.013398806468372087,-0.011928853069661407,-0.007258551565293578,-0.01909264201902574,-0.0330875682688839,0.023580474696434085,0.011479799289255294,0.13536061118087642,-0.008901543607381308,-0.00716327718721337,0.014862871498733995,0.008779021961241074,0.006142136194412099,0.011560298970946034,0.0027101108721687274,0.009447641454532465,-0.008227119312791712,0.0045781906956072985,-0.031314091168578535,0.004262332542636133,0.03848438983276011,-0.002603323492333483,-0.006515642828276195,-0.05400337241710722,-0.014085715275753957,0.028340782111762833,0.12622825371330376,0.10650983751344925,-0.015500900266916735,0.05813570588027591,0.09097067179440782,-0.00310534865723943,-0.029258216738903896,-0.020661258972035468,-0.0002153777858379729,0.02181584523241366,-0.011970750717614494,0.011007855712921503,0.001677400860622191,-0.008008436628456198,-0.005683224362698491,0.0017091072492749454,-0.007511718957159027,0.0036885818392821306,4.655644914,4.137458535,4.396551724
