fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,CIHigh,CILow,MOS
-0.01282480431702737,-0.013996946555835938,-0.0010222068272186795,-0.025502456662158057,0.0017618434107074005,-0.015784204865995594,-0.005726611975615613,-0.0009321518815574584,0.007257485300949559,0.02318386364421181,-0.0023535408575455084,-0.9606394429197787,-0.006798158053883886,-0.01005814293892122,0.013273977816708055,0.024204737409525254,0.009140545531206653,-0.0014797977505817623,0.008988505426678546,-0.018089490040985298,-0.0027989157588947503,0.0038657163397319747,0.004603706068644927,-0.007306680708473847,-0.0075230732595197745,-0.000986752015339631,-0.0172333648402246,0.005463184203240602,0.010905174848218492,-0.007131308262012754,-0.0037669709989207934,0.015175688108144542,0.006948574661426675,-0.002020357789847709,-0.006414993851774916,-0.002571512517475505,-0.0007422575903896478,-0.006690353476422248,-0.00515604381596425,-0.013281184925032871,0.0024065445455566585,0.004162267882564342,-0.008191872142556263,1.424230754,1.075769246,1.25
-0.01700431667524827,-0.014397351603554752,0.1021069663516381,0.006182214278956445,0.04127078213927444,-0.013525636626878787,0.020038993464442264,0.01274752010987745,0.0017540643502511192,0.018369771223138133,-0.002077274414582266,-0.003000026509454958,-0.03347125797303771,-0.043136020377453815,-0.011321933848517058,0.007779419530074061,-0.017215788270290754,-0.006195353517092663,0.015548879702462737,0.0030151139375055747,0.004113320925509725,0.015454414996890101,0.013458459011222966,0.002630577413260232,0.008138472238275305,-0.0037793136414999845,0.010704761395565168,-0.0056856102992963896,-0.06550208658873555,0.00927490374122842,0.004925252474849668,-0.02632752784270769,-0.1077243696248177,-0.023922987765504573,-0.01508792802011123,0.028083465653100128,-0.0060272121328083985,0.024297843953412352,0.027338365639550118,0.11804066327557239,-0.020225631121996473,-0.028090373726516956,0.0029298759082910693,3.369995498,2.880004502,3.125
-0.004295012007851182,0.00629568677061747,0.06613192448669332,-0.001409134711115789,-0.020493782918392708,0.009623808103673222,0.00044390054146712147,0.015287424599339778,-0.37577867292888834,-0.00043699197875648517,-0.010478808947418972,0.0035845293750676847,0.006403293220272826,-0.04841213853995469,0.006345696628160822,0.007232006475719236,-0.023266119788011894,0.000801578810797653,-0.007899346741685933,-0.020255927074850723,-0.008114032581569099,0.00810814530218079,-0.002853251229662866,0.006298081046100905,0.012575458466946058,-0.011057989017596756,0.004205671490464453,0.021058334549030517,0.004512297205015785,-0.02350661664865682,0.011384677408200008,-0.006659700407186609,0.04733397176170372,0.006556739237000455,-0.008750393852384682,-0.003909378502680882,-0.012344318154609596,0.03290775423919728,-0.040513835421072654,-0.03042485373186745,0.0072247929710881585,0.0032226510471939527,-0.008282457827702261,4.804087,4.368326794,4.586206897
-0.02790015920188907,-0.014930453954114216,-0.017246350303974787,-0.04656434281375103,-0.008402696101342075,0.007581335604144115,-0.00782700655019305,0.0038889604412345575,0.04845056726028286,0.028630270653300337,-0.03473037010149807,0.02335042179330408,7.528293346383192e-05,-0.03949185406918759,0.027970640476472852,0.042653021300785667,0.007160422126447961,-0.013373464392821565,0.01243083123938548,0.005235774973303265,-0.014149557069710224,-0.05376481927762245,0.002421853139093884,-0.0050809708318108725,0.021334760234421667,-0.00865021206046895,0.006564381617880829,0.0168500916845922,-0.016355974852192933,-0.02952662046642047,0.004879431118798499,-0.03347747075346434,-0.07577839194493972,0.036283970491004514,-0.016485683057885163,-0.010390629115006999,0.008608547811735402,0.011310234155216863,-0.0280022424398331,-0.01337799846677467,-0.08567753929090742,0.008618144723370686,0.014629051421102518,3.431346944,2.747224484,3.089285714
0.0006862726830870255,0.004458841835041868,0.008245870810852264,0.0016350113305202037,0.005462422258489504,-0.011581222908136707,0.009694330666852394,-0.002718573513497475,0.0015898460056154391,0.012389478119265622,-0.004271791996116353,-0.004934441137347647,0.006128444223118254,-0.009278098810402055,-0.014881169377447979,0.012794206065494772,-0.00038034319927808747,-0.0027485050506151415,-0.0013148852553323798,0.02479022693824637,0.0014132713697272647,0.00245896343117512,0.0009423644068839612,0.00842258937557806,0.002677159269625821,0.0032785302202697937,-0.0013317511083631706,-0.0065937375337139816,-0.03496671537423666,0.02785669717436219,0.002576307272680467,-0.00888234460086236,0.0016059406559129372,-0.003503452375567905,-0.011512516200840832,0.01659297888311818,-0.003991923711760214,0.003492449730320197,-0.000684754719793248,0.007171224263522376,0.004233294903057062,0.9443775970958908,-0.015804754546588903,1.384178612,1.098580009,1.24137931
0.03722576647410799,0.03581610275375189,0.04647702927590969,0.06691517488316473,0.02010107129459831,-0.0035113131079162856,0.009004877444487741,0.019010094788229407,0.0019377481458715178,-0.07363071897921677,0.08974369367686226,-0.03631415838613097,-0.4661109615588411,0.04169469991854,-0.02420669612623523,-0.09163323978717662,-0.024252749627310975,-0.00799019387770379,0.007697095655164173,0.06949613073358386,0.004058914679014775,0.0716841595964158,0.025099228913514387,0.1204055876815169,0.07762632790967644,0.011469799999355377,0.03067447260149616,0.05808403402301599,-0.001084951592014496,-0.13616072728131628,0.02296567094033875,-0.08961184925742721,0.0375565425752997,0.05999943776827246,0.0008727097972066817,0.0786649536075618,0.0345625892192808,-0.099806537294256,0.001473268861444324,-0.031102968832079102,0.015030365853546324,-0.005626916399526761,0.021795485618268252,3.165961789,2.619752497,2.892857143
-0.0012266040458250094,0.018568247905543636,-0.034626430752914925,-0.047330263494984606,0.001924119430734138,-0.0006839305763603915,-0.002451993496928295,-0.004188168948456242,0.050791015977505516,0.022008863746429776,-0.015285479859896886,0.01673676625295196,0.00479654270025281,0.003108209923175445,0.02813279287397284,0.022931970166043886,0.0031212750579486578,-0.005600836195330943,-0.019924718579580464,-0.02325793833397854,-0.011253693279427011,-0.004031226635611719,0.0145078540314287,0.012030983579469788,-0.05905581149060994,-0.005901926795241691,0.00821290469149138,0.0198192587803976,0.032489399715371084,-0.022297267045779605,0.007098320886382269,0.011564533310573399,0.09795830201901178,0.007503114120764069,-0.008002611016174168,0.016837775886947588,-0.016457449122805445,-0.011603178421623783,-0.04533488398229624,-0.05824868575697399,-0.054036293195943476,-0.0015604420896705132,0.038835850791205405,4.371789143,3.869590168,4.120689655
-0.009694875534301248,-0.03271109626193082,0.09714774511243388,0.012676822271311885,0.04653405495141274,-0.01565233261906263,0.02179682824100209,0.011706816297003726,0.023174648109192265,0.019219298482533856,0.007023932274637885,-0.007250058278246901,-0.03162867342919784,-0.028183806009147917,-0.01340494984390331,0.0028271645804749833,-0.01788286430796733,-0.011007556341403242,0.0021060427460023947,-0.0072199468463517635,0.0013646976509744575,0.02036047257719286,0.014455792762925723,0.0055706117089755975,-0.01494146969937957,-0.006207261947811043,0.01337919020182533,-0.002146126438259755,-0.05239879792803554,0.014768639593088388,0.008271604153157754,-0.01055798513201372,0.0727847891074126,-0.028522149601529163,-0.022553679921513133,0.022131094743170574,0.004172660020587843,0.02957079864134275,0.0242600766153384,0.13072527405817802,-0.07006207097125354,-0.027511908509430662,0.007613783831681122,3.312221095,2.887778905,3.1
-0.035401202701923457,-0.001486234876206877,0.15914336767978102,-0.0074874163755453416,-0.41861218301543707,0.03879723226685851,0.011618726719186465,-0.014708390790515294,-0.2688792386488444,-0.015568603462905565,0.0018825628966578324,-0.006722013529331751,-0.005023226221479463,-0.0104324250357289,0.04449440842134687,-0.029401115480999065,-0.014825590687588099,-0.005683027768321777,-0.02076748909727611,0.009647338184498047,-0.004189420332678696,0.01979318856654215,0.01246097033372764,-0.019303342023748938,-0.04158338655033221,-0.010433345857179642,0.01038181278516985,0.0036766877758268876,0.04658058054965766,-0.015373990748800087,0.016410391190500553,-0.07041007333832912,0.07175256905906997,-0.018159663436324414,0.02704004046314309,0.008318285475678266,-0.029242045732296326,0.013741976340551167,0.02839626062771358,0.007725669703006388,0.02005048574905662,0.010187401974263387,0.0659894831583893,4.756993215,4.311972302,4.534482759
-0.008002238511218607,0.009034531713019723,0.02669982442372322,-0.029888372332208847,0.008035883964321727,-0.0040236695573735715,0.003843458075117619,0.0030388087257299493,0.016673377197714088,0.021985576518893376,-0.012124182472486245,0.014648006689223062,-0.033138360047300336,-0.0384830435836838,0.01557662618287791,0.027610748625486556,-0.007370763875853062,-0.006634394349746123,0.008079248564630593,-0.01645787019549402,-0.005655974483544881,-0.013794868160584657,0.014017333022759131,0.00734563211772467,-0.007969805612202263,-0.01021003140296354,0.004495515390248325,0.013508058708440766,-0.01785024246688889,-0.02721167777260158,-0.0005334367183643818,-0.003797952042916855,-0.10664021992491586,0.0013659148303130804,-0.006495338002494177,0.021438488361604977,-0.017004001092626286,-0.002283589399060012,-0.016777470599371708,-0.005106294644129184,-0.1477606615082541,-0.006839827650298902,0.023505874822248102,4.655644914,4.137458535,4.396551724
