fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,CIHigh,CILow,MOS
-0.003405026871525711,-0.003300397509785434,-0.005165273589908344,0.00488806655929949,-0.004130061647130198,0.003925837898934867,0.0022616674511454636,0.0007720066131896791,0.0044202859475189205,0.004728910571236133,-0.003609944364128876,-0.004431087115115074,0.0046825719911315535,0.0047600524323598275,-0.004430027888087894,0.0038209192122199654,-0.002256401262136127,0.003707432008141191,0.0062564651931599595,-0.0037124823618141854,-0.00669586879960122,0.0050524554456376596,-0.004414730078252642,0.0027100325145987592,-0.0032329621771944,0.0031366019811183738,0.00392360578064702,0.0004667859139675762,0.0035167077173477394,-0.000632889526552296,0.006146198055719161,0.0030132611229263155,0.0038323476958862343,0.004221273166527324,0.0015915626360534516,-0.00457771111420914,-0.003759463191073161,0.004420586028754442,0.0028650553491175916,0.00011396475831983132,0.000749420382950204,-0.006479722115189051,-0.00281037974815656,-0.0018741896811355562,0.008063290559574138,0.0012049025928340426,-0.0034869970721143548,0.0012051955165121831,0.0006535239887922116,0.003729405946237668,-0.003241811287392111,0.003183433658321208,0.0025034356563651875,-0.9943880585756226,-0.0046468444986121635,0.005051375658494071,0.005005233170201437,0.004546745112097602,0.002663734370410702,-0.0029442166240642516,0.003614927027759615,0.002005661440045913,0.001396511134437718,-0.002842619149101309,0.0020875557514171148,0.0023778562740902065,0.004046732742625749,0.0015436714879216984,-0.0022573288833103405,0.004307444073168148,-0.0036147851276815174,0.0037357487989250096,-0.0005430677277490409,0.0009869002200326314,0.0029337025495267976,-0.003897393005063032,-0.0024759310757059383,-0.0014575274532350505,0.0006027327580126563,0.004777939612632406,-0.0012229796547341691,0.003119384077313183,0.005730607531468559,-0.006080483823161197,0.0038630521278592215,-0.003624434956347516,0.004061106631687829,-0.005021430973916922,-0.0013306192851852867,0.0017315792712359562,-0.00463801355445559,4.71528100866273e-05,0.004566257442741695,-0.0027620666491030865,0.004622936295315008,-0.003404497077164629,0.0034693413268102836,1.424230754,1.075769246,1.25
-0.019660627645115093,-0.01636308088703069,-0.08189411445858076,0.021451394860744547,-0.01961655263663484,0.006697262282527705,0.02272774444417109,-0.020175914049959172,0.09893532056604927,0.08847988802037324,-0.01493415405715746,0.054631488778251136,-0.021274953265187312,0.009591622029774056,-0.000788698780261734,0.010316001976204501,-0.02023601568384117,0.012115838969381103,-0.003629268914070925,-0.008563550568510271,-0.023667819192670907,0.07125216513512621,-0.004158867973541867,0.00787224039892445,-0.014924048957378287,0.023691357451103543,0.02911399813659551,0.044662934056641464,-0.02630125631200985,0.008311990593493539,0.047035253162191336,0.024095285926376987,0.013056915977825136,0.03652453020742259,0.00533546876943581,-0.0876098820718473,-0.005497901367179334,0.0169161765664186,0.01012553684049282,-0.000727989898630935,-0.015530815211228942,-0.012185593031585304,-0.01261464044882296,0.020048784647716228,0.10000552956425568,-0.00047223245642204653,-0.02082807329109197,0.02573310788856561,-0.08500167182460863,0.018018603733604005,-0.01764857031398625,0.023450879629901986,-0.03412637737148106,0.01135806721527092,-0.037295875328678806,0.022210725986739083,0.032450859083018896,0.04608703393879109,0.004604550753258055,-0.013811690182897607,0.011778447560680506,0.04234799684454303,-0.004444592329455504,-0.01827136932814541,-0.11224916276046314,-0.011293908967473076,0.007535056213018876,0.02020535561682524,-0.042650669524833436,0.08359717844370856,-0.014662968130374905,-0.1026922661146937,-0.04725282781653354,0.022740441552320634,0.01707831565513235,-0.004609155035678701,-0.020937758213749134,-0.029345558435499557,-0.00023968279545836583,0.007063372733302945,-0.139221155462604,-0.006938361355050272,-0.005321198190603762,-0.0221899797113936,0.16556728432096962,-0.01609315126120188,0.015153460596982964,-0.025512208583329806,-0.0054757531406514045,0.022231545423102555,0.05145132990147395,0.016265226867692665,0.01595803422288988,2.0863164033541883e-05,0.02617528986546307,-0.011321723199181363,0.016418301179619222,3.369995498,2.880004502,3.125
0.0050662347826991375,-0.008779865493163412,-0.07975307590772691,0.0036341998029894066,-0.003799290233748843,-0.00027187419143085394,0.04122781021205177,0.03375875076746441,0.018685397824283263,-0.5259816918519848,-0.007486828828752006,0.05758847849413004,0.002798654166561622,0.01735652077362213,-0.007606653652085116,0.0038551551532398946,0.012194905415440573,0.008567234111948497,-0.03630110734980866,-0.005876809811677743,0.008213070247055719,-0.006050082634249087,-0.015254867202437912,0.005644415966137519,-0.05216724489767723,-0.02735788060212204,0.020566827076921246,0.03259898549854313,0.026504002831539444,-0.009745843201219812,0.018375103446995028,0.014657630375703917,0.0027101707348044083,-0.0689602529939215,-0.005134014869423073,-0.03409801529416782,0.06082226700944241,-0.0025751424693439,0.006025113343859618,0.04839416951272384,0.01374112730331919,0.019589668831693156,-0.006534897415507128,0.0013230778724027178,0.0722843851569717,-0.010187038932767392,-0.0030529215669987636,-0.006881502689212843,0.01828692559688645,0.014457121989640359,-0.008761328163835746,0.02749328879292963,-0.013127480397966821,0.00291328860746778,-0.010260592185263586,0.01162918992972411,0.011755794428148043,-0.014661105386367173,0.0025414163730968662,-0.0060799924857618485,-0.0016203063431070876,0.03241632961596542,0.0005247202642855998,-0.018129913904759196,-0.029382739010337014,0.0014248412979251668,0.05524855314203958,0.011175147632854055,-0.01321786002910654,0.02920485296011814,-8.192151954293785e-05,-0.033905879154793726,-0.04681206394730153,0.05904931299340547,-0.004653981745910561,-0.002879600964277198,-0.01405764054676851,-0.009191497191523961,-0.010950835753606137,0.008701003325618614,-0.07703891212141317,0.01378629737970129,0.006618600782381059,0.06005848524678639,-0.22622332063983056,-0.006048827281711773,0.005410259514767084,0.01195399358722814,0.010694176404879446,0.004674136053477175,-0.002213845153582351,-0.03196359856724093,-0.00465697788428478,-0.01102374228700155,-0.0015339214409660303,-0.006236713999108832,0.0014592853570596187,4.804087,4.368326794,4.586206897
-0.026979594752708985,0.008788723378840657,-0.027240137369832114,0.0033394472935737636,0.014793587206118437,0.003408424237010254,0.036861138478785194,-0.0425904618874171,-0.8145247264124597,0.016820981202373395,-0.008732315827631405,-0.023380380968487307,0.06362142322038375,-0.026891726507948206,-0.008543188825484714,0.004425715611020412,-0.012021997089732223,0.007193693549326035,0.001503789846680584,-0.004842808488303826,-0.03413326074804554,0.015666794208886028,0.010537142410859098,-0.005406981502689973,0.003489761981315243,-0.00033001610658118765,0.00843154317265207,-0.043377470577625275,0.027617769727093875,-0.02885996149494478,0.013487653969209746,0.05031397650373718,0.007955771213926956,0.03850697236567221,0.011701129011481919,-0.04949753170304067,0.01927651217765552,0.012719556500564127,0.008861002612971345,0.026622075862868893,-0.012339781981690277,-0.027149640437780467,-0.0018122103758956248,0.01566708730579824,0.03763686942209749,-0.010190856532440841,-0.020985979603803995,-0.01980929949098481,-0.0033432537467645578,-0.007584830510564311,-0.01795923596949221,-0.002013439363399276,-0.016931296416519432,0.010634122331641013,-0.035769991154890435,0.001417738217135098,0.028043768333544515,0.047455718738204866,-0.005732997193200822,-0.010653834605306273,0.004249900664029344,-0.01427937446248701,-0.026519564447803005,-0.005458815519358621,-0.0022227681214857043,-0.013772159313065822,0.04939837605443958,-0.007011687552314064,-0.02128849714789182,0.010299222266201993,-0.003536372276870321,0.006181170236120855,-0.042129570316454604,0.022932217596757464,-0.009477204160070736,-0.001954870630007087,-0.011959393561941561,-0.015277683653616765,-0.022512989909613115,0.0063693180183945,-0.019153762098462764,-0.02402053814678375,-0.000198306106561514,-0.010949138146449605,0.04587699245265511,-0.009570275054576785,0.009252971189005553,-0.00669677301724052,-0.001457729737252445,0.013975943381169226,0.03951907765855462,0.04318707909644347,-0.002011066675413278,0.0029238080596127734,0.026064431387961523,-0.006228767610798661,0.0069479924786455104,3.431346944,2.747224484,3.089285714
-0.006172074815622765,-0.004012761053048712,-0.0014552690311919175,0.005060096252607352,-0.0015457030547066065,0.001495916545037002,0.007360321489311123,-0.0025486004201204235,0.010003051940570001,0.007432556429911343,-0.0036088950472051716,0.007246273792121231,0.004540233688784508,0.0015993195451019409,-0.004107009117895141,0.0032939622199723473,-0.0003268929167453859,0.0038993413175307215,-0.0009529881946012123,-0.003053944248797658,-0.003199867949111333,0.0002700871782660221,-0.0019896610531933297,0.0029548004827816125,-0.0038765311851516643,0.005740365751085734,0.0052800939339125675,0.002129886835433763,0.0056961011155213246,-0.0033717624792943507,-0.00039208923845286437,0.008055364662231446,0.0034605734705198967,0.0011468897482022104,0.005034405600690992,-0.008591911120181255,0.0034989447913708433,0.004839493750375172,0.0018971240209064034,0.0016979897529779881,-0.00020889864871248613,-0.005141745797179597,-0.00345557264929764,-0.0030130582336058546,0.010582678333988554,-0.007157275790321795,-0.006070218700116969,0.0033699889087714778,-0.003157736343329304,0.004513527878899887,0.9900241546563344,0.0049977175772923915,0.0010759718194462218,0.003279202894853383,-0.0035385455558710963,0.002668614498275451,0.0062310704389185205,-0.0019333478337910934,0.0022026676873873013,-0.0032285801583066126,0.003388884215763246,0.00241622804623823,-0.0021263444537784754,-0.0006884553080664304,-0.000729667938651487,-0.0035980662606055914,0.009842670892959319,-0.0014037934435425115,-0.004911879214663058,0.003854264358895296,-0.003918378555395692,-0.0015739385231702085,-0.006207895214802514,0.010664277351352237,0.004148740674964894,-0.002156497409269044,-0.00494736437892326,-0.004895999820304521,-0.003359567065941904,0.0036900707105682468,-0.006120304881199482,-0.005904999486487808,0.001278181760505146,0.0007468936685024405,0.001790284977470006,-0.004899052119816122,0.003996090756926522,-0.0026703310173248297,0.006915430629551948,-0.0013714189915724295,0.003525860596560156,-0.0027309374082572775,0.0008295069123555197,0.003521042264659082,0.004752305867903571,-0.0034468240659298755,0.003481428884803985,1.384178612,1.098580009,1.24137931
-0.0018630606030418482,0.005534597471563216,-0.00509750121296588,0.008937340694645317,0.0006797042488240517,0.006966242946621966,0.01043809674532977,0.013734190526344033,-0.010389839935700041,0.011509673827030104,-0.005675911459975649,-0.0011927939258295113,-0.024266677274442244,-0.009177155884626871,-0.007380706280981644,0.003023608382574943,-0.02199742436148032,-0.0007176680206552628,0.012797441947164477,-0.002170448458559705,0.005752847373484824,-0.020376883636998827,-0.00984027197646893,-0.0008898469849071978,0.004818469757713089,0.01198076324351927,-0.013119930526016118,-5.4188748793126445e-05,0.015842676852008398,0.004223636608187997,-0.013324693815446965,0.013955550572695907,0.00890984957128468,-0.01761816216718469,0.016607158032045946,0.010898359845758042,0.013477754200312138,0.005705446735930065,0.018054795618647097,0.0010017572573239731,-0.005243257015543381,-0.015015703415390077,-0.004301365860631019,0.9375462915373416,0.012917889543472331,-0.03353590751588958,-0.009314646928213191,0.005758374413698454,0.02216807736037844,-0.009446185984653995,-0.00325898363575712,-0.0156999524063179,0.02014105044480414,0.002561420940324955,0.04539779146456931,0.0015055249124701462,-0.015852272703830723,0.01738055482313008,0.003566702185196522,-0.004515713821793173,0.008143723275866974,-0.012377894829882538,0.009537104101314992,0.00424098649856689,0.025027493069167236,0.005910848358129189,-0.00940285180486251,-0.02476125293389715,-0.009733893258132297,0.013610764667494548,-0.0009410316184598196,-0.01191774587836249,-0.005265376485970981,0.02405415690451187,0.0005888890189633595,-0.006457351251041244,-0.0024941693914785957,-0.007569224645926743,-0.010420941353297375,0.0010640518122094337,0.01224603249225529,-0.0015445727339953462,-0.005743088400481734,-0.008721437416921881,0.004330137958410115,-0.0124632656764349,0.0033428793566998615,0.006776083384330797,0.0359625825090168,0.00647540993868191,-0.011131296713593244,-0.011147912653894487,-0.0037775159702846286,0.017603671443390007,0.008221575978804537,-0.0037886960268415345,0.008943967780171506,3.165961789,2.619752497,2.892857143
0.008960338407669268,-0.011926511663311474,-0.0707111833511904,-0.022893385543862357,-0.019021753167784254,0.01292631804061983,-0.024550744299551234,-0.14261800771413796,-0.030843390855149446,0.008824433566213525,-0.010116109632621148,-0.12329236722540352,0.013288374598511883,0.013749127536681937,0.0073349809127562235,0.008163080052629508,-0.024411516714099735,0.0081908027567747,-0.02460327561765564,-0.012309235301452181,0.0014548065442425632,0.11141320755024565,-0.011823739195893992,0.038120750868660146,-0.03467500611987784,-0.0053595179239618335,-0.11859625002243665,0.16025523545141496,-0.1806924543081398,-0.03713537428637545,0.010848607519690578,0.0021366137205466908,0.00962845650791444,0.07308524622624675,0.005239289028628713,0.042184805527083584,-0.033489267151891315,0.018520726127737752,0.024518842643016556,-0.08126391483746587,0.07089684624263855,0.07976683170599962,-0.01208464668820742,-0.018689857835716337,-0.022485020838424283,-0.012509898281468182,-0.019662493587235343,-0.09564517115574643,-0.008917973767013854,0.0012691716227723675,0.0009465195958027607,-0.003623655111741838,0.054591917406430567,0.0017757973494576212,0.008361345891469828,-0.01323938796817697,0.011215733294662385,-0.04162593771354834,0.004298652343714604,-0.0001643487729877176,0.010117889348535141,-0.009273324321288051,0.08261845690642283,-0.0104505980169915,0.014751159468955985,0.04639928138788923,-0.0318259064024681,-0.01829554283260954,0.003212472112974248,-0.02632485602055936,-0.012252937227912103,0.04481991589856988,-0.023631868233364276,-0.025918475974885263,0.013957059712896265,0.007941476299032621,-0.008289153020329353,-0.015952073021085943,-0.09345772297674194,0.023295335430447858,0.08507922598023868,0.06496915324784261,-0.013122550514139205,-0.06159585496715429,0.013740059585202954,-0.0028946905008161786,0.005619794931170641,0.007522070433220515,0.0008930042557336567,-0.011435131067520489,-0.041409513590542776,0.07649542955485202,-0.03413630890747201,0.03533475846493165,-0.007817588605083262,-0.004150659587151824,0.010330177734401196,4.371789143,3.869590168,4.120689655
-0.01794677984485263,-0.018075356588934763,0.010212611298791445,-0.00786123275018243,-0.03507318537158086,0.0051829421588225864,0.021856900264480974,-0.07909105527331614,0.10636914376528968,0.05275368401956154,-0.012396244256530463,-0.022149951590155394,0.013220675162488961,-0.013336104939092125,0.0023991559473127495,0.007386728707123527,-0.005530904444543275,0.0157577368159589,-0.04167486235960318,-0.010446521907745396,-0.054162491991962915,0.027062857371946768,0.001730366354862562,0.02739770001106417,-0.11338197578184334,0.009355520420899283,0.1173953898114969,0.04779374628714422,-0.029244457482156216,-0.009511783429359311,0.021888103477606186,0.028494784887826242,0.008108991629494114,0.07170440984317253,0.005222733727728179,-0.0795775048552483,0.039823037464657186,0.01987248990898727,0.01887071045740079,0.046379319175931376,-0.0009318423127450763,0.006553342692483797,-0.011776913237786384,0.023399282825457158,0.0641825344790187,-0.003712922860535624,-0.018734094488296545,0.013532578561812916,-0.03240612537541105,0.005194490196000585,-0.015836051729299912,0.016677320795456654,0.012705090537887731,0.010461832945032539,-0.044532579389238776,0.011607505403380161,0.012144025777428387,0.040066883917908365,0.003444193630314371,-0.007493715295121698,0.014142523199563266,0.02416089217960055,0.02826545784742616,-0.020406306509972792,0.039252299892700473,-0.04972493806933946,0.0773068639548925,0.020077812498596092,-0.02275224795708574,0.019690378268713428,-0.021759132523646654,-0.029423109231015727,-0.04264648248005948,-0.008775401404591604,0.023588719774308365,-0.002893186080533678,-0.023251844033838245,-0.025831553436690004,-0.031069448579194834,0.01511855785531415,-0.11887664972356303,0.0196537464598357,-0.009428136505824133,-0.04238521586459695,0.16910240337708313,-0.007771334630671086,0.012164976993912512,0.012599591538800293,-0.007456104726674168,-0.009688459582174451,0.037334395384390213,0.03912639044005255,-0.01914218292109162,-0.013817954969328236,0.01775412229061923,-0.012260130634872484,0.018814874179812337,3.312221095,2.887778905,3.1
-0.026946288676604906,-0.011366370295419129,0.0724022564365091,0.010839061739892615,0.011318896455987588,-0.0003419256526029977,0.043846783890844204,-0.03741595880695238,0.04472899333170033,-0.24889806081033464,0.003360255979668871,0.05646614062054561,0.04521934309449299,0.019686899490105745,-0.015640567585490376,0.004107760894167179,0.020355442640333097,0.006416454570056845,-0.018928610391009577,-0.0010297199640197357,-0.0019028052060922206,0.018839541872389072,-0.0031946759794813165,-0.011723829846750728,-0.022184851699874174,0.07248097953580056,0.03439598882482742,-0.01811670399431621,-0.022014453557035265,-0.02413486562694814,0.04352265415322303,0.035888444270242695,0.001061851562548037,-0.003961993163187124,0.00553748089045828,0.5953789398732761,0.019935981363813943,0.0035730419497808346,-0.012455102353571544,-0.012042966261697688,0.012387913177062915,0.020444356502286244,-0.0053574434047466615,0.012718258728396449,0.1977567653035509,0.0021390652897520356,-0.01280193206770345,-0.0334532301886639,0.022835645688533284,-0.002025769492401992,-0.021979903536137192,0.02994152605133292,-0.022691408468814536,0.009627927134523501,-0.05060068699679589,-0.005191080021509714,0.06722346452388626,-0.016539099676560483,0.010737005534498245,-0.0060239127150480565,0.00010207952607438433,0.016798995567990343,-0.005230218696978331,-0.0010314313287466477,-0.03204140587648695,-0.019409375153034016,0.019591204527639242,-0.007736861536554416,0.011029845319066646,-0.04682565344269128,-0.012654921825832052,0.074650973467876,0.03418887161508434,0.008111856450382388,0.020277119077485403,-0.006412865972279798,-0.010224798313619901,-0.020163835915178962,0.011933083487259811,0.01450660294682643,-0.07443772709368017,-0.05675170335624755,-0.0015048908057555192,-0.006326970201906249,0.006868770202849895,0.004403690338703963,0.007497107316870419,0.012493665841945296,-0.10346514959435299,-0.041633944195707394,0.05928257266166033,0.09123442722479819,0.011829440783591718,-0.0017432600803824545,-0.006314012708090626,-0.002345042287295234,0.014753728770692268,4.756993215,4.311972302,4.534482759
-0.008083685577681937,0.001050885645666405,-0.021783195274465445,-0.0027690839912354963,-0.016354484669496207,0.013187497024056883,-0.003820363250121433,-0.0476148180380726,0.016158382678501417,0.10345878204857521,-0.009339490929845564,0.013642833531255243,0.024366290134896443,0.008960493403302964,-0.002674328213903842,0.010743054279422543,0.010694530497353746,0.008905424995204558,-0.039929673360909544,-0.008838015915963978,-0.0034770238843693855,0.007960817934956583,-0.031065542214799832,0.013424680148620133,-0.12187792529577468,0.04128595439380647,0.04752252278286188,0.03293805554520497,-0.011699178270474373,-0.005121488351977383,0.02435856396952365,0.041001407628414414,0.011417890442405959,0.022039655441181485,0.0033441071393166934,-0.027345533373336676,-0.019274473802323673,0.00960636878322189,0.020905290638424303,-0.143905746479692,0.03331292375308535,0.019480330693817965,-0.014111553147308298,-0.0067401905725455475,0.06989505891545511,-0.0022722915822897026,-0.013865859271824139,0.021608374993748774,-0.013731380000164264,-0.005465566406810729,-0.008699756291479021,-0.00375347130847498,-0.0027038637667223075,0.009139268041684192,-0.013734643800757902,0.00931792757516159,0.008553325053675455,0.0850033738841477,0.010573212179850114,-0.013492459772572475,0.01429184656093216,0.00840271097925927,0.0359089581565882,-0.016471091855627437,-0.05582760238848087,-0.024756517376331503,-0.004107994321910751,0.005095779695507899,-0.010238089721405325,0.03523717903093791,-0.015617165933803958,-0.026321667216551395,-0.02396390558682645,-0.006519971175907041,0.016384446765329217,-0.009950322595692646,-0.019875535480514465,-0.020277267394885196,0.014859390963817196,0.009122286796588178,-0.08523359884551707,0.0015613372099626663,-0.006870642393924689,-0.016552847363899833,-0.07070850188623372,-0.012657056918158419,0.01051624689171251,0.015499729007569634,-0.024238067209020952,-0.0066276207294687,0.03358375264337993,-0.0695768564242281,0.004321248501797181,-0.027209221876217923,0.010997878044860136,-0.009502494464845098,0.01432164511949734,4.655644914,4.137458535,4.396551724
