fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,CIHigh,CILow,MOS
0.08383982336933163,0.12198506263543209,0.0484750826129355,-0.05295555474318835,-0.02112035350429285,0.00214806964853805,0.08204045796833767,-0.20951663383155908,-0.007052831835790276,1.424230754,1.075769246,1.25
-0.0732069252317604,-0.04781410110788214,-0.07863584286472264,-0.025999440311022987,0.044237244875986584,-0.006992883573876493,-0.12229654282078946,-0.0035084824922414267,0.0023639785262104147,3.369995498,2.880004502,3.125
0.025172691078669825,-0.02002119424412225,-0.025489844599950455,0.33925200834313407,0.028740259960371866,-0.008359757362180207,-0.012940675448248538,-0.0099808866481324,0.019022793948659415,4.804087,4.368326794,4.586206897
-0.07595468659701533,-0.04695650766737468,0.08714808651701435,-0.03230135536739742,0.021329391355806034,-0.0011509476306269743,-0.04275607730203966,0.002625939652520143,-0.004307920504206034,3.431346944,2.747224484,3.089285714
-0.07485956268079902,0.13115239721545843,0.07448311171157797,0.00926652513378795,-0.0416446299697511,0.2649135927940893,-0.09334021300949921,0.0027567083383846953,-0.015481656799000088,1.384178612,1.098580009,1.24137931
0.09319426117514154,-0.049415010290992885,0.007420419844175112,-0.058776570571237155,-0.030535927073403087,0.040940579812053506,-0.13107243609784205,-0.04857846441343966,0.11262575348475234,3.165961789,2.619752497,2.892857143
0.08185820427232698,-0.04849937400916249,0.07688863815145752,-0.029202311310068486,0.02415325012596382,-0.011530418882506896,0.029462972930087216,0.00995862300760754,-0.0007116528091652937,4.371789143,3.869590168,4.120689655
0.08956844654951113,-0.0567590698780286,-0.04565632082617147,-0.0430393237519819,0.03554208062470265,-0.009910851261027993,-0.128700163677295,-0.0038202250096966723,0.00034511111016246134,3.312221095,2.887778905,3.1
0.03641566730964018,0.03434136334665151,-0.08574448235145689,0.2692762473459601,-0.024077557870800865,-0.3172748420190794,-0.0503954775144665,-0.07585491081393235,-0.03230630821822137,4.756993215,4.311972302,4.534482759
-0.07569132357800247,-0.04836753355467134,0.0912621730536241,-0.021970469966387348,0.03389873931396369,-0.008052394837877808,-0.11413484251598578,0.003733929551749232,0.002642790450426525,4.655644914,4.137458535,4.396551724
0.07662015907610778,0.08586820757821566,0.05150995962235683,-0.019756399726471405,0.24647659101238567,0.04122999144025478,0.09736816082675576,-0.02751473312494847,-0.08045689880846082,2.970983131,2.251239091,2.611111111
0.057459366456715004,0.04694700716758766,-0.019741633624629024,0.18322774360129443,-0.026291779568596883,0.038264704663234825,0.03746762138140938,0.28949498078348673,-0.036510587691713496,2.686788331,2.05395241,2.37037037
0.03820850254366893,-0.02953271598716166,0.04820472784595499,0.24495251613821792,-0.005551492606365696,0.010227683148035491,0.03692027756883617,-0.015279426232964268,-0.0011929893121612014,3.044920759,2.339694626,2.692307692
-0.07515296159607879,0.07328405650566042,-0.06474423606543259,0.05378031036369018,-0.044547324401031096,0.08861343596419526,-0.07783808501549065,0.23299162238985793,0.2732161788518442,3.95457961,3.30467965,3.62962963
0.08116422280871677,-0.03722346725130994,-0.1386559963358128,-0.01791919328802317,-0.010283908997208994,0.026080647101130557,0.09862735263802537,-0.028113792345228778,0.06602406892292535,2.576073139,2.123926861,2.35
-0.084355037292264,0.08893179514466015,0.05304733908452098,-0.015698653886376247,0.21806399896317394,0.06701246650669151,0.10228809552313119,-0.04286539274722837,-0.09662447245800944,2.728516741,2.054091954,2.391304348
0.08106321440654493,-0.05097114484323253,0.08924242431044349,-0.02530180385134357,0.0011818951600782923,0.0028846968014979418,0.03179981216750897,-0.0005107027214639597,-0.011556650699933117,4.23399043,3.535240339,3.884615385
-0.08017108133010123,-0.039768567046425465,-0.053083207180175444,-0.022571729552366453,0.01119335261087286,0.00712811850128954,0.1038199182879019,-0.0013912172520070282,-0.012227335621269427,2.558665314,1.941334686,2.25
0.08886799248255918,0.015551552667782638,-0.06260157364639077,-0.02911939961785129,0.08499805955650004,0.042559342266825374,-0.12159005259710014,0.04451028428885236,-0.05786852222629037,2.137035504,1.690550702,1.913793103
-0.07744898983779987,-0.00573386544456937,-0.0013846833190868338,-0.012539114233438831,-0.22730429474312325,0.016555991099175466,0.04393536719425075,0.002637931640518179,-0.145642588380875,2.303374142,1.770699932,2.037037037
-0.07972920089927987,0.30125190118961165,-0.036763530343428996,0.056463540179148466,0.022582557878304384,-0.00896650061527825,-0.0961099483351348,0.008893849063978224,0.0063409701672344325,1.471686809,0.994979857,1.233333333
0.09261512538595955,0.0007189952462812189,0.0358489065834718,-0.04596781128967533,0.006044441647504789,0.011139452040977304,-0.03711212593497654,0.20721352262203557,-0.024958474517724764,4.625796982,4.159917303,4.392857143
-0.07570013824650171,-0.03145057796688574,-0.10702360040818387,-0.023550699868369326,-0.007034455113218558,-0.0684942112429356,-0.05119166801211647,-0.035457170583981505,-0.029096062964278597,3.28166657,2.785000097,3.033333333
-0.06719021896481142,0.024438541056343716,0.08221024072377915,-0.08101731489003176,-0.2550253559230978,-0.047673666777806975,0.10304546419811357,0.06721747951643804,-0.17066715305076147,1.786571514,1.313428486,1.55
0.06763069565357707,-0.03886573385208399,0.14780626676927938,0.039204148472917436,0.016967323127545487,-0.009729313472032404,0.1273103930818547,0.01571723372955836,0.0012517426531825813,4.400800178,3.806096374,4.103448276
0.08253246583586225,-0.04621409670425544,-0.1049488414624847,-0.021693745636203438,0.03934781468172212,-0.013247591478302418,0.02415366672424157,0.004126876667288847,0.0017301334151556896,3.448905722,2.930404623,3.189655172
0.0721466374818944,0.018051405213788202,-0.09785321051547627,0.028031093446120068,-0.09139987065069369,0.0633522942369164,0.11138889122603758,-0.13700268342544555,-0.053587327914487025,1.659640274,1.271394209,1.465517241
0.06774044630662909,-0.038348089189492875,0.14513699340632766,0.03874352673174332,0.021492608670353155,-0.012562603849399423,0.12694633749746914,0.017760429172162712,0.00339884691375986,4.392735837,3.814160715,4.103448276
0.10109205218720713,0.06392465572462729,0.0010430623500229275,-0.08215683385600558,-0.059298923917252194,0.08472871815215914,0.10469104146405168,0.24915717662388714,0.2624282615645363,1.965763382,1.498522332,1.732142857
-0.08230162356333692,-0.029328518718119204,-0.03978437498322305,0.023744355242183133,-0.21395078321326108,0.06608898073017525,-0.02259192289974377,-0.04620878284825915,-0.13268578240273038,2.518109498,1.948557169,2.233333333
0.08113952330774345,-0.04951951553220234,-0.017723367987178024,-0.031173200678901992,-0.010640383373235328,0.012591705255587176,0.10043381543388462,-0.008094211614189138,-0.020234562649905037,3.636244181,3.018928233,3.327586207
-0.07449106530954952,-0.045334817850757735,-0.022797491518606286,-0.033855315898078074,0.039550850189918704,-0.00937922911388969,-0.048111473276205116,0.004312381592927641,0.002109873659358514,3.91045444,3.503338664,3.706896552
-0.09133526240961994,0.03781629048403715,-0.11568455666457773,0.054235219741831514,-0.10271047041533406,0.07443116828922137,0.12849122547378963,-0.04810653405266267,-0.15561099412818705,1.945329132,1.488004202,1.716666667
-0.10893995403624486,-0.03040043280550653,0.08648818486310135,0.17655482217322718,0.023392395678523883,-0.0006178928481516196,-0.054351257812381176,-0.00424278403954138,0.00810783283863049,4.119839898,3.472752695,3.796296296
