fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,CIHigh,CILow,MOS
-0.14654367496849896,-0.013948060592671754,0.09086886284948027,-0.03646395888851563,0.021165509296475767,-0.10957905049759363,-0.11671295504179437,0.01194083092219806,-0.08458397759413452,0.03277075995073165,0.11858073867812721,0.1122817184969522,-0.49535544081977223,-0.0028804875681016457,-0.025940026410854727,-0.04382325194879929,-0.015505991063200195,0.15449195123275436,-0.032373179571888525,-0.08861743096031638,-0.017820770635081546,0.026245705227217555,0.11167681730093493,1.424230754,1.075769246,1.25
0.0046649320934686244,-0.0035402843005680677,-0.08138653051349233,0.026624751590953056,0.012966703990801359,-0.010473370475090896,0.028905397596951887,0.1286151286477282,-0.006130778249992882,0.025969489505546648,-0.011482416074051201,0.011449594617429552,0.017200428004774077,-0.00422081816776831,-0.08431458685939036,0.014920243056364644,0.029513020195734832,0.0296398484256217,-0.07179787002185942,0.034390714464703855,0.004199851429711332,0.026098760410391494,-0.017182106608101103,3.369995498,2.880004502,3.125
0.03443272004970464,0.014574899660423097,0.03782304886445931,-0.004206806917906141,-0.020091085304754817,-0.00829268536822527,-0.05370793745192702,0.032248738079423855,-0.0196916506582136,-0.024971233561009273,-0.005044879266885855,0.016334594920274025,0.004732173291498305,0.017615493089933962,-0.022912945235494562,0.0015782346664054373,0.014726442807892391,-0.003641372833983484,0.017839293732519405,-0.01763728217447995,-0.35935847276975486,-0.012043922153094523,-0.014466539039281311,4.804087,4.368326794,4.586206897
0.05638330782246773,0.036888854135963496,-0.08034207799906411,0.006717598404765228,0.007704962942881524,-0.01016788499945906,-0.02193242167454211,0.029476540182275038,-0.012073386178921551,0.004221315602988601,-0.011630872088687318,-0.015652979641415057,0.009974217438718047,0.010210348206207325,0.09303548954397649,0.01276200870918962,0.02328147039630993,0.00590656032421966,-0.022618025902419413,0.020253059164915235,0.037107297792360744,-0.001064713060532636,-0.011359148347454122,3.431346944,2.747224484,3.089285714
-0.23316697342859588,0.028712579218898106,-0.05847279545144951,0.018919080743913175,-0.026346420651913133,0.12751960873924803,-0.02153556151500965,0.03520742044547563,-0.019867399290664563,0.2331713520669528,0.11016026492276056,-0.10553369285319009,-0.08988780581835751,0.031140808987671676,0.08191421019152081,0.07068957609133932,0.1824154788174873,-0.011436487918643877,0.048670220682113,-0.01553338384517931,-0.00831694665229857,-0.026213375153973806,0.10448445822227823,1.384178612,1.098580009,1.24137931
0.021841175310324264,0.050407192197185376,0.08674488512163016,0.0045568818939801595,-0.0741693276909305,-0.027334561634097945,0.06596166668314724,0.12755940109345437,0.006738956829213803,0.040729079327438106,0.05944249313191917,0.04703492236515446,0.06715037204486896,0.03224136532218146,0.022342167740984284,0.015266164043318408,0.003715810149485395,-0.023409066060671942,-0.11289233658103705,-0.05289528185786778,0.044349895915249724,0.024307782430437855,0.13133838324260427,3.165961789,2.619752497,2.892857143
0.07103881488620249,-0.036258362638265006,0.09106798622476522,0.006275462305000101,-0.014018422721662543,-0.009416471824110338,-0.023677327983205,-0.03743237150039115,-0.01180373877356993,0.004686832041541168,-0.0005464050069541025,-0.02852653300448104,-0.001766841006544267,0.008271046515032613,0.08914157153630221,0.00917704773845722,0.015843883705417484,-0.0014357309671274598,-0.006870622735364317,-0.006221957827141861,0.04703329770320482,0.03185476764356527,0.0012900471729117245,4.371789143,3.869590168,4.120689655
-0.0026954550866548754,-0.01416244217675907,0.08975915019401327,0.030038897051299526,0.02417009809092079,-0.006462617035771604,0.04164244855210903,0.12799065968643628,-0.007390037476130224,0.032006826457060246,-0.018003090843107843,0.013850866305501468,0.015970369898751176,-0.0031467709403363246,-0.05218591776927133,0.01817204950733082,0.026688862507761424,0.034860083509467725,-0.08878013353318215,0.03427090082732759,0.02029810493112101,0.026932867881274147,-0.009509515586748537,3.312221095,2.887778905,3.1
0.02832768692363516,-0.02364300384203699,0.06279543793196858,-0.025781014749118515,-0.03525216263418431,-0.022034521864938733,-0.04755027197380409,0.1077819493627662,-0.025933535894306397,-0.39184639964859524,0.014785645804587862,-0.02184868460431924,-0.01165709940874112,0.025233781080145894,-0.06917427533624328,0.013880194912837669,0.007858157405442979,-0.00190960372588873,0.03223192058986152,-0.01433450481269273,-0.2474620475765454,0.010020673309369095,0.01465839436434709,4.756993215,4.311972302,4.534482759
0.056195649753989295,-0.00039413801215627765,-0.08043397179560148,0.016419912336718814,-0.0016643067163532221,-0.01186961026594979,-0.01570571501155012,0.10684154018832784,-0.007612805597380167,0.0031552232176878026,-0.010561666085480566,-0.008423243228461995,0.007874499136375545,0.0008042570974210386,0.11255113384090394,0.008439971255802656,0.027267699418810788,0.010241544051136319,-0.04009493255794307,0.009675569142210027,0.02147310433751756,0.028988752495325787,-0.013125978721990996,4.655644914,4.137458535,4.396551724
