fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,CIHigh,CILow,MOS
0.0007785720572277118,0.001134561558884149,-0.008071324770954723,0.004899829883074849,-0.010001038606605096,0.002977770636862614,-0.005013152495315786,0.0012065711227044434,0.0037185054063024634,0.0009166801528956928,0.001138651570560331,0.0029439014318102747,0.0038939582708639613,-0.00014747236155951697,0.006253054230536678,-0.005455746757464818,-0.003824855085271617,-0.0022169865422811234,0.0006656371859885155,0.0008632133912481007,0.0012727146624379802,-0.007144583538202631,-0.008349187831765064,0.003195392182584832,0.0011568782483794568,0.001611096432328344,0.003267918670842672,-0.007424481310550239,-0.0037812105810945207,0.002792115991379076,0.0030830967892945724,0.000667594580730065,0.008725822218225853,-0.0022529719038091338,-0.00309677384546482,0.004644443871738335,0.9888673430444768,-0.0025780265935245543,-0.002945974088688682,-0.0024728625493644894,0.0025960918184840154,-0.002461341422957957,0.002580209542680856,0.008706335463324793,-0.004621240353122931,0.0005680105953315292,-0.00433351679759443,0.003258348452197157,0.0023334035718331797,0.004558127212955231,-0.007841174222362076,-0.0049306532871221595,-0.00628905125616421,-0.002581234306614892,1.424230754,1.075769246,1.25
0.13952385475192441,0.025880259062242204,-0.014851304431198949,0.003170700168619407,-0.025162248825881115,0.018518408421354438,-0.0009730283333710074,0.020808166942527666,0.005170647932591343,0.004744636108373463,0.015792797174586263,-0.0007356137293784256,0.004045652764808101,0.006800043289641171,0.027395290829108382,-0.014832560428968964,-0.003349293498260645,0.0024124369314182676,0.021796850385889997,-0.004743500036247329,0.014862960677088855,-0.006865233703290278,-0.010162308588608818,-0.005548960629978594,0.048241300411363555,0.09922472280172973,-0.002655307543663648,0.01920142710741331,-0.018266233379334387,0.01689376571393509,0.01802811717798394,0.007427366956521873,0.034245495209549906,0.008309760444569582,-0.006743632759394395,0.010022368218626303,-0.010381617374357461,-0.01390450573538618,-0.004583986315559627,-0.023249201257176874,0.0269442157933025,-0.005952536895267437,0.10060282812471916,0.04203559223011957,-0.002841056928638863,-0.010122630746987825,-0.046022453063850895,0.003309085473584923,0.005725164805406501,0.006637122172066229,-0.030445125480442873,-0.09084329040498607,-0.005482479456675577,-0.010801925186702343,3.369995498,2.880004502,3.125
0.05915851963076047,-0.032388324314841045,-0.001617981136104808,0.012270806281463608,0.008772811359600403,-0.008778588890327904,0.022826540353689206,0.02639495609848107,0.03087877240440632,-0.007236628878268012,-0.028170564271238624,0.011876132724462994,0.016076533351111734,0.0066612887714157226,-0.39602241081900025,-0.04219494304145429,-0.04169050059096105,0.021248436583479094,-0.018562518663882404,-0.026958490957266205,-0.003077732183253834,-0.02674053862534562,0.043562505077507536,0.005713360593471418,-0.018627563175405593,-0.07823160453276345,0.024972181298773304,-0.017284690988970366,-0.004131744710577151,-0.0040977911439042565,-0.002128338175299001,-0.014816822503996019,-0.037331515074870376,-0.007219520428307014,0.002726356443226841,-0.026719493816677636,0.0022617472534432657,0.002284796409347008,-0.029890930464137436,0.023880494544530152,0.015760165090666134,-0.0306969384548001,-0.01938583733209633,-0.023742058647469134,-0.006294131465787657,-0.01321712086491792,0.009471950093334663,0.011972466283858467,0.002941911685099086,-0.01120513594730672,0.0018277489633685123,-0.05541986608904251,-0.005175468350248995,-0.0346878221002764,4.804087,4.368326794,4.586206897
-0.06118748660682181,0.012850265666526315,-0.03138715813185751,0.005725224205986999,0.03279825171212897,0.013676549755667579,-0.019862926261160846,6.594978633345488e-05,0.026312909590635848,0.030456605751328827,0.007485494154349525,0.012722612360008946,0.0026690457117502127,0.009709697980386527,0.025856679518231243,0.05118556198926829,-0.01578722279368713,-0.03783735159079099,0.10710671802105715,-0.03283257145982018,0.0026464441874290948,-0.03352232530011673,0.004284134081724273,0.015926070708540848,0.04550039527827918,-0.013319715689704631,-0.028364740040076677,-0.022000537813433,-0.00465301887029439,-0.00018066043640628632,0.008469577869237447,-0.02573608899022808,0.043769886295317105,-0.01620271592592597,-0.007359434234433203,0.008403261007471222,-0.017982154121987504,0.005269755432990266,-0.03199084108661005,0.0360356956660762,0.016454014359699894,-0.030714859081133958,0.08180302421373896,0.055323946507741216,-0.0030533814060955387,-0.05106625184531368,-0.0014392821159650484,0.023617934665093956,0.00322322755010577,0.021152298874705648,0.010712117077247046,-0.00209238484080066,-0.0036613277972368974,0.010504383616609854,3.431346944,2.747224484,3.089285714
-0.0011236003594233069,0.003991151913105382,-0.011487543997024821,0.004692210143938357,0.008118882313122973,0.00519126834611995,-0.008319745694009468,0.010302651301922976,0.004232500591316751,0.009319696386632697,0.003575242363278013,0.005103941096234062,0.001700242978225755,0.0024620783263772155,0.006519715334677319,-0.006441769354105249,0.01278374185685813,0.0026104479993951666,-0.003204869439684244,-0.00039979786320520563,0.003872266538376972,0.002456323679611704,-0.005497186914399531,0.007270701556315679,0.018077483649557257,-0.0013065035162947102,-0.001406737272001407,-0.002820139627165289,0.00014484037677313922,0.005674065838872624,-0.9703373928628354,0.01700268740626289,0.010478870428211896,0.012042077793390909,-0.004548904192467075,0.0057652269527804995,-0.0032002017831478558,-0.0049610705044249035,0.0022737351206868037,-0.00028792883975949817,-0.009058951270976287,-0.008060855064954882,0.0012587361096825817,0.0018682922427580846,-0.003946300677553782,-0.014219974936519449,-0.014572963272910383,0.0035659505544013903,0.004363382660390814,-0.003771843824370985,-0.012551579864132686,-0.007759571817058088,0.0051662403026914,-0.0053364576352581405,1.384178612,1.098580009,1.24137931
0.04105186187209925,-0.0077931067778330134,0.049851296855701326,-0.00442572882195514,0.014599646387629495,0.023263370787486966,0.01815222854918644,0.019169606556561646,-0.7005789634836593,0.022503335003843487,0.01846190303830591,0.02034421463301912,-0.0024534373184745954,0.018717208168212037,0.0017502405652080767,-0.005799139544475782,0.009172129783915073,-0.000581652937258939,0.009235822107985894,-0.04911978064088583,0.016040051767755605,-0.02529521025835664,0.01274457815927109,-0.004370450393882938,0.04463879270764019,0.06512929980238331,0.0032433045102694662,0.004518984256533274,-0.010391615577572913,0.020514225386302213,-0.01862386123839576,0.0003061111051171747,-0.0220193773048257,-0.009204634516082028,-0.019938659900935705,0.023753992146540007,0.012232001399458837,0.00982632597492575,0.04120356289854005,0.03415801137445495,-0.0003762782661365695,-0.02363167786664258,-0.022067528897141548,0.016798908415744565,0.013759439585574549,-0.0038722234678546345,-0.005778279651954764,-0.010278664962437374,0.0072957619658416155,8.07882276194697e-05,-0.02819748634512938,-0.02226989762798532,-0.005970238896338357,-0.012374974299035566,3.165961789,2.619752497,2.892857143
-0.10831032551460021,-0.02417541225418486,-0.017409276489327358,0.007490634322249886,-0.018920520487003826,0.013509023895977522,0.004091301449214073,0.0039220438436741506,0.0020643299927854547,0.00979107814714733,-0.02124627774940714,0.0077871493085371534,0.006042575742675388,0.010680989641100248,0.04195040406823749,-0.003954716669541664,-0.0024245223010953575,-0.010359261544327765,0.08996576931223896,0.05926161398645388,0.007384928738534826,-0.04141392048528011,-0.04876547808935572,0.006070102495048176,-0.030713514170260213,0.010192912390790268,-0.007788123670557786,-0.03762391863949876,-0.002400784274423749,0.012375393262282673,0.007942078680554134,0.005623267650878636,0.03348762948021408,-0.009009124111515348,-0.004446267705025189,0.01812467552586571,-0.012315237116883294,0.010337276911355952,0.006003680764412846,-0.016167888981891212,0.004027236397925674,0.021307097701043227,-0.08494790552189933,-0.015517373202901516,-0.014999065342967407,-0.010666604950888232,-0.0008430768751371536,0.019674777599538753,0.010259450661211133,0.017471427602606737,-0.03261519744550941,-0.009288632533488729,-0.02265125014184646,-0.012338135788580782,4.371789143,3.869590168,4.120689655
0.1609919516404525,0.014649016433613223,-0.010960617594625667,0.0058453877944819165,-0.0071299798969986,0.01468528410222693,0.0034995071018746747,0.025415244552801034,-0.0030789309225850666,0.018356137963120935,0.02693407240826314,0.0017518565323368024,0.00510933153156809,0.00862201075841438,0.04067843063797687,-0.02383828166718326,0.0027122090140937146,-0.012780849239732238,0.04683661805814749,0.01830907468841711,0.01356365488757603,0.0005384776585855322,-0.014015454291800157,-0.004012256250465465,0.044675414033088015,0.07737270088793083,-0.0004338709302858733,0.010765439016849643,-0.012238752131630712,0.015200841789024712,0.019728376902563276,0.020138246024535924,0.028387022593666936,0.012494315740338727,-0.012746870207298162,0.025949024094094893,-0.004618807507771925,-0.0011392963014817223,-0.010828068178385105,-0.015853773660249624,0.008538161341308628,0.01331926401345828,-0.08973465294515245,0.021525470502453962,-0.0029822685940478475,-0.017391806876331403,-0.050822100191820846,0.0037371007993372385,0.005851189649090057,-0.005535377264692952,-0.04105321739255681,-0.07143311959472388,-0.012479196018728317,-0.010071878173839392,3.312221095,2.887778905,3.1
-0.014418449538537301,-0.036286008380755165,0.006042111489038694,0.007889697975449137,-0.01845733923491497,-0.0008435341998438732,0.08758436835960161,0.009777836326670931,0.008104077023747588,0.005067377282541636,-0.041752136224628325,-0.0068915820778446294,0.01027441248482722,0.011185266702333586,-0.2799245962101476,0.09354675892595848,-0.003798596910824428,0.011265798030965817,-0.013028617420042238,0.04618983227870288,0.005868734854945402,-0.007254402421484072,-0.017189666224837138,-0.003861043739686066,-0.02500559549461448,0.011866862080642651,0.002636300736612405,4.4050566355507285e-05,0.013853867469478868,0.02793556589267757,0.00026036502265927537,0.014650792152883623,-0.005591283678845297,-0.008742117777346176,-0.00905500570001097,0.005498550255423993,0.007401431501374638,0.09034280841191983,-0.017640653152462216,-0.02847010712681173,0.026364972912460073,-0.007763417038986306,-0.0466271696676696,-0.05290793649425486,0.004345555841864657,-0.0021937876082109126,0.01785781444263647,0.021323678391990605,0.002202225387779368,0.008116760097700196,0.036182638890554016,-0.2176760385584162,0.00202213565233742,0.4272312463562822,4.756993215,4.311972302,4.534482759
-0.0027828185115669783,0.006724430723039209,-0.015294869745590186,0.0004635273603107928,-0.003204428153506818,0.013375267685341228,0.010388241558332118,0.002264261987547616,-0.0008251289790468187,0.00817722914749951,-0.017322619755372252,0.011504334249625176,0.007581137151511582,0.009670680986375389,0.024365335344593793,-0.008810211729536582,-0.021314655565103962,0.01103480105944462,0.1830505519163438,-0.0030987359349462194,0.008704478032753317,-0.0429996524051377,0.005158534428214227,0.0033982110014647835,0.021488344132066718,0.05435269469500869,0.008062775329419236,-0.0014445018496847114,-0.010735428221527411,0.014154496512256219,0.007818984881634416,0.001382395803699038,0.023255775747950302,-0.003842751048932277,-0.005544201208493855,-0.0055747022835725924,-0.011226765958289605,-0.002489297626693266,-0.007256241125845261,-0.002340941261391533,0.013854206142122297,-0.01955918314913038,0.09811692931865283,0.030502766626343387,-0.0063025871643485,-0.014135658074577905,-0.01747466152205445,0.011076816193390746,0.007230615185416812,0.010639349250088236,-0.01966974016323378,-0.03848827352527871,-0.020724085249683607,-0.012483286371054817,4.655644914,4.137458535,4.396551724
