fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,CIHigh,CILow,MOS
0.04990982312725323,0.004854932471779844,0.08620284584499853,0.10523745672803173,-0.4739941597028633,-0.17098707793426637,0.024341113090726684,-0.023468498224925118,0.11304928367931935,0.14085716185811661,-0.027105779624612907,-0.08948737624163498,-0.030659567689215326,0.03371401026379635,-0.03414529454465175,0.024727046031864326,-0.034583647244257124,0.11539292742733986,0.035747952442753764,1.424230754,1.075769246,1.25
0.07837643914354157,-0.0003881211304751651,-0.01540261909169394,0.03110635878903303,0.019969160928263615,-0.03338815703448517,0.13646470943526,0.0070666529465971024,-0.024472952250044443,-0.024839645935127327,-0.025518344093438793,0.07416658670361406,0.006633581867178235,-0.006192470870087811,-0.020002742819468653,-0.0535988832349247,0.02757351168124084,-0.03208649808274462,0.008969046855357052,3.369995498,2.880004502,3.125
-0.01709051864206421,0.3553043519867949,-0.007974873096846294,0.02185879222135881,0.010908396674302356,-0.00426499709520079,0.04385472770542598,-0.014937360407329205,0.03600153487031218,-0.033582156520085546,-0.0010711605004500384,-0.03891873347784672,-0.008851910654425187,0.006782882486546339,0.01821881712647285,-0.004183286070192024,-0.03123367664521801,0.017013259441531873,-0.019921410561215117,4.804087,4.368326794,4.586206897
0.012248192197369404,-0.034415533041186046,-0.01789602551831278,0.011736480556581167,0.011894287836018966,-0.005047201465905384,-0.05556128882024635,-0.011790401822939089,0.01290659411441506,-0.061325394035528585,-0.016552808088274532,0.08504948351373078,0.01228744010066023,0.0030657075568238353,0.021927361106144305,-0.07865285415642166,0.005566427233209985,-0.021256739478033256,-0.005006783900504961,3.431346944,2.747224484,3.089285714
-0.09789612453173901,0.014027551107781505,0.20945056663387937,0.018462641625860237,-0.08674824952417386,0.02842909501618465,-0.036705146984570274,-0.017792791094013848,0.07552950307703564,0.13789083363293486,-0.06702961863924092,0.09667244843731719,-0.1041230629568672,-0.0646427830157262,0.042165390192410196,-0.1233500932471698,0.2128510620417841,0.01515750552056812,-0.07850500448712572,1.384178612,1.098580009,1.24137931
0.07311060533136686,-0.041856954183953445,0.018170609179499773,0.055102561648807516,0.03526972557583282,-0.05374541699817614,0.05006092304639876,-0.004272140138642943,-0.0600915138784773,0.020526121484552864,-0.00818540038970141,-0.08845564733976413,-0.10769156323906831,-0.03061328711696203,0.005660339153950844,-0.13965963754590208,0.03713894020596981,0.07674172638883167,0.007265957480124317,3.165961789,2.619752497,2.892857143
-0.0076159510367450325,-0.04910727915240318,0.0036008127619820435,0.006731056623200899,0.0029771286911060694,0.00901850376645455,-0.09815820157616009,-0.012509738770349738,0.007305373221144093,-0.06711508508219764,-0.0015568184289913726,-0.08327747169448471,-0.009364240257844795,-0.009990907497211399,-0.051121195710589935,-0.032856300868859295,-0.00343454286395273,0.0019412644731060075,-0.013861640782659385,4.371789143,3.869590168,4.120689655
0.08576042265642587,-0.016607701785522067,-0.01990059294021298,0.04205835223397075,0.01999271332260337,-0.030203507109156348,0.09943064500441684,0.013779768677994544,-0.03738154488660457,-0.007779734348583439,-0.03141552762934902,-0.0900695500941647,0.010803357944406497,-0.008891321322680374,-0.029179512716336207,-0.08376245194194308,0.026934134269741013,-0.030509116071859986,0.0048497066605242885,3.312221095,2.887778905,3.1
-0.033466977916731255,0.24707632212015185,0.012312724306433875,-0.003584760559162025,-0.017891850890363544,-0.00728630729512427,0.11600701591552288,-0.033543138411112804,0.026282588263589663,-0.02503055769303373,-0.0021431831547400865,-0.0661417437104592,-0.011339808807704813,0.017348284163694213,-0.01870820911278031,-0.037981085202540316,-0.38331107961278066,-0.02153748513249256,-0.03488958204717431,4.756993215,4.311972302,4.534482759
0.033979520706297894,-0.017821476311637198,-0.016124184564268364,0.022777786077305056,0.011243679958135962,-0.009552800268084832,-0.02750806777581204,-0.0002696831987593704,0.0011227197435687048,-0.055977687082692934,-0.015220307564698998,0.08768902487764364,0.009930933580870747,-0.0006989919545819428,-0.025799450129107247,-0.14787854710809895,0.0027814867257075497,-0.015733981876681524,0.0027590233688070415,4.655644914,4.137458535,4.396551724
-0.015141727628958462,-0.033734688064188056,-0.0037234217882110986,-0.004996671811681515,0.032544188650988064,-0.002369803216605651,-0.0743247338836935,0.018114326958251135,0.31340574777662994,0.008858800564919125,-0.030995415639669836,-0.08256144139672576,0.029061108681225807,0.008635023070600016,0.0040976141491845825,0.05435155672780003,0.005573640235119058,-0.05147245654607024,-0.014827724815626938,2.970983131,2.251239091,2.611111111
0.042941307267755836,0.20704126805217468,0.0030152215894372284,-0.006830935154057881,-0.022248799201486313,0.2889914826953811,-0.018279915578458386,0.012046368448943063,-0.016662674135335592,0.05822384261503295,0.01820485358304062,-0.038449888945308694,-0.01964778784945478,-0.04468560701005697,-0.02200427722630614,0.04585442130887613,0.03870355661332691,-0.055531501341311185,0.0577214464273397,2.686788331,2.05395241,2.37037037
-0.02711381233498147,0.24746889038400688,0.01886911085691978,0.009091320657196601,0.0019373041208241098,-0.03298697699480038,-0.06386959276529179,-0.013982487271736305,-0.01379330041543159,-0.02536431301913389,0.0010554421744898112,-0.04352906856104205,-0.018784685678326418,-0.004169411237693421,-0.011572323449781173,0.016306771933378175,0.00784165681780275,0.0003375753029744788,-0.015566581725710333,3.044920759,2.339694626,2.692307692
0.028659619651571603,0.06090951613198745,-0.02472168770432561,-0.07137020266113604,-0.0035162865306115993,0.2851888507555932,0.09645566775820916,0.023884816300777215,-0.03625469323553818,-0.03580178741530924,-0.005940313968114012,0.08547853422969602,0.003650737289565111,0.02730254283079187,-0.009984308609490298,-0.08512143539111293,0.06869393303648154,0.26881341250840646,0.024363717372256843,3.95457961,3.30467965,3.62962963
0.036749935588449675,-0.03248997526010504,0.008239817997658813,0.03844700961686799,-0.000553956775026005,0.02713189114495909,0.07815091087677031,-0.0793518646484274,0.003749791618179388,0.00862967022073804,0.04169100115922737,-0.09294502086620939,-0.1664549243150145,0.018548736505283443,-0.022467057849726683,0.10598823866009076,-0.005870988169933595,0.04595690712016339,-0.011206373287372647,2.576073139,2.123926861,2.35
-0.058051847997526745,-0.04306318813547641,0.017153632633702662,-0.021347783481735348,0.015339167239741148,-0.019314202070291366,-0.07891417934236797,0.010734050895225406,0.28096258153330556,-0.008954682973524074,-0.018594452366180767,0.07812876331525621,-0.006764632914646003,0.019421008846939418,-0.04165474522399523,0.05546767288325033,0.02942475092992583,-0.06193666452910778,-0.020562341940940615,2.728516741,2.054091954,2.391304348
-0.05361124022277026,-0.037989043832184065,-0.01568677510494927,-0.0037744670398268693,0.035752427146724365,-0.02614904948446623,-0.10300418388387199,0.04033559572208089,-0.0086721651576051,-0.08360825960440582,-0.035537028090496275,-0.09985464525701807,-0.016486582049998935,-0.0319837049507983,0.00682847435540643,-0.027220724727122933,0.0152829612316506,-0.015511334349835515,-0.005307123823548756,4.23399043,3.535240339,3.884615385
-0.009757488347761247,-0.03243923312262581,-0.020792079974760465,3.9002327061589444e-05,0.009397453375596719,-0.0037252205274983566,0.0032285683483047013,-0.018115670418430447,0.01112447513095334,-0.04867155262662565,0.00894864713518953,0.07035778755880784,-0.042907580415482156,-0.007261391052394548,0.02009354370468098,0.11822081682776793,0.013783315925317412,-0.025585606785345865,-0.008637848442628783,2.558665314,1.941334686,2.25
-0.038542179774646926,-0.042648748746832436,0.014335570525969392,0.030515943642677824,0.04708263832405664,0.09736381461461556,0.07879283315880217,-0.0935865269270202,0.11899864206672854,0.07144508320102744,0.02791881702243338,-0.06761421767625565,0.20037323035365795,-0.020589376290005863,-0.01155050603747565,-0.08139058839129411,0.009864443057148556,-0.0030951749942513982,-0.06480919639851628,2.137035504,1.690550702,1.913793103
