fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,fe-102,fe-103,CIHigh,CILow,MOS
0.005305802079161144,0.006836676110266034,-0.005845219791231989,-0.006037615845166381,0.00418240752791235,-0.003640973835286048,0.0017781949612265297,-0.004443977145394019,-0.003833800027466542,0.0035922327149973485,-0.00038003183945699596,-0.002861340393344757,0.00512737778765771,-0.003751556985355296,0.0063175876578963315,-0.002622399162648901,0.002509352845145658,-0.004371995939753851,0.002201803532670319,-0.0007938382771899393,0.005229997823626149,0.002240278363475303,-0.00300971638585357,0.003237164868811947,0.003920978439382883,0.004850094696470751,-0.0031590966005052585,-0.0021748172148794644,-0.00233777867855811,0.0034458661530074003,-0.002151356904919393,-0.0007596028544424075,-0.00062898771321408,-0.003318488800224483,-0.0013391828751194818,-0.003178322003030395,0.0004053717441650226,0.002126072742758419,-0.004057771083756007,0.0045416301850115205,0.00336876389410597,-0.0027800132631229987,0.003774096893751621,0.0012930646522971896,-0.002041682431600226,0.0009887608591807528,0.0009483457887478548,0.002888894604631006,-0.00568841104775857,0.0014647035130441548,-0.0027187295706619695,-0.004030951532360862,0.004312838655495956,-0.0017194215431470684,0.0036582396869137257,0.0042529219334238155,0.0035514035950748716,-0.9945851899421945,-0.0033859828674140187,0.00165140368270632,0.0002026334728787131,-0.002068237066777545,-0.00162475112405425,-0.002608941638437273,0.0049700631862037315,-0.004685106757890065,-0.005673483438896425,0.0033881669758327507,-0.005253247056014419,0.0062335325446507125,-4.5358891627969416e-05,-0.004984834274814725,-0.003923100970065229,-0.003994223260250678,-0.0034943273671770047,-0.003247927117524926,0.00025555895669327123,0.0028679776513449787,-0.003332285684786068,0.005016084515226051,-0.0034716087587349713,0.0036235173204464057,-0.004140107322812402,-0.004069208697211279,-0.004770019838547476,-0.003152677283728888,-0.003100512894761082,0.004295273338260988,0.005464884066972876,-0.0047504667001486665,0.003754304233726495,0.00018424854658262172,-0.0017514942149749505,-0.0009131554745986418,-0.0037629902030796854,0.0029069504316405893,0.002094672636898138,-0.00027862077914030304,0.004924782904625319,0.0030693117230135504,-0.0037029029141327926,0.00405890766271621,6.700627679369151e-05,1.424230754,1.075769246,1.25
0.014377556954082321,0.045533676628550616,0.005352411629377093,0.029816507420397324,0.0043470968035334715,-0.0005504908552579246,-0.02938630209370266,-0.004702972872925405,-0.030249344147259154,0.012945700377309185,0.00873107186963837,-0.028413644687522173,0.012750764484738084,-0.008114382049830646,0.010363519349040248,-0.0072240885780721405,0.01657419435055898,-0.017737655388223802,-0.006482106623880205,-0.04056339807354049,-0.019918642644774647,0.07937102268697187,-0.0515912957817363,0.016483453936333173,0.005611871667651295,0.02147692057637373,0.006041177903866078,-0.00043932221751811156,-0.0001653724958663261,0.009294766001012414,-0.025358797716324235,0.04469622808751764,0.011945759516910985,-0.013309783618382578,0.05244833500011942,-0.028398923333747387,0.006248127347885729,0.018450425652092994,-0.007633959866194419,0.020507459673984974,-0.021589863110580285,0.026601935128562813,0.009167902862073328,0.005792083280209677,0.04209864486748197,0.001969347367518019,0.06222472713360546,0.01163686241050509,-0.009213965516085838,0.0007557801792010287,-0.011776058492714752,-0.0694914455219086,0.013580959121974219,0.010378801399354931,0.015538762645926046,0.01034612266032018,0.010475666862770489,0.0076301154637729044,-0.014376397013119309,-0.01733681099356456,-0.009890787581915254,-0.029458796454091152,0.08350666330817914,-0.010885760674355614,-0.004027890074931248,-0.06118703306590677,-0.0463020144100692,0.006570336742530644,-0.01864097458054696,0.003090074879396461,-0.37039117359712886,-0.04011796057434256,-0.06390018032814036,-0.012045340631587981,-0.008279517623381479,-0.010797613198529545,0.022382831326094775,0.009195774088877536,-0.02560892086622831,-0.011268580530696943,-0.06015603830649655,0.012969232738132856,-0.008135512706038643,0.006959961984123815,-0.027160549567087314,-0.011755068105507136,-0.0626715125985324,0.010846199866451744,-0.003791181182640583,0.03183610067276186,0.008934539665456397,0.07622138499178023,-0.02346274691297372,0.006000159772606573,-0.012196351307899552,0.012480110845469537,0.011676112847508758,0.035003431240614245,0.006558777287561278,0.012660036771202605,-0.011663449677309099,0.012420167779756092,0.028965448005235536,3.369995498,2.880004502,3.125
0.005486850378075891,0.05618767054683701,-0.003871022817846552,0.012354357112783584,0.006923215251529816,0.0353663360110939,0.01674243504130448,-0.010555891303381686,0.016219340733424056,0.008049112538085693,-0.01771873673075345,-0.005359788626904599,0.018039287985364916,-0.007019814554496713,-0.0138021022585794,-0.0035285728962019046,0.0116646105887213,0.000283677089071373,0.005756524564861761,-0.014818473882133074,-0.019461691534595323,0.028902295981828065,-0.03315932348815952,0.020368781040333468,0.004173299345275304,0.0026895677405990815,-0.025074324968540083,0.07248593281878009,-0.004964270514187787,0.010565374980135784,-0.014639195994248722,0.04686341230693496,0.05715355423789455,-0.0024131703694025924,0.05398208849038068,0.00435411835596788,-0.011944129266303035,0.0071729185944514355,-0.0032489109492634363,0.012078982564428012,-0.0037636308762004247,0.002720717200607346,0.007878009495712008,-0.0081948624820725,-0.013393128942542671,-0.004034157578760038,0.006585765844120111,0.00621077676245584,0.01603485978274882,0.004518107819634979,-0.016993037269591654,0.5956711779993711,0.0074335362780104395,-0.00626390256370258,0.01571776248074729,-0.0011981105833685373,0.007681195502709424,0.004419070099860413,0.0055137562099592296,0.022045272696172874,0.02581196765478555,-0.02080619247279723,0.016690204910648394,0.0014059270711529689,-0.013718413079212156,-0.06561011653297417,0.03633577900372572,0.013859124625159628,-0.007469914190617007,-0.014900216681636123,0.14431429727735634,-0.008506666878142987,-0.021948501928965802,-0.006677982722873292,-0.0019383957088071097,-0.000985124083168678,0.05030617254804273,0.007892898002490578,-0.029968711612137457,0.02110131114445593,-0.03324576490465196,0.0048382656260659955,-0.017999271367965565,-0.047495964388071424,-0.018498746829748842,-0.0018402719141721391,-0.029713282182609737,-0.008586277307386366,-0.00021068458584664435,0.00807986719752044,0.004592458870505761,0.1327020319451334,-0.003960286964502774,0.011116001111467313,-0.004986701326548417,0.015496874597757795,-0.0028217069802968014,0.026725617669048136,0.007256959442760501,0.002346406742465871,-0.003040781392110048,0.0016638717220762412,0.03047157208397042,4.804087,4.368326794,4.586206897
0.015792390631066595,0.02947146327689091,-0.010358804741879479,0.0020355238656196433,-0.011467449343732249,-0.010825117265155657,-0.04010783027894028,-0.00036946311470861364,-0.03866897759753107,0.006151427895434896,0.00816049941695702,-0.00022587839831232024,0.0027976640732466653,-0.0040605737386744814,0.010468438246176512,0.00013000094836869669,0.017771000937211356,-0.025301732160020615,-0.018819759117381766,0.018078671720429366,0.05701945241903312,0.015732467601385275,0.014180671161017448,0.008663194180181721,-0.004681723048439921,-0.008743167260853741,-0.03488951835829791,0.008615426185524386,-0.00909360351917057,0.009098043105283395,0.0245742194796251,0.02552363348081851,0.01741080949578463,-0.01617718459205003,-0.023302040449394452,-0.03386854565337502,-0.02469929965473317,0.009012218473776052,-0.0029036328501831255,-0.008999545647232722,-0.0028479957095685214,0.02208848518606167,0.00699731574720979,-0.0051679721938543205,-0.006683379730579806,0.00899028618071146,-0.031353014021398326,0.0012593578330054084,-0.009621646254829329,-0.02533848308139879,0.02351955599422186,-0.013461486106332136,-0.006954899660592939,-0.008145562416035639,0.003168956769493272,0.012704974445637686,0.004152072000039874,0.010108255991764093,-0.025439740728888893,0.027104543184425966,-0.013903834927089874,-0.02035888511887724,0.017236710367253927,0.012881135606455426,0.032872606352889806,-0.023313834266373387,-0.027240951707534142,-0.01965702426117691,-0.02921571270811158,0.029291992151239073,0.008341154387989881,-0.01484302984337436,0.8698115950149229,-0.006418655558073619,-0.0031246496507272114,0.0030846638676916447,-0.004328311616390957,-0.004242849595472267,-0.019470798819192857,-0.04120753880224475,0.007071959607341941,0.004489968602353035,-0.021618101683787742,0.011436247601513521,-0.06131104339820795,-0.005367131702695084,-0.028322375536505642,0.00804703861130003,0.003333700893561715,0.0019699462411141276,0.004596711074833584,0.0015556717389195937,-0.01292081764462015,0.007907312905140487,-0.005793078958004929,0.0029310902138481336,-0.007924969964853408,-0.05298501373646696,0.008664834757022006,0.014456924266007037,-0.000778592144962017,-0.01024174149194869,-0.007086909876782134,3.431346944,2.747224484,3.089285714
-0.0018566922697162325,0.0103365007681608,-0.001095946270136227,0.0014255815202304017,0.0006123748412054942,0.0025939566670232926,-0.00278948088169025,-0.004065865864352413,-0.003836478592563923,0.0036048865581986373,-0.004629129368771602,-0.0026182875451055427,0.00264085265602249,-0.0031599495838260136,0.0019482743545830871,-0.0031123124811704202,0.007363900977321135,-0.004840090204239793,0.003992256215046751,-0.004886662759909754,0.004888507849219958,0.006436222942767062,-0.003904597444654785,0.001238371823956723,0.0020794203067983842,0.0015798678689338793,-8.406204750131222e-05,-0.003525568689877481,-0.0011010829530245824,0.005000212025905177,0.001134478681530087,0.006734803326048549,-0.0014145069043317608,-0.005854672807653604,-0.0004064993783704055,-0.007474689455030918,-0.0002438751730283511,0.0046015283028959094,-0.0018458430047335404,0.0021305266261177087,-0.0028431091662819356,-0.00175124956781208,0.003857588317142389,-0.0022104706608211087,0.0035960612941136672,-0.007101982463685064,-0.0009649881878565599,0.0035493671953525465,-0.004375892107417863,-0.00010232779983057212,0.00031684098407893995,-0.005710341858148267,0.004555827504536408,-0.005402342606764075,0.004686069051437626,0.0048848029301486896,0.003595649716227784,0.003146510346926418,-0.006112078036931308,0.004465346168240822,-0.0015706166962068085,-0.005309216236712818,0.0026621019332750753,-0.0038394609369848845,0.003658056769980748,0.000132605514865269,-0.0043168455825311775,-0.00437700175376775,0.0002980286812059215,0.0017808678307607026,0.0023309926992540297,0.001787904031869476,-0.00822436982423784,-0.003922108366785535,-0.0035209901844972607,-0.0036504514657812997,0.006323180916527637,0.0028667852079455576,-0.006482137512938022,-0.0018024053122376751,-0.00414552597603197,0.0037996268391121027,-0.005651990302517372,0.004736854285862735,-0.008417925816390497,-0.0028256353418871618,-0.004087181673570895,0.0016764995845235226,-0.009015422820082135,-0.00020540658274223865,0.003295329705515361,0.0007224029394562103,-0.004868401756662281,0.009298886602664543,-0.0036232302287447097,0.0024055083656053357,0.006647931600278336,0.0013215609604413298,0.003677400849393314,-0.9905391609072558,-0.004128814802716481,0.0012248299543364551,0.008776197530172532,1.384178612,1.098580009,1.24137931
-0.012422810281811232,0.012779845813422858,0.0018478093814699194,-0.006294731910862468,-0.009808267888654205,0.010869803734007541,0.021586994845772235,-0.009840681991941568,0.04168962849428142,0.00551978903058284,-0.0006490153197913824,0.016983988563940792,0.0008779400004721314,-0.0020552543743748027,-0.015184110945168272,-0.0002934766817061974,-0.01258168492335686,-0.005083950945712937,-0.945081147615381,0.001216369444863272,-0.009563349553334023,-0.010845415619283537,0.008164040920447195,-0.004309735625931691,0.003997684740068608,-0.007333435457795571,0.0038124781195462342,-0.015452928767058238,-0.021221837768575672,0.00965305691060568,-0.01084381056169775,0.008913562649070166,0.001129465052947978,-0.007627964384539217,-0.011665255175465742,-0.009384962250100997,-0.009681727516690207,0.002447681112875021,-0.005223240987666206,0.009071891882972664,0.006673305140562306,-0.014566995024998006,0.0006342834391277156,-0.02009598828694801,-0.00581126506522482,-0.029683227096642766,0.007076196618202909,0.003936829824100502,-0.005450840018735575,-0.005704518341465379,-0.013356052579112716,-0.014368652225465572,0.006316333282312598,-0.01710262748613417,-0.005446997364128758,0.005854381588331797,0.004009791829748901,0.0023830096907150834,-0.003139907447010833,0.0034961699771508623,0.008126419520360802,-0.004633468108905232,-0.007068662699547406,-0.0038690306664882885,-0.006607113672065551,-0.007383539964423924,0.01866876641030952,-0.023384495565330433,0.017434853640190384,0.0033316428185359978,-0.004269890186810426,-0.011334724741058263,0.013039734651865897,-0.003289400292083284,-0.006267717048175893,0.0034858424495682007,0.008651609607288228,0.003955170057186208,-0.018342026320575962,0.009848864543405323,0.0026815536531644923,0.006819774301403096,-0.013750211437616436,0.001846685738866177,0.00557795219750789,-0.006457541870258203,-0.010331602275160823,-0.0035815965052304415,-0.00579814714712383,0.0022236551162768954,0.0032245054645789546,0.00974937518125304,-0.009790207459116107,0.03713247900870757,-0.006996764249070657,0.013679711750092834,0.014228263005473179,-0.003229750912264181,0.002751272103704992,0.0041242387767900105,-0.0019264103853602198,0.00042613451697851154,0.023276712653680764,3.165961789,2.619752497,2.892857143
0.032848676661787125,-0.0028918376924206325,0.015868362495971525,0.0062327420726253574,-0.021757254635364768,0.014854813364472887,0.00918442575867418,0.001338035249914771,0.007887914443271206,0.011323580517337088,0.2268129142776083,-0.003346236533773886,-0.016310612293628877,-0.011246302745987152,0.023652456800956505,-0.03283538629922767,0.049479716130516806,0.009635886297011344,0.010513163087004292,0.10808169055982662,0.07735029203818182,-0.08493578150599909,0.037425067771175956,0.00028081465100286956,-0.006171795428656454,0.0012901650557269268,0.03271410966809199,-0.03213930673905542,-0.021924732871735995,0.002994896360794725,0.0832504503346119,0.020824881824628088,-0.040670729283620206,-0.023050621072845313,0.11835807030494458,-0.009313855995140152,0.0238868972857348,0.011272602700499944,-0.010044679054749319,0.007557542373067685,0.0416061242075058,-0.05127069026005317,0.007776292403171604,-0.020125484070217452,0.028671998181454047,-0.007729931595043246,-0.029942957358054564,0.009388564070431612,0.05836797958076519,0.06156495462743852,-0.056075144650244116,-0.011850368822445622,-0.01120611133455222,-0.003796975353177604,0.0005069211328441082,0.018199433776260546,0.00263611463611089,0.003565919573020902,0.008131199247996887,0.03248494018824732,0.06859068911434527,0.00855998462728677,-0.039594805745426245,-0.0186360779505211,0.0357123409872006,-0.04609326453381674,-0.03770584128746126,-0.031835387895090335,-0.07248178854873136,0.03473296216085016,-0.04332666424968915,0.002705827239848128,-0.019088883093904767,-0.007633962668115552,-0.010418303215907108,-0.00922084464684608,0.08181170185733921,-0.0018200472164226298,0.020496239552163054,0.056580364533021475,0.05325091854485655,0.0052276963813324764,0.17304309402031354,-0.029852128718878095,0.05519317254950448,-0.003839150886047915,0.029254864845825845,0.00749175550508921,0.0818012216122701,-0.02793093118072504,0.008475582636797764,-0.20561556265514244,-0.011652930138734661,-0.008111990602542838,-0.00973794539649816,0.02350572598166202,0.005352710008108397,0.12362178946154205,0.020139013391950032,0.0038521380136462787,-0.011020940558886751,0.018789392477421004,0.0037956512855248695,4.371789143,3.869590168,4.120689655
-0.0009979993601958732,0.03074925262806763,0.010023624355692748,0.026870432936868523,-0.0044889444098564525,0.030281771651864454,0.013627816216677392,0.011758168018940552,0.006641460868032275,0.008805588716936178,-0.020713548682186063,-0.017674746761848194,0.014837622521797654,-0.00866657886674731,0.04534189721239238,-0.0181844456502037,0.03651104411815427,-0.007463065629893303,0.0023933985694030067,-0.02150469922632705,-0.058200929048129034,0.028927385663315687,-0.005902757211646767,0.01740114942575663,0.007382202683425631,-0.008451234728527294,-0.027861498143742357,0.017590402074065634,-0.003799511073733087,0.009958962189872588,-0.005529160180461162,-0.004215287872336911,-0.19338074274599806,-0.014258942442509194,-0.02116610329515913,-0.022324089860191305,0.03149081513571748,0.011130792770830513,-0.006768824479715,0.005983331711907741,-0.012582776296212123,-0.027127672534423553,0.009850411344412112,-0.007875807961403063,-0.05068987413345725,0.0096638444699564,0.04595274487618276,0.01003284868827267,0.011035670000830517,0.0036618414045035005,-0.047677925815266274,-0.018631646532408078,-0.0109265582335124,-0.005662537056434402,-0.0004370545293910569,0.01159868350159609,0.009463066734217637,0.006497728280806284,-0.012837512170092968,0.00404701936638076,0.05359938178164078,-0.015574392894797421,-0.05819219887109899,-0.009285790758183256,-0.00800990608619196,0.05242713270921926,-0.04953143341406489,0.022356372931192352,-0.0021100713801529987,0.05797060429092911,-0.29447765067267745,-0.021651758464606125,-0.03364216436104862,-0.008269379705718696,-0.01560508953947944,-0.009770036155770167,0.03055692811468366,0.0059375595079240355,0.024980703826937706,0.00014766463437061774,-0.015055817941639389,0.01770894603734754,0.0007482237656740985,-0.04018123155545049,-0.04046332043590704,-0.0034796667159692077,-0.015376687072918008,-0.023042510185615643,0.03169374553771116,0.037814653070647915,0.004994299078335151,0.1170854728439122,-0.01182435693639208,0.0016507343590546953,-0.007319437634587228,0.02304007145811429,0.018346667993400526,0.048007172055090565,0.011637156814549193,0.007419570979986103,-0.017099950233949997,0.025813034132025212,-0.024144175954367485,3.312221095,2.887778905,3.1
0.02011929947990884,0.15354964483915504,0.00835669793475137,0.03257987182651055,0.002118016281168148,-0.0251568324295838,-1.740675320564685e-05,-0.018819003996215257,-0.04828863464308536,-0.0035723448188735014,-0.008111323900509273,0.00033706126570222605,-0.012328464840049043,-0.000865820139591533,-0.014726503713273312,0.007958655097631148,-0.0097364640514983,0.005372302113356686,-0.0069515168053841765,0.01764304801997434,0.037211095381187304,0.07566200916961432,-0.03492409779527743,0.0036823285688700877,0.002091626539153067,0.010335156083975758,0.023942500222661534,-0.046087168754315885,0.013216939092309317,-0.006496887319289146,0.03049599283004592,-0.009555298780751762,-0.028146316332962936,-0.009377235458544424,-0.15727134106770627,-0.02326792130428073,0.03310931044433841,0.010817255332077468,-0.0005601819553149229,0.004737622142297474,-0.03105107867005057,0.02497169001281083,0.005159823072659984,-0.006552926351025706,0.025086594247341738,-0.005082612241486926,-0.08370422190601798,0.004869588702291767,0.0277950530033285,0.01231611509400374,-0.0052225238464921,0.2884470391651134,0.009653010037928818,-0.002555900001221474,-0.0024209578444928997,0.005240281778036355,0.0025218805642198824,0.008837782539146069,-0.026856001493082544,0.03440210834854397,-0.020364480246533704,0.0023978972109977227,0.07388814988133144,-0.024361531747511933,0.04576005898242969,0.0920572834007404,-0.029349571616598787,-0.009901748051924725,-0.021678129382244605,0.027405367205625454,0.009978229459768841,-0.003202700159608151,-0.025593159267397754,-0.006409877531718805,0.00056134167069211,-0.008061777278127704,0.008364341609520019,0.01627666166511006,-0.043590626597932794,-0.06560044335435841,-0.07670917590119812,0.017206683672383056,0.05021144822632344,0.04378049690093588,0.6003463819765679,-0.0003074931527534087,0.026513128563548358,-0.020134595275106727,-0.01905156595328169,-0.0981253150979624,0.0025214424691709517,0.022919892661270612,-0.02301521700623793,-0.09108881390127187,-0.00200666385282333,-0.009770523716793805,-0.052554823714033146,-0.018292687895043656,0.012373610912533918,0.016219382935600463,-0.014767998602425949,-0.01294163282857648,-0.0025162967081859117,4.756993215,4.311972302,4.534482759
0.025300904355020692,0.0462952457306443,0.006997112074714782,0.021459080137053794,0.011298938108422833,-0.0006834992399756584,-0.02929400132428192,-0.002738495414512619,0.02496742586814963,0.008810682631448394,0.014931003569243092,0.018182443284934142,0.015232865626490542,-0.008369933408111457,0.005308548984901149,-0.007582920702500958,-0.01043807486744976,-0.006726618577569072,0.01284639226996846,-0.014963464571732643,0.038886201447981675,0.01443394621645156,-0.0034455356657888026,0.011916272153805283,0.012150450217741629,-0.002964813249038428,0.011394482512444388,-0.031500056429523,-0.0033223038357262356,0.014899129333270967,-0.019606202537636615,0.022994291688590962,-0.07640716050048425,-0.012995268262222697,-0.00034444106383589915,-0.03560777542026058,0.041077295639160565,0.011353161853880585,-0.01430976624002039,0.027900428296598796,0.003553462784274129,-0.001906546277784117,0.007379619755060166,-0.016570029175534254,0.10933444727378808,0.006027456674054266,0.17054972544907065,0.012073590164281531,0.013631875883134331,0.018984671637120754,-0.04212122213986653,0.016038965699512936,-0.0024685057827425185,-0.011367186335240715,-0.00385546666345669,0.01075919967393927,0.009107366484533658,0.008376854825207945,-0.005303168984064879,0.009258998341856832,-0.1296441093195975,-0.0028163515855133916,-0.099310634043971,-0.015714157151548735,0.0021376500358647288,-0.01796502633534259,-0.008063609243857179,0.023987804609577123,-0.0075277689936240665,0.03321131405996176,-0.061478850046408975,-0.08572509802576882,-0.014028582332027736,-0.0099619728669968,-0.016601924702667654,0.009660325259373138,-0.0002432114556560222,0.009663205356813776,0.029409255119587936,-0.0016597341935358195,-0.06414212505477475,0.01280562715452061,0.006587095283945915,0.004438481259688769,-0.02298687155174621,-0.012787452673137354,-0.02687924901797049,-0.013775751857728785,0.022968834857386364,0.029339560218824147,0.010604763616184225,-0.01609302956917643,-0.014486787692280087,-0.018846983038816965,-0.011258681370956721,0.0247616795696755,0.026401602084255807,0.03043876645705925,0.008329698340912704,0.004887721196256681,-0.016368280529984743,0.015887568686601596,-0.014377857684282852,4.655644914,4.137458535,4.396551724
