fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,CIHigh,CILow,MOS
-0.006322826855771689,0.005427365703408978,0.002693589635489743,0.0026784170480765256,-0.01309080951557516,0.007267006478217049,0.004416919862087564,0.013615284857996724,0.011648620757227713,-0.010234209775589231,-0.002377331765899988,0.0017637329919135694,0.0015207918313155573,3.3605083935436774e-05,0.0026700576106231727,0.0065908252321634055,-0.005640186457195468,-0.006917086657033219,-0.014163655108811174,-0.0036472634138597884,-0.0134765900814877,-0.0013984869532322332,0.014777409108620755,-0.002341882703645129,0.009371827101471412,-0.005120952080578421,0.0038005562988525296,0.005695429236978627,-0.0018350140255171039,0.005562330149866966,0.006741829389901351,-0.001566766445103057,-0.017733170667567223,-0.0053975778322785176,-0.0010168516864504159,0.012015970795584464,-0.022839380053177896,-0.00016341346912147265,0.008323822129233851,-0.005623352195127569,0.008183193981784166,0.01409327251785718,-0.006199677222544689,-0.005690467244460814,-0.011461624534969296,-0.0015131305007127019,-0.9724018108675345,0.005842205686995806,-0.0004688113229879549,1.424230754,1.075769246,1.25
-0.03333357751485533,0.01628142694194662,0.01190065124330579,0.009815403833322725,-0.029867138923731853,0.004151462244534402,0.0044263953866780816,0.0028550214409380132,0.07614576047126387,0.004243067253563694,-0.0027099796830179147,0.002333308406553708,-0.0011325154547495637,0.004103600783400721,-0.0023671416467574017,-0.010753355844660785,-0.012612302333310378,-0.009818613656318368,-0.012544663689882682,-0.01114262981921877,-0.020043458841136,-0.009756080246071403,0.027135300607375613,-0.015874667243712726,-0.03930533671890259,0.0006086884841665402,-0.1823052114846103,0.00245664742050968,-0.004762306826208552,-0.005129061958920477,-0.058055390706399417,0.02594391663552289,0.00526390590475399,0.005048215696568326,-0.0007237724276715126,0.005740769342372211,-0.011952658966000918,0.011354088043223238,-0.020129128710087416,0.01616203602291193,0.009556538971777112,-0.0029878112735403158,0.006871637357349171,-0.021657024395392004,0.015423693728530653,0.06355619454194911,0.005799567449992331,-0.007704105740159834,-0.006052478271548774,3.369995498,2.880004502,3.125
0.3946861451455742,1.7126648916740558e-05,0.0029991334310290343,0.015349195349890146,-0.02185141584697629,0.0014608639465001482,0.004159327125552013,0.02660119618053677,0.02784135674435499,0.0029037743809695797,0.021703060022666285,0.010401102342308458,-0.041976790758570304,0.021493449745102266,0.027407049079794563,-0.017361126518034307,-0.01863749770064764,-0.017966143077788745,-0.007787953764238517,-0.0021188246617637307,-0.009021125910778515,-0.001645787180233677,0.012953722707969234,0.002409663005309699,-0.009906261843469712,0.0004714303925089022,-0.019245933786142796,0.00819057924157202,0.0005971620301307826,0.003257038183547575,-0.006906138705209193,0.0038435993353687532,0.0015005409190922028,0.053539990185902823,-0.009665301785738068,0.008326151370952897,-0.004223683119491762,0.0005785023118509356,-0.015465611404063957,0.023775298975895087,0.01306595483593306,0.017655291016010995,0.023625040983540988,-0.005438198503919316,0.017634367199715183,0.005007689899085094,0.005822655183438038,0.02119938615153111,0.007777735699583424,4.804087,4.368326794,4.586206897
-0.04051180918375104,0.009475695257513716,0.004812865262452665,-0.029332377848244547,0.041517991986065594,0.00953268999014523,0.019356316626634198,0.03086204271341201,0.07206664109042997,0.007022253051683077,0.037205191362314635,0.014598451592187187,0.11419253446931875,0.021377248376451406,0.03300251073516261,-0.029780912339838404,-0.02572429992173232,0.002488257427123098,-0.028748783986884102,0.006421977634403366,-0.031411635666097636,-0.01268580435023131,0.049776678517930516,-0.009029603831471838,0.004755310067189445,0.009614731737870932,0.018557397088576538,0.005840816500292834,-0.001486106287893856,0.00494827447867348,-0.02779742289180877,-0.0014078942452984153,-0.034942441879165974,-0.02486159605621482,-0.001813991384512784,0.06220803367502812,-0.040157358372526146,-0.0011629758587408843,-0.018614598338696896,-0.029736401360246377,0.026509063824284255,0.006405602816940143,0.02962940020091794,-0.0004972232435324391,-0.009221635124167838,-0.01116364353584192,0.023686580462701362,0.03290762016862559,-0.006077240090557385,3.431346944,2.747224484,3.089285714
0.0028761572754737877,-0.0032654374572479144,-0.004744447415350989,0.010514063690316895,-0.03393778680703395,-0.0009780934423960484,-0.006736272878262139,-0.03219161731721427,0.004776448318266602,-0.002991672636884058,-0.0051619568398196146,0.0035322174057845143,-0.013193418621346908,0.0026335712348867875,0.005936450923515507,-0.016478876570917945,-0.013089644302016626,-0.021343332795408468,-0.022391582490519854,-0.00870599360007373,-0.0310881367623628,-0.006711669496738361,0.009627344678326289,-0.01921271246399559,-0.00909716310321134,0.0064855319195072925,0.006199888342620724,-0.0003715680760010548,-0.01221886319995152,0.000835618715882342,-0.0357464603277619,-0.9446941992225548,0.008875137325138508,-0.01110173265317286,-2.5441948769951752e-05,0.021532222423172084,-0.02130130573241844,0.008254764271481745,-0.0007247744758989267,-0.0016677558275445606,0.0031161759470075693,-0.025108204174106735,0.0001887676197571601,-0.013982493426200258,0.009146377078013879,-0.00601068798875222,-0.003456511101676113,-0.012848342303844655,-0.005264486168015818,1.384178612,1.098580009,1.24137931
-0.001160765398107877,0.032901255977686034,0.015699402696175094,0.014910719030945296,-0.022030521413716506,0.02378388391411889,0.004448433687655293,0.0032827523453399115,0.04052227515394126,0.0019685067693378465,-0.022760799424023172,0.01202600757545013,-0.027399591201285076,-0.007178175907678507,-0.6253257940980195,0.02379425313052398,0.033194965402001175,-0.025862254591741796,0.019094775217418928,-0.05744900843819187,-0.05255210853553069,0.007906160443082021,-0.0018079029035965894,-0.047867779965906014,0.049582555100251224,-0.03552286925369679,-0.062019828444411174,-0.010858442555655384,0.01815129294133084,0.004781111464872705,0.006224155758280466,0.0004013242732605703,-0.03803311237051673,0.06905162386469402,-0.003099347471602226,0.05021529185568328,-0.004332552188726171,0.017571094520606314,0.10200466400401687,-0.05532214157781294,-0.01470515731966804,-0.03766086562938573,0.03739119796561321,-0.02083323259214973,0.013659344789830635,-0.0015406933409688392,-0.0020757092492415252,0.030746819749962434,-0.02362932891817818,3.165961789,2.619752497,2.892857143
-0.029272960559200884,-0.006541303398700302,-0.0004622473893063139,-0.025356515159698535,-0.009166124581465745,0.010737056636347341,0.0097972522232459,0.014823147114596081,0.016565340204398742,0.009367122231730569,0.0004751516903491957,0.00962212529949354,0.015075549719309146,-0.030204493243510298,-0.014620077096177636,0.0011993864951437248,-0.037078674717833895,0.02099309645743939,-0.015117931219516429,-0.018757964139612764,-0.015101033060168979,-0.003466252489834769,-0.03613170006836152,-0.004397023843365613,-0.0036666122428356523,0.011211618466651927,0.1399412092236972,0.011558530662074,0.04545290958483963,0.012498684511854201,0.03799012515741636,0.00287977298560437,-0.014044664526133205,-0.008542532115410785,-0.006571351143690616,0.032296993576100066,-0.011086879958934674,0.003494951638969525,-0.006798090064977928,-8.078208004821525e-06,0.024496533523398374,0.02328269964808117,-0.0611476169843864,-0.009762598459253176,0.003129284396254977,0.026679506080635976,0.015074700262577904,0.02599859936570699,-0.006196226592716157,4.371789143,3.869590168,4.120689655
-0.0309837231435335,0.03686513819248907,0.008670113481093023,0.011831623165939704,-0.0367083959066181,0.0063938571541926476,-0.010562778573320884,0.0013867198823549625,0.021342506623787883,0.006957202945483274,-0.007435859616054497,0.0035360677504728353,-0.08408264299876174,-0.020400027742577577,-0.012676422816949097,-0.00954287943939099,-0.010376465976989704,0.00019695076037962007,-0.013842435979833222,-0.01959000446519459,-0.021265087853017544,-0.0054759948708311594,-0.0018679691482418267,-0.011525726319016053,-0.010284559984972465,-0.0005688434531633777,-0.08063719922651275,0.0066745948891387555,0.006587378756723664,0.0013808616243832417,-0.036164395006867696,0.024244002076637454,0.020662607053563115,-0.009028744494842488,-0.005570271050985588,0.025531410794589912,-0.008025275018068613,0.009822997782363549,-0.02096206988947646,0.008001305857271365,0.007515536527128874,0.003672233700474562,-0.02298677924851216,-0.012776510863899032,0.024993707635795236,0.18334107609739364,0.0010471681912137944,-0.009187145517188668,-0.013901985592337265,3.312221095,2.887778905,3.1
0.26108693623788265,-0.018350386106988387,-0.012601131764806617,-0.01819261661050875,0.039032493221030154,0.008025154353448902,0.013870410304175521,0.02662620345612363,0.08363448909096635,0.015407634872166712,-0.008822481745119378,-0.0003752502970764377,-0.12081192371617239,0.4531054760116389,-0.011611466223744678,0.021422016607563495,0.0003032901709609426,0.09785649378113147,0.0209394399627154,0.03656699742134501,0.021230667510557123,-0.03375954770294725,-0.07675541350683433,0.01634217059887098,-0.025859176608223667,-0.00254684505345186,0.01610225759436649,0.009967056958279367,0.06566775631082228,-0.005664657878691857,0.05056314971639684,-0.018967682761581544,-0.0015610584136122171,0.022041231650131464,-0.010051129488782055,-0.030227628769513223,0.046366125572615,-0.00361176503013748,-0.02779490909300819,0.020556155172478073,0.02610824060645405,0.0026738736276285756,-0.04485716265223105,-0.020712209474891528,0.0066666692356759085,0.020397305249873925,-0.009968821933005339,0.006354707204347581,-0.007984866538188643,4.756993215,4.311972302,4.534482759
-0.03014292272035218,-0.003201298339047103,0.004901838506510523,-0.008564995712047758,-0.024791530517942865,0.009661257769858171,0.01360877357337317,0.03023463450428984,0.10063709173068124,0.0003416863338127675,0.015544861644318085,0.013019564756311212,0.14207779312428703,0.01310337306208665,-0.001013312149336426,-0.03300225682188458,-0.02385096963201174,-0.0025917004879259164,-0.018629077653714864,-0.004814920637997423,-0.037880666146841185,-0.000252200178733303,0.017787826841085326,-0.010163135901518114,-0.007953890209939113,0.0020624996877338596,-0.02856429659620982,0.0007917078880184657,0.012933515736026985,0.0011925642025536487,-0.020496492843246686,0.010852546104970462,-0.01591587699240196,0.03983242171984188,-0.0037632197124080045,0.04722530402350929,-0.016043330579058945,0.005142853617917401,-0.008079460330750913,0.0118773357766109,0.018948368324523946,0.01710373409327281,-0.002494530473253477,-0.019244508858234404,-0.010326665164204307,0.05451422547258207,0.020343285830842106,0.01786492366098724,-0.004345082754415717,4.655644914,4.137458535,4.396551724
