fe-1,fe-2,fe-3,CIHigh,CILow,MOS
-0.07028441576358338,0.10614453875971863,-0.1170773997826118,1.424230754,1.075769246,1.25
-0.045004434729452404,-0.0404283056815233,0.12550191966667001,3.369995498,2.880004502,3.125
0.24135057583408503,0.02919002533574889,0.0627694653199355,4.804087,4.368326794,4.586206897
0.025815521805376523,-0.08712227313641008,0.016278155858687617,3.431346944,2.747224484,3.089285714
-0.012531841693849518,0.06685455593690513,0.10577648628011671,1.384178612,1.098580009,1.24137931
-0.0238207782882903,-0.016308693532085444,0.10002231614207495,3.165961789,2.619752497,2.892857143
0.018044671990240648,-0.06686394458161272,-0.04612106576958915,4.371789143,3.869590168,4.120689655
-0.04454476609810577,-0.03981088929865668,0.12558564059775987,3.312221095,2.887778905,3.1
0.20980317268035167,0.12821265742191154,0.0558890443234363,4.756993215,4.311972302,4.534482759
0.04606689708835653,-0.09048256466058814,0.08041741938392642,4.655644914,4.137458535,4.396551724
-0.02266430040843668,-0.026642655287080277,-0.10124248800347904,2.970983131,2.251239091,2.611111111
0.16629440280076357,0.06249359756302634,0.033573930400604315,2.686788331,2.05395241,2.37037037
0.19228731660684606,-0.006158921567723943,-0.0059958564224134175,3.044920759,2.339694626,2.692307692
0.12063670161632505,0.12257125947784044,0.07718396231711205,3.95457961,3.30467965,3.62962963
-0.09150578711529715,0.030316923109191735,-0.06763138079033836,2.576073139,2.123926861,2.35
-0.03097664787118862,-0.03780826309288636,-0.10257247485648874,2.728516741,2.054091954,2.391304348
0.016964083731954453,-0.06830386654298327,-0.046307730411095045,4.23399043,3.535240339,3.884615385
-0.05704977122299114,-0.035361945755554326,-0.08383245241950092,2.558665314,1.941334686,2.25
-0.056949634327851745,-0.0019616608005073393,0.1405293843041391,2.137035504,1.690550702,1.913793103
-0.06570307165975636,0.028854502643965926,-0.006189678687168916,2.303374142,1.770699932,2.037037037
0.049733865918797665,0.26429034210080443,0.08203550540493755,1.471686809,0.994979857,1.233333333
0.02379361522121724,-0.02034992414172184,0.04534216025752347,4.625796982,4.159917303,4.392857143
-0.06618780225288812,0.00025048880924642805,0.060723782938928585,3.28166657,2.785000097,3.033333333
-0.05450588229853186,0.0302990961557974,-0.09054260506883018,1.786571514,1.313428486,1.55
0.0978041193037609,-0.07182439381552463,-0.1432030336075762,4.400800178,3.806096374,4.103448276
-0.06887782376553109,-0.011237550328009707,-0.00036999724962633707,3.448905722,2.930404623,3.189655172
-0.10654132808405867,0.07517854164544777,-0.0657232053658189,1.659640274,1.271394209,1.465517241
0.0981119421291657,-0.07140772771559972,-0.14316187405593103,4.392735837,3.814160715,4.103448276
0.03558076651707091,0.10012975723345821,-0.11938754806238312,1.965763382,1.498522332,1.732142857
-0.07319691262299968,0.01907314336420779,0.07146563222616122,2.518109498,1.948557169,2.233333333
-0.05524039406611296,-0.032924024720384706,-0.08354099141728687,3.636244181,3.018928233,3.327586207
-0.026278552590481282,-0.055304322665670924,0.04317861337971468,3.91045444,3.503338664,3.706896552
-0.10415041718631128,0.06518836532125391,-0.050699886589331354,1.945329132,1.488004202,1.716666667
0.18246235485984116,-0.049904978855778645,0.05328334918507245,4.119839898,3.472752695,3.796296296
-0.06718000979027958,0.025841915291149348,0.1359173508822312,1.592996662,1.240336671,1.416666667
0.08266871621815752,0.17069431744599722,-0.09655165121925617,3.075559963,2.385978499,2.730769231
-0.007730980883656957,-0.07092109882816212,-0.11114567578676937,2.501572021,1.9811866,2.24137931
-0.012076960926557382,0.1695578873103625,-0.15462023499967018,1.284138137,1.015861863,1.15
-0.06435636054001788,-0.009497099390972543,0.06657675780944221,1.529546306,1.23712036,1.383333333
0.10989993095708551,-0.0861307100359282,-0.0803984471462851,4.518530885,4.014802449,4.266666667
0.038880250506378486,-0.06957427436405846,0.018384534459967385,4.442228583,3.928141788,4.185185185
-0.03305063598855275,-0.007704888467301159,0.1300717345736195,1.513780279,1.186219721,1.35
-0.01725063386497087,0.23555697512377974,-0.05075450680924875,1.294254321,1.050573265,1.172413793
0.10795833207303995,-0.08874147628859305,-0.08069217425555474,3.469450144,2.923406999,3.196428571
-0.0660092943252889,0.061133935008817746,0.03944816365322229,1.552327478,1.206293212,1.379310345
-0.040649613856496306,-0.043887627098267795,-0.020318789539670465,3.574117983,3.046571672,3.310344828
-0.015222172509290937,-0.08099875621180877,-0.1123430522742375,2.728559181,2.057155105,2.392857143
-0.05436839750889359,0.03448169774471218,0.03340444770162402,3.665622055,3.092998635,3.379310345
-0.08227230855006422,0.0013246081127971418,-0.06339565886704858,3.109396031,2.640603969,2.875
0.029620580511935928,-0.04306225889118855,0.10712805704906471,2.405101776,1.828231558,2.116666667
-0.0261984610913903,-0.05518825988956575,0.04317445887410066,3.884859971,3.329425744,3.607142857
-0.050764793124966553,-0.01996788341207928,0.13645636451891963,3.523768328,2.976231672,3.25
-0.04973572008117923,0.10827024713893219,-0.03575811535398332,1.400678788,1.15104535,1.275862069
-0.03834158614566272,-0.040788663182403824,-0.0199510351806126,3.772468808,3.193048433,3.482758621
-0.04085282400938963,0.1539777725321767,0.03893634641480115,1.467294188,1.153395467,1.310344828
0.1505215577687643,-0.03156877086362691,-0.07385252993559577,4.766305092,4.305123479,4.535714286
-0.08262813291369096,0.0008444901464390215,-0.06345723552204295,3.16710629,2.73289371,2.95
-0.014781584615452483,-0.016441231551749577,-0.052640774618777954,2.55951845,1.976195836,2.267857143
-0.055130565835408867,-0.032791543897463436,-0.0835128344593099,3.653463529,3.070674402,3.362068966
-0.023597617654617764,-0.051691730186284694,0.04359641648207446,3.909399125,3.469911219,3.689655172
0.013808462271781492,0.2465856181770614,0.015397603497688813,1.543937516,1.222729151,1.383333333
0.018044139181637123,-0.06686714457511451,-0.046118107920882924,4.452997027,3.975574401,4.214285714
-0.06353794136417477,0.06736466606696827,0.05076692170686626,1.74043084,1.328534677,1.534482759
0.11541655394817447,0.0319736136464172,-0.020147068331274012,4.717505416,4.282494584,4.5
-0.08227216158915591,0.0013287125726263802,-0.06340152028417902,3.228121605,2.771878395,3.0
-0.01497464823957455,-0.080668007127801,-0.11230288042056506,3.849214939,3.150785061,3.5
-0.06665232605744584,-0.003203687947567957,-0.06635972424599783,3.12457995,2.57542005,2.85
0.04546491848556594,-0.09128801013021819,0.08033009649535831,3.599130983,2.900869017,3.25
-0.045004502028601436,-0.040432148664442745,0.12551034128911012,3.421011653,2.986395754,3.203703704
-0.06922930523741058,-0.011712454876875883,-0.00043065506065063957,3.46412956,2.93587044,3.2
-0.057001186556210524,-0.025984316268587347,0.06270211659712435,3.373239619,2.937105209,3.155172414
0.19513034160134043,-0.0023351771406903087,-0.0055405465514785784,4.659037443,4.269533986,4.464285714
0.06777573476020496,-0.11216089923923038,-0.14803621850800483,4.257197985,3.639353739,3.948275862
-0.04816498919499306,-0.008914906890088012,-0.002515769575125205,3.669138913,3.145675902,3.407407407
-0.011399590529499544,-0.06585944431165662,0.10641971794524782,4.041123384,3.392209949,3.716666667
-0.05538715415773781,-0.03313035962331056,-0.08355784195505474,3.432505962,2.867494038,3.15
-0.05688121978058394,-0.0351474179285765,-0.08379537535011049,3.380332715,2.964494871,3.172413793
0.0010145133716237666,-0.025246036660145996,-0.03684008280731754,2.147725643,1.552274357,1.85
-0.01166952028075393,0.028955769455151936,0.01578192416268759,3.907056989,3.437770597,3.672413793
-0.02534853286803867,-0.02330894302858695,0.10331777807496291,3.809449298,3.362964496,3.586206897
0.14961597789786593,-0.03277923503230689,-0.07400698259590284,2.692561138,1.950296004,2.321428571
-0.045132272745178295,-0.04059647038402303,0.12547973556187927,3.551922047,3.103250367,3.327586207
-0.06709028814488416,0.023163910878308484,0.13815185580904418,1.868626477,1.476201109,1.672413793
-0.03828919908645275,-0.040717748628956406,-0.01994490757190929,3.954853907,3.366574665,3.660714286
0.06776970875928214,-0.11217536945865292,-0.14802826855692058,4.095679394,3.504320606,3.8
0.034715117978995985,-0.015172982050803764,-0.1551496439661149,3.576319397,2.84034727,3.208333333
0.10956762171425899,0.03476674042063151,-0.02933670627199502,2.746840825,2.218676416,2.482758621
-0.0512108852796592,-0.020562549920458813,0.1363766020614315,3.231543121,2.732742593,2.982142857
-0.019502391567421565,-0.015179254921932691,-0.058916144416253945,1.868626477,1.476201109,1.672413793
-0.05955442404206466,0.20927938960024162,-0.1184193203183569,1.442300703,1.057699297,1.25
