fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,CIHigh,CILow,MOS
-0.20005053196511047,0.018123762355181226,0.038109933090163015,0.08266230567410773,-0.035732081443628334,0.13122108140336722,0.22322044196002813,0.08360717049639137,-0.07714324934794692,0.4381482211786594,0.021814895512343502,-0.04404379435283988,0.26007444563343024,-0.07172464386487012,-0.013850265520593737,0.0319061886970567,-0.06283023415481157,0.06078067783418602,-0.06947512810256559,0.01871391985391419,-0.07359102819031757,-0.014701928869047821,0.3519361584180022,0.05775485801717197,-0.018495587901332933,0.003686345210501107,-0.030152554247965285,0.1731133403114783,1.424230754,1.075769246,1.25
-0.030027668217737155,-0.05863001367476945,-0.12450654337237128,-0.0009917859844688962,-0.006527814612183331,0.005348169472315872,-0.027838724259493,0.002435040933068422,-0.02543651945186187,-0.011708587185235774,0.006653567666596591,0.010609243274566908,0.002798500400470263,0.07687920203164024,0.021108133975630043,-0.0008110037654672703,0.0026823834194437506,0.002546778550764132,-0.010602325970705533,0.025175679001367884,-0.11492426865907916,-0.0033675624211168542,-0.023805960445221364,0.01781056963812016,0.02992016292349241,0.014322404506124079,0.000868317942672878,-0.020402970153917004,3.369995498,2.880004502,3.125
0.012669029194896432,0.012704108559709201,-0.01576871533743075,-0.014948281156360262,-0.014161280546860706,-0.002990202948508357,0.049248885122494715,-0.014249470032025844,0.008460434921680372,-0.0016192261775577839,0.014280093625299828,0.03290548884820489,-0.0007508729136979847,-0.038400969673171276,0.001229019832926445,-0.0056841633383650685,-0.0063567752592866185,0.015479817935901677,-0.0012499751584948181,0.008227232544173823,-0.019984674161761064,0.36579871158155836,-0.02567175756715708,-0.00403415836741673,-0.024442260841253283,0.000403555791265961,-0.016142872445904073,0.017003912863558027,4.804087,4.368326794,4.586206897
-0.0035861728625029153,-0.02066813170903769,-0.05542272198338972,0.00921196890940025,-0.013474126421819697,-0.0017337860214327585,0.010885105017123382,-0.013991020047083969,0.006961736475865335,-0.01621621997389915,0.004854094459417063,0.0290473573241885,0.020356067662263878,0.07283521956007027,-0.0005163350395540479,-0.0037155477265292387,0.007421233478835977,0.04043009625311656,-0.03345402528581926,0.01008662459416135,0.08880627355616523,-0.04187444249997575,-0.03878429397937753,0.012018427043904746,0.00555005696297803,-0.02192635226334829,-0.029318570820522118,-0.010095236640244348,3.431346944,2.747224484,3.089285714
0.004486141194174603,-0.01305760251673797,-0.023585989950355168,-0.03941289352097793,-0.013119477104617692,-0.07275800317110415,0.041902250526501164,0.0032573363909462394,0.021435092346702076,0.005298262360961241,0.047821381783386144,-0.48765403892211157,0.006606360785337602,0.06419917022373149,0.07626373514750222,0.07675264067911797,0.03319331877647572,0.042900918386466404,-0.023569119847512147,0.18353435001247279,0.0647438418661846,0.024933228931086713,0.09846506275303961,0.024411921804295897,0.18389670246182044,-0.14129576321040913,-0.034395823243606925,0.021380298554935624,1.384178612,1.098580009,1.24137931
0.02689477504880456,-0.023695888931634185,-0.12221174750207212,0.05088923441988663,0.020215728923906877,-0.07396803864899851,-0.021483608572274368,-0.015225590247256258,-0.02718907159604645,-0.03554364948030377,0.2227244587430321,0.03246037556160642,-0.0033889960886234727,-0.09152230415837394,-0.0006241063783690201,0.011911821967928275,-0.028078928080398736,-0.14072714890236365,-0.04320449410670196,0.0009649311012247783,0.017909469202684967,-0.0342391853595348,0.04251439209929355,-0.0035085693221415457,0.04273091410373247,0.005368614622197492,-0.04289192081924611,0.06392356440148175,3.165961789,2.619752497,2.892857143
-0.0026503231241510076,0.00666553538213435,0.023907805265884607,0.008095067530130074,-0.011603975713076798,-0.005989652528071695,0.01634190646170366,-0.010334856746338333,-0.02516535150315224,-0.003963048547157003,0.03804864768476371,0.022222588935188935,0.01731627843861931,-0.09383616545745638,0.003813872678451391,-0.0052862350188261,0.0017234787105945267,0.028669502123352456,-0.015166142064330876,0.004393916211611023,0.09870469257053818,-0.04890399113251943,-0.044909350059825,0.006099295671422114,0.005150186627517969,-0.020491855882016213,0.04554517226765061,0.011506418814251016,4.371789143,3.869590168,4.120689655
-0.036163995695915274,-0.06655789306833866,-0.12679882732972034,0.005028334432075483,-0.007327334958038622,0.009061450426533172,-0.03957196576194068,0.001656718932585727,-0.029075654865296095,-0.011665493990769674,0.003207110623593843,0.019654664918270805,0.0016108320453097694,-0.09696420907109747,0.02607766820006021,-0.004228501747271044,0.011239834459237413,-0.0005928939853643488,-0.009399357960521177,0.025689355578363743,-0.08890276634589667,-0.020957742733240917,-0.0028087670686016163,0.022615503571187932,0.03631794187271249,0.029055162198015773,0.009401526943254591,-0.014810628051104176,3.312221095,2.887778905,3.1
0.02005573429068524,0.03529767559501614,-0.06997940437422275,-0.021483200806574874,-0.003248587560886504,-0.006696986592906227,0.06277115840601949,-0.00027845814408959993,-0.02447582657128671,-0.0005052245209871787,0.04151735939763539,-0.008001867934536123,0.025146311021959585,-0.06361881379957252,0.049989940966471545,0.0018461012858597135,-0.01971807023248861,0.03130567828427977,-0.002509616978768066,-0.0061097942813504716,-0.0891823138748629,0.2537720206792762,-0.014650827173897702,0.012826555378901155,-0.40622507086805854,-0.020524281782043397,0.013052826839881088,0.029481983009526293,4.756993215,4.311972302,4.534482759
-0.017256380569940853,-0.023906304055738934,-0.13503564013020075,0.0034369265903566094,-0.008606784523003029,0.003611050172754004,0.015723343786900684,-0.004626267081890405,-0.021633875413514966,-0.006626345724370737,0.028383687878628237,0.01961519472382135,0.011858784244840727,0.0713382188875527,0.0021605126881808967,-0.008598402118308604,-0.00016557380952877452,0.019791538917588794,-0.017503865932296785,0.018655714621654627,0.09090805565870334,-0.021785160036687252,-0.0504868529255243,0.006673195344958556,0.00540045498864287,-0.014126931799698464,0.009212374388711269,-0.004177593064450867,4.655644914,4.137458535,4.396551724
