fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,CIHigh,CILow,MOS
0.06560988378934654,-0.3546738455375242,-0.07044823117207168,-0.039632499478888646,-0.022729401447174776,0.05083794266476388,0.17596567468079735,0.11682625587444499,-0.0700634614245729,0.00017784681165726823,0.057692816320279214,-0.14742731740742093,-0.020390471906106024,0.04213095713726764,1.424230754,1.075769246,1.25
-0.011747132184072646,0.04836050408164104,-0.040411377771467506,0.011955944280775633,-0.014448266722880462,0.005258175524687937,0.012076746535746473,-0.0707696084832561,0.1134863872283714,0.007812926727653262,-0.0022220602350285844,-0.02495377621372251,0.10637069684854032,0.02360458890724669,3.369995498,2.880004502,3.125
0.03863047256917752,0.02046329545449704,-0.021660868933774124,-0.03792175038485909,0.350887389609766,0.0213928440053047,0.022509060444220592,0.020664937230873707,0.01451713292373106,0.04570128591806999,0.02073886987981988,0.0015478412195181874,0.010643473573059203,-0.014245736891287695,4.804087,4.368326794,4.586206897
-0.0030160702642418194,0.06190663524928642,-0.040706875983861586,0.008426311067489188,-0.045124381554940814,0.004666568942066289,0.007313243479848157,-0.06825451898981946,0.05247129958155598,0.023827236342813835,-0.017664460667310058,-0.0014183967768522886,-0.08524848553600907,-0.020137439159836956,3.431346944,2.747224484,3.089285714
-0.22394782186019185,-0.21663940854029304,-0.03669239913801698,-0.11268906677931914,0.007746403291789619,-0.07998767678335404,-0.00947558756478617,-0.06985716700173907,0.07487788823235512,0.029201490610998273,0.008020802759399006,-0.0031283193311132406,-0.09947371345848381,-0.028178004112071872,1.384178612,1.098580009,1.24137931
-0.03995066742517363,0.009519482974533576,-0.03316769251516412,-0.017869839481742318,-0.05299145148772044,-0.0178551992283469,0.013054730649386212,0.10249635555377916,0.12538655613892802,-0.04245451202580319,0.11848534417155694,-0.05041884418140807,0.01001681993045636,-0.00374890755357667,3.165961789,2.619752497,2.892857143
0.006535435696106855,0.045129055456596394,-0.03516193501933459,-0.007856752062975786,-0.050340568492568884,-0.001840706748632808,-0.0013536327142561215,0.09137693605775017,-0.030338621241734386,0.007776276995825415,-0.0013747437119456054,0.009921222655575861,-0.09408195249955889,0.052916717798322264,4.371789143,3.869590168,4.120689655
-0.009048029145740023,0.03673651463193578,-0.039816637667437524,0.01565932499592257,-0.02713174009165944,0.004346862997451324,0.02039444432107323,0.09640443345977995,0.12168323810436844,-0.005912211996318006,-0.001815176419295966,-0.020141546559781683,0.08287145202157352,0.03257930213860134,3.312221095,2.887778905,3.1
0.3686590538435963,-0.018692749044342982,-0.031149907265578196,-0.08727915462675781,0.25907398444294805,0.03271827427181788,-0.0034060056821641127,0.03800723245742865,0.04926662394033924,0.02230194685450004,-0.0265318140450857,-0.0038068392590182264,0.06063583789566305,0.015376541182089629,4.756993215,4.311972302,4.534482759
0.0013022008776699765,0.06329329909499319,-0.04533538706122834,0.004872430956643363,-0.036499589699076046,0.0073035644507367945,0.0076981102318965785,-0.06471284183581891,0.12482251858467926,0.018702559965819217,-0.006538570124759374,0.0013583248448356263,-0.08599150630067914,0.028845912871684302,4.655644914,4.137458535,4.396551724
-0.02581539817722549,-0.06476915839803551,-0.011450734166616081,0.03673039850608498,-0.018694764217976435,0.00646532636166451,0.02258548378094684,0.07808903107822616,-0.09021542396081891,0.29050588719351966,-0.07955773220506498,0.000602661162692898,-0.04100738776743425,-0.00885585892402398,2.970983131,2.251239091,2.611111111
-0.05565321291369581,-0.021275524373920923,0.02926211050227126,0.035464401607077284,0.2099954505090247,-0.06868061160741254,-0.016703747373332203,0.042923152755380375,-0.03584720337906748,-0.037520232511138125,-0.05692884696313976,0.27417858826268743,0.01381653286318405,0.017152631869700993,2.686788331,2.05395241,2.37037037
0.00039029763209921624,0.013515425600669189,-0.012094721819452824,-0.002488608437336349,0.24281353904231645,0.007575798025302531,0.0013542990156391584,0.036371819747811465,-0.03791526041449881,-0.012400050052372436,0.0028435993267968604,-0.03209249154783454,-0.06485380549134764,0.015009202339714551,3.044920759,2.339694626,2.692307692
