fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,CIHigh,CILow,MOS
-0.05317792229660359,0.18890438576937205,-0.0011812340683765535,0.027640152682698572,-0.07878466193860927,0.21458909883609664,-0.12541065083418307,-0.3319929683904553,0.048502588970511296,-0.12406376722609296,0.06742626524420492,0.014850525633937404,0.2602998030783551,0.02547120117491117,-0.036115681171260385,-0.4526056319600883,0.01935433081476966,-0.08385663244799481,0.08760785397184215,0.12185527270122241,-0.08409233161834583,0.062445944946473035,-0.0846846468804973,0.03381917148589783,0.03221607938954286,-0.11645615930159446,0.051349394955488466,0.1543829296918355,0.03085640476263054,-0.03371957467489954,0.011274964530023987,1.424230754,1.075769246,1.25
-0.018555497723749866,-0.027677835811420512,-0.15619561181744213,-0.03153761855994225,0.0012006831877857203,0.0036215734850245265,-0.010709478512849613,0.03570843454481666,0.020755221022054546,0.005162376709571321,0.014862153159288103,-0.003922624075525656,0.04037280010756489,0.006447561168717369,0.019834354602891326,0.01587090244495757,-0.02089587232006564,-0.00906288900456423,0.027785385301828044,0.012645693702102846,0.0007055908199256032,-0.08427797088142595,-0.0033118667971268733,-0.001273143261737589,-0.017067610070992133,-0.023310994251770755,-0.01760738910630261,-0.01802075818995188,-0.0033856776956250937,-0.06389330222025545,0.0019428289124211265,3.369995498,2.880004502,3.125
0.005947354504431892,0.01085613011288123,-0.036625447432602716,0.017528203800895797,-0.011132338873539014,0.0004671381720021433,0.004845699185457758,-0.039257727881359665,0.0128098050443224,0.010566715210678878,0.012286152301385965,0.03217311751813121,-0.018761014185427836,-0.36541878296958236,0.020586062462440404,0.0035150233854490025,-0.02329629162171943,0.011282484974499454,-0.009005348273360685,-0.014469473747875992,-0.00814871958238472,0.03935064952131916,0.015161650559246346,0.017195851866323712,-0.015156360273297528,0.004484802387606481,-0.0077161900791193104,-0.02340231720220161,-0.005388805046168817,0.022964043858786688,-0.01587233614601922,4.804087,4.368326794,4.586206897
0.0006487818747396937,-0.015854839805541966,0.00792056966919455,-0.0007409585688945445,-0.032188194745447145,0.019626163172742895,-0.002484063412080551,0.00010935910110240498,0.014819656430669665,0.047314086537214646,0.017757194424709154,0.04580032681519996,0.0036598438369917327,0.0450535218547424,0.013099410165373792,0.014683700837408307,-0.002482046792172542,-0.009577014827007475,-0.005434155469929302,0.019577752873781707,-0.00030392973938076444,-0.06617453060435363,0.014654234878150875,0.02832167003284554,-0.0033373284652271737,0.10534080040373973,-0.0022816733049459163,-0.027178489313914384,-0.005280804678781325,-0.0191095075468624,0.018602142569962697,3.431346944,2.747224484,3.089285714
0.027933403840195256,0.02812991979181897,0.002166182164869197,-0.14849577486340465,-0.024163397790078107,-0.04434709051369956,0.04418933217789068,-0.046782888287089874,-0.1262676583749222,-0.020030981787744092,0.05964284904174302,0.14276610870069154,0.01008964946080712,-0.022930374808880293,0.0019603397483761676,-0.05808051728343555,0.6087816817153368,0.0192496032823783,0.00034657738097075867,-0.0032668621446412314,-0.022880519613029927,-0.0368439068653413,-0.000993215524687189,0.03281043685696431,-0.10960997069692016,0.04541176469558195,-0.09954681040544892,0.024032030591045715,0.0793665390922791,-0.14292398464510045,0.05839364294476867,1.384178612,1.098580009,1.24137931
0.023064096763031304,0.07874186588811524,-0.08754221645625547,-0.044422307006359824,0.11232799476913083,-0.0023535298877379604,0.052319236801086896,0.037931454020892194,0.04782735455552873,0.05340498951396962,-0.028285875732033644,0.048583079923353166,-0.044263982282059605,0.03037399058554262,0.08314175144326212,0.02527349176107653,0.0017634588588663718,-0.04757428961252538,0.019613746383004255,0.0689669485124021,-0.010858300488006897,0.07706432621814653,0.01566033727319785,0.04373389151492081,0.02418813354802935,0.07777051583373536,-0.023115797580309055,0.1823068382356169,0.005250433602736127,-0.079335704925325,-0.15270033895231347,3.165961789,2.619752497,2.892857143
-0.008614719427951178,0.009470510565088654,0.06507147597408336,-0.009797782986683769,-0.0264923636946984,0.02637374375445379,0.012189714838637115,-0.005605015063503829,-0.008348994963192745,0.01719429167044657,0.003271456173739261,0.027368583636003842,-0.012093148640352182,0.04901173187254506,-0.00841756145901339,0.008914865901455581,-0.019423548093025367,-0.005791046485293923,0.021916358230677977,0.009190744833154674,0.007298275973399252,0.0928062102799211,0.012116852725396454,-0.045519948590831256,-0.015938700400348223,0.07755549331965933,-0.009475899479630973,-0.017470359626428292,-0.0041973860788836895,0.028305083966938812,-0.04936072683424032,4.371789143,3.869590168,4.120689655
-0.02596507630078525,-0.022969485041129303,-0.1445123428982437,-0.03804785819883284,0.006038514042385723,0.004167715537399003,-0.014606152152683924,0.04199323596517462,0.03217017783119198,-0.011051756716342216,0.018016799087793748,-0.015429737370184353,0.053707818685822334,0.024669023942351376,0.020670915633001583,0.01410197743056383,-0.02266626989924961,-0.01982138906627228,0.034255442200494396,0.014361436998679535,0.008653733426223597,0.09188557735617123,-0.0031590064915551198,-0.0090077556013069,-0.010909073892035923,-0.006880687257624831,-0.016358298941463175,-0.01649049587884691,-0.0051681033235976385,-0.0707191512494021,-0.004033264028375707,3.312221095,2.887778905,3.1
-0.007228654009798616,0.03548887890652016,-0.13419715159863435,0.39586769123332916,-0.03206658399027046,0.028878852499254235,0.0015972026784399807,-0.04152649829730173,-0.030524108510184212,0.03679707497723511,-0.01089242820384096,0.018432054297171537,-0.032173263618007326,-0.26305093835955207,0.006856536843032704,-0.0004925654763263094,-0.0032573224934092744,0.016536614698188207,0.018511523752212086,0.001982827761466875,-0.008796667267437852,0.05772935238934381,0.0018443118570437272,-0.015495646609704646,-0.00657622978196045,-0.02684813936569889,-0.06883917246040563,0.016239543263985075,-0.0007910956267038753,0.03945112735953322,-0.06258897849718034,4.756993215,4.311972302,4.534482759
-0.006357154686245276,-0.007936888393153417,-0.05769198705513663,-0.00553983095151908,-0.013100341959109254,0.01669328932208519,-0.0029142632646197656,-0.0006496279259546469,0.011960146420870304,0.0254476066483451,0.0076912469973471915,0.022548302644239206,0.014506120449665934,0.02570489722510263,0.008799711749475018,0.012860681084631906,-0.017422259244719,-0.00655278554179541,0.021584399012835005,0.014633803658897904,0.001857476935660331,-0.07323865377945403,0.005410813210008597,-0.008211002396763575,-0.015794616274263425,0.15865582884156315,-0.004811661484763057,-0.01864785251175518,-0.010639996657378243,-0.02104511042269731,-0.011876116830283822,4.655644914,4.137458535,4.396551724
