fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,CIHigh,CILow,MOS
0.006098370986913325,-0.005132808963675325,-0.002805566377646523,-0.012907868796253639,-0.0017858625709942294,0.00662014166282589,0.004560578226127703,0.005908317361752585,0.0014346048114098216,-0.0007521348773534869,0.0009063234958842618,-0.002777454916605777,0.0017752932990895277,-0.006187708471635763,-0.0015048174697853006,-0.00424580312822496,0.002884699445167055,-0.0019668335668364457,0.0007921248083259149,-0.0037003978417543765,0.0029001822937874126,0.007784723466603848,0.006116091472934769,-0.00603138477977207,-0.007433182639069094,-0.00021213892106456257,-0.0018773509152131428,0.005804541480911895,-0.0054472418278653815,0.0001445589698969744,-0.9866540744494877,-0.005489339648177921,-0.0009744788908782662,0.0021053689385897717,-0.003042462987279642,-0.005904766076508913,0.009684249866274667,0.004198446775684164,-0.0009362983960098022,0.0020848629493620896,-0.0021465499377481584,-0.006584560250334392,-0.006294550766330076,-0.0016166928815107265,0.0045246788506172475,0.002226869824466386,-0.014727244129814996,-0.008374733473890495,0.010917301327470295,0.004869035400499707,0.0020608086595055117,0.002214489914231911,1.424230754,1.075769246,1.25
-0.005245867958922244,-0.03042230975532781,-0.009139068610883655,-0.01604225401292226,-0.024420853908051085,0.0007059828871036981,0.015364708067478278,0.019970779039698492,-0.024405417938603,-0.002411733149229132,-0.15238081093515707,-0.011650196061560212,0.014993980870357535,-0.009308491894030664,-0.01683216529100201,-0.004258338298508987,0.03438728656037865,0.09727259362822825,-0.027870270519282172,-0.018995358012018324,-0.009610738355015651,-0.0028045098144284055,0.019436275929354683,0.001071799168895396,0.01398516708433814,0.005656887609570498,-0.0025511951735843114,0.024080599419416197,-0.005296508474361273,0.036252685999620775,0.0030530625476271576,-0.01352242368982893,0.007639936790145853,-0.09110991137657411,-0.0009638309369299334,-0.051563147824408316,0.010416730160508342,-0.006886438605758485,0.009621388009630426,0.0025982069931637423,-0.006875435295488818,0.00019064426397954806,-0.01608790920386043,-0.005805074680903531,0.003958643085575522,0.04805778472003998,-0.0006633734773165859,0.03338099372092494,0.00040401591702813846,0.014242680595357802,0.0074807395142013795,0.005842009761339416,3.369995498,2.880004502,3.125
0.0033249582122121504,0.39171618256288926,0.0061012409827158,-0.005979201855806729,-0.020926808210352334,0.03636776517382781,0.006940839829658448,0.05502541958489937,-0.006355215433598387,-0.0007669647087603799,-0.030531460339111364,-0.0002557777007352136,4.232609761859777e-05,0.005718029092396611,-0.002325061622479364,-0.01353114879931321,-0.020006286454251423,0.01909597030485185,0.03158891323941902,0.003678525594377748,-0.011773834138640662,0.017173298858239847,0.005653414521106056,-0.009978290767091662,-0.03655786094405834,0.02045853705844358,-0.009327085525310337,0.017533722012729788,0.014776333357132708,-0.0022331322241395395,0.0057313291417301765,-0.005247282974836821,-0.013687244669406193,-0.004077858672232683,-0.014859028918324703,-0.06736826228005871,0.008359608457891706,0.005368801694170823,0.004599221193291036,-0.004195248517418242,-0.010028148754466117,0.0029703544256628523,-0.013641805843927815,0.008533745590844658,0.008831057798327643,-0.01563157895205564,-0.0033729714503312794,-0.00012992647368890187,0.015127035961635574,-0.0017001793985406818,0.03495184117877042,0.005167090708252665,4.804087,4.368326794,4.586206897
0.02634540025518333,-0.0407342957516661,-0.006000728360029713,-0.05675917260765756,0.0047031939690644845,0.02559503935428144,0.003923434845605424,-0.0526346302662363,-0.030070318587776586,0.022836920194643593,-0.09530383036066274,-0.0004626095096656588,0.0019232451522882025,0.04076659415402289,0.030190848314138763,-0.0014564499190994177,0.02149340584783973,-0.08168232737665004,-0.010917185250582195,-0.006873419451127487,0.020493568113191134,0.0016857089588591845,0.034586537249295085,-0.0014694549154664074,-0.035971847025322946,0.03465370617195059,-0.014862388372556675,-0.0029498365451417047,-0.01916226205130088,0.017297117982413557,0.015954731511146403,-0.024138610737579665,-0.025703231491893276,0.0636597504158698,0.0012037049571167317,0.018929634921391738,0.02868877997548304,0.034825418022769915,0.00991866059294142,0.01567488755586603,-0.024536345550461136,-0.008438123862750023,0.008329503512874693,-0.028831262079322233,0.005265173597609999,0.043817511473756246,-0.03864117481088663,0.0016369038465228283,-0.032473583491782816,0.011775617033597514,0.017720282376115337,0.003959422302764949,3.431346944,2.747224484,3.089285714
-0.004067604835571709,-0.006065379795904211,-0.005031825854380225,-0.002858173541689458,-0.012020659250495763,0.006684242652727125,0.00021599467387673575,0.005329946836741087,0.004083271303939332,-0.014412611439670485,-0.0016728151129742602,-0.004549944936271762,0.004628779042258287,-0.0013291596462560804,-0.005975186180567808,-0.002563133518126479,0.003021181152763689,-0.00032521162203064244,-0.005056277352677977,0.9692195044553682,0.005334872094300754,-0.005903371713033809,0.02040656113184599,-0.004636481336091378,0.0018849774696751231,0.0014007139935027092,-0.004326317143204744,0.015821785531949226,-0.011270770129319011,-0.00803883650029375,0.0037174278522692592,-0.011783054287685833,0.01645311426189058,-0.006205667463727874,-0.0030038902685534585,-0.00960376539419991,0.012151043492181546,-0.00023097755705445125,0.002277175174590457,0.008013872567650054,-0.002580000349322832,-0.005503239100740632,-0.01202680589376894,-0.009769704561398194,0.005297280143650851,0.01886948236949026,-0.011513786653862592,-0.003379103118561108,-0.00851248217041713,0.005735539719103025,-0.013553499397887808,0.0035952119359370783,1.384178612,1.098580009,1.24137931
0.0013148219483359279,0.0030961474591949334,-0.021008009444251637,-0.014939733256032237,-0.02374826830103767,-0.6969823719471429,0.010755009295339815,0.015570070390505397,0.0388512858608647,0.005489528183554255,-0.022328178189307425,-0.018712269179604803,0.01759037217553549,0.027919999751898388,-0.021904334658308693,0.0005708838676091485,0.032448465989591835,0.007865807139345664,-0.020613269251501688,0.01666750341887818,0.008778369971585381,0.0035609045739483504,0.023105564593739834,0.012107846949097669,-0.02299224242344564,0.05293910491019326,-0.01707166785225685,0.00047963808654542583,0.013989291279517639,0.002359919664830203,-0.01044063613901069,-0.035294764747448706,-0.009493491812659583,-0.048646553015453384,0.019482418781810014,-0.013996691919801954,-0.04807205778573922,-0.017525344344857124,0.018195032439080834,-0.0021414454409531248,0.01179788543673573,0.00746634446518488,-0.019465543472428286,-0.026208813577445027,-0.0037661342847659343,0.04640002389410292,0.022707000410734063,0.02363603825979293,-0.01784641733863757,0.024677509585337612,-0.012333762413030485,0.006041568939138509,3.165961789,2.619752497,2.892857143
0.01238107890523107,-0.03299946641217738,-0.006500353821075925,0.03241019270659674,-0.0068615546021036575,-0.001176995337910078,0.00044087244509210274,-0.009959169474937307,-0.0031824994289714574,0.012719484447648454,0.04591438348067851,-0.005543401157605024,0.010772404839354207,-0.004814494904099875,-0.032299168678031405,-0.007564338807658456,0.011956603412234463,-0.14094876832111344,0.02166399432084421,-0.008564314751162977,-0.0001187387239245343,0.01607072774571775,0.007547271910788562,-0.0129223274748321,-0.04848965616031936,-0.055028323940590144,-0.008689765835612241,-0.009321791632051624,0.010627802162928607,0.013816790499776419,0.008124148384368734,-0.0038021881809767,0.004999587795086986,0.020220742091480573,0.018953620317821326,-0.006910051261735825,0.013579349991100692,0.03943288869163338,0.011573010867458914,0.011540370133911628,-0.020851849905574385,0.040224103370322305,-0.02496487998945704,-0.012082864226178842,0.01002379215805347,-0.0334317964085279,-0.011371398153289644,-0.028990713329991626,0.008387691658909836,0.008388540750518796,0.006255975140509595,0.008883503997409859,4.371789143,3.869590168,4.120689655
-0.015627423786317013,-0.02503716649135823,-0.016831694630533033,0.003826987350788598,-0.03306146884231095,-0.005691803719412763,0.009310505860060082,0.02577149115193179,-0.025321883032232404,-0.01739416960861806,-0.017170596229770078,-0.012887680436632031,0.014743668494196407,-0.0037238071372691643,-0.04193253387109633,-0.005881296386506675,0.04901395426856786,0.0020264647435391816,-0.04385298830824797,-0.023177523332341833,-0.009030778290885298,0.005674676751990729,0.033140436401917946,-0.00041558855464754913,0.010791639977670388,-0.016958837797291067,-0.0035095601901238265,0.047478898696610684,0.009100403324185309,0.007017821465645056,-0.000364013627176604,-0.011146317403717848,0.02685305988681343,-0.18091125128071756,0.009247846313759208,-0.0702811137087691,0.008990039756661107,-0.022926146236999193,0.011443113171481481,0.003397506401048456,-0.006716785737084746,0.007172956156620922,-0.029139481248695243,-0.024275935248345898,0.0076501292044591634,0.04754464882022708,-0.0001346452389066803,0.033463907533822244,-0.016330628871140358,0.011155007431843802,-0.0009983024660121958,0.006220096369910226,3.312221095,2.887778905,3.1
-0.001688163056122903,0.2794629616427596,-0.00917821596360589,0.07367116740617423,-0.00679200080027357,-0.01047495793023661,-0.017318051085430074,-0.11389801030291388,-0.04444661857606097,0.02168916278192713,0.025799520531345103,0.0008496140131992939,0.029581518733157928,-0.008933023446901549,0.39383746483210585,-0.008366149927167594,-0.02679674040378036,-0.0010174782212957188,0.031721432768817934,0.005322323692212776,-0.029245353430357838,-0.0020105128165881863,-0.025867301421455678,0.010816357666962094,-0.004166460155166118,-0.04954211195925794,0.001157730969963818,-0.029232207487922622,0.13300076922820994,0.03999539377474469,-0.01599457715554088,0.0034489008162524822,0.016768651960364245,-0.04687082046129794,0.09899168941935768,-0.18744688376643256,-0.015919745487841287,0.0168235459121966,0.01363548802393994,-0.0018588744395596551,-0.028279620583762294,0.06439104385806155,0.04835036188172355,-0.0002463212158952987,0.0075374084957595625,-0.03259752178274562,0.03941836741912448,0.004460885150451577,0.008588014763545912,-0.008849524226264758,0.014119282394970309,0.0032726068274623234,4.756993215,4.311972302,4.534482759
0.002776788434781821,-0.03267343225552063,-0.006858650162950267,-0.01521585641699269,-0.004129218621871263,-0.0007466480188614185,0.009320664684402517,0.014400445564528047,-0.017432127578769396,0.008835518972509122,-0.18628413108038278,-0.006563091705560487,0.011251778004771432,0.007806756089886174,0.0026491581857296265,-0.008433638494491094,0.012425772836063428,-0.09558134082752343,0.014969683212190135,-0.00924815862050523,-0.011966835983792399,0.013491443644307786,0.02119356861105491,-0.004145975996294973,-0.03634718439202346,0.005130229114879619,-0.013364679179860844,-0.0021787901679287537,-0.0017246192167547894,0.02486616313586611,0.007196330706361221,-0.01171740725069883,-0.002015535010193588,-0.0007941458670873773,0.005066011498835826,0.0015623849936452017,0.013204651280016686,0.011403182076287693,0.010331483796579409,0.008788849609973918,-0.011576810045720273,0.007733463866700253,-0.01525762506998154,-0.00960530787205382,0.0016014718090113043,0.020596610937486576,-0.003007519332626034,0.030408651812838337,-0.011449292431374065,0.010359269448474925,0.022859186708526883,0.006125237125853697,4.655644914,4.137458535,4.396551724
0.04765761979045564,0.004387400407290225,-0.012747925754786433,-0.006500774145486709,0.006179203326884394,0.005975572530624066,0.008044510543403827,0.0178567093408759,-0.05179395618168507,0.009903745245804467,0.09384977366726006,-0.0050419713388285105,0.03460376550476881,-0.04145635365332709,-0.055980264909764904,-4.816232089341342e-05,0.04358122293561721,0.02713610483914488,0.49603684072484416,0.04825917211243113,-1.5271250249064916e-05,0.017532538689410106,0.030735317428370684,0.009863121683814965,0.030977631599691184,0.025628198024115645,-0.004901906887312155,0.01369038176470824,0.08064173140588288,0.0289070051424353,0.0012922194284113544,0.028367898311993378,0.03454501099890719,-0.02055756268380799,-0.054395254157786885,0.017178429198562592,0.005079509565091797,-0.09204217927544174,0.01544177322076886,-0.010066826492593287,-0.008880037534178644,0.027633360689789745,-0.00471804342673484,-0.007873126350593333,0.0009945136864325558,0.0055036767367367696,0.06303259675713928,0.03825270779610963,0.06294238906213472,0.011674990814881318,0.07314417443203976,0.0005216658895289911,2.970983131,2.251239091,2.611111111
0.01769826512586484,0.23916645995372313,-0.010025690655772614,0.01620280520158228,0.05540803448442507,0.0033206298060527036,0.015538684420974603,0.04702335161334237,0.05407045604970466,-0.004843963817334267,0.03969807568774187,-0.009070841157004246,0.009836592033485858,-0.026166948380651058,-0.03928386894387618,0.005494541659549175,0.1392095461802691,0.02470625393339341,-0.02385896863548768,-0.04431483846866036,0.03006428678753364,-0.1196175846293681,0.052304447110811454,-0.01116779761001196,0.027859960949530325,-0.021490503997593433,-0.020960032589665317,-0.06416552894649467,-0.3539518571437692,0.014106337013449674,0.006601015020027095,0.460747595727746,-0.0047140938168559795,0.006592212793331914,-0.034188149215053636,0.03518841427666701,0.03979435883013462,0.04390470515418338,-0.0007349711547987029,-0.0007387409865392163,0.024429170936618845,-0.05715073690802732,-0.03081561744004843,-0.011448260807025693,4.109383698859906e-05,0.04720181500898021,-0.04754851528385612,0.0183405927996104,-0.0019020437914704122,0.012192289713890346,-0.030042295467614655,0.007673396542430567,2.686788331,2.05395241,2.37037037
-0.0396335893361621,0.2740652278954384,-0.005919297890363178,-0.03440485707438098,0.01147339253880145,0.05363606358126744,0.007393374943730478,0.04001647975273708,-0.09849974257734906,0.0019096747333250507,0.006186957486237693,-0.0044998750544211225,0.010639262348265871,-0.004648511469483701,-0.017991705303259175,0.008515948879717388,0.028205393920033385,-0.06353219131723871,-0.039154373152782584,0.03726324495835401,-0.018404724776687517,0.01345817773110962,-0.06944227301744695,0.0024412542069955365,-0.009136188906522132,0.0060597457095412765,0.013666047736469428,0.015795141137343285,-0.006191449648380173,-0.019110829705290815,0.010050609602400602,-0.019153054415647238,-0.053876769828154474,0.03233510842813299,0.07070104221280368,-0.0006187055836300269,-0.001035468848804263,0.042393438298749524,0.016970061801120654,-0.002608729535232478,-0.01282707901107248,0.037624038376588384,-0.02871516144998744,-0.009397270298488126,-0.009965225785276694,0.013195103695575236,0.026784012182668217,0.008784096449013254,-0.031879875850589226,0.01603628607240692,0.06692448980130995,0.027208320200897106,3.044920759,2.339694626,2.692307692
