fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,CIHigh,CILow,MOS
-0.0044772635811025155,-0.011890363977514556,-2.4721418634358784e-07,0.008338565907184443,0.009993956018420184,0.005640371221017521,-0.015996857851230502,0.00853618069145655,0.001917397537610371,-0.0002248202782857195,0.019890192566818465,-0.009569558204823334,-0.9572356350333159,-0.011241322769937284,-0.007044736605892036,0.00931192578486272,0.0008066319701845072,0.007507109275483215,-0.017486887391853365,0.01016448076891716,-0.002245278149549315,0.022936271593356632,-0.006418916445116731,-0.024896162126230154,-0.0021242894738663573,0.011567169999628948,-0.0062589333960766285,-0.003071991299420336,0.002572685103627369,-0.0051692091830183,0.013523266728446868,0.010264999831535872,-0.004654792917133174,0.023816348183428298,-0.008714945968544247,0.01394234185077679,0.0023762432415596942,-0.0006590249402370752,0.01158955808065149,-0.003166724695003503,0.005026204625785015,0.007208563606672485,1.424230754,1.075769246,1.25
-0.026399666864946124,-0.06269540324075133,0.0038272240708413265,0.02529110048012306,-0.011118664993324407,0.026868244626246856,-0.009860175540441805,0.013345687112804525,-0.0011131887318614332,0.0036678176199044566,0.015720945668843595,0.03510570028419806,-0.003817486382654191,0.023946807947065267,0.03752539763670354,-0.004003882859720312,-0.11211014292993773,-0.020014498615483996,0.09705016410811088,-0.11086355296223972,0.006352559354792293,-0.013367052740457162,0.024560784911052066,-0.024815198648203564,0.00415688634259922,0.004454554406307304,-0.00053710246437899,0.01632065157756063,-0.0252392010439796,0.06216832419247762,0.004420854549789618,-0.00340023898958571,0.03116366306831706,0.010879870383555637,0.007188631125047249,0.007657283292835777,0.005040079337075287,0.012494401492526296,-0.00800304772454925,-0.0018965498059144554,0.021369086006766087,0.0024844866729143433,3.369995498,2.880004502,3.125
0.011916307496973111,-0.020280691742217936,0.010522789342936337,0.0007435808801701582,0.0115022625408397,-0.009724410278589264,0.005340248106950087,-0.002124701156735741,0.020782920477533072,-0.0077793667075938275,0.007019381310102366,-0.037111453534562945,0.005173941376268241,0.000937688515220876,-0.007822434461079483,0.008681603875031255,-0.06674882149644268,0.00018961957686491757,-0.033289419361711814,0.050204562863383415,-0.02146151301778877,-0.0032558089777270033,-0.009047464734935567,-0.007701458329487605,0.010681490947507841,0.0030109257234785624,0.3791694149772422,0.02950350739250303,0.010809440619850182,-0.0011308104281233162,0.021596852671754464,0.006969012270029577,-0.003001944058275613,0.009616376857783712,0.012664218401419415,-0.00389046407352393,-0.0007837458165567544,0.014343550643968335,-0.006376997034882055,-0.013668899996033792,-0.0016732956568560728,0.012891590356963998,4.804087,4.368326794,4.586206897
-0.0047640220038142975,-0.042036797329509386,0.00794649825452525,-0.05547394536342934,-0.03610575529339619,-0.008614170786619553,-0.010501615109093851,0.0025856734449990863,0.016860056653944175,-0.013465858886374776,0.04791079649960328,-0.026071036206599552,0.022434068190821013,-0.017148940947381376,-0.03732055596836355,0.004391239845324513,0.026058532280309108,0.006949811491469536,-0.00827653075879526,-0.07124353149065318,-0.027780675539311933,-0.0068764371304133876,-0.02185574263141018,-0.03155862305799877,0.03577408973261871,0.02124460545520678,-0.04244548770752458,0.008863152264897207,-0.0842472489495778,0.021216687450061843,-0.004526329056991795,-0.015654414378758724,-0.008048867063580135,0.04143134136410419,0.0231691447491476,0.03312001647904601,0.012953135312310087,0.003699745125723062,0.004727044871444204,0.010710000899893355,-0.009549796443610304,0.009774810188060628,3.431346944,2.747224484,3.089285714
-0.012173336908071038,0.005425626937914114,-0.006259539674895598,-0.017819832622223062,-0.014730659008216213,-0.007243074943512847,-0.0015859223289719406,0.013449514696418753,-0.02408838714756509,0.010458755228562398,-0.012425172479276518,-0.01807581875543032,0.0038551599415923734,0.01945630715752575,-0.029771579823098575,0.03079009207399627,0.00022279846373283302,-0.005228772249312767,0.014307496734842488,0.01830261424301847,0.05510896547701802,0.019546203428775034,0.005967684035429508,-0.026480554939700664,-0.009607849237355236,0.01720478760935254,0.004018084117971709,0.01405334973572793,0.0051857531677445235,0.056851552992001,-0.04690329055974861,0.012367767085437378,0.012480632598584632,0.018188999198514754,0.00115821891783989,-0.004447480674674198,0.005915278438601994,-0.00450187295211702,0.007103368732798981,-0.010770701701604636,-0.9176774794872963,-0.007158278849453546,1.384178612,1.098580009,1.24137931
-0.35390182848125995,0.0064176692777009724,-0.009262239909125962,0.1712506869192812,-0.05662704393389801,0.050887105480189265,0.05148172020379842,0.015227210813588925,0.10369017873443205,-0.0030086352343893993,-0.03292751818686746,-0.019494568177205088,-0.04317849550616378,0.014597260419420287,-0.006089842019856209,-0.007082514245484167,-0.07429043844261407,-0.009027243229944753,-0.06627706294378971,-0.007344350824369569,-0.20608291849319094,-0.044320474816641295,0.031684338928829936,0.09502149412256375,-0.08522297300903404,-0.07598569588193874,-0.0002799619903420878,-0.1480267572882858,-0.010735795385472108,-0.05366916459643816,-0.05113737013598949,0.007834617740903906,0.09229374714245876,-0.08502596476058788,0.08408655067107064,-0.03740859437231393,0.0013647685158601883,0.01741447250619761,-0.1478952325446113,0.05739127045847064,-0.027206427200708257,-0.040293499741816,3.165961789,2.619752497,2.892857143
-6.404433991808416e-05,0.021790714250874005,0.005717829169114452,-0.014477303224985647,0.000838629801198328,-0.00834908084056369,0.016962410699782236,0.013917005743793254,0.018701114617908007,-0.011287453526803166,0.03549446272168923,-0.05040833135580564,0.016631921129202157,-0.03433842416990117,-0.01614937204519645,0.012563064058637424,0.04433346162233713,0.0018447738808364741,-0.04489301153063068,0.1016469320660015,-0.022362803176206633,-0.007735876313215871,0.0064509753508385755,-0.017131630225556055,0.015226245895503745,0.030095066014104624,-0.04942558785617116,-0.008031784282286101,-0.04930105259775077,-0.02961149246910835,0.019409768548270454,-0.03923939389171977,0.016092390691630383,0.019865397544624606,-0.05722323921078143,0.004989647594093307,0.0060894446768826,-0.0039010770340304,-0.00972125678345212,-0.01876322215376081,0.004309133475914027,0.015275168707836857,4.371789143,3.869590168,4.120689655
-0.029704928889926888,-0.04349270345512807,0.007030781298350741,0.030053143930091907,0.00829842073518177,0.032273059147367514,-0.027852246957464136,0.011025901824441731,0.0064422154563142965,-0.0014659444224023536,0.00452125436639881,0.03788565933634956,-0.010165921852060155,0.018156484501286416,0.047960145616803826,-0.005791987380441154,-0.10819004560039774,-0.02284220546984896,0.11080233487027474,0.06556982407355776,0.004727129137554769,-0.020378775322298783,0.03357002253041568,-0.018158849770582616,-0.0020423345451731157,0.012601721171716818,-0.023635711654416053,0.021804910834922794,-0.07236948606605748,0.043315639393867275,0.017937213366464345,-0.006273684415613808,0.025870293132475165,0.004868312821247644,-0.014473368467017956,-0.003533594829538965,0.009495639370691622,0.011799004292118213,-0.014753592994943582,0.009021261606594723,0.016211565900728385,0.015212877282104902,3.312221095,2.887778905,3.1
-0.011674121570342668,0.14367676428886478,0.011189569913938274,0.00413975732504639,-0.041475468970105005,-0.02321958093654258,-0.007900589927511827,0.010375035782163986,0.009789331325452347,-0.00629974703171461,0.02437236203171996,0.04171230605921798,-0.006729956889800196,-0.06086766875309104,0.03036149586764322,0.0037849192042128405,-0.15914840790320345,-0.012777554140332367,0.0004207600294705967,0.05445308948325129,-0.020791991832109186,-0.014504891571635307,-0.37341387379210295,0.02167276034723731,-0.00011615716051989522,0.027948966534793777,0.2977008763742279,0.01048650302184231,0.021264926093446476,-0.058919352415780085,-0.004210231330997985,-0.06005964408659487,0.009528072452710841,-0.02837520201544143,-0.04144173077031759,0.0365266080623058,0.0045679805189370384,-0.01693060883879634,0.01629949568773701,-0.023473818218578867,-0.020690204945606385,-0.009707248019766444,4.756993215,4.311972302,4.534482759
-0.01878770804151714,-0.03537635679574517,0.009276705844977312,-0.014988656221242631,-0.007739853132670616,0.0015893525289975548,0.011949728395564184,0.01594454133072812,0.013733275513392894,-0.004087091962932453,0.03412161456803132,-0.026939506322853777,0.015319627625854275,-0.006039346654697011,-0.005349017529473973,0.0033492141580178532,-0.021739065307401478,-0.003547163014757296,-0.008106117733457234,-0.10237832162009897,-0.027392296974073894,-0.002651313272717162,-0.0023635121951903625,-0.02547255463677843,0.01122284058497551,0.02373627002616841,-0.013393524036399854,-0.006231682809517939,-0.1489615814739938,0.023461756687449736,0.01572946783840527,-0.026231401145643724,0.022986194489892114,0.026872667852632717,-0.007656087697057178,0.006056091390222989,0.006712998666966267,0.003302517834883967,-0.007397634591215517,-0.017574863798361148,0.008261922830556469,0.0031230508802720415,4.655644914,4.137458535,4.396551724
