fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,CIHigh,CILow,MOS
-0.012216826827719653,0.11685451402724673,0.1950440875865928,-0.026569993778594262,0.09538795616174861,-0.004574324387839471,1.424230754,1.075769246,1.25
-0.009376911809157956,-0.04726178831192914,0.026147139242556263,0.09092641399707273,-0.09780990626564356,0.013446996065330978,3.369995498,2.880004502,3.125
-0.014353804560285581,0.0481742338890287,-0.03267314797009518,-0.1949648404817608,-0.16496007360296538,-0.037660210931859624,4.804087,4.368326794,4.586206897
-0.007996154565614146,-0.08646839139359357,0.006406685799045753,-0.022032194082014095,-0.02812686788193148,0.006921276116489698,3.431346944,2.747224484,3.089285714
0.015848047081368943,0.10513804311034625,-0.04178947444564054,0.011188799811370387,-0.09339958906267694,0.2129127211242626,1.384178612,1.098580009,1.24137931
0.11960796405536372,-0.048186032570328996,0.0670398310631986,0.0697800374386984,-0.09542652298527443,0.04953260934715725,3.165961789,2.619752497,2.892857143
-0.01206292273042167,-0.062350598250061284,-0.0024667883069654315,-0.041614306219263715,0.033911868711923185,0.004241099581648003,4.371789143,3.869590168,4.120689655
-0.009443440341701219,-0.046576539804498114,0.026027135978223846,0.09055319612525865,-0.09808199355911457,0.013309627864010786,3.312221095,2.887778905,3.1
-0.04516899838652777,0.09728265994938828,0.05990275255306505,-0.10987511110565379,-0.1481743549019894,-0.3321366917500485,4.756993215,4.311972302,4.534482759
-0.005221517714068676,-0.09203901930771251,0.011854478793224602,-0.012582283931624633,-0.09701171477240651,0.005547338367164231,4.655644914,4.137458535,4.396551724
-0.18701251184418236,0.058938114072895516,0.06028493708650923,-0.11673381783664954,0.08008293338030573,0.1295358157400119,2.970983131,2.251239091,2.611111111
-0.016518582975191685,0.08254865647852372,-0.3181511308397353,-0.09072423752636344,-0.041501451459071415,0.006855323477843938,2.686788331,2.05395241,2.37037037
-0.01421890354000178,0.011285897444584634,-0.03032436421521116,-0.1812888663032259,-0.07969682425991885,-0.026970860972666606,3.044920759,2.339694626,2.692307692
0.27988198393441255,0.0750913515635604,-0.19698702743151456,-0.010261698009197144,-0.08969039350689059,0.10721225404596574,3.95457961,3.30467965,3.62962963
0.058943435747295624,0.016551084669351387,0.032538641177685595,0.05593555763177554,0.0964556181886831,0.034839926097626754,2.576073139,2.123926861,2.35
-0.18615945326144154,0.046685627917615366,0.06253561724858889,-0.11005563213502673,0.08480402269503572,0.13221900597377834,2.728516741,2.054091954,2.391304348
-0.011956462337997733,-0.06392891791759472,-0.0021757328409373676,-0.040753669993113924,0.034538140323006394,0.004591090718688378,4.23399043,3.535240339,3.884615385
-0.016462730244708058,-0.032315148205751265,0.0005691994775522787,0.011391818688968703,0.10306903647882149,0.009673616572973848,2.558665314,1.941334686,2.25
-0.08082416310700484,0.02464405480460813,-0.025199373930400292,0.0858857281846578,-0.09871099379080277,0.07223366906794543,2.137035504,1.690550702,1.913793103
-0.027622440499156055,0.008707910147183456,-0.0780259337529351,0.10019885661658091,0.06039110251669558,-0.10323123398890263,2.303374142,1.770699932,2.037037037
-0.005288022527104752,0.282673182658537,-0.0008306434129636233,-0.015407837001301543,-0.10129187887909125,-0.0005359619942517594,1.471686809,0.994979857,1.233333333
-0.011087539370448965,-0.015943341186453373,-0.1909296671318008,0.026385902359917366,-0.011289087277848917,0.02463319552532563,4.625796982,4.159917303,4.392857143
-0.021323420203425376,-0.01699028219828796,0.043875011359446804,0.09852995369852012,-0.028714043217165718,-0.0679764595154919,3.28166657,2.785000097,3.033333333
-0.03555775490417935,0.0036248967240054375,-0.13547780415740573,0.07762101049563253,0.14750003585977423,-0.16401396273961572,1.786571514,1.313428486,1.55
-0.014399882393011031,-0.056936199443648895,-0.02664085214956713,-0.15700061426373704,0.08899800388406347,-0.006755361500976283,4.400800178,3.806096374,4.103448276
-0.016633797962983636,-0.011462936765742577,0.010702113531676707,0.05856619312283502,0.03075526355237988,0.010797200974446003,3.448905722,2.930404623,3.189655172
-0.020070722294769038,0.08034341788983539,0.08518715350378098,0.0505985678520468,0.09082299867731802,0.004675374119163195,1.659640274,1.271394209,1.465517241
-0.014431154423418332,-0.05647910511756561,-0.026725862999686784,-0.1572508960261214,0.08883089782915446,-0.006855985015270413,4.392735837,3.814160715,4.103448276
0.27395363749790047,0.056154145806778924,-0.20679199838747978,-0.019228147927597666,0.13101281216893376,0.11918994342515807,1.965763382,1.498522332,1.732142857
-0.021955407076084267,0.0025580953913220497,-0.03444874336229122,0.12309989329345361,-0.01832900418145024,-0.058783686641392024,2.518109498,1.948557169,2.233333333
-0.01666576915007228,-0.029632998320998374,8.246422469461956e-05,0.009931513820472554,0.10203809048564792,0.009099162656679812,3.636244181,3.018928233,3.327586207
-0.009914727730371923,-0.057964966504562905,0.014153328887363604,0.03822378336009042,-0.02944750795509826,0.010101593706755967,3.91045444,3.503338664,3.706896552
-0.0997281048089449,0.08772429721073163,-0.0223250261877232,0.06274147688316437,0.10037424054592169,-0.011090234593019721,1.945329132,1.488004202,1.716666667
