fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,CIHigh,CILow,MOS
-0.0034957604244379155,-0.002096941340368342,-0.003152251799610255,-0.003022291194579821,-0.0027377200226213695,-0.0047539698210588,-0.0038360284071043615,-7.720351644723551e-05,0.0018079389126916523,-0.007430342154925901,-0.0008080978556358673,-0.0007208992669241706,0.00130450475709207,0.0034351329700368725,0.005648021069668988,-0.003657316245168038,-0.001227931359681957,-0.0007061482536029845,-0.0023970245727015322,-0.0008230819220405927,-0.007499449106681938,0.0030440361781429856,0.0034442153646134376,0.00010194302580948462,0.005520147219750875,0.0034664036156317082,0.004792639613525601,-0.005571009697945027,-0.005318030600546315,4.6792383692825025e-05,-0.0036608892633092694,0.0050233417793565955,0.006832615282090311,-0.004170384520678556,0.007107419823322255,-0.0013961597310966042,0.0006625695455158076,0.002839982652074431,0.00380996766723402,0.0030835377410833075,0.9910552662116574,-0.006301697445281588,0.0025970291571331427,-0.002089110425886491,0.0042376521375999945,-0.0014078160828409631,-0.00453196368640896,-0.0034485899370434404,-0.00425082177352638,-0.002297709368695501,-0.004667781694922662,-0.004697296384115481,-0.0029909710587621755,0.00344173108486398,-0.006450753985545006,0.0020356400459027113,-0.003363059019629367,-0.002455184356109448,0.0027522554222792666,-0.00742618108758907,1.424230754,1.075769246,1.25
-0.040187351167269444,-0.016504772761965977,-0.005076690255271773,-0.01453944914548805,0.014824592298650461,0.0006963472000157374,-0.0016950322764982312,0.01615186180837423,0.14819322617566558,-0.013546491538716489,-0.01256543370144125,0.019052090778929515,0.017884921991413734,0.010758467717929404,-0.010054334815164385,-0.01817046093330179,-0.05355669790760707,-0.009399952303039241,-0.006304036806190394,0.017999988127412884,-0.00905536612599042,0.012627916380364878,0.0020595823715720244,0.01179078474381883,0.03408019143399141,0.001259031463400687,0.010569767006747067,-0.07705979844300213,-0.025348928808285123,0.016675159086267766,0.004384070927729515,0.00016116996706706254,0.02505649580745958,-0.01374652187498841,0.04565759869118939,-0.041767657279395035,-0.019371933521768303,0.02200904508402191,-0.023097803892491397,-0.003428222625002912,-0.005367146700280485,-0.032925348535250795,-0.08954086135971226,0.03834579589326036,0.0027923648317465647,0.008032300718241205,-0.014498556906942933,-0.01469964407656605,-4.752628903993028e-05,-0.00381339207633112,-0.03306955817949196,0.07527574028130722,0.005840298828629308,0.028524595482502565,-0.03426722477850164,0.10389986301888589,-0.011306810671145869,-0.018558421295030172,0.004759891752008155,0.012440465778071291,3.369995498,2.880004502,3.125
0.04174490235518852,0.012442765106125622,-0.008124737353681761,-0.0021079027560954654,-0.028066033908762323,-0.04778701895311159,-0.020180479013378726,0.031638665378666116,-0.0002169190939532867,-0.01689427067181687,-0.022972726846053292,-0.0015844937958204687,-0.02157793505314739,-0.005011894469630323,0.0005100944317122504,-0.006648701729087731,0.02114970740216415,-0.0074727005933335755,-0.007835552056569097,-0.03280120114487784,0.005105034995901633,-0.0012504706982391738,0.015951271772639195,-0.023172907768664673,-0.3894290888473969,0.01059941217433515,-0.0018713109758278054,-0.0623423106683025,0.041448025061997414,-0.0025179241757200973,-0.03270057598967634,0.015055469264439129,-0.03712680812648085,-0.0006490106628646339,-0.0571738880097007,-0.04925252362438256,0.019554961028305246,-0.008073325928043102,-0.09185989545252153,0.00024324041853097356,0.004251705491637459,0.00576888702613071,-0.04755072525794352,-0.0372187268486718,0.0037670699199371174,-0.011477865360886347,0.010568738034322747,0.014599077612430756,-0.011671027333911559,0.02212826823937921,0.022928145530822282,0.021796307257784458,-0.03176558250866658,0.0259060724533579,0.023091736871134205,-0.047480522052746554,-0.0017456560991628172,0.006842557943974547,0.037836983333994156,-0.043600064016094016,4.804087,4.368326794,4.586206897
-0.014820151454696803,0.020902665971479256,-0.007174326153347048,-0.01188377158459242,0.001811923979018967,-0.049588969529256496,0.02460608609228758,0.003776257089551683,0.11414633849791904,0.010944860186636773,-0.0007845665590465967,0.02768738433978096,-0.04772224623253381,0.012620405686536242,0.03657495933476789,-0.0033853055658902413,-0.05508513280224996,-0.012385555587825475,-0.010351513456295546,0.007456546747590977,0.04527411392652005,0.03741592310680805,0.0032899884576404886,-0.01022851854799375,0.026133639560237426,-0.023445962257599377,0.03538584120825099,0.0043560116711334205,-0.03163532376429502,0.01963527598803325,0.04571469284709418,-0.003545653437060137,0.04189906387578092,-0.013687481802403312,0.016644890577184497,0.03395317436138118,0.03897765322365333,0.014166367044696657,0.0570195329036093,0.023356746838054197,-0.013112716319029594,-0.08220084260992912,0.002169391089393733,0.0056907220587034905,0.0029373670678766255,-0.006845947875248874,-0.03367274988834804,0.02838745598375919,-0.00844346869086716,0.03912463756404738,-0.03430782703200768,-0.03144474962046896,-0.03125456656965418,0.0009013700764862652,-0.026747915803534285,-0.09586666317784195,-0.0002731488901892249,-0.016160842440692106,-0.0015780357859068723,-0.043025854126000206,3.431346944,2.747224484,3.089285714
-0.0007523935691210743,-0.006649535677160241,-0.0052331929024096654,-0.004010935592049335,-0.007169815726431249,-0.007542328903701929,0.0017850937594739485,0.010033322143330387,-0.001516843567163451,-0.01133928232271773,-0.00024353384520975864,0.015007270631300581,0.0007660963748241283,0.0035049909844431805,-0.002506909071325864,-0.0009071210578562797,-0.019816384204354956,-0.0027211757969666855,-0.005820690813593638,0.00531912392112619,0.010170787450389285,0.01305548882289527,0.0008687336092587487,0.013408359637708625,0.00715747663589038,-0.0007431851022041167,-0.0003107587523905573,-0.003747227372897603,-0.008960285157238974,0.010693036052807295,0.00044855343730404077,-0.0063738828695377,0.0028942589333928598,-0.006125380633901176,0.008182107505902012,0.0054406895341500856,0.012688442865535245,0.0064858556972769805,-0.0011412884988545328,0.002969654491549166,-0.002459660427683469,0.005139607330531211,0.00023999430355970146,0.0019641030294089337,0.0015772714381425254,-0.0011147122312189846,-0.005770010324951026,0.005242867806928827,-0.0026038243749917462,0.0021660109369857844,-0.004335782010834733,0.004409034029842636,-0.013504298076502734,-0.006388833030738128,-0.007925821974487037,0.0008896767945256934,-0.00547196779301488,0.9742691119986397,-0.01003455749274593,-0.009547524635142511,1.384178612,1.098580009,1.24137931
-0.01831598857150502,0.15819609402033505,-0.02464068499050219,-0.0050729039255328,0.012201789585473518,0.7301984119168713,-0.0025088617935729598,0.0073727069859609775,-0.02026792409209819,-0.012599338699753009,0.0583147782247624,0.028671295644605042,-0.03215773990881328,0.007325021667082514,0.014072288505332032,-0.004277804004394483,-0.03159223788698459,-0.012188633390143604,0.009217157425094177,0.008624824878917229,0.009833892044322244,0.003046135717856043,0.0014248075287449052,0.022181401588997323,0.0008868192373959624,-0.00704694044780103,0.04520379004294909,-0.029473738928121586,-0.009464263491602757,0.046033920231964516,-0.04176553876480603,-0.025933405287618675,0.018983165917401783,-0.01492358001336125,-5.264621486398205e-05,-0.016220964677408353,-0.022895833127111187,0.009574581414573024,-0.049452736626667805,0.008232064100124632,-6.63269762392843e-05,0.06093217216770973,0.07511789336097696,0.07316091714082679,-0.0005168478316220413,0.03824736801259612,0.02647859798761749,0.047730810371793025,-0.004117854051988564,0.06532051919401195,0.018846291242445468,-0.004261782704281321,-0.023188660028031598,-0.03745017888024896,-0.029974889088036694,0.00945899351088711,-0.0028303155377584926,0.003527702904964274,0.00012055257114547985,-0.012693066511936642,3.165961789,2.619752497,2.892857143
-0.014477572545928737,0.006245830222965727,-0.008578679400015934,-0.004958643831496456,-0.019294553923881443,-0.010992018970484775,-0.000344053832075149,0.004922861593506704,-0.014882631954231238,-0.05096035587101906,-0.008602388248230983,0.012976136832918454,0.016429768890543605,0.006494383067506316,0.003072403522932145,-0.005544921180257679,0.0248594627280152,-0.009681358661343696,-0.02347270654671395,-0.02141422982227128,-0.02836826570697224,0.0006645750484504116,0.00803507134619131,-0.00814670769765053,0.03786039918526306,0.030724971916947813,-0.021418554579330323,-0.02696558520266713,-0.031211799854733966,-0.005106503899872787,-0.02782875949289983,0.01180360827358187,0.002605022396774739,-0.008054573227941538,0.00017600201473215793,0.02552194148160073,-0.000490507919238017,0.015331751039128249,0.11059716922445524,0.006346538498041542,-0.01421995013085788,-0.010470145676371442,0.061128832548176665,0.004292371315880704,0.012895757547129485,-0.009066914169046992,-0.02385015944156614,0.0025387025871465895,-0.007213555918983411,-0.051824709448512904,0.00933544847046328,-0.13787437419773757,-0.0013864400396840482,0.019075797315737764,0.007429600238525267,-0.001897967023472085,-0.008187767499740367,-0.004893524426705742,0.007875002940475887,-0.03378467821948533,4.371789143,3.869590168,4.120689655
-0.0236351455262024,-0.03227481592163651,-0.006968840083802991,-0.011642472356996027,0.007832692659944273,0.01944525482462787,-0.004149258301770664,0.01756860104781675,0.026486250671760345,-0.03537793254002775,-0.018487802937616073,0.01956641461933595,0.015145912636070636,0.013580793893044167,-0.02087834958335038,-0.012727971835244217,-0.044544932842444256,-0.008892157279005422,-0.008898763328464785,0.012820005852755086,-0.006852815995208882,0.018822603117766325,0.0045200480350711504,0.012810077130882669,0.03398915035881592,0.014247463126631107,0.006865972607474284,-0.07756756013022914,-0.02740814078274797,0.028002048479530996,-0.017984269159541717,-0.002995469411189643,0.031911874425931554,-0.010661618405149726,0.03300877358112561,-0.02264433586136116,-0.019663229556861988,0.01402477629721883,-0.08185055096372197,-0.004893298312978982,-0.002415054409090088,-0.029534733184442438,-0.08595340072789927,0.04203166892210959,0.0039385263630958185,-0.0014084099944143013,-0.010809380959793743,-0.007285927499308441,-0.003825674468878039,-0.025441111601591754,-0.025594057774461026,-0.07397902038152564,0.017287637819160616,0.015705164688165997,-0.02470202769114664,0.14449531103444677,-0.009868552420960144,-0.01745743425480578,0.003369303617993785,0.009387017646738943,3.312221095,2.887778905,3.1
-0.06794395593286497,-0.013445690635537494,-0.009919389925033401,0.002472540108135663,0.48228105949224137,0.02923374129117823,0.0029924184148196766,0.0012962640395263833,-0.03109512521512407,0.026027343595580694,-0.045784550114829466,0.048300871656133774,0.027176282489406473,-0.0020033161150134174,-0.006036920992765372,0.010512650341233942,0.038798065391006116,-0.008278464321303055,-0.024847057619689517,-0.03668525642756859,-0.00028617505542675406,0.006771155511214438,0.008139498188763365,0.03336478884824299,-0.27510569703381205,0.004828731839156445,-0.018162940455561112,-0.19306329898959343,-0.0037394820048475804,-0.045512168620286286,0.06808623207461083,0.00998219792616774,0.027979135749367858,-0.007372390002573133,-0.015072323095230516,0.02231654495355077,-0.015696509925202162,-0.0012608059641505856,0.026562053218993412,0.002543819765429706,0.003659301635438894,0.10281105456497065,-4.5375358387794856e-05,-0.043787077301796616,0.0014630951726257405,-0.053850414337917714,-0.0005940345032566809,0.011388069609875994,-0.006603043610586588,-0.07391605055487703,0.025221701784878637,-0.0010682424316438863,0.009633563113007457,0.024299405138782735,0.050732197513994534,-0.021020686611731024,-0.00791579265440276,-0.006519518578741341,0.014382270343324607,0.02277307415405508,4.756993215,4.311972302,4.534482759
-0.0012346018510548575,0.00012845325695305635,-0.012503193167649591,-0.015289351022582416,-0.00470613309161674,-0.01294017771297474,-0.01142692174645124,0.008154988205323793,0.1974843000161108,-0.04051452625730734,-0.006402772890565658,0.011232638551126647,-0.01085410089168897,0.012457312160833867,-0.0014683801098930136,-0.011784013091720507,-0.03364967519848808,-0.013164291207574742,-0.005692656676637253,-0.0034902176644738578,0.019501669385787082,0.024263586718306696,0.006767855430961402,0.014939733560483741,0.03633123333070836,0.012274388895641945,0.006316448371030575,-0.028345463198865495,-0.006892764411584403,0.014767546107027666,0.018652810162941225,-0.0019982772684849336,0.01770203506889351,-0.02053971964416043,0.002311102450666687,-0.027092575100726993,0.06048305895461742,0.0183051385564155,0.06389883088248074,0.00612068006863934,-0.006322660989371866,-0.031194297437495785,-0.037155471488126375,0.028191946154881367,0.003962271451908835,-0.007066996653893712,-0.014082441003391032,0.023368654727368012,0.0002586043156802594,-0.0015801948793646029,-0.017449371609558603,-0.041174058264762475,-0.01445899788173903,0.008411963177164446,-0.00819437315556647,-0.02046991488628511,-0.009313890366553732,-0.011457790770935377,0.012231701031529306,-0.054242823756684426,4.655644914,4.137458535,4.396551724
