fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,CIHigh,CILow,MOS
0.05831171449778086,0.076864839756501,-0.02791482033400484,-0.005316014849379005,0.001006301965034948,0.03435914968325275,-0.11656949883185057,-0.12476432824365402,0.1842569534162998,-0.09406602541979969,0.019189138994815842,-0.0052836613991916045,-0.470156094132382,-0.019183274564622467,-0.010523682717720226,-0.026516297521732252,-0.09694232315331845,1.424230754,1.075769246,1.25
0.00824400220351834,-0.012279554214847969,-0.017233908476238232,0.02791888978134982,-0.05901531009757039,0.02769382087247364,0.007880821206497725,-0.0430177643368367,0.03824928921794159,0.09416014451101645,-0.03231138304257653,-0.0011497681835463147,0.030046530347686177,0.008171656596727845,0.1374123778218407,0.025315639769442407,0.016044633808985815,3.369995498,2.880004502,3.125
-0.017878834032445553,0.0346377483069539,0.017555329205300424,-0.012478153787086879,0.02624751610615398,0.003121525826447054,0.02364289942480362,-0.025774005741453512,0.008039177785762497,-0.03201877309237481,0.006293056202024565,-0.3556524386544377,0.008797077003039087,0.0005256482951046311,0.04370376949232518,-0.03112952712023264,-0.014290877196640808,4.804087,4.368326794,4.586206897
-0.011789650868826216,0.024335680903640466,0.022203142157934688,-0.0022968299610402155,0.005975687205050558,0.007391892851188107,0.07856503379018245,-0.008871147622201137,-0.00029950575023490766,0.07863804268197498,-0.0835942209098575,0.03866110767251711,0.014655452106109513,0.015632652340350446,-0.029616899522798466,0.0035816124404072338,0.016851676782370928,3.431346944,2.747224484,3.089285714
0.020063296789684472,0.08787836613479805,0.0327180901317077,-0.15397984492471575,0.048812488880690175,0.01656842363220666,-0.12778491872090575,0.05120590290145569,-0.0058035595720441705,0.07969050622423098,-0.1259010030784205,-0.013732357524572024,-0.16484783170214323,-0.05571612368009617,-0.015517564051119488,0.2053021110392984,-0.03481999489942201,1.384178612,1.098580009,1.24137931
0.04100940666012653,-0.05085229153993876,0.006205452523862156,-0.03889566440501125,-0.04164656741129548,-0.0051206520799879675,-0.0096162623028564,-0.05306355904838113,0.06802302785448232,-0.08671460918969465,-0.13328791630894718,0.041979176682766906,0.033405184336926824,-0.04703568251085733,0.09812355167544237,0.03602630242029689,-0.10327936537359673,3.165961789,2.619752497,2.892857143
-0.008071939277188508,0.009639026724696822,-0.05296147492538731,-0.01737297781570321,0.011480106335131511,-0.0030711894117576716,0.08530908630448614,0.005822794532954854,-0.012117324460511275,-0.09489393282854411,-0.04287620091258449,0.052456667314569314,-0.0024254877654184674,0.00031317528294987556,-0.05393495972098431,-0.004815435359094698,0.00028541032449267453,4.371789143,3.869590168,4.120689655
0.004182019334278918,-0.02505723725443837,-0.027286800687942165,0.03802914836693299,-0.06515062184446975,0.0375213781295976,-0.0023651129813937835,-0.053538317770391704,0.030454094622197926,-0.0716157782405515,-0.0716170282185746,0.016330455236041333,0.028566534938359388,0.007557793177071277,0.12949767183736063,0.023155074610237684,0.018764805403441255,3.312221095,2.887778905,3.1
-0.02162720099109858,0.02692082537247986,-0.018299004998653067,-0.025336041202077136,0.04737829422074341,0.0075933764679738695,-0.0007714385552255557,0.01086764740208198,0.026594524213304417,-0.049846342131565885,0.0017503515236433405,-0.25156814552874784,-0.014426221518128602,-0.0037021654349337525,0.12014101835204684,-0.3834144000500205,0.019078577103885563,4.756993215,4.311972302,4.534482759
-0.0041492046656240525,0.019143359599661867,-0.02476632724383682,0.003913084224734675,-0.007032582985934047,0.003768632640771709,0.07189118130416762,-0.02061297305838265,0.0033335348964835913,0.08666204031341797,-0.14798993752020692,0.023141512001895955,0.014832816064710971,0.00856687467227663,0.012736796499894551,-0.0003479180795943257,0.007994513948021875,4.655644914,4.137458535,4.396551724
-0.007130454486064255,0.30320600366007333,0.0022589194181340277,0.0012127288655112397,0.023238554793059404,0.03736582939507672,-0.006412988556255235,-0.01453664563593905,-0.008301115310264633,-0.0944340055910712,0.06190941090689543,0.03523585170360777,0.02036469110436465,-0.028369303111435356,-0.08395840631772813,0.008285364442501815,0.06592586374243209,2.970983131,2.251239091,2.611111111
0.05266088355320874,-0.028067462950466512,-0.018099506385889166,-0.024372328692982614,-0.05111301939395102,-0.02771840242523591,-0.030776498996583516,0.006927751995634169,-0.2785099114355846,-0.0478379516436079,0.03283614609941832,-0.21063206805059473,-0.01710189529756784,-0.03178004037403846,-0.010703228768751972,0.04309635756748974,0.05008956633526436,2.686788331,2.05395241,2.37037037
-0.003960610658464793,-0.014880982498002729,-0.013913735051780772,-0.01879610997147912,0.0176413080969611,-0.006591199050690107,0.037323427686941524,0.000571174850777743,0.032797367853861926,-0.05115820606847388,-0.0027237630213972045,-0.2458660602238066,-0.008900081067784893,-0.0006401069538100442,-0.0559183980911836,0.007897065531484355,0.0022923575835802463,3.044920759,2.339694626,2.692307692
0.006314438689299604,-0.029695604402706938,-0.005702618558673983,0.01831821429777885,0.03371988896430725,0.011834660517509855,0.019164616798633866,0.06926430749183354,-0.2809287429852975,0.09517913960319203,-0.04827210685915034,-0.06270575508540147,0.004051245607492768,-0.020438543118238586,0.1127643655442988,0.07219861071964558,-0.2649040836484038,3.95457961,3.30467965,3.62962963
0.0376665374054445,-0.01957630749794854,-0.019501225417624148,-0.0720465968136431,0.020042078219685986,-0.046188208756712215,0.00332392389154371,-0.042421315150231315,0.02347814063378743,-0.10452731765851898,0.13136018198325572,0.02225232645481139,0.013963676381114511,-0.04090230596659216,0.07638796605911444,0.0019872450239000377,-0.08065404599735493,2.576073139,2.123926861,2.35
-0.009050202560524368,0.26959113300258525,-0.04364596941824853,-0.026768174922468167,0.06138586750220848,0.01211624884436555,0.012634067986579853,0.012741839001312033,0.01756365463645906,0.062235438012477357,0.06429095395830838,0.04455343053751335,0.0018409401024923593,-0.04382798929754064,-0.1027168761288741,0.033352890927550574,0.0707008418103488,2.728516741,2.054091954,2.391304348
-0.023831797479410347,-0.013099410742984836,0.0034023882517279624,-0.02165006215645083,0.017971951521143763,0.030027920038824065,0.08575853120589277,0.008050100539795851,0.00961745242149282,-0.10325737423693492,-0.041493216739444866,0.043769756923447964,0.03189866466054846,-0.04751469852807617,-0.06567330573758641,0.01350845442895512,0.030605283806748103,4.23399043,3.535240339,3.884615385
-0.009862804723335073,-0.00301830801013642,0.020987301071535805,-0.028328369660806568,0.0015989557119152056,-0.010323217940504344,0.0495902991930393,-0.006764324806111358,0.015389172517628898,0.06440406451954146,0.12205134888138598,0.02939791205297247,0.020598573890883952,-0.016167155656664538,-0.02326174817865693,0.017739295973646645,0.018774916110628988,2.558665314,1.941334686,2.25
-0.05802387039155823,0.14836851256904598,-0.017477229825081732,-0.007004018175445786,0.01274622881346239,-0.0056994314989939066,-0.10586185936282921,-0.0046938703260301804,-0.11846766723091383,-0.05333438931892096,-0.04544902969058843,0.04253846408735241,0.014352189032115313,0.19470156610940004,0.08651956095393189,-0.005618804243433437,0.020768054118610206,2.137035504,1.690550702,1.913793103
0.08799897830699886,-0.26411716016952647,-0.05981621585080714,-0.035591648052717056,0.29261791876898674,0.13247188979895808,-0.05532442475475955,-0.010648185669524347,-0.000484904648259942,0.013202004529277611,0.016265705696933787,0.03538139513425682,0.05465720472380746,-0.06259924346999807,-0.01160642105923651,-0.03665009232708462,0.14362221722268279,2.303374142,1.770699932,2.037037037
0.012771661423354928,0.09734185110505794,-0.01662690862438385,0.034156737413733936,0.0351591388568338,0.0866483336580505,-0.15589835235386743,0.26034802516461425,-0.00870426319962382,0.0972412560768885,-0.025035683692233364,-0.025673732748923747,0.0075221819879318546,-0.10017563431505128,0.024270719040086437,-0.026908176041338768,-0.008549302782725516,1.471686809,0.994979857,1.233333333
-0.0009432659262741115,-0.001963427218055821,-0.10332973476031919,-0.01476213961411659,0.006205373563934602,-0.009791409246917682,0.011262399235341575,-0.021021088920104458,-0.24400462223876365,-0.08820766834966025,-0.08142304131916099,0.05063371571698055,-0.019872167142697482,0.004468507293691827,0.01194499107801347,0.0025276250181470628,0.01633304979041856,4.625796982,4.159917303,4.392857143
-0.012010046641859898,-0.01618149093967463,-0.002844245407185999,-0.01977082208488521,-0.029010014121558736,-0.011497912049180829,0.005203472655548023,0.02828871031231971,0.050120722257393786,0.08889539644143508,0.03728237210332034,0.03324260274954493,0.022358920839994176,0.04656363490751881,0.09649495992279708,-0.06073037119568153,0.030993432188454646,3.28166657,2.785000097,3.033333333
-0.1357063798717334,-0.14591050081527096,0.035797103024308684,-0.006135617683975982,-0.0224627785939883,0.015118813790605194,0.11194676089566137,-0.024907778227793387,-0.09351724689680252,0.07110518847276363,0.0005066014247039555,0.021794112545136253,-0.6914089574640624,-0.024105081554623254,-0.011075643237489155,0.01120378798487685,0.101608860405907,1.786571514,1.313428486,1.55
