fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,CIHigh,CILow,MOS
-0.0010615412574438553,0.12882117346915692,0.0124066887157812,-0.030394241546560063,0.04677723934398854,0.16045461524020327,-0.09749593306535839,0.07133805821315585,0.015294462756220603,0.0049741302304569055,0.010474931567635563,0.04824819001469496,-0.0009881999942909332,-0.09884678800159516,-0.01286348851627274,0.15129946578708922,0.06487399763589602,-0.47823885590710563,-0.03266922700877896,-0.1426353826339761,1.424230754,1.075769246,1.25
0.12619480278408488,0.07288810364196452,0.004961229659101219,0.027158539906111053,0.007039028099461113,-0.006847189638081398,0.01635609401554289,-0.1030474221748168,0.05608359001633382,-0.014885870246482732,-0.013634940019607971,0.014160617587346208,0.0009155228284515682,0.0333653656331135,0.014176702142590196,-0.0053217644799258374,0.009582663962247839,0.02366960912948985,0.023766394106914692,-0.030065048938478528,3.369995498,2.880004502,3.125
0.024740475659414,0.008109090696968418,0.02167167057934208,-0.03172907720598438,0.015606503482560838,-0.02757869450953846,-0.03857619896047344,0.027945115220945373,0.03315742408932068,0.0025087524046254364,0.004048065128331299,0.023973705646554933,-0.3562814500767445,-0.014906634281993913,0.0005474340236824712,-0.0025092892195680214,0.00011399580962113235,0.01150367654503495,-0.03115260152133328,-0.007270354413197033,4.804087,4.368326794,4.586206897
0.028110002004839083,0.006268273519563212,0.012448573402138943,0.007528702370803441,0.019402787967566955,-0.08001590490074621,-0.02085622033600883,-0.0712303739181377,-0.08961199651330164,-0.011087866492148823,0.00020254796141275892,0.007629073170907996,0.041319142475821725,0.019960827441018427,-0.00017891871551253043,-0.007201405371440075,-0.010723326347335546,0.007558959228784405,-0.028015114797103283,0.006431195263654348,3.431346944,2.747224484,3.089285714
0.053735551102504026,-0.165008032620048,0.04796826168769302,0.20424953016018402,0.0025958141893665165,0.11311765895253527,-0.08960158982807777,-0.07302976819474741,-0.11165456361325242,0.13585492991425924,-0.0353221245403155,0.05016590954182678,-0.014595509021101148,-0.026721113157889796,0.1025190125925934,0.1746538251154351,-0.05690753611997628,-0.08289255327045783,0.006968784127896369,0.024389633975672946,1.384178612,1.098580009,1.24137931
0.16595561467114273,0.06966518980738388,0.007040276147307542,0.03551447650177026,0.023427235751922036,0.018813153029786506,0.04186447861359947,0.07668701306135152,-0.02765949978544127,0.10004804995461831,-0.037149633377490825,0.03558324628815407,0.04591048069666945,-0.0816444728021757,-0.01381652496704126,0.03100975550374969,-0.005000446380028252,0.03422729222717789,-0.005800400219628094,-0.04442787071448688,3.165961789,2.619752497,2.892857143
-0.020029045828009465,-0.01455785274921415,0.010659193435536266,-0.003185333381541159,0.013348147950275155,-0.08381792046654478,-0.009353313143614742,0.10323477960983587,-0.05960248197120966,0.013297849451938917,-0.006655978438048506,0.015440687261743193,0.05310293398057991,-0.004955887162177159,0.0010742252075484713,0.0005147419024495031,0.039866413435735895,0.0001262278762986276,0.028023764961083532,0.010531569018540809,4.371789143,3.869590168,4.120689655
0.1484592899532417,0.08062446248925606,0.009097839223214596,0.025752553821186856,0.0026596714600638973,0.005371911016482337,0.027104246337371386,0.0666467676686501,0.037317921714490686,-0.01836418731331369,-0.015067259237625917,0.025044792287480622,0.017524627412868105,0.03008570762843116,0.021166552133513674,-0.011945325293891206,0.012839658609331086,0.023628843810440742,0.03435819075910605,-0.02742468257208291,3.312221095,2.887778905,3.1
0.08494605901249584,-0.025282909096887997,0.025061420323289046,-0.38789175811350984,0.02785819745282674,-0.009349299419909541,-0.035005785373395576,0.04251370817317563,0.0813398802828372,0.007544862461087213,0.022862037580112075,0.013893671326963368,-0.2521293783511669,0.02241267873168047,0.01199530077356181,-0.0007295246147246987,0.018405597858350383,-0.013259070221154133,0.005102575353151381,-0.017106628392291406,4.756993215,4.311972302,4.534482759
0.10500743203104397,0.016077856069710655,0.007467420741746061,0.0036229187429128104,0.010970822769418636,-0.07832492414918957,-0.017873529136296338,-0.0774325311365554,-0.10829427447936218,-0.008195850921086526,-0.00435633252643182,0.01571749234436103,0.026386365561855078,0.013049312109662592,-0.0032039468670327616,-0.004741291558602238,0.026304040612904745,0.007247070957075356,0.0024972096473847368,0.0045427443223867514,4.655644914,4.137458535,4.396551724
-0.11305097319891541,0.023745645961007904,0.024450129720433828,0.007943816898336809,-0.01564837821276722,0.007863118562426507,-0.29799284935320386,0.09522172427204924,-0.009540321521741812,-0.03632261080264477,-0.004042727475389216,-0.0218539196893503,0.03504287596180593,0.05919121087479777,0.02885521409809514,0.018075761142037242,0.011718496356876558,0.029205211666697355,-0.023893657815852034,0.002064531187936743,2.970983131,2.251239091,2.611111111
-0.0341846868140827,0.009762739929747155,-0.0687516497116143,0.04227536202828064,-0.013407506105557833,0.04951323670437788,0.0224266566851436,0.04499322089992395,0.015835914280397274,0.030843971897944553,-0.03304206940548157,-0.012795884870508508,-0.21075104193994063,0.055866944477045134,-0.007317824528207271,-0.011923176357362703,-0.01569774793383117,-0.018521307919284406,0.07169641675250403,0.2814288957084538,2.686788331,2.05395241,2.37037037
-0.044090485948163526,-0.0132932844161674,0.013684736804052203,0.008311146144175191,0.013676199862444538,-0.03693819856917123,0.016565831075461807,0.05487858560458986,-0.0394876413059468,0.019842763160431997,-0.003552914878706758,0.016102553290011076,-0.2456157372789399,-0.0016024074483693507,-0.0008696248035326001,0.019122934495582892,0.017748320915220623,-5.01748684149182e-05,-0.006187861184578324,-0.0331511734087176,3.044920759,2.339694626,2.692307692
0.11693863101020585,0.017208552748869,0.0044070579098271535,0.0709310215318586,-0.009192848970034759,-0.03848865124679804,0.027221123511621485,-0.10401468766015909,0.0470031355173289,-0.01750783901327523,0.006789098992451079,-0.09884048228865513,-0.05805315229144741,-0.25974678977483984,-0.035658448722679655,0.01140820377518503,0.041774457113516066,-0.006439089755063645,-0.050783374770596475,0.29914362970397596,3.95457961,3.30467965,3.62962963
-0.0365665071711886,0.050218976236646874,0.0010219211962465185,-0.006761089889179973,0.06844523127580068,0.038303713311036124,0.0018879732377196485,0.0714882417815841,0.1462404221549163,0.16068568378784356,0.02958229446261955,0.035139812258936524,0.02443673938053276,-0.0475338126636583,-0.032573598407391394,-0.0026897039378196846,0.0024402380337319196,0.004591022213505679,0.042366609615956,0.010464420606774917,2.576073139,2.123926861,2.35
-0.13224337702565758,-0.03233922210781713,0.019343046067356394,0.03016322403778124,-0.02003858820663881,-0.016957756675206614,-0.268083136868882,-0.058407214602433796,-0.032049643007587815,0.007841582831443183,0.01328558891634469,-0.022473823868168694,0.044695146648937374,0.06671578017164796,0.027276184534736014,0.02755607916674767,0.053157037724114564,0.012169159433145683,-0.004838912784367381,-0.018013763708983794,2.728516741,2.054091954,2.391304348
-0.028228704356183437,-0.014986320427305575,0.01846488804001029,0.015913229866600136,-0.025224637368679425,-0.09818042023369936,0.011350207663135723,0.11796726404455207,-0.06133064353830677,0.011000556624309635,-0.048917771939026175,-0.001764732243036987,0.04404612088179932,0.01665003675848741,0.017862734300651502,0.0026062067969438545,0.028975787191221798,0.03021631174256639,-0.06768394621195087,-0.017648728537547752,4.23399043,3.535240339,3.884615385
-0.10496769108334945,0.01723150489085267,0.010474986092767839,0.016222597280728362,0.018204457745205946,-0.034670030727894645,0.0023222302679025133,-0.07507370737586362,0.06358171270993071,0.03728773228802959,-0.011737457951636098,-0.0020145950382000543,0.030411940854181307,0.028567785251424168,-0.012603158963765402,-0.015226515441671463,-0.009173328282394687,0.00915703145936937,-0.022827371448869503,-0.0072097467228271475,2.558665314,1.941334686,2.25
0.08900152739050277,-0.10635256868726968,0.04898524461348543,0.006432646467465,0.07319507199114236,0.08443922750555434,-0.13400068756424732,0.05733445911578134,0.03165897679665451,-0.18342839801132801,0.011685021814032132,0.05506397412802338,0.0370408337324836,0.0027645088925830645,-0.006783558587414873,-0.013300033772570673,-0.019101721747965796,0.05139014003483345,0.05457060383440196,0.08916733512152586,2.137035504,1.690550702,1.913793103
-0.0048893638971731655,-0.15041471847777804,-0.15128028507111713,-0.03630711881186097,-0.04081860767128889,-0.00972971036841005,0.21928159813402676,0.02673550808571013,0.04000290222384291,-0.05422323174061807,0.008247140515589767,-0.0043774849875045235,0.03340888944050104,0.07898553507917556,0.047011383754089295,0.04107666000464457,0.2760607689412709,0.03274059912575733,-0.3491182319518045,-0.025482306868231597,2.303374142,1.770699932,2.037037037
0.03620514125148494,-0.0377863332803758,0.0700771307793353,-0.0426718478829287,-0.03151720418620067,0.1342448262377511,-0.07191808157962726,-0.10988525459993148,-0.020249210050874662,0.08650012006485099,0.07964746842824239,-0.28119648408854675,-0.015933475646535897,0.026885575811319697,0.08328287226632088,0.11745766223266409,0.008388500244247284,0.020402504479919873,0.019653235509425233,0.06007856245719916,1.471686809,0.994979857,1.233333333
0.05114279117475341,-0.03230242330515155,-0.004123487387937932,0.008307753544078287,-0.009149676146842423,-0.010409839184525144,-0.0011459324663544164,0.09724666091055817,-0.0445033393068179,-0.008971853628664279,-0.009338014134969755,0.04932162676023568,0.050967693962983354,0.016199214356944703,0.0047426848151686995,-0.0008399704781534207,0.0722117269298687,-0.005416880770743381,0.07289116880828743,0.2439362492455083,4.625796982,4.159917303,4.392857143
0.049957651410359113,-0.017697778466884435,0.004673613871030689,-0.05751592028135258,0.023828380932428644,-0.028027489571227353,0.019570111274420127,-0.09249347115632865,0.0908764750951987,-0.08147602372891852,-0.07115586946655993,-0.035914214015566166,0.032566034123781035,0.019368770425268064,-0.05441910885111573,0.003611114507289445,0.02865712173333936,0.01144704183589243,-0.043821177354186544,-0.06014946875507731,3.28166657,2.785000097,3.033333333
-0.007602217194274572,-0.008628573430652507,0.05235522790105517,0.006706292849204412,-0.021891318499642907,-0.07397287274884448,0.1123626486204493,-0.06991945299569015,0.007054412458978099,-0.029768822045870957,-0.004304273722706045,0.021649830608177028,0.019117612423560797,0.07650631238240593,0.02968130743617694,-0.011074801253717261,-0.0408825708782055,-0.7524146641856613,0.01962554974179678,0.11815558717941613,1.786571514,1.313428486,1.55
-0.1746276205251664,0.05022899403737675,0.00013444208800892203,0.02257569889061201,0.009448048947255308,0.003163855057110059,0.03328504726577427,0.09378828860657511,-0.1287325216342736,-0.009676923796592267,-0.013504187365404733,0.01807879286933839,-0.03490190200436193,0.0029248910766073895,0.01461566906709761,-0.01279654906275378,0.002104773204025703,0.014284244392127138,0.024777279388794742,-0.012538019430072898,4.400800178,3.806096374,4.103448276
-0.001769130925845526,0.06007089167477604,0.014103715828984845,0.015788797097012964,0.012963011316435276,-0.00876153839265474,0.008289997607316756,0.0701263962794166,0.12233870751945,-0.011727164247294189,-0.01748749216072245,0.004927387249731965,0.00924007448391819,0.02060834024926562,0.014155825152210836,-0.009294421525484719,-0.011634550521311128,0.019942253336877457,0.016135471513772277,-0.0173986263643329,3.448905722,2.930404623,3.189655172
0.01563840811696608,-0.013453143493399823,-0.004196380782182563,-0.009843087952364316,-0.033967144815826855,0.006128479910785801,-0.04134494145182559,-0.029448787154462135,0.020656769516837474,0.05043198337400017,-0.049508769259206026,-0.05471525164701388,0.00660245480251169,0.008089980360410972,-0.8082392898301458,0.0012375537460901373,0.03007020883603153,-0.0058945082790720985,-0.04979014259121354,-0.008227616760620386,1.659640274,1.271394209,1.465517241
-0.17356409615295823,0.06645204396419707,-0.0010944688959994495,0.01978218598642068,0.009204517006946637,0.006879068341564883,0.024729474078660094,0.09143255047780552,-0.12338654354047954,-0.014577006005868896,-0.021472365297786112,0.012377726858351324,-0.03866308251314454,0.00572481585501432,0.010750994560891916,-0.01809686171487035,-0.010409273955778552,0.015296247786556437,0.007371863971549156,-0.010029030734993484,4.392735837,3.814160715,4.103448276
-0.029781494223539026,-0.0034926520288944248,-0.049059541230043406,0.028471736577415772,-0.03506106440205967,0.002022510142371799,-0.021296400883890895,0.10685061124422834,0.02934378673557942,0.03162790706923106,-0.005458056214365447,0.036885193055569566,0.07526543993949275,-0.2873449729150042,-0.053027818017905494,-0.003503498412788255,-0.014098706554535828,-0.021664923984829897,-0.025899467338722722,0.34282497849184096,1.965763382,1.498522332,1.732142857
0.020017987090924106,-0.271424447849068,0.08261705801188178,0.006422334327820608,-0.09205565996858715,-0.027273944494812654,0.12973606214740907,-0.007824039232726808,0.033559363255869404,-0.04456295081963437,-0.08335229663910404,0.0888586506857865,-0.0027976297165469136,0.053698020671060165,0.02032157255242889,0.0029155865016258615,0.11207674021656773,0.012596604314392496,-0.2726767180162789,-0.02130182334197111,2.518109498,1.948557169,2.233333333
-0.07777549842964253,0.011453223152708409,0.010855848280452666,0.01641251248585528,0.002683360532701378,-0.023859778878108053,0.018731256214491187,0.10345012750159466,0.04983620209248243,0.03400243583506585,-0.00880733151044626,0.026341138318206916,0.03500040474198604,0.02093642367736282,0.010908882547652977,-0.024373990696670542,0.011704787695478162,-0.0076707269064686025,-0.032818091292164384,-0.00839564267870713,3.636244181,3.018928233,3.327586207
0.040449365027684335,0.02802642421416259,-0.0017099060218472772,0.027488625721097837,0.0044740075906020554,-0.0368558646222367,0.030757433572676855,-0.08460340557059876,0.0030767420501763014,0.007246310617950951,-0.011390413898841257,0.013521320371555576,0.03328377940683448,0.012933973542095896,0.008617412455022672,0.007408665356839215,0.054177060871234965,0.01249451412423337,0.07568522024956245,-0.02832134176456014,3.91045444,3.503338664,3.706896552
-0.17739068091316118,-0.266652446363749,0.010788607067994062,-0.006807375878888088,-0.02123439087639709,0.18171138556183555,0.011923736566399893,-0.04945374887969052,0.08784964407522806,-0.0696186037805534,-0.06247131759628303,0.15662060657578672,-0.04339903606023733,0.01842698453825884,-0.013101778261898355,-0.00946964699778923,0.08115742127707433,-0.009862949602519874,-0.031080732784724393,-0.0359378334174636,1.945329132,1.488004202,1.716666667
0.013765337343820168,0.045330012583960376,0.010061122293659823,0.010167054095066299,0.010273585778140849,-0.013447841173708444,0.0020241616715627837,-0.11210821488407967,-0.1086689577257641,-0.011616620625464976,-0.013798630736449583,0.010207010574908242,-0.19106320380547662,0.011467137996955997,-0.01285548286553573,-0.008321959302809299,0.0066713220314104935,0.017305026360293373,-0.0200544640378046,-0.020028970511350018,4.119839898,3.472752695,3.796296296
0.039387311508886726,-0.08035265067376937,0.014108183602397848,0.11684912999548082,0.12993082468636574,0.23580560318053206,0.04698719098088992,0.038857552505056084,-0.053743769598305915,-0.022874503015173183,0.05688633878618036,0.04322790881856578,0.0036374640746296484,0.02503458231616038,-0.029395844416869273,0.02825800980397093,-0.07751947508253537,0.0955827372868177,0.07881591192419186,-0.028066364875572805,1.592996662,1.240336671,1.416666667
0.03157881784413593,-0.08898919767494493,0.028316417057205365,-0.35031241968586035,-0.02670803512097517,-0.02733965447609487,-0.0031269464714370693,0.11098907271828679,0.0803609871421789,0.028801267281894086,-0.002566433513936303,0.056717867860321076,0.019096259235439346,-0.31628906345467084,0.056707231125973034,0.010197971538778309,0.0017965763846640175,0.02454480104372273,0.023458466907012854,-0.05200460018392567,3.075559963,2.385978499,2.730769231
-0.08606628082412482,-0.006991903488316243,0.001571320084820638,0.0025944933184095507,0.02684867801847405,-0.07791939480214638,-0.015624086728378388,0.11592401804873037,-0.052290669936261504,0.010813513183265596,-0.006869726679398215,0.012381079376081674,0.07049860394169039,0.014238428374783613,-0.0011873228802481693,-0.0004310065106807809,-0.010721037429697043,-0.013719805172787375,-0.07191607308460636,0.011260183371239445,2.501572021,1.9811866,2.24137931
0.02013504050735324,0.13318608304049379,0.02842339307523295,-0.02251966624261407,-0.22715101884494446,-0.03113077185806183,0.07499749965291015,0.07115270630357877,-0.039485912592891144,-0.09190598201225267,0.6952022421354513,-0.028776038512348282,-0.005401368032140223,0.028507912337698543,-0.034763085477070924,0.08020989873267913,0.018314540649872625,0.06018072393918483,-0.03118823220136112,-0.1223147104827669,1.284138137,1.015861863,1.15
0.05871241953590797,-0.22933501038395193,-0.028129479104716398,0.15015095639861892,0.01608631837164864,-0.11411172633436116,-0.011788733679056744,0.06784668554980079,0.0046625494210226215,-0.01181821154553311,0.027652116819978236,-0.1093429229701932,-0.018799003057353634,0.056211176872111655,-0.09216172684259638,-0.11559572932288031,-0.0657217653452751,-0.19124740451746794,0.06702436518938527,-0.1665794818989723,1.529546306,1.23712036,1.383333333
-0.12147780236575559,0.0731398309021824,-0.0052279896373325935,0.025556446915663434,0.00845089139040442,0.003016271588445015,0.0185430712475155,-0.08172768871538177,-0.14583213846657414,-0.019444460639374758,-0.022433684221598176,0.009335891175590657,-0.05318842921509403,0.015179760637656893,0.002650635876458539,-0.016573358975538553,-0.011720601762027449,0.01676032559711818,-0.0038766462060606205,-0.015886945012453198,4.518530885,4.014802449,4.266666667
0.05143598893140891,0.006579654519167164,0.014659405144098678,-0.00530757511618219,0.011503132466637957,-0.0769698952205114,-0.018166889959513658,0.09213816378906015,-0.07376161895460497,-0.003853066442841386,-0.006037290560203628,0.01745790700978275,0.02615630286350503,0.0027539169467755663,-0.0007313916906082399,-0.006258482324881482,0.021106268576905514,0.0064941717785450895,0.00722852700360592,0.011906137229670117,4.442228583,3.928141788,4.185185185
0.06162035151359525,-0.3379900965363349,-0.014885198549986373,0.09362016982849979,-0.014345974047071197,-0.024288948526743886,-0.08374509318687713,-0.02904536463981807,-0.06800718793481356,-0.026121738405665583,0.009296743979807407,0.018058051854679624,0.01666128644860319,0.06871085119886042,0.05121517015903091,-0.016153649655365337,0.0793728764388102,0.018347157015328148,-0.06362447846195637,0.0140543517057855,1.513780279,1.186219721,1.35
0.015489764325068682,-0.03227590967152093,-0.14759980859200306,-0.08864076184167373,-0.3746087505476835,0.12115315508448886,-0.10230776152709475,0.025942977078252986,0.043663819804546575,0.13881836374579246,-0.06574428791376842,-0.03350384163618392,0.016924021143002572,-0.03470407480351021,0.21951168116166592,-0.011757000208719715,0.10063384238740289,0.053632774149972993,-0.1214302510929059,-0.001879683096855037,1.294254321,1.050573265,1.172413793
-0.12126558811975567,0.020105907126950026,-0.003339164527662877,0.043161484701732124,-0.0014447476728695562,-0.013720854145270503,0.05211020983233836,-0.06977371078238317,-0.1684522907705919,0.015398358774674213,-0.017238503604416148,0.024602155519095562,-0.04504770443182437,0.012416183380437991,0.011977632189097994,-0.0004900245805220717,0.030097488184816928,-0.0037788860105826597,0.031925254606007994,-0.03567812001139947,3.469450144,2.923406999,3.196428571
0.015414813338335125,-0.20857115702376544,-0.09674776789554942,-0.021524663394832,-0.045665014740396234,0.12054009101933487,-0.024393405692072694,-0.05969411422683651,-0.02856668510478852,0.048324001131501135,-0.10674083048202256,0.12559668904724308,0.0019431525755111737,-0.049873502422082834,-0.008532668476666018,0.09606606872280891,-0.036320258090249975,0.06593837202796739,0.028029791234996142,-0.2466322145417226,1.552327478,1.206293212,1.379310345
-0.031752543940165676,-0.00845885797673477,0.0060681337958443035,0.02845495000251979,0.004967798283473786,-0.04095703670546617,0.03228945968539355,-0.07012752817918963,0.027038865375013432,0.04381936300398017,-0.007722833678863599,0.016734046408527194,0.026386174423227292,0.019302577342733766,0.009263238793477221,-0.0033710471220085502,0.049831400114530765,-0.0048804464459726235,0.0243679625515624,-0.026501226027858076,3.574117983,3.046571672,3.310344828
-0.11137181454030148,-0.008700766289076945,0.004388503543618557,0.008667759069089263,0.017584192689521976,-0.09495690921531812,-0.015916194257510705,-0.05654422737978052,-0.05272263594712573,0.007732385387467633,-0.014526774123546315,-0.014936353377783242,0.09407699099165284,0.0033774900517779833,-0.0186319226024805,-0.008501027245299385,0.017185550980701077,-0.006383873599039968,0.007761732669382165,0.009629646266802894,2.728559181,2.057155105,2.392857143
0.0848716921357879,0.05218672201916731,-0.013318486936592891,-0.12773558053465944,0.03477951883945558,0.0692926781180396,0.023161763952363298,-0.09178208853902817,0.0358113634458355,0.0384900425180494,-0.05847081090826568,0.03248002820211215,0.08080701539755385,-0.10400889553626287,-0.06802595143197303,0.007115761835243827,0.026522859986683096,0.013939725564464846,0.031342002951747445,-0.04445823471435408,3.665622055,3.092998635,3.379310345
-0.07532605440164351,0.04284791720152792,0.014422985842848932,0.013381445793837644,0.013612069168988841,-0.01997191854181453,0.00803567385884555,0.07471000790146111,0.1596871242073986,-0.0034879333763414098,-0.0133071815723672,-0.00031714074304332694,0.011379771943016537,0.014179493105893075,0.014124799587337238,-0.001903535689294811,-0.009113764218024262,0.021257849151800578,0.02258605503114843,-0.015109147205811767,3.109396031,2.640603969,2.875
0.10931388305711898,-0.030295931946540032,-0.07007332234655067,0.03606948119282541,0.007017589222169571,-0.031105130012581046,-0.011852616706518604,-0.08087628378921011,-0.0786243337022942,-0.015564756813304294,-0.02196198205201066,0.03582816959390507,0.030337951308757424,0.05425415873060262,-0.00949939726673678,0.02004995728152937,-0.04519638030981005,-0.01205065111434115,0.016052541828080663,0.18939129016776443,2.405101776,1.828231558,2.116666667
