fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,CIHigh,CILow,MOS
0.010898113124427705,0.0033547689004201735,-0.00874353386757157,0.003238434527704461,0.001361985093677483,0.01450884927205556,0.01679849638262172,-0.002793015158881368,0.0013245735719698403,0.004388942723070544,0.0013486548284072182,-0.00409719012385636,-0.0010060139324108753,-0.015437473161978767,0.0038699413894947073,-0.008770798938178549,0.002388139830913104,0.018909049922105337,-0.004113810119337237,0.015908075771662294,0.0062896407415829565,0.0013535184004310847,-0.005577536125971576,-0.005259334550440719,0.003984603998020272,0.0021866487800793984,-1.803315683352089e-05,0.0005487240086782122,-0.004502724810843868,0.010047052086136411,0.0048106715356421035,-0.0023303105713522784,0.0006774369981209884,0.002636584318675342,0.00861809610392159,-0.0050284266565010765,0.008370256571631816,-0.011184712964872006,-0.0035083904220043803,-0.007273339286435718,-0.0034248718462009165,0.019766583721921416,0.9702509439353993,0.01042272047988282,0.0027620117303770787,1.424230754,1.075769246,1.25
-0.006879408369128594,0.013788048239706538,-0.019456438332057634,0.003660611378552897,0.013648749315915166,0.0014779601300908471,0.0016004850515944759,0.002523138151098408,0.0006775333044734619,-0.030957724609652907,-0.01020816783499798,0.18753622690131552,0.006347395953719875,-0.02592618354583035,-0.0019561923697984608,0.007753170410877472,-0.01177107294088746,0.007759125425075859,-0.026385004621744756,-0.009156099795594147,0.024763913828586677,0.012489797830015586,0.0028496720111757076,-0.009603425344609421,-0.02762790653151087,-0.009544782555204408,-0.002587451301662878,-0.010186112094592643,0.014359792056705963,0.019141997486294682,-0.015537779408447557,0.060506232234102335,0.005466344628533185,0.01113742288668571,-0.051163630921943135,0.005171368571306462,-0.012872770085207041,0.00721937222682638,-0.01289626442170762,0.055547654590501754,-0.015860244864912713,0.015237143153322847,-0.0021144239484036527,-0.049939964950721234,0.004212204631100763,3.369995498,2.880004502,3.125
0.033317962616785456,0.004431386783233127,0.3844698918157604,-0.0017125581075592671,0.0034638560954937192,0.02449921651738105,0.0021681835582850104,-0.009773803438704395,0.008065362756509436,0.011688389921615212,0.00036283788118220313,0.014626542213745989,0.026374544595726298,-0.015283116174041347,0.023173455109048436,0.023694907272807486,-0.012682038883465209,0.005367652170139229,0.003228507836680347,0.015623608524509633,0.006577086723502586,0.01880885343885231,-0.0021875444379945374,0.0043297259410466984,-0.0004442131542763391,-0.007423580542762698,-0.0027499917762524254,0.01746497633581725,-0.0035546139324972473,0.014330158434992201,-3.668995581903945e-05,0.06224595133421267,0.007868513471856376,0.013533689229802111,-0.020564758720832313,-0.006194755272050336,-0.019906125025922105,0.0018631243577720562,-0.0220888097211257,-0.00047961987843543743,0.007910617793505948,-0.0017473705390503315,-0.008030096011647125,0.032760314764930555,0.011548891739383777,4.804087,4.368326794,4.586206897
0.026719891662408627,0.010070012395106997,-0.05561067203698051,0.012234933406686023,-0.05855734200325792,0.024730064525797752,0.058142830364121115,-0.03602757416108161,0.008724407305374044,0.03176273622886957,0.0001544619427900672,0.05503639782683556,-0.015134192446818635,-0.059005768172251144,0.015301216865296707,0.008246265964737466,0.008845563708084356,0.050057018037537995,0.010761070994042892,2.7744618550025047e-05,0.010590619090666362,-0.007537631718496551,-0.012892182913666596,-0.004998875860559402,0.00883760270895821,-0.021793615194628926,-0.052442299299639505,0.032242647987558944,-0.016507230068154636,0.030753803867231203,0.009603934524614463,-0.04389776105639158,-0.008006390942874288,0.0013335679410764693,0.009409251298565185,-0.012591934934012838,-0.021255199162281774,0.0028536774233316165,0.001329744834087372,0.019715090110698816,0.00026325072551803966,0.04370834870752712,-0.028599367130976276,0.03502184039871757,-0.0008695261209317274,3.431346944,2.747224484,3.089285714
0.002231521333737834,-0.0035472552163852734,0.0026206278642179007,0.0029143697392246723,-0.006338856321575495,-0.029702390851767742,-0.0014559380059627096,-0.004404697650277684,-0.0022395789439194854,-0.001607443771825501,0.00028096994611936064,-0.013491164898551473,0.020745167344185998,-0.012044947127513852,-0.0067496685564925486,0.003734468186021277,-0.0013650697236276047,0.015098021456054793,-0.01783158420294777,-0.023932386913272447,0.023612393694464304,0.004301248753696694,-0.0060278194217916635,-0.003150411577608316,0.9433711359945491,-0.009553872277801375,0.0010804293585830063,-0.0032225363926006185,0.018295516208870922,0.0005527123446116344,-0.010225085511450453,0.012681855928824948,0.008782676648966372,-0.003904820072383677,-0.017251056815397084,0.0019278772979272117,-0.002638761042949229,-0.0014868593383323004,-0.021657982331774635,0.03766125132371455,-0.017196209500949796,0.019530109283230082,0.005142200495138872,-0.014146061007397322,0.0007686863289735865,1.384178612,1.098580009,1.24137931
-0.0029623597175240626,0.013304910613243084,0.011874816111112668,0.008630604070338383,0.05958168837788903,0.04751964928588676,0.011097891136475508,0.08144970686282768,0.00496443249933658,-0.027359774503119546,-0.07201358194618136,0.06626297113507608,-0.016390465047986667,-0.0032546936886450714,0.07340950322145656,-0.02877783467227161,0.006244968953739706,-0.030882427406908892,-0.045206205093175564,-0.01911301696891411,-0.013005775287777474,-0.05071544060224563,-0.07427410140726988,-0.028169551500801027,0.009171526484265556,0.017556834411900552,-0.004412599207814625,0.002868699888500661,-0.020918368871922725,-0.0841408788313538,-0.006617348938071542,0.11853280279939725,0.06047075492663928,0.003511769953039058,-0.02299779480333469,0.010203579721046565,-0.05405383245600973,0.016661563137648844,0.5584846969910972,-0.013509831585004076,-0.09720429972686777,-0.027014911403126965,0.01058650689324269,0.06405353801985983,-0.015946921901341785,3.165961789,2.619752497,2.892857143
0.03328512409813893,-0.011788339068789072,-0.0290042380886767,0.005900797247797707,-0.012863519427903125,0.014766810919269461,0.047142613837967945,-0.016949641090970493,0.00643696554728676,-0.012425745473366443,-0.00690086495885693,-0.11348395087498443,-0.03260007433570399,0.01634108116961665,0.019958688922646434,-0.0036236222017418827,0.004953341341125427,0.02434751321919561,-0.015703962955792315,0.025638104945558054,0.02307783329939735,0.01533194338478762,-0.017345433608652174,-0.015969527351398186,-0.003574723075320246,0.001935550639769386,-0.07874883066250997,0.004771621361165537,-0.03586675884060061,0.002647563726045615,0.0006459576984764843,-0.012306676399955205,0.009371649265805734,-0.005900017724042336,0.003677800581962021,-0.010130729497506125,0.06024787325622056,0.007667383903257463,0.010490427061567905,-0.02830043203655996,-0.006774756872733255,0.02208047976682207,-0.017796810334837876,0.02065570856490886,0.005504134884336243,4.371789143,3.869590168,4.120689655
-0.008214765830164138,0.034574208985160754,-0.01595601786530679,0.0091403681580857,0.02535603542760304,-0.002693977223123771,-0.019819841268620197,0.011616590574523314,0.001995656995997481,-0.0525828357854832,-0.020582045432481363,0.06232869505239512,0.007882676338837664,0.011128920246269247,0.0031925250510154535,0.018065054630500732,-0.018396036355881547,-0.003336265582455258,-0.020377402676529585,-0.0013596033398142783,0.026946015615736917,-0.0014890922973738062,0.0021789390730320747,-0.010005958313730157,-0.02981688720960689,-0.007945177819856293,-0.11551788095583275,-0.013776957106456537,0.008665167911390381,0.010498861772363683,-0.019530958805056068,0.09161917987594898,0.012627550885262621,0.011576077095680955,-0.06366302607145902,0.0020221684786982034,0.012458743043762429,0.012051469661574476,-0.00856577221143814,0.04163822722829307,-0.013402816258788364,0.006449220895444174,0.006249993932531369,-0.11271561135851592,0.01273214615288105,3.312221095,2.887778905,3.1
-0.035293797695849734,-0.011103143405902965,0.2806784052655441,0.006431337232992518,0.021948240999406492,0.007761509358937501,0.0010558793279002944,0.0014458005816328548,0.014316026210994691,0.4102943821564721,0.017249832986224525,-0.008636438914476543,-0.08937638543727247,0.06334320926104675,0.0038250739820261614,0.01719697794552438,-0.030114584645469167,-0.026189955482614144,-0.015235346146363302,0.0014266107674598641,-0.007089063701758033,0.020296651263832184,0.03584297042609452,-0.02039243737084937,0.010798969351366134,-0.054107120329655464,0.008861568210981356,-0.031532243671764444,-0.03480792552327637,0.034598899138451066,-0.014526601311315663,0.18452087810318443,-0.014786320923113223,-0.013409131072104017,0.0048764503632836055,-0.003715264824539721,0.04373780897529844,0.0149329476594112,0.014316747149143542,-0.03805297439522583,0.033677454133854555,-0.011038911231453553,0.013245296127669531,-0.007996540600779012,0.014721763825223506,4.756993215,4.311972302,4.534482759
0.02586855145495335,-0.010345705465812727,-0.028095479140272293,0.004396459643292428,-0.028918723722380368,0.03061620509204906,0.04423375293388011,-0.010264614833175142,0.00807116456358258,0.005682381639967262,-0.0010841438888531153,0.1270549314466166,-0.01572943258592613,-0.0331981180390655,0.014694878871848642,-0.012677782918240989,-7.043641856580765e-05,0.031838585569776645,-0.018847317264639164,0.015119836109081342,0.034989420357764214,0.024933180404604235,-0.008074476785190611,-0.012260327908530022,-0.006428190644695704,0.007680193581638542,-0.10575552025395867,0.009108825116134122,-0.012572108032338535,0.009042032749210714,0.00025666675748571755,-0.02286751780598289,0.00517432606535775,-0.0004809284496845256,-0.006729052773229346,-0.003800344755686314,0.004680885382979575,-0.0005387186186063338,1.5607836642131498e-05,0.015241886801275488,-0.010514539561543433,0.026808282052172696,-0.022138330929464007,0.06845419059772545,-0.004880114078541809,4.655644914,4.137458535,4.396551724
-0.06546585565131986,-0.009454739003965205,0.030916934578302906,0.01101008079143038,0.06721888317768367,-0.0026959943800783878,-0.05816893594937237,0.004203834517926726,0.003028455504048939,-0.07894956207343137,-0.17146641809775498,-0.1500959532348241,0.07430342493812915,0.0050845423261960485,-0.03585128111252537,0.01903824009970914,-0.07278354854468673,-0.022697155365257158,-0.03825563557868259,-0.007176061308739931,0.052187700657915205,0.01649470770600649,0.048245520133482656,-0.007987913303502295,0.009156543088060463,-0.0005007380110281668,-0.010085176919536832,-0.057925006696501496,0.015479203610226845,0.11993882346587244,-0.048501680425625054,0.008953507253045948,-0.007256147051802619,0.007661712721650002,-0.10871899488525014,0.008820441907077177,-0.047132651701848556,0.03305686706298603,0.01712848162314132,0.07937993083627948,0.0076106713642924975,-0.043165798672326144,0.036626282869505956,0.29285032091554225,0.012169651154046742,2.970983131,2.251239091,2.611111111
0.015453302006727097,0.002404880284121882,0.16976895423894578,0.03474807441944615,0.016533325288932164,-0.006179482614313191,-0.050424897847456795,-0.06756679732700649,-0.02303946333339401,-0.08199016906330286,-0.20430570599792183,0.055686598300794324,0.01791849740709701,0.03578587777681156,-0.042632725246295126,-0.024632763854678885,0.008929708838140546,0.004949228554390486,0.01654620262487292,-0.019874178242069586,-0.16964840670057296,-0.019055199863850122,-0.014099716414580033,0.005876254107654514,0.020454142451751155,0.37954148213679495,0.0399200109271981,0.020166314829774067,0.04966526568033667,0.06550040373086649,0.005289920119615034,-0.09066242370561899,0.03963255781578117,0.056219945912065625,-0.004539105724982371,-0.00193676109626461,0.02662104761128432,0.009806663909343488,0.08813383950601522,0.03500199047659369,0.03745492688564871,-0.02257947242933219,-0.024610358023561332,-0.07007228544510186,0.01907723882972044,2.686788331,2.05395241,2.37037037
0.0437296041458166,0.022104143004394894,0.26887881063919594,0.0115469909612094,-0.054662107335231885,0.06253741375102612,0.0030911671934154505,-0.0018102893473929973,-0.011054792264228995,-0.011757633349111861,0.015997924129597007,-0.02472360090636407,-0.03438351648781297,0.003123009507984834,-0.01236462541464442,-0.003199761171191429,-0.01600290667226239,0.009774882781646812,0.0029789564801398507,-0.0066859340443031845,0.06056253359241307,-0.0031543102263350328,-0.046890905989635245,-0.027643955432164517,0.033518402523542504,0.004124419274500866,-0.01721899366335652,-0.023049166811678717,-0.056653450593025526,0.014316905596390499,-0.005741839298664323,-0.0369184365445683,-0.03780869057976211,0.014802312008599331,0.01195557199344824,-0.008328473899456556,0.014745984956205884,-0.0009007369114816042,-0.03771736905450007,-0.01552791914569405,6.143014174581189e-05,-0.00327983059888494,-0.025047252569112968,-0.03179209836911944,-0.008704490484503216,3.044920759,2.339694626,2.692307692
-0.031180167589854105,0.016961759537639454,0.005426392034799803,-0.00021296013261509045,0.023291539300691878,-0.010943530639188983,-0.008872119101592359,0.013842659882788521,0.01583039430993837,-0.020153465936817008,0.011759283299667926,0.012740860306057224,0.008990335985615452,-0.0002474213453411281,9.637860412839999e-05,0.01651458407896332,-0.012281745968103082,0.028463206137971906,0.015864128376734253,-0.01818387068774942,-0.01435441060387546,-0.04390462189806908,-0.005286744814777659,-0.007555105394357792,-0.0029512385075489383,0.025390138591101757,-0.022114273293344932,0.9036789846434514,0.003990096072948457,0.037828286106851246,-0.011728440746306162,0.01042972113967468,-0.03434396358054474,0.007147584476708597,0.005451966030487097,-0.028332268874002954,0.01723366444446815,-0.0015202972770786097,-0.005624715653731245,-0.04098573094826174,-0.0056998887296036,0.04194368855116877,-0.003158261038167115,-0.013545457446923004,0.001774138730442865,3.95457961,3.30467965,3.62962963
0.09029201559786496,0.1261143944519745,0.015081316039421701,0.0014135514676678648,-0.10980570577476675,0.10091228644411503,0.016952147651965548,0.027917524940304337,0.027154542298221018,-0.007947125568972457,-0.10542389957972498,-0.09774787139047174,-0.03154086800102364,0.05123749148796853,0.019246827500180863,0.027839943378691882,0.13927806725500014,0.012357248374294779,0.0007598243272875161,0.0475154714303252,-0.044324664986676296,0.03920771127575924,-0.21482032688732874,-0.021334937551028155,0.034263630818957544,0.0018841017152754675,0.16050832155850986,0.002685010503526617,-0.034125092689625595,-0.1922042871205407,0.005709423269925101,0.1720263317675068,0.007974232449831094,0.013659060836858396,-0.06804809856780462,-0.03813320962321912,0.02135513539327144,0.02230703290856591,0.14646311409370613,-0.012225101885609112,0.005226619756714716,-0.012315717475624379,-0.006045739849687176,0.07111974144718289,0.0032222387209719914,2.576073139,2.123926861,2.35
-0.008984880364420073,-0.0035010089297465054,-0.01902217519867233,0.011646305589131123,-0.0674470384461111,-0.09694604118160276,-0.05732965214733095,-0.02911936629937755,-0.004440445374450133,-0.09407240583272912,-0.2140848252655401,-0.03385018363435978,0.008996460657985282,0.06494699990961518,-0.056661933636511286,0.0279446346871855,-0.04221914414200036,-0.012450502628469728,-0.01619803237214407,0.009173632264002796,0.08563528253396739,0.07696555687778794,-0.01936655197486215,-0.02406451102164938,-0.026344358478933644,-0.0837854210918286,0.056291626832582396,0.06084350923176271,0.02070790654298852,0.10176944942138434,-0.054947883816490614,-0.07642909422984832,-0.014979738639831954,0.014185599166324829,0.023110803028279486,-0.0012507431659199454,0.002493817397577707,0.011054726949947438,-0.006415222005855512,0.09651871477495602,0.016732368354050123,0.032235300808413477,-0.0003056274358453242,0.2799118120700647,0.007324734772707774,2.728516741,2.054091954,2.391304348
-0.05599725401184349,-0.04403706772192079,0.005727927482743098,-0.021134052339844084,0.07982825540842117,0.016920313417573284,0.0480227657332884,0.03780300962001621,0.00569076010340773,-0.02153403763884003,-0.06556756548497342,-0.06024867996802018,-0.027227538599326622,-0.058289646585325976,-0.015302055806634277,-0.05205852495811533,-0.048276603852988216,0.09913692466139985,-0.052281973058910046,-0.09256541606616221,0.01799665324635778,-0.05005919865904944,0.07995931204206465,0.000531735211362915,-0.0664847459513453,0.06085055186540654,-0.014189442873080974,-0.10344851378884623,0.010589356781284668,0.13770774856505102,0.0035966463252250624,-0.03423691757708407,-0.034507354877413916,-0.009873946544524167,0.029082707450121405,0.0031520936151483215,-0.05570825915847483,-0.018737776343398172,0.41977334837917446,-0.021666279737509894,-0.06732107522771523,0.037365130109908655,-0.030059814897564055,0.029928550212052794,-0.005946800503912835,4.23399043,3.535240339,3.884615385
0.012881496500216501,-0.009940462285374332,-0.041729384586784705,-0.00853792427839675,-0.00936278866641607,-0.013567927893599353,0.04506177741339293,-0.014018333110226306,0.017889977867662214,0.00846452931026195,0.003790006976379,-0.006705281302259423,-0.023413884553486076,-0.05781697238621717,0.020541343937958405,0.02058373118893417,-0.0317203107787199,-0.04002718424755064,0.011034792510944339,0.030773308104973855,0.022096941920313317,0.03257394924012637,-0.016547069306499556,-0.012966144026669306,-0.005276861006246003,-0.01615443469976915,0.14353756930732892,0.00023779039151362042,0.0045785349833540965,0.028318289073423243,0.02351489789833977,-0.03680413171990579,0.011083636774339895,0.0015039341371296438,0.012794255419081692,-0.01581458995829871,-0.019525500736166285,0.021194610465350545,-0.0033324203264672595,0.004452575370916702,0.004330064803019895,0.01844765457145122,0.004250536869338632,-0.04895451507979769,0.013210778791760872,2.558665314,1.941334686,2.25
-0.39488733562063155,0.001091251550153768,-0.028524419420331626,0.005124079546478837,0.013823416752688234,0.012465038747609198,-0.006362058770349027,0.043138774287118126,0.009896873055903194,0.02285530515118246,0.023709816088576953,0.01149027355463202,0.03373807357769324,0.059909531324677114,0.026665785391219762,0.0037821244216705925,-0.011566732246877811,0.02892133706638511,0.025152638143172434,0.020929125476655496,-0.03372652143718126,-0.039677547821072454,0.3104371464556406,0.0002826916007713487,0.0028569649382212876,0.016441939847354595,-0.04145635140162041,-0.023307228907343623,-0.03590128058416225,-0.07562856713242172,0.01668980987989506,0.019764003501473736,-0.002633036438052845,0.012675210938744767,-0.02529057300170254,-0.023807094195269086,0.058802605767641944,-0.005006837608792537,0.06958537012466015,-0.04420944302611383,-0.0172409098102916,0.024910976428257778,-0.00383083148886944,0.0904226752307753,-0.0029165103053245024,2.137035504,1.690550702,1.913793103
-0.018570840473014664,0.010896756595814785,0.010828547351400344,0.015391707364373272,-0.009329968100903854,-0.04354395329955141,0.005563376114768323,-0.030811317821777547,-0.016504422606427004,-0.007948786246476693,-0.01051232234797343,-0.026191485032358994,-0.005827988747260363,-0.029755851168178277,-0.02037284568936221,0.018573685528747663,0.01594460514573929,-0.006750894121005816,-0.03390068233085415,0.02170768855607008,0.023347750538716905,0.04973075318907285,0.010528858312723202,0.00409744384322278,-0.04628984935849852,-0.06412507566071138,0.003781898508443274,0.05039707249475904,0.05945130324155362,-0.023001112040431402,-0.017916993946750885,0.01486680872103579,0.01207185019411824,3.2169912464660245e-06,0.012185233188835827,0.030480535877368292,-0.041488769466218246,0.012188119984425436,-0.0038017503784862415,-0.857815509976446,-0.012281212827395511,0.0074553036002739685,0.007566841435749573,-0.020162452153816953,-0.0027601638049561156,2.303374142,1.770699932,2.037037037
