fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,CIHigh,CILow,MOS
-0.001190566971338294,0.003071988316009416,-0.0035848670669489527,-0.0049984787385711615,-0.003625538882810093,-0.007638911106080778,0.003044451853710628,0.0036993561820741335,0.001939477838728191,0.002769974825970179,-0.006083274032641689,0.0024489537126404473,-0.0026970421320464204,-0.004203900802570738,-0.00344750653016435,0.0034416618027135093,0.003706356014602104,-0.0019608783204324858,-0.00417376382268511,0.0020635535983278782,0.0034219643134541598,0.003218848286173578,-0.0013845911283313934,-0.002429753571336172,-0.005179577758171799,-0.004976803883758327,0.0003406375806968869,-0.9936371023361723,0.003375812731979846,-0.004617079313831959,-0.002038312984351457,0.005316727391588029,-0.005223654784469469,-0.0017548552418773361,0.0007844125699380825,-0.002250648853170052,0.0051224244679967945,-0.0017791901635066366,-0.004107293052029986,0.0011250650286079513,-0.0018660763671782552,0.005321258178099943,0.002605109177420382,-0.002427439035012406,0.00010929238476197911,0.005135137138147946,0.0012169028653718735,0.0032491246638061194,-0.002779871722003197,0.0006917513572244724,0.004338568954358933,-0.0032313951260531607,0.002897638696066825,-0.006438069365680239,-0.0008104860377806637,0.003445023960184541,-0.003466729112276007,0.005371845551325127,0.0016270943907167267,0.003227971973391631,0.003044481328402575,0.006010767541816477,0.005776907292872416,0.0054812039164549835,-0.00017017422995840395,0.0036506338935796898,0.0028576034074791735,0.005688745332858234,-0.007129509529729086,-0.007642805394499533,-0.0037446242951706533,0.0015711245010094478,-0.0016625192092706003,0.0016189176231046723,0.0028226674920488913,-0.004029793728332189,0.005181149863731192,-0.002997817212872448,5.768432901514895e-05,0.0036602824970341685,-0.004283144157978409,-0.0034613439886543103,-0.0014955254493738293,0.004741105979777999,0.0009439762409972913,0.0060950066848367655,-0.0034103887408901763,-0.004020574956920523,1.424230754,1.075769246,1.25
-0.024127114534429298,0.0072692130204087355,-0.020864656286792963,-0.002677876596383458,-0.004304378636808323,-0.020487047841895978,0.029793145379875246,-0.0286567763659006,0.004705288333696668,0.015540711951010587,-0.028813990424937007,-0.01836182305531305,0.002589266708824025,0.0015207925900367592,-0.015819998653552044,0.011441068956108464,0.00536265783479672,0.005695158902167424,-0.013333635243423746,0.006514142236712065,0.014700316883480823,0.008161358103621615,0.024949912179937292,0.08815970664120787,-0.009112803072550826,0.04504262016277363,-0.2580731085230752,0.010320248368167152,0.012388933852955754,-0.006541987212861688,0.011114492639369698,0.006880589096586633,-0.03095248796330419,-0.0176175595054365,-0.03331748661363641,-0.03813281850350115,0.019886377082654182,-0.00014042465577387322,-0.02797515628170893,0.11506537584255812,-0.0005067417392505934,1.9432578754537892e-05,0.008772879947959762,-0.00861478802277107,0.005124403230540179,0.04112803550142888,0.024436571070708794,0.00800535481675222,-0.06577598657305947,0.02497087053464594,0.0026608088464829213,-0.008187348378561396,-0.045472267099555715,-0.05798104364470898,0.0035400636377184574,0.006863060094952931,-0.0150359771926453,0.024959386939426734,-0.03130120813127794,0.004472201691446782,0.017628064219698824,0.022152204048369747,0.022667983546181682,0.015261026941452942,-0.0009297137650608722,0.014105191279674445,-0.11578025869652274,0.035439506255774376,0.0058470455419709294,-0.0684385205809628,-0.00039965473618732843,-0.020675782980072097,0.006192564577927309,-0.00011969521030889584,0.01684049004480577,-0.012148881425712577,0.02122845749573727,-0.002552458870936609,0.05958907744435063,0.009005264721944899,-0.007606423588644975,-0.018675486999823385,-0.01332518397794364,0.011067653904131187,0.025190576800447593,0.015038868685493636,-0.011320681544079855,-0.04186383268251347,3.369995498,2.880004502,3.125
-0.021260451450632527,0.02977110816041802,0.005425482134721669,0.005222045811242205,-0.007158557484803804,0.05334473694597523,-0.02097365379673405,-0.016466649193434022,0.037210403596286294,0.021793473573200925,0.029494902226019994,-0.063310656935578,-0.0012395952287391535,0.0009262104367925423,-0.001553861101265493,9.74513179643846e-05,0.005528467824680961,0.15016069324997414,-0.005194406872344716,0.021102683686451396,0.007087531898022634,0.011248258612788697,0.06936058702148774,-0.00398086605392263,0.007594978717812945,-0.014381195295342,0.1791111853111553,-0.007036839885875438,0.014792888669020747,0.0038070042386174697,-0.026486940543562976,-0.0018029748484422214,-0.07817105865020176,-0.01906550724463992,0.0434931510889936,-0.02545220812532053,-0.009514024697753734,0.03920219009461633,0.020153544644696368,0.09663962118749758,-0.014861321983289101,-0.018074285617251763,0.00904323825007491,-0.012073964597121803,-0.022578533165435098,-0.045042219002325606,0.04576504295571176,0.0065903454886235896,0.34492287465134547,0.004760590246213804,0.015969843832305562,-0.05945998425645556,-0.00445348956356871,0.12591611890748358,-0.00582153435722317,0.011902483417529756,-0.010052242816250482,-0.035836153278533935,-0.07041077870867316,0.010168857457364336,0.005650147429667305,-0.026512933575549378,-0.008529547391198202,-0.014442874598706986,0.038142781919865136,0.004888811523799217,-0.1820441456910436,0.025188232992053753,0.025296769265364193,-0.10945792913556389,0.0014359861780533403,0.022814592238894364,0.007757090652937973,-0.007481487817971236,0.0065644053566718845,-0.007182917979879982,0.0074955679917227,-0.01350682654048273,-0.03968584027189591,0.007917904541020686,0.004899307219901894,0.010688739955113382,-0.033629075534912546,0.027214432576227868,-0.052244337314294086,-0.037576515051613024,-0.006326728021582312,0.022064967237789754,4.804087,4.368326794,4.586206897
-0.013795343494220619,0.08465929975225518,-0.08201921220981487,0.029875632270111075,-0.004852587352703289,-0.03909734056350016,-0.18353143846877978,0.025228713343134722,0.0020114769626676226,-0.008470477246927677,-0.01603942057793208,0.01738826577571922,-0.15818942826048935,0.04061353286792459,-0.03923694099155298,0.008577715335599815,0.016023742221677125,-0.12415014802994223,-0.006721058912292106,-0.011392280942055313,0.009496326457773773,0.007085807656739799,0.026269911700566757,-0.04827471547235337,-0.043826160700273585,0.0283476710010662,0.15114155578461325,0.0160903829031957,0.008074513066677627,-0.009435391019170061,-0.05071573058277102,0.034788823318345485,0.21500331096280578,-0.09676929928258265,-0.04068254332610891,-0.025524166556413302,0.06549234412823667,-0.021206580022044022,-0.02599203435405593,0.013544140963989966,-0.006564728625848966,0.08284598844310201,-0.02908609913336761,-0.008140719012346668,-0.045049880905482044,0.13741477534702776,-0.04305054045089051,0.012185191865687622,-0.01615047253984144,-0.09870800836715864,0.005733682582214866,-0.08865572164299376,0.34429993219925975,-0.08518685014418853,0.015311114001216736,0.010395755576033287,0.006457089699237262,0.014321488050632672,-0.007339354918685305,0.0017976649422917468,0.046721371430242346,-0.033049760697160244,0.008813515629650168,-0.04578219478670573,-0.040809708000364375,-0.025180324599168098,0.005188948603272635,0.13987661645916538,-0.01438859894843069,-0.08537045071605504,-0.03256999225950592,-0.0478311367276076,-0.024761687671460225,0.05692679614855271,-0.030981246000131083,-0.010958898110561957,-0.04703481721757774,-0.02106228524440775,-0.20211648001673638,0.008804913867767323,-0.025820998233927826,-0.09243249733204416,-0.02480125960090084,-0.016385370324715473,0.01517842260056401,0.045111756999165344,-0.020699099187460112,0.04241946369437509,3.431346944,2.747224484,3.089285714
-0.0024230268119506326,0.001524151564910698,-0.006246102733919122,-0.006872868027373724,-0.0030186022865301273,-0.0032427055716111913,-0.0003387380392831568,0.004402927167098136,0.0030609171901913052,0.0003333618413491318,-0.001439918674742686,0.002791199352118552,-0.000754832082751964,0.00445125837147458,-0.005880576189809552,0.00239393550372288,0.004158519614919964,-0.0020681421618505284,-0.0031152554550993947,0.0009735947586618056,0.0034707746890516073,0.0031976416696780584,0.0038158101090789223,0.00739953101686306,-0.0026338729178766334,0.002812169360534252,0.005613747096342017,0.003423007032509448,0.0032294037408069623,-0.005372145483986762,-0.0009540966520858806,0.004725323923050292,-0.005670672461265826,-0.007507002892903879,-0.0004818120639129613,-0.004571458123255083,0.0033274807049687933,-0.0012000136915429802,-0.0055727533825911365,0.006954762237440852,-0.0034697545846060136,0.001644711166803421,0.0029574623204092565,-0.003199631135440107,-0.0071823780759726705,-0.005237095910303223,0.0011633967184573014,0.0027362970869290754,0.0022003955301601115,-0.0040967354176828395,0.004660879518910078,-0.011525047514739978,0.0009447150989761827,-0.012288137401846453,-0.006160588138948807,0.005241192722400377,-0.003235918207040044,0.001577858177352202,-0.004987218916924131,0.0006210859138567567,0.007143151240839823,0.009006177073789841,0.004446713951816469,0.001544739192905053,-0.007315007748493811,0.004470192242964892,-0.0011834331666748844,-0.0018331982378528928,-0.001336868211733716,-0.009629886102598424,0.002699444732531202,-0.0036485552181390237,0.0021713592602540066,-0.0018254307635720828,0.004352890691404412,-0.004414491530673503,0.0011395247883283501,-0.002233101349411672,-0.0021520786103132244,0.003066081576217621,-0.001454909292140888,-0.007853912351323121,-0.004023264102743422,0.002279047625734623,0.000937422641557706,0.00013254909971915067,0.987997086992317,-0.004697237460641215,1.384178612,1.098580009,1.24137931
-0.011287649279693984,0.0008232371775512471,0.014556989753130902,0.024233545068852162,-0.0014469123327639998,0.02538105804538646,-0.028631608285630907,-0.016100574359948026,-0.0031490852964831586,-0.006613076272737994,0.012208772623944096,0.014935628790373396,0.016665655165400712,0.008397343210574067,-0.00036111286308688036,0.0037820508642067486,-0.0018743051179625327,-0.0008684034172029084,-0.006753569652140871,0.007029681298234091,0.00977383214955086,0.003811868982878558,0.03599408646589775,-0.004113574951074533,-0.00012756052323259235,-0.009095234924899897,-0.0062273718729080095,0.0003903143710985051,0.005284911304781066,-0.004444863414683871,0.9289503363030772,0.007811982694839974,0.003205254060543219,-0.021142394113202623,-0.010202723417035433,-0.005758009456098729,0.0070590264829673505,0.009300012299841065,0.0017567152489434469,0.0016710083001815657,-0.0005971839619313399,0.017408428364406366,0.0007382773121460925,-0.005062826740801812,-0.012117539191362504,0.016493845454482056,-0.017265955381035508,0.009184585196674474,0.0030411111349153068,-0.011965418301374816,0.0010644320652326196,-0.011913897827209256,0.023858314669222204,0.022482423494900178,-0.015381753375553506,0.010434971289950702,-0.0011605236772804486,-0.01169073635654813,-0.005150190739222967,0.008049460214082413,0.008886385846510287,-0.02651031096097652,0.005267876870422354,-0.0064970071145442855,-0.011041974012687427,-0.009570114670950019,0.013302249164033072,0.009873166026887778,0.0070724730573335295,-0.008735268611106822,-0.01796098640021281,0.006218258911328019,-0.013629162870062687,0.023904095739015495,-0.01667523919032495,-0.0021754416789532545,-0.008236749047143232,-0.01472928766233203,0.008236478608086576,0.0029713230566813732,-0.006866992723130104,0.005418167399528177,-0.004907832304279169,0.008251631910899164,-0.03301220564199084,0.012622247895171398,-0.0008469084676445206,0.04220574684057232,3.165961789,2.619752497,2.892857143
-0.018315734887159773,0.0035666643590248574,-0.008709817724431803,-0.002308727965043168,-0.010110700268099073,-0.008724576610911616,-0.042061625043681404,0.08560541799990459,-0.061663508027706405,0.008236543184869822,0.008545127256015207,0.04511678006344434,-0.07689574463464613,-0.03376644605976711,0.015201199827208123,0.0008752687176628993,0.005073909503581188,-0.08344765932527072,-0.018064886855703476,0.00018285744022151668,0.015360234161351356,0.0034967962511388514,-0.014285320423513478,-0.2323959768813149,0.022623970596831775,-0.006475503349626686,0.0009214333201910979,0.010633365165146801,0.010648385602849206,-0.027003006093766622,-0.03154759742461939,-0.00048668905890347325,-0.05187438666813076,-0.015051363985645723,0.04307448561721893,0.00034112379539319335,0.007063762208356431,0.03748186652584295,0.07573795113189438,-0.019817944357031467,-0.025312785345791625,-0.05685238105202601,0.021569865876486814,-0.007177088862822,-0.02867100576836912,-0.027784204021624022,-0.012066452149636045,0.0115277197709469,-0.02320641428215329,-0.005698366831796539,0.019502257573024123,-0.03191187912914314,-0.06885072150873733,0.01683477877279318,0.011500971850881093,0.00295634914677681,-0.016511307438611362,-0.0345421337329342,0.03298687842665599,0.0029311578994675623,0.010194177012672926,0.008986746170786965,-0.013445730249437522,0.045014495969120216,-0.044150795213392775,0.014169278565909174,0.04289093078763599,0.022594531379135075,0.0007871810742346373,-0.04103177900345002,0.05494267386642869,-0.005271788450642903,-0.04280309610557417,0.0023098490666899293,-0.012666016281585033,-0.006136216618026003,0.01888679635439491,-0.02934515211329461,-0.016731542062776626,0.005218987875991102,0.003672335440780864,0.031231572708773504,-0.008814401639265149,0.028822782408727425,-0.034622603255117325,0.049082770514189,0.0016646730622592995,0.031490429214847154,4.371789143,3.869590168,4.120689655
-0.01879461862433498,0.04119684155283381,0.01155671492013693,0.01161421656955723,-0.006014099983553457,-0.008690146671262014,0.042076813663029566,-0.027545932304757083,-0.02219556134820312,0.01633527667918319,0.0044726661354135165,-0.011108686005716245,0.016060423204556785,-0.023005192271643462,-0.011856697467607851,0.006053100746966772,0.008617485447138664,0.06913046519567982,-0.0060349828563096486,0.005127520144755529,0.016534694929336024,0.009970687586328545,0.03661796466246316,-0.0020139750605023122,-0.0074755603519005365,0.020760602569075068,-0.2654889957480091,0.009110015606922334,0.008316132752807407,-0.01087152852326839,0.006780738811992162,0.008050948273225464,-0.03218460016990955,-0.018944801923705974,0.03459072821247954,-0.021634272793643244,0.014798833218669347,0.00782172696652686,-0.026767466489884796,0.12158230730569383,-0.0184788178098887,0.0031104093820262706,0.011748090009564924,-0.007148892492018852,-0.01679729192563424,0.0548483373196096,0.004949706198802155,0.009379960155946495,-0.0010304504128556343,-0.061655832082304636,0.008747600607832608,0.03366931618180203,-0.027419576530468764,-0.0226210633813562,-0.002931692396027278,0.00496535138114062,-0.013742140298187091,-0.01661864455086623,-0.061036282944064726,0.004209245907367332,0.0123401019273767,0.008238208909055744,-0.0022985567253054,0.023317082015733872,-0.009184829097052798,0.008999842807673871,0.029078563802737458,-0.00983514357910535,0.002973774032747962,-0.027917595115405723,0.018200471790808196,-0.053505729771103086,-0.019975092198705517,0.008031769583190481,0.011570372741289235,-0.008084448625609836,-0.008931212605324017,-0.009974915932932763,0.023280390686813476,0.005642108216532893,-0.0024855110561994736,-0.001075730582722864,-0.012801937923463017,0.0017816343786746572,-0.021036895915439325,0.0521649104623132,-0.009538929965466202,-0.02966968144071027,3.312221095,2.887778905,3.1
-0.02013976804069624,0.014489389927474523,-0.033222433848037775,0.0003022786100831401,-0.0031582940666337565,-0.017259408135550422,-0.021647600077610074,0.005012114103413404,0.009104571585156858,0.006116044892821147,0.014745631813839385,0.03533231288983565,-0.0005406138689980127,0.04602684227535873,-0.02474610036830926,0.004872458588151284,0.007053720066375762,-0.025793103308557865,-0.0015351776837756845,0.011966976134949922,0.016751619373707453,0.005148575900425098,-0.018797662630339707,0.04880473232626845,-0.003855266288079409,0.06456785244620826,0.010924011595826452,0.007212328974175878,-0.0013959961055825957,-0.005299566682365255,-0.006656173299364843,0.009276359156886028,-0.027394961512498494,-0.03691644304789711,0.028508829413546478,0.004307841282099382,-0.005358465894183279,-0.002715894657435015,0.03108729636177276,0.08573566752803408,0.009582390144780246,-0.0038537818881768495,0.016726570780229193,-0.007256259328453091,-0.04777694794946137,-0.00887206481037345,0.04036482646292424,0.003672539600082713,0.037068525876488685,-0.012407912524284099,0.01430189093348723,0.025496613981298644,-0.006241194951442582,0.6598709531636472,-0.015563881140623369,0.004432160884686229,-0.008192260572248642,0.005139157921860093,0.009471234285953766,0.0033428651085148724,0.010870342410341077,0.05993507902756082,0.009517243350621178,-0.012212993949250541,0.012927112495356633,0.00852739514355967,-0.022825070592698473,-0.03423413245240563,-0.0011193628433634405,-0.19376935207498364,-0.0036324641907150945,0.035056905116334795,0.00631980148596471,0.004681273069511576,0.02628028550955518,-0.008105120483087517,0.014716073214561394,0.010647078089273655,-0.0012048919514003665,0.0037825750170558657,-0.003985029212352705,-0.01264755667293899,-0.008980943536124605,-0.0010636298664192182,0.007631432403075727,0.03201888707829908,-0.018716117572794816,-0.004267994196677017,4.756993215,4.311972302,4.534482759
-0.01740876900479361,0.010637209143991974,0.013322441409336366,-0.0058994938103766655,-0.0074908891996446235,-0.03848974881144893,0.0035718818697665386,0.056820415371246415,-0.014143169960435192,0.014289180618312471,0.005794414357969072,-0.1579812557676366,0.017422674284945674,0.003998020613885864,-0.006103230895451202,0.012678888038585736,0.006422483164472891,-0.11613203813048473,-0.010539170661688857,0.005687655606948271,0.009346374810226498,0.008238156446446468,-0.012107954526340673,-0.030918861235323038,-0.009539310914881003,0.02477631446256952,-0.11029464877870195,0.008455122462323042,0.007896057770549383,-0.010786826232640066,0.000532412205839392,0.0015393608732383382,-0.015915577627096306,-0.02577107501321173,0.05061132653487995,-0.011845856531058513,0.011852898151419036,-0.0007657215592115009,-0.013312917488840404,0.034742905367447986,-0.006059798036251145,-0.0054612926946443425,0.014667433325711847,-0.009801635352880613,0.025157085019533915,0.0977270176376654,0.02919150209668861,0.012196855328866128,-0.03530359423210603,0.03973912081823055,0.00812686228189093,0.013519176253582517,-0.0004217820519689049,-0.041707401681664646,-0.0002333158564630583,0.013930389627801885,-0.009873851463901202,-0.00012201582068894428,-0.03287763778721207,0.013769969691248466,0.00834541463989328,0.01701891899974617,-0.0005458498469014693,0.015969439827470344,0.013699506224402922,-0.004455506387999306,-0.07551904349174848,0.06830311434600018,0.001704442514494713,-0.05160212946342522,0.014761376717089745,-0.0019225538515693851,-0.01895101900099866,-0.004125927172406072,0.009833623856158021,-0.008020356300882115,0.002493975682912394,-0.017845644318995057,0.015956672108437726,0.009126505972479274,-0.004386704151015775,0.014867429795786213,-0.013257385292362624,0.03121983641684243,0.01494291764415766,0.03011394922407496,-0.0038658080071701096,-0.010207196585175429,4.655644914,4.137458535,4.396551724
