fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,CIHigh,CILow,MOS
0.005410827093902177,0.006956282848986542,0.00454543470593649,-0.0008967439816416708,-0.0032274503776158685,0.0042476962714867745,0.003577541586853861,-0.0019795291847320884,0.0034352784620607364,0.005142162758437069,-0.0034747265107063783,0.00453750174669857,-0.003670518819187918,-0.0022017940691941955,-0.005825364603251646,0.003094870509373982,-0.00304336081685891,0.991502940104135,0.00023435525114188008,3.831322700899007e-05,0.001665376863268917,0.0056955246707967285,-0.004789174311155961,-0.0005562214384772544,-0.0008668626527558083,0.0032652954432975173,-0.0014223415803990564,0.0011804806436809345,-0.004414029366225399,0.004398082387631336,-0.004077663619452906,-0.0033690019656693864,0.0031722057767745765,0.0057040123775774524,0.004971382330044405,0.005759932317948177,-0.002788617764007933,0.0017701896441911292,-0.0032458216761910566,-0.007086801998553985,-0.003599601788306604,0.003303622117312406,0.0015359470540918846,0.0029356772565860625,-0.0026639777698818988,-0.0019134620409686108,0.004150611388622093,0.0011832929574592328,-0.000819193818851167,0.0016995169322048687,-0.0035019744607183824,0.004827108073472252,-0.003915689028902087,0.004287697741968415,0.007134266831369071,0.001955332333262298,0.003343167304136514,-0.005952357385831945,-0.004069310708392955,0.0005245627604034656,-0.003709587922874551,1.424230754,1.075769246,1.25
0.01187958415057776,-0.005844578617010209,0.013655026917028475,-0.009485101361964924,0.03363566426765596,0.013692534752591086,0.006208279261221358,-0.12933045939413354,0.0024903392252574328,0.025655483193721136,-0.0026984942981363447,-0.009971930098993068,0.0034111087407713617,-0.027373962419679095,-0.0329329464274107,0.01901927921358158,0.07306665039843249,-0.006677446790637377,0.04571791301744098,0.020947183492468446,-0.020165962840499804,0.008441277212817216,-0.03480907681136306,0.01788825093422714,0.01240335590722861,0.005561598958617389,-0.06048770049128091,0.012842777033388719,-0.011118504156027598,0.00764104634878915,0.001223139886964664,-0.004652388450096856,5.982358017035223e-05,0.0793124064503664,0.037012640064018706,0.020237956819708466,-0.09827140497807614,0.011023262930810202,-0.020497752200796214,-0.023962269825152975,-0.01221688044095035,0.015072785600947524,0.015614819624583992,0.02288344674965297,-0.007284061047086669,0.008731120436900405,0.0007300994167213608,0.042389573186988785,-0.016985486680688312,0.11112701773767417,-0.0035181523380743776,-0.021610077046354294,-0.013851710851152492,-0.013212431937122243,0.04665006991384545,0.0063781979999450265,0.01933608889863921,-0.03958834822026246,-0.0035000046762658976,0.020899242197750263,-0.011746032672587716,3.369995498,2.880004502,3.125
-0.006107225979993049,0.041282913398693014,0.0008868249197302065,-0.007155247137917495,-0.03963786878014459,0.0005851133263790016,0.008453843565726966,-0.002122221900893427,0.010786812365698005,-0.04110946909625015,-0.015557227476444885,-0.09366944154807529,-0.00015643345050108155,-0.025579752472342933,0.02855479694065754,0.00537005052387571,0.020995513932757698,0.00508602042401775,0.04507646762595938,-0.008922705356869745,0.03359997551034695,-0.006620714448797965,0.39503584099185024,0.0007442090561088195,-0.020352560294378975,0.029790577664742506,0.02317073549619585,0.022123896518344267,0.0030864868413736225,0.04473504747126959,-0.013819307482987198,-0.02319428072401848,-0.02032799738630204,0.0549444499715682,-0.012088878625818285,-0.030625118124450956,-0.013116581308110107,-0.018783467731153112,0.006386346574996293,-0.007344965549786293,-0.001496168763087473,0.002286318101511725,-0.021895400459566,-0.008240170816825779,-0.0073066991391040476,-0.011338264659993472,0.011184880806549374,0.05719803373629592,-0.032470024606689664,-0.05482277426530875,-0.019074296817221177,0.0019344632827902552,0.012296730137243406,-0.0008728332646482177,-0.056858675364560275,0.03496046700101766,-0.015298225613569366,0.02461473761646317,-0.0031757251287783403,-0.0037433185590388814,0.005048756777046084,4.804087,4.368326794,4.586206897
0.023515292268392534,0.04453297398575292,0.03866362834015017,-0.012214406468629306,0.005076113480157076,0.013522086586459177,0.007056045758584951,-0.11559313968349812,-0.023623798918921673,0.03176028294354403,-0.0029673339915816106,0.0570045517543751,-0.023417996627574524,0.0003752292816654344,0.013486765829156934,0.0029451491719885686,-0.026279800786092572,-0.012888814474361554,-0.0399575043748384,-0.01758551238873404,-0.007866709580031663,-0.04770849523038082,-0.027436061575871456,0.027261856044598264,-0.04612828135745836,0.030245381137739884,-0.05664771651884078,0.0007445348542931517,-0.03439343270832662,0.04601419949627226,0.004327327296834503,0.04780464061064197,-0.038916041413414655,-0.008210219837049169,0.09224859200325294,0.03807814619623046,-0.010653562619225086,-0.009509789691015156,-0.016953010557321097,0.011658687724652284,-0.00032272681649680556,0.011707469834882092,-0.04828766288322919,0.014389120917945667,-0.01068209936503628,-0.0077167531024633215,0.008053184952312298,-0.011964694602860915,-0.0036648520957883192,-0.08205451740715876,0.024900655164186998,0.0028800560432038626,-0.03375358420438275,0.035205608851344425,0.01729636726526051,-0.0027451166181389854,-0.028529419539187584,-0.026200862828631946,-0.002622672851339666,0.019927874117656716,-0.012427232329276238,3.431346944,2.747224484,3.089285714
0.0028495784162058083,0.009770984473938529,0.010108369422169899,-0.0024120926053653887,0.003168474463358288,0.005935409722326119,0.004727479223070918,-0.002533199450390228,-0.0003727966860603648,0.009693457300715537,-0.0009409672966897934,-0.0012529811831957195,-0.0020480982796634486,0.003636830230436738,-0.009818617047611363,0.0019588626053486957,0.002013747782768209,-0.003322049558021404,-0.0076257654610974645,0.0076202889405218585,-0.006982504882783833,-0.006772331044862943,-0.008602896288264742,0.011751642253822558,-0.011635522483660506,0.013951835049667917,-0.02016232047091712,0.0002605557529762489,-0.0005841450212020361,0.007599282937027893,0.004701371590407334,-0.0010426047572836656,-0.003289665655617128,0.004679156275785368,-0.0010288918150809393,0.0033609328396868375,-0.010691489564049979,0.009916644210602156,0.9754535792631476,-0.01146105645158004,-0.0051992949942184985,0.003513020396572108,0.00024200487032274325,0.006352691138147753,-0.005525005161959484,-0.0003823578200556315,0.0028555460972032104,-0.0023945614522698907,-0.008563105904269496,0.003078580992998672,0.0010166135100154483,0.005559755704619514,-0.007076395724648257,-0.0011977501550700037,0.008507046076050016,-0.00855070658293893,-0.0036727483336772295,-0.009007566156525933,-0.0019779413887858564,0.010015563125717757,-0.003170866259256232,1.384178612,1.098580009,1.24137931
0.006714521265599331,0.013609471397992253,-0.00010317063631068217,-0.011885739830699175,0.07639808615077102,0.014472515742976724,0.023940749520477193,0.0074957745246718955,-0.006980050502039149,0.010036773508115894,-0.001113579368175416,-0.050120738839093945,-0.006918732040911205,0.03423572405562479,0.0938667056442444,0.004918517497458388,-0.0016538564894741936,0.00020145813051931463,0.01515140164454775,0.009449244487561924,-0.008341539152566023,-0.007111646191698525,-0.005961811795024816,0.029311195903904994,0.02042093739196529,0.017792622707295654,-0.0279133851440131,-0.053575341169741504,-0.04286960665500319,-0.7456849773548562,0.024460368640184325,-0.042474735493524866,-0.05872374447336271,0.020623549566990328,-0.05572210451797725,0.023033260195704078,0.015057014503121701,0.01871075187732687,0.004556538420915855,-0.006476113925539008,-0.0023422066800858504,0.004132788392931338,-0.03061159002924607,0.009014395255591496,0.00938835640630697,0.03876765381679821,0.0037190765857406678,-0.04525196986327608,-0.006204055140918689,0.017902287005682763,-0.0016778007811205293,-0.032034826785216686,0.023980278777643357,0.012479994453470037,0.0024745122076634935,0.0004367061964415263,-0.05153655210557104,-0.02689962739587206,0.0008076894940012626,0.04195699450756747,-0.0067967625762039635,3.165961789,2.619752497,2.892857143
0.03240561126100897,0.03483996136373564,-0.003200000736710702,-0.009692491244991459,0.008493897296398092,0.007807021699705931,0.007945838057134658,0.006843975714819125,0.031839540157654674,0.031431291426806535,-0.008177129520875008,0.10338990489889069,-0.005499259933993389,-0.022887528819619116,0.008092163319227746,0.006873933823179116,-0.1370771364135972,-0.014888004854008393,-0.03528811264917443,-0.015307125591112934,0.02066470060196765,0.03385778248022715,-0.04037707704428161,0.0066041263758574165,0.0022252203755661337,-0.003778243019784976,0.026770234232173146,0.011542461567722909,0.01973402579555962,0.004720287725409255,-0.014822314102496771,-0.024338470259158158,0.05298582623216859,0.028519333017872177,0.005465785934199602,0.006395040706827455,0.060043490137402795,-0.013558679798048033,-0.002660034593913923,-0.05191767935682382,-0.007971207066700048,0.004295025898851344,0.016680670172850652,0.015217667522987767,-0.023300946007183725,-0.00947826670924606,0.007440134714816892,-0.023726004487150915,-0.002448516349033151,-0.008486533437264314,-0.0012582447507084177,0.020034553214582917,-0.02586587906366076,0.003957816167126417,0.00019585183780182908,0.01018757722600833,0.0017244191022741527,0.007989744382003058,-0.013401460878005273,-0.007676138019881255,-0.0058555018692025606,4.371789143,3.869590168,4.120689655
0.00554457786496586,-0.00471384600621925,0.016700879849886864,-0.009121024254159176,0.03975170889467175,0.010515735096029794,0.007374387607142727,-0.010459966852370942,0.015492241286151377,0.028101789789512003,-0.005424442092524862,-0.07470454997108192,0.005075612932095128,-0.018192014781749543,-0.04489351460410646,0.014343514191814767,-0.07946716786151138,-0.004136170126166787,0.02380067076064449,0.017523708304361292,-0.015058654766912113,0.011262443282446653,-0.03463831015749547,0.013093418379095667,0.01972154933095145,-0.006799432043888614,-0.0493735190761802,0.01997361409838854,-0.008504405106000406,-0.01085928076565646,0.001980584309768176,-0.02977514281559085,0.02190981068517367,0.08381976597394199,0.026927771612644008,0.029954806497172855,-0.08812094729278337,0.007161687322845785,-0.017928696748822318,-0.04586226770680727,-0.010544730666304578,0.01185645058225657,0.014326157199536754,0.01473703696008665,-0.009705205459766225,-0.0009198061903973158,0.004795087165511292,0.034472997008145635,-0.017339630323379276,0.1377707869806849,-0.006305469148966477,-0.00861545480249802,-0.011613420955486498,-0.02123496209895596,0.03379236148535905,0.005882137750550839,0.013809852356207995,-0.029861077361644638,-0.005112415867900323,0.030290514379837895,-0.014178431868316603,3.312221095,2.887778905,3.1
0.03761105301119599,-0.014344330997410856,-0.0018714801614901039,-0.007689421972837987,-0.0219874246102554,0.007619057979786023,0.007050274290414424,0.03528222874829069,0.0028939182281738692,0.004927498985197225,-0.008037920592016669,0.012967430178202215,0.0005065868918832413,-0.036916822377121655,-0.005365982254362709,-0.007010047670633807,-0.0032784908741327902,0.0016628567829102578,-0.03467954138635364,0.001414257293146243,0.0318368435422514,0.01137134516261342,0.2358494623758029,0.035734476224584096,0.0118844481613351,-0.007794752773074549,0.03863794973044303,0.039401971848933535,0.01678858083625449,-0.017736309990950355,-0.01578476394739836,0.031630513754501516,0.06592973507506386,0.13736428674343204,-0.027394227544111964,0.03978340399414078,0.04227596661350257,0.0035102478315384854,-0.0016976540762684163,0.020317547466200042,-0.005971646921049594,-0.003885152342758656,0.022665107932947116,-0.0022493582942281474,-0.023804785907207502,-0.04575828176030913,0.006312008999361116,0.009719284460476332,0.003535360176209645,0.02101746855113431,0.001241154154539714,-0.5454225631183975,-0.0076138674370351545,0.00045532075206856785,-0.01386891224440747,0.01855930574387718,-0.01624021018202586,0.04851205212326259,-0.0021074670633543014,-0.04837910446169961,0.0032747982397180043,4.756993215,4.311972302,4.534482759
0.007189873645786642,0.0575452115118809,0.02591095947075404,-0.013186007374867206,0.02920248607328817,0.020810962800727483,0.012629047681246319,-0.19094415857332547,0.012006109745088391,0.007183647126395574,-0.006704749587876268,0.06378058879034072,-0.005916998721651183,-0.0076657195454606945,0.003129417415458887,0.011951885014526374,-0.0423315104381608,-0.006576646924896599,0.028906696226368073,0.003024783798797143,0.001845195189398272,-0.021432244770076266,-0.03569636433300174,0.011234463121962109,-0.07001202177336635,0.017896883809878725,-0.03790330848110535,0.0058706762809414914,-0.005763623271503263,0.018192578517949892,0.003310444674059607,0.015212870806657258,-0.0011791307278179515,0.020713010178985587,0.03735432137195044,0.014291837547358893,-0.03102466347495381,0.01449428972642543,-0.012669331434230897,-0.042102009708154024,-0.009573077979551968,0.01555383555589539,-0.012048364730145764,0.01901949825490951,-0.005926315729751112,-0.0065847658431402055,-0.00039129016819746147,0.030210584230160573,-0.00837155730432775,-0.007389602610768582,-0.011521741730262866,-0.0010862696947685508,-0.013643932317518974,-0.0025364937172218894,0.0029696486091099613,0.012264434670210298,-0.023029468925914814,-0.010457893113988785,-0.003927109977879881,0.017010535896755875,-0.012655274769349313,4.655644914,4.137458535,4.396551724
