fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,CIHigh,CILow,MOS
-0.08047375594318676,-0.02085260132856729,-0.2129757751558731,-0.06104805444974842,0.012613701803245702,0.0617247435359939,-0.10449309712799905,-0.07968685428302916,0.08397570340042312,0.035206572318875855,0.06335111475598047,1.424230754,1.075769246,1.25
0.11655168996455079,0.011020945749778245,-0.0017965946160852788,-0.018907104817665856,0.004752740359456927,0.019909180998779065,0.04224550228613644,0.01265797864302803,-0.07499674034198751,-0.041178966127340566,-0.09242447139114224,3.369995498,2.880004502,3.125
0.007362177376590732,-0.00787156628603999,-0.009978132672218748,0.007995652948080963,0.011977528483689014,-0.341818000711644,0.011181538145164165,0.04732518469096513,0.027018655668600792,-0.03030682650919678,-0.02547679328494497,4.804087,4.368326794,4.586206897
0.04980205433623679,0.0009017623521802483,0.0030802712435816335,0.023871467762313664,-0.015371041375476572,0.03514224247122672,0.04528971598748476,0.04264954197659888,-0.07313533473687304,-0.027351652971751995,0.0857244611556681,3.431346944,2.747224484,3.089285714
0.10453529845349742,-0.2636971974505253,0.028252854941197073,0.01499255356224559,-0.00670852998048596,0.006835891368382529,-0.12512184076608834,-0.04306567461308545,-0.069785295743856,0.020182614851697592,0.09197392817301918,1.384178612,1.098580009,1.24137931
0.13384251124554641,-0.035719372154909744,-0.04247357597230029,0.0041988167612702805,0.11586680168780954,0.06142515258467174,0.045997787012369486,0.004710029258048323,0.09602299785852186,0.02635651618691873,-0.0030375196408398107,3.165961789,2.619752497,2.892857143
-0.02748233485501691,0.0010474449230010415,0.004731808824190714,-0.050976317813277224,-0.006505869442349684,0.04550883865689159,0.04254330091890918,0.05262773535659155,0.08754462381653698,0.0013980489840493711,0.09228995337008927,4.371789143,3.869590168,4.120689655
0.12416300119664413,0.016608355016339713,-0.0037162356285636543,-0.028784876100594575,0.0032922239169335355,0.04011631668760914,0.0526143175644755,0.002770532373453607,0.08888745497779223,-0.029902120630798102,-0.06237317090212627,3.312221095,2.887778905,3.1
0.028147370725703637,0.25925401994216846,-0.11893188593556248,-0.02461502590695755,-0.06676972667393445,-0.26643337908767184,-0.06393165666364904,0.15309981959778776,0.03832408238699167,0.06582691681430274,-0.07536205011888959,4.756993215,4.311972302,4.534482759
0.11939924381802226,0.00694868875630069,0.0016139081975102838,-0.024781301578695278,-0.0034485264168689373,0.028561156300799254,0.04436059277071609,0.04457454949036291,-0.07077880726256074,-0.023950050733432867,0.09023135114741973,4.655644914,4.137458535,4.396551724
-0.09895074368837561,-0.03752385204976317,-0.022520336242554798,-0.000925774980979963,-0.09635606303249164,0.022027984327050727,-0.08110162214805314,0.03045466577653316,0.07365874105462811,-0.2600350466999258,0.05516580791386113,2.970983131,2.251239091,2.611111111
-0.03972138720070046,-0.009304603547356068,0.2907379968471066,-0.02355007035505093,-0.02986699575904379,-0.1872301890386768,-0.0495988429084916,-0.040021642689217776,0.05786609760612471,0.03271760026516641,-0.016978583842618983,2.686788331,2.05395241,2.37037037
-0.03505382763288556,-0.020342600532834133,-0.014181535039721544,-0.015681113865329735,0.002662373600519803,-0.2431837781732405,0.031157826771308197,0.0027231537822603367,0.04138307958188375,0.0101515958721779,0.05278003065396792,3.044920759,2.339694626,2.692307692
0.07202084959676042,-0.0810405365587189,0.23677232965729134,-0.017223011928846056,0.2593266913018959,-0.033631448638567506,-0.10668213516757483,0.11144921811378358,-0.06556202183690633,0.06721870424856626,-0.03267592358547272,3.95457961,3.30467965,3.62962963
-0.10903029644321645,-0.04099263436219357,-0.02508876670100599,-0.023256106517978336,0.06887583593106826,0.02563146950498748,0.026310929835816108,0.031405105898683665,0.0804505109596445,0.026032259236944157,-0.12388960349186093,2.576073139,2.123926861,2.35
-0.10334012238475329,-0.07580452478870946,-0.03740487318605771,-0.045818342885956174,-0.10467844560359697,0.026532714428922823,-0.08511988876606048,0.03469502100284764,-0.08455941067401036,-0.21270924304284444,0.07294132702722488,2.728516741,2.054091954,2.391304348
-0.02655416040670684,-0.012667951086486714,-0.002331448555047108,0.007938759359757408,-0.024186336116998927,0.03724164237927273,0.046618096975864644,0.05406463586232198,0.08546721889013131,0.0033395335364529094,0.09880216547919182,4.23399043,3.535240339,3.884615385
-0.1057761732415425,-0.012618262720714547,0.0017947094406829814,0.022705252833599577,-0.01525453297998745,0.021180992371785543,0.037923571256365245,0.020123658905325515,-0.08247856214420954,-0.014964414123464758,-0.04696231633745005,2.558665314,1.941334686,2.25
0.11531018735535975,-0.028887774014961412,0.04949105940617052,-0.026093547963113986,-0.05562823916314477,0.02506116924496214,-0.01762473858243943,-0.01530563454242217,0.08615949508400715,-0.08783743171502775,-0.07815794142672575,2.137035504,1.690550702,1.913793103
-0.04187073573976507,-0.048510328509772764,-0.0034864532371702605,-0.03195109573860249,-0.13451853185591076,0.029152718002714833,0.005441091971847391,-0.02442150283748629,-0.07355181110488657,0.2541275582189632,0.025798362755605927,2.303374142,1.770699932,2.037037037
0.08545545773414241,-0.00969823567949266,-0.0023861952934802096,-0.009867323258555731,-0.011485429878348838,-0.04576160165282708,-0.31449370679376565,0.04012372111380796,-0.07824564596004299,-0.01566961036836347,-0.01277996230638983,1.471686809,0.994979857,1.233333333
0.03480127162290675,-8.413264717822288e-05,0.20014234409660864,-0.10887499874505212,-0.022258496022738043,0.06411863364636548,-0.011774602949420373,0.023706255105775,0.09911866856406328,0.03865164053231206,0.05337567451581032,4.625796982,4.159917303,4.392857143
0.041687049770043116,0.05312700514088895,-0.042819387250134365,-0.0014627238424401213,-0.03526494946150055,0.02048401125763699,0.02128008805820303,0.04041231501453279,-0.07808637726182063,0.015605275655631207,-0.11031628044832444,3.28166657,2.785000097,3.033333333
-0.09962238328655931,-0.004108115581345945,0.046388824208689394,-0.01950433727502744,-0.18752337879013173,0.11631138104827982,-0.03932029318425038,0.07856262756143105,-0.05769449601614312,0.2988101565288176,0.13580518193652938,1.786571514,1.313428486,1.55
-0.11366822187644054,0.03723869677300108,0.018799198564657248,-0.005533497343842018,0.01881708777281004,-0.04950831270521605,0.06330501687869582,-0.09418384060121104,0.06691526479101996,-0.026848681423516606,0.13625627031784707,4.400800178,3.806096374,4.103448276
-0.0328022004273871,0.011440276654533297,0.004633486210552299,0.0019398617233022735,-0.002026055721457365,0.018865544135657258,0.0388197405395819,0.024985141478126208,0.07941258656316326,-0.038043600766656416,-0.1097262943262035,3.448905722,2.930404623,3.189655172
-0.11212740976511608,-0.06019380146759107,-0.12527337778552033,-0.012158183129118151,-0.013633023823811907,-0.042142477064258006,0.00781474971314667,-0.1685887682069232,0.06441099242741455,0.07858237176476032,-0.10874728582800482,1.659640274,1.271394209,1.465517241
