fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,CIHigh,CILow,MOS
-0.0014389855957318068,0.0026841324407464082,-0.005021288774151078,-0.004645852621389289,-0.002785371104432887,0.000980751143176075,0.0053269590661253205,0.004122298406299304,0.006617764692134971,0.002545214691266606,-0.0043543764158388825,0.0047646478887798955,0.0026553566454393302,-0.0032735126150009648,-0.005368486883889055,-0.0032611950527559473,-0.005208512706248271,0.004543063189844301,-0.0029161925289180007,0.0005703000423001709,0.0036033439305753682,0.00070961435639082,0.0038145319779372844,-0.004211288071562288,-0.0034086518935913827,0.004932309415510825,0.0068494260901965694,-0.002798511059502013,0.005346996902621163,0.0075911381984860625,-0.003997339678567743,-0.0023277357971346105,0.0026902880402003195,-0.0034406667017151454,0.002027679121946655,-0.0033525125130517987,0.002778334865808126,-0.003673327950905216,-0.005802207520862187,-0.0018641297382499618,-0.0037908831851145306,-0.003176015603463437,-0.0018580582550797849,-0.0022977867324390257,-0.0067502957781319884,0.0021798979010334094,-0.0025769992339017976,-0.0044404418446982235,-0.001018611385776081,-0.0043830542431063275,0.0013639761977572889,-0.003368653692636864,-0.0033795780663306114,0.002144667257779755,0.0022039432484803117,0.00452881539457628,0.9934923409863303,0.0016645542953269386,0.0009741873382406341,0.0004505375532840925,0.003280326897664888,-0.00084042398669378,-0.0013294283223943902,-0.0036909899720287327,-0.0032303557941441557,-0.00357598472470344,0.0032082514847324617,0.003811395618540604,-0.0027262563851881247,0.0050003158503279434,0.004238174450669926,-0.006692384532506534,0.0019190250580852488,-0.0035587072142043573,-0.003930114265695163,-0.005984688588000213,0.0016099969809773137,-0.0022722411681377684,0.00395228400042859,0.001548741967985474,0.004701366351899321,-0.00434570834751921,-0.00309589663806432,1.424230754,1.075769246,1.25
0.1672915452249145,0.02593813279311961,-0.006911526542624148,0.03765638158077822,-0.01783097459022607,-0.019418762840163258,0.01527717201203103,0.026679445291664924,-0.006880843903947984,0.017130398020311077,-0.002594390770124206,-0.011493877049090252,0.021402618271001986,-0.008906127855765875,-0.019061838949403668,-0.014630657927155233,-0.02876178948909164,0.029321331763202233,-0.0104188919581902,0.014011609409280834,0.007550181764237733,-0.012367238563938364,0.010458540244588387,-4.0862845086777144e-05,-0.013645883160746566,0.025012566791637984,-0.009106639547499264,-0.02584910458914596,0.003602189583207929,0.013572021760868865,-0.01286590786378844,-0.008588604349203685,0.027098801340112746,0.024289489575179183,-0.02217508300536275,-0.009202585566734173,0.02835965464538972,-0.0024203472804770927,-0.04268690090329073,-0.011289818919181079,-0.006672128471628878,-0.01014724326717121,-0.03184863773721073,0.12054981524439126,-0.07770302857555496,-0.029625183320300476,-0.010265431567399399,-0.010912097501999738,0.008657399271374119,-0.013926844257173849,0.030948075192940353,-0.017008069558774496,-0.015389340310173751,0.003910613057197305,0.013877864169089132,-0.00409451790901607,-0.010215758030277529,-0.0031779705810245835,0.0700706639353331,0.0204124404982299,0.014906059202589285,-0.020614549070986584,-0.023931047807097906,-0.00944376376936971,-0.04758388817791186,-0.003533403345605959,0.012512524768463127,0.04441068821219399,-0.03104458132388228,-0.005328990759431418,-0.001486299384663574,-0.07354423030370566,-0.00777861260294985,-0.03830501347570751,-0.013712161828180282,-0.010848812361211433,-0.03676263418911021,0.12248083485001787,0.08120185252246494,-0.09745665294250788,0.03882420248906772,-0.010286587930487427,-0.014740276910385553,3.369995498,2.880004502,3.125
0.047678567990985805,-0.04270783106703258,0.011021183906077182,-0.0075346773183216946,0.026419636825177454,-0.024672546705572986,-0.028569857950169256,-0.007844451124306028,-0.018678834649824914,-0.008978652775461548,-0.016356909244463973,0.026288986940270553,-0.011279755904589633,-0.0068288917262996915,0.023848149480063748,-0.011361514627547975,0.01949231860360916,-0.0007274138858616879,-0.009211570319084683,-0.014316510380638857,0.002928218523978273,0.08584831064049735,0.010091178538356302,0.3194720647520248,-0.0015937145528891522,-0.013126178576292684,-0.02490053497362933,0.005579121466104475,0.0036254676249427745,-0.034878449815861176,-0.0020138441674436487,-0.009701799845794869,0.0002990790398994388,-0.056797944944978876,-0.004744977289023177,-0.005061961114053378,0.060111299785883,0.2368879286315032,0.04121728280013639,-0.0376648251696172,-0.0039505061618077,-0.008980472683351547,-0.021792889947540316,0.013490670312167673,0.14399430233587326,-0.03680644480775811,-0.020673740151875925,-0.015798866678912133,-0.06001858522915972,0.013883446348888658,0.02133210239872957,0.004219623444098116,-0.004268865349683572,0.022271501994499874,0.025127843272339963,0.023197759302449387,0.006429134366899227,0.0034141584670531566,-0.06002553394235444,-0.004177442475700565,-0.007579998801103987,-0.05116776216033456,0.03092845923658394,-0.007224693624665883,0.048397806048648115,0.004698380447025175,0.00814153620457568,0.015324261061812021,0.14040392064783447,0.0525049410080841,-0.011979773404108385,-0.08210383495843124,0.01786660992455661,-0.05949508228677087,-0.003115390499600663,0.03899122158156252,-0.0645079700346572,-0.0244350398772434,-0.06032752341288593,0.09619863567033077,-0.05332279656454377,0.006011940800482523,-0.004188283425051928,4.804087,4.368326794,4.586206897
-0.011232251916017238,0.043922268337099724,-0.05441115038729321,0.07034135894728297,0.10226147581797018,0.07618183022810898,0.03873899782251216,0.10208196310541048,0.12882338177892558,0.01812074498203651,-0.008923993542965915,0.008112547072004896,-0.059634365956480126,0.0008445221184550656,0.04873541566476163,-0.0036991556565177156,0.01118585746625191,-0.0010098732020763692,-0.06171333413810788,-0.07572171016802007,0.0012128038182382904,0.05986277128123254,0.01309051447876286,0.06448047266260182,-0.0152441929596006,0.051774549913221994,0.02090784013080623,0.0579142036105152,0.04241887768100006,0.10607557866524772,-0.006725797556439132,-0.011185797101425454,-0.07444897420099077,-0.09358888804843461,0.03189464927496749,-0.014787019436880471,0.002816760747418343,-0.2269520301339843,0.01598267940596415,-0.037046586554892826,-0.01624237567482566,-0.0041227081903357846,-0.032355416238994655,-0.18466391631593856,-0.0623294177598616,0.04214183425192549,-0.003942205887143101,0.023171995316797204,0.00878673448870249,0.008296310636300245,0.0038552442821095474,0.003420110995266659,-0.008577508480156988,-0.0013162645467111214,0.12398596758639793,-0.037226691465666095,-0.01939988865982132,-0.00041461844209207585,0.03802568286802326,0.04963034182812873,0.05736756038889863,0.0038489211500163686,-0.01242070646873645,-0.011691055361023186,0.00588510301643742,-0.07393493602342861,-0.005330836525455898,0.021425407214513116,-0.03196091850330468,0.020911992119868203,-0.03373170943321461,-0.03344417972241839,0.03258437990688836,-0.06118134499178048,-0.007890920426037173,0.0077291414153415824,-0.016298961063707477,-0.00237431539348975,0.2478514288923427,0.057803680870698766,-0.005953292758474602,-0.02326427399359881,0.004246448726377856,3.431346944,2.747224484,3.089285714
0.005878549943025161,-0.0011231946583106123,-0.001998397391398589,0.0037193000995521665,-0.0011896389379090152,0.006129537887522871,0.0017799648073759256,0.004113994138005906,0.003376649592330373,0.005500606394004307,-0.0038261702865048774,-0.004469194911750136,0.004612569422815591,-0.00031327728702308557,-0.0018890016903443112,-0.0031176911500219316,-0.005953568629690425,-0.003319703016400437,-0.007638073231953345,-0.0065442029283206485,0.0029270349119524986,-0.002052270192304166,0.005906045420226368,-0.0017839154949259683,0.9875178248037735,0.003800197161890611,-0.0005262573110546411,-0.003887769483484428,0.003598498508255357,0.0011316089682837285,-0.003018242582117435,-0.0031472273331241214,0.004698226308595323,-0.003945385911794209,-0.00372640201188743,-0.0029424540393676495,0.011801803633685744,0.002958832581504943,-0.0011741017588045692,-0.0042566124933691735,-0.004241786994674169,-0.003021899016444999,-0.005172581121248087,-0.0003816573609533335,-0.01196728008341966,0.0022634752994828717,8.400129271682472e-05,0.0026083537399888353,0.00013728441843286848,-0.006169965309370714,0.002977433153977479,-0.0024220504421657014,-0.0037578034181982274,0.00021410311825564244,0.008372898075593653,0.0027832051704167024,-0.003350538774642876,0.008263909627693983,-0.002888912849454356,0.006518703663995457,0.0049592646333967766,-0.002418351820173525,0.001735266613267337,-0.002805448623343317,-0.00612044698733561,-0.006428464998064009,0.0030808540041931945,-0.0001653869231768315,-0.004374247354288246,0.0011309165908608518,0.006056348680273395,-0.008229375755806522,0.0025194968605717783,-0.0017417801296914135,-0.00453930590612675,-0.009506016346093635,-0.005569767202051551,0.004609813747251868,-0.005117753371293195,-0.0018743773348390818,0.0013978820387322505,-0.000990962079727057,-0.0028580256377482363,1.384178612,1.098580009,1.24137931
0.000826364364103397,-0.029836674346882457,-0.0031847671917183394,0.0014281460907615163,0.03704208246131138,0.020922242898852972,-0.0042696415003825984,0.04170300466182122,0.04417634914324343,-0.011275386111941685,0.005614322108726204,0.0024658994792253136,-0.021895845246013342,-0.006256351141366241,0.0021229703733540704,-0.0032180934135972836,-0.008320373929858642,0.023873568350325048,-0.015604905152731928,0.0038926249109785083,-0.00029967258411254535,0.024293355832078974,0.020106776297248708,-0.033168893759589646,-0.0025209192371068593,0.011585514192781476,-0.02086573574316456,-0.003250457644579058,-0.0017610153495687792,-0.026986556137496537,-0.00547614548535014,-0.004394824853469882,-0.039426805263137396,0.893750351374332,0.0024128384508461855,-0.013386138827176488,0.01089074509254488,0.04065682384100176,0.021627503161039716,-0.012669394314460741,0.0013478606080698306,-0.0015773663258354105,-0.009545322778228909,0.04191936543502008,0.03560268024288877,-0.003983617762867269,0.01156762005515379,0.03233978886540161,-0.054877341553666165,-0.007018587943436874,0.012452582724018571,-0.0009287702680638503,-0.013490041970575895,0.0015980412127133024,0.04048692704615465,-0.010313739732517995,-0.0011628519705506356,0.03561179695665592,-0.039596717260051185,0.007569472967040793,-0.02986292053816042,0.03249412991866448,-0.032785897676236325,-0.0007793613993555198,0.003638621428531217,0.015227028261036245,-0.002069825510532287,0.0035179807126126685,-0.008965735559805555,0.0069604948668523774,-0.034149060224529196,0.011088026730586417,-0.0002460924074255019,0.0007653542797521908,-0.0016945634449763605,0.02672550006758586,-0.050626478708843806,0.00987837216789337,0.04091723301209574,0.01853382362834857,0.012027146960926226,-0.006844715530285037,-0.02086087334215476,3.165961789,2.619752497,2.892857143
-0.02334003301466514,0.0764728168060802,0.026553023010414453,0.002618397746513939,0.015617632387272368,0.044101490830117544,-0.030639608540549906,-0.07630333811346597,0.08109090220051396,-0.015655203631440448,-0.01580714978350806,0.03483341192088393,0.01673001883009756,-0.0022619388145241038,-0.0481092108803655,-0.010932570354426751,0.0014563201498895774,-0.04131256120527818,-0.012593774876204458,-0.035372611401368076,0.010500704336536772,0.0321770599298372,0.008162941768220348,-0.022967404636255708,-0.003434579966037796,0.008167973822548203,-0.009318003550833245,-0.028218461713899676,-0.004271806501577117,-0.004720375188767157,-0.018627360936698492,-0.0071195365541100696,9.80465258639542e-05,-0.031085704005373877,0.010945790262453393,-0.013312607607694954,0.02172318641087312,-0.02767569527508149,0.006014246799538815,-0.0079257414420559,-0.0058450499602122384,-0.0037383207342001237,-0.006212221564914748,-0.0769181693942292,0.0053667012887537195,0.023873123935816025,-0.008664133471067233,-0.006230731835745704,-0.03582258794646282,-0.03175494901792023,0.02411887525098779,-0.0014699959536062276,-0.017238030532122747,-0.0017676972049568938,0.019405268457837323,0.07196629777922857,-0.011161431281561251,0.002375206328815992,0.038861740347655556,-0.013588618229428435,-0.050819043309570364,0.02227357565122445,-0.008492041766835138,-0.0051785984045999685,0.0631395585626656,-0.009946410272170267,0.016255234845594903,0.01907378593508165,-0.08253441179045132,0.020625059351968154,0.002743692298038142,-0.05032424948604687,0.01743832362960733,0.0012052433109051553,-0.007887961184357837,-0.0308053834586867,0.011345702622780552,-0.2082817119866562,-0.03201968669419267,-0.00694826220614317,-0.055728952499692085,0.008387908661294824,-0.0298498341505782,4.371789143,3.869590168,4.120689655
0.16773477915160148,0.013838418152661324,-0.00030973133593882737,0.022082476768056213,-0.03167200270138595,-0.013382415866388801,-0.022984429853819027,0.04944012087515936,0.021600836792088837,0.01542312268279575,-0.010897861109662472,0.004060161329487393,0.017543477416170333,-0.007435718967358555,-0.021759812499434827,-0.010639323227885331,-0.0003314774417637311,0.0069179642066956705,-0.008085875499669385,-0.014925345093595622,0.008107288503057898,0.013857368897995612,0.004265326064366924,-0.07976676481011874,-0.011672218789002431,0.017130982502214606,-0.0004931905314095924,-0.01832507816113118,0.006226588741141496,-0.00784804664850419,-0.005124198012695039,-0.007262642532420144,0.029401584839645327,0.021437632333233977,0.002580257554285372,-0.00999718565686208,-0.011117787916044104,0.026999518831727194,-0.0060597267214305955,-0.009723374050656281,-0.008867615476361716,-0.012392114743364638,-0.014022320107138777,0.058135757168203524,-0.03812847237606025,-1.7260672666907968e-06,-0.012478645164454358,0.0027493322713550332,-0.03341412971675111,-0.016129754264284403,0.029004923992313133,-0.012097228574471635,-0.01602096459891522,0.004469892147376909,0.018950068339023098,0.017360018433345857,-0.008843024070140567,-0.004251877285483557,0.06869953460569936,0.012635395252668805,-0.013488734598688748,-0.010004745971613816,-0.017351496965884648,-0.0071915657835133736,-0.013334344598013982,0.006442411103094465,0.014985769718441344,0.011687103297343323,0.08281188441561489,-0.004118651413133555,-0.018125120594817825,-0.03636540561519107,0.010140158532475716,-0.08410238786417455,-0.008758805833484614,0.00024016718216390636,-0.0401864946038958,0.003267230254013952,0.044001093733181854,-0.18661620737847825,0.03268658276237882,-0.00385234064906552,-0.013548663537304693,3.312221095,2.887778905,3.1
0.09242890505174112,-0.008945152766125265,-0.0003696948862032132,0.08299678305633841,0.02257263110407299,-0.004769803786417721,-0.004374314622146306,0.010699842061815207,0.017102314074473452,0.022615751544613552,-0.015424367334764568,-0.04559790708780638,0.007866067503428806,-0.0021486480566058983,0.009856988542381713,0.0024324498841270218,-0.005384035530137267,-0.003971452628755272,-0.004373081789239661,-0.05316051139106034,0.0032443303493688725,-0.01461493758644029,0.003993490192745488,0.0705214223921788,-0.018572591105985612,-0.008303869152327498,0.0003162803009056829,-0.023083686993356358,0.01041184098009507,0.022153134704845763,-0.00014944267231200697,-0.005664445733420324,0.028302572035855116,0.002123769918718633,-0.012952866953873017,-0.0017043243437223127,-0.014982294000123268,-0.0012014311391886634,0.015370411990567032,-0.008682699131488825,-0.007268947420066589,-0.004502861950510251,0.00805095525321582,-0.03215756098918659,0.6476097318273325,0.008086268655417866,-0.005294750299868663,-0.013253384942577922,0.012240495393550856,-0.005162986774141648,0.021314144427128617,-0.004978417361728017,-0.01417224041447475,0.01190466392703412,0.03211096745221638,0.01827178392787695,-0.006312505857559831,0.01515126978232805,-0.01702097423534763,-0.025839259832101683,0.02135176295725543,-0.024652682263207184,-0.002274133234531676,-0.0029924351071328324,0.032601840841117447,-0.01828291790671509,0.005043696242496096,-0.038765131518474855,-0.008849620510364312,-0.003072611135288996,0.004226594581739443,-0.19887904502304476,-0.012120751878924417,-0.005662626846244025,-0.007096665926425676,-0.05970868920483008,0.02157208799666042,0.04161999020438744,-0.0534719705685471,-0.02883796232188701,-0.006490024578769065,-0.0020087032667388217,0.008623597262030326,4.756993215,4.311972302,4.534482759
0.07161127019047439,-0.0030650798958459205,-0.010293083057530461,0.018283335077889314,0.0012769944152618829,-0.041354241757478205,-0.0008549202805126215,0.04214264643525027,0.021080911242740474,0.0068772505906291,-0.010966576163468415,-0.003233142251342491,-0.0007081335526215087,-0.01772400726912609,-0.013204142418711933,-0.010153526726424547,-0.002182810089079864,0.01236270018195605,-0.0074579450553093705,0.018097193297377002,0.009045306362804673,-0.0003487798637473046,0.014314283726181641,-0.0039058843511896343,-0.004433926863317721,0.014177678973799453,0.0028883765485056595,-0.014094484177653526,0.0036219567234189354,0.03112442313788167,-0.011124740362159012,-0.010967171593363512,0.029238740081781536,0.008649089502386399,0.006289353986295884,-0.013504292618688497,-0.00351816079389397,-0.003440421265213763,0.0022897729121430645,-0.009108506133161609,-0.005967769666167415,-0.010658757589564685,-0.008895994194437306,0.0059571064998188775,-0.04546585990766445,-0.1285793298709298,-0.013605723582216017,-0.011613326083695927,0.004506428126848447,-0.012201220243436168,0.022638870030273015,-0.01509427528071136,-0.009225036067431303,0.006633090152171864,0.025800804424239973,0.01686261626254219,-0.008438892113468838,-0.00697731265784566,0.030253114490380546,-0.02039086135088781,-0.025193347854763008,-0.03447049220102893,-0.0013761183507410772,-0.011336971014717983,-0.014249735760247434,0.013436004138808653,0.011011085108236089,0.08009244460414307,-0.13380090345869475,0.031633866705804495,0.0030148242110945157,-0.06128310403546405,0.0027465676794362227,-0.061459573490578547,-0.008648288432659183,-0.008316582726524151,0.009054788044062153,-0.03592432915801324,0.12013041321522581,-0.008372268889589097,0.016722842084853612,-0.005970543057005909,-0.01884929310486957,4.655644914,4.137458535,4.396551724
