fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,CIHigh,CILow,MOS
-0.002309535243410647,0.003685219441795468,-0.0027911569008436375,0.0021422251114757425,0.0033513564989025905,-0.004102535463391449,-0.002423352916855204,0.0025436512489930814,0.003687853112774377,0.0029310531497177463,-0.003399995487928812,-0.0018754221057390107,-0.0022666080398217906,0.006580726775085847,-0.001877975810548422,-0.005697288059087775,-0.001555852324185425,0.0025337606903670013,-0.0049301679942532674,0.002622831090114074,0.003657299829505888,-0.0026121681012022404,0.0015132688458102171,0.0065001779504540785,0.0027036512446684305,0.00332869708441688,-0.003577817980628612,0.0037692922387740917,0.00305924008436749,0.0030447820111971875,0.0027108039855079456,-0.0035240470777127904,-0.004490518385711024,0.0009672352284922309,0.003879333921683311,-0.003710030144457939,0.004373307352801425,-0.0033485372218236492,0.0032289390040607106,0.0035903581674349328,-0.004936799173391097,0.00218096040696504,0.0042713358726994685,0.0073884123318565115,-0.002003689728340914,-0.0025994223244837763,0.0038074536213668912,-0.003376262569523673,-0.0018139812616535615,-0.004634887610257906,0.0024264333942471718,0.006543830485646584,0.006198328311327848,-0.004518529261469735,-0.004893425348646323,-0.0011841195410399001,-0.002952474063320363,-0.004536316939465125,0.004232798555311046,-0.003571449070467417,-0.0033963907360951935,0.0020521297288590705,-0.0002476877986536734,-0.0020278608138022715,-0.0038207738267531763,0.001755671534215126,-0.9941440812130202,0.004974982108471524,0.004051483242348557,-0.004554293369165555,-0.0017496778497853094,0.002201704118082074,0.0036330115768709453,-0.0025112134296774793,-0.0006531834671453862,9.310536645943036e-05,-0.0035767331227127912,0.005784546737184918,-0.005211902361890275,0.003964641035133015,0.0036967921693607506,0.005189759048995351,0.00029022212706778444,0.004336801199613222,0.0031979884796569592,-0.0027670603722061283,-0.003964055771191528,0.0044094637709372365,0.004917523819687688,-0.0033609784413138185,-0.0016682318606360072,0.004490143528879567,1.424230754,1.075769246,1.25
-0.013060715524559062,0.014543114378896677,-0.017050805073533386,-0.016247336651997513,0.010389668125094844,-0.013269010662807574,-0.013234096176042643,-0.1035674173764505,0.007498628022854343,-0.00028145423760863117,-0.014060792332587975,-0.0140159426178392,-0.005778851840698254,0.03244449966936186,-0.03819836201019873,-0.0731918560325806,0.013097122859872074,0.01896902343000468,-0.018315998235121974,0.21853910705512183,0.009462023034318357,-0.10784958826649256,0.00994707555712347,0.029079569587453002,0.07590424625956337,0.032408886220217405,-0.033399577388299136,0.012575838074032853,0.006200432103304615,-0.006414063920512956,0.011410947158611079,-0.016242613075504245,-0.023831922574879448,-0.027077585088342713,0.005066162654334356,-0.014751930179241859,0.033321883842218986,-0.01207804861925425,0.011750327003192677,0.012155425978275443,-0.014200190962807176,0.017446337802676622,0.03480532674967907,0.07420757081002609,-0.028364374234128343,-0.01630074078780671,0.006903632037214831,-0.007713068873200668,-0.009352709515776134,0.06017318845769204,0.11999400983598311,0.00885555459315532,-0.007058221474231207,0.04424356473368072,-0.018454729283046468,-0.062453346983155175,-0.018508313636096337,-0.007607950642678469,0.00893599092829692,-0.012198711592527263,-0.011187725318777238,0.0022015170019141967,-0.007327287454302123,-0.006652839534722783,-0.009556133916708577,0.0017626203522775447,0.009094650054088263,0.019678056580718403,0.09022978320704618,0.00016759898051701614,0.0019482578334475496,0.0006335071289523418,0.015463783878179017,0.024297534668313848,0.03219203474325585,0.026950801730414996,-0.017868196738675825,0.02584777748005131,-0.10577367430479329,0.01310408439751031,-0.050456058200670485,0.009770930159136772,-0.017098811301421577,-0.0856041607955987,0.022487619887772807,-0.005178788234045422,-0.03566821877684448,0.02231812891046639,0.010774520402888878,-0.014581229877852398,-0.0063728980097375,-0.03280424507945719,3.369995498,2.880004502,3.125
0.03339484895049047,0.009543156816727842,-0.01554189320761462,0.01907595483329642,0.007534611520516969,0.00850863170019422,0.028227837992563336,0.07725644378682756,0.004931261708566586,-0.0902834129032303,-0.011263052494150647,0.02690970552364797,-0.012414630188657296,-0.016222894866506597,-0.02434127404614224,-0.022165197618470824,0.006633023858059724,0.012615986934704062,0.019003137786219378,-0.33918027346698276,0.007154214055555433,-0.10437383814726874,-0.11939005867875983,-0.0652956207743565,0.03644864843227329,0.025258308273988457,0.007445490113128585,0.005316665534209125,0.009342223411616703,0.02700778951065566,0.00851154759638309,0.008463167752254856,0.008199796982747106,0.016869189687055825,0.004474923972145669,-0.002550082819528645,0.01375308714951222,-0.009009992394371863,-0.007662425602567939,0.0031692850448767863,0.012395596052389102,0.025601701465561157,-0.030605943059688803,0.07907304355512522,-0.00538475215826696,0.03326636903214821,-0.0037020570044606713,-0.00590544135647507,-0.019025966726933827,0.33682094452728867,0.030670258654015743,0.09092542985357219,-0.004563523388194893,-0.038534832700747014,-0.0025106203005517353,0.03430813662091032,-0.013123823578109263,-0.01580201497332557,0.033631394229779336,0.0014400419332318134,0.00043087865632765394,0.007223041867459058,0.023628133413389745,-0.104746934161497,-0.006227527010311872,0.041615330921946095,-0.0003665935077659459,0.0020660020391981998,-0.014565103700112134,-0.016781403251495772,0.01684869223298036,0.061702952580154055,0.0014837661302950932,-0.04087735319848006,0.03572963245322378,-0.036934739383146176,0.0014966730049292267,-0.029574659784876035,0.09982307372933022,0.007125095469641993,-0.08704664431061625,-0.013623048848638323,0.028468529958389305,0.020264932074988043,-0.018891089319456707,-0.00701620394282991,-0.018258790845708722,0.0013544060113396643,0.012772609334663364,-0.007662018400966144,0.01618995747108195,0.017272875239644173,4.804087,4.368326794,4.586206897
0.055506972032269765,-0.01590613675588539,-0.0009107375698230904,0.008456641372517624,0.007229538418172779,0.011292735707929005,0.0036660067107610233,0.01840081835332967,0.0035406023853138484,0.011576310947318475,-0.00986832312255197,0.05460676190559362,0.009475241042776757,0.00644554593718653,-0.024034769197916413,-0.05388359425224575,-0.07901841032282723,0.07145382519500272,0.009486140419757205,-0.021309114385904725,0.003021704617722796,0.6453682255192769,-0.007613761644556632,0.01776102809054208,-0.06280678548685015,0.01915170093598747,0.015833519269662477,0.012279459316021167,0.014285408088684847,-0.0627856047774779,0.0013654823754539838,0.002523690764259863,0.0013088362084059102,-0.027777867520987088,0.00811799969046595,-0.006810371669689026,0.05291732358153621,-0.0220589948082983,-0.04477686424635815,0.009565212696001635,-0.019610423060757706,0.019920949110874185,0.05002410081751813,0.13908703737650294,-0.022787252653991914,-0.006673777542130797,-0.024083283787283097,0.005540945405041923,0.0204457106777611,-0.025637079245811063,0.08696013185457781,0.09038047833458922,0.006563937790794358,0.08775709696044391,-0.004264301778230523,0.008378821023480653,-0.02228364296279923,-0.007548871100015783,0.0016244035100811576,-0.00906996728800609,-0.01044527887089348,-0.03219655426709629,-0.017213255260192385,-0.08362813722426761,-0.008080641480424464,-0.004937934836863974,0.01554857375997752,0.0002948574911133497,-0.11020243563362991,-0.018706261643621273,-0.0009901457344205146,0.039855412383996695,0.01370418695806,-0.22792172289437884,-0.007775058422898058,-0.002174814551726327,-0.03378902703161517,0.02435301407054384,-0.11833278690148237,0.010633018332523071,0.030208644607579334,0.034170796783474074,-0.034707700872261285,0.04993194375852555,-0.010923645325256312,0.0067471407712838445,-0.0033860505632484768,0.041047811171217904,-0.03758135146160573,0.010614740617925044,0.0006807965974296791,0.18740318233568562,3.431346944,2.747224484,3.089285714
0.00042347059662820854,0.006812729356769192,-0.0011260737281811068,0.0008439266027923569,0.0033839135940812236,-0.0017577072211862397,-0.004582414730967494,0.0015878222212524766,0.0029511284576835633,-0.0022621245464891204,-0.0032642393644196394,0.00276583092189442,-0.0033754194652707574,0.0025515890591740636,-0.005555109730290246,-0.0014794826055443623,-0.0070376413164740855,0.006829821997764362,-0.0008163246342063758,0.003116460506801703,0.0031800924113010976,-0.006433273440664318,-0.0032324649304863577,0.0015567688418010762,0.0013468258598212514,0.007024541668338755,-0.006216801026179183,0.0031435318259159,0.0021888921711559466,-0.004146521671661021,0.003250459631060346,-0.0029557799756214313,-0.002228805756908392,-0.0012145679342479064,0.001415433946727803,-0.003213264222269245,0.0024312745533291314,0.988547337669058,-0.0027525684525096746,0.005281806028780008,-0.004728185269473368,0.0042972971705700315,-0.003966010383520174,0.00985414499555128,-0.0028539970208021495,0.0013313472850974546,-0.003486323897703847,-0.0005465368285433329,0.007366876170549195,-0.001336457774093856,0.006142339437643904,0.008490120065134306,0.001083808391913198,0.001582662680900258,-0.004737789553370402,0.003159819946304844,-0.0067677146779950015,-0.004030469688913631,0.0022295334721071556,-0.002749092126797346,-0.002649929488021747,-0.0024644634308490783,0.006162493462101514,-0.01102920868014764,-0.004229302498369936,0.0043233892098843,0.003321803235228045,0.002990459031199857,0.0023450541673372505,-0.004821777162357677,-0.0061531459310287424,0.009041129243335772,0.0034012939811829575,-0.005001541216351178,0.006384388070956489,2.9344658583287178e-05,-0.006787504231950863,0.00827305682147139,-0.010584758774345303,0.0043059888193019815,-0.0067743044701890345,0.0014972329995404806,-0.0019832709085468234,0.0003771472552760358,0.000925397348119771,-0.0017312617235196262,-0.005654574734569472,0.0037448872721322114,0.0015094206130887894,-0.004479745129786168,-0.007311615649666556,0.0013569803736751315,1.384178612,1.098580009,1.24137931
0.0329689980722832,-0.013615066525083734,0.005333888133340459,-0.9319698103051829,0.0039866819970418455,0.008520984694429723,0.007178001413568068,-0.00587982517856924,0.0020163434395130955,-0.03282050010071176,-0.005962860494075867,0.0025657179742415736,0.001359158812861381,-0.02067594414812777,-0.008024501388112993,-0.020300061124142812,0.0031347437689473647,0.015906545723145003,0.0004445851533322338,0.0028815062691377722,0.0027568250091564547,-0.005304246213995509,-0.02712272914740639,0.010455398135575953,-0.02255229462181672,-0.010753963308540494,0.015994130714781837,0.009287636217760728,0.017437922111433142,-0.001969755782581388,0.004068225107260453,-0.0014519230768680765,0.007965610053333226,0.024667709599872883,0.007249057239176717,-0.0011307741071698225,0.0015160677367248665,-0.001113223069521303,-0.007441654872671453,0.011585098378418783,-0.006074225828652774,0.0033233761128990975,0.02016625440149536,0.011523552911885587,-0.008682099976335927,-0.02028438104850197,0.01613774067365524,-0.007374007224814639,0.014895942584335123,-0.0233719990121713,-0.009962550128988853,0.004016746833076989,-0.004496569513809634,-0.011811430224692731,-0.008469455878920746,0.00933938032608494,-0.007845657201700221,-0.0017921190434222302,0.013568019406922961,-0.008936014589578151,-0.003753910704478395,0.01099546080410557,0.012835099760805232,-0.025263012817942118,0.0017559195774754705,-0.019121964532185596,0.0024343460765894743,0.0009177426785050199,-0.011129925111879348,-0.008536732493971222,-0.011464516710451544,0.0005682196953328991,0.00943119239528158,-0.028176078555104827,-0.0029930418228811657,-0.016573011926061337,0.0003617545267314966,-0.024033249804332253,0.022576798427552024,0.0028870145050254353,3.81091159316049e-05,0.018874706009792807,-0.0024491799089060044,0.027273229032146292,0.014263185715271257,-0.003920604220309886,0.044563535128978815,0.010104905980649741,-0.010158092041023107,0.007336640962417048,0.0004489684681996265,-0.01754378919756189,3.165961789,2.619752497,2.892857143
0.06545661785664408,-0.013066048199897281,-0.0023078862492322567,0.05683199380805432,0.00379180684406879,0.046291126954428885,0.05944750077502638,-0.016469177383954106,0.01072049645776681,0.008814827698898816,-0.009635288270804433,-0.02505848210273724,-0.029582917889259232,-0.0015481445137428842,0.007842030122719461,-0.021828517811497337,-0.04535332365920949,0.021340295165128424,-0.032062109035179594,-0.03000755246206923,0.005411520141548633,-0.051490453430751856,-0.017821739774097442,0.05755655874867396,0.011708283007173184,0.0025078473290768635,0.012519605942742889,0.012829646806618012,0.030846806124662042,0.02453775196169599,0.010315839448133924,-0.021983140493306165,0.016525694438235348,0.056446444791600485,-0.00187767898143799,-0.01250604468627692,0.011121672771278871,0.0046813429307275755,0.01215428060297706,0.00474953945719479,-0.027252586914396096,0.010555715055158085,-0.016504826043248665,0.030608653691579613,-0.022902414150540354,-0.03319235830735508,-0.03389518414392699,-0.0072209300487651755,0.041642590297005434,-0.0464969213478462,-0.023576074266762684,-0.030579635552791237,-0.0020775239497867882,-0.014702603362272732,0.018633425515430097,-0.019338183849803296,-0.01279079904134563,-0.020108037231841725,0.01859191166865477,-0.0147399903382715,-0.0013678581588237408,0.07145013331139297,0.04223920556050799,-0.01343053192623568,-0.006413461783060185,-0.10372044887952711,0.006312389768245234,-0.012266478460119142,0.053453948348776086,0.002903020916576629,0.005560841371036173,-0.04843630937770866,0.015294559234289783,0.04534625092252846,-0.02189605729960942,0.029777474954172243,0.01599265279598629,-0.0053717175207883,0.03294610653478333,0.0042996686282138,0.2589682416653388,-0.042525713362395995,0.054506890169979276,0.027526643471780514,0.06805908018791576,-0.002410559654548262,0.08274568465456464,0.0059567035610997715,0.009901589184448133,-0.005949562289842869,0.08285635820084125,0.03022081225540901,4.371789143,3.869590168,4.120689655
-0.020072653471407735,0.0017966946990053193,-0.015568897863211547,-0.013212585165582602,0.01225112168530814,0.030170853105620225,0.030868745696106502,-0.024598016039776675,0.009594025277829448,-0.021086838814708072,-0.011195679468138967,0.03386053117714226,-0.025158330002171693,0.01396856610768126,-0.020571030862553852,-0.01176148645869202,-0.00749389285561519,0.02739919495516374,-0.02892616100774354,0.17384699314677585,0.006486161167985147,-0.10608406873244224,-0.0402836451050298,0.05123409526800286,0.06030584970924287,-0.002490659667410933,-0.020942217571877433,0.006286594112238652,0.01540288621352339,0.02093645008926597,0.009697181332437094,-0.019773562682270523,0.014819432030477985,0.026793413737006683,-0.00027364287565761694,-0.015553177863996083,0.07585278781898089,-0.014791062683492232,-0.0186088083004952,0.01028974905586843,-0.02121481074634414,0.019197840484354,0.027458606922976962,0.04332209664392412,-0.02075102252636282,-0.008101535604220047,-0.0123295617771014,-0.007420504588515569,-0.015506592727495482,-0.024524665213714377,0.11356820940341,0.09367087687056705,-0.004578090631351332,0.011143505888171784,0.007691076843241227,-0.07087749498184634,-0.016053600146604834,-0.01752383866764457,0.0027769436474345435,-0.013240988323359354,-0.004940267198461651,0.021655008915428636,0.07821899128596464,0.01738841313250184,-0.012674569907567358,0.07859661408195961,0.009001418856997854,0.013010169769311507,0.059617326919710785,-0.0019381701594532795,-0.0055992210996999225,-0.010878174332379994,0.01803796903010376,0.011958717867649748,0.05871590099881576,0.07802834765433685,-0.010069874144387658,0.008472910491769169,-0.045642201343579665,0.010754924302890724,0.019416382677250887,0.01586123301139444,-0.0031970293176891906,-0.0827406090388911,-0.044761136383627956,-0.0015876716257744099,-0.027691028576646896,0.0166053113063474,-0.018298707653836687,-0.01118519836230222,0.005809872433271638,-0.0010306747526426085,3.312221095,2.887778905,3.1
0.021004463161341875,0.0015731975055383516,-0.004579287477789526,0.0019577824523909293,0.004733435707370131,-0.015214386945861417,0.006017587074582563,0.05177259968835944,0.00285149584708321,0.008388788695031625,0.0010134307045640907,0.00439518524501662,0.009245551590412463,0.03040336662655771,0.0011566902846051903,0.03763372837477603,-0.0451487493877393,0.04506183423842635,0.011933811023920224,-0.006253001994563549,0.00502745174158252,-0.0366496257053251,0.05171011807804145,0.014370649671857425,0.020147102657004513,0.036252616931752586,-0.02681571308423801,0.003671269491893657,-0.010284146029044778,-0.042684360972019594,0.007094174863853591,-0.015197828410170693,0.012557451356947375,-0.017813457874804765,0.006657241729120554,-0.010366935668915934,0.0007213335017623951,-0.024536898155524536,-0.009556363956464252,0.002034010633647177,-0.004608582350149397,0.011392996204241742,-0.00281863983189644,0.20581483335606848,-0.018345940310391044,0.010763312287735083,-0.008330084714176175,-0.001479396699104921,-0.0007156315871004362,0.1436877383529299,0.08728416597261902,0.052958572405632204,0.003840738633368283,0.06956620788700625,-0.014131310866911037,0.006735590353680169,-0.015378054553308854,-0.01522674352384658,0.0023217077340711325,-0.0014242585161199043,-0.005179594174474964,-0.011123963956243352,0.005349325163237416,-0.0032891517861990535,-0.007819458964158775,0.01443409437724478,0.011257909744454134,-0.0005572873904211292,-0.02709370337843878,-0.01766881030510425,-0.012993683115543879,0.04863824651833916,0.017493050328348705,0.008443072811790919,-0.007086619707351812,0.03223753485027178,-0.025442223171719253,0.06171099008680363,0.6452807976606436,0.0102152869673889,-0.051439010856422225,-0.005746172726427371,0.009340123319366107,0.03527848680584197,0.046116324482607614,-0.010948240488764605,-0.030214040708074173,-0.002494248651796714,0.02062269229625204,-0.011567700980514985,0.021743310885219976,0.018890740923965844,4.756993215,4.311972302,4.534482759
-0.01900510152634069,-0.00901661683834482,-0.01294015152340798,0.0015183446598945104,0.008551853951552517,0.0017551212621392518,0.02598748165954055,-0.06299911768082415,0.00848633701922796,-0.006609595099720372,-0.007990566957892837,-0.024266532767679767,-0.010431634343605617,0.02233611166920646,-0.005651694682279204,-0.030911605219014846,0.0032780884666295407,0.04221555716633878,-0.01484312426192577,-0.02489314413138504,0.010516245499926441,0.005875800189808288,0.017565773134379594,0.024420553577044903,0.04086673780941598,-0.02227420659203403,0.005920509091411617,0.009153257875081268,0.013603896782305586,-0.01465220468057307,0.012237885242193405,-0.012940595851329562,0.010885844258010102,0.009337316450291929,0.006946357937769058,-0.010087769014606323,0.017620684360507257,-0.0045789120287438225,0.06046837967032074,0.014725499827881027,-0.011086632945898532,0.014327327248999775,0.091783534897867,0.05155230251744354,-0.018771034023897445,-0.001933446914109169,-0.0011834933279545792,-0.018334631834399824,-0.042802846805032504,-0.012640965848367004,0.0926278500122914,-0.07294504493672521,-8.387631541924169e-05,0.03386774569662069,0.0033859128710555303,-0.03731957123816034,-0.00986327791979977,-0.008699358740647858,0.024042251836350368,-0.014613858538877884,-0.011878345762242485,0.016816715759717726,-0.01963472306293684,0.047955265213080134,-0.005825836641881217,0.047219074164072915,0.007599740337470702,0.01041570154251592,0.09680889815818662,0.0017743128508661311,-0.004839381924068048,-0.04963352998145024,0.011527982810669033,0.020289254208607572,0.0380032041304526,0.02111779301614055,-0.0014710651471362714,0.02047178461857175,-0.03379650297180475,0.008133650586345765,0.014503453334716478,0.008001489198403508,0.029960692781184774,-0.13385595796367483,0.09963932215104947,-0.008287936352489278,-0.009771443831943559,0.010640023297570179,0.006950647470184209,0.0069486163488815655,0.005730314729447095,0.0612996374968898,4.655644914,4.137458535,4.396551724
