fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,CIHigh,CILow,MOS
0.007199410020442575,0.017186313887651725,0.009525752701763014,-0.0008375623974934557,-0.000729942916479559,-0.0058701869661307,0.014173082379831505,-0.0032987101513389083,-0.0017329018513765231,-0.004761328063588747,0.006123161577137818,0.015543982829234214,-0.004091022394201647,0.005898036127017546,0.002450194838268752,0.0016268489087189906,0.026197408135311205,-0.012351101683950358,0.002887377059201048,0.010633572439913516,0.0007012461742317063,0.00725443105018544,-0.014854767474642185,0.005709631159472527,0.006788351261478546,0.011169729268069084,-0.0026505984193545763,0.02404096014467792,-0.009149656657164381,-0.0020729221732648804,-0.00464710875501568,0.009973448933677876,-0.0013621629701096004,-0.00023019171482992573,0.010585304350157934,-0.006054111915761781,0.006488371139511364,0.02463008530211419,-0.0024658164629477227,-0.9607520353116774,-0.007974481324382875,-0.018479555247481627,-0.0010019892336892342,-0.0039534297700356685,1.424230754,1.075769246,1.25
-0.013702533332522058,-0.011578075307651025,-0.0010045624085136195,0.01434998448240677,0.010079970503603652,0.0346842171969339,0.011475466574508437,-0.01616628804142468,0.0790547004140232,0.005381708783767806,-0.01788558189810348,0.006972561931664135,0.03143528221314046,-0.019315763627721933,-0.02408963752557602,0.005081670977625446,-0.014449343836347585,0.02507993154358673,-0.00509709663678456,0.0035159515216395343,-0.023207818867352795,0.024661961140813867,0.0958121145380521,-0.004151698674947185,-0.014919288872542085,0.03273134401247749,0.033302738155384634,0.00047605968741285296,-0.04041855652942655,0.028225639436643447,-0.012089445845183703,-0.018078856705851694,-0.009869733364470874,0.0993198801780255,-0.06997111889638312,0.10457100130231535,0.004990817970107349,0.010368245993866468,0.0016059180299541093,-0.0037969903923244985,0.015503371879356303,0.007042816795257498,0.0003960214814258483,0.009676621467493273,3.369995498,2.880004502,3.125
-0.0015115507885900153,-0.004487945200556477,-0.3717243332345456,0.016729559451150774,-0.01648583606352038,-0.016613655969144246,-0.012308416963830535,-0.03506302934915775,0.002698158406872651,0.01803608497118591,0.051903244994289166,-0.017472184472489424,-0.0007485979509659662,0.0009046871379511343,0.022902791701698667,-0.000966165632973061,-0.005111404272875442,0.0025311737727640605,0.008012208973643102,0.01871445844902635,0.012823447124565443,0.011599346743984513,-0.04123863800301737,0.02183264101242777,-0.01672956194903058,0.021740268298391555,-0.0007212002962736855,0.0016069238198235369,-0.02271697019799908,-0.003299013651288208,0.003128097757808938,-0.021957149780889175,-0.02104590927454476,0.06757458764779267,0.0027770012120472273,-0.05350894046527875,0.034741306818084086,-0.005880459271070764,-0.010395608731232624,0.003223185106358158,0.01599640543456208,-0.015997935339998017,-0.007809354882377716,0.015250606775786331,4.804087,4.368326794,4.586206897
0.01027855822420254,-0.00630786690944851,0.04278929246089915,0.003124646809699167,-0.033275921500252985,-0.027351246404185757,0.011534078903113063,0.01515753626506911,0.004810152606934582,0.008870259574884585,0.025012174178884232,-0.003662110447407403,-0.009312972954875449,0.008276319832910908,-0.02021099755397187,0.01323368560665888,0.05108809761421834,-0.014911738884551858,0.01257677403395107,-0.02361880355415382,-0.027435665225546312,-0.05248354703957737,-0.012264950404399379,0.015884021501718873,0.005120815875917726,0.02088009703526325,-0.008494057592637121,0.04603455917481063,-0.05401373603921857,0.07900375437963152,-0.004887220224464122,0.008086993829072709,0.009774448308134452,-0.02210415545545888,-0.022261793129488283,0.07308015242454938,0.028529646473627168,0.03670915218308368,-0.03562701460282798,0.023944869394907392,0.02213639854421321,-0.0021421870155364565,-0.008808532340208093,0.0024045691810837063,3.431346944,2.747224484,3.089285714
-0.0010278453805343903,0.0012664995452212984,-0.001442541216282326,-0.0030110146639489095,0.0030343665854707306,0.0021913042306241906,-0.003685888249663638,-0.026087633146230617,0.010827826341244287,0.0036956930852516784,-0.0011423422034521516,0.01362812800827722,-0.9438566562087383,-0.01012466291374309,-0.002629876295565695,0.0029194346275551834,-0.002233044180469624,0.01993327785535989,-0.0019607458499232063,0.019230222844657995,-0.016227616488505424,0.003678555759850086,0.014046773789316496,-0.006081982453685194,-0.009381922423548914,0.0023494604904551364,0.017836654444439833,0.014880080041539819,-0.01297077542344995,-0.006585165899996528,-0.0030967857113541157,-0.001249687147928331,-0.00414555342874647,0.008591763014386595,-0.03693741188690732,-0.0037440068942039195,-0.028402035947802676,0.018715430683686834,-0.004936228872118257,-0.004911907655458562,0.002853383646344809,0.023107719118649055,0.0023935234065811765,0.001154644858014517,1.384178612,1.098580009,1.24137931
-0.017700372841576367,-0.031282652534372894,-0.014333064013999298,0.009672140704777184,-0.0023489760625554404,0.007013379258575938,-0.05387673112437383,0.42282499409976293,0.16020161910174943,-0.061735443033635526,-0.003566072443304325,0.04831018499711932,-0.005443103300777016,-0.009139229444025903,-0.031869787604488775,0.007335932805186696,-0.030717650905203932,0.017275238368326944,-0.008729147674348084,-0.07796908355431342,-0.018172043654453553,0.07305178683404681,-0.028091144455715113,0.05917880977787366,-0.08527621400601502,-0.2828683923879822,0.07911694999062428,-0.050871106129578764,-0.032995536900336575,-0.02606467222443474,-0.032122357974479265,-0.03387911977253207,0.05903884966187251,0.07238127108619523,-0.000822551570983648,-0.03815625649521737,0.08380080157259193,-0.036590853655716744,0.092716976095729,-0.041134156174204795,0.06622232208313357,0.04473234597766031,-0.0026217169778810995,-9.93135151124323e-05,3.165961789,2.619752497,2.892857143
0.019536794504823575,-0.008128160920354672,0.052440602827560925,-0.00486189327698421,-0.003612378555862658,-0.0015167099340873391,-0.019135295319230656,0.0009952519712954,-0.016448462116761018,-0.0057398531890680326,0.04326014411081406,0.002078517118594435,0.0004020239976441627,0.0024295245228225554,0.009387838058050864,0.005867506167321926,0.0487970188051732,-0.03284826270984327,0.011706091289192753,-0.04051345877623636,-0.014071534862269296,-0.00769669122009051,-0.05096581065919078,0.01939559176457814,-0.008994670804633351,-0.004746652448253307,0.015697397451907312,0.025515549837599794,0.01165853972621295,0.04824150133575384,-0.015142003788965635,0.003907108863120964,-0.016946279504414845,-0.03627547891674543,0.034259523774287585,-0.09798186067922549,0.019025158397116465,0.023865308431590588,-0.0166380011824397,0.016902645327728123,-0.060913367892893235,-0.02369014422795779,-0.007348441876261511,0.005923486141015623,4.371789143,3.869590168,4.120689655
-0.0028257784410375265,-0.014544062065342365,0.022653928704877743,0.013547349580608296,0.01203696026915516,0.0445309509891032,0.030089656184326727,-0.022169096639278244,0.07696014868377085,0.01474792005831436,-0.013421278514972384,0.006018294385774729,0.03148333282961554,-0.021105704608893005,-0.019562290097129797,0.010041386350854444,-0.02408844892883534,0.019810737829880017,-0.001557387267449223,0.0030504912957637236,-0.025490508546138164,0.029307232886711096,0.1102357936133262,-0.0006480250801920928,-0.019066071808581022,0.030696213618534744,0.026167325777593016,-0.006050538543381052,-0.013573385695790422,0.0796545680713539,-0.011937099888865203,-0.018414903852189145,-0.0028585263725301405,0.09543144869517305,-0.05523688923573268,-0.07485829866137524,-0.0005845227441516478,0.008620425381844066,0.010137303884899068,-0.008334535732450452,-0.008473552534939052,0.0014112540783311576,-0.001821490601356024,0.015014175072717847,3.312221095,2.887778905,3.1
-0.018076042784672616,-0.010013787667357362,-0.29188913407021083,-0.017898413564401385,0.028466641371403065,-0.39677959701448795,0.005411699045611717,0.03945994185957487,-0.01034577644192282,0.02353047938360928,-0.04187602607211154,-0.023146113447813157,-0.013134672100725558,-0.01401488756442464,-0.01957030230990613,0.005265066289075618,0.017214809276344358,-0.05454975984900761,0.0026706218278661994,-0.07974919872546471,-0.004767043286628312,0.005188698909630327,0.013709637487348308,0.00685776469694681,0.025276814498830825,0.02653142863564878,0.00851030946669462,-0.02088047213104417,0.0987588425405806,-0.027582542425623496,-0.020138283554464616,-0.015002848293660996,-0.019579235302805784,0.16825748663886184,0.04914558898257012,-0.058879836067147265,0.0008879376644921262,-0.005626365164287821,0.0029273476941602795,-0.004499989823986584,-0.045336812322390646,-0.0013209428923817363,-0.014887225271962392,0.008951564040112119,4.756993215,4.311972302,4.534482759
-0.00012888896534289348,-0.004868786919378356,0.01711359967112855,0.0038462292023427698,-0.007750728427259816,-0.003948755824622719,-0.011961183665920251,-0.0026509477854984665,0.043694331259344,-0.013564087749631984,0.025557358595757224,7.028120303227249e-05,0.007587764062614321,-0.002591210818146079,-0.006364462053284088,0.006044928127281431,0.027055399070044246,-0.004795300406759965,0.00510913496989672,-0.02194983319336611,-0.014225842983714123,-0.008284409684345967,-0.01724586500153046,0.014654348577720274,-0.013024592316749668,0.005972768126053782,0.02417781575264178,0.024379757131667908,-0.034717022881591085,0.14792547373787115,-0.01334394560344714,-0.0070009174783956804,-0.021115116708656675,0.019275518372751738,-0.019647996242992554,0.10179368938784675,0.03757603837746954,0.018896562366606456,-0.01093663073041731,0.01440376181867714,-0.003306137221074526,-0.016713070932730414,-0.007937287600275896,0.0017897424913336775,4.655644914,4.137458535,4.396551724
