fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,CIHigh,CILow,MOS
0.018185980003357978,-0.20820005621447749,-0.11956058174906356,-0.13296168827158839,-0.0074289616712575075,0.3521541357279458,0.1368127065713417,0.0551383760173097,0.04962288420638386,-0.004072901052999537,0.03938206824079825,0.013070591792838596,0.0006112593956119722,0.035399933045936416,-0.10111454369553857,1.424230754,1.075769246,1.25
-0.027234601226271547,-0.027639833313561832,0.0732003181025694,0.05256823351629396,-0.016281141125942703,-0.01938429758579806,0.02939703748764099,-0.014574989610677958,-0.11640595552998166,0.009980370957949364,-0.020597762299801283,0.11415524660676596,-0.004068531727339695,0.01860310175300589,-0.005887672427821893,3.369995498,2.880004502,3.125
0.029007412687644542,-0.008758619334221724,-0.03094897308310939,0.030226928886961442,0.018990785751153035,-0.006212725042319318,0.02090518487780645,0.015858048027338985,-0.013419242882548007,-0.032751270210703856,0.04170663220343983,0.026970134643741164,0.355019213988534,-0.01758998847058286,0.0026876896722121306,4.804087,4.368326794,4.586206897
-0.0033973556107080097,-0.0037312119140427568,0.067560596098006,0.07536537869285027,0.0056911031936947585,-0.022595352805807763,0.016238363920446135,-0.01698779380717053,-0.05578767005343144,-0.014625861137628104,-0.006943252179292774,-0.0831634772589315,-0.03940473523677601,-0.021008757247801307,-0.0006636112363702486,3.431346944,2.747224484,3.089285714
-0.22046216863851278,-0.0013390250821585395,0.06562160029830173,-0.12696537255966403,0.13093659417367376,0.15805972958926767,-0.052228702062426476,0.016452408068060188,-0.0906193313165139,-0.05463043576189399,0.04083289838659271,-0.09304449445966688,0.009518378588089177,-0.03072106763537837,-0.059630166771880704,1.384178612,1.098580009,1.24137931
-0.05470322347619997,-0.055624935395681405,-0.10107275949882256,0.008750205471643987,0.013704558296518208,-0.008517540910912875,0.01827679040401924,0.11031942372491865,-0.1303296179134149,0.05060086776479077,-0.01893061925543945,0.019445642345089165,-0.04838555387458289,-0.007385156429825148,-0.016258384729173788,3.165961789,2.619752497,2.892857143
0.0036953153732012865,0.004427411876842921,-0.09395185570975369,0.06339575339026707,0.014641218974034528,-0.008547606636626553,0.0004310357397866458,0.0011890512768492855,0.024737052577603818,-0.0027526087403020485,-0.004138556005768022,-0.09043856986867502,-0.0501661493085865,0.052898160127941816,-0.0023010899758119895,4.371789143,3.869590168,4.120689655
-0.025557495393369677,-0.024409010099176016,-0.09302942550142462,0.037568339071241776,-0.02640041966925327,-0.01521571386430209,0.03786439082777389,-0.012329141368028368,-0.1245835817786443,0.017294061532781502,-0.029812048048441706,0.09003842073474086,-0.019859139034114064,0.028026272759108756,-0.01495404791964164,3.312221095,2.887778905,3.1
0.3751288709648725,-0.023493329427643237,-0.05665097372979106,0.019756611007768328,0.044950061081842685,0.01708723013858198,-0.025082272277948493,-0.018111666222758054,-0.0490032919082803,-0.01656486705878284,0.09308027419722138,0.07305652481206888,0.2483084975486705,0.018583003659005875,-0.008836899616072322,4.756993215,4.311972302,4.534482759
-0.003974461895099591,-0.005203783794726731,0.06368478186517479,0.08065017470203177,-0.00015269771475317346,-0.018351610347968585,0.01999415587930167,-0.007682376818255636,-0.1295730814849265,-0.005233674865791279,-0.008885657715390662,-0.08000246471233526,-0.02665797576630878,0.026675415682892195,0.0030468045883386714,4.655644914,4.137458535,4.396551724
