fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,CIHigh,CILow,MOS
0.029210895391429022,0.49359260479856243,0.12218145830186958,0.11286325897422152,-0.012416631203070579,-0.06997828989036572,0.08453448589007666,-0.04216896651130453,0.036614454795403296,-0.1746158205973178,0.09690932927151903,-0.0816060754471624,-0.02787184689759623,0.1142534546402,-0.028266185573864386,-0.0812444398504149,-0.020234554008635438,0.01982079171755626,0.027885235036271407,-0.0048431856610121745,0.041624817909478154,0.13704814101590315,-0.05127185968363128,-0.10046145291914357,0.03201541095846364,1.424230754,1.075769246,1.25
0.021226561692401794,-0.02164859237298997,0.014605069867622913,-0.0027379503396702492,-0.007180757068880213,0.09094364282195962,-0.03221822286387224,-0.004848480166807124,0.06818386418852693,0.05988615517062617,-0.006949172107231766,0.031337074767589145,-0.05069562409533475,0.0008143918931281733,-0.018753464467084213,-0.008745648996209648,0.008103501323882076,0.02825093236710488,0.12449812812280606,0.0026653105106965304,0.041611237484349424,0.032265069637557486,0.015458397844208306,-0.017018907060392774,0.028889004937510874,3.369995498,2.880004502,3.125
-0.00897930594141784,-0.00121716107238175,-0.03206654512348658,-0.003443573785945644,0.015925791110392485,-0.032422852719651916,-0.026909313821401274,-0.008551129287419775,-0.016286994084757558,-0.0477986882360772,-0.013038290408092387,-0.017486506900086865,-0.028962013789515562,-0.004427815319048431,0.017605061393019997,0.008095314829876616,-0.3605788914502546,0.011125107878503328,0.04089821140966574,0.014659997278541368,0.024768037384356897,0.0014441394610654587,0.004928822818554251,-0.01707697669001096,-0.02689407700220688,4.804087,4.368326794,4.586206897
-0.009024470630737575,-0.015695328404493336,-0.06334480556486231,-0.022042420727168846,0.028545726297707165,0.07651759882226848,-0.02523850574812465,-0.0019016373925951765,0.004590239731675694,-0.007981908769963084,-0.0022401832042998207,0.01394614403560455,0.09476850179739427,0.03244920532686261,-0.003627819965529364,0.004035496201488584,0.0407480113617738,0.0034577756758477586,0.025542115244211915,0.016565485426509752,0.013326442458162663,-0.01465289472074847,0.0166409852916974,-0.008997347981951249,0.005658040994788996,3.431346944,2.747224484,3.089285714
-0.03808118780171848,0.058457337706162835,0.13675138675723586,-0.06032111506071385,0.027064138669317596,0.08110236037838603,0.052439685781444624,0.0038904470531398927,0.02673792959209389,-0.06889473023143874,0.07151394651949428,0.04168201406688934,0.056368677156156045,-0.029542142136490146,0.013946442992027058,-0.36495693286935976,-0.013022229123232667,0.0499512694323913,0.022533870798010818,0.03420387802456078,-0.26367475340169594,0.008040570027769227,0.058079894332039764,-0.038934221020347354,0.21835552996777824,1.384178612,1.098580009,1.24137931
0.05394048823444774,-0.020881141480265705,-0.056598079552514106,0.11978610020796734,0.07165556691844813,-0.10202317845056977,0.025874664858623813,0.10715878783258204,0.13280500011994825,0.029824886279792743,0.02700577926932725,-0.04717607521172507,0.032405796737106134,-0.040293923676570705,0.08116483234497282,-0.01719559417559603,0.0286544144012507,-0.06632943980576292,0.1292263003677237,-0.0005340488936359856,-0.0038258630292968237,0.06130891730097872,0.01108879316062933,0.06674493397820612,0.0313299178263002,3.165961789,2.619752497,2.892857143
0.028373832836365846,0.0008032454214048154,-0.08851544975943047,-0.003438855980072946,-0.03985522912490159,-0.0952882521913798,-0.0054853191670144515,0.0039997130180864544,-0.0046626411862299945,-0.02894597062661839,-0.002863750483518972,-0.007753589650198226,0.06537043543861827,0.02666707912426053,0.016026289652650967,0.0029834030571588665,0.046977452911087465,0.01805801753190226,-0.03127753907278892,0.008448868774235885,-0.015126814240604776,-0.014444297300405834,0.013083669430359244,-0.0040752759520673604,0.0028939755708799705,4.371789143,3.869590168,4.120689655
0.022321859268448603,-0.017347312477578744,0.02004355207414157,0.005789072581119603,-0.01869559272033488,-0.08398591492877577,-0.029334914415576913,-0.006710661858546095,0.07675337722341213,0.06760156481055353,-0.009715516444440757,0.0273692632548745,-0.021894709348493514,0.004095945671642709,-0.028862623925286986,-0.004830877407293193,0.024675810685280974,0.03420458040819626,0.1276672479226683,0.0057873034952567745,0.05032712637320664,0.029644663707810565,0.0172468192234093,-0.023109524469158767,0.03552576489470421,3.312221095,2.887778905,3.1
0.013509437772593384,0.01039243702293222,-0.019108421442985083,0.007016187297457844,-0.020322399306756004,-0.04620074013686343,0.0012112983324736569,-0.020336996712357586,-0.016672140579043104,-0.04103887487329248,-0.0030159210929589487,-0.002781396478179893,-0.07812396910788556,0.006853205680303078,0.02823264890589715,-0.0009520429258321958,-0.24897856185798037,0.013396637043208388,0.12002769555447923,0.02083654544553509,-0.01971435201538091,0.0185956286903163,0.01814032432515708,-0.02711866820130023,-0.39656116162147004,4.756993215,4.311972302,4.534482759
0.023265275563674057,-0.008837601981778001,-0.07015802992099512,-0.006666088472260795,-0.0075306129704896625,0.0810135880595835,-0.01770565005949521,-0.0025545793153352527,0.025021845799524253,-0.005046926444535129,-0.009781732199242632,0.009531707292270507,0.1185810545822768,0.012982310590429886,0.004714722578463667,-0.0059059695645283196,0.02317639982154155,0.020049667294236056,0.09994815510154609,0.004332736066424015,0.005981067314033839,-0.005689207210754382,0.013014412383269046,-0.0015838607307743556,0.0035910800041114347,4.655644914,4.137458535,4.396551724
