fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,CIHigh,CILow,MOS
0.026702125874886323,-0.026036356773055897,-0.01757039273596986,0.0035640835539894537,-0.03029898318831785,-0.024950692047509805,-0.02062404553360804,0.0036192058227576818,0.004605309552066867,-0.008404803036803476,0.02528104225965352,0.004268687449651576,-0.015346151308937137,0.0004395630592147565,0.014882371429499256,-0.012598144857795594,-0.003183134352346443,-0.016745544805212106,0.01269041735647445,-0.032188545586383094,0.030854514026961974,-0.055019544313134675,-0.046486187806245555,-0.0005106001099424221,-0.041416194265513455,0.004672330492039522,0.006169447504236969,0.008171118431704961,0.009469669630879437,-0.032009574146700054,0.0038825097306252115,0.11324277719012932,-0.038470718537060494,0.00616875368890089,-0.8554005063218931,-0.013439227686477106,1.424230754,1.075769246,1.25
-0.00023123786134666912,0.0446267002953306,-0.010752244142057344,0.004342155955224854,0.00041120549582433666,-0.0006453159004990428,-0.007566907561624472,-0.09888743760751527,-0.0034185925250314773,-0.10097982221053893,-0.027784969990110833,-0.04450861145300908,-0.009404642888695986,0.03983015085283116,0.006251142255512769,-0.01739078801696362,0.03814440764647305,0.005543217491301835,-0.004017669313344033,-0.029824140870701017,0.005892363855971163,-0.018500915789936012,0.007354351887350915,-0.02454666702135284,0.02041888407728698,0.0008249683166824727,0.0009525770216396897,0.07102145789570533,0.0042439687742519975,-0.026967054197995156,0.02767565691635667,-0.020738579308735766,-0.012243971191124171,-0.09381637367970119,-0.002434750113038107,-0.02506473504953873,3.369995498,2.880004502,3.125
-0.0007138118898291173,-0.031971216193272346,-0.03785118352961988,-0.007529241879684138,0.024807417373924254,0.01506453488343559,0.0002765342650988084,0.03821395708131197,-0.016028820929777476,-0.014009225639761341,0.013979431641860813,0.02419173550291111,-0.012839859837404384,0.015772817991389725,0.0265066876323388,-0.02787894411724025,-0.019481798686258354,0.003284456113032342,-0.004343975691505937,0.009004735335535679,0.002937054123366517,-0.015786723619353266,-0.006059219851184846,0.01113425347396421,-0.0028833128222906504,0.017417729512190266,0.003681630823085872,-0.020578733030964805,-0.3661097962432592,0.012952300723599841,0.0033867681584041137,0.0006731764672541896,0.0014702306662867965,-0.039701775005496674,0.00921897427347595,0.0063717117472835965,4.804087,4.368326794,4.586206897
0.026232714950429784,0.00818369754004659,-0.011455262621878692,0.010740015369330834,0.03719199587717521,0.021999505172455087,-0.01103024552494894,-0.059766488352288885,-0.01775217444583535,-0.07262448605198894,0.009196562737320727,-0.023795454640879107,-0.0268821482189696,0.025299463897055154,0.045790503763461915,-0.010882153245950396,-0.004768137159666464,0.009075493001610244,-0.03879998518697784,0.00887066638833807,0.03098806742944097,-0.01130855966524096,-0.009207328267438619,0.012036524275050801,-0.021078473059636584,0.008107661953068734,0.00015633822326279983,-0.012231199129292507,0.046932597984672426,-0.038354689839427976,0.000599918171649129,-0.012875523933229032,-0.003290598399273425,0.07829367859101806,0.013617439067581168,0.04126944267048302,3.431346944,2.747224484,3.089285714
-0.027531859251867796,-0.00472258728572344,0.06447463836406923,-0.0025870349182485495,0.048735493083189106,0.05873828010152893,0.010750513050018983,-0.03702890286623174,0.04543436029682654,-0.023630968174317264,0.026151829068332102,0.012082618710558038,0.061641984082059606,-0.3726381311688572,0.10111248892465512,0.05933665716474811,0.08212194945617807,-0.033497645414290025,0.08085760450336292,-0.011490171589181194,0.12091209072631989,0.029977025071463333,0.08377691093578463,-0.05945196282842942,-0.0007966318077812412,0.041760841200969984,0.00026243250414185695,-0.13994167994883924,0.0008259864416397192,-0.609938829287083,0.07289626875969415,0.04678230183576812,0.012158275537994524,-0.008835433578087587,-0.018497180427855656,0.07657374881540079,1.384178612,1.098580009,1.24137931
-0.029109309685936332,0.08692753703814356,-0.04177957357096588,-0.006378980733711125,-0.10673423711505878,0.019735413492607105,-0.07221324836913418,0.0969026739323341,-0.013479322551372524,-0.12869082932969045,0.17106487717637203,0.08742753081168932,0.16834346693507463,-0.01734289538898874,0.02929671685302699,-0.0016539193793778703,0.03331602109244703,-0.004199459790995305,-0.08982367689046324,0.02745184632472511,-0.11196002500537118,-0.055820610881988364,-0.050026051741039315,-0.00966280229060248,-0.026250754602141563,-0.01538970828383485,0.02947348924388383,0.033352683977173385,0.029704961183015306,-0.03809068971761482,0.018123855795527742,-0.03477217088277257,0.04251868261671298,-0.025426425289378544,0.008678049041284514,-0.044892510629586005,3.165961789,2.619752497,2.892857143
0.02264189333116436,-0.016332705771254608,0.004014667055551129,0.004681727627825398,0.019159655344987477,-0.05017687928157041,-0.01919204859894598,0.10615470968792232,-0.008023137735812674,-0.0007279152236644718,0.05544054042372197,0.025097853395516904,-0.02589619544110547,0.006410522792957744,0.01756274449285401,-0.028377338060562595,0.001991042326981907,0.002195952897926985,-0.021485508622198154,0.004903519829565026,0.027665715140368995,0.022455400664363464,-0.020451138707900815,-0.020853687665820308,-0.009426214161663022,0.006812883338842348,0.00707921942872666,-0.03208970190633235,0.04926686641680463,0.014903903712067049,0.0003923646804152422,0.0022392375150599012,-0.014679801984465056,0.06771925910661329,0.022533244555144293,0.004295549511602668,4.371789143,3.869590168,4.120689655
0.007294944072389407,0.04935040070464844,-0.0076423812742141325,0.007959667899930968,-0.0010983003108603628,-0.010889627569187871,-0.0015707185720127827,0.07932998163027019,-0.0014949865170599764,-0.11060127956075812,-0.029652991854753553,-0.038154926999532865,-0.010599177715258559,0.03595715861542227,-0.008021631125865996,-0.004609566625693159,0.04541170111683562,0.005226114277923177,0.006706289636540508,-0.0409415105159935,0.005617563845510907,-0.02017741945918308,0.011017686429531473,-0.030123803146069075,0.03021986560527753,0.007213395031768021,-0.0045141609080654056,0.08075909635547616,0.02166601265360548,-0.015377574860394344,0.025488225455000117,-0.020367923739863972,-0.020905395287285963,-0.08925246654459273,-0.0100231736385607,-0.03316903331724381,3.312221095,2.887778905,3.1
0.0017892548217527222,-0.014247896313933322,-0.00010176760544028835,-0.0019838336914088993,0.011849558482077981,-0.020523286144694484,-0.01187711092942513,0.039679983731935105,-0.0019175093712892818,-0.05609577755938099,0.05288217569954424,0.016340857393965787,-0.01605990464014919,-0.01842688971143234,-0.007215434454965029,-0.030264156435587605,-0.39859138607720934,0.002069115427955946,-0.04301602401603691,0.017055229123613003,-0.013543337280653548,-0.0006497132754062964,-0.032598467361507656,-0.017914472917321234,-0.012805161981259772,0.00030372986247756043,-0.006495346187041836,-0.03982699324162115,-0.2665406626498552,0.03384493539972428,0.058430092108465975,-0.017710540126492973,-0.010733169026551257,-0.1497795439416083,-0.03171535088106594,-0.012358211420698442,4.756993215,4.311972302,4.534482759
0.015710795163381235,-0.007281408540197698,-0.004493291758458959,0.004694729662262698,0.016804513886964235,-0.01668568578725939,-0.012873934789192005,-0.06571432014250672,-0.010168776658765253,-0.15413277265715142,0.02072944184372026,-0.007522375865052758,-0.02119081517131914,0.025215698096137818,0.03048266147743221,-0.03857362912705882,0.003959571889129238,0.009315765441021443,-0.027152612766563985,-0.00118944833271846,0.01997543803291307,0.004099705595130747,-0.010750436754759866,-0.011472935130608415,-0.005423200702083901,-0.0020712321672493343,0.003570846918819674,0.00559224834113304,0.023977520174114603,-0.012220592591423145,0.0049975896360991215,-0.004231548425058873,-0.004408115757207482,0.06763919484012179,0.0204221591945352,0.01943773192777752,4.655644914,4.137458535,4.396551724
