fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,CIHigh,CILow,MOS
-0.017634522077413825,0.006605359457123977,0.9471819677220665,-0.006552877719581334,-0.014177615463688243,0.02548113519749006,-0.0153166834842786,-0.00631310005997059,-0.0013848560964623401,0.002948197171446758,0.002872612414384814,0.009658792014899737,0.010399909354240606,-0.003571218645258163,0.013983709575913522,-0.011062440174186809,-0.0035035378918715668,0.0038324841040159427,0.0023411686049657713,0.001586432651309793,0.014481267135240602,0.026473007732425117,0.0030061210728926733,-0.01280949085833358,0.002719865196545323,0.014776752789707276,0.007689787979483559,0.021363006734399052,0.008875394036038348,0.025918736219283624,-0.001498770877712778,0.004036417814481987,-0.008575253798273428,-0.0005181394997182304,-0.001931043912673227,-0.02281558068936108,0.004666702566162457,-0.01056848015915417,0.005897851190301992,-0.018725623933371932,-0.022558992546676142,1.424230754,1.075769246,1.25
0.10791612567415897,-0.041581096775811066,-0.0022371156120584747,-0.014198708016171579,0.055553386661739604,0.016396633320432136,0.039583588753881564,-0.012324728732448895,-0.011702928288700506,0.020615358476562633,-0.02037153042974416,-0.007161988200708884,0.03328348577150603,0.10402758095670347,-0.00447544120566575,-0.026195215313701302,0.00273632690896451,0.0067262815478348476,0.0036556570079818848,-0.0016449163838401807,-0.004905108179435009,-0.012193186539833168,0.028310131621385674,0.018197213645865563,-0.002215580097671388,0.0006223787453387205,0.016938899897023425,0.004989111336178637,-0.0013693636551625242,0.016309821061152984,0.04389974008153903,0.0029302644498313416,0.026480669304188957,0.005919937649970329,0.004981891293647516,-0.008876379664919744,0.0225608497143594,0.00076901451501616,0.029793579812927705,0.10303737303026624,-0.024729275714597168,3.369995498,2.880004502,3.125
-0.051369168092994584,0.03898087200246805,-0.008560841387404745,-0.014252037237689277,-0.00795704128946778,0.007882833809415124,-0.012787561423762375,-0.001889290470891577,-0.011284411637008515,-0.0028703369272211786,0.007998597260923498,-0.011734792469953856,-0.013360178272661364,0.06418831192276359,-0.011274196909048876,0.00879468201260648,0.010057727518474075,0.0003962096024089292,0.025748902403623486,0.008800023501721849,0.011082579310139416,-0.002895821100079289,0.03777824177408977,-0.002114707987363917,-0.014916961233302734,0.007569485329028637,-0.016663196714987574,0.023441511192610218,-0.375047922217876,-0.0007770478616818855,-0.012875901244239419,0.01464363634173546,-0.005737384016685566,-0.005715535652389114,0.011288525630508027,-0.006668330443160147,0.038293952106782006,-0.010640561094648778,-0.013065774163326422,-0.03257580335703631,-0.0006641602878313335,4.804087,4.368326794,4.586206897
0.08193393675612118,0.02396828047786559,-0.01729003654413466,-0.015825773539944788,0.016291318136689034,0.058730598443421364,-0.0011277633674141151,0.047509899635303644,0.015184012842281339,-0.012651588832957784,-0.08917586704836171,-0.008407009208761074,0.005343495990227581,-0.018896393953108496,-0.02303000670303925,0.011580119286967262,0.010624385192357779,0.011970488726793021,0.01565106492995104,0.014546392655762868,0.02872687825239414,-0.008777167508101142,0.007141661094710899,-0.003887886078016354,-0.0005650044566640152,-0.014359976129733654,-0.041521769987919274,-0.00804149290994499,0.04197344707399332,0.029396053779932877,-0.004306881663085715,-0.018840688512949653,-0.009130847595867301,0.004984110760577131,0.034742579335751624,-0.04474535730917594,0.03470968246073449,-0.0018173257677169144,0.017698501427972513,-0.007636023552554663,-0.008789892156243833,3.431346944,2.747224484,3.089285714
-0.021366232141112523,0.019744451314104104,-0.004201698804625383,0.0045168375606468095,0.051612863529748226,-0.007839408921875473,-0.004700667898498312,0.013141393251291515,0.0089943944387477,-0.9197003692241182,0.004495904889620089,0.00459984201738045,0.009594320537454607,0.0028127095240949615,-0.0017882102150389605,0.004214316637105485,-0.005646767106185328,0.005311925181384251,-0.023342249225063887,-0.010507925665486001,-0.01744062609564244,0.019063445747059,0.01072080130403694,0.005259647326795849,-0.009773510399360497,0.01167569213643394,0.04578859142829648,-0.04214978844089155,-0.0015419490495888746,0.02579440999685956,0.001663929396493274,0.007490359061897824,0.01211003128620011,0.014612368012521927,-0.01066366243793424,-0.017982018358499448,-0.0021926279764589614,-0.02928466473467719,-0.006614280399278881,0.012350209245641024,9.602533420450193e-05,1.384178612,1.098580009,1.24137931
-0.01230186303467608,-0.0060964709880347535,0.030815819057222738,0.03792128443464609,-0.05471897532514654,-0.042159020091617705,0.012609336441296389,-0.13263141803659742,-0.15010575262973297,-0.02233782249632371,-0.0013502388071321226,-0.00929830037542246,0.40596515148420526,0.048979798221721424,-0.07675224825272452,-0.052874385712654015,-0.01241531523220389,0.0026877865947140082,0.10508395814889568,0.004181996252178141,-0.019581902053539248,-0.03879840184115922,-0.12198017754992456,0.00756846013929743,0.007296316399756624,0.011002880163098316,-0.1815020849076272,-0.044773928435629565,-0.010197198115907117,-0.07833970710208185,0.02608380561058862,-0.06504168647062968,0.0848274413240175,0.008021987742013377,-0.08424441884323941,0.08684406481814257,-0.06346080341901203,0.006147221969396985,0.034689826537902285,-0.05137442513192925,0.037882492284461555,3.165961789,2.619752497,2.892857143
-0.0968410769130244,0.05484087925168718,-0.012497456216352882,-0.006130671328546733,-0.027737543369475894,0.03306052704892273,-0.012335895811217775,0.0024231609498699866,-0.0058226162296353195,0.0054588474328147755,-0.056113550770548117,-0.0002151662315446716,-0.0025726230486950623,-0.03671808611615856,0.05604723265957929,0.011326402288318252,0.0067251696422688636,0.00502608195767896,0.015491481357475538,0.010520165078744068,0.023043362380324874,-0.008082193367309753,-0.012871853277915634,-0.00016860392662791172,-0.01663893111055631,-0.04029318630969444,-0.0254374092674665,0.017337932926981537,0.052525892212032216,0.022663132751818423,0.002449675115237756,0.017875414035970934,0.017924004992692467,0.019003601458468893,0.014359025825284543,-0.020186297530680918,0.006460618483288067,-0.012270195749935188,-0.025167658475109093,-0.04633101644606329,0.025932547370828146,4.371789143,3.869590168,4.120689655
-0.06996758296945595,-0.037942013344773345,0.006126645969132079,-0.02199169730642805,0.03954776594274575,0.002089768079950961,0.03302742078591068,-0.020888463266948508,-0.019084971632139108,0.018220970252019134,-0.06809000369963493,-0.00777548593165422,0.030238871328766247,0.10330152622240782,0.01499720116881924,-0.030809592354295468,0.0059734833314808245,0.010932854612808462,0.007912342874731448,0.0025952816693005174,-0.00863522725116747,-0.01879249180670388,0.032487806929816565,0.021277011622806763,-0.003321564730188764,-0.004335501042879279,0.02159236182209936,0.01590034807581231,0.023307142572784167,0.01310741490961548,0.04975837503296479,-0.002887715013142925,0.02298595055984673,0.0073030096613581836,-0.0007074170278818465,-0.0006192961102444632,0.01692804756675824,0.0011752519977634044,0.016568605230484288,0.11721060325846612,-0.03744373260638179,3.312221095,2.887778905,3.1
-0.06390143568652035,-0.022838129559394828,0.010267427043747281,0.012595196462865062,-0.052487546212070954,0.031989230930657656,0.05667566711274965,-0.018639580586663124,0.015793120678770325,-0.01824749937059065,0.01975287395361994,0.013894062421557087,0.004687334030328379,0.16882765770562283,0.041165542708393246,0.027586055799983723,0.012259007812904435,0.004840718461400914,0.008244997209060509,0.006920281947692396,0.03614025984981975,-0.015331090984322103,0.008393470366461672,0.012585353092038077,0.000565763540486177,-0.06393105791895652,-0.0247264791910459,-0.008094080998545219,-0.2789653914406897,-0.01969579303509382,-0.412175725044157,0.02309160224835503,0.010297865735056495,0.010671670244101655,0.00023789162909486846,0.027075793359773927,0.022672218720577363,-0.006427386001440767,-0.026563039369206398,-0.0002832088756310999,0.004802304920018825,4.756993215,4.311972302,4.534482759
0.10231777799718818,0.015507097893147054,-0.01886269836032425,-0.0033952952671403394,0.015951721444600865,0.03555114062564441,0.0037460655854124666,0.016236272250268302,-0.006276283282609126,0.006937428374999279,-0.1512761578134102,-0.0007004994975431356,0.02794731271550811,0.019512787723324293,0.010413826561785222,-0.0021639110198121733,0.009054876114665857,0.007089098968386335,0.017325479737734344,0.005643173439563498,0.01708694133352,-0.0017455036269383908,0.0008460692759587289,0.0028617924955883388,-0.01162749345144692,-0.021266587024745223,-0.022177097748962062,0.016386882639929594,0.014724372277566825,0.023865400599409604,0.009052412339880626,0.013361564804151993,0.019063094640554792,0.011426234577399873,0.010685103295939942,-0.027232571240728826,0.02656901156840219,-0.0037949444797914502,0.010181477173658447,-0.0035622268759462083,0.004386658621018432,4.655644914,4.137458535,4.396551724
-0.09866902047533638,-0.06546244080916301,0.010524714606895384,-0.028069498127232428,0.041702746873458464,0.04802566385420604,0.051288983233876706,-0.04899374407801268,-0.012485454235512897,-0.02601733143382225,0.04960899708483952,0.013525122336149479,0.03438181575247187,-0.003393686827292669,-0.02419941832161551,-0.039710786489243706,0.008216013903675845,0.011483519796902417,-0.0094999721596244,-0.002144233165118171,-0.005747472741420937,-0.02714716930067664,0.04511986704039643,0.03543351255362452,-0.014024272579615915,0.050141912068052484,0.032707115110283076,0.039105055409881566,0.00770146587937597,-0.006106577240183182,0.029430905636331,0.005118723376474393,0.029192196753867073,-0.00038564613542975634,-0.007280374018947556,0.008356739311831514,0.03861575140670713,0.006477900090568838,0.05774218576914565,-0.37195682357706034,-0.013720049817598948,2.970983131,2.251239091,2.611111111
-0.057528165009545225,-0.005454980517677824,-0.042195344222857346,0.008781303145528309,0.06057926556281269,-0.0034615064327450126,-0.20778211275838215,0.021022060821804196,-0.09726292004993801,-0.004196539195264395,0.06809665215885928,-0.034156285763667714,0.058744774086683875,-0.11779347041381266,0.030037738839738475,0.029401562025778996,-0.032271291804263955,0.04103210967140719,-0.03045946711495745,0.0035639299617848423,-0.0831445380708571,-0.008542373592019306,-0.016537668326621735,-0.01670410046677625,0.061552928036833855,0.003987024862397679,0.04720297731373802,-0.0020586679763881077,-0.15855500945890982,-0.0008918598366727644,0.02564447406574068,0.006648372705147741,-0.0039249413974305185,-0.018283780964591514,0.07593586305934577,0.005870225323751381,-0.19916239063788171,-0.027736447803632252,0.2950367387621046,0.04927922254422966,-0.008770245973392569,2.686788331,2.05395241,2.37037037
-0.06798263982044775,0.05997138931639668,-0.020884929981789903,-0.037986169954672834,-0.015577959045742506,-0.013088632194079523,0.013818560328281217,0.04669089660206123,0.022658929787910703,-0.03581092770239965,-0.01194397532349786,-0.013905130892994355,-0.06801491993160462,-0.044488575910038713,0.019929418650506223,0.0111395087444174,-0.010837183972722365,0.015543525897555593,-0.014029626883264713,0.011728861095458662,0.05317203767539585,-0.0030755672990378734,0.011651949375967884,0.0019003160639389622,-0.0271711207636884,-0.06690698589214943,-0.05211928529815115,0.0004221064192434976,-0.24391531772704944,-0.016486037103020566,0.002214621201998637,0.004535494543975358,-0.0028386067102407217,0.022450251738342548,0.00889434378311961,-0.004823505213517574,0.020023282861134212,0.003919388393008069,-0.04116742972089006,0.024736341283885407,-0.00408144847849429,3.044920759,2.339694626,2.692307692
0.13476795267188815,-0.09489803645981582,0.06945366654674404,-0.04962371027173173,-0.09533042947531398,0.05307741975551067,-0.6467587869819938,-0.1317792031453585,0.11621519669163545,-0.06590792473188888,-0.015004772711704303,-0.04854609418361633,0.0009258063832658715,0.07660445492000752,0.011560751254109868,-0.06734065115082452,0.05518714849622514,-0.015072114326412714,0.004402646959317229,0.0442113990720668,0.010844546093633228,-0.045915197067234674,-0.02354113077042773,0.053243988515767594,-0.023794499498835223,-0.017799120530085883,-0.12464477604102008,-0.003169295116181219,-0.04213216518274802,0.05654198839525243,0.044842782743823854,-0.18076160299275498,0.00827107745557422,0.04120038712061132,-0.004895598393984211,-0.08457975890263672,0.05522010780367697,0.10048098827179669,0.004481878590967032,0.018512330097075723,0.04866980017846868,3.95457961,3.30467965,3.62962963
-0.059293504624729904,0.18981478733968887,0.025846041498918556,-0.037088713093839466,0.01881535528794903,-0.18253876723325205,0.01510926393463014,0.06008773661787655,-0.003751013496962417,-0.0060541937158106905,0.17910568882150876,-0.03901900564925267,0.22328090063023726,0.09374989342300306,0.014748122523026484,0.10078628320833588,0.023134639905642605,-0.0032057300563997347,-0.02120450048255361,0.03292811430048069,-0.021212369757664246,-0.02118962509198415,-0.024537921101569573,0.00015034564077360556,0.006367273369240188,-0.07044684731056117,-0.17688225810065758,-0.0020714006567928937,0.0004775345508013846,0.001202548104480446,-0.009264137969455435,0.03179191439857253,0.02096124711603875,0.048325783405271994,-0.05203042625858909,0.0029448904235061988,-0.02856190271476899,-0.047221368521475585,0.01982196345678626,-0.07663308717213407,-0.02659236944499562,2.576073139,2.123926861,2.35
0.09689928393843664,-0.007851465245231767,0.0268561956748558,-0.029430912863079178,0.04881255511203662,-0.0032046139302657427,0.06332497979655362,0.018679942069795563,-0.002503778126283857,-0.021182829997611636,0.04053015032781993,-0.018846597875047947,-0.04821620625306436,-0.03738844519017622,0.010090948957887947,-0.02872366855650319,0.010610072410495093,0.005798030839939239,-0.03079395832049705,0.01373727231762314,-0.038673505761478655,-0.039033627800246946,0.0017554865466779736,0.059766045598205954,-0.0170083964060715,-0.03499269506351875,0.032317099229918184,0.050260744494604034,0.032431277527060036,0.03169019449629745,0.058675978483736305,0.03262024608864544,0.03362353768928021,0.02552667915781101,0.034921856964010435,-0.0040073589153024405,-0.014772578750937997,0.04336672565472699,0.0644688328035025,-0.34060255770100767,0.04686510535063728,2.728516741,2.054091954,2.391304348
-0.08196536925130798,-0.0882233087074469,-0.036091802747719844,0.0533071803425927,-0.08386363098394205,0.16082948153599666,0.04490204551431354,-0.09389617704623833,-0.07389153963431623,0.03906647491978377,0.006236726905846693,0.02462305827439975,0.16553576093140432,-0.1026559600317147,-0.07427434065718445,-0.06460746081147009,-0.01383082442607713,-0.022355928391812458,0.041029331105664105,0.01697576502741491,-0.012958549488123949,-0.0022016540341597422,-0.10732415137786736,-0.015354278915220771,0.04728401956537387,0.013457994432934382,-0.09594305565362683,-0.08870398235995784,0.02019310398568583,-0.03570267132176935,0.018648540129462904,-0.03258605303760673,0.07345466721233652,-0.04918198329782675,-0.027064702654318103,-0.04008127734474183,-0.031118832466256827,0.011405223696846266,0.06523226491913521,-0.09745159855892697,0.032091230329144835,4.23399043,3.535240339,3.884615385
0.07082706375389931,0.013696170941059928,0.010594732276581715,-0.026293746238251318,-0.0018921122508595415,0.0449230926156434,0.008789009837121527,0.004768001328659944,-0.008248141645414184,-0.0005103981234270092,0.12351012655182313,-0.0065336872669263385,-0.03624402028717416,-0.04075924485242555,-0.0221453397782743,0.01191814820689247,0.017068815913583446,-0.009399059785983594,0.021954739036975656,0.016478489299370964,0.010736085796340167,-0.025055062273493182,0.014593532933094011,-0.02183641991920714,-0.032245035764873635,-0.01753690650710154,-0.006577716135705819,0.02489213201886974,0.035511460150054415,-0.003765254863426087,0.008915909064556827,0.03412158737216671,-0.012411058734335408,0.009484074963855588,0.01641682531313317,0.0445100480157013,0.03539060539026914,-0.011849543281108252,0.01928250334987981,0.02978176949235469,0.010080376306894767,2.558665314,1.941334686,2.25
-0.041732286709349566,-0.40871436614539014,-0.01990492092352331,0.2911386990149186,-0.03809580400443854,-0.008820510174086778,0.002408599123631794,-0.016464552129858995,-0.0035788812351247386,0.01583490146306198,-0.039433724715411254,-0.007899867123293592,0.0415351657720336,0.01592210772300838,0.06013085818255482,-0.008016359734504964,0.0036318930715153763,0.006254170010526027,0.020033788872833014,0.02064019367966547,0.01798994502469147,0.01891994025617491,0.002575625897735203,-0.023960416177880008,-0.00862151133089611,0.04695263020815675,-0.0007327752983791433,0.010878264339746651,0.024931265801182503,0.04456364744102601,-0.05279994659234249,-0.030134666193383546,-0.029313247310717678,0.00478445317172669,-0.054433712593587195,-0.025061952093130547,-0.016782697072243457,-0.015322253210932099,-0.046655147951303884,-0.0971938697095435,-0.024086295046919257,2.137035504,1.690550702,1.913793103
