fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,fe-102,fe-103,fe-104,fe-105,fe-106,fe-107,fe-108,fe-109,fe-110,fe-111,fe-112,fe-113,fe-114,fe-115,fe-116,CIHigh,CILow,MOS
0.0009951257826366449,-0.0038008223369964287,0.002361748554342362,0.004128243137352162,0.004458888632884547,0.002024734055430716,-0.006275747997045631,-0.005218767075632009,0.0037235951546088944,-0.00017292474822576983,-0.0038997791752859797,0.0027715682636361657,-0.0026996306975180986,0.0049076189867881355,-0.0039459190433831625,0.0033947844171491816,0.0033034145421931556,0.004446217323011613,-0.005216447622934537,0.005577551182124701,0.002895863816511835,0.0033272218060320016,0.0012682536339748553,0.003825436416024363,-0.0037050809022595443,-0.0015919382664779447,-0.9951335762103645,0.001184637265185635,0.004116225054194115,0.002471057143636842,0.003155296289106325,0.004855229088315169,-0.0035357077121697064,0.0006112938765675647,0.0018118116334307323,0.001494158027461389,-0.0037303949748858853,0.004445547879113635,-0.0037346665827816586,-0.0028600299004230886,0.0038647398170799504,0.00456840254455597,0.005107601591535241,-0.0024614713806881097,-6.638080901517932e-05,0.0036690106298062613,-0.00015271455521150665,0.002060025096199407,-0.002210502244332062,-0.0005955003776783666,0.0044988454502426336,-0.0029410761585595612,-0.0038634327366759104,0.0031109520235735907,0.0031832003404557345,-0.0025223906448091685,-0.0036101905876619123,0.0048500025762527495,0.003116361145925082,0.0032878647190891356,-0.003965921461013447,0.003441100688717961,-0.003134341710596224,-0.0034936362431770424,-0.0035061756483245996,-0.0036106946062142696,-0.004263895682070091,0.003691482368608048,0.0030474647072632932,0.0025073629591915556,0.0035156997493672104,-0.002153584276891692,0.004540820646551003,-0.003395959498296095,-0.0031137952791954666,0.003626635333811216,-0.00305907741973077,-0.001997856447647741,0.0004982105255068098,0.003557112709904704,-0.003430562955716885,-0.0026209581649406805,0.0034110643515265996,0.003809357754650573,0.0021450105107847575,-0.0014871943912314314,0.001360725139828266,-0.0038007261391296812,0.0015292020100311043,0.004831686887246182,-0.003915710237653858,0.0025228818303456705,-0.0019863079220109334,-0.0045820986989504806,6.620091450292571e-05,0.005600868532587383,0.0027235119125711754,-0.002780026508374261,0.003915824414615308,0.0038299141437214594,0.0036191068646711836,-0.0037831012881018784,0.002794789005802497,0.003778531772070409,-0.0038055577144818636,0.0017425171310811451,-0.0036174137590153526,-0.004269408402573991,-0.003364628993994455,0.003474756542074042,0.00328377980126482,0.0017359481442006197,-0.0029651142317517415,-0.003963397436741147,0.005641148534054642,-0.003182618430399469,1.424230754,1.075769246,1.25
-0.002579391335205047,-0.005514916663816721,0.027613877921983655,0.01139208595616738,0.023160586203955773,0.010377206796159322,0.010659426366199464,-0.010736771267223878,0.018106171430496715,0.05326008615436071,-0.02272634301977277,0.0291596333423298,-0.004554799477219835,0.02544925243999726,-0.0037930676459031532,0.050826989875549136,0.00864421906170911,0.010299098645883163,-0.031482367802972214,-0.021011524974018717,0.023544812666969846,0.006804083803785109,-0.012458314071840181,-0.01797540445327503,-0.01163384679307362,0.007976101125878293,0.004742391300427445,-0.06577863257010946,0.014751025327224424,-0.012845041972556497,0.006375711226840365,0.002287758645805677,0.0007544666697229899,-0.022259399578688867,0.05641933335709891,0.009469949758542331,-0.010619553947160828,-0.017485744018378015,-0.005606638321183522,-0.01843216312617029,0.026553253840577155,0.040005237184271125,0.008209197060750448,0.003538999336024215,0.0012358682825723488,0.014239113701254132,0.00834261782669005,0.03220710919150001,-0.03395001281671276,-0.012293832966343156,-0.00014039605108446244,-0.01088961846798225,-0.010872763651703941,-0.004285782551249909,0.00015119936553090088,0.01249920450769316,-0.0069599873587109975,-0.0015081064946955436,0.013581533788141531,0.0018125458028326786,-0.016379651819511065,0.025392487952356227,-0.005542446343145629,-0.007777566687423885,0.016523666963890793,0.029451777174085467,0.0033369897887510183,0.004978731944037673,-0.01802742015335745,0.012647642491499751,-0.03345069248238937,-0.02537323718283572,-0.05792270437155983,-0.0047021973332313045,0.022452143775010567,0.006152938923055005,-0.0021132231260229547,-0.015301931950459053,0.0010364073775180622,0.010061829329196822,-0.007766387866611679,-0.0038522419756299667,0.0038382009243227056,0.012046543344422674,0.022831374540134713,-0.04314877560002533,-0.02804823221252306,-0.010156418954773276,0.0009526347181128047,-0.02585520351344565,0.03228435508723542,0.036695012998439594,0.005088076810266337,-0.009385419220998389,0.026177656703275574,0.02852264742462629,0.002397774792240865,-0.019066334879573345,0.00777966136553575,0.010844395417690809,0.012689305582414474,-0.006637408654445863,0.0027271994629043525,0.0025042122095507873,-0.007758559930770778,0.03015228858449496,-0.026534932684961907,0.004790880730290141,-0.005007904363623135,0.008134036439268225,-0.005828984513969641,-0.571014152100576,-0.02194856515531968,-0.009881613620857889,0.049427183603733035,-0.0051920792191012125,3.369995498,2.880004502,3.125
-0.011454347195626659,-0.006617455527569769,0.006404628240955096,0.0034094130315469283,0.011276756378388705,0.018896984602170756,-0.02037757701884533,0.020280135784024714,0.0009242374983830398,0.015797302715066054,-0.003733051994261392,0.0043674171231020366,-0.0034993138843242236,-0.003292419012518579,0.0003348020829155874,-0.03424943346466927,0.005123814118303319,0.013376981623797265,-0.033090478183772226,-0.004992321413922248,-0.03083577518567248,0.0030339852761953282,-0.002028688971555885,0.02016319265969955,-0.005757379555511729,-0.02135706840250588,0.005969053982788076,0.02827723107622496,0.008240084777727781,-0.0031635815872493016,0.0009198428645403297,0.012149250924624516,-0.007589459977917194,0.07242912644462164,-0.016069297965332786,-0.0070054323079485345,-0.008031368352474097,-0.005295428888715554,-0.0020456076583762915,0.02026779559457174,0.01698568929839045,-0.018168901409359398,0.004623165477304285,-0.0018589179953783298,-0.0016498731854791076,0.009925323901471356,0.03695914497881017,0.005151559688419609,-0.020054936003036535,0.029883474062951658,0.00987595385867502,-0.02274772902835238,-0.006459261250866135,-0.002867419925917794,-0.0034964665760555723,-0.004574712657509525,-0.005935552165303709,0.013124124507998589,0.002948269449773362,-0.002592918564652973,-2.2863010465617706e-05,0.011579588427663191,-0.0030901189133123136,0.10529741620943901,-0.03259680280968366,0.0012604856782769346,0.004506559219388742,0.0071273021146050315,0.01039399420278641,0.0007342694657775724,0.025525059228316712,-0.010142891534503548,0.007660460357062348,-0.012882989361001145,-0.034561495193063424,0.0035648500196129498,0.6687248952519944,-0.0160335700190789,-0.003621576856856706,0.001548394983248747,-0.025446316852215593,-0.015926739603837524,0.004755990905460474,0.009109850053823509,-0.04694363630916105,0.00953370250490541,0.04055344662216932,-0.0019472743429837227,-0.009475881401441566,0.03730715403607798,-0.023679769256253164,0.0038518385625634665,-0.029666493110961735,-0.014760014435796604,0.019069057879473175,0.014667776237146938,0.0010247339807743635,0.00892204419206463,0.005964408289304316,0.00446732506750174,0.009044868450336953,-0.0036012141613633933,0.02161413554551922,0.0054010437981752025,-0.004672534720917565,0.010771972462844054,-0.04733368715459879,-0.013106944825881308,-0.005435370253498994,-0.0022962746996788666,-0.0002405236938486629,0.03102157805706941,-0.010009610185938878,-0.003756199415907201,0.014566494189507702,-0.002287951898581096,4.804087,4.368326794,4.586206897
-0.01128805575347397,-0.004799662978551589,0.011929717773676343,0.004169357838460448,-0.00715988836239173,-0.01707209123160889,-0.01927955634646753,-0.019251530132082747,-0.006308353528624474,-0.01970837068595643,-0.008794733703994959,0.02061976584120507,-0.01353621561725619,-0.002114642308561779,-0.010004229593688517,0.01828521929449802,0.002742840642803075,-0.0019417101496893743,-0.005325714524243244,0.022258564519229935,0.013272164743210047,0.00741595588728728,-0.006935535566356008,0.00741132053068573,-0.009737945876143517,-5.875180330791555e-05,0.0054511027432635455,0.022055927621977885,-0.0028386181632949143,-0.009497887413215627,0.009644135098111503,0.007975428392070506,0.00025904399457816216,-0.0037649262740758896,0.011739843932997002,0.02339589658660641,-0.005437391534092236,0.0019799259813414604,-0.0059398955504021906,0.017310140668356174,0.029742989107943055,0.015202362916833323,0.011639799443260289,-0.009480894679918618,0.012469835930242902,0.002807595081526771,-0.031040709858550414,0.038680331265872246,-0.01290793564548637,0.0028481822209573864,0.002854851259315065,0.022970464088686825,0.9148412346803904,-0.013996122943937017,-0.015587601455788273,-0.01618562881564894,-0.004265364662026817,0.005197911404403004,0.008720790331846901,-0.003206677599909448,-0.015334390966052353,0.009108561765107034,-0.00010141243549723475,-0.03162064386631393,0.04268731000074018,-0.03518268735779335,-0.03148882769360651,0.004533774099415709,-0.008136720388817444,0.011687353252508656,-0.012559669828017477,0.016366501986357886,-0.010262872329778265,-0.005077798706293474,0.006226806189398893,0.0012732451198281475,0.007290953860878849,-0.02769316065481706,-0.002358926723081251,0.010253155915214729,0.0033487415115463276,0.01851654277689076,0.0022503929040292824,-0.008566271000448792,0.014692325037327486,-0.012345497979181958,-0.005648649851555484,-0.005560096823155417,-0.009332656134107421,-0.012838167566499553,0.009904501917589056,0.008040821633575095,0.024575245097454318,0.010260552623581184,0.02173826697627868,0.005509888945557686,0.0008737716860314641,-0.021265366188411752,0.004601078506665032,0.005248238965914377,-0.003353884427404965,0.0013733795015954983,0.034663167415246894,0.025771479542777982,-0.0037596552794910924,-0.008989583474892034,-0.008600296767408517,0.0027123905862318784,0.0019490242341393081,0.01935818747072278,-0.0027003270961892924,0.01688954871726751,0.016173224632393256,0.00602842219389902,0.0023372300507142887,-0.022211249250796827,3.431346944,2.747224484,3.089285714
-0.0006510762366581959,-0.003472903753469068,0.004448936186478893,0.0027366352278045966,-0.002872443579399283,0.006443868761232277,-0.001481153636726387,-0.0017026952860849692,0.0014894738979672347,-0.0004498016346119818,-0.001449536110048355,0.005377914712941683,-0.003658491973069575,9.91247279040602e-05,-0.005306233792311897,0.0035160766362067673,0.003447176996311628,0.002478787831576025,-0.0036950491999826643,0.003741810231084619,0.004164566757397578,0.003711025159199528,0.00390023268839808,0.0013718504989270735,-0.004745871377585309,-0.0034678069887996124,0.0031856684021709363,-0.006971705406062174,0.003710025622634851,0.0005564752559475616,-0.9922562444807483,0.0024398619586367166,0.00032789394752074394,0.0010534197436206886,0.0020061738492574725,0.00724875018708475,-0.0036787486614878848,-0.0013932671412568356,-0.004023878168364217,-0.0014903236811146436,0.000990122740078337,0.005256311758243359,0.0021102228293943953,-0.005765846663707722,0.0017361622395567977,0.0021182744065967474,-0.006128059139172925,0.009260919859289049,0.0029404359859046174,-0.007747924701109845,0.0037303251289766966,0.0014894171008066118,-0.006811513355692403,0.0026956796220051382,0.004573469057416415,-0.005956798995220604,-0.003886479543450328,0.0007210227859620333,0.003187618571111842,0.0032408962122519192,-0.0036733671625758055,0.005398659959704374,-0.0038492318205286744,-0.007957231233607611,0.0016763777644228412,-0.004716575645045144,-0.005931930348168882,0.0036788988110605905,-0.0010790382886815282,0.005361147142885127,0.0008574473218886042,0.002815750733573841,-0.002027702236782546,-0.0019196452090255928,0.0006722848524150874,0.00400034755100945,-0.004172625254931005,-0.004584859515228194,0.0028280387183719303,0.005458647292424808,-0.0020095060183933514,-0.004291094305538404,0.00278668245278905,0.0020572836989832923,0.003983202219975411,-0.006393719194079597,0.0031687050911521296,-0.004092415812544937,0.00593945666990196,-0.005075390698869157,0.0016621318421081725,0.00030226812758812313,-0.004492084602521414,-0.002058688124937414,0.009403173707854503,-0.002235051105072328,-0.0002647089793523177,-0.0073846224010728715,0.0036406753526803544,0.0037825647256443137,0.00424580195279836,-0.002532577675614615,0.00620073518896607,0.0033625983240210184,-0.0033936159723776307,0.0022421718861444107,-0.0002087605094470401,-0.003286126746191334,-0.002833290975495066,0.005851082643931668,0.0023656578996576706,0.005836034551772158,0.004153189785094929,-0.002215560476128844,-0.004136926580718461,-0.005821327783565444,1.384178612,1.098580009,1.24137931
-0.002059032739185258,-0.002423543488238965,-0.011946846062216148,0.0030547231162223326,0.015785079700604904,0.02463735438220744,-0.013374472955575733,0.004372456625439507,-0.0035872853668345215,0.0017672140745428274,0.0014212736580178332,0.00080189828448175,-0.01226062482140918,0.01043907033602796,-0.007291546683092637,0.0004534532426773574,0.003202086364475347,0.0019220847289468843,-0.00017400208884224268,0.006343179573174904,-0.018333062904862342,0.003888722194528469,-0.0031579476596600015,0.00573255595259957,-0.006576999967718175,-0.00808570048971756,0.004061600246698391,0.0039054951145990223,0.008335300469930392,0.011431582441403522,0.005481811562888553,-0.0005425506774700888,0.01033504681748696,-0.0008686179902810599,0.008355956159586352,-0.0033038289909119176,-0.004991408142383049,-0.005931327939756818,-0.004801388407208405,-0.020803415854275083,-0.012388836561372097,0.0043386705950206024,-0.0014506352476879106,-0.012652498046319688,-0.004172040439017928,0.009788034545439014,0.007496800366891345,7.310171881281652e-05,0.01542746714509917,0.005158806585029932,0.004875307569323154,-0.01443307300351429,0.007728427821627324,-0.005205412077359823,-0.9631278273157523,-0.013606138645262103,-0.0036318817894546557,-0.008349487860364053,0.0030893734865140173,0.005312628529918245,-0.0059870771418566076,0.009188665013239998,-0.0008277336773730641,0.009019357935497057,-0.018056019531317365,0.0012201502308237743,0.00912611762194959,0.0027692236596311794,-0.0010677296948505895,0.004380356484237378,0.009571489905289624,0.0028663845506124355,0.010276655481636547,0.004159431074648031,0.006913374493199642,0.0051306067994532955,-0.005233768108028486,-0.007431715074465616,0.004603723364396912,0.006818946508768496,-0.018607334937896843,-0.0010346288751611895,0.0017994719541799143,-0.005172404843972143,0.0031361835027197958,-0.005326810150212098,0.012452962754688062,-0.004452847961268302,0.022846561885621036,0.0043059168867343066,-0.009299640499774574,-0.008063633413567046,-0.0046007090729484135,-0.007647907443252635,0.024864019171323467,-0.012255323811086044,0.003042891685440418,-0.009108298202852225,0.004424822317368559,0.005254073900313089,-0.0030769504114482407,-0.003897877539607158,-0.007160487758193257,-0.031615069592684446,-0.0035022136391305706,0.004787334230197748,0.0015548996361740542,-0.009738667290762146,-0.0027979458474331124,0.00224384250036942,0.014144868966640764,-0.001630050312332617,0.015791780037924138,-0.0026393881666376077,0.005111239321447519,0.004356451768936957,3.165961789,2.619752497,2.892857143
-0.007217286170831003,-0.012725341036660103,-0.04170006397442612,0.008549861135106465,-0.041056454455540146,0.06763700544539467,0.030878151412764017,0.03681776358251622,-0.029486430749461254,-0.01568439062498709,0.007022190848600304,0.0065978861093227105,-0.04356483015527414,0.004991635655480772,-0.028977171260899284,-0.028520973935565422,0.009826508921341655,-0.00587965967063659,-0.08501177167561506,0.005016673896046566,-0.09977728675492872,3.942461101703261e-07,0.006312046837360827,0.05631720044820179,-0.018606438040595277,-0.09451241399562242,0.006824162241240764,0.01193710263221689,0.004686008792856169,0.006168575128025088,0.014702124158334617,-0.010667592876232682,0.17213400075259933,-0.007067243523729631,0.06558521320446244,0.10116343803849699,-0.012285975786357388,-0.03923673844314877,-0.010304603651519913,0.02107574908851077,-0.04096370329702178,0.015348110883844454,-0.01860312131570175,-0.003049764590970999,-0.03093339519164274,0.036155451271696046,-0.10051643838062496,0.08142079952766204,0.17995680217754004,0.02894367247649612,0.019774007347234744,0.05572736894682422,-0.049858999021165105,-0.013156739247343088,0.04931553024386819,0.07683427621151107,-0.005887765289589905,0.004690631556569735,0.01286741044304837,0.02600818337504192,-0.0005658657302984637,0.049529033242692075,-0.004168962589950727,0.03350314681066173,-0.06769481191548139,-0.11885058796682467,-0.002560375994686045,0.008415066060357568,0.018350840432504973,0.011903134696555791,0.0301887847802659,-0.04702688666339191,-0.018723979393633534,0.008825812621101941,-0.03499539119293209,0.017172683329503644,-0.17418065566068675,-0.08790928590650655,-0.1474410327519597,0.018101268082801603,-0.009286347032562228,0.012170623908189657,0.02105415578017567,-0.0070208396163860525,0.1823308109642257,0.020440139493149462,0.10917881393533962,-0.011961757361393184,0.03734012148044331,-0.029160813379463083,0.15559522018018798,-0.19111749054540536,-0.08002512239842684,-0.006037083285017217,0.051759680082848675,-0.023141791234339962,0.021688035212591227,-0.028991146635485805,0.010397830943340245,0.016106374700447297,0.023206254034925152,0.0007473162479076505,0.04767142953736705,-0.0744082902674564,-0.009502219788033141,-0.03827815655499176,-0.1874698692675682,-0.0071347873021442255,-0.0013971506365994789,-0.013024282254776047,0.043282346238781466,-0.017733074165268408,0.0493092221375858,-0.010100660575090209,0.046976736297445754,-0.06447323645059352,4.371789143,3.869590168,4.120689655
0.03822709080932876,-0.008153888348075159,0.0065464202544926854,0.009611727486945035,0.03437921436545628,-0.06094311613630973,0.018164408481845327,-0.08524327211294447,-0.017118959417449425,-0.04295581661916228,0.005655859837009376,-0.0017612384725945464,-0.014958114617145794,0.0005101779072537576,-0.012888155083293261,0.09606415048221366,0.01001295924723248,0.011999634918125382,-0.009025761570252172,0.08161789736503502,0.011997100922524552,0.001782758157302115,0.01473445384348429,0.04260405488869379,-0.010643408527055935,-0.0001614968934348505,0.004963767914714251,0.06903291447959334,-0.015611855194235153,-0.13502594461956013,0.0026597979954139897,-0.0028879985401390855,0.010735650715672777,0.008526716395883017,0.03611430596887542,-0.004966006168287186,-0.006713965731732183,0.026207957765040812,-0.016458637390125624,0.015005651426908202,0.02556166688149651,-0.0012629989763578212,0.05654157000894141,-0.007446298430359386,-0.19488522074961917,0.01754335198252963,-0.026072944508985455,-0.036158857892961346,-0.052301799957324535,-0.08319798786850793,0.008146582338617737,-0.01577660474053806,-0.025235457508520763,0.006505628111745019,0.008060894507399382,-0.0134863303023615,-0.007695119816052404,-0.004623866100009609,-0.002954240580999659,0.005579735169283309,-0.011338322407410919,-0.017929551513621727,-0.003582371040025716,-0.015746623775843606,0.013085231441303247,0.05519356353981745,-0.0034748418737477692,0.005203462464858191,0.0029563182540207557,0.007047296785706907,0.042041942960084476,0.006931904801797608,-0.02463546411661324,-0.015018919817169416,-0.057173165389592814,0.011206903058969462,0.0129202673606257,0.06137642137577736,0.009084848020363419,0.008508969807389986,0.06112950569385344,0.01763167484318141,0.01628109006980036,-0.004688410299250881,0.0057043119434995165,0.12450268956956084,-0.001433176631871325,-0.017603772870049234,-0.01917294962370427,0.018366300067496302,0.00950574992051021,0.03853010240931403,-0.03158542986935468,-0.004843702551686976,0.016915775380884693,-0.021133311092148173,0.12561938915914564,-0.01919182767392368,0.00519134185749673,0.0077538987389032836,-0.016230529489054454,-0.0076363766886393195,0.005336014778994379,-0.012592706000185387,-0.005789807883595147,0.0441048250836756,0.056786712451794834,0.011031995361207558,-0.005150926570063898,0.014115299504193024,0.03710008125697593,-0.2799474150455277,-0.027387871024175357,-0.02169864890823183,-0.004699523929361601,-0.002805122762805244,3.312221095,2.887778905,3.1
0.012331627259895556,-0.0034593503041288063,0.06202878975536354,0.004549763488646639,0.019261762719834336,9.839594050801645e-05,0.0118173454428683,-0.021638568793048304,0.008951267562056569,0.024499833218431973,0.015293331907970095,-0.0024556858696036603,-0.01111744872968212,-0.01945171479305525,-0.013328560528802765,0.08945946422445343,0.0059690989894975,-0.007003981752450728,-0.07905228882238603,0.023646494740490798,-0.01212002978915091,-0.0016633885210392096,0.0009972758728530595,-0.009789605626140799,-0.0031279465737397653,-0.012020237915468562,0.008438631169657056,-0.01135510508400908,0.00896438988931641,-0.002965777970948184,0.012590054765758509,-0.005696194659007947,0.030746856378286586,0.007001578437393166,0.09547076883575854,0.0019513798774267726,0.0011423720228868495,0.029121223162371455,-0.01780364392893348,-0.038943442837969085,-0.008691899043963133,-0.0024246116076069362,-0.01156833568671687,-0.009862277629396385,-0.012782278474651361,-0.00538808866049615,0.007214389578637761,0.015727104645449946,0.05777104661642621,-0.03279818263406325,0.007822702950813862,0.008815164761032668,-0.012711965422907347,0.09677060872584461,0.008761227136087953,0.024941658197181252,-0.003972834995385546,-0.003424702480312701,0.006361730115990672,0.017400283684808747,0.0005222663394733127,0.01133468828199636,-0.005141720021951363,0.7661058375715989,0.05421138263553389,-0.040898306173173304,-0.03358971928750183,0.004365707094198737,0.0065393499488508805,0.014020890439283364,-0.005705091367299938,0.014863681696502947,0.04210657249264409,0.002360814549944851,-0.012075425258771992,0.01621958428598051,0.10531617957397374,-0.05733798852797876,-0.017467928093262575,0.007495061802162536,-0.004589412162644613,-0.03199816351589576,-0.004339966447749266,0.001241625127213518,0.026791984703815077,0.03600667100413158,-0.026784074056267166,-0.005966473588073557,0.012753843542332763,-0.0662161459044543,0.008306779170406321,-0.019275255593468977,-0.005513200651483267,-0.0018750895592099725,-0.05069339647133863,-0.010412552548268054,-0.04761355610290456,-0.04046884888162674,0.005961551232665658,0.005360242258112017,-0.0015819030699567532,-0.007545401765405142,0.026873295936504175,0.0217379686558576,-0.004264796949663048,0.0119985286567783,0.03694103337027134,-0.012598268753185848,-0.014253860123978074,0.021792710637200462,-0.012480028684298438,-0.016419769753565374,0.009747309986252225,0.009554323810838691,0.017294900149675028,-0.023225606435242067,4.756993215,4.311972302,4.534482759
0.05878254704393623,-0.008318198582192193,-0.0013384908139578548,0.011669159539011308,0.1163810618621596,-0.037397610713925125,0.09060568630721486,-0.05968097110876018,0.023150087275646807,0.015959898049075168,-0.00070826873050229,0.015857402397058223,0.005273242713653375,-0.01778835049888429,-0.0033057942823589708,-0.010507037560888263,0.014096920016876461,0.019469559390624083,0.06820790548678565,0.06724544921409913,0.006915051411705301,0.011498671525257442,0.020509067038347605,-0.06466823867113329,-0.012890423997293194,-0.06560718147934165,0.011270942388296934,0.05076701986705598,0.006760967787591283,0.04956207565963104,0.005109384429517635,-0.0043667955829133675,-0.0053438491004091536,0.04405178790759905,-0.034996427207606214,-0.021389430413984323,-0.006769175283838765,0.07508685975542838,-0.015085566245917982,0.02952501972283066,0.028363158861443964,-0.037243402833023034,-0.004572226410626372,-0.01165038257379145,-0.01542349541616185,0.016118542655707977,-0.012013470924702296,-0.014742080135886761,-0.08078158834971351,-0.06178544890550373,0.006454652446657535,0.02443231273319042,-0.045067060747982245,0.12988724114211161,-0.008540183591321861,0.005563857222121959,-0.008833012654444743,0.030219871307315162,0.009329957474042319,0.019755638855917506,-0.0031315604402144103,0.02665927279820992,0.0030412085489346778,-0.0660248579514643,0.0222044976255195,-0.06220201661024285,-0.04879537146390197,0.010373999930334672,0.03197046953278457,0.016589439309618086,0.05083935837099172,-0.05215950400343404,0.004891857033417433,-0.024934708766310404,-0.08752901619637235,0.015694722393506173,0.006726037132362514,0.13385128249093364,-0.19934954625331644,0.013128640331767602,0.03155821757020894,-0.0031702665588168536,0.002182128856310296,0.0011215124850843501,0.1069670480419832,-0.029383985609676384,0.010795066554010035,-0.013227324167826765,-0.03348069632483345,0.04365436700633952,-0.06905433314534092,-0.027752319736498696,0.0201129565716985,-0.025184986654183585,-0.07806854837752092,0.0204421066850992,0.059618964845321074,-0.007944204660554193,0.013229526317625771,0.009435026968649105,0.0025366864932459877,-0.0064380466328375074,0.017664374249683625,0.013031961481983602,-0.011545882557043398,0.026132207824388777,0.04097311616185756,-0.0022873004809608926,-0.015349628314225946,0.010989484795661407,-0.005413145043202548,-0.006592789381570529,-0.047535888355876535,-0.012987790749578591,-0.022531934306878637,0.012223584228097405,4.655644914,4.137458535,4.396551724
