fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,CIHigh,CILow,MOS
0.002252201163011708,0.007509381950351131,0.002056593779089896,0.005754033057209307,-0.0036829406501926515,-0.0036222075747346905,-0.0019696206460717517,-0.0015936502309507887,0.0044195664096281905,0.0010820170971831424,-0.0027790667569579717,0.001803073423606406,0.004751752937361953,-0.0035013000877109905,-0.0035291925838249793,0.0039553306546369635,0.0021959521478977432,-0.0024937073726028058,-0.0024459021706004897,-0.005286880885703215,0.001222717325531053,-0.00403004589956101,0.0013074779114755325,-0.9925467060262909,0.0008103381340182286,-0.005803592648127293,-0.0036198455368456573,0.004438865399957509,0.004976463440936401,-0.0017650629543232341,-0.003357367340104261,-0.0036383965412415723,-0.003939638867892581,0.002729640233479338,0.0036947696507668966,-0.004985364977032486,-0.0026838408776745587,0.003885151302965692,0.0024143747613119006,0.0038088711594742057,0.0003745536379633271,-0.004075004854473759,-0.00455664311304744,-0.003541552478393138,-0.0019960937514940814,0.00287543359834276,-0.006549198483102138,0.004616919500967774,-0.002343960805235397,-0.004212057262738145,0.007700443454194769,0.004601715992699803,-0.0020415024626765275,-0.000560648079667902,0.0034353930987925975,0.0012310184337645483,0.005897778106005344,0.003189278596549916,0.004820004411942269,0.004255080204197163,-0.004148762943727876,-0.003059370003017648,-0.0034153695829718597,0.004454300922714596,-0.0031917572308246063,-0.0027471105555282576,-0.004161518698800567,-0.002060593368194247,0.0028486714118792257,1.424230754,1.075769246,1.25
0.023221842336664147,-7.459216753254419e-05,0.04076236941462608,0.01389492223954497,-0.004741794616893598,-0.034195875265172995,-0.012086801716061685,-0.09431917762800011,-0.0022276536687587238,0.020430836455309166,0.0007508414458669704,0.004778271513925074,0.02331546962024997,0.02373773433281847,-0.04835164696442141,-0.014076106269704586,-0.007131934564598485,0.026865729653777443,0.0442379738928165,0.022111618854027928,-0.00019565596642571892,-0.04783706115057274,-0.010226834088702917,0.009009209651465542,-0.041494078154985896,0.0034931339142859896,-0.011035625763945142,0.004097099483638133,0.0010300181976562602,-0.027066808136718593,-0.016395491666185605,-0.011148475290086524,-0.07787342245094117,0.02903216027857763,0.0031607621180537414,-0.02455813970527939,-0.02877789215982765,0.019955941517234784,0.045629100383234804,0.007829801913036291,-0.052234135802678335,-0.11072021668140694,0.0181775147895589,-0.012338678884339769,-0.005155432380951563,0.006677446535105489,-0.030724366549072728,-0.009794211478836743,-0.01905042753381436,0.007960057693490723,-0.019070361067375762,0.024977506990656356,0.013268432515626523,0.026412860515852656,0.01201329712086681,0.012869753212377906,0.025965485277488584,0.005942255564711622,-0.002403736473733102,0.016341885494146054,-0.006981884395544037,-0.01612438790404013,-0.010864959898277526,-0.19373804508428424,-0.013389117950516602,-0.038455487166061404,-0.007239541076842904,-0.007504555053483975,0.009772145299928685,3.369995498,2.880004502,3.125
-0.01777162849810738,-0.029697585786422644,0.026556483017760816,0.02546358863719801,-0.002023469669607431,0.4319431937479359,-0.03144527172587261,0.07231215836132793,0.00022993354996829157,-0.004814686651013683,-0.004176261143768074,0.003111755553672831,-0.016809776722854355,-0.044083380810016184,0.07747765846610116,-0.13038558457709856,0.02790878955343166,-0.012159914495373582,-0.06725352579912346,-0.028973355896097175,0.00891036382540278,0.09208257611462121,0.0008363531353822006,-0.006125865232405057,-0.018821322679715084,0.0030616086136745885,-0.0023630358837369377,0.009160091657630648,0.00741948760228007,0.014888260417931051,0.002573429798014231,-0.002559819404228229,-0.09679448100349301,-0.0034123763013521285,0.006346151982175024,0.016741301619624435,0.006275704976963555,0.003961483087938046,-0.02893261634404815,0.004830083290390364,0.051481287872799826,0.04962521641555794,-0.04446300823907778,-0.00011374310018984622,-0.009555702048305149,0.004394948627523316,0.010639239784892146,-0.004722460251852846,-0.0014594718385620175,-0.0069595780994723445,-0.017887293545678022,-0.02646562157354973,-0.014662561151700882,0.022069719205217015,-0.006121040954708201,0.004901970255780908,-0.014673154258562469,0.00783642031883964,0.03374575759874067,0.004798420614550668,-0.031712733971913584,-0.0003084533953031227,0.00044636984542292617,-0.026907648878006705,-0.009352767632405399,-0.01471946773328214,-0.025081760618615105,-0.02377175658181689,0.003514660899940768,4.804087,4.368326794,4.586206897
0.08438676535683555,-0.03393224492500967,-0.0157490870570987,-0.010123382975696602,-0.0020651217496127448,-0.06485008617907566,-0.01674502018088133,0.04862881850204935,0.026359211645111024,-0.010183267421370261,-0.04285815179696316,0.025405084604848863,0.03601469454406564,-0.041782941006417544,-0.05796173542755596,0.1405992199221239,0.003411028607984285,-0.09752318621948455,0.054754484039661266,-0.06327413011570401,0.03297367003860237,-0.03675374368715261,-0.015282059470157877,0.01415761065616779,0.01822209672389854,-0.05761242017675688,-0.007072954163782791,0.03109102347741927,0.013289073337720976,-0.02424573156007853,0.084799866291935,0.007966897178808607,-0.017854334721292688,-0.06021262460670211,0.012418404305218664,0.0732855655599658,-0.06912111995028712,-0.03730338274627977,-0.015178405156069786,0.016411440028315582,0.054109408383335854,-0.12191880176246396,-0.07296844248063236,-0.008345801376168416,-0.01397746285719801,0.019417202092473856,0.03745160855814059,0.09932993700279279,-0.0635977267814986,0.0621463881106448,0.012818740373198838,-0.005489397491756261,-0.03638782644483111,0.03603664003312567,0.01116269075761856,0.00200842516966518,-0.003547708141711244,0.009076411999096413,-0.0014857244435785189,-0.005789712625967585,-0.050418703622635175,-0.011316489307121686,-0.01334155333947485,-0.014832180213084759,-0.006156759571992716,0.00895062008084238,-0.052369009409187116,-0.025503580519538157,0.0029233365039893658,3.431346944,2.747224484,3.089285714
0.015350552390870572,0.005689209223886013,0.004732661754757945,0.006264671727514496,-0.0023615012884198915,-0.007428329789685169,-0.007227392823231969,0.009302500908720005,0.0018180807407571068,-0.0009479715723412291,0.0005971161380588872,0.004246270697362349,0.00818350147586689,-0.001895877736338002,-0.006521100425613112,0.003427636185525247,-0.0026768158566478515,-0.010748143533689757,0.0004863077532092913,-0.006527265775416493,0.0058617659607129256,0.0017550913127463877,0.004815941424893374,0.0035504481333344684,0.0005565967405234746,-0.0028526983474312885,-0.004261511504906007,0.0020118643987137503,0.004049874947534406,-0.010573001732871547,-0.004740522139097612,-0.00048645335449901063,-0.008458157323266366,-0.0027017896348288458,0.0036423853444873455,-0.0007485481827204268,-0.013385836462902518,0.004385268745022949,-0.003016449270659624,0.0030168351374269408,-0.00017014579619836014,-0.0006649078042598492,0.00026923997249712195,-0.0042876050369634,-0.00287406651714765,0.003835555526640123,-0.0040367262409165714,-0.010676592214919197,-0.0057433665427482385,-0.002747210333532684,-0.0005400743019461821,0.0063046067081778,-0.006458549656575293,0.004458118230477121,-0.9829499359487145,0.0021142286270293886,0.00887097182969897,0.002368526227567739,-0.007152884502881598,0.004743271286595145,-0.005123697731092045,-0.005710901258111688,-0.0028060404796054956,0.0019122748332936728,-0.002336272051326116,-0.003976081932726793,0.005431783749335173,0.0032262162465999515,-0.0007326546729924479,1.384178612,1.098580009,1.24137931
0.039833892714325386,-0.005161776909012088,-0.05041468754957447,0.0047594748948472775,0.0013505105140488958,-0.028697035100392707,-0.013404833996859433,0.013896397859403616,0.008313213362129484,-0.01126905666923059,-0.0075553672222227145,-0.01724897513500718,0.0073263256681960105,-0.008956121848186914,0.027965777435019018,-0.021048478157615468,0.002289728072013892,0.0019667257574441676,-0.01843669746474632,0.8548954218105579,0.012877812485109127,0.028529125676465338,-0.0015826240279699934,6.536534436948969e-05,0.0016703189440687653,0.006360977419592555,-0.0048169151688123215,0.015523799538696169,-0.008026157849694104,-0.05142779383348659,0.027195492668320543,0.012384740071155722,-0.004599817388763297,0.007768131147502152,0.0020822519486536533,-0.002068333650276397,-0.015901936458505336,0.04551728308193294,0.03476799237085156,-0.0038428546071986518,-0.03700396723845797,-0.016939964779969143,0.005080262530567704,-0.002489387421954182,-0.007657397815699535,0.028855183785996417,-0.011710954035226208,0.05322745793966644,0.042751533482602806,0.021469467016609657,-0.02669223722195129,-0.0006598272715684736,0.03521919547384531,-0.0028629276806663396,-0.003071081589208205,0.02157383599139042,-0.012997529489278034,0.002028548238068851,-0.034514080037291305,-0.013061165910305986,-0.024265680697247084,-0.011231440524612042,-0.01603759937084058,-0.026270093108221048,-0.0013051562842404925,0.007731146293632756,0.02811642407068666,0.011166238501363532,0.006692877053821218,3.165961789,2.619752497,2.892857143
0.00010330786097797429,0.019077689587033632,-0.015886259440130363,0.04769105070047267,-0.014547247371715918,-0.03820698339571917,-0.007794832899644818,0.030604112888935484,0.002119472711711322,0.009174737928060487,0.01938228810765717,0.0020380116033428333,0.008365692504278491,-0.033785965553159866,0.02325556123276841,0.12223847349576379,0.01508844697370107,-0.02080218957767455,-0.038835791916548464,-0.02240726333109142,0.0015934016022372461,0.024966101009352253,-0.009121549106861837,0.015044750181405926,0.12433185574981626,-0.0008561719305444666,-0.00882561782104102,-0.019598734985907525,0.011597527155288402,0.011226476468672726,-0.016642091563722497,-0.01565434639605989,-0.03981495747742341,0.036145608766350555,0.008727143563790908,-0.03568290432077668,0.014502625068740093,0.023891435727229193,-0.0016238283400128173,0.007216410018857584,-0.014073947074958952,-0.008474586764531899,-0.04672446502085524,-0.018006535107621374,-0.010847288536838699,0.008177127259489008,-0.004530820665680069,-0.022429147305777827,-0.039421087109339115,-0.0227661283924919,0.0026319331198348473,0.026553653991406502,-0.04648521366927279,0.006961371399683598,0.0005396512815897749,0.03203491638606749,-0.005549901927499477,0.008374522957999132,0.011199431089653687,0.014032346500710518,-0.03879333480407854,-0.017814959323007303,-0.008915660841400481,0.09888465284682943,-0.011034833795846036,-0.02704869663717622,-0.016975214158054388,-0.012017990073067643,0.0007222280649250098,4.371789143,3.869590168,4.120689655
0.01417151657847804,-0.00952772326085028,0.028806419797559317,0.01101317719023478,-0.006237825545322282,-0.044052985444256086,-0.012492375245361318,-0.09641156515908031,-0.006519962343180006,0.006791902310047805,0.02137472054121805,0.011398063629408851,0.01801667139609512,0.027962842892500513,-0.05866017782178323,-0.06869038438819426,-0.004488335448664753,0.015535966659196564,0.04670872012209237,0.024478655935480296,0.01074412419906541,-0.08501061272909174,-0.01574460625838159,0.006022886747498136,0.1070170780974613,0.005058734382435341,-0.007404216128705228,0.003926419615814559,-0.00021907424748231525,-0.02219858801299914,-0.018158668585415226,-0.012041517583363356,-0.07493649917778118,0.03595580617767856,0.007256787644213326,-0.034525833372211615,-0.01612221981493135,0.04648373944132215,0.05202484017211796,0.0054741260617813805,-0.07756895644727281,-0.006427308425983432,0.01727446478017269,-0.005381132763036226,-0.005838956939622503,0.005304884682364289,-0.011481091681026798,-0.04838413834581006,-0.028507604474515204,0.022224882617495154,-0.017517167487833007,0.028515177808192627,-0.02967138455232623,0.03142631966433948,0.006788973646563379,0.02182557653711228,0.03571964601752716,0.008775866245335055,-0.010451212410200845,0.011333033673870853,-0.009644481227672029,-0.015744865093823168,-0.01176567636331898,-0.10703460419339125,-0.009572631619142504,-0.03438821304305953,0.0011874015218890151,-0.01239458777551344,0.009827322223349835,3.312221095,2.887778905,3.1
0.0027728603897573243,0.06484505044515133,-0.0023397915986023135,0.006811595233811555,-0.0031559835692205,0.2785696794316505,0.002092152998995356,-0.1080952073689871,-0.005484650330777761,-0.002007135199870822,-0.004817304288225237,0.03569577073769694,-0.022668481599276567,0.0023264350542257987,6.586035995098246e-05,0.018655631504022767,0.016796639076320407,-0.017653258379482815,0.06134277667178306,0.009181292228556997,-0.030639512707683822,0.001417581719138181,0.01523828725875838,0.0016206888434017093,0.0035381144290230976,-0.009935580990302744,-0.00916290355739685,-0.016839821080323943,0.012085556495439508,-0.01899421474493456,-0.013149720588201968,-0.005956625012897773,-0.19847184443933913,0.0557638685298697,0.005467052609617227,0.0024267385957735554,0.012452888450571275,-0.01913389367474989,0.002923533314884695,3.853001701640226e-05,0.010815793532093141,0.01149902817899413,-0.03203144899402279,-0.0033392061796422632,-0.005255347811550947,0.012075404870313052,-0.006984270672243936,0.013212348367456628,-0.016776320290507723,-0.009220363386698328,-0.009685495224116,0.012755382783904678,-0.0007556307043594821,0.02905729635442135,0.008793049081555497,0.0006714547545820265,-0.530811935068177,0.004739019944900541,0.003386075742493139,-0.0012744842424991898,-0.03950108081453258,-0.015403716863578559,-0.0028913430126474185,0.08765224002564243,0.0028985083061718875,-0.021252564298822958,0.07154749301998366,-0.012147615811849508,0.00029621683873844043,4.756993215,4.311972302,4.534482759
0.02337266102339126,0.004640976328780541,0.00736380659961492,0.02229391567082177,-0.007338142573066178,-0.02518717969362091,-0.00564947030611578,-0.008651829225514803,0.0090031192635635,-0.008801191629272585,0.0027707463099223774,0.01490824087683844,0.004331553310990345,-0.033918733796348854,-0.009568200892485834,0.0651008260241831,0.012661130964214845,0.021508570960338536,0.016742874570687096,-0.014230051747372754,0.0018543551783729863,0.019823134562360813,-0.004468216112223591,0.00842862541197347,0.09353103452755007,-0.00759836433264107,-0.00811742181163316,0.0055521965582562465,0.012859747548503232,0.0012342379794396524,-0.0008683501910783535,-0.01363286297849145,-0.039499856721995394,0.01683233508339754,0.003862120143667917,-0.007090042601755653,-0.008684473831286116,-0.004315672242310612,-0.006151370932646496,0.010099775042832245,0.010663792345142968,-0.158925199204005,0.01575707299439874,-0.01099727179874569,-0.011086728840077244,0.008382005238851391,0.0005226283851149676,0.07080118512264019,-0.024002742135336038,-0.023406560780404026,0.005351297608953607,0.008856392160106431,0.01988458720089477,0.0011580809899258996,0.0021569892545504365,0.013003534303454656,0.026680790146058578,0.010373853873948569,0.014094890786709734,0.0143561597964703,-0.00834472190334723,-0.010876089925474074,-0.0117650757604725,-0.14448154072390923,-0.008571849255781624,-0.022727176796914144,-0.04138148349261355,-0.009212957449891947,0.013622788078407312,4.655644914,4.137458535,4.396551724
