fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,CIHigh,CILow,MOS
0.008112533294723973,0.005375315177561779,-0.0058192284409502755,0.0006858361999843049,-0.0017375559272298996,-0.0019075648593191148,-0.0012286758053606218,0.013167827125204737,0.004751114929343228,-0.0066482273888949315,-0.002747818468230172,0.0022957143554179055,0.005712983278973912,0.005149908710463685,-0.0038863375459185063,-0.002763593803407493,0.006747010257068513,-0.009778723372777845,-0.013529040398923364,-0.008330100098390787,-0.0004036660353436397,-0.0004175775876316183,-0.01016971265397246,-0.007444053794362208,0.014123337420441657,0.00020799046887850633,-0.011819838033771946,-0.005233851591041617,0.019644894828235098,0.0005491459443204264,0.0003462617172204271,0.008270959337429539,-0.010586678002031403,0.005729933588891498,-0.00561648655963128,0.006990857583866836,0.002056176732282914,0.008341353893133152,0.014057808397191441,-0.009978999979611011,-0.004423774730018282,0.0013072739688649354,0.004787154640709969,0.9727870351836766,0.00023840122247837116,0.005781363997426984,0.00581183895573892,0.005899375127974048,1.424230754,1.075769246,1.25
0.010689288921985193,-0.012472981988658928,-0.010035589400669762,0.08123045771946415,0.01750425709953222,-0.02302779754342546,0.0002976451562759193,-0.0016607575898349874,0.02894592492766829,0.014735712604091282,-0.0017719850362931384,0.01534389946400171,-0.0244282765297066,-0.0030498573354169494,0.01103022146206327,-0.010538956255719009,0.006039571219207536,0.015515055341475613,0.004482461452198372,0.0782075957426571,0.015398082694092834,-0.007985970696511782,0.007643660103878104,0.03205874654188695,0.012133261227523234,0.005725588555102264,-0.025790314943949004,0.007970046884902462,0.01383664771839457,0.006639985260751075,-0.09002891298508564,-0.023361299599252556,-0.033715660899854755,0.0025415108800439577,0.007204328898494158,-0.08584657585501602,-0.03189735428350242,-0.00976550817585736,0.0037889946556384176,-0.04086607427412431,-0.020766750295161444,0.005825315886362544,0.020328512100904948,-0.0034425305829150227,0.021714088530946953,-0.029098536264335815,-0.11622305169166239,0.00836609940751658,3.369995498,2.880004502,3.125
0.011662247221198551,0.02497303696364447,0.0028731989275468544,0.07157243225093851,-0.009063147965779327,0.020246365411532203,-0.011844072300538367,0.015477548472582864,0.0004374542927571451,0.021830241467740277,0.018855955420752045,-0.0005157728506660882,-0.017780852908341336,0.003217433761245035,-0.023855312100493253,-0.004980194129673425,0.020468636583168005,0.02253274903294128,-0.03052510640237912,-0.04368437088641559,-0.0006762629492935156,0.007093004390138623,0.0026702896602061174,0.006344177150501858,0.008063806307662786,-0.017433667276030206,-0.0047114859077796774,-0.0019273300134095347,0.003032378195086387,0.018643819288154905,0.044442736927334234,0.03579496364479675,-0.026327204890722388,0.009571135990306838,-0.006350697412055766,0.0035591457970051634,-0.0006641436614727524,-0.011939178661004768,-0.005670752408351174,-0.005959494929980623,-0.0129280032137719,0.007518785444783788,0.005870055729431106,-0.006980601409414697,0.0020006308789806615,0.02259688037461663,-0.0273063258937163,-0.3851000409421606,4.804087,4.368326794,4.586206897
0.025989772344864215,0.034816867461244815,-0.007214659840620306,-0.00022060525119098708,-0.005590175033162668,0.002575045341978684,-0.0029905753914663755,0.001618256114690088,-0.0011736520355791218,0.029117783945172507,0.03239712463933246,0.009647355900775876,0.0291499109900058,0.020122669142022213,-0.03374913058539616,-0.0049212744379962025,-0.0029614432243194547,-0.006494682759266217,-0.03133045708342361,-0.002565485657415832,-0.001813739484196635,-0.00650717041242233,0.008096217440131788,0.021174835928514657,0.030124874674730132,0.1031860691525483,-0.0246244542944932,0.010985505800379413,0.032114049570502484,-0.013523552891772189,-0.09055622784473531,0.024453578149009413,0.0492686007572409,0.006606848114379807,-0.005940466631685506,-0.020594361624906642,0.002275679472723475,-0.014983577960198365,0.0351036187459375,-0.040852033052201774,-0.05074592390999338,0.0127013105163509,0.008694118650983088,-0.021187687347913278,0.0073333036836460384,-0.04728627454775874,0.06115962718542899,0.029071787523593854,3.431346944,2.747224484,3.089285714
0.0038008039585959172,-0.01187394915941995,-0.0028449188879459083,0.008709425700729464,0.01836230987870162,0.003978510734958748,0.0008645947515747616,-0.022987457978314346,0.016924445991651535,0.0008501108636847379,-0.005153788955100971,0.017855668473025877,-0.0024358633051064257,-0.005500146629928587,-0.007439627167218992,0.005367315442210461,0.019929542308070692,0.005594488600789388,0.03301898866619756,0.01835181327659829,0.009267849115107394,-0.004875272973041071,-0.002671686591149082,0.003279186212936765,0.022107504498458257,-0.0036381973041053972,-0.0314263372764638,0.007775231561954851,0.022133506661295734,0.0029698341327847105,0.0011280016109961135,0.00536098923633761,-0.03556308289069695,-0.0009776487842394473,0.0003201839666487252,-0.037284472971997246,0.9431239404703302,-0.016259055269331094,-0.008716884912141372,-0.0202787246976871,-0.021937817629134795,0.006107121963854622,-0.00586654620273922,0.0038029235157994064,0.006959835275451099,0.003663302712919979,0.011027384475439134,-0.0033853372603819014,1.384178612,1.098580009,1.24137931
-0.013453995950858548,0.03203167619096058,-0.021541664632453935,0.03985364343919921,-0.010653125672284956,-0.015682501036719178,-0.0030305465828513157,-0.03164778809249496,0.021376925341793074,0.043003167663814346,-0.0182703033238156,0.04482165927501378,0.044091384620415265,0.016654955511407665,0.6417832116229413,-0.015171837410682657,0.01356712014032728,0.012336800619392898,0.00037854075842897226,0.015947192194490794,0.019001580724335748,-0.021891676272838292,0.0045192325216616555,-0.07930278337028035,-0.02527845189216815,0.02424825726508993,-0.04718962106443619,-0.030357648733041045,-0.0033130874500175707,0.03691583684746206,0.03496387269950781,-0.0271031725721265,0.0053986981368928585,-0.011308079791003773,-0.0017794747296425676,-0.006198772678413799,0.0004524089336162455,0.020606778415755988,0.03471769662723999,-0.015442103571063938,-0.011784903530318653,0.012521623146211597,0.012272337194427893,0.005980439046297565,-0.0014600161252660599,-0.02185307942300341,-0.02899435589669604,-0.003086961220325605,3.165961789,2.619752497,2.892857143
0.026028227597645517,0.028086008425617703,-0.015932784020952894,-0.024127580189673748,-0.030755824848211624,-0.019407134045999367,-0.004876524138703328,0.027012790477237036,0.013389800936344424,-0.06057283162405661,-0.0011834000639627774,0.0032376105102423147,-0.0040176327533595685,0.01646740689551925,0.0014850106106956554,0.0011780702654786222,-0.01973568457442278,-0.005735169599813025,-0.013306796842983632,-0.03049706435897372,0.0038103383821293866,-0.0043180392458967145,0.007946952989455705,0.007215809493457829,0.014680548114938267,0.07162432670717915,-0.014774799470355067,0.010375122822809427,0.02269784786591202,0.008780141628846156,0.08346815627219376,0.044374013653564304,-0.006282384754088934,0.009867737136776678,-0.010784626452287347,0.03938014467976718,-0.00408290940460512,0.008501426343007074,0.02188221794945887,0.020664434128281412,-0.021664080669068206,0.012819416276150256,-0.016066741948256878,-0.01570079823793477,0.0003569661458191047,0.003697059201677427,0.0811391967322988,0.03971365388158684,4.371789143,3.869590168,4.120689655
0.008246763670575129,-0.014006747563162098,-0.01069766018256732,0.06853756747067964,0.01280483903117693,-0.02522681216210609,-0.004195495982567777,0.007598642956933561,0.02126781892850732,-0.010636103178062895,-0.005285569177547095,0.012131153250565796,-0.01914456706583214,-0.010832804707088146,0.004464235353509253,-0.008726812222844278,-0.0051766521662130515,0.02465005208516035,0.009012821227223132,0.08771734426396653,0.01481133663172462,-0.015465532094428898,0.010475443247265896,0.02905443392924821,0.009767323657051406,0.04166978853435192,-0.02839024651814123,0.006023107253387599,0.013262709492131947,0.02470958104148569,0.09930357850944707,-0.01815914580904248,-0.040468784540908784,0.005888171814657609,0.0017748635591977922,-0.07295434469720725,-0.029550008745127,-0.0186847484399682,-0.009090805997597711,-0.027151841609702465,-0.01582816625061874,0.006908270341522777,0.03571879980059041,0.0008135074016093408,0.022602229241226103,-0.01871351127506184,-0.12440920220508409,0.031186065785680415,3.312221095,2.887778905,3.1
0.02825901335945014,0.006893114782027575,-0.01913646955135045,0.1784828828956632,-0.03509978921780838,0.44242235667166807,-0.008821547747743217,0.01112346852709775,0.028070325233710246,-0.04326175903971032,-0.013099869590201773,-0.017093692299251787,-0.02633592737733251,0.012975045195089002,0.0005805559509050872,0.01358807355980155,-0.10071955666543371,-0.0026195618692089833,-0.02193031337967042,-0.005715268310602152,0.0003126803985303217,-0.008598487905516133,0.015847288083023423,0.034595828582692154,-0.018751443120329763,-0.025330591852189187,0.016907884508888752,0.00030212818478673873,-0.025869963613427947,-0.04192379066049128,0.06162601015153914,-0.017650332091643597,0.03867836819548271,0.008780178069171403,0.006994787496393588,0.04141335912412287,0.013032282472522213,0.03476801607660983,0.014709099393912642,0.044323876643993065,0.01659039194002895,0.005724349867184631,-0.020716629012589076,0.009050328200193445,0.022345161003603405,-0.007760745014291152,0.003077182979190509,-0.25928287239796943,4.756993215,4.311972302,4.534482759
0.01994819346551684,0.019376068189605668,-0.013018955996068664,0.020499112105668817,-0.003029589439435934,-0.008349669486578446,-0.003542127827782875,0.01758944991186761,0.023093331443481805,0.0003677292567701,0.00937968733456855,0.00999797788689236,-0.016798028359155417,0.012920127629155623,0.006212490849469132,-0.00431428998930544,0.0025607160831511593,-0.012323729434821578,-0.026975476846091386,-0.007259279262417396,0.006484081448758821,-0.004522961680856634,0.001994785826108775,0.015987305679340334,0.020203899226770614,0.15914324280198075,-0.032685244153891756,0.00624014557162593,0.02106560546591439,-0.0009280508856660974,-0.10314836613242923,0.013981341372929258,-0.020168022370775352,0.0011978981117182893,-0.00093240356087034,-0.026014142563846737,-0.013937447466064188,-0.01132498785724571,0.023477659064755005,-0.029143335067667545,-0.039522683102031865,0.01508325731356625,-0.0035792513634058326,-0.018396571817679144,0.002959797706901794,-0.014486889652654267,-0.020628223549678908,0.01048147907639283,4.655644914,4.137458535,4.396551724
