fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,CIHigh,CILow,MOS
-0.0038835625010087593,0.0035198999626866135,-0.001967860186554554,-0.0015614437691690679,-0.0033378747609443477,0.00014264371151494017,0.0008740437263782561,-0.0036367347061660497,0.008090731466084534,-0.002111693535190485,0.002606843079153856,-0.003684344426937378,-0.0021309796230829453,0.0020253680279764767,-0.0028427372285732507,0.003425950863361568,-0.002278059766212068,0.003217140235336795,0.0017689501961620955,0.007465645557752569,-0.005152251588123493,-0.0036931910963715173,-0.003254001513630478,0.003480496903124361,-0.004734596612012339,0.005255487922162596,-0.0051370762652709675,0.0028256161575204958,-0.004342370500336631,-0.002333831542783399,-0.002154564857038192,0.0057554626615171234,-0.002820620785834011,0.004904798660310803,0.0017778342786746472,0.003740183880753279,-0.0019760669342979466,-0.003334034749520181,-0.004274320319978134,0.0042649891923391995,0.003726693946198186,0.006437390304911214,0.001579885961599064,0.004716877173471854,0.0022084272088780804,0.005747705025785741,-0.0019003585246061385,-0.002028637347201448,-0.0004943209527761863,-0.002571282669944338,-0.002666067474599619,-0.005476044496291868,-0.004628703653862539,-0.005077684077072115,0.004294851875832073,0.005012679086447716,-0.0028400820214289,-0.002139873971292264,0.00215144535771661,-0.004563098477145295,0.0032127529698541104,-0.004625910616723407,0.0029060011977007287,0.003238184025730917,-0.003311562167321671,-0.0021764464745700402,-0.9926562463597437,-0.0010142404814613363,0.0033135237542038505,-0.005716750137581861,-0.0032036677120172437,0.004017509293249673,1.424230754,1.075769246,1.25
-0.003530085725223522,0.005201312012222918,-0.005832885409946132,-0.007294994464085346,-0.01449846382733948,-0.0177515019968012,-0.016408586468891324,0.016474451525144953,0.005435876386799251,0.03490315637687936,0.020355785444849343,-0.014334359502901683,-0.005028696850185587,0.003031020860129654,-0.01751996590151215,0.007902874359210738,-0.015023162826370447,0.004757568647252422,-0.0024094383490065197,-0.010998113003768831,-0.0007672140509343261,-0.0032038367085771673,0.003627861800740005,0.005498253295294521,-0.0004291911288031559,0.011637536486965845,0.006782523190744322,-0.014302513134244672,-0.014569774542981005,0.00030644300346670126,0.001831800804336629,-0.018173766569304205,-0.011904280775925426,-0.0004325141030365345,-0.011076122410901421,0.009548817323444814,-0.013575441412666606,0.27321970060496686,-0.002780095378394299,0.007699276081357574,0.006237351491037388,0.026455546127870256,0.007945457295179195,0.003206326395039082,0.029420236635198806,-0.0355036206493966,-0.024644898017888266,-0.029404061462662272,-0.10308398706312491,-0.0002844555862989905,-0.008731027542052966,-0.004458731787007947,-0.019246464699146367,-0.012054960114371651,-0.010241907099682757,0.017277971722845255,-0.023552425587457914,-0.027867644385076787,0.030745781316288908,0.00445573373163414,0.007403490767267114,-0.05606561176728047,0.015165825326252217,0.011179756416097326,-0.012924035236938216,-0.02898776885716701,0.008199224036507208,-0.048801054800470645,0.0022264618477372787,0.008473520996273154,-0.010813638221821178,0.029714190040795216,3.369995498,2.880004502,3.125
-0.006052488764847848,-0.0015171885654666065,0.013794542447666685,-0.003768439816816822,-0.0042478904798441625,-0.030301024502606643,-0.024219965954112424,-0.039230218999348025,-0.03386665840366629,-0.06285386555080623,0.0011573961925318863,-0.008662901271774158,-0.009734122338597112,-0.007787886408101219,-0.0004250375954915499,0.0020597737218268036,0.014825656074064563,0.008811597679268729,0.008512921282879721,-0.0173398920509422,-0.0383528859585163,-0.003250909125391487,0.005321381618530248,0.0013916168862398964,-0.038721860786454045,0.006476373009910533,0.11252078476397907,-0.00807991443042154,0.021271941970421652,-0.02637771407245837,-0.027162223054580246,0.024910943944719374,-0.0024217682547556987,0.008676834569327713,-0.02359728144523762,0.002678133707883224,-0.0303611196575674,-0.06694375108064853,0.04643976720066372,-0.0014582872841781688,0.00621504639102408,-0.006351931134962738,0.004380482863289878,0.03407313591983025,0.0347136338856086,0.04320563664242036,0.060383071612973134,-0.022062724985294182,-0.011140289985823075,-0.02600241230507391,-0.0100567003151608,0.011914660990073397,0.015003523612016303,0.013364243621506695,0.008732031443938918,-0.014232094460780281,-0.04153275580546709,0.07501227038632136,-0.020971538179996377,0.016853443345380987,0.004154074368739662,-0.09322485271221576,-0.002806293376754386,0.010735177546029135,-0.02079080387033071,0.010586402145648712,-0.005061433612201405,0.002099137706221701,0.003811104010547502,0.0007482476284909502,0.005443720931886686,-0.44478630122651813,4.804087,4.368326794,4.586206897
-0.011170266340934678,0.040071380709667266,-0.12738150036586132,0.00027330541858769895,0.009344017476091784,0.061309585983367006,-0.03320076656961102,-0.04934587183310894,-0.04315893182046785,-0.07528061632381486,-0.07551457704455801,0.0049360641645415345,-0.013786387392796794,0.013690087521546155,0.08334981969107272,0.008855018269439234,-0.10394849614567842,0.0077287786272606865,0.03624457707800749,0.016615925138480595,0.02353891975414376,-0.000591820482471492,-0.062158851408766744,0.010501479025188809,-0.04957422265877243,0.036609004040630125,-0.1428553204054181,-0.023008726528996385,0.010261030540066952,-0.01448405565525161,-0.002329398493269844,0.07027941150762569,-0.013262145880491167,0.013478429489548693,-0.05556308120739904,0.00554397493800779,-0.024388542820201996,0.05332912003228239,-0.021031430901854303,0.03172513318130177,0.015236442918689242,-0.03963697030833409,0.028656531641028847,-0.007007304781239351,0.10117633358485155,-0.040587524975982434,-0.061239508781541475,0.007336888041410722,0.02324918272342275,-0.07557783728754144,-0.051111443652961955,0.004604508001866677,-0.042453281240221956,-0.033262175797355624,-0.051632718652012535,-0.07934119627086021,0.014735949478644062,-0.0076512324032228015,-0.025566409598025953,-0.08864978362237581,0.0008262560089811186,-0.007409447327646921,0.07388522306902194,0.0035692213492570244,0.029273203744318622,0.008551479136784331,0.014109648865663793,-0.05866701782350458,0.013373845837431182,-0.0516342133827213,-0.01817879042446599,0.06842221531583095,3.431346944,2.747224484,3.089285714
-0.004236233933921827,0.0007894510758442421,-0.006715541225715608,-0.0019561607766610672,-0.0009750824286403502,0.004456086229563444,-0.0034752688546215507,-0.0006608550294610136,0.009493827173805388,0.002552448196194453,0.00016776909280340324,-0.003491189704561971,-0.003061495813762594,0.01111069340719291,-0.0035537589812402784,0.003119767088731418,-0.01144188659143203,0.0026911949616040837,0.004737373788446851,-0.0008435982354942464,-0.009191185146634959,-0.0024670624162054424,-0.009075310672493394,0.0030118544019859294,0.00626064560840737,0.0011943010807179263,-0.0035496538628478984,0.0055307528626365055,-0.00594956522264316,0.001134656783267956,0.0012947469780183777,0.006374247940994337,-0.004157059076874992,0.003675970139673688,-0.008072724521140056,0.004653337630914428,-0.004931742981169581,-0.0021536253693911606,-0.004958896199480774,0.0013758550002967158,0.003000762936802046,0.004268601859137289,0.003787050886041247,-0.004618347593531159,-6.051822852443086e-05,0.001179577917673433,-0.001278349776344113,-0.001951746773245244,0.0011912695833444396,-0.0035846223552807163,-0.005027368734658741,-0.00712360474469125,-0.005583020927216444,0.0008850396076780407,0.0029304026551702717,0.0006993027993725334,-0.0020757036547372,0.0037231666716127636,-0.0012201801601289663,0.0066514786031279995,-9.8049029021967e-06,-0.008276298079911685,0.010982580968532314,0.002850138890715081,-0.004257332503659,0.0007949854283852431,0.0032687749386879445,-0.0023968509310618013,0.005924280038169198,-0.003882447002168346,0.9854683763077456,0.006044735190574385,1.384178612,1.098580009,1.24137931
0.0035656919224851826,-0.013021347603871511,0.011066531282045902,-0.011927954694338624,0.009010648894390547,0.03968847808303586,-0.0026089257713590875,-0.002264817125130129,-0.016065799342080852,0.016896821517339945,0.006769890640337041,-0.0007246913792744942,-0.0036778337634902195,0.05884618746029395,0.017849600724338246,0.004683136226282193,-0.05627556495666193,0.000268802649940439,0.0022822433321077733,-0.024688618619772083,-0.008744980555879479,0.0035539055599714056,-0.04453937712267707,0.014640597748904128,0.00027725539670237425,-0.004114699408332769,0.03324464322959972,-0.04628209636493645,-0.005542794881553891,0.01847855742110346,-0.0012340544348981616,-0.8566368940965542,-0.017610445476084372,-0.006246418743926618,-0.035852777382666505,0.0009202151210221698,-0.012886113817179754,0.029902805154325186,0.046171576760471476,0.007682295144971786,-0.0030586639577841533,0.013063685040957973,-0.012377439781670595,-0.04193180435461581,0.055249590946033385,0.00670789757162616,0.004478051670265625,-0.01440994190371434,0.001552634238419487,0.02071304592448243,0.05010629735074659,0.02911883119375786,-0.007908803613231027,0.07750208972253037,-0.03190011923423211,-0.0016909489703756865,0.06277525487596139,0.019871853718131532,0.0314203269709497,-0.02568898136333443,-0.0019169919729904482,0.021662258901772435,0.02255437647672243,-0.0009321395786715754,-0.07963924069051263,0.047100127627485826,0.0009341736044750199,0.02235353775996708,0.01695038680407818,0.0036905989049678817,-0.004001257387190121,0.022921475538579185,3.165961789,2.619752497,2.892857143
-0.00931210174172755,-0.017115229857540378,-0.016078497963969884,-0.03856665515728675,-0.009753373866974245,0.03161943020840636,-0.009969864946279359,-0.033794123700176246,0.01629629318961195,-0.05342648721120182,0.03478068384323467,-0.009158155073345855,-0.011172299897666693,0.0014453080811705488,-0.008022853786311304,0.01909902418107573,-0.0046848610075642646,0.008500235039167095,0.0064653521028640425,-0.005214801621126122,-0.060281025641145916,-0.014644993538274292,-0.04560311190455084,0.01160142190058064,4.512899540016924e-07,-0.01989215162707049,-0.1105227568724036,0.005125279356472819,-0.028166627712203386,-0.017375375475695964,-0.011153648511533087,0.023810245702407553,-0.017459786003553253,0.011687872912301629,0.016857702528930797,0.00989537145013104,-0.00756294416303075,-0.0677585197420595,-0.004852173172705562,-0.005958011542474397,0.0072226612840383154,0.003168314686655164,-0.003947966556765485,0.01028381456804231,0.007207941542008586,0.04946469199295629,0.02429381021270763,-0.024219765114897256,0.1516014937495008,0.04227801698150794,-0.03371963548020409,-0.00619467085858069,-0.010194456576586686,-0.06011623367837954,0.03812014765580915,0.03794274931256604,0.0008080203161160105,-0.014282795508308766,0.00507706023314031,0.019725282311585407,0.003818267891085731,-0.05684769640884086,-0.00506973452756422,0.011655228856223974,-0.013833181204114586,-0.011580339527683696,0.014283678427781053,0.008441482317683836,0.01422621296607954,-0.0029257738055461485,0.000258107572312343,0.04976334939083723,4.371789143,3.869590168,4.120689655
-0.006937409994753955,-0.013540216297181044,-0.019936290137758654,-0.019713361610514173,-0.013098648036964622,0.017390135059045627,-0.02861680151551817,0.017743257713357125,-0.015584687434115356,0.09387274671829685,0.025584010120873867,-0.009749073987519603,-0.005354055390753914,0.0011372084221929317,-0.0203788887702229,0.003672395907843655,-0.013595307362224281,0.007157206974473545,0.010010021449902118,-0.012482410769992852,-0.003263119360285018,-0.004445784013553216,-0.02799914005294107,0.00696741581201081,0.022614068363765144,0.009983282236024656,0.0812721819642757,-0.01141535841844931,-0.019935853294250353,-0.0037617527044154888,0.0018633848110449073,-0.021369905009963584,-0.013945719480434963,-0.0016980002400429218,-0.007168832497858732,0.006242634125662413,-0.01570558786665605,0.20827511006833874,-0.02764140818005254,0.0011040251602056684,0.003984441312140859,0.004923405640790012,0.015896951537288897,-0.011249719230198947,-0.034224092759728986,-0.04013364087959,-0.040476650763806694,-0.025989762242415747,0.05465503513767252,0.021677858746809362,-0.037280952024407,-0.03308225310543992,-0.01666478086292084,-0.02720710476361437,-0.023263527203966575,0.030409213144373278,-0.008953731633571962,-0.02069882660719628,0.03301975752622017,0.05586094945148705,0.006219121506641269,-0.06406855868275405,0.008467949969856024,0.006919302800132781,-0.02488046453280933,-0.01788581862412193,0.0049456093893476645,-0.04664703093139347,0.000405826109718366,0.009714071225878066,-0.008910797426110026,0.03882901764914649,3.312221095,2.887778905,3.1
-0.005409882122162573,0.005217073203958157,-0.0579455448693934,-0.00207167681978942,-0.0017257594906589203,0.051932818581420265,-0.030194495648023702,-0.0028472097096786213,0.055140746477635574,0.06354436188090376,0.0481854778320464,0.0016484239309923834,-0.0060986024111096574,0.013050305348005525,-0.01451423457842446,0.004998354221031614,-0.02263177185465363,0.0038032472299069186,-0.022943400787424545,-0.012419373599035418,-0.005541022021026942,-0.0025327970781553843,-0.046623832687745136,0.0024260986709051793,0.08662218823953888,-0.010065909827457503,-0.01883696156743857,0.02055240203146448,-0.012015723117671111,-0.004710636170613143,-0.01353408405811072,-0.0041796043561652466,-0.01847148741153525,0.01171086185739265,0.07396828813074564,0.009285490898690988,-0.0057554816130647975,-0.06204499700546075,0.039787655560025094,-0.003351464316605922,-0.0010422542695666017,0.0053784639293277346,0.037580913361697665,-0.003016521762430057,0.01281131896105521,-0.07377891444115181,-0.004916042055298461,-0.020061092496574017,0.0465653740654102,-0.0223299397346929,0.004161224309818613,0.515579087262071,0.015189132105134624,-0.04620133905217858,0.01406897423370181,-0.0017330593681653607,-0.0009396604243586178,-0.08303503859036646,-0.003457239565590362,-0.017287327041674815,-0.0004426832209252768,-0.2050006903741943,-0.00405621940730459,-0.004505986456308898,0.03356924163132438,-0.005335854004332737,0.0013346133702912587,-0.03684233163456553,0.009236927988696799,-0.004652533743131604,-0.014840287523796439,-0.2799811886626444,4.756993215,4.311972302,4.534482759
-0.0025773294471924664,-0.00772122742473746,0.013394573886615455,-0.010523237361659228,-0.010807803260145993,-0.012328495314057978,0.004079662739831113,-0.036802436448437593,0.0068347205212489414,-0.11966967807044533,0.008225594637500017,-0.012230204383640697,-0.009833372287600447,-0.0012756709626348258,0.005779084281970592,0.00904010306951573,-0.02601696315177961,0.00922381376423154,0.0012782969708018275,0.005776126030329876,-0.014091900550520951,-0.00589194303640493,-0.002398647510902442,0.010098632462919779,-0.03247416944278563,0.00303877459307572,-0.058560789936999515,-0.008515553531324289,-0.005400841626549346,-0.007350957020297196,-0.01150514456634367,0.014880621797029554,-0.008603068685831794,0.013565781539123288,0.004796618116159192,0.00654829272047608,-0.005484513754079262,0.2002740444358332,0.013751622293334582,0.00666544011565534,0.009123314808366444,-0.0033128843717763986,0.010299811485264035,0.01163153865178245,0.04533401200529312,-0.0025592487097529466,-0.011149744013291841,-0.021348244615989647,0.057843386879919245,-0.008473196495570209,-0.005881516085958069,-0.00807725075749975,-0.0029211729033889085,0.013865731381758579,0.03560341981697053,0.0006939355870671179,-0.008489466341519614,-0.007997869203764404,-0.01311529670884158,-0.06854782941014356,0.01316288533839193,-0.02411747271635588,0.010017406296896103,0.007011635977512415,-0.002923503729437876,0.016498828438049708,0.007567547295796722,-0.011413935422681978,0.007479155264146949,-0.007694221300935693,-0.0022885474568472837,0.031304314719286706,4.655644914,4.137458535,4.396551724
