fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,CIHigh,CILow,MOS
-0.008037375914696498,0.005280053926308079,0.0007821890777828712,0.003623500716803236,0.00817499704075739,0.0036495872071480783,0.001565918483839388,0.0028194572611199096,-0.005935370931438139,0.0013879178498622485,-0.0024020257448578055,0.002756186286105586,-0.000216051895395156,0.0038134291601768216,0.9920028861992557,-0.004905980588379372,0.002566160818316755,0.002226677447994205,-0.004140738981444363,0.003365190744702058,-0.005745283115856686,0.003592409970744602,0.0037500089609907874,0.005685403086511647,0.004754703465430989,0.004037238686786342,0.0020951873564407056,-2.61249507909505e-05,-0.006560625179473688,-0.0009479997551938659,-0.002983548007945499,0.004394864561067451,0.005714442904280284,0.00485746294686222,0.0040539087737979426,0.003293680720037478,-0.0019081397054896683,0.0035698051215808497,0.006476641225015741,0.0030008888684667366,-0.006714766201460521,1.8609158585949397e-05,-0.005375225172937368,0.0011623695123232636,-0.0033579716583289915,-0.0035465992640893638,-0.001508158092766363,-0.0014493841404267511,0.003574038952290904,-0.0024174843063412255,-0.006355024399505844,-0.003756104061742678,-0.004013068383190369,0.003848654076763236,0.005648793946752565,0.0032428722977531246,0.003696495069625484,-0.0028582872447182727,0.002251111662036167,0.000990540712194915,-0.0034691134244844045,0.0014519912192159788,-0.002466948223066472,0.00012279281194426764,1.424230754,1.075769246,1.25
0.001453087405243961,0.03378561188092821,-0.0051300181443838175,0.013455365954325576,0.01874869769772326,0.013228155432949055,0.004650941103600282,0.029476295012702696,-0.02732137796304149,0.01273483071333322,-0.012871437975655226,0.004644172020355348,-0.12327693852231446,-0.004767679014312046,-0.00910600493019193,0.026940711410536233,0.031018693471377125,0.014066796540721134,-0.029873870854249647,0.07054327882631083,-0.02736881773781808,0.0029030373622728196,0.010717313741775637,-0.027721497702061337,0.023625774943345085,0.008043197134063445,-0.0013585076864600777,0.005030162556238976,-0.009719801634506201,-0.02691929898396505,0.009324139615814738,-0.18797639388649212,-0.011715110232256262,0.0005918056556198462,-0.013468627793463084,0.05206215209614617,0.029552430775207406,0.003480825315370976,-0.005615770571285474,0.006191333817204384,-0.04758425358438836,-0.028131313873272876,-0.0012555773411134104,0.015502977326424049,-0.05254711887705566,-0.006972235486684391,0.00100619988282548,0.010514680112180782,0.005253842964028296,0.010066831774354778,0.0009356028178155141,-0.024895230580313676,-0.0329633773055744,0.016571740030590164,-0.04542646850258219,0.007103555212865503,0.012958163689910401,-0.025274164397312202,0.014131032481901293,0.04537994321561529,-0.015248867217339214,0.10529823563666278,-0.013232822376217477,0.01689440705284972,3.369995498,2.880004502,3.125
0.033323565836907224,0.024772151941152135,0.006153337241287546,-0.013989008888277029,-0.0012312457231847152,-0.006566295835696105,0.012781083065519085,0.013726538471879981,-0.016153053001614515,0.03180439864776382,-0.008676061119314333,0.03778974420272366,0.035455598039879924,0.0024494589672958283,0.00867182911247709,-0.0067002275233828705,-0.015788391213138554,0.004668937690275996,0.03119578810862749,0.06540295599539743,0.030887329149088243,0.031337287228307135,-0.0007335721813854602,0.04806859067223301,-0.032176555329425365,0.004570063583205059,-0.0008285752332964569,-0.04716680277935201,0.027035427417191844,0.0336984627287599,0.00571302518945459,-0.0023473931845192438,-0.027505332668006883,0.00843317915159829,-0.11833403142817474,-0.018805852300200293,0.007019707054959912,0.005762850180889677,0.009111069241103302,0.01019866532000926,0.04506555550203708,-0.028982450751927548,-0.006504124778997342,0.004803649633076982,0.010468340532716685,0.0004053707962438651,-0.013134388996476771,-0.038777665268524,-5.1253106577995526e-05,0.017422297626568498,0.012419327414414332,0.4228194866638357,0.024269177381157976,0.005051176500044528,0.031112516311587804,0.0047733618752154264,-0.0026506216488131453,0.0070103981547464025,-0.0007616318559327464,0.028122704109042787,-0.006889102706947134,-0.11604485104430852,-0.0004648342685362337,0.01259362557701275,4.804087,4.368326794,4.586206897
-0.010175997162316092,0.010842398247794927,0.021550018874379247,0.030069305699424453,0.0055537041423947735,0.015097396792839031,0.011929310352407145,0.0877160967583938,-0.019158595375630232,0.016517473336214804,0.017320607550070637,0.003192920421283241,-0.08025665947234793,0.023095796649152036,-0.01259034019746784,-0.007063035189777765,-0.04943146780133771,0.014186388638737111,-0.07002559791258892,-0.019413722953363875,-0.03166965430855338,-0.04023596218088173,0.005562260446950072,0.04123593312195322,0.010443423634398704,0.014542652528852494,0.032151356666935034,0.0967575395550652,-0.0634801812049618,0.033340942182200406,0.015761206633867163,0.023976283606895216,-0.06906346957096116,0.021731282166997254,0.0934218359032412,0.03835554534270873,-0.08419347586072261,0.00829093419531227,0.07186968956851057,0.004504713304940244,0.004672823585288845,-0.0216689433831954,-0.01300422460668303,-0.08554520311315292,-0.01026505257900962,-0.018624673218213008,-0.009068225690358816,0.01127619579699007,0.000195402486875533,0.013527616526980034,-0.0659723072381468,-0.06127869594669803,-0.08446234223068111,0.01425528739363101,0.024975891285871646,-0.0075747577686085974,0.012935429141401111,0.08445433577756783,0.08251540901540488,-0.012314848078917822,-0.003839315179380513,-0.0183385076949132,0.007921435309590783,0.04438665446233773,3.431346944,2.747224484,3.089285714
-0.005723805708441256,0.0027644405376416664,-0.0026596814644975486,-0.976973881378741,0.01029596173159589,0.0035221892533936457,0.0023656848695354643,0.004992757517466138,0.006908826182586491,0.007828121610245988,0.003385243459001629,-0.00871288583424823,-0.002938785279900088,0.002182578832511618,-0.00376985499477913,0.002396499105799578,0.0010756396930924194,0.006328015355649111,-0.003915082250971397,0.006617178640810329,-0.007756178719101364,-0.01198024022736086,0.0048075191746281025,0.003300271648798868,0.011521995625149807,0.0027893264067862657,0.008349016338834031,0.0057668397718929326,-0.005541646203031866,0.0026289364726592313,-0.0034367152376146644,0.008879003786856323,0.0077829423372508255,0.0014200474417561226,-0.0016518853801430486,0.010488010878024378,-0.009022942038367395,0.0028847237077699356,0.00813323284494416,0.0008691715033556127,-0.010831128249861396,-3.5998496316796624e-05,-0.0048724828772000114,0.0032764577949239396,-0.011463515936702888,-0.00401087110147858,-0.0010184369757509663,0.005630642627469901,0.0022254144062955417,-0.008598315093701663,-0.0061076511887941005,-0.006182047089191173,-0.01795928642268356,0.009986422034183892,-0.0020184050696025703,-0.0023590506881162434,0.005862100391294061,0.003987570961303241,0.014449064350726275,-0.0014353010233810967,-0.0016530806191771964,0.0038105070650192147,-1.433035288086188e-05,0.011601400508254029,1.384178612,1.098580009,1.24137931
0.023882639276474094,0.043247646609322184,-0.007692510518579786,-0.010050177405907617,-0.0026807134189352324,0.012371114687483607,0.007998207304180011,-0.0024660802575972324,0.03680343695871817,0.011418752952064612,0.020549940695548947,0.010740887053304216,-0.027622972543532645,0.006392397816191153,-0.00300006662559885,0.0335472357120378,-0.002969799666618988,0.00591454946810175,0.035281820559653274,0.020755791049792416,-0.006322253856650971,-0.04782514277780682,0.005914175854926629,-0.8266211538750867,-0.007796659825018534,-0.0025340757945933753,0.0214190461552991,-0.018792706935410988,-0.047490521942212344,0.02727043906391824,0.004906695750602176,-0.007472915150985294,-0.01817066574817181,0.026390609104696993,-0.03151031684106178,-0.01792444430457444,0.027400869316945412,0.0039210077730609215,0.01704589841805822,0.003109477700698688,0.012236873643008765,-0.0036310657313920573,0.0021951551816896567,-0.0404365872681115,0.05647796809573205,-0.03160126358575959,0.009345302208142052,-0.009888045947657893,-0.0028080382488673387,-0.008907900872444323,0.009542106090821918,-0.021751789457825032,-0.01177281214527573,-0.02261851689025012,-0.01746464742247529,0.01510022956400172,-0.0015940664230111347,0.010054315850809131,0.05242418951849631,-0.022144133344338776,-0.0015540752444512152,0.028697773800110342,-0.030443959281563075,0.04943259894802143,3.165961789,2.619752497,2.892857143
-0.028920685916409724,0.027283183283065424,-0.02208495072885767,0.005834990957233855,0.05506638431466427,0.0056826553058336535,0.011123732092262775,0.0037839207588496824,-0.020440979096895226,0.003297704495557952,-0.009231439428491783,0.010787613523759837,0.09193369414351185,0.006192199170201601,-0.014795443973189187,-0.012665854581072186,0.035860715996444144,0.020309883888783603,-0.0017132534694027479,0.025576690402487452,0.0024057778153968915,-0.00668144018934123,0.00865291052301037,0.021508129929399017,0.03125036028103937,0.007264684755588336,0.0010636014213180832,0.0046228328996962935,-0.04172889100271961,0.002379990109029852,-0.0031412185411439707,0.04818559127858048,0.027015520532934233,-0.016151489981536805,0.10698023778967118,-0.03931748980473687,-0.0111210356342901,0.006643416406486722,0.038705532971743756,0.007421826942963419,-0.0011730657647400415,-0.0001637409789051732,-0.013402275708483739,0.01363367928764565,0.02180864969187173,-0.00841860841583962,-0.0038024358188016413,-0.015532257471306514,0.013299977400705577,0.006054514978573231,-0.005608941820711043,-0.05132593756570052,0.014771620732287322,0.02320821036444314,0.10663575573396453,0.001254228716671212,0.019176748594235175,-0.02563911569628255,-0.004078932217826385,0.015493767332198096,-0.008636423267927355,-0.0003080164338384972,-0.026845175071946607,0.005056540936426842,4.371789143,3.869590168,4.120689655
-0.015586553260720786,0.03697656346012904,-0.01578253351524346,0.011098001097391062,0.03066123580399976,0.01422328085357672,0.0045468787257955156,-0.01214901256382883,-0.016443674828813065,0.01125757076884121,-0.011210209968511886,0.0010867459621617217,0.06978073512125038,-0.00597943386656833,-0.006372617228972903,0.023638537052255163,0.04275456031672875,0.013438689256313573,-0.02593230145739377,0.06080824646521761,-0.0217744517683779,0.0007933298936980514,0.008416365706315392,-0.038439643950268776,0.029586034201191304,0.005490984734404714,0.01197540175727459,0.01383432994393647,-0.02897223928561204,-0.027395350809061633,-0.00381947974775135,-0.17228785389676013,0.0016595528135297665,0.0021770504487766285,-0.06518007328071777,0.06357485715928039,0.04073053062703468,0.007303199379789419,-0.007508175663681941,0.007977546412234162,-0.036520697397966054,-0.023161927208436444,0.00022566642191916165,0.016600005599997192,-0.0436558846717378,-0.007075812532229555,-0.004204604192863531,0.009455198383121838,0.007347452959318898,0.006110857219791149,-0.0019428307242806311,-0.03734390084931957,-0.02277742963084463,0.012942842649049137,0.006919395241029191,0.007660562854313254,0.007116111770550987,-0.03138131867513228,-0.0015124052643295657,0.030483584651889266,-0.01058875989779704,0.11833964856848689,-0.020158733414244664,0.006925918116099279,3.312221095,2.887778905,3.1
-0.014967802828048068,0.00023446657678994517,0.013061813481423632,0.006784517410840583,-0.017823998210519967,-0.005091692888095044,0.009405860764907938,-0.0012458944523697276,0.01634050477038381,-0.00016938370375269607,-0.01055650418461525,0.014480435111531246,0.09320099604861437,0.0011207528188909312,0.0032392472426350165,-0.011724648802355417,0.04616505641406133,0.02206728042934404,0.010227726020338284,0.1073772010876813,0.045295347083201924,-0.010800363388118404,0.005808479106120022,0.0018362857894268362,0.003811855272954191,-0.0020206232500238055,-0.04029620353319498,-0.0191410800573338,-0.0078079419516403235,0.02947486267269261,0.5626902420091418,0.03742762688662371,0.0029868574064009453,-0.017215480376347226,0.021393630592425095,-0.013684486325831734,0.002197423649433242,0.0050415916701377584,-0.019607145756018157,0.006355100188305606,0.01737056878002555,-0.025286031138603983,-0.011866003142939757,0.020788302209412537,0.020755729426970758,-0.004937359664676936,-0.040546468143575064,-0.028264952366379024,0.0005929391099416155,0.0018923876192251314,-0.003651629517551404,0.2142243043486265,0.02815301870203374,0.006470452952102707,-0.06574063825095298,-0.0035063606819514767,-1.2953852856130974e-05,-0.003136785036396364,0.0052600315752643866,0.031185933295373953,0.007100667230487105,0.02739050573909584,0.007896112569833165,0.04411401615255617,4.756993215,4.311972302,4.534482759
-0.01867943193581286,-0.004164938900600952,-0.022916410674141137,0.008020832162944679,0.043436539120833166,0.013978044003664444,0.009076192940923843,0.021839686848880536,-0.025179579802901714,0.0008670800449320957,-0.008245407159758212,0.008417467118086157,-0.13226698745611234,0.0039250145529918816,-0.009736351860957173,0.00793228981543472,0.018804599142597883,0.008052300390909841,-0.02617935867098405,0.03408234671172414,-0.0068736960550804995,-0.001005770263661682,0.00782780244903866,0.003855185871758316,0.014082237439231912,0.011148779348440467,0.0015783993247775172,0.059466948233767684,-0.04664957667346167,0.011676605165852215,0.003780393765929755,-0.1321696765820405,0.015098887418694822,0.00186114958147136,0.029166682670473797,-0.01061927917563391,-0.07003911144655531,0.0018176755711341872,0.06955575766260762,0.009498534201467852,-0.01957509408569536,-0.0058081315415761435,-0.014623079630215726,-0.007687146747601618,-0.01111948005688876,-0.012092994374097842,-0.006756881344002759,-0.004465737738460886,0.007002623296864429,-0.0050116527143690475,-0.015039945798874254,-0.014932434648262721,-0.01781430598333805,0.01907881745892796,0.10534385132583962,0.011754752150326815,0.014244766879520056,0.0021151546964398634,0.010927488880584917,0.021028938263553593,-0.010464982219216223,0.035344809614714916,-0.014183584045081651,-0.004315151044411346,4.655644914,4.137458535,4.396551724
