fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,CIHigh,CILow,MOS
0.027414179629628325,-0.07214496037952377,-0.06639077842353792,-0.05770353449686845,-0.07250135108381708,0.013286885275446742,0.2533330235177935,-0.028936081151134326,0.4311409977955874,0.08340454666740481,-0.2665874176607802,0.004177270137149825,-0.09172790250648974,0.06261122957736065,-0.13853368460348223,-0.15325036037270806,-0.04007466027915205,-0.027699894123350555,-0.08209661644358203,-0.28840734489088043,0.07777680609025683,-0.05524243402386244,0.027621954738943764,-0.013027169834679768,0.26429168535460307,-0.020857651681805495,-0.06420706665382149,0.024043284043858755,0.09328681681101289,-0.1308846920369973,1.424230754,1.075769246,1.25
0.0069989216477396605,-0.014635670649072783,-0.022684074772878652,-0.011593112047273375,0.004892814531956539,-0.02054015264131526,0.007643403143891494,0.0005824802698177505,-0.012390290246988497,0.025938245311391814,0.02819700219374784,-0.008934133716130409,-0.018924612492156143,-0.02318200231310283,-0.010198160579491758,0.02031931650032071,-0.05498246243714096,0.003192305232926539,-0.002723713006907296,0.045479080612185196,-0.0681779813585936,-0.015622918386923437,-0.0287013875815123,0.012363781280943651,0.0338754898880489,0.025991366402777123,0.020134443290267454,0.16426527819811196,0.017661931329248367,-0.001027162209493244,3.369995498,2.880004502,3.125
-0.3678425872338744,-0.009677687618351985,-0.01028434358272496,-0.011838516416602406,-0.006485855080425947,-0.021650795229188686,0.0006295947635796423,-0.01762743032044591,-0.0019116789781455006,-0.008278858015391223,0.016922392078489362,0.026101877882909158,0.005325404081461927,-0.0020796227420929996,0.003957850643988288,-0.012798441585171835,0.019128602548575915,0.005217698716463064,0.01448281173557337,-0.03980477030006814,0.03953022360630161,0.0051339701316960844,0.01803805461033755,0.015563039701487301,-0.01685049663335168,0.014003971524073736,0.0196646676932806,0.028559711498593765,-0.007683800880240988,0.01453206721645218,4.804087,4.368326794,4.586206897
0.04089709234626861,-0.016927465776259202,-0.014099785684314218,-0.043672813343256796,0.003739063778543079,-0.0018866820539794286,0.016960410469628463,-0.028749985846659554,-0.013134196414651973,-0.005907247726577922,0.04782067131409826,0.04292674955254235,-0.025282455490373425,-0.003959437910339591,-0.004333086470839301,0.013938444585324263,-0.02375507180126794,0.005171985118240647,0.01351053916396194,0.002837332463142427,-0.08293111730014852,-0.003048111203917819,-0.002843133794077275,0.009587021958755724,0.006139052738454953,-0.013509052321813694,0.0021010909834788664,-0.017973592538005765,-0.09343564927027018,-0.0016387397406545823,3.431346944,2.747224484,3.089285714
-0.03732320895791882,-0.045110651555798145,0.07365372204433265,-0.018787773643197708,0.01046111110901683,0.6175182384924343,-0.03574607046622257,-0.03429128889515884,0.04931486470995271,-0.005298536592200706,-0.05243653695305419,0.06686431499370724,-0.004566758408349483,-0.10617355148063584,0.02528828811318734,-0.019184444092803163,-0.160988884757799,-0.0736124960185545,-0.0017988762895814663,-0.04145714112880935,-0.064581628353002,0.019478081417568082,-0.15245832034888537,-0.002706038993640728,0.01950381100927318,-0.05325373813762743,0.05036050011966066,-0.00330351332043574,-0.027857144890051144,-0.001930842859565572,1.384178612,1.098580009,1.24137931
0.0372274458541992,0.0016980969590337368,-0.013836390910611934,0.150934796782428,-0.03745757081359366,0.017224072433822055,-0.010368943651677655,-0.04248179216643498,-0.027041216975944787,0.03045339457720173,-0.055362617167205495,0.16892629995276912,-0.014488744580330639,0.0027603198651675654,0.05781961818504003,-0.036261336868671626,-0.06587572928916227,-0.009156239432949412,0.01783597139836232,0.03383376368888612,0.08023364212163059,0.019565183086935743,-0.038845897728543535,0.08370994976759231,-0.0164717908121743,0.10761606594471884,-0.02991810876723449,0.07528963870605698,-0.0992341001714188,-0.10398868535712626,3.165961789,2.619752497,2.892857143
0.046156767692376,-0.002604252005219903,0.011840766393024874,-0.022826460063320255,0.002736644406391904,-0.012721346987252866,0.01875730193324735,0.045199122872861354,-0.009157837411193604,0.023781320276554337,0.018569371644364552,0.03716446990827116,-0.011914616080333165,-0.006127077045665766,0.01231921475177928,-0.011999357693745353,0.024967015077028604,0.004158054205264381,0.010550863166880005,-0.012470631683403951,0.079294784611982,-0.010768278483278802,-0.010105970104834036,-0.015163105650611023,-0.006305385248394853,0.03363474028256424,0.016998751902125974,-0.08695057571976225,-0.08224037713758994,0.00390495557281431,4.371789143,3.869590168,4.120689655
0.024036099472428327,-0.014825084215493107,-0.03339584810675458,-0.003345233509763226,0.013957613252627045,-0.02493350138904376,0.00908516838057727,0.009361992968613054,-0.012537146370024404,0.029848161413120553,0.014000543998475879,-0.01693407425836583,-0.019080904784701265,-0.02609304203693505,-0.014812416887396831,0.016287873405084485,-0.05881386387647977,0.006540103397456281,-0.002430540293704482,0.054907594978235066,0.10198943621715342,-0.023236541601244963,-0.03620200624611474,0.016922415661185835,0.043779752612282674,0.02751074249325664,0.0073899659209059184,0.13942317338010493,-0.020272667334132875,-0.009307135564493793,3.312221095,2.887778905,3.1
-0.26304211244190623,0.0023527124803418556,0.04050731748243864,-0.023852793605463017,-0.02139775455016488,0.009326122728756039,0.023108113474098243,0.012347227165235548,0.0035352074618183967,0.02625566746036765,0.004561167244457207,0.044930301036467515,0.011116926039947446,-0.06011723991111443,0.0047624210110545455,-0.03723585115248994,0.040630368919965264,-0.0019108591813160848,0.001666336063734395,-0.04973762766161807,0.07132731588342353,-0.007704949308178066,0.3991729745183054,0.005437124769067397,-0.022877129956576394,0.03210016868629018,0.008847923361063525,0.11838395633776613,-0.006485048247132482,0.011629888299652495,4.756993215,4.311972302,4.534482759
0.021351251128745696,-0.008964596227949845,-0.01332515825780056,-0.022505182803443616,0.001542796826623981,-0.01434724018942224,0.013792277834695466,0.008564854436408684,-0.010708356798402327,0.021088881699903635,0.03254012400878593,0.02250118016298664,-0.01871640236643974,-0.006116895356666938,-0.003630555985304082,0.005559755701825296,-0.024290134723220464,0.009949102146663572,0.004088929075014464,0.006110440556037612,-0.08992431853459305,-0.008278905185634716,-0.007715698080150028,0.002232201664718793,0.01646648464567858,0.0201819038320144,0.018143646244853543,0.04035042141387676,-0.15327269742888322,-0.000603590261329541,4.655644914,4.137458535,4.396551724
0.015555679932801415,0.028807519536034682,0.011099649627615978,-0.035774198951514735,0.04178809802090271,0.01814074810454083,0.0033688249207639745,0.00788068863886432,-0.04410014804573716,-0.012354552324294131,0.031019091353327206,-0.009557068475558915,0.009951280160711002,-0.05556696884111078,0.012712262814398379,0.06477677457512397,-0.009629724307847204,0.01386882864951794,0.018004010803641012,-0.33382245853341075,0.06976840350624777,-0.02202683763051426,-0.023529126765371437,0.05092915806060011,-0.012686845061827762,0.0030657764294357596,-0.00546778668884664,-0.0993041810298988,0.0010540540896024687,0.007451378820304567,2.970983131,2.251239091,2.611111111
-0.180848513925599,-0.01008533936648828,-0.04505248488962792,-0.04632829257073942,0.050914337524720715,0.07904582042339296,-0.06808159386071141,0.055650065878283514,-0.013406757806900057,-0.027984301488971144,0.004821369052646635,-0.06798448017382411,-0.022299201748565357,0.2560421888633798,0.06058356770436852,0.22042954801957163,-0.07246206485496715,-0.02374839197504696,-0.0007170458150203458,0.08663013779631593,0.061977673167230185,0.019778363614613388,-0.01386394012747841,-0.01741243192274448,-0.08056795603092734,0.0162229610846477,0.03664211487549106,-0.05510725531537724,0.046870484884878334,0.004857518094889201,2.686788331,2.05395241,2.37037037
-0.250796974132329,-0.012721343767347787,-0.010741888717411063,-0.009759464697892043,-0.010435403495873364,0.026797788256820502,0.014998102562397891,-0.003507852970726533,-0.004045059233300957,0.019540178496459486,0.016707987667705333,0.030033279971411572,-0.01345352035163556,-0.02763641598497503,-0.006515976448333943,-0.013647740388743524,0.01798438177971374,-0.015457564341209729,0.006769238135174414,0.02237748551760299,0.042957279293220456,0.0027145918734698417,-0.008467364017966295,-0.021106903806473516,0.01208300520759951,0.003068018033444554,-0.008223212393693955,-0.07676242219137398,-0.011283621512469814,-0.008747728393010584,3.044920759,2.339694626,2.692307692
-0.008911209433756567,-0.05922763643884336,0.0079262049144195,-0.008919114049158239,-0.013441978787788491,0.00889795384140324,0.030901478110659776,-0.004541628939753456,-0.018212668383248528,-0.014430630128865665,0.06933832146129415,0.10029387005098049,-0.08677635538379588,0.6052853094315401,-0.13516619301315227,-0.06801953795148226,0.1508379228272018,0.03405009539154099,0.05775555249851519,-0.003100883258839604,-0.10816776968206449,-0.04683346842613098,-0.06865624555731979,-0.03678160315049601,0.11610301586043036,0.05681806304384409,-0.1460038710195536,0.05792201005775509,-0.030945414818214216,-0.016188878570223796,3.95457961,3.30467965,3.62962963
0.009590860029645449,-0.019502491018898328,0.012451625007860548,0.12651823985569363,-0.06563568678769387,0.07259787750668074,-0.007175160829219615,0.02388779917052078,0.003423756954434913,0.020791439528294264,-0.042842381434860806,0.22363085633023747,-0.002274688570557943,0.0022613726979910697,0.059366774370927425,0.01031509060339152,-0.025298937355866302,0.025765376185615002,0.02428552503643919,-0.0376579498232312,0.08668814228912862,0.07145472291369558,0.014258509467528355,0.09559041814769713,-0.156773865470377,0.13438832441109924,-0.023601529754880002,-0.017109958585989345,0.11667656584107924,-0.05425339256771685,2.576073139,2.123926861,2.35
0.0294902166851443,0.003995382968795882,0.022385563991998248,-0.052729936941453226,0.009454772952530258,0.06015120728603659,-0.013800013704705764,0.050024515209326735,-0.04693243256888254,0.0034462566586439627,0.025844627924034365,-0.023726362533140283,-0.023707872341387663,-0.047824164906161364,-0.022330434245953802,0.04637967462444025,0.04019050271931235,0.01981325276447335,0.022657850108765212,-0.30106681233529775,-0.1051835360059765,-0.02718972414650523,-0.04166465796737241,-0.045533074107650964,-0.004954147168632565,0.027353446840065066,0.014914028580122909,-0.10753833013266391,0.0015823620510044003,0.01114066504018973,2.728516741,2.054091954,2.391304348
0.037345042833468144,0.029843608023347592,0.024599425922771836,-0.005158251970259467,-0.0004671046244862096,-0.02537590618424701,-0.02801871989257612,-0.050981526935114894,-0.029173300296196622,0.027492138123259253,0.018493231910218014,0.10174577990706679,0.02582684120751814,-0.03420407071465803,0.03568904946681534,0.04189564203845211,0.025792439449380113,-0.008335044457836036,0.03357369616337179,0.0016833421101092635,0.08893962853940997,-0.015881660261241444,-0.021471543628561716,0.028095252862917412,0.02499109757611225,0.0029419379216685778,0.024581163797385612,-0.09831500301720694,-0.07680806944224186,-0.03466586401983704,4.23399043,3.535240339,3.884615385
