fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,CIHigh,CILow,MOS
0.9915689417124582,-0.0004941040738993548,0.004341163609003032,-0.002852827174073443,0.00047174740507412914,-0.00215114444156835,-0.004084552633850582,0.006441993001460976,-0.002035743714341698,0.002934950174889784,0.007946057867617795,-0.0035808407485905984,0.006256742811568193,0.00346400407965913,-0.0021579227959970873,-0.00806907951257119,0.004699052907086895,0.00617404295747256,-0.0020040113988534546,-0.0035181960781274367,-0.002987489465280657,-0.003275283440891274,-0.005610249791432383,-0.002516768627752884,0.005518653838242279,0.004105191714440466,0.0017766135084061247,0.004949912814870626,0.003896635883560656,-0.003215390874276996,-0.0027110449179187797,-0.0007158369867750295,0.0010379215760308437,-0.0012766082945388163,0.003201019335433069,0.003301107828998114,0.0018691069417742998,-0.005455226784293081,0.0036711165150101785,-0.004152355042593777,0.0013144309281221873,0.00426412362061778,-0.002195599505224472,0.0014462803917161496,0.0016429751855016475,-0.0012509928625656897,0.006058976448276267,-0.0043457155861098065,-0.0013651535084170505,0.007298652417772635,0.0022882622860210806,0.005797407680019307,0.004466261978999248,0.0013437764265496661,-0.0005913361726735556,-0.0033841885180055783,0.006585272730103219,0.0021447143884057557,-0.007924823870186943,-0.00161625689509293,-0.003021812120621364,0.0034663009336784,1.424230754,1.075769246,1.25
-0.007418727794232571,-0.02093968047264398,0.031019983797471413,-0.08347624041722623,0.08269859175311357,-0.12155377727791004,-0.0006059818833141308,0.00760985335546611,-0.004313808496336751,0.011246869371165279,-0.05192331778924102,-0.014613369100633005,0.004095752020362397,0.013006639981741636,-0.020687302090139425,-0.03968137364005231,0.005664769095146148,0.02894140750401677,-0.01139196768948753,-0.024146319429102295,-0.02813029997533135,-0.01770256493196568,-0.11417291996839464,-0.007532515890163962,-0.037684969821949084,0.0017968816566217198,0.012329271836349064,0.0042022758580299545,-0.0054070316009391176,-0.018105077808809045,-0.018785810860704983,-0.012942509565640165,0.0084529343446403,-0.01660403775166979,0.018455950618707168,0.01109492265113712,0.011991108398347196,-0.017549079236776732,-0.0025948141476984303,-0.00298525955410008,-0.03082808901399821,-0.0040839447865046044,-0.008945178261619228,0.052979180242772324,-0.003803783895850226,-0.0025834955975452874,0.015280297965892625,-0.011902356405467142,0.04288979835262971,0.03676362573927451,0.013976608173486746,-0.03526969812767304,0.013376941009573956,-0.010872096596440313,0.025296375623126352,-0.004364997592042796,-0.00846824565601705,0.031474079756587156,-0.00909932406093986,0.13827892497117875,-0.026573427307424683,0.014558233710737325,3.369995498,2.880004502,3.125
0.006818164470056161,-0.0289133770936897,-0.10042934252346294,0.053081969367767524,-0.06332959560965958,0.038379637273964436,-0.013343281771294468,-0.031178553033539676,0.01583927943916564,0.010526549692382729,0.0003385161722838215,0.007507403368407573,-0.0013518545364853128,0.004453215944751357,0.00695612116013263,0.046988998299131605,0.006899206901854793,-0.017745492207780014,-0.07782859599944493,0.40096696392042197,0.0432538638359455,0.0036284755056305864,-0.04792341255228945,-0.018755139361459547,0.08507318600583201,0.010030206282948016,0.02991579871122369,0.004425171695972858,-0.010904177256304487,-0.006613564410744863,0.01678116158289931,-0.00197818349902024,0.008885858486759221,0.014356218341960415,-0.0063077174095225955,0.002864775079783996,0.010192407435952821,0.005509646325182571,0.0004966154268368642,-0.0034852146843679624,0.01044971462633909,-0.014484447821193569,0.01059947946384521,-0.01993939607562901,0.01166818037232822,-0.0007761080805072174,-0.03228019329956926,0.008507663348588133,-0.0009054434475121301,0.008850912876128927,0.0009847006878137396,0.02166992229290258,2.7129676460784246e-05,0.027103199714137684,-0.023660441596075995,-0.013816677693463867,0.03753782905199725,0.022541032291513306,0.044039738158330725,0.02266684789036409,0.021025959640612425,-0.0007764405385944419,4.804087,4.368326794,4.586206897
-0.01461337825118953,-0.008611184109519079,0.07812830981807482,-0.03531676076065116,-0.059936031447099046,-0.0976846570427497,0.0055277013478644286,0.07280710630571176,0.013630043494906152,-0.016442958892777106,-0.05431975630310621,-0.015289157339374628,-0.05504573348664881,0.009687373183793493,0.003973859186190816,-0.010847585833133114,0.006715453022356359,0.0197642439186124,0.0842590360097647,-0.02405802284218056,0.014595102477129722,-0.010118978090237967,-0.006823524168694188,0.04162370122279895,0.006282677172862699,0.008880411636917301,0.0022356019961725124,0.027160792734803648,0.06509248963291044,-0.0019430038349628044,-0.032536958244022036,-0.014804552012569,0.010697346674984617,0.012117752618162959,0.017734314253680886,0.013115955800154523,0.05059926387256161,-0.07747636565719568,0.023319271100785518,-0.001888671895738916,-0.042320718027967066,0.016087438326140156,0.05992673292247472,0.055165766981335,0.02495838990993561,-0.017544370980024673,0.022789904188120155,-0.030718060762644085,0.032459828302255724,-0.014582570096060446,0.017063692452296542,0.004952465516343018,0.0397333112216051,-0.0023025266068561123,-0.05736692887834627,-0.004275313289861957,0.05150454933214276,0.001920425570813192,-0.018744024650009176,0.005977423619369364,0.02447232612245583,0.002791468841418141,3.431346944,2.747224484,3.089285714
-0.0032886572160001977,-0.008368500369386496,0.001679306500833486,-0.008659033224621823,-0.0013677187698040167,-0.002456515093805118,0.004728523703882553,0.005194627209696999,-0.009641718307770691,-0.0010268353892111568,-0.0008423094596388317,-0.003110104606537058,-0.006584901584196719,0.0034065653393521135,0.0002618069713746906,-0.00891064490315038,0.005741263367926395,0.008713688723864176,0.008836283771887795,-0.005900408721664852,0.002666478323055767,-0.0062307541815856005,-0.0036050931793377996,-0.0006755341043010717,0.005521366843990813,0.002818799106940381,-0.008510197953658255,0.00042278569569134076,-0.0037835925167906265,-0.0018675985047547875,-0.004987426787410977,-0.009814893409090125,0.002363979142416735,-0.009074196822539909,-0.97553660202973,0.004761449198134014,0.01404945780195365,0.006394489822486067,0.0020260678190739344,-0.0019163373236182647,-0.012217254626799335,0.005484648957571284,0.00018914485183648978,0.019857291519062167,-0.0028253533504362855,-0.00037666123259366257,0.009631989590967097,-0.007104481630080019,-0.0001652197903263049,0.010323163346321475,0.005607272379506112,-0.0023512208653834916,0.01001920764823282,-0.006901940960602521,-0.00965751155853569,-0.0008928891021055313,0.009160510029166638,-0.003670962011962212,-0.006200934678327487,-0.0011640023303792423,0.0035268398959790257,0.005162424318365708,1.384178612,1.098580009,1.24137931
-0.0032983237118920402,-0.014924281701667187,-0.019373472868425085,0.06829407496549844,0.01760697689231879,-0.010182708393710943,0.02214945883092451,0.02437755261019443,-0.005554749644047085,0.020057675745195055,-0.021841991746203014,-0.01146892400247662,-0.02063910168002862,-0.00039049046081182545,-0.02572938793924451,0.021707975517369197,-5.18013747082376e-05,0.013627707931030882,0.019446862041595823,-0.01785463890278748,0.019434609729148362,0.0007629737521449411,-0.014634080668518564,-0.04786126296794956,-0.8108865348107182,0.005444909852071757,0.009207197934661562,0.02266547381308283,-0.024841745198803212,-0.0020332183781138556,0.012877234730695174,-0.02743590954755924,0.007565925519237311,-0.01135850708631464,-0.003348848373578304,0.03402266888725993,0.05861812395944276,0.050256626368097204,0.007236696515480846,0.0023269667835694135,-0.044926758157233834,-0.0052449674279002306,0.05310343606732108,0.021933171282134425,-0.004084296680156745,0.012884899675872506,-0.013010305857035505,0.031924528104268164,-0.0035300234120893975,0.0023152641641272917,0.004530765078445635,-0.02329471100968474,0.0024432293845872946,0.006418246441764233,0.015717167274690746,-0.004463135196755187,0.024096271103728945,-0.02782124162253456,0.03410948353401219,-0.03728091357482723,0.033907709424728434,0.007184506247668546,3.165961789,2.619752497,2.892857143
-0.01496375033274977,0.0005853833722925607,0.08119728613822842,0.028149050044649637,-0.00643128497032333,0.09781146351945237,-0.013925738665273132,0.04486303791926771,0.010125374030215142,-0.001363687192926706,0.04815650071987393,-0.004678935460544314,0.03531349272797018,0.004858611431127596,-0.02476077942561339,-0.005180995320815988,0.011125917850318176,-0.004223706148274812,0.0173983463516577,-0.04497938405130659,-0.04227438283724372,-0.017190962178425095,-0.008887770359799499,-0.02303766491570611,0.01833282957820711,0.006671622699292084,0.00825814257295088,-0.01735558332622362,0.1079152042250221,-0.007199017995505702,0.0022314273899631414,0.0055988162724728285,0.009521942225115617,0.03437022684634861,0.002890498033661166,0.006376064978705824,-0.007674668134020237,-0.019616247872887765,0.00468862565486448,-0.013565131250713765,-0.0008258086225595659,0.008592038261758837,-0.017747405635353167,-0.023977714889998426,-0.024651220664998027,-0.004581323182603782,0.03572910517844779,-0.026277423830573,-0.0011529415470012212,0.04331896118827934,0.020255559157167723,0.012990398404619916,-0.002222284472098224,0.015779545166913843,-0.0018202482809567297,-0.007430293623582035,0.036683213967393456,0.021601860287561003,-0.02701559012343263,-0.06251853883405471,0.0022853085506949014,0.006890105954001472,4.371789143,3.869590168,4.120689655
-0.003538560987375817,-0.018365459392188487,-0.03419537809095044,-0.07775555592220018,0.08729329993478242,0.07560799194246835,0.0008056218206627866,0.02053414272801646,-0.004633800228853557,0.010508940675615617,-0.045334502269155,-0.014991865404398143,0.006643598976784924,0.009799184868094944,-0.02560401755027627,-0.02605126125008268,0.004519290493731364,0.02268901582447831,-0.006063943618257214,-0.03889835092952764,-0.03655185748880315,-0.01132130545543053,-0.08615083860759185,-0.0288165349728331,-0.04571162402126474,0.004611389769409201,0.008853517423470144,0.004540913769002234,0.035735132707059296,-0.013120887168957814,-0.012114663872286454,-0.024330869913939346,0.00811346781843094,-0.019431132109971768,0.015529669884496075,0.010373838610862211,0.00019411183902667045,-0.012855183336137402,-0.0052847850707324825,-0.004098613225044477,-0.024555406563269752,0.0006394612689807257,-0.008824088742030936,0.04363115061617862,-0.019719665535205776,-0.008643994341766143,0.01964459815045513,-0.008384299551504756,0.03897959983813374,0.041807342981042106,0.012880898530603275,-0.03402646078688879,0.016171207686618706,-0.00935254471315464,0.03670232181370516,-0.005762582764567621,-0.00999376932745588,0.019720731543218174,-0.021980852427878155,0.13973487830783718,-0.021116255946694428,0.011352089073421947,3.312221095,2.887778905,3.1
0.002519930125254209,0.005178319407280125,0.015540799546833767,0.01731579435802744,0.02156520600822748,0.07633851369260218,-0.014452755451185746,0.01694909094331927,-0.0035072505459187255,-0.005271533631485491,0.016272484586803228,0.0045889763525474025,0.00999372841932111,-0.003312939509182268,0.006142856251949613,0.006101304006307267,0.010023592006360157,-0.04606492514399417,0.021270393412433107,0.23317087613147502,-0.05556948967119,0.0005960730925266599,-0.11342090755339282,0.028307550664882757,-0.004468046271548933,0.005421367836612501,0.015545608542620845,-0.015696280030305654,-0.04771554579638495,0.007096583252465599,0.014633518784969112,0.04593684328577551,0.00800355210917601,0.024726696025879173,0.00312183580062163,0.004810434186736549,-0.0030360920620190945,0.03663423903792709,-0.0011635301623836916,-0.0016563881845560997,-0.03309896633554205,-0.5543731828020277,-0.025314208122572616,-0.03461656974681496,0.011673821329660699,-0.041478462256183235,0.008787397098180343,-0.0095502410940764,0.030122249707403532,-0.015034984336509799,0.021414439294047,0.00851795913967144,-0.0017644589086596174,0.028531275515353758,0.005841105912978362,-0.006853108673964435,-0.016072730562726182,0.03530539023073181,-0.028722906593685746,-0.028218840822386893,0.02046046066665991,0.00493273085642739,4.756993215,4.311972302,4.534482759
-0.00735512201502085,-0.009616390782566224,0.07615434334747961,-0.03511379841855273,-0.0028305341819189395,-0.11372323319247525,0.00358907348053343,0.020633398208878505,-0.013879080882831888,0.014884550196864904,-0.029740877222440558,-0.014207320964991344,-0.0231092731488095,0.015058387475211241,-0.020131850144138475,-0.005373537804670168,0.018025867667156352,0.006398315476310013,-0.009083732875001797,-0.018725106917868238,-0.011708309634020139,-0.01754506807561409,-0.04649110266030349,0.01612970781075963,-0.002194277803089982,-0.00020492079106273705,0.01559445593342357,0.003948912253243262,0.13820204195316885,-0.012072093601392072,-0.01815009870917374,-0.014186099612309842,0.012735118121330255,0.0254442996050514,0.01161786718423079,0.014843189691373085,0.01453567439690577,-0.0312359446109016,0.00612959181952449,-0.00398509465482197,-0.015858387037897635,0.004508363450910338,0.014417311910761078,0.03559778113152971,-0.021064865860041894,-0.00981668670117072,0.004981123602803937,-0.013570882786177883,0.020035312546091606,0.04468232913524152,0.008242193511664813,-0.012456414354865879,0.026364155606790028,0.003628969309317781,-0.07488183432937937,-0.0072603359406467425,0.058642434956905805,0.008883941000694482,-0.02157239581736967,0.05982224055637289,0.020957362068908327,0.01059033750462699,4.655644914,4.137458535,4.396551724
