fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,CIHigh,CILow,MOS
0.002971829779023184,-0.0036781384456806283,0.0049047762426045385,0.0015825062260961765,0.0020647124341988065,-0.003579483204260204,-0.005710474044804381,-0.0024818784634025406,-0.00019281546236238147,0.0033496609357995715,0.002023754464303325,-0.0031482195276766028,-0.004326711199772786,-0.0055739843474932015,-0.001697032529860935,0.0048983642226672515,-0.005788367921998653,-0.0019559118628152466,0.0012499271408714042,-0.002317639475738571,0.003893643930594464,-0.0031366709770259656,0.002353506072496141,0.0032023611953776007,-0.002700242354346025,-0.001638852208159289,-0.00402171626032103,-0.003674085124040284,-0.0034539210298048526,0.008280261286233305,-0.0009982448694465346,-0.002618528773235744,-0.0075338577931930596,0.002527555908758457,0.003215354029995622,-0.00376157393588107,-0.0008017386384947523,-0.003674601362800033,-0.0008318400931290582,-0.004528149414636143,0.004623377498353561,0.0028016614416517516,0.0037903646070263186,-0.0028565240588321827,0.0029520091311195725,0.9926207535297056,0.0020715837298027713,0.004525998128532619,0.0039055853496561973,0.004701189846727412,0.0012168503072275572,-0.006486243678028182,0.0029991047757648506,0.0037131719086538175,0.0032326435648623282,0.002990272473089305,-0.0052353673389211345,-0.004311256235166088,0.0013636738410102431,-0.0014674559027032616,-0.005508949799165377,-0.003608528338285942,-0.00437662032854159,0.004038401935892953,0.0011974703631491275,0.0031554367492100687,-0.00310178308891944,-0.002679663581767345,0.0008901162347660864,-0.0022768581735420944,1.424230754,1.075769246,1.25
0.013088485907820784,-0.005940252026410264,0.021002284712863372,0.07893120989884723,0.03956647318016956,-0.010633296574820225,0.04812791954779416,-0.05595120692357069,0.07981523584116784,0.011434542293074019,0.006321782993327212,-0.015355906520724633,0.001759796434138415,0.01910392982673834,-0.014739880073183895,0.0016078318176868422,0.0049806968870511744,-0.04045327236996435,0.003086477799297106,-0.03979052593106265,0.09420758818281234,-0.07760158694013357,0.007610355219330757,-0.029053406976866602,-0.027182881153743732,-0.0038554234139776284,-0.014621481882904082,0.029181728183226098,-0.012218163367772225,0.013545386965483757,0.015191092026409597,-0.05419204807810027,0.016652788600830998,0.03217847776344741,0.0069988704045376255,-0.008430502404787196,0.0802463147831615,-0.012100040590644878,0.02233937104723342,-0.025915840511141743,0.03905992861436567,0.15207283561769103,0.004482187165717921,-0.016779018437120635,-0.0022612334337445816,-0.010266761043094841,0.03385809537999613,0.0270439680984614,-0.0025241837797788246,-0.0038485764646391113,0.010674503565247252,-0.031934226579692006,0.02510490499073986,-0.0007753125844270454,0.014099057943236848,0.03990946764059202,-0.05162331594786296,0.001531060423769198,-0.05096089283132553,0.015492490275063773,0.006611663799405767,-0.013313944849685738,-0.00633238859558886,-0.007576834832871964,0.020307216657636313,0.008416815288606909,-0.013448179375837218,-0.05979539997761103,0.026717165213588037,0.008029943515112662,3.369995498,2.880004502,3.125
0.003288507288970134,-0.002665141978829068,-0.014620323684046067,0.026273384221903003,-0.01581934223868488,-0.003465269467791431,-0.04807976699869175,0.07387795180794737,-0.056004564362517086,0.001370678253336776,0.009707717402692035,0.0005557844991301432,-0.006619494562732809,-0.024691741737394385,-0.03218676189514896,0.008412374696404427,0.0022641280949775716,-0.024081815054278567,0.009769285043871808,-0.01698758935211445,-0.03141354469025276,-0.10609405368370017,0.02550399143413637,0.04570257665315108,0.0680000740686233,-0.0038538674523968114,-0.00707695409752334,-0.025612750660429437,-0.00010491946208259357,-0.04154067437516636,0.03956491671000763,0.02820297534388344,0.01736274430767014,-0.004713161650653119,0.008291823032932343,-0.005740507079600357,-0.0426972263012422,-0.0026749672566485257,0.024512832228331765,0.024719972150049944,0.008956865910221391,-0.07153286447984192,0.006547111697974792,-0.0013899203276838187,0.004084261448607152,0.005502840426212354,-0.014742359385258978,-0.01591560778182846,0.006605029721490695,0.037270313937529005,0.00550731484021102,0.009578046738048176,-0.0027233591906603793,-0.10468598270264802,0.009965083800013137,0.03139874816135859,0.045450479123655234,0.0004069135239511694,0.01157638350742246,0.0015747531674643596,-0.041490885244745486,0.4369622403797204,-0.010424003292528301,0.04065277037517725,-0.007397218595703754,0.003624034184387687,0.005437787079013456,-0.03405684181547221,-0.001322657635713775,-0.027541487514590155,4.804087,4.368326794,4.586206897
-0.00022655841934808953,-0.00082255175094598,-0.07553455787654816,0.03947295520317459,0.09892132436610142,0.010527059962175869,0.028949562095733017,-0.070078621898937,-0.04317016099439709,0.00900665431807628,0.012058585540320356,0.08325951888365027,0.06949995833637992,-0.06767447990497007,-0.0212583680794334,0.012752621392413371,-0.053057836038058546,-0.07838622780413304,0.03384114156352891,0.0027377693022315815,0.11930536207692555,-0.00126678198766314,0.019791364619864665,0.03906340199950434,-0.0386781183009312,-0.022952569106334874,0.0018216644246350764,-0.06010413449454249,-0.012510832283704403,-0.0532594076067659,-0.03793735192874271,0.01687733870003363,-0.009380771646125255,0.07797087066939443,0.0073731317749526635,-0.015708117788843495,-0.06288746877454247,-0.004945593470979739,0.035301537982203826,0.0036760940616096384,-0.007989307954508877,-0.03484943877517,0.009881111079936063,-0.014723911538766524,0.03520152383852314,-0.01418207905863121,0.032744901670281476,0.041368834672450935,0.0422225272552056,-0.0145668974196506,0.0012962289635364197,0.03769270683534023,-0.06638678842573806,0.15379117613542245,0.0037387856436456673,0.1013581296903447,0.02881971263254317,-0.025905639300885918,0.02743693419719432,0.03295741122072739,0.02137210157489874,-0.08404890155683263,-0.02703178634766123,0.06665192451782687,-0.02365854450210132,0.013563294268200769,-0.015831643548883827,0.00829670290342684,-0.0020018201264993644,0.001250477702088408,3.431346944,2.747224484,3.089285714
0.0002286650775163252,-0.002498259486457427,0.0008304832405864484,0.0025952145639612763,0.012785755674169093,-0.00039701355035399034,1.3356505352559538e-05,-0.0017939055245893491,0.0024369141407774553,0.003151973614764491,0.0031931819982182357,-0.0031214724155274433,-0.0037597884826300596,-0.006397932591173994,-0.0054489838197326,0.0035935622514768496,-0.003346613735306499,-0.011424337140865822,0.005823648120086309,-0.001161889645642104,-0.005924490100971249,-0.008772670743815186,-0.0012118043510727775,0.0007545811181431492,-0.0037385996388779354,-0.0033317469361231105,-0.002956120287245302,-0.003080445560327815,-0.0030774725965911328,0.009577935088773326,0.0002559921600140163,0.0010056022708100079,0.001002188196898148,0.011305669190042009,0.0026568229784985813,-0.0028539947738437377,0.002867393194745499,-0.0047480762892315375,0.003100556091693778,-0.005828387147328242,0.0042643275646138835,-0.005840837932678047,0.004357667431048428,-0.004181619884309371,0.0010885264185355808,-0.003210983581617108,0.010996241402738326,0.006232085714711749,0.004986285816925472,-0.004832840575006976,0.0023513774972648447,-0.004207335648021007,-0.0003876452727166887,0.003990040627734871,0.0028038246909997447,0.0008759273884858334,-0.010349345147875444,-0.0012685532997494166,-0.0002802014043869203,-0.0072315938682082845,-0.008818375868221328,-0.006143605124797563,-0.0023668027376133847,-0.008423141169066162,0.0004539479730249622,0.006169539195532861,0.985318347331275,-0.0048502967197711876,0.0027931870126321895,0.001813282368640816,1.384178612,1.098580009,1.24137931
0.0032895453727177035,0.002239319512694868,-0.0001569068241833242,-0.012356333385590064,0.07448882818015816,0.013642609164202093,0.0007682736917115435,0.001743282499422741,0.03974639947488242,0.005750389886555965,0.006633750043264315,0.021720797340604663,0.025537972922261173,0.8554900247928106,-0.021301696418225966,-0.0070457131238154435,0.008950382876989894,-0.02886279295624995,0.015675482684646892,-0.0021679789778545626,0.026491574840329733,0.006711808552182882,-0.02019776505412251,0.010428609287610403,0.056892153949479,0.014466474270845393,0.007389876554905844,0.03857741880601037,-0.015026879394198655,-0.021637001694951693,-0.03732674844909383,-0.03032849322111554,0.025057655113536286,0.027339199414902177,0.0005848376661969968,0.0035896014898598493,0.017871740674685554,-0.003117011684219224,0.0005123714221586203,-0.0010972655270408817,0.06861435829282132,-0.01858491006596127,-0.0006844711904173663,-0.017115628317803302,0.0002695233042633041,-0.000995787822361761,0.049497357705706665,0.016470141314046425,0.015638100414289792,-0.04088023354333616,0.018731413811522685,-0.01069089659322205,-0.0022659505496590735,-0.029365485439645518,-0.0007853026582404572,0.04881882850676445,0.014710421027814762,-0.010755140772299481,0.018555011449132228,0.022868177738883232,0.0044954153057177836,-0.02438021998785156,-0.014223168815870593,-0.0285687334198951,-0.020356440071569476,0.020584263663837966,-0.006060035085206669,0.05014701328416395,-0.039688610701944634,0.0016179375601221803,3.165961789,2.619752497,2.892857143
0.0001747781231142408,-0.01431593624709115,0.03650201856961086,-0.027753422519290475,-0.01792638744060623,-0.01596535509242932,-0.057548233806255754,0.03567635469759797,0.013294421175399074,0.017197197461746264,0.010457968111527948,-0.014661793002482526,-0.022978462904804868,-0.023933698530734054,-0.003950214279092167,0.010987087718698642,-0.002639515130080574,0.02422938534003124,-0.0005538095958898548,-0.02355217467766858,-0.04613907739553976,-0.04052469544022482,0.01510234888130091,0.03450390066051315,-0.012803213252173191,-3.7156586680869584e-05,-0.013666452003139939,-0.05955746893403383,-0.008863323759172823,0.01793619554185378,-0.006084335191275294,0.0002448417529802461,-0.0010831947137381354,-0.018306099060627565,0.00844648162392939,-0.0070229898928877,-0.059409497855964194,-0.008673927228120937,0.0058124267273426695,-0.02567343555252106,0.01903185777128926,-0.032558230387190995,0.008803592918894182,-0.016316831180409122,-0.017129054430577415,-0.01432877915555607,-0.00988806925966929,0.004581262895674858,0.042662740420837474,0.015503024059190526,0.033580435707630404,-0.004203614193969745,0.03992931627938292,0.12153850102207656,0.011199899059704524,0.01661081629425177,0.03514438337984504,-0.0014589554996833512,0.11010012931626215,0.006598252779563227,-0.060769209004910084,-0.06765922930929515,0.021195552848859718,0.03255084353253271,0.008529751494266574,0.01010237596199504,0.00276906668188614,0.01907886554165548,0.01726061730399772,-0.01649964760483068,4.371789143,3.869590168,4.120689655
0.011277974862534117,-0.0072693329503289005,0.03473827230888586,0.029955032524254185,0.023115367629159028,-0.011745285615837932,0.0527828798293513,-0.0733861375198934,0.09250600215456478,0.006918770979215905,0.006614518529982946,-0.01942276545903597,0.021939832008957716,0.0246630272829295,-0.015342516077081888,0.00010807946994345825,0.005862814553234939,-0.027685729695354416,0.014279513559316259,-0.03471635123833622,-0.007151655361185901,-0.08453732069329925,0.01121682370741756,-0.027538590632677818,-0.06420018308908791,-0.011980533615745345,-0.01074035167058473,0.037257945014345754,-0.012423835534532315,-0.018029572054021514,0.05159390835089589,-0.05477779922607441,0.015224787725234406,0.019711870901764232,0.009408328984165867,-0.006320757691088003,0.0014933995891380028,-0.007933247671290085,0.03187724245304527,-0.029452247922178702,0.046048720756471644,0.13293545835224438,0.00764959356894437,-0.017428155004589146,-0.02015213505247182,-0.006778271564441058,0.02313922079293024,0.023265715258681745,0.010271829335291523,-0.01253125310599564,0.02324349279166319,-0.011051779007941461,0.03160078003344587,-0.059021215361195235,0.009921434125567117,-0.02003436900868557,-0.03684124969461611,0.005150924647058801,0.08504305736499905,0.013040296169397201,0.003113421022186506,-0.04460377507503513,-0.007338423823432415,-0.009124055512310252,0.012198722634151065,0.004975724974481932,-0.009398062884718698,-0.044923759743355746,0.04107243201248419,0.006123674911819315,3.312221095,2.887778905,3.1
-0.0027605986037659022,-0.0018056336152349392,-0.005288827790431726,-0.004169467994621226,0.002703080182685773,-0.006129390040258257,0.046347124623996636,-0.009200158005289097,-0.03503206676039592,0.003916913053797583,0.004254594469711718,-0.011907236502055888,-0.012302026314340327,0.009319164033497149,0.000391299087247643,0.012663419980912428,-0.010911199696915282,0.003744570656069947,-0.032073760297590445,-0.02497067883607259,-0.025799568028542455,-0.17405045051561263,0.006916767440940757,0.004687257136815505,0.01431191041510322,-0.03574713703636181,-0.0018086473186088637,0.016070086678246574,-0.0006764027349989927,0.03876437230968196,-0.011657418457280414,0.009209122049742719,0.011152036476955564,-0.010806331702410497,0.003682330115946583,-0.00013586281225666172,0.01065817929451317,-0.0071883355367443275,0.029376982521663507,-0.00966597083699006,-0.030404796275631286,0.06127109553034332,0.0034621750151875943,-0.016780848162827242,0.004163758067763897,-0.0007205456730933153,0.014747359181552793,-0.024192843761395837,0.05121684911005098,0.0003933500165940669,0.0016779560481773221,-0.002440118110914816,0.05170370612882854,0.015931299477387174,-0.0045815123339838955,-0.0124470733948674,0.5832594996420816,0.004266038444360666,-0.009042659202928217,-0.008731125444949488,-0.009918239684040358,0.21962248849881544,0.019813221456381133,-0.054623043062371555,-0.005853950313080648,0.006771391739024741,-0.010526327877795626,0.005570801681292636,-0.03136548847598115,-0.018587243444851322,4.756993215,4.311972302,4.534482759
0.0159116104872538,-0.008276308691881689,0.004167645627290455,0.06804543674990506,0.03747614844158105,-0.012514321461343628,0.019422386450204377,-0.019324467017592578,0.027244413223620593,0.010358888333889576,0.011284438720426782,-4.177177546869719e-05,-0.0227807341733244,-0.014615909334162446,-0.007995693047683132,0.013033374553163533,-0.0047749422353005645,-0.02602129458761006,0.003865315626144569,-0.02393498916556536,0.16591371291759371,-0.04056550796277147,0.009202024471391752,0.027998695986862585,0.02914296180911322,-0.013058221222592365,-0.013355451482306015,-0.029293016507397643,-0.013399721265106131,0.02186833658561358,-0.02414922086078524,-0.0032838017226421985,-0.006735885492370758,0.012247316056443353,0.01087457445787715,-0.010321843120923345,0.05804372574090373,-0.008861531150758575,-0.0006189737253208785,-0.011608301394858786,0.017384323866290994,0.0744517460048026,0.00450270259591703,-0.012062447178472182,-0.00671168933147194,-0.009724390639344127,0.0068767735991969465,0.00832413870495889,0.007021982944213252,0.009649357274110067,0.011093446125157695,-0.000411599841462545,0.01375231775898149,0.08487334613717239,0.008853304481445676,0.044603224240484574,-0.05018919059424521,-0.00848273970582573,0.09960296792945057,0.011276436305794125,0.0013067450637767623,-0.010415723629495144,-0.0056488143769373176,0.025805553707533523,-0.011962382878968673,0.010408618053441147,-0.003953836621802105,-0.02066158892330527,0.02304953714275105,-0.010325454207560623,4.655644914,4.137458535,4.396551724
