fe-1,fe-2,fe-3,fe-4,fe-5,fe-6,fe-7,fe-8,fe-9,fe-10,fe-11,fe-12,fe-13,fe-14,fe-15,fe-16,fe-17,fe-18,fe-19,fe-20,fe-21,fe-22,fe-23,fe-24,fe-25,fe-26,fe-27,fe-28,fe-29,fe-30,fe-31,fe-32,fe-33,fe-34,fe-35,fe-36,fe-37,fe-38,fe-39,fe-40,fe-41,fe-42,fe-43,fe-44,fe-45,fe-46,fe-47,fe-48,fe-49,fe-50,fe-51,fe-52,fe-53,fe-54,fe-55,fe-56,fe-57,fe-58,fe-59,fe-60,fe-61,fe-62,fe-63,fe-64,fe-65,fe-66,fe-67,fe-68,fe-69,fe-70,fe-71,fe-72,fe-73,fe-74,fe-75,fe-76,fe-77,fe-78,fe-79,fe-80,fe-81,fe-82,fe-83,fe-84,fe-85,fe-86,fe-87,fe-88,fe-89,fe-90,fe-91,fe-92,fe-93,fe-94,fe-95,fe-96,fe-97,fe-98,fe-99,fe-100,fe-101,fe-102,fe-103,fe-104,fe-105,fe-106,fe-107,fe-108,fe-109,fe-110,fe-111,fe-112,fe-113,fe-114,fe-115,fe-116,fe-117,fe-118,fe-119,fe-120,CIHigh,CILow,MOS
-0.003083917979457469,0.003255044553321617,0.002661324717494191,0.0004912845010708149,-0.005423565237898551,-0.004805634200886578,-0.0002573550906712885,-0.0012647597967545196,-0.005307426459153674,0.004053635153779485,-0.003878677899638411,-0.003820919178494238,-0.9950641684173396,-0.0036212069315670198,-0.0044695855920833215,-0.004291251289919747,-0.0041542704971812856,-0.0021564959896561947,-0.0037884574082991274,0.0002190225782291707,-0.002836686194831295,0.0016713307614488087,0.0032669354406843413,-0.003709444197862775,0.0049795066962487295,0.003300170702929843,0.002307972160740988,-0.003699985658330441,0.004631611315792708,0.00018398802248365751,-0.003812087250517326,-0.0032254126407597985,0.0018339233522401473,-0.003877042360197902,0.0024564281467952856,0.0013546766380055123,-0.004849376101603281,-0.0026491337447880933,-0.00470415422491983,-0.0030820146409907194,0.00349179725715009,-0.004241555029801691,0.0023841156121866287,0.0026394544234999884,0.005841655610794318,-0.0038074888307968154,-0.0034997366513478405,0.006979622342951198,-0.0039977852303658785,-0.0029808747937344897,0.0032703120518617736,-0.003996503565149106,0.0016866190374753378,0.0025654643289121782,0.003948077922575807,0.0036376400038028627,-0.004445559573311684,0.004561886368695689,-0.003525248671600266,0.0036353810245772313,-0.0018816927609093795,-0.004617113676819071,0.003650751460837625,0.004442934640368298,0.003888451524309643,0.0003470006141579281,0.0033781400325339586,0.0023091456239981967,0.0038359447622588307,0.0032725137337730674,0.0008942164357390679,-0.002631579582658906,-0.004700245968279897,0.0013445733806650491,0.003392277222600445,-0.0039027621625809454,-0.0037115892453794264,-0.0015271912740620218,0.0034483619818366914,0.0039239827599515525,-0.003252907639212064,0.0034080722100416684,-0.005380443574665183,0.0037195813430163857,0.004989448876745497,-0.0015179545220523798,-0.004169227319041271,0.0030180712422456252,-0.0037758057211376202,-0.005303582916476631,0.006089399613006647,0.003814345822884219,0.004229020870473923,0.0038895836368019873,0.004682562284902005,-0.0023409121753801545,0.003819802557272138,0.0019462018871058526,0.0037146551195298286,-0.0010291269926753148,0.002642469103472469,0.002932368341302472,0.0034064298770876055,0.0016300530668340058,-0.0028475727434606074,0.0018706259422017247,0.003815341874975622,-0.0033998766583900417,0.005349575767535308,-0.0018192147247611968,0.002270430705777573,-0.0027200365568410085,0.006280959051612333,0.003031686362889347,0.003089732425981094,-0.004039106507333837,-0.00020356607112342605,0.0038912174280754295,-0.003360639869273227,0.003401168912792921,1.424230754,1.075769246,1.25
-0.0015805730159948281,0.005896112587995917,0.016605049953416554,0.0005966015865589598,-0.00449405280155635,-0.01887809283991444,0.002774333484074879,0.00917024356626702,-0.028400063722011027,-0.04845466578784601,-0.007948656636609435,-0.005876965299712948,0.004905367793558774,0.03969828101188104,-0.004424541030879196,0.002864031260797203,-0.017380104876594277,-0.004218711688988107,-0.006602113873130434,-0.020423608175246827,-0.013404448600331242,0.027394318484970603,-0.016714331904416617,-0.008920260145308126,0.0037731749397663292,0.011029217353641959,0.0360706147462325,-0.020801884113185586,0.012003623624613487,-0.07602303776688714,-0.0039507647705049,-0.0017411908245388483,0.03615096559563851,-0.022993751034780317,0.014762934084693835,0.005473507059047224,0.009753881707956309,0.00991496307607204,-0.03973216483101665,-0.024068237698917146,0.007576974640585051,-0.017094669745582193,0.020816975124777343,-0.008419030784047255,0.044510092978477175,-0.010475349138198396,-0.05135527621583136,-0.017661055677263574,-0.003288871857232357,0.5725529993741383,-0.003215967726342123,-0.00785656648659297,0.06356491188635573,-0.005392266876312043,0.03599972758817358,0.007546198625321447,-0.08002068179669579,0.0010963319912712488,-0.0029822058429759724,0.004478533982253776,-0.05353890043782855,-0.011974338291117805,-0.007569242022258975,-0.010256307881425761,0.010086759261230949,0.05316686403427374,0.03461200460061658,-0.0093675429008343,0.01780957111286104,-0.003123069187765552,0.004128412175191656,0.002139160371062866,-0.018381045830984318,0.03627956168793225,0.004193588327621004,-0.008413406368600058,-0.007723704799305703,0.036041883365464586,-0.028052581692536174,0.026884385432531563,-0.0072206908188054775,0.009044064144724718,-0.010336917069585705,-0.042696960702471386,-0.017338383195006725,-0.022435651041614945,-0.014107643994144957,0.011983042825217225,-0.011362091114590906,0.024905491905774443,-0.012139379062123097,0.010123823713068619,0.012296552347059638,0.006677614181611287,-0.023062236483745793,0.024096787356096244,0.02672659747481664,0.050731668223379225,-0.0009555726507698295,-0.0038096935204891065,0.007646397722673135,0.02298615821992492,0.012686714873702995,-0.022036013093068744,-0.033242861461898796,0.0009553487920556614,0.050489166270473784,-0.0030989248779722447,0.013991480536912737,0.0021445408168213487,0.011079015463373662,-0.002420156874621317,0.0385005453764243,0.020907999898776303,-0.003025223144480503,-0.024905230623131124,-0.008273083037946997,0.009940729998076334,-0.0023114324062604523,0.0046890510331913235,3.369995498,2.880004502,3.125
-0.015812321065314234,0.0024837537298529272,0.0033546611724704586,0.013793313862475714,0.010160743255042461,-0.033109790294843774,0.03708504221825401,-0.14252732487620198,0.0031928377912178625,0.007757788740431699,-0.004907292552829118,-0.0068197744220598175,0.006995260377535535,-0.01447515890641797,0.005646351823767274,-0.015557459434054451,0.0031263656384988,0.011408526807529327,-0.006466132474053659,-0.027345038568546393,-0.013498916837108965,-0.04702758039168094,0.009552613623141297,-0.0024583944244216263,0.014029320071809884,0.005107144891378395,0.01538982695448312,-0.0029099212099495185,0.008885990111712597,0.018651812387731177,-0.006391933872203414,-0.04387211330755612,0.013896481923447453,-0.0007076588476114729,-0.026269482135166635,-0.0010502549143384906,0.005166075603335834,-0.02019328056920539,0.019056476653594494,-0.0036029491372576087,0.012393983056207696,-0.007375601856171859,-0.02147846973843795,0.00804753019208725,0.0014834147277369557,-0.007488743736950823,-0.07912763399072298,0.0185631551056384,-0.0002078866610224037,-0.015928669077223734,0.011131457616627465,-0.007011908719718975,-0.033804514150527896,-0.005375010220719915,0.03248600846318619,0.0021295684643986195,0.022667870881424558,0.010520819776470004,-0.02063635484058841,0.00802930362872196,0.02879198477513784,-0.06292471535958767,0.006152589187735784,0.0049714240577481165,0.0036656134604293985,-0.017212069237941167,0.007086733118187703,0.04222968328012222,0.007257917547580134,0.0003312801292819006,-0.04753866651210736,-0.007309753253885724,-0.005930453423078856,-0.008823461895948757,0.009929810386320632,-0.005151105790598374,-0.006056443216920504,-0.018932157045031414,0.020499030075388516,-0.028690593958041397,-0.0035923313237123593,0.006270544647523662,0.0012130217522081438,0.004334462589259701,0.03051805780798559,-0.012871717098632654,-0.00031191000794742667,0.002362699152491767,-0.01083479329993992,-0.0049560787499790945,-0.008925109136898528,0.008763948937927774,0.004442639044210419,0.006595337363340402,0.018520546179618028,0.10566807249968477,0.01496417347448031,-0.0029675270507007637,0.0044551521638608186,0.023690728800129464,0.005562023785058248,0.008587268350683764,0.018514362162143853,0.03544620592698061,0.6662866095582772,0.043506386448250396,-0.022929782660166594,-0.0022398141497974675,0.007356199494681026,0.00800761922900074,0.00599225678651081,-0.010432688770133989,0.0036198541742326396,0.01186746500484613,0.01630958804313415,0.0006649910004751428,0.004611080734155784,0.006735909964766016,0.0023846934838599814,0.0029434704322147264,4.804087,4.368326794,4.586206897
-0.01946912186835274,0.01043419963968601,-0.0008960596783384962,0.015601521045846518,-0.014740386637461024,0.010488683069143901,-0.036454138393541474,0.011281945988022643,-0.0012773649243163385,-0.01350151257664561,0.0013901413555962251,-0.023100310770188717,0.0052788879150186116,-0.03559238283657058,-0.005396603205461984,0.002193777135114646,-0.016388465470788455,-0.005754272965226769,-0.005212953091022052,-0.009986003486046306,0.009792979431800852,-0.01373807145162369,-0.008351980540076347,-0.011374901405794904,0.00791708356810796,0.009022895681688932,-0.00697883469435969,-0.0008374876041771996,-0.01084627340980288,0.01686580906866452,-0.005315846482514675,0.013656474451949377,-0.007548613780299091,0.002680140174975995,-0.01375466998349798,0.021669982045779714,0.0046416210713717656,-0.0006568361851521623,-0.01773885152014925,-0.008227011959493553,0.004942876923003999,0.0021017951995349,0.0013854271468710915,0.009372246780434478,0.0012759946567157821,-0.008990501023979722,-0.025576091878665386,0.01497612184732282,-0.010504082665805093,-0.0073600671786334115,-0.016295474248237945,-0.004377617388324721,0.004146669642377107,0.013553421432606697,0.014914867332901574,0.006035167657138722,-0.0021010691859931012,0.0031327877882790897,0.0034494340665849987,-0.0001399512705850349,-0.014771492387307851,0.01059109110857328,8.346345067109034e-05,0.02986744923743775,0.005358214326940144,-0.0035875348655796066,-0.012281499292551132,0.025111168609653126,-0.007884809034930756,-0.014526406462005696,0.007035995741144987,0.0025650814266359218,-0.00286634267425478,0.009951532078991708,-0.0034458474295818243,-0.0040214375139880154,-0.004207527153043067,0.002274414250894628,-0.01885800075003903,0.023211696583993566,-0.0012157369458864274,0.0028037985439829673,-0.012653778634142498,0.021222413873670666,-0.012457195375054998,-0.03170263237425076,0.002424159380638482,0.02472544654501496,-0.001630605816499259,-0.014607680521706204,-0.001882646111594339,0.004374468458189545,0.004153921071076225,0.004725208037674684,-0.006252132725936345,-0.023003279696875295,0.019860226574882,0.007900270593802012,-0.9258348635198527,-0.012905745690918409,0.010046901750246548,0.017292515622249236,-0.027442845168688883,-0.0015471126594137103,-0.0014573161433891599,-0.02026475570092884,0.00442685151989258,-0.013881533847785779,0.015090667669396735,0.00802186080822308,-0.008949472637064563,-0.012431297544819966,0.011717590840049386,0.02062908663660858,-0.03831040887506937,-0.00745445814213643,0.00562207404376219,0.004334356965471914,0.0032086353402654617,0.0040393313055832455,3.431346944,2.747224484,3.089285714
-0.00575672025179456,-0.9924358747032961,0.0051494834582031575,0.002610589695634897,-0.002569996410211608,0.0027775637333710586,-0.006742211006402351,-0.0004207500295761249,-0.0001481670047425618,-0.002181927771550736,-0.0024318662287748424,-0.004292647924494145,0.003291456682415573,-0.004237626771351824,-0.0016199034180532958,-0.0032271524821255206,-0.004049847844280778,-0.006021562662848011,-0.0038322701067610276,-0.010059015531173414,-0.003990713588473305,0.002425791296024448,-0.0013681322199617855,-0.005655572209583139,0.002711421691553658,0.003341511270918336,-0.0033048940793861874,-0.004948270069083015,0.002219172833493707,-0.005893461306245581,-0.003951379896409779,0.0006113714450397357,0.001964507599403747,-0.0014103864099807237,0.000969859178108735,0.007343693177457058,0.0017717692438567862,-0.0006557253303775515,-0.0049783938217492964,-0.005847972637174467,0.002366214191654289,-0.0034459848835514456,0.00622712057306443,0.005850868363951999,-0.005537323886940739,-0.004754134725839107,-0.007588139849525666,0.002798566156807557,-0.005357889998437217,-0.007804052433585451,0.002137484001272688,-0.0037725733299999458,0.0019226829040053426,0.006376330905337916,0.0009850366722585573,0.003274898499261307,-0.0028869006726504414,0.003722575140066808,-0.0015973739124072637,0.0037461695209204857,-0.001209250060179636,-0.004233540784141712,0.0017644936945634133,0.005977033240633892,0.0041796771401131595,-0.0044730736865481405,-0.004182472296950411,0.0055160449033312435,0.002294192002881462,0.004125953400826617,0.003797112152483564,0.0003003989687613183,-0.002785327985459713,0.006957591114242012,0.0027671867411108086,-0.003530947243513834,-0.003996785417947651,8.18492104770905e-05,0.0010404105689495883,0.004228025883292727,-0.004024796413251133,0.0035056673574497487,-0.0021836196064843666,0.004403579009446802,-0.004330988595373766,-0.008691667302171422,-0.002513147048757345,0.0071691770471826715,-0.002365468037452795,-0.003850137345291341,0.002705011909210513,0.0038782608142532257,0.0029634646447122192,0.0036499731603613283,0.002365593322018398,-0.004278037117548123,0.001687412356069025,0.00036075523865227203,0.0076220348266876755,-0.006169072150638784,0.0052286031421634105,0.005930780411328917,-0.00042519214974034205,0.004038840071412028,-0.005235383940670342,0.003918184667613007,8.542258440530094e-05,-0.006254868152335327,0.0026557426503213684,-0.005556983118929394,0.006597438964832134,-0.003989089224684707,-0.0012928342853190443,0.003240017626466712,-0.0010285598132531144,-0.0024683190040558824,-0.005805356178994195,0.003985494353587203,-0.002858736764108785,0.003945891284704058,1.384178612,1.098580009,1.24137931
0.004435032766800832,0.005089262765081198,0.006591094277258508,0.007358187535081422,0.0032629577876274207,-0.012926599833905806,0.011434768177910977,0.0028965983397417987,-0.008888163246300883,0.010651573448936354,-0.0038317960682159816,0.02782109867264916,0.004340916290449166,0.005100809702568501,0.009547364522536354,-0.010131396490953123,-0.005953489130870989,-0.0019565863828809,-0.003463289215935474,-0.021745841338758204,-0.0032385304834623985,0.017773241934439122,-0.0032706976924054072,-0.006476977024429274,-0.00035311511624005104,0.0017753248994629423,-0.005097001897025202,-0.0013423890503463719,0.008908268239748721,0.006936077815834837,-0.004253050747897757,0.004022341605627774,0.006042817926830763,0.0028718518914389118,0.02159528341058029,-0.002458879231243851,0.005398729065220892,-0.007141774197922782,-0.0027487317008970196,-0.011776600678973508,-0.002892481945143529,-0.007944446676814538,0.010832449358277959,0.010289277335673076,0.0027477125281834126,-0.0057682097305067044,0.00784917746484104,0.01457346943539002,-0.007743018089556973,0.007486652280998041,-0.005327587287013563,-0.004594237865979413,0.006588771490374937,0.013239364033016884,0.00026714911383687043,0.003136588378090184,-0.005033611608680619,0.005562360634579921,-0.016479245202050862,0.0050062105427912205,-0.002888146011667257,-0.002983052749377178,0.009547784444234125,-0.010542815969978938,0.004544457799236093,-0.017385776092398112,-0.012913882166595883,-0.012765691056107255,-0.0028805018668106195,-0.966229755927819,0.011841523274458652,-0.001766323496285364,-0.004328827104437498,-0.0003578556301616846,0.002741235978671882,-0.0037944048209925456,-0.0038261715551343722,0.0054047112578363265,0.012553673773997145,-0.021575873415225252,-0.0016615099022475246,0.003267499473714934,0.0030798456720415373,0.0057125871551798255,0.004626259423386605,0.003679393906122717,-0.003915006160771819,0.006118300050126481,-0.009029315661952924,-0.008594993597407605,0.0073508211378318705,0.005002461397767628,0.003336115695832844,0.003030785783474742,0.00931599322884087,0.004934490679107313,-0.010978329021956338,0.005873045638272106,-0.009904435780053856,-0.008438439931911616,0.002553173693890223,-0.0010943661755935857,0.014034913279108321,0.014075460718080583,-0.002086133787177052,0.006792850017824319,-0.007956860579471921,-0.0027803829428527747,-0.00022251695998032307,-0.02030456386685918,0.02397662716649549,-0.012135397501951315,-0.008004201003558887,-0.014059683686721185,0.02227398495874927,-0.0008172450079085655,0.006728702981218695,0.005442574800204506,-0.0050180220730976135,0.003583549767706432,3.165961789,2.619752497,2.892857143
-0.06640381219293619,0.00691068350685608,-0.06901471960522326,0.03724188692726414,0.01584759238402012,0.013140733768727552,-0.07603314130576114,-0.17729505720043212,-0.009681550621660939,-0.011868014458043589,0.004693369778541517,0.08060922579357056,0.006210676863288565,-0.1185811073946638,0.1621743935581963,-0.00563983236241122,0.00021185707022500086,-0.007110921539800553,-0.005644067557984392,-0.06273949236231888,0.026588995928906456,0.031898118437162656,0.008683351933548848,-0.017347611459614484,-0.011347502766335468,0.011500386718009651,0.054976656956069146,-0.018855445273395367,0.004110251617217289,0.06874903676703882,-0.008931129260970649,-0.05938615856520577,-0.04273854601328724,0.03423434277129337,-0.0424899257405121,0.08519397399701603,0.04606330547642991,-0.042972677296952144,-0.011059084643718029,-0.033277216281510084,-0.006829669364695653,0.002769450392964285,-0.19562242024262924,0.004549275544997167,0.08244297870410124,-0.01697260004668052,-0.013515673938169437,-0.02680848436668319,-0.02414475654366739,-0.004388741676185137,-0.017386577387164443,-0.009113239093431855,-0.01422610014009564,-0.07640021071702448,0.1750012753820114,0.018734505377829076,-0.018107545542231006,0.015876188540823278,0.0004164309028473099,0.012165631098047311,-0.1744160874697927,0.06089227719524413,0.03720081558679725,0.0041289240709166146,0.010815206711574403,-0.09789626969248233,-0.052670632257459875,0.04388372564402021,-0.012518329543682667,0.04506952356284915,0.011158010700181862,-0.03964531707889358,0.008840534301194797,-0.005472028763419478,-0.0004304715805613568,-0.008011306975224973,-0.003408610713195759,0.048171928104923725,0.03222383701989269,-0.11569661502266558,0.0018929328708026459,0.0069394490027418895,-0.009707195092123722,-0.08239430923092908,-0.010613647204549902,-0.07422019570585912,-0.00853593393039146,0.02452853043058101,-0.03912730592503339,-0.02417618556809502,-0.055900908206991944,0.011832215768099803,0.009747197021146051,0.010764276939497552,0.08508841158249454,0.07788903815633105,-0.040267388204982484,0.0457533764363363,0.05952818019158333,-0.0617882504828614,0.009499856861602854,0.013089622951481384,-0.04726762500076077,0.11169422773640386,-0.22004461265454714,0.054999349127723036,-0.2177384005116611,0.01066605762700922,-0.011244787660628891,-0.021330514008699328,0.03920670147452974,-0.04754149007139972,-0.01256351729110169,-0.08772608554500395,0.07421398400983231,-0.0022380102287716617,0.03712433170226764,0.016921396443409585,-0.01902761508791414,-0.0004132732077681134,4.371789143,3.869590168,4.120689655
-0.036641362150542776,0.004466416506065545,-0.05705405999858532,-0.02200504961840834,-0.08355518904197534,-0.04111058407816197,0.03312463863544665,0.08085181411421498,-0.004732923075430228,-0.037213464395283676,-0.007619942655334106,0.008415935236217769,0.003521276442244842,0.04210108792091545,0.03258378057625699,0.008629147366861104,-0.006394338153342201,-0.033692348744153076,-0.003492265436719476,-0.003490200534584127,0.0014535740997440592,-0.18972629706045613,-0.0112430275778529,-0.00990836033546992,-0.0024514513080719134,-0.001858593533170778,0.0020459498369393074,0.010401530961150894,-0.007189600163233054,0.028061086599568193,-0.018899531895677533,-0.041381313027058365,0.04755257053838386,0.006158023652941055,-0.016878519268747807,0.008434760956327812,-0.0026764401269281208,0.014851609047343114,-0.00756495008749287,0.03484181074783783,0.010680535251135596,0.01856403645875499,-0.032833723442126234,0.009880592474829298,0.006964291437256533,-0.01075028420315879,-0.03509644349996699,-0.06530812099821097,-0.011753162421626672,0.3082634579290609,0.0375835311206809,-0.004416738959547264,-0.19934276853248492,-0.01180694181278126,-0.07309892493853275,0.01743109851632187,-0.15030111912985286,0.00621182394184282,0.09352609021698137,0.009642518580666956,-0.035784487107459795,-0.012578661995187444,0.03793450540712287,0.022381455393028635,0.018386182973373296,-0.03380534103561295,0.03011116390703179,0.017639166038093564,-0.009090820153469254,0.005329742978674994,-0.059990582692077014,-0.09874234807369608,-0.010597193611340932,-0.107140379520578,0.00580395465497869,-0.004853842904483505,-0.004995476486304662,-0.04419528370454344,0.005971040435799393,0.028448486701685774,-0.0029659805489591,0.009232052263878769,0.006820227274802116,-0.017398887518485985,-0.01294493152259265,0.04306961800756682,-0.021194308892019266,0.04657753254430441,-0.010033717345641907,-0.07821553936132923,-0.009598355789622474,0.0028275333508024528,0.010089526047378264,0.005684339571471085,0.022339916570859278,-0.07746488519700037,0.008870190969243016,0.04591727984484355,-0.0001579695324979277,0.014496562338017,0.004129734693528988,-0.0011987105254136815,-0.020556347185173636,0.0013225652403700578,0.04082568677390706,0.0446633080189261,-0.026711674869093812,-0.010339970486582537,0.07660002669951349,0.02172896530459946,-0.06600718399721685,-0.023105535116216002,-0.01343992251368461,0.03017741217528234,-0.037834439020353716,0.014270203651717625,-0.17495740991875602,0.007380031781209482,-0.001013651211826913,-0.009903309756984432,3.312221095,2.887778905,3.1
-0.007158590150750895,0.010719051377215898,0.006307058478868971,0.01693890108200245,-0.02586673082953783,-0.006868728172145944,-0.0015203186676595848,0.011506525383747671,0.010116204006841479,0.025174752391743212,-0.006379685177645917,-0.025025582082119566,0.009058088089451244,-0.023294019059257362,-0.008586486999877737,-0.006120927410289852,-0.009305936611836626,-0.007902857920034336,-0.00656484037169114,0.034434467704462485,-0.02067893960146111,0.010941062386696055,0.014098376635180869,-0.010532426242880297,-0.0019397852555814905,0.011260149485212449,-0.01628700187119079,-0.0007681978992653336,0.00498899342153675,0.0018888004277043478,-0.014490471169581054,-0.01074337787927824,0.003792080911112889,-0.009186560810467639,0.028687838766123273,-0.004504817523545337,-0.02757888059952072,0.008628588024786662,-0.0006792535653866254,-0.01360585379007078,0.004566192195138478,-0.007009567683094736,0.0008853596962593319,0.01120389360880324,0.021964033119374463,-0.005376057141151605,0.031066349602006715,0.004773790562488013,-0.011648964262774796,-0.01807940288828752,0.04925180873329492,-0.0069147700045747015,-0.02563922102165918,-0.01021477532627442,-0.009994696738969447,0.003499374310277044,0.009644734171381711,0.005853201941751973,-0.0071243478761092265,0.009586855332972275,-0.0157139013997814,0.011840960530493307,-0.008060403019502033,0.03206906761180786,0.006675021592470573,-0.019250802632122758,-0.0015934862938812762,0.017845971611190167,0.002649989896635602,0.0030517170460886904,-0.007161249790410764,0.03902390652642528,-6.394240089502762e-05,0.006320912927231115,0.010311866500792029,-0.00586515297174258,-0.006182076637408718,0.000509524502040294,-0.013881350729562245,0.007651487841043761,-0.006397941640940172,0.00686350665187893,-0.014726376465463509,0.00025324076211882146,-0.02714353542793476,-0.009253898497017512,0.002135105674983171,0.03203309590832293,-0.0001249791111201433,-0.009316666562219009,0.030842937439712954,0.0023681271735375323,0.006892289579668289,0.005722115595862084,0.008445402151098636,0.8417723657283911,0.00864076393657914,0.05104960333307855,0.03286251603899491,-0.016579939725858465,0.014017693058296957,0.0077895434237791,0.004313995764399051,-0.01742418405490836,0.0422140425725389,-0.01896121236916287,0.00979625649873556,-0.019920029378815547,-0.004537023518311478,-0.011327832973948003,0.011657786741215407,-0.006775542446475223,0.00563879097259915,0.04991283037358839,-0.046936489282657756,0.001880632903296006,-0.008832188308632801,0.00598140464873874,-0.012135761896476213,0.0035125729925789694,4.756993215,4.311972302,4.534482759
0.03064128635287618,0.004521743262171896,0.12079366181521639,-0.15656034509620506,-0.0540131649174872,-0.08319181636131397,-0.004139164782532598,0.0627937331219501,0.009687527535688644,-0.004605030203780831,-0.007892253555281064,-0.018075663092410946,0.014951366475293888,-0.014261734472461665,-0.05519530142714779,-0.00011739173523401042,-0.014204764427319575,-0.04145267391306149,-0.016008033382604828,0.06754543945263278,0.0014908488738981098,0.13552715290530198,0.03722055838817496,-0.017379056391775186,0.0021037848731200923,0.011862159780737376,0.045537296363301706,-0.02331558962994037,0.038297553676944984,0.06885049699919364,-0.011329121271446663,-0.08703137024058762,0.016225945100483856,-0.03174946238393219,-0.022803707382447334,-0.025904658976230874,-0.09427015082362102,0.059325582530501075,0.033113136474270784,-0.04640778139541885,0.03338412639126399,-0.009076652926859474,-0.11266856119801713,0.006485000198154022,-0.020189191403638077,-0.014745028251308887,-0.03441089556088328,-0.06562851433896584,-0.005791683309513508,-0.03535980774312791,0.08108365358268667,-0.01656041263970845,0.02120267488094953,0.012182655316615956,-0.007861455460385544,0.016712002032120626,-0.10336014772247552,0.00931606466261482,0.028966188492450428,0.009304365386362303,-0.08371112369207062,-0.00045059632993336334,-0.013073217126019415,0.04151525615306581,0.015456294837721396,0.11635522117654706,0.07204764090130016,-0.01130598099647495,0.008150606321101723,-0.012642720827088554,0.11589164493429414,-0.07097903639767024,-0.040174834718881273,0.0626449193304223,0.011701291279375962,-0.015796026413944238,-0.013007815414875806,-0.020390096026338525,0.054833233985390015,0.013855558541948629,-0.0019211144929629296,0.016556663001773296,-0.0690392913202875,0.048238712651607764,0.08883146677775162,0.041075328022559636,-0.027464177996153714,-0.007922837918556304,-0.020653111735732307,-0.04797939187564178,0.13576346585940896,0.011246417608375841,0.016353275065461047,0.013691852701743841,0.03900916859628016,0.007811263467654399,0.055023973408069075,-0.09541004438235971,0.04838739620981415,-0.05549367083516333,0.009298674060090514,0.017191850857370104,-0.008368556157136156,0.03315802563440423,-0.032544760307553586,-0.035191693680486864,0.016389156891534803,-0.007903804210150014,0.004628463083629353,0.032827165621145724,-0.009445156285060466,0.009676947962204927,0.056109183319317545,-0.007869122892187148,0.019612976654187042,-0.019344058545126684,-0.03851272679614742,0.011775009288910962,-0.016061387777095128,0.015625328290471627,4.655644914,4.137458535,4.396551724
