pca-1,pca-2,pca-3,pca-4,pca-5,pca-6,pca-7,pca-8,pca-9,pca-10,pca-11,pca-12,pca-13,pca-14,pca-15,pca-16,pca-17,pca-18,pca-19,pca-20,pca-21,pca-22,pca-23,pca-24,pca-25,pca-26,pca-27,pca-28,pca-29,pca-30,pca-31,pca-32,pca-33,pca-34,pca-35,pca-36,pca-37,pca-38,pca-39,CIHigh,CILow,MOS
593669.3936262801,38771.48423229945,-18411.513963217356,51530.724333778184,-15567.617637467429,11453.930146872046,18307.42834463825,-13.285176302030182,67.04207557751701,15.922491054356481,-9.820094807913964,34.65133320512457,-0.21289112419775189,12.955532791301007,13.76689077336485,-4.368875091273783,-8.423273758524656,-6.2105686173287555,-17.071176544930843,3.553838362895595,40.06170507001941,2.000913471670586,11.9465977587725,-2.1209164874591555,-1.6934311543150917,7.768917031427265,10.657671049098097,14.038263088773776,-21.98485074336896,-8.23682385105405,14.546545608002598,-25.53667993848211,-9.35464028868134,10.660370340929449,0.944514058193489,12.340648790198156,-7.871594922797674,-1.8796333330585184,4.484164079881809,2.156586714,1.73996501,1.948275862
-213707.64668739526,-2212.974981113305,25044.84985482215,-3553.0286881062984,-9634.634542500953,-6831.152886313794,17898.340631330775,-303.19466752363064,-99.33587148516528,-6.24537776604986,-15.154132795154476,-8.535534701915157,-6.667799492655848,-6.899456872607341,-5.047166050670472,10.44611353647261,18.01049044624357,20.33445858507108,-13.137612001306394,-5.107925243569213,21.97432108447605,8.753907039237392,12.061353608139761,21.987240687139487,-11.69623695712568,-19.385200250302493,-4.756623494012922,-7.06285164492005,-16.14849601254048,6.536557092199015,8.092867972385207,-4.067074073241397,2.718105512677409,-9.079048805103962,-10.048125744068832,12.565418920327215,0.8197716161674553,-0.3442841315149969,6.702851921387508,2.576073139,2.123926861,2.35
234048.4047354381,-62878.92683894074,13983.42387355136,3807.0111722439838,-604.8325400255546,5495.357314085517,-1986.8032729219146,-506.81492620522573,128.04540715331166,75.83231659771923,8.696984146334389,8.356910579195848,-17.279994253467414,2.5594298080928737,0.2884963548918732,-14.010271881688407,-2.064853010357053,5.2884037461220395,2.1884610556605635,1.501747218687046,1.3464459388494814,-6.424801411480518,1.1761267962126938,3.8206255662437067,4.4048306270910285,-2.9296749713918278,1.2641216597148122,0.39267748237069844,1.7350555557834861,-0.22809099553677883,-1.440315248315239,1.4991394654123702,0.8847439729159532,3.212563089434443,0.9777074862259035,-2.8766403379664225,-3.621752764770261,-4.3619895395869035,-1.1110149984787512,4.392735837,3.814160715,4.103448276
127653.84283879558,-74467.57207966631,9674.147833917388,3300.630437586919,-1731.6418719081448,2243.5334195603027,-14619.475286374349,243.35125047669496,110.4500181496322,104.5966640000719,-9.54183967109814,25.23549898058482,-19.51393973006742,12.139053322423205,1.3216586250585372,-9.86913732644936,-5.797627742339146,10.66820858110256,0.05022963463307045,2.3945008340236456,-3.6098091020912397,-5.784728461994586,4.994666136981909,0.8234871374318085,1.9030384785200594,-4.534089516268642,3.3581569837497733,0.976311382518141,4.169376673617088,-2.00465215941316,1.308774748762039,1.1595770339626685,3.0541702590543625,0.3694957971492681,2.1691723470858824,-4.8730645323374056,-6.070356065160491,-4.596535064007408,-0.14708165283121327,4.095679394,3.504320606,3.8
114604.64662449247,58966.83185320684,52643.44926337235,3496.832039975181,-2004.5538497801424,15343.315015131824,-18164.491412938944,424.23679734434216,-269.18089815020943,-24.508511647557302,-10.130986180019795,-36.61945106111742,-15.810474563664593,-34.21179679740052,14.79580349394156,-35.90889914549453,70.01539222576949,-28.921959107547355,16.386262027719777,-22.12587422986121,-35.15491631302556,-17.249067645613614,-8.004753640127559,0.8679680330379314,19.984558148239252,-31.044588719137906,43.81592802212291,-34.31133909969297,-12.367084154980375,-0.4848692936051092,-8.355203935421232,-28.172377371086714,11.746669609902558,-7.6136189014447995,-1.0983686518644191,-11.948653707547523,-1.9646648126755566,0.007311250126312964,11.708614879546461,1.294254321,1.050573265,1.172413793
-191915.69020242433,27885.889161593816,-8528.711275312311,12819.66857144782,11036.567994415704,-8036.713640642407,3312.8013466276793,511.2055008336127,784.4122641414745,-74.77838268625516,-26.132624928348147,-33.04750221950538,4.929514189126361,-3.91734091645331,-6.278202462276703,-35.18515148498255,9.355576672491175,-30.588360283152827,45.78452104202899,20.773062991422602,30.79464449260276,12.983380531696122,-32.14653587416087,-1.6827086485298486,-3.098067379229001,17.247946107256844,-13.98240837592259,0.004469779223685372,4.910313327200907,-8.0116038678965,0.04209713762259791,19.533476738791332,-18.3990420888348,-16.82644928679663,2.074587768455442,-6.934630311092128,-4.268758417755883,-0.6726496189242591,10.504496140303992,2.518109498,1.948557169,2.233333333
-102390.91582858276,-3222.1749644418255,-17231.88654548551,-2544.51656666428,902.0519087972259,-2434.293194897322,-862.1220952382155,-568.4231990693213,-138.60156649997276,11.345060907807698,-13.347221984747117,7.657745941233904,2.291107592778483,-4.5141479365869746,7.752911286962453,-2.404192447418287,4.690566284189488,1.0716358265270851,0.05222998011891063,-1.7566905180488184,-0.9712202812094419,-6.493662013575753,1.2526034948220808,-0.1265714201151857,2.890230279774325,2.1864257355204098,0.6680028792278756,0.24996866870227383,1.1368708331497694,-0.7270822829383032,-1.2833362080129689,-0.5124178989231958,1.0451923879805372,0.38501321214244105,1.2652994875078063,-0.37060537255720355,-1.0997208852897407,-0.9609093938175477,-0.8777240768056622,3.909399125,3.469911219,3.689655172
50030.00805463143,-10113.99794769057,-35856.497589710074,-7070.235058568274,668.2179192100891,-2441.9449831020675,-12881.309331454451,274.72895610646367,139.77415770767362,-50.994560258614065,-18.22368369507071,-0.6449472924128832,13.212484417787802,7.152107219208415,4.622596526423681,3.3436549904169026,4.010888905418859,0.9177602493108451,-0.502127668594754,4.386049271019784,-3.724954936301315,1.1864700809819884,-0.1396763503164311,-5.986585702981981,-1.3726886408876569,-2.131461825392742,-3.2525572771007996,-3.0405870620745143,2.4910815409090343,1.3759663103752786,0.0015360483116706955,-2.52768688486365,3.4477435680428403,-8.02385304798615,0.0961544222168534,1.9428978727540953,-5.093130714336242,4.184756589554376,4.11663907561123,3.599130983,2.900869017,3.25
-42560.93726866815,-17115.224246642054,9567.33244419139,-1471.2005487726537,36337.38242754143,-14297.313313972376,-11842.383212629766,246.01546255339431,-131.6201883831571,-41.15683597626073,-59.86589579120052,7.933219685072494,-6.131089843125836,6.9149322938453075,-18.874504887820613,11.833752781917482,-3.876590287951608,-2.3982302788116954,2.961804605622249,0.6779390106143297,11.343411140648046,4.511126775317694,-6.175549045694705,-5.989157704548825,-5.032292479619881,-5.659094458423908,1.6744689633851098,4.166841974726804,1.1511750342164304,-1.3557233071976633,3.436070000468908,4.987117219817795,-3.8958738831997146,1.0481890798435018,-0.49007275743171025,2.769474333258955,2.4411518090899285,-3.4569503744185597,-2.5579977437012995,2.55951845,1.976195836,2.267857143
-190106.4398123922,695.2418077847489,1854.4766887906378,1793.5134807800127,1108.1538674182234,-915.4386237070225,11788.662119720564,-377.9786296165857,-230.92866899053462,-0.32218545621231276,12.695290996483415,7.739151894579182,-2.111435524895871,-8.515440111666615,7.902357859760582,-5.0971568313886415,1.8920619735591553,-0.8381123861420459,-0.5779728280288764,-0.5191967411933802,0.6156732710117376,-8.086082007841384,1.491815194879709,-0.12552040250273205,1.5039884836683748,2.557568205341727,-0.6067864990494548,0.7603296806795499,-1.4779530241471364,-0.4811252367182851,-1.6070511087754042,-0.9711922138111229,-0.5429781811318115,1.1225500030081508,1.0020291532958772,-0.385040531001536,1.017003932833093,-0.42534139910730173,-0.5651963877088214,3.448905722,2.930404623,3.189655172
-208889.81068729365,-10423.582690034851,18617.653682087694,5631.350897984849,811.4602819872817,517.5143993555934,16578.644108299653,-303.2331228724056,-126.75817805670236,-17.649713914379337,-2.2127738736554545,8.285908765203882,-5.6593398193178475,-7.532160347353869,5.820898044344294,-8.28900042471909,3.074261304232287,0.020160300185715966,2.882361161924187,-2.2456399436413217,0.11470347056177058,-8.500823570427745,2.7812870604925073,-4.198408300179168,0.6212705016726136,0.5331030412551494,-2.844714427326521,0.26503969418372103,-1.293627179482623,-0.17151416965815233,0.25318272395624475,1.4363308201108027,-3.4420603338456695,-1.441427149267804,-0.43950609318801387,2.467138151241024,0.45625192553969734,-0.2522239500511939,0.8708895624487503,3.24043084,2.828534677,3.034482759
386217.6863059458,-37229.05160606471,2618.199418355185,603.0517451836777,1103.7924264184423,8133.750324522778,9036.468176121321,-266.7389531114877,164.07228519487862,48.07683609793589,-14.827340232154658,6.001363753169859,-7.306804766474866,-4.872009242987541,3.734628730682929,-0.8335884251287836,0.09023075520388384,4.2983713552221925,8.091123758494016,-7.776383564063606,4.5701202456665335,-2.6114469045514497,-3.919958591187021,1.5343333028491346,1.0710969896338143,-2.1610679622243594,1.1502234221762029,-3.1490671591069246,0.579377776035569,1.8695855246333124,-0.004683785520334333,2.5575472457076085,-1.9053923144418017,-2.254111574389308,-2.3974811822288165,-2.509752316178188,-2.096558763306534,-4.794794577197706,-5.1114942110937935,2.692561138,1.950296004,2.321428571
194960.65869782006,76837.82761683431,38291.312805877125,-67.05957369884577,-1055.8447228232858,15781.142624203396,-15690.021481197959,498.6349596521516,-111.4058966662133,-52.810360171576946,-3.332138256106872,-5.508299310603265,-44.3985336353408,-11.719498233784282,45.966352801353544,-44.474325275630086,23.458673437220433,-24.55102083928469,-18.5454266093295,-22.22975385554344,-0.6463469429286135,8.568575766305297,12.388372394546689,6.029599029476258,23.38498065478976,-17.00555654246369,-23.961245939452887,-18.645231297033465,-10.788124361151464,-27.30311243512108,4.89056043577688,52.814037281538894,7.456796600920181,9.447771115849912,-8.175149455870253,1.5720898427921859,-3.6686186022904215,0.8503590518045131,-3.1022139752955993,1.543937516,1.222729151,1.383333333
-166880.55042359044,30994.275163915,-30775.682622414344,9759.988005768922,-3638.3243674528358,-3951.880762573999,112.2610429643814,-554.1667178054743,-183.4411616432591,39.91476273594497,13.680846266967459,-22.0433960364958,11.934381577801268,-16.674210434816537,-5.217262527655138,-21.66148193138447,-14.83850248513267,6.320480008139731,15.442718957028342,2.4308533896398017,-21.284713464184733,14.174532638138126,-13.38702730402017,15.14431140974562,-7.016996235010416,3.0866280578572276,-7.616941041675877,-3.310852976600438,-3.050083471271488,-1.133390791659067,0.4044090264092632,2.2961042126826414,-6.76747558375749,-1.7243730854457633,-1.1144718733585153,-3.46539127333186,1.1745000603674087,-3.0891717676665404,-2.790299192491544,3.523768328,2.976231672,3.25
-131948.6169909027,36620.90727116649,3822.089588954164,6616.675520624662,-474.70585918086687,-22873.59436313406,-3411.761659003841,-632.2004239997558,470.36621799903725,159.02514117789852,-39.984652268579424,43.217413045585346,-9.556869236488213,-43.247097201408764,-17.187259821845075,-27.508288910266227,2.6763409337125155,-4.1985253167571255,-7.726727548494301,24.02520788904013,31.596697117439554,32.86116562287274,6.12107960848713,-11.742028730944154,-39.38848199651631,-16.614659329330024,5.518975134037096,-2.8801604170678536,-18.806635704864433,-30.348204850889026,40.64492219522173,-14.325559717716672,12.023709774939933,28.77756454016337,8.220096901529418,-15.01611483556256,-4.351751311998634,6.3915039097038315,-2.8170229373598907,1.74043084,1.328534677,1.534482759
-141838.94618100824,-2659.549255889113,9373.372055568996,-13444.59937896831,-16246.947087981292,-13151.170178825718,4536.232884230112,472.73327160443733,-126.40015484434655,4.39371489874235,-3.323400406982759,-1.2252766634345118,-8.157478343793354,1.0521267474481768,1.5833805192588901,19.528925087198473,8.027353849886133,12.255763724634408,-7.564427128096609,-8.584049482092666,12.232692837128763,8.599302842686603,6.693282628483052,18.563679277109962,-9.221993911072943,-18.8336867162108,-6.440826081214355,-4.185533013331989,-5.468558931149939,5.373536917935829,7.862540267505827,3.3351739743489355,7.150499884382894,-9.024680973586815,-6.4743114508483615,7.678439292517262,0.056259193669959,2.035635216696153,1.5979824815452446,2.637035504,2.190550702,2.413793103
